"","date","SGEN"
"189","2007-10-02",11.83
"190","2007-10-03",11.68
"191","2007-10-04",11.63
"192","2007-10-05",11.97
"193","2007-10-08",11.87
"194","2007-10-09",12.14
"195","2007-10-10",12.66
"196","2007-10-11",12.62
"197","2007-10-12",13.04
"198","2007-10-15",12.68
"199","2007-10-16",12.79
"200","2007-10-17",13.08
"201","2007-10-18",12.62
"202","2007-10-19",12.37
"203","2007-10-22",11.93
"204","2007-10-23",12
"205","2007-10-24",11.53
"206","2007-10-25",11.39
"207","2007-10-26",11.85
"208","2007-10-29",12.03
"209","2007-10-30",11.99
"210","2007-10-31",12.01
"211","2007-11-01",10.95
"212","2007-11-02",10.83
"213","2007-11-05",10.49
"214","2007-11-06",11.24
"215","2007-11-07",10.52
"216","2007-11-08",10.97
"217","2007-11-09",10.49
"218","2007-11-12",10.74
"219","2007-11-13",11.01
"220","2007-11-14",11.04
"221","2007-11-15",10.43
"222","2007-11-16",10.5
"223","2007-11-19",10.51
"224","2007-11-20",10.32
"225","2007-11-21",9.88
"226","2007-11-23",10
"227","2007-11-26",9.83
"228","2007-11-27",10.17
"229","2007-11-28",11.11
"230","2007-11-29",11.02
"231","2007-11-30",10.99
"232","2007-12-03",11.75
"233","2007-12-04",13.13
"234","2007-12-05",12.75
"235","2007-12-06",12.72
"236","2007-12-07",12.5
"237","2007-12-10",12.19
"238","2007-12-11",11.24
"239","2007-12-12",11.76
"240","2007-12-13",11.47
"241","2007-12-14",10.91
"242","2007-12-17",10.65
"243","2007-12-18",11
"244","2007-12-19",11.14
"245","2007-12-20",11.43
"246","2007-12-21",11.86
"247","2007-12-24",11.98
"248","2007-12-26",12.55
"249","2007-12-27",11.7
"250","2007-12-28",11.43
"251","2007-12-31",11.4
"252","2008-01-02",11.3
"253","2008-01-03",10.81
"254","2008-01-04",10.38
"255","2008-01-07",11.14
"256","2008-01-08",11.3
"257","2008-01-09",11.53
"258","2008-01-10",11.89
"259","2008-01-11",11.69
"260","2008-01-14",10.29
"261","2008-01-15",10
"262","2008-01-16",10.13
"263","2008-01-17",9.7
"264","2008-01-18",9.07
"265","2008-01-22",9.13
"266","2008-01-23",9.5
"267","2008-01-24",9.8
"268","2008-01-25",9.34
"269","2008-01-28",9.87
"270","2008-01-29",9.76
"271","2008-01-30",9.24
"272","2008-01-31",9.16
"273","2008-02-01",9.86
"274","2008-02-04",9.52
"275","2008-02-05",9.01
"276","2008-02-06",8.99
"277","2008-02-07",9.18
"278","2008-02-08",9.12
"279","2008-02-11",9.06
"280","2008-02-12",9.33
"281","2008-02-13",9.68
"282","2008-02-14",9.35
"283","2008-02-15",9.58
"284","2008-02-19",9.81
"285","2008-02-20",9.94
"286","2008-02-21",9.48
"287","2008-02-22",9.43
"288","2008-02-25",9.6
"289","2008-02-26",9.76
"290","2008-02-27",9.86
"291","2008-02-28",9.3
"292","2008-02-29",8.99
"293","2008-03-03",9.05
"294","2008-03-04",9
"295","2008-03-05",8.8
"296","2008-03-06",8.35
"297","2008-03-07",8.19
"298","2008-03-10",7.45
"299","2008-03-11",7.98
"300","2008-03-12",8
"301","2008-03-13",8.42
"302","2008-03-14",8.21
"303","2008-03-17",7.75
"304","2008-03-18",8.36
"305","2008-03-19",8.7
"306","2008-03-20",8.96
"307","2008-03-24",9.77
"308","2008-03-25",9.81
"309","2008-03-26",9.55
"310","2008-03-27",9.19
"311","2008-03-28",8.99
"312","2008-03-31",9.1
"313","2008-04-01",9.59
"314","2008-04-02",9.64
"315","2008-04-03",9.35
"316","2008-04-04",9.47
"317","2008-04-07",9.66
"318","2008-04-08",9.4
"319","2008-04-09",9.42
"320","2008-04-10",9.91
"321","2008-04-11",9.33
"322","2008-04-14",9.38
"323","2008-04-15",9.39
"324","2008-04-16",10.24
"325","2008-04-17",10.12
"326","2008-04-18",10.55
"327","2008-04-21",10.49
"328","2008-04-22",10.17
"329","2008-04-23",10.24
"330","2008-04-24",10.59
"331","2008-04-25",10.26
"332","2008-04-28",10.31
"333","2008-04-29",10.44
"334","2008-04-30",10.16
"335","2008-05-01",10.58
"336","2008-05-02",10.59
"337","2008-05-05",10.31
"338","2008-05-06",10.05
"339","2008-05-07",9.76
"340","2008-05-08",9.78
"341","2008-05-09",9.81
"342","2008-05-12",10.15
"343","2008-05-13",10.07
"344","2008-05-14",9.99
"345","2008-05-15",10.31
"346","2008-05-16",10.08
"347","2008-05-19",9.88
"348","2008-05-20",9.62
"349","2008-05-21",9.03
"350","2008-05-22",9.73
"351","2008-05-23",9.5
"352","2008-05-27",9.29
"353","2008-05-28",9.1
"354","2008-05-29",9.45
"355","2008-05-30",9.35
"356","2008-06-02",9
"357","2008-06-03",8.56
"358","2008-06-04",8.53
"359","2008-06-05",9.22
"360","2008-06-06",8.95
"361","2008-06-09",8.88
"362","2008-06-10",8.82
"363","2008-06-11",8.39
"364","2008-06-12",8.71
"365","2008-06-13",8.8
"366","2008-06-16",9.06
"367","2008-06-17",8.99
"368","2008-06-18",9.15
"369","2008-06-19",9.67
"370","2008-06-20",9.27
"371","2008-06-23",9.16
"372","2008-06-24",8.69
"373","2008-06-25",8.68
"374","2008-06-26",8.55
"375","2008-06-27",8.79
"376","2008-06-30",8.46
"377","2008-07-01",8.02
"378","2008-07-02",8.28
"379","2008-07-03",8.23
"380","2008-07-07",7.92
"381","2008-07-08",8.12
"382","2008-07-09",8.07
"383","2008-07-10",8.47
"384","2008-07-11",8.68
"385","2008-07-14",8.45
"386","2008-07-15",8.82
"387","2008-07-16",9.29
"388","2008-07-17",9.25
"389","2008-07-18",9.28
"390","2008-07-21",9.83
"391","2008-07-22",10.09
"392","2008-07-23",11.12
"393","2008-07-24",11.08
"394","2008-07-25",10.79
"395","2008-07-28",10.33
"396","2008-07-29",10.87
"397","2008-07-30",10.76
"398","2008-07-31",11.36
"399","2008-08-01",11.81
"400","2008-08-04",11.37
"401","2008-08-05",11.62
"402","2008-08-06",11.9
"403","2008-08-07",11.58
"404","2008-08-08",12.31
"405","2008-08-11",12.32
"406","2008-08-12",12.2
"407","2008-08-13",12.22
"408","2008-08-14",12.34
"409","2008-08-15",12.14
"410","2008-08-18",12
"411","2008-08-19",11.83
"412","2008-08-20",11.73
"413","2008-08-21",11.49
"414","2008-08-22",11.39
"415","2008-08-25",11.03
"416","2008-08-26",11.17
"417","2008-08-27",11.09
"418","2008-08-28",11.22
"419","2008-08-29",11.15
"420","2008-09-02",11.15
"421","2008-09-03",11.29
"422","2008-09-04",10.77
"423","2008-09-05",10.83
"424","2008-09-08",11.53
"425","2008-09-09",11.7
"426","2008-09-10",11.87
"427","2008-09-11",12.04
"428","2008-09-12",12.16
"429","2008-09-15",11.92
"430","2008-09-16",12.79
"431","2008-09-17",12.01
"432","2008-09-18",12.77
"433","2008-09-19",12.97
"434","2008-09-22",12.21
"435","2008-09-23",11.77
"436","2008-09-24",11.18
"437","2008-09-25",11.43
"438","2008-09-26",11.43
"439","2008-09-29",10.99
"440","2008-09-30",10.7
"441","2008-10-01",10.21
"442","2008-10-02",9.71
"443","2008-10-03",8.78
"444","2008-10-06",8.67
"445","2008-10-07",8.94
"446","2008-10-08",8.62
"447","2008-10-09",8.05
"448","2008-10-10",7.76
"449","2008-10-13",8.8
"450","2008-10-14",8.89
"451","2008-10-15",7.77
"452","2008-10-16",8.38
"453","2008-10-17",8.86
"454","2008-10-20",9.4
"455","2008-10-21",9.1
"456","2008-10-22",8.87
"457","2008-10-23",8.44
"458","2008-10-24",8.1
"459","2008-10-27",8.13
"460","2008-10-28",9.18
"461","2008-10-29",9.21
"462","2008-10-30",9.62
"463","2008-10-31",10.28
"464","2008-11-03",10.46
"465","2008-11-04",11.04
"466","2008-11-05",10.15
"467","2008-11-06",10.02
"468","2008-11-07",10.6
"469","2008-11-10",10.33
"470","2008-11-11",10.08
"471","2008-11-12",9.15
"472","2008-11-13",9.64
"473","2008-11-14",9.96
"474","2008-11-17",10.21
"475","2008-11-18",10.04
"476","2008-11-19",9.38
"477","2008-11-20",8.6
"478","2008-11-21",8.1
"479","2008-11-24",8.41
"480","2008-11-25",8.1
"481","2008-11-26",8.71
"482","2008-11-28",8.66
"483","2008-12-01",7.67
"484","2008-12-02",7.97
"485","2008-12-03",8.05
"486","2008-12-04",7.75
"487","2008-12-05",7.84
"488","2008-12-08",8.34
"489","2008-12-09",8.66
"490","2008-12-10",8.63
"491","2008-12-11",8.12
"492","2008-12-12",8.51
"493","2008-12-15",8.19
"494","2008-12-16",8.88
"495","2008-12-17",8.85
"496","2008-12-18",8.87
"497","2008-12-19",8.88
"498","2008-12-22",8.83
"499","2008-12-23",8.75
"500","2008-12-24",8.72
"501","2008-12-26",8.74
"502","2008-12-29",8.43
"503","2008-12-30",8.84
"504","2008-12-31",8.94
"505","2009-01-02",9.12
"506","2009-01-05",9.21
"507","2009-01-06",9.47
"508","2009-01-07",9.25
"509","2009-01-08",9.4
"510","2009-01-09",8.93
"511","2009-01-12",8.95
"512","2009-01-13",9.16
"513","2009-01-14",8.73
"514","2009-01-15",9.02
"515","2009-01-16",9.53
"516","2009-01-20",9.54
"517","2009-01-21",9.98
"518","2009-01-22",10.02
"519","2009-01-23",9.51
"520","2009-01-26",9.9
"521","2009-01-27",10.46
"522","2009-01-28",10.08
"523","2009-01-29",9.96
"524","2009-01-30",10.09
"525","2009-02-02",10.25
"526","2009-02-03",10.35
"527","2009-02-04",10.26
"528","2009-02-05",10.66
"529","2009-02-06",10.35
"530","2009-02-09",10.19
"531","2009-02-10",10.23
"532","2009-02-11",10.36
"533","2009-02-12",10.55
"534","2009-02-13",10.36
"535","2009-02-17",10.15
"536","2009-02-18",10.09
"537","2009-02-19",9.99
"538","2009-02-20",9.76
"539","2009-02-23",9.36
"540","2009-02-24",9.47
"541","2009-02-25",8.77
"542","2009-02-26",8.32
"543","2009-02-27",8.03
"544","2009-03-02",7.51
"545","2009-03-03",7.64
"546","2009-03-04",7.98
"547","2009-03-05",7.48
"548","2009-03-06",7.23
"549","2009-03-09",7.41
"550","2009-03-10",8.03
"551","2009-03-11",7.68
"552","2009-03-12",8.82
"553","2009-03-13",8.97
"554","2009-03-16",8.79
"555","2009-03-17",9.18
"556","2009-03-18",9.65
"557","2009-03-19",9.71
"558","2009-03-20",9.61
"559","2009-03-23",10.09
"560","2009-03-24",9.88
"561","2009-03-25",9.88
"562","2009-03-26",10.22
"563","2009-03-27",9.89
"564","2009-03-30",9.88
"565","2009-03-31",9.86
"566","2009-04-01",9.38
"567","2009-04-02",9.59
"568","2009-04-03",9.27
"569","2009-04-06",9.16
"570","2009-04-07",8.83
"571","2009-04-08",8.93
"572","2009-04-09",9.42
"573","2009-04-13",9.39
"574","2009-04-14",8.87
"575","2009-04-15",8.82
"576","2009-04-16",9.03
"577","2009-04-17",8.87
"578","2009-04-20",8.57
"579","2009-04-21",8.48
"580","2009-04-22",8.4
"581","2009-04-23",8.18
"582","2009-04-24",8.36
"583","2009-04-27",8.74
"584","2009-04-28",8.88
"585","2009-04-29",9.39
"586","2009-04-30",9.23
"587","2009-05-01",8.86
"588","2009-05-04",8.97
"589","2009-05-05",8.5
"590","2009-05-06",8.27
"591","2009-05-07",8.19
"592","2009-05-08",8.67
"593","2009-05-11",8.82
"594","2009-05-12",8.71
"595","2009-05-13",8.46
"596","2009-05-14",8.49
"597","2009-05-15",8.38
"598","2009-05-18",8.75
"599","2009-05-19",8.84
"600","2009-05-20",8.82
"601","2009-05-21",8.91
"602","2009-05-22",9.22
"603","2009-05-26",9.33
"604","2009-05-27",9.14
"605","2009-05-28",9.13
"606","2009-05-29",9.19
"607","2009-06-01",9.51
"608","2009-06-02",9.92
"609","2009-06-03",9.97
"610","2009-06-04",10.17
"611","2009-06-05",10.34
"612","2009-06-08",10.03
"613","2009-06-09",9.85
"614","2009-06-10",9.4
"615","2009-06-11",9.27
"616","2009-06-12",9.42
"617","2009-06-15",9.26
"618","2009-06-16",9.13
"619","2009-06-17",9.21
"620","2009-06-18",9.21
"621","2009-06-19",9.35
"622","2009-06-22",9.04
"623","2009-06-23",9.15
"624","2009-06-24",9.1
"625","2009-06-25",9.27
"626","2009-06-26",9.35
"627","2009-06-29",9.44
"628","2009-06-30",9.72
"629","2009-07-01",9.78
"630","2009-07-02",9.33
"631","2009-07-06",9.18
"632","2009-07-07",8.97
"633","2009-07-08",8.81
"634","2009-07-09",8.75
"635","2009-07-10",8.92
"636","2009-07-13",8.95
"637","2009-07-14",8.99
"638","2009-07-15",9.1
"639","2009-07-16",9.03
"640","2009-07-17",9
"641","2009-07-20",9.09
"642","2009-07-21",9.27
"643","2009-07-22",9.33
"644","2009-07-23",9.97
"645","2009-07-24",11.34
"646","2009-07-27",11.44
"647","2009-07-28",11.88
"648","2009-07-29",12.41
"649","2009-07-30",12.2
"650","2009-07-31",12.05
"651","2009-08-03",11.98
"652","2009-08-04",12.21
"653","2009-08-05",12.1
"654","2009-08-06",11.89
"655","2009-08-07",11.8
"656","2009-08-10",11.84
"657","2009-08-11",10.99
"658","2009-08-12",11.57
"659","2009-08-13",11.41
"660","2009-08-14",11.41
"661","2009-08-17",11.22
"662","2009-08-18",11.41
"663","2009-08-19",11.56
"664","2009-08-20",11.72
"665","2009-08-21",11.91
"666","2009-08-24",12.09
"667","2009-08-25",12.16
"668","2009-08-26",12.19
"669","2009-08-27",12.17
"670","2009-08-28",12.19
"671","2009-08-31",12.25
"672","2009-09-01",12.53
"673","2009-09-02",12.35
"674","2009-09-03",12.58
"675","2009-09-04",12.79
"676","2009-09-08",13.06
"677","2009-09-09",13.3
"678","2009-09-10",13.74
"679","2009-09-11",13.88
"680","2009-09-14",13.76
"681","2009-09-15",13.52
"682","2009-09-16",13.97
"683","2009-09-17",14.05
"684","2009-09-18",14.67
"685","2009-09-21",14.8
"686","2009-09-22",14.35
"687","2009-09-23",13.99
"688","2009-09-24",13.55
"689","2009-09-25",13.62
"690","2009-09-28",14.06
"691","2009-09-29",14.13
"692","2009-09-30",14.03
"693","2009-10-01",13.2
"694","2009-10-02",13.16
"695","2009-10-05",11.24
"696","2009-10-06",11.32
"697","2009-10-07",10.9
"698","2009-10-08",10.41
"699","2009-10-09",10.32
"700","2009-10-12",10.06
"701","2009-10-13",10.16
"702","2009-10-14",10.29
"703","2009-10-15",10.38
"704","2009-10-16",10.08
"705","2009-10-19",10.08
"706","2009-10-20",9.86
"707","2009-10-21",9.73
"708","2009-10-22",9.85
"709","2009-10-23",9.73
"710","2009-10-26",9.66
"711","2009-10-27",9.68
"712","2009-10-28",9.28
"713","2009-10-29",9.19
"714","2009-10-30",9.08
"715","2009-11-02",9.14
"716","2009-11-03",9.3
"717","2009-11-04",8.95
"718","2009-11-05",9.52
"719","2009-11-06",9.45
"720","2009-11-09",9.72
"721","2009-11-10",9.34
"722","2009-11-11",9.84
"723","2009-11-12",9.4
"724","2009-11-13",9.37
"725","2009-11-16",9.82
"726","2009-11-17",9.45
"727","2009-11-18",9.2
"728","2009-11-19",9.34
"729","2009-11-20",9.3
"730","2009-11-23",9.4
"731","2009-11-24",9.34
"732","2009-11-25",9.63
"733","2009-11-27",9.39
"734","2009-11-30",9.28
"735","2009-12-01",9.7
"736","2009-12-02",9.72
"737","2009-12-03",9.52
"738","2009-12-04",9.42
"739","2009-12-07",9.42
"740","2009-12-08",9.25
"741","2009-12-09",9.12
"742","2009-12-10",8.98
"743","2009-12-11",8.74
"744","2009-12-14",8.94
"745","2009-12-15",8.8
"746","2009-12-16",9.19
"747","2009-12-17",9.12
"748","2009-12-18",9.17
"749","2009-12-21",9.65
"750","2009-12-22",9.95
"751","2009-12-23",10.3
"752","2009-12-24",10.25
"753","2009-12-28",10.33
"754","2009-12-29",10.45
"755","2009-12-30",10.39
"756","2009-12-31",10.16
"757","2010-01-04",10.54
"758","2010-01-05",10.53
"759","2010-01-06",10.82
"760","2010-01-07",10.76
"761","2010-01-08",10.82
"762","2010-01-11",10.6
"763","2010-01-12",10.32
"764","2010-01-13",10.66
"765","2010-01-14",10.67
"766","2010-01-15",10.3
"767","2010-01-19",10.79
"768","2010-01-20",10.46
"769","2010-01-21",10.43
"770","2010-01-22",10.66
"771","2010-01-25",10.47
"772","2010-01-26",10.3
"773","2010-01-27",10.88
"774","2010-01-28",10.46
"775","2010-01-29",10.32
"776","2010-02-01",10.22
"777","2010-02-02",10.35
"778","2010-02-03",10.33
"779","2010-02-04",9.51
"780","2010-02-05",9.39
"781","2010-02-08",9.34
"782","2010-02-09",9.59
"783","2010-02-10",9.97
"784","2010-02-11",10.23
"785","2010-02-12",10.35
"786","2010-02-16",10.31
"787","2010-02-17",10.28
"788","2010-02-18",10.25
"789","2010-02-19",10.14
"790","2010-02-22",10.16
"791","2010-02-23",10.16
"792","2010-02-24",10.32
"793","2010-02-25",10.42
"794","2010-02-26",10.2
"795","2010-03-01",10.77
"796","2010-03-02",10.84
"797","2010-03-03",11.21
"798","2010-03-04",11.18
"799","2010-03-05",11.78
"800","2010-03-08",11.81
"801","2010-03-09",11.76
"802","2010-03-10",11.73
"803","2010-03-11",11.86
"804","2010-03-12",11.79
"805","2010-03-15",12.25
"806","2010-03-16",12.11
"807","2010-03-17",12.08
"808","2010-03-18",12.02
"809","2010-03-19",11.73
"810","2010-03-22",12
"811","2010-03-23",12.59
"812","2010-03-24",12.17
"813","2010-03-25",12
"814","2010-03-26",11.66
"815","2010-03-29",11.74
"816","2010-03-30",11.99
"817","2010-03-31",11.94
"818","2010-04-01",11.98
"819","2010-04-05",12.23
"820","2010-04-06",11.86
"821","2010-04-07",11.54
"822","2010-04-08",11.7
"823","2010-04-09",11.54
"824","2010-04-12",11.63
"825","2010-04-13",12.05
"826","2010-04-14",12
"827","2010-04-15",11.97
"828","2010-04-16",11.52
"829","2010-04-19",11.39
"830","2010-04-20",11.48
"831","2010-04-21",11.35
"832","2010-04-22",11.41
"833","2010-04-23",11.69
"834","2010-04-26",11.62
"835","2010-04-27",11.32
"836","2010-04-28",11.93
"837","2010-04-29",12.38
"838","2010-04-30",12.6
"839","2010-05-03",13.04
"840","2010-05-04",12.78
"841","2010-05-05",12.04
"842","2010-05-06",11.56
"843","2010-05-07",10.61
"844","2010-05-10",12.2
"845","2010-05-11",12.76
"846","2010-05-12",13.01
"847","2010-05-13",13.18
"848","2010-05-14",12.65
"849","2010-05-17",12.88
"850","2010-05-18",13.14
"851","2010-05-19",13.06
"852","2010-05-20",12.28
"853","2010-05-21",12.76
"854","2010-05-24",12.51
"855","2010-05-25",12.69
"856","2010-05-26",12.57
"857","2010-05-27",13.05
"858","2010-05-28",13.23
"859","2010-06-01",12.9
"860","2010-06-02",13.3
"861","2010-06-03",13.5
"862","2010-06-04",12.38
"863","2010-06-07",11.86
"864","2010-06-08",11.9
"865","2010-06-09",12.07
"866","2010-06-10",12.48
"867","2010-06-11",12.99
"868","2010-06-14",12.9
"869","2010-06-15",13.4
"870","2010-06-16",13.43
"871","2010-06-17",13.44
"872","2010-06-18",12.96
"873","2010-06-21",12.78
"874","2010-06-22",12.69
"875","2010-06-23",12.84
"876","2010-06-24",12.59
"877","2010-06-25",12.8
"878","2010-06-28",12.7
"879","2010-06-29",12.07
"880","2010-06-30",11.99
"881","2010-07-01",11.77
"882","2010-07-02",11.84
"883","2010-07-06",11.72
"884","2010-07-07",12.11
"885","2010-07-08",12.28
"886","2010-07-09",12.52
"887","2010-07-12",12.2
"888","2010-07-13",12.3
"889","2010-07-14",12.3
"890","2010-07-15",12.3
"891","2010-07-16",11.79
"892","2010-07-19",11.75
"893","2010-07-20",11.75
"894","2010-07-21",11.56
"895","2010-07-22",12.14
"896","2010-07-23",12.48
"897","2010-07-26",13
"898","2010-07-27",12.8
"899","2010-07-28",12.28
"900","2010-07-29",12.01
"901","2010-07-30",12.18
"902","2010-08-02",12.46
"903","2010-08-03",12.6
"904","2010-08-04",12.75
"905","2010-08-05",12.2
"906","2010-08-06",12.27
"907","2010-08-09",12.77
"908","2010-08-10",12.64
"909","2010-08-11",11.99
"910","2010-08-12",12.14
"911","2010-08-13",11.97
"912","2010-08-16",12.01
"913","2010-08-17",12.07
"914","2010-08-18",11.91
"915","2010-08-19",11.44
"916","2010-08-20",11.69
"917","2010-08-23",11.67
"918","2010-08-24",11.7
"919","2010-08-25",12
"920","2010-08-26",11.65
"921","2010-08-27",12
"922","2010-08-30",11.56
"923","2010-08-31",11.45
"924","2010-09-01",11.55
"925","2010-09-02",12.11
"926","2010-09-03",12.41
"927","2010-09-07",11.99
"928","2010-09-08",12.44
"929","2010-09-09",12.47
"930","2010-09-10",12.72
"931","2010-09-13",12.2
"932","2010-09-14",12.09
"933","2010-09-15",12.04
"934","2010-09-16",11.97
"935","2010-09-17",11.97
"936","2010-09-20",11.98
"937","2010-09-21",11.96
"938","2010-09-22",11.9
"939","2010-09-23",11.75
"940","2010-09-24",12.16
"941","2010-09-27",14.3
"942","2010-09-28",14.11
"943","2010-09-29",15.08
"944","2010-09-30",15.53
"945","2010-10-01",15.97
"946","2010-10-04",16.290001
"947","2010-10-05",16.370001
"948","2010-10-06",16.049999
"949","2010-10-07",16.32
"950","2010-10-08",16.77
"951","2010-10-11",16.799999
"952","2010-10-12",17.190001
"953","2010-10-13",17.17
"954","2010-10-14",16.99
"955","2010-10-15",17.040001
"956","2010-10-18",17.35
"957","2010-10-19",17.290001
"958","2010-10-20",16.889999
"959","2010-10-21",16.93
"960","2010-10-22",16.98
"961","2010-10-25",16.940001
"962","2010-10-26",16.75
"963","2010-10-27",16.67
"964","2010-10-28",16.48
"965","2010-10-29",16.41
"966","2010-11-01",15.63
"967","2010-11-02",14.14
"968","2010-11-03",14.42
"969","2010-11-04",14.83
"970","2010-11-05",14.71
"971","2010-11-08",14.65
"972","2010-11-09",14.27
"973","2010-11-10",14.34
"974","2010-11-11",14.26
"975","2010-11-12",14.12
"976","2010-11-15",14.01
"977","2010-11-16",13.77
"978","2010-11-17",14.01
"979","2010-11-18",14.61
"980","2010-11-19",14.66
"981","2010-11-22",14.98
"982","2010-11-23",14.78
"983","2010-11-24",15.18
"984","2010-11-26",15.21
"985","2010-11-29",15.17
"986","2010-11-30",15.1
"987","2010-12-01",15.22
"988","2010-12-02",15.88
"989","2010-12-03",15.87
"990","2010-12-06",15.23
"991","2010-12-07",15.21
"992","2010-12-08",15.04
"993","2010-12-09",15.29
"994","2010-12-10",15.18
"995","2010-12-13",15.63
"996","2010-12-14",15.8
"997","2010-12-15",15.84
"998","2010-12-16",16.059999
"999","2010-12-17",15.73
"1000","2010-12-20",15.35
