"","date","ASRV"
"99","2007-05-24",4.33
"100","2007-05-25",4.35
"101","2007-05-29",4.34
"102","2007-05-30",4.36
"103","2007-05-31",4.35
"104","2007-06-01",4.33
"105","2007-06-04",4.34
"106","2007-06-05",4.35
"107","2007-06-06",4.31
"108","2007-06-07",4.31
"109","2007-06-08",4.32
"110","2007-06-11",4.33
"111","2007-06-12",4.28
"112","2007-06-13",4.29
"113","2007-06-14",4.33
"114","2007-06-15",4.4
"115","2007-06-18",4.42
"116","2007-06-19",4.36
"117","2007-06-20",4.39
"118","2007-06-21",4.25
"119","2007-06-22",4.51
"120","2007-06-25",4.44
"121","2007-06-26",4.41
"122","2007-06-27",4.37
"123","2007-06-28",4.41
"124","2007-06-29",4.4
"125","2007-07-02",4.26
"126","2007-07-03",4.23
"127","2007-07-05",4.24
"128","2007-07-06",4.18
"129","2007-07-09",4.17
"130","2007-07-10",4.16
"131","2007-07-11",4.14
"132","2007-07-12",3.92
"133","2007-07-13",3.85
"134","2007-07-16",3.9
"135","2007-07-17",4.03
"136","2007-07-18",3.83
"137","2007-07-19",4.05
"138","2007-07-20",3.87
"139","2007-07-23",3.75
"140","2007-07-24",4.09
"141","2007-07-25",3.8
"142","2007-07-26",3.7
"143","2007-07-27",3.7
"144","2007-07-30",3.54
"145","2007-07-31",3.77
"146","2007-08-01",3.83
"147","2007-08-02",3.9
"148","2007-08-03",3.65
"149","2007-08-06",3.52
"150","2007-08-07",3.65
"151","2007-08-08",3.66
"152","2007-08-09",3.73
"153","2007-08-10",3.63
"154","2007-08-13",3.65
"155","2007-08-14",3.84
"156","2007-08-15",3.7
"157","2007-08-16",3.68
"158","2007-08-17",3.53
"159","2007-08-20",3.51
"160","2007-08-21",3.41
"161","2007-08-22",3.43
"162","2007-08-23",3.45
"163","2007-08-24",3.5
"164","2007-08-27",3.45
"165","2007-08-28",3.42
"166","2007-08-29",3.43
"167","2007-08-30",3.42
"168","2007-08-31",3.4
"169","2007-09-04",3.42
"170","2007-09-05",3.42
"171","2007-09-06",3.43
"172","2007-09-07",3.41
"173","2007-09-10",3.41
"174","2007-09-11",3.4
"175","2007-09-12",3.39
"176","2007-09-13",3.39
"177","2007-09-14",3.4
"178","2007-09-17",3.38
"179","2007-09-18",3.4
"180","2007-09-19",3.43
"181","2007-09-20",3.41
"182","2007-09-21",3.5
"183","2007-09-24",3.5
"184","2007-09-25",3.37
"185","2007-09-26",3.34
"186","2007-09-27",3.34
"187","2007-09-28",3.33
"188","2007-10-01",3.33
"189","2007-10-02",3.34
"190","2007-10-03",3.32
"191","2007-10-04",3.36
"192","2007-10-05",3.31
"193","2007-10-08",3.32
"194","2007-10-09",3.3
"195","2007-10-10",3.19
"196","2007-10-11",3.14
"197","2007-10-12",3.1
"198","2007-10-15",3.1
"199","2007-10-16",2.96
"200","2007-10-17",3
"201","2007-10-18",3
"202","2007-10-19",2.9
"203","2007-10-22",3
"204","2007-10-23",3.1
"205","2007-10-24",3.15
"206","2007-10-25",3.24
"207","2007-10-26",3.21
"208","2007-10-29",3.25
"209","2007-10-30",3.22
"210","2007-10-31",3.24
"211","2007-11-01",3.08
"212","2007-11-02",3.11
"213","2007-11-05",3.03
"214","2007-11-06",3
"215","2007-11-07",2.91
"216","2007-11-08",2.96
"217","2007-11-09",3.06
"218","2007-11-12",2.98
"219","2007-11-13",3
"220","2007-11-14",2.99
"221","2007-11-15",2.97
"222","2007-11-16",3.02
"223","2007-11-19",3.04
"224","2007-11-20",2.96
"225","2007-11-21",2.95
"226","2007-11-23",3
"227","2007-11-26",2.97
"228","2007-11-27",2.99
"229","2007-11-28",3
"230","2007-11-29",3.03
"231","2007-11-30",2.92
"232","2007-12-03",3
"233","2007-12-04",3
"234","2007-12-05",3.02
"235","2007-12-06",3.1
"236","2007-12-07",3.05
"237","2007-12-10",3.09
"238","2007-12-11",3.1
"239","2007-12-12",3.09
"240","2007-12-13",3.1
"241","2007-12-14",3.11
"242","2007-12-17",3.06
"243","2007-12-18",3
"244","2007-12-19",3.04
"245","2007-12-20",3
"246","2007-12-21",3.03
"247","2007-12-24",3.07
"248","2007-12-26",2.99
"249","2007-12-27",2.94
"250","2007-12-28",2.88
"251","2007-12-31",2.77
"252","2008-01-02",2.83
"253","2008-01-03",2.6
"254","2008-01-04",2.57
"255","2008-01-07",2.55
"256","2008-01-08",2.65
"257","2008-01-09",2.21
"258","2008-01-10",2.58
"259","2008-01-11",2.71
"260","2008-01-14",2.78
"261","2008-01-15",2.75
"262","2008-01-16",2.75
"263","2008-01-17",2.7
"264","2008-01-18",2.5
"265","2008-01-22",2.54
"266","2008-01-23",2.53
"267","2008-01-24",2.93
"268","2008-01-25",2.95
"269","2008-01-28",2.91
"270","2008-01-29",2.94
"271","2008-01-30",2.93
"272","2008-01-31",3.19
"273","2008-02-01",3.15
"274","2008-02-04",3.3
"275","2008-02-05",3.15
"276","2008-02-06",3.1
"277","2008-02-07",3.08
"278","2008-02-08",3.06
"279","2008-02-11",3.01
"280","2008-02-12",3.08
"281","2008-02-13",3.11
"282","2008-02-14",3
"283","2008-02-15",2.85
"284","2008-02-19",2.91
"285","2008-02-20",3.01
"286","2008-02-21",3.02
"287","2008-02-22",3.04
"288","2008-02-25",3.1
"289","2008-02-26",2.93
"290","2008-02-27",2.96
"291","2008-02-28",2.94
"292","2008-02-29",2.9
"293","2008-03-03",2.99
"294","2008-03-04",2.83
"295","2008-03-05",2.9
"296","2008-03-06",2.8
"297","2008-03-07",2.8
"298","2008-03-10",2.85
"299","2008-03-11",2.98
"300","2008-03-12",2.85
"301","2008-03-13",2.99
"302","2008-03-14",2.83
"303","2008-03-17",2.98
"304","2008-03-18",2.87
"305","2008-03-19",2.84
"306","2008-03-20",2.85
"307","2008-03-24",2.87
"308","2008-03-25",2.82
"309","2008-03-26",2.86
"310","2008-03-27",2.82
"311","2008-03-28",2.9
"312","2008-03-31",2.79
"313","2008-04-01",2.79
"314","2008-04-02",2.72
"315","2008-04-03",2.68
"316","2008-04-04",2.65
"317","2008-04-07",2.69
"318","2008-04-08",2.67
"319","2008-04-09",2.7
"320","2008-04-10",2.65
"321","2008-04-11",2.66
"322","2008-04-14",2.6
"323","2008-04-15",2.9
"324","2008-04-16",2.65
"325","2008-04-17",2.8
"326","2008-04-18",2.67
"327","2008-04-21",2.65
"328","2008-04-22",2.88
"329","2008-04-23",2.9
"330","2008-04-24",2.89
"331","2008-04-25",2.8
"332","2008-04-28",2.84
"333","2008-04-29",2.8
"334","2008-04-30",2.9
"335","2008-05-01",2.9
"336","2008-05-02",2.91
"337","2008-05-05",3.04
"338","2008-05-06",3.04
"339","2008-05-07",2.99
"340","2008-05-08",3.04
"341","2008-05-09",2.91
"342","2008-05-12",3.02
"343","2008-05-13",2.92
"344","2008-05-14",3
"345","2008-05-15",2.93
"346","2008-05-16",3.01
"347","2008-05-19",2.99
"348","2008-05-20",3
"349","2008-05-21",3.01
"350","2008-05-22",2.93
"351","2008-05-23",2.85
"352","2008-05-27",2.95
"353","2008-05-28",2.95
"354","2008-05-29",2.97
"355","2008-05-30",3
"356","2008-06-02",2.94
"357","2008-06-03",3.01
"358","2008-06-04",3.01
"359","2008-06-05",3.03
"360","2008-06-06",3.03
"361","2008-06-09",3.08
"362","2008-06-10",2.99
"363","2008-06-11",3
"364","2008-06-12",3.04
"365","2008-06-13",2.96
"366","2008-06-16",3.05
"367","2008-06-17",2.87
"368","2008-06-18",2.98
"369","2008-06-19",2.97
"370","2008-06-20",2.96
"371","2008-06-23",2.95
"372","2008-06-24",2.98
"373","2008-06-25",2.97
"374","2008-06-26",2.96
"375","2008-06-27",2.97
"376","2008-06-30",2.98
"377","2008-07-01",2.81
"378","2008-07-02",2.92
"379","2008-07-03",2.88
"380","2008-07-07",2.88
"381","2008-07-08",2.88
"382","2008-07-09",2.9
"383","2008-07-10",2.8
"384","2008-07-11",2.72
"385","2008-07-14",2.72
"386","2008-07-15",2.67
"387","2008-07-16",2.8
"388","2008-07-17",2.89
"389","2008-07-18",2.93
"390","2008-07-21",2.93
"391","2008-07-22",2.96
"392","2008-07-23",2.98
"393","2008-07-24",2.95
"394","2008-07-25",2.85
"395","2008-07-28",2.85
"396","2008-07-29",2.96
"397","2008-07-30",2.91
"398","2008-07-31",2.86
"399","2008-08-01",2.81
"400","2008-08-04",2.76
"401","2008-08-05",2.75
"402","2008-08-06",2.84
"403","2008-08-07",2.85
"404","2008-08-08",2.84
"405","2008-08-11",2.86
"406","2008-08-12",2.78
"407","2008-08-13",2.84
"408","2008-08-14",2.86
"409","2008-08-15",2.83
"410","2008-08-18",2.83
"411","2008-08-19",2.86
"412","2008-08-20",2.86
"413","2008-08-21",2.79
"414","2008-08-22",2.78
"415","2008-08-25",2.75
"416","2008-08-26",2.86
"417","2008-08-27",2.8
"418","2008-08-28",2.81
"419","2008-08-29",2.83
"420","2008-09-02",2.84
"421","2008-09-03",2.78
"422","2008-09-04",2.89
"423","2008-09-05",2.85
"424","2008-09-08",2.66
"425","2008-09-09",2.76
"426","2008-09-10",2.7
"427","2008-09-11",2.65
"428","2008-09-12",2.63
"429","2008-09-15",2.6
"430","2008-09-16",2.49
"431","2008-09-17",2.48
"432","2008-09-18",2.4
"433","2008-09-19",2.85
"434","2008-09-22",2.83
"435","2008-09-23",2.45
"436","2008-09-24",2.37
"437","2008-09-25",2.55
"438","2008-09-26",2.55
"439","2008-09-29",2.98
"440","2008-09-30",2.51
"441","2008-10-01",2.74
"442","2008-10-02",2.85
"443","2008-10-03",2.85
"444","2008-10-06",2.31
"445","2008-10-07",2.19
"446","2008-10-08",2.37
"447","2008-10-09",2.11
"448","2008-10-10",1.59
"449","2008-10-13",2.4
"450","2008-10-14",2.77
"451","2008-10-15",2
"452","2008-10-16",2.14
"453","2008-10-17",2.47
"454","2008-10-20",2.54
"455","2008-10-21",2.5
"456","2008-10-22",2.7
"457","2008-10-23",2.01
"458","2008-10-24",1.77
"459","2008-10-27",1.69
"460","2008-10-28",1.83
"461","2008-10-29",1.86
"462","2008-10-30",2.11
"463","2008-10-31",2.46
"464","2008-11-03",2.3
"465","2008-11-04",2.32
"466","2008-11-05",2.58
"467","2008-11-06",2.58
"468","2008-11-07",2.61
"469","2008-11-10",2.61
"470","2008-11-11",2.59
"471","2008-11-12",2.55
"472","2008-11-13",2.63
"473","2008-11-14",2.59
"474","2008-11-17",2.63
"475","2008-11-18",2.65
"476","2008-11-19",2.45
"477","2008-11-20",2.43
"478","2008-11-21",1.64
"479","2008-11-24",2.2
"480","2008-11-25",2.13
"481","2008-11-26",2.15
"482","2008-11-28",2.3
"483","2008-12-01",2.35
"484","2008-12-02",2.34
"485","2008-12-03",2.35
"486","2008-12-04",2.25
"487","2008-12-05",2.22
"488","2008-12-08",2.28
"489","2008-12-09",2.25
"490","2008-12-10",2
"491","2008-12-11",1.99
"492","2008-12-12",1.96
"493","2008-12-15",1.94
"494","2008-12-16",1.8
"495","2008-12-17",1.9
"496","2008-12-18",1.76
"497","2008-12-19",1.85
"498","2008-12-22",1.8
"499","2008-12-23",1.7
"500","2008-12-24",1.79
"501","2008-12-26",1.77
"502","2008-12-29",1.78
"503","2008-12-30",1.7
"504","2008-12-31",1.99
"505","2009-01-02",1.76
"506","2009-01-05",1.85
"507","2009-01-06",1.99
"508","2009-01-07",1.92
"509","2009-01-08",1.86
"510","2009-01-09",1.91
"511","2009-01-12",1.83
"512","2009-01-13",1.78
"513","2009-01-14",1.81
"514","2009-01-15",1.81
"515","2009-01-16",1.81
"516","2009-01-20",1.84
"517","2009-01-21",1.8
"518","2009-01-22",1.88
"519","2009-01-23",1.7
"520","2009-01-26",1.66
"521","2009-01-27",1.7
"522","2009-01-28",1.81
"523","2009-01-29",1.71
"524","2009-01-30",1.83
"525","2009-02-02",1.71
"526","2009-02-03",1.71
"527","2009-02-04",1.84
"528","2009-02-05",1.84
"529","2009-02-06",1.81
"530","2009-02-09",1.81
"531","2009-02-10",1.87
"532","2009-02-11",1.87
"533","2009-02-12",1.79
"534","2009-02-13",1.9
"535","2009-02-17",1.88
"536","2009-02-18",1.84
"537","2009-02-19",1.75
"538","2009-02-20",1.84
"539","2009-02-23",1.64
"540","2009-02-24",1.56
"541","2009-02-25",1.6
"542","2009-02-26",1.83
"543","2009-02-27",1.88
"544","2009-03-02",1.77
"545","2009-03-03",1.67
"546","2009-03-04",1.67
"547","2009-03-05",1.61
"548","2009-03-06",1.53
"549","2009-03-09",1.48
"550","2009-03-10",1.43
"551","2009-03-11",1.65
"552","2009-03-12",1.47
"553","2009-03-13",1.46
"554","2009-03-16",1.52
"555","2009-03-17",1.48
"556","2009-03-18",1.51
"557","2009-03-19",1.65
"558","2009-03-20",1.68
"559","2009-03-23",1.53
"560","2009-03-24",1.62
"561","2009-03-25",1.75
"562","2009-03-26",1.8
"563","2009-03-27",1.74
"564","2009-03-30",1.72
"565","2009-03-31",1.67
"566","2009-04-01",1.67
"567","2009-04-02",1.69
"568","2009-04-03",1.81
"569","2009-04-06",1.82
"570","2009-04-07",1.68
"571","2009-04-08",1.85
"572","2009-04-09",1.75
"573","2009-04-13",1.81
"574","2009-04-14",1.85
"575","2009-04-15",1.84
"576","2009-04-16",1.77
"577","2009-04-17",1.81
"578","2009-04-20",1.79
"579","2009-04-21",1.79
"580","2009-04-22",1.8
"581","2009-04-23",1.8
"582","2009-04-24",1.81
"583","2009-04-27",1.85
"584","2009-04-28",1.85
"585","2009-04-29",1.81
"586","2009-04-30",1.79
"587","2009-05-01",1.8
"588","2009-05-04",1.74
"589","2009-05-05",1.82
"590","2009-05-06",1.85
"591","2009-05-07",1.84
"592","2009-05-08",1.84
"593","2009-05-11",1.84
"594","2009-05-12",1.8
"595","2009-05-13",1.8
"596","2009-05-14",1.79
"597","2009-05-15",1.81
"598","2009-05-18",1.83
"599","2009-05-19",1.81
"600","2009-05-20",1.8
"601","2009-05-21",1.75
"602","2009-05-22",1.75
"603","2009-05-26",1.72
"604","2009-05-27",1.74
"605","2009-05-28",1.56
"606","2009-05-29",1.65
"607","2009-06-01",1.83
"608","2009-06-02",1.83
"609","2009-06-03",1.83
"610","2009-06-04",1.78
"611","2009-06-05",1.82
"612","2009-06-08",1.79
"613","2009-06-09",1.85
"614","2009-06-10",1.72
"615","2009-06-11",1.83
"616","2009-06-12",1.78
"617","2009-06-15",1.78
"618","2009-06-16",1.78
"619","2009-06-17",1.75
"620","2009-06-18",1.76
"621","2009-06-19",1.88
"622","2009-06-22",1.78
"623","2009-06-23",1.79
"624","2009-06-24",1.68
"625","2009-06-25",1.88
"626","2009-06-26",1.85
"627","2009-06-29",1.85
"628","2009-06-30",1.85
"629","2009-07-01",1.85
"630","2009-07-02",1.81
"631","2009-07-06",1.84
"632","2009-07-07",1.82
"633","2009-07-08",1.82
"634","2009-07-09",1.81
"635","2009-07-10",1.72
"636","2009-07-13",1.75
"637","2009-07-14",1.75
"638","2009-07-15",1.69
"639","2009-07-16",1.69
"640","2009-07-17",1.76
"641","2009-07-20",1.75
"642","2009-07-21",1.73
"643","2009-07-22",1.7
"644","2009-07-23",1.54
"645","2009-07-24",1.67
"646","2009-07-27",1.6
"647","2009-07-28",1.76
"648","2009-07-29",1.65
"649","2009-07-30",1.65
"650","2009-07-31",1.66
"651","2009-08-03",1.69
"652","2009-08-04",1.76
"653","2009-08-05",1.83
"654","2009-08-06",1.7
"655","2009-08-07",1.63
"656","2009-08-10",1.67
"657","2009-08-11",1.73
"658","2009-08-12",1.65
"659","2009-08-13",1.7
"660","2009-08-14",1.7
"661","2009-08-17",1.68
"662","2009-08-18",1.73
"663","2009-08-19",1.75
"664","2009-08-20",1.76
"665","2009-08-21",1.85
"666","2009-08-24",1.87
"667","2009-08-25",1.66
"668","2009-08-26",1.74
"669","2009-08-27",1.85
"670","2009-08-28",1.95
"671","2009-08-31",2.01
"672","2009-09-01",1.95
"673","2009-09-02",2
"674","2009-09-03",2.05
"675","2009-09-04",1.99
"676","2009-09-08",1.95
"677","2009-09-09",1.97
"678","2009-09-10",1.95
"679","2009-09-11",1.95
"680","2009-09-14",1.93
"681","2009-09-15",1.92
"682","2009-09-16",1.9
"683","2009-09-17",1.9
"684","2009-09-18",2.09
"685","2009-09-21",1.92
"686","2009-09-22",1.99
"687","2009-09-23",1.99
"688","2009-09-24",1.99
"689","2009-09-25",1.88
"690","2009-09-28",1.9
"691","2009-09-29",1.85
"692","2009-09-30",1.8
"693","2009-10-01",1.9
"694","2009-10-02",1.89
"695","2009-10-05",1.85
"696","2009-10-06",1.92
"697","2009-10-07",1.9
"698","2009-10-08",1.89
"699","2009-10-09",1.9
"700","2009-10-12",1.81
"701","2009-10-13",1.84
"702","2009-10-14",1.84
"703","2009-10-15",1.8
"704","2009-10-16",1.97
"705","2009-10-19",1.85
"706","2009-10-20",1.95
"707","2009-10-21",1.84
"708","2009-10-22",1.8
"709","2009-10-23",1.8
"710","2009-10-26",1.75
"711","2009-10-27",1.88
"712","2009-10-28",1.88
"713","2009-10-29",1.7
"714","2009-10-30",1.75
"715","2009-11-02",1.7
"716","2009-11-03",1.65
"717","2009-11-04",1.7
"718","2009-11-05",1.62
"719","2009-11-06",1.62
"720","2009-11-09",1.75
"721","2009-11-10",1.7
"722","2009-11-11",1.61
"723","2009-11-12",1.8
"724","2009-11-13",1.85
"725","2009-11-16",1.8
"726","2009-11-17",1.7
"727","2009-11-18",1.7
"728","2009-11-19",1.51
"729","2009-11-20",1.62
"730","2009-11-23",1.62
"731","2009-11-24",1.5
"732","2009-11-25",1.7
"733","2009-11-27",1.55
"734","2009-11-30",1.61
"735","2009-12-01",1.69
"736","2009-12-02",1.66
"737","2009-12-03",1.66
"738","2009-12-04",1.56
"739","2009-12-07",1.65
"740","2009-12-08",1.59
"741","2009-12-09",1.51
"742","2009-12-10",1.55
"743","2009-12-11",1.59
"744","2009-12-14",1.69
"745","2009-12-15",1.5
"746","2009-12-16",1.5
"747","2009-12-17",1.7
"748","2009-12-18",1.65
"749","2009-12-21",1.47
"750","2009-12-22",1.59
"751","2009-12-23",1.55
"752","2009-12-24",1.63
"753","2009-12-28",1.64
"754","2009-12-29",1.46
"755","2009-12-30",1.56
"756","2009-12-31",1.67
"757","2010-01-04",1.52
"758","2010-01-05",1.5
"759","2010-01-06",1.59
"760","2010-01-07",1.5
"761","2010-01-08",1.61
"762","2010-01-11",1.62
"763","2010-01-12",1.57
"764","2010-01-13",1.6
"765","2010-01-14",1.59
"766","2010-01-15",1.54
"767","2010-01-19",1.48
"768","2010-01-20",1.5
"769","2010-01-21",1.49
"770","2010-01-22",1.47
"771","2010-01-25",1.51
"772","2010-01-26",1.6
"773","2010-01-27",1.5
"774","2010-01-28",1.55
"775","2010-01-29",1.47
"776","2010-02-01",1.52
"777","2010-02-02",1.49
"778","2010-02-03",1.49
"779","2010-02-04",1.5
"780","2010-02-05",1.45
"781","2010-02-08",1.42
"782","2010-02-09",1.43
"783","2010-02-10",1.42
"784","2010-02-11",1.42
"785","2010-02-12",1.46
"786","2010-02-16",1.49
"787","2010-02-17",1.5
"788","2010-02-18",1.5
"789","2010-02-19",1.53
"790","2010-02-22",1.55
"791","2010-02-23",1.53
"792","2010-02-24",1.55
"793","2010-02-25",1.51
"794","2010-02-26",1.53
"795","2010-03-01",1.51
"796","2010-03-02",1.55
"797","2010-03-03",1.7
"798","2010-03-04",1.6
"799","2010-03-05",1.56
"800","2010-03-08",1.87
"801","2010-03-09",1.65
"802","2010-03-10",1.65
"803","2010-03-11",1.6
"804","2010-03-12",1.7
"805","2010-03-15",1.75
"806","2010-03-16",1.68
"807","2010-03-17",1.75
"808","2010-03-18",1.8
"809","2010-03-19",2.13
"810","2010-03-22",1.89
"811","2010-03-23",1.93
"812","2010-03-24",1.85
"813","2010-03-25",1.87
"814","2010-03-26",1.9
"815","2010-03-29",1.78
"816","2010-03-30",1.73
"817","2010-03-31",1.67
"818","2010-04-01",2.23
"819","2010-04-05",2.2
"820","2010-04-06",2.13
"821","2010-04-07",2.14
"822","2010-04-08",2.18
"823","2010-04-09",2.2
"824","2010-04-12",1.96
"825","2010-04-13",2
"826","2010-04-14",2.1
"827","2010-04-15",2.07
"828","2010-04-16",2.35
"829","2010-04-19",2.2
"830","2010-04-20",2
"831","2010-04-21",2.49
"832","2010-04-22",2.34
"833","2010-04-23",2.3
"834","2010-04-26",2.2
"835","2010-04-27",2.12
"836","2010-04-28",2.19
"837","2010-04-29",2.29
"838","2010-04-30",2.24
"839","2010-05-03",2.24
"840","2010-05-04",2.4
"841","2010-05-05",2.21
"842","2010-05-06",2.25
"843","2010-05-07",2.16
"844","2010-05-10",2.16
"845","2010-05-11",2.16
"846","2010-05-12",2.1
"847","2010-05-13",2.1
"848","2010-05-14",2.03
"849","2010-05-17",1.98
"850","2010-05-18",1.87
"851","2010-05-19",1.73
"852","2010-05-20",1.73
"853","2010-05-21",1.72
"854","2010-05-24",1.87
"855","2010-05-25",1.81
"856","2010-05-26",1.84
"857","2010-05-27",1.84
"858","2010-05-28",1.95
"859","2010-06-01",1.8
"860","2010-06-02",1.85
"861","2010-06-03",1.8
"862","2010-06-04",1.8
"863","2010-06-07",1.8
"864","2010-06-08",1.73
"865","2010-06-09",1.77
"866","2010-06-10",1.77
"867","2010-06-11",1.75
"868","2010-06-14",1.7
"869","2010-06-15",1.74
"870","2010-06-16",1.72
"871","2010-06-17",1.84
"872","2010-06-18",1.87
"873","2010-06-21",1.75
"874","2010-06-22",1.73
"875","2010-06-23",1.68
"876","2010-06-24",1.68
"877","2010-06-25",1.74
"878","2010-06-28",1.68
"879","2010-06-29",1.6
"880","2010-06-30",1.61
"881","2010-07-01",1.6
"882","2010-07-02",1.53
"883","2010-07-06",1.53
"884","2010-07-07",1.55
"885","2010-07-08",1.6
"886","2010-07-09",1.72
"887","2010-07-12",1.67
"888","2010-07-13",1.61
"889","2010-07-14",1.6
"890","2010-07-15",1.74
"891","2010-07-16",1.4
"892","2010-07-19",1.69
"893","2010-07-20",1.77
"894","2010-07-21",1.77
"895","2010-07-22",1.78
"896","2010-07-23",1.7
"897","2010-07-26",1.75
"898","2010-07-27",1.67
"899","2010-07-28",1.8
"900","2010-07-29",1.7
"901","2010-07-30",1.89
"902","2010-08-02",1.7
"903","2010-08-03",1.83
"904","2010-08-04",1.68
"905","2010-08-05",1.83
"906","2010-08-06",1.85
"907","2010-08-09",1.72
"908","2010-08-10",1.7
"909","2010-08-11",1.76
"910","2010-08-12",1.75
"911","2010-08-13",1.7
"912","2010-08-16",1.67
"913","2010-08-17",1.65
"914","2010-08-18",1.65
"915","2010-08-19",1.68
"916","2010-08-20",1.78
"917","2010-08-23",1.76
"918","2010-08-24",1.71
"919","2010-08-25",1.75
"920","2010-08-26",1.82
"921","2010-08-27",1.82
"922","2010-08-30",1.66
"923","2010-08-31",1.81
"924","2010-09-01",1.7
"925","2010-09-02",1.7
"926","2010-09-03",1.72
"927","2010-09-07",1.72
"928","2010-09-08",1.72
"929","2010-09-09",1.7
"930","2010-09-10",1.68
"931","2010-09-13",1.74
"932","2010-09-14",1.71
"933","2010-09-15",1.7
"934","2010-09-16",1.74
"935","2010-09-17",1.57
"936","2010-09-20",1.66
"937","2010-09-21",1.68
"938","2010-09-22",1.7
"939","2010-09-23",1.67
"940","2010-09-24",1.72
"941","2010-09-27",1.68
"942","2010-09-28",1.7
"943","2010-09-29",1.65
"944","2010-09-30",1.67
"945","2010-10-01",1.68
"946","2010-10-04",1.64
"947","2010-10-05",1.75
"948","2010-10-06",1.66
"949","2010-10-07",1.66
"950","2010-10-08",1.74
"951","2010-10-11",1.66
"952","2010-10-12",1.66
"953","2010-10-13",1.69
"954","2010-10-14",1.63
"955","2010-10-15",1.67
"956","2010-10-18",1.7
"957","2010-10-19",1.68
"958","2010-10-20",1.74
"959","2010-10-21",1.62
"960","2010-10-22",1.63
"961","2010-10-25",1.64
"962","2010-10-26",1.66
"963","2010-10-27",1.62
"964","2010-10-28",1.56
"965","2010-10-29",1.56
"966","2010-11-01",1.55
"967","2010-11-02",1.6
"968","2010-11-03",1.56
"969","2010-11-04",1.61
"970","2010-11-05",1.65
"971","2010-11-08",1.54
"972","2010-11-09",1.69
"973","2010-11-10",1.61
"974","2010-11-11",1.63
"975","2010-11-12",1.61
"976","2010-11-15",1.59
"977","2010-11-16",1.59
"978","2010-11-17",1.55
"979","2010-11-18",1.65
"980","2010-11-19",1.7
"981","2010-11-22",1.52
"982","2010-11-23",1.52
"983","2010-11-24",1.56
"984","2010-11-26",1.54
"985","2010-11-29",1.56
"986","2010-11-30",1.54
"987","2010-12-01",1.53
"988","2010-12-02",1.53
"989","2010-12-03",1.53
"990","2010-12-06",1.59
"991","2010-12-07",1.53
"992","2010-12-08",1.63
"993","2010-12-09",1.69
"994","2010-12-10",1.7
"995","2010-12-13",1.73
"996","2010-12-14",1.69
"997","2010-12-15",1.58
"998","2010-12-16",1.55
"999","2010-12-17",1.65
"1000","2010-12-20",1.51
"1001","2010-12-21",1.61
