"","date","XNCR"
"354","2015-04-30",14.22
"355","2015-05-01",14.61
"356","2015-05-04",14.77
"357","2015-05-05",13.81
"358","2015-05-06",13.96
"359","2015-05-07",14.21
"360","2015-05-08",14.59
"361","2015-05-11",14.87
"362","2015-05-12",14.73
"363","2015-05-13",14.62
"364","2015-05-14",14.94
"365","2015-05-15",15.32
"366","2015-05-18",15.73
"367","2015-05-19",16.75
"368","2015-05-20",17.190001
"369","2015-05-21",16.790001
"370","2015-05-22",17.08
"371","2015-05-26",17.23
"372","2015-05-27",17.9
"373","2015-05-28",17.75
"374","2015-05-29",18.139999
"375","2015-06-01",18.200001
"376","2015-06-02",18.280001
"377","2015-06-03",18.959999
"378","2015-06-04",18.639999
"379","2015-06-05",19.01
"380","2015-06-08",19.290001
"381","2015-06-09",20
"382","2015-06-10",19.16
"383","2015-06-11",19.42
"384","2015-06-12",19.379999
"385","2015-06-15",20.379999
"386","2015-06-16",19.940001
"387","2015-06-17",20.549999
"388","2015-06-18",21.09
"389","2015-06-19",21.5
"390","2015-06-22",21.98
"391","2015-06-23",21.68
"392","2015-06-24",21.280001
"393","2015-06-25",21.58
"394","2015-06-26",21.01
"395","2015-06-29",21.25
"396","2015-06-30",21.969999
"397","2015-07-01",22.49
"398","2015-07-02",22.200001
"399","2015-07-06",22.49
"400","2015-07-07",22.5
"401","2015-07-08",22.23
"402","2015-07-09",22.469999
"403","2015-07-10",22.6
"404","2015-07-13",23.459999
"405","2015-07-14",23.719999
"406","2015-07-15",23.68
"407","2015-07-16",24.4
"408","2015-07-17",24.49
"409","2015-07-20",24.32
"410","2015-07-21",24.16
"411","2015-07-22",24.43
"412","2015-07-23",23.91
"413","2015-07-24",23.41
"414","2015-07-27",23.379999
"415","2015-07-28",24.07
"416","2015-07-29",22.65
"417","2015-07-30",22.35
"418","2015-07-31",22.389999
"419","2015-08-03",22.440001
"420","2015-08-04",22.120001
"421","2015-08-05",21.940001
"422","2015-08-06",20.280001
"423","2015-08-07",20.860001
"424","2015-08-10",20.91
"425","2015-08-11",20.370001
"426","2015-08-12",20.360001
"427","2015-08-13",19.389999
"428","2015-08-14",18.73
"429","2015-08-17",19.23
"430","2015-08-18",18.209999
"431","2015-08-19",18.040001
"432","2015-08-20",16.540001
"433","2015-08-21",17.719999
"434","2015-08-24",16.65
"435","2015-08-25",16.52
"436","2015-08-26",17.290001
"437","2015-08-27",17.23
"438","2015-08-28",17.15
"439","2015-08-31",16.77
"440","2015-09-01",16.6
"441","2015-09-02",17.629999
"442","2015-09-03",17.030001
"443","2015-09-04",16.93
"444","2015-09-08",17.9
"445","2015-09-09",17.01
"446","2015-09-10",16.879999
"447","2015-09-11",16.389999
"448","2015-09-14",15.51
"449","2015-09-15",15.95
"450","2015-09-16",18.34
"451","2015-09-17",19.450001
"452","2015-09-18",18.690001
"453","2015-09-21",16.959999
"454","2015-09-22",16.370001
"455","2015-09-23",16.209999
"456","2015-09-24",16.530001
"457","2015-09-25",14.8
"458","2015-09-28",12.33
"459","2015-09-29",12.19
"460","2015-09-30",12.23
"461","2015-10-01",12.32
"462","2015-10-02",13.41
"463","2015-10-05",13.41
"464","2015-10-06",12.66
"465","2015-10-07",12.49
"466","2015-10-08",12.41
"467","2015-10-09",12.28
"468","2015-10-12",11.92
"469","2015-10-13",11.69
"470","2015-10-14",11.39
"471","2015-10-15",11.84
"472","2015-10-16",12.01
"473","2015-10-19",12.19
"474","2015-10-20",12
"475","2015-10-21",12.17
"476","2015-10-22",12.14
"477","2015-10-23",11.99
"478","2015-10-26",11.82
"479","2015-10-27",11.6
"480","2015-10-28",11.31
"481","2015-10-29",10.92
"482","2015-10-30",10.83
"483","2015-11-02",11.78
"484","2015-11-03",12.35
"485","2015-11-04",12.32
"486","2015-11-05",13.1
"487","2015-11-06",13.5
"488","2015-11-09",13.77
"489","2015-11-10",13.47
"490","2015-11-11",13.41
"491","2015-11-12",12.88
"492","2015-11-13",12.97
"493","2015-11-16",12.67
"494","2015-11-17",12.91
"495","2015-11-18",13.88
"496","2015-11-19",13.58
"497","2015-11-20",13.99
"498","2015-11-23",14.54
"499","2015-11-24",14.61
"500","2015-11-25",15.79
"501","2015-11-27",16.25
"502","2015-11-30",16.08
"503","2015-12-01",16.02
"504","2015-12-02",16.41
"505","2015-12-03",14.61
"506","2015-12-04",14.59
"507","2015-12-07",14.25
"508","2015-12-08",14.44
"509","2015-12-09",13.61
"510","2015-12-10",14.18
"511","2015-12-11",13.56
"512","2015-12-14",13.68
"513","2015-12-15",14.2
"514","2015-12-16",15.27
"515","2015-12-17",14.8
"516","2015-12-18",15.06
"517","2015-12-21",14.39
"518","2015-12-22",15.41
"519","2015-12-23",15.26
"520","2015-12-24",14.91
"521","2015-12-28",13.91
"522","2015-12-29",14.54
"523","2015-12-30",14.24
"524","2015-12-31",14.62
"525","2016-01-04",13.52
"526","2016-01-05",13.5
"527","2016-01-06",13.18
"528","2016-01-07",12.55
"529","2016-01-08",12.33
"530","2016-01-11",11.84
"531","2016-01-12",12.18
"532","2016-01-13",11.75
"533","2016-01-14",12.66
"534","2016-01-15",12.46
"535","2016-01-19",11.78
"536","2016-01-20",12.09
"537","2016-01-21",12.08
"538","2016-01-22",12.24
"539","2016-01-25",12.25
"540","2016-01-26",12.51
"541","2016-01-27",11.57
"542","2016-01-28",10.78
"543","2016-01-29",10.82
"544","2016-02-01",10.96
"545","2016-02-02",10.5
"546","2016-02-03",10.69
"547","2016-02-04",10.54
"548","2016-02-05",10.71
"549","2016-02-08",10.16
"550","2016-02-09",10.68
"551","2016-02-10",10.97
"552","2016-02-11",11.01
"553","2016-02-12",11.3
"554","2016-02-16",11.5
"555","2016-02-17",11.81
"556","2016-02-18",11.075
"557","2016-02-19",11.34
"558","2016-02-22",11.44
"559","2016-02-23",10.85
"560","2016-02-24",11.24
"561","2016-02-25",11.04
"562","2016-02-26",11.14
"563","2016-02-29",11
"564","2016-03-01",11.8
"565","2016-03-02",11.84
"566","2016-03-03",11.77
"567","2016-03-04",11.54
"568","2016-03-07",12
"569","2016-03-08",12.83
"570","2016-03-09",12.94
"571","2016-03-10",12.15
"572","2016-03-11",12.5
"573","2016-03-14",12.73
"574","2016-03-15",11.735
"575","2016-03-16",11.54
"576","2016-03-17",11.47
"577","2016-03-18",11.98
"578","2016-03-21",12.35
"579","2016-03-22",12.89
"580","2016-03-23",12.26
"581","2016-03-24",12.43
"582","2016-03-28",11.96
"583","2016-03-29",12.62
"584","2016-03-30",12.89
"585","2016-03-31",13.42
"586","2016-04-01",13.94
"587","2016-04-04",13.5
"588","2016-04-05",13.83
"589","2016-04-06",14.94
"590","2016-04-07",14.75
"591","2016-04-08",14.48
"592","2016-04-11",14.03
"593","2016-04-12",14.02
"594","2016-04-13",14.74
"595","2016-04-14",14.73
"596","2016-04-15",14.57
"597","2016-04-18",14.5
"598","2016-04-19",14.33
"599","2016-04-20",14.15
"600","2016-04-21",14.49
"601","2016-04-22",14.1
"602","2016-04-25",13.89
"603","2016-04-26",13.38
"604","2016-04-27",13.12
"605","2016-04-28",12.89
"606","2016-04-29",12.25
"607","2016-05-02",12.33
"608","2016-05-03",11.9
"609","2016-05-04",11.06
"610","2016-05-05",11.26
"611","2016-05-06",11.33
"612","2016-05-09",11.78
"613","2016-05-10",11.61
"614","2016-05-11",11.32
"615","2016-05-12",11.39
"616","2016-05-13",11.78
"617","2016-05-16",12.42
"618","2016-05-17",12.11
"619","2016-05-18",12.41
"620","2016-05-19",12.56
"621","2016-05-20",13.03
"622","2016-05-23",13.1
"623","2016-05-24",13.28
"624","2016-05-25",13.58
"625","2016-05-26",13.54
"626","2016-05-27",13.82
"627","2016-05-31",14.13
"628","2016-06-01",14.35
"629","2016-06-02",14.55
"630","2016-06-03",14.42
"631","2016-06-06",14.95
"632","2016-06-07",14.5
"633","2016-06-08",14.44
"634","2016-06-09",14.66
"635","2016-06-10",14.48
"636","2016-06-13",14.11
"637","2016-06-14",14
"638","2016-06-15",14.16
"639","2016-06-16",14.18
"640","2016-06-17",13.99
"641","2016-06-20",14.26
"642","2016-06-21",13.7
"643","2016-06-22",13.99
"644","2016-06-23",14.43
"645","2016-06-24",13.4
"646","2016-06-27",12.54
"647","2016-06-28",16.559999
"648","2016-06-29",18.51
"649","2016-06-30",18.99
"650","2016-07-01",18.93
"651","2016-07-05",18.77
"652","2016-07-06",18.84
"653","2016-07-07",18.540001
"654","2016-07-08",18.620001
"655","2016-07-11",17.93
"656","2016-07-12",18.290001
"657","2016-07-13",18.190001
"658","2016-07-14",17.959999
"659","2016-07-15",18.379999
"660","2016-07-18",18.280001
"661","2016-07-19",17.790001
"662","2016-07-20",18.24
"663","2016-07-21",18.639999
"664","2016-07-22",18.360001
"665","2016-07-25",18.49
"666","2016-07-26",18.27
"667","2016-07-27",18.780001
"668","2016-07-28",18.559999
"669","2016-07-29",18.940001
"670","2016-08-01",19.35
"671","2016-08-02",19.280001
"672","2016-08-03",21.16
"673","2016-08-04",21.5
"674","2016-08-05",22.440001
"675","2016-08-08",21.49
"676","2016-08-09",21.889999
"677","2016-08-10",21.639999
"678","2016-08-11",21.83
"679","2016-08-12",22.25
"680","2016-08-15",23
"681","2016-08-16",21.790001
"682","2016-08-17",21.65
"683","2016-08-18",21.57
"684","2016-08-19",21.75
"685","2016-08-22",21.76
"686","2016-08-23",21.67
"687","2016-08-24",21.32
"688","2016-08-25",20.860001
"689","2016-08-26",21.469999
"690","2016-08-29",21.49
"691","2016-08-30",21.790001
"692","2016-08-31",21.129999
"693","2016-09-01",21.43
"694","2016-09-02",20.35
"695","2016-09-06",20.639999
"696","2016-09-07",21.190001
"697","2016-09-08",21.43
"698","2016-09-09",20.559999
"699","2016-09-12",21.99
"700","2016-09-13",21.85
"701","2016-09-14",23.389999
"702","2016-09-15",24.040001
"703","2016-09-16",24.629999
"704","2016-09-19",24.879999
"705","2016-09-20",24.709999
"706","2016-09-21",24.74
"707","2016-09-22",25.17
"708","2016-09-23",25.059999
"709","2016-09-26",24.68
"710","2016-09-27",26.190001
"711","2016-09-28",25.27
"712","2016-09-29",24.379999
"713","2016-09-30",24.49
"714","2016-10-03",24.58
"715","2016-10-04",24.719999
"716","2016-10-05",23.73
"717","2016-10-06",23.27
"718","2016-10-07",23.075001
"719","2016-10-10",23.959999
"720","2016-10-11",22.73
"721","2016-10-12",21.33
"722","2016-10-13",21.370001
"723","2016-10-14",20.32
"724","2016-10-17",20.43
"725","2016-10-18",20.67
"726","2016-10-19",20.450001
"727","2016-10-20",21.68
"728","2016-10-21",21.299999
"729","2016-10-24",21.27
"730","2016-10-25",21.129999
"731","2016-10-26",20.139999
"732","2016-10-27",20.559999
"733","2016-10-28",20.690001
"734","2016-10-31",21.290001
"735","2016-11-01",20.91
"736","2016-11-02",20.51
"737","2016-11-03",18.610001
"738","2016-11-04",19.360001
"739","2016-11-07",19.93
"740","2016-11-08",19.870001
"741","2016-11-09",22.26
"742","2016-11-10",22.43
"743","2016-11-11",22.709999
"744","2016-11-14",25.700001
"745","2016-11-15",26.67
"746","2016-11-16",25.879999
"747","2016-11-17",26.780001
"748","2016-11-18",26.799999
"749","2016-11-21",26.799999
"750","2016-11-22",26.280001
"751","2016-11-23",26.77
"752","2016-11-25",27.17
"753","2016-11-28",26
"754","2016-11-29",26.34
"755","2016-11-30",25.559999
"756","2016-12-01",24.700001
"757","2016-12-02",26.110001
"758","2016-12-05",26.4
"759","2016-12-06",28.389999
"760","2016-12-07",26.879999
"761","2016-12-08",27.030001
"762","2016-12-09",27.299999
"763","2016-12-12",25.690001
"764","2016-12-13",25.49
"765","2016-12-14",24.66
"766","2016-12-15",25.684999
"767","2016-12-16",25.985001
"768","2016-12-19",26.76
"769","2016-12-20",26.700001
"770","2016-12-21",26.17
"771","2016-12-22",25.889999
"772","2016-12-23",27.459999
"773","2016-12-27",26.780001
"774","2016-12-28",26.16
"775","2016-12-29",26.450001
"776","2016-12-30",26.32
"777","2017-01-03",25.129999
"778","2017-01-04",25.67
"779","2017-01-05",24.83
"780","2017-01-06",25.809999
"781","2017-01-09",25.42
"782","2017-01-10",26.09
"783","2017-01-11",25.299999
"784","2017-01-12",25.75
"785","2017-01-13",26.16
"786","2017-01-17",23.309999
"787","2017-01-18",23.309999
"788","2017-01-19",22.75
"789","2017-01-20",21.74
"790","2017-01-23",21.67
"791","2017-01-24",21.809999
"792","2017-01-25",22.719999
"793","2017-01-26",22.15
"794","2017-01-27",22.6
"795","2017-01-30",22.549999
"796","2017-01-31",23.83
"797","2017-02-01",23.709999
"798","2017-02-02",24.469999
"799","2017-02-03",24.459999
"800","2017-02-06",23.959999
"801","2017-02-07",23.76
"802","2017-02-08",23.75
"803","2017-02-09",23.74
"804","2017-02-10",23.75
"805","2017-02-13",23.540001
"806","2017-02-14",23.82
"807","2017-02-15",23.99
"808","2017-02-16",23.780001
"809","2017-02-17",24.280001
"810","2017-02-21",24.530001
"811","2017-02-22",23.4
"812","2017-02-23",22.85
"813","2017-02-24",22.799999
"814","2017-02-27",24.77
"815","2017-02-28",24.85
"816","2017-03-01",26.65
"817","2017-03-02",26.135
"818","2017-03-03",26.129999
"819","2017-03-06",25.27
"820","2017-03-07",24.540001
"821","2017-03-08",24.514999
"822","2017-03-09",24.684999
"823","2017-03-10",24.82
"824","2017-03-13",24.23
"825","2017-03-14",23.82
"826","2017-03-15",24.82
"827","2017-03-16",24.040001
"828","2017-03-17",24.110001
"829","2017-03-20",24.389999
"830","2017-03-21",23.24
"831","2017-03-22",23.26
"832","2017-03-23",23.709999
"833","2017-03-24",24.530001
"834","2017-03-27",24.299999
"835","2017-03-28",23.530001
"836","2017-03-29",23.309999
"837","2017-03-30",23.379999
"838","2017-03-31",23.92
"839","2017-04-03",24.290001
"840","2017-04-04",23.82
"841","2017-04-05",22.99
"842","2017-04-06",23
"843","2017-04-07",22.99
"844","2017-04-10",22.84
"845","2017-04-11",22.290001
"846","2017-04-12",22.26
"847","2017-04-13",22.450001
"848","2017-04-17",22.43
"849","2017-04-18",22.549999
"850","2017-04-19",22.879999
"851","2017-04-20",23.15
"852","2017-04-21",23.299999
"853","2017-04-24",24.540001
"854","2017-04-25",24.98
"855","2017-04-26",25.6
"856","2017-04-27",25.77
"857","2017-04-28",25.67
"858","2017-05-01",25.98
"859","2017-05-02",24.370001
"860","2017-05-03",24.120001
"861","2017-05-04",24.09
"862","2017-05-05",24.129999
"863","2017-05-08",23.799999
"864","2017-05-09",24.1
"865","2017-05-10",22.18
"866","2017-05-11",21.93
"867","2017-05-12",22.309999
"868","2017-05-15",22.9
"869","2017-05-16",23.459999
"870","2017-05-17",22.15
"871","2017-05-18",21.91
"872","2017-05-19",21.84
"873","2017-05-22",22.200001
"874","2017-05-23",22.32
"875","2017-05-24",22.129999
"876","2017-05-25",21.75
"877","2017-05-26",21.15
"878","2017-05-30",21.360001
"879","2017-05-31",20.5
"880","2017-06-01",21.280001
"881","2017-06-02",21.860001
"882","2017-06-05",21.639999
"883","2017-06-06",21.549999
"884","2017-06-07",20.799999
"885","2017-06-08",20.950001
"886","2017-06-09",20.780001
"887","2017-06-12",20.440001
"888","2017-06-13",20.5
"889","2017-06-14",20.77
"890","2017-06-15",20.65
"891","2017-06-16",20.004999
"892","2017-06-19",20.290001
"893","2017-06-20",20.32
"894","2017-06-21",22.18
"895","2017-06-22",22.200001
"896","2017-06-23",21.959999
"897","2017-06-26",21.690001
"898","2017-06-27",19.99
"899","2017-06-28",21.51
"900","2017-06-29",21.18
"901","2017-06-30",21.110001
"902","2017-07-03",21.51
"903","2017-07-05",22.73
"904","2017-07-06",22.549999
"905","2017-07-07",22.92
"906","2017-07-10",22.629999
"907","2017-07-11",22.73
"908","2017-07-12",23.200001
"909","2017-07-13",23.280001
"910","2017-07-14",23.370001
"911","2017-07-17",23.700001
"912","2017-07-18",23.549999
"913","2017-07-19",23.620001
"914","2017-07-20",23
"915","2017-07-21",23.780001
"916","2017-07-24",24.17
"917","2017-07-25",23.93
"918","2017-07-26",24.07
"919","2017-07-27",23.389999
"920","2017-07-28",23.665001
"921","2017-07-31",23.35
"922","2017-08-01",22.530001
"923","2017-08-02",21.950001
"924","2017-08-03",21.629999
"925","2017-08-04",22.25
"926","2017-08-07",22.219999
"927","2017-08-08",23.290001
"928","2017-08-09",22.4
"929","2017-08-10",21.280001
"930","2017-08-11",21.379999
"931","2017-08-14",21.629999
"932","2017-08-15",21.440001
"933","2017-08-16",20.98
"934","2017-08-17",20.35
"935","2017-08-18",19.940001
"936","2017-08-21",19.93
"937","2017-08-22",19.66
"938","2017-08-23",19.610001
"939","2017-08-24",20.59
"940","2017-08-25",20.799999
"941","2017-08-28",21.190001
"942","2017-08-29",21.370001
"943","2017-08-30",21.09
"944","2017-08-31",21.620001
"945","2017-09-01",21.51
"946","2017-09-05",21.530001
"947","2017-09-06",21.83
"948","2017-09-07",21.91
"949","2017-09-08",22.299999
"950","2017-09-11",22.799999
"951","2017-09-12",22.629999
"952","2017-09-13",22.389999
"953","2017-09-14",21.719999
"954","2017-09-15",21.73
"955","2017-09-18",21.93
"956","2017-09-19",22.49
"957","2017-09-20",22.26
"958","2017-09-21",22.139999
"959","2017-09-22",21.85
"960","2017-09-25",22.469999
"961","2017-09-26",22.360001
"962","2017-09-27",22.6
"963","2017-09-28",23.02
"964","2017-09-29",22.92
"965","2017-10-02",23.120001
"966","2017-10-03",23.82
"967","2017-10-04",24.83
"968","2017-10-05",24.83
"969","2017-10-06",24.790001
"970","2017-10-09",23.879999
"971","2017-10-10",24
"972","2017-10-11",23.940001
"973","2017-10-12",23.91
"974","2017-10-13",23.889999
"975","2017-10-16",23.76
"976","2017-10-17",23.16
"977","2017-10-18",22.469999
"978","2017-10-19",21.799999
"979","2017-10-20",21.290001
"980","2017-10-23",20.48
"981","2017-10-24",20.129999
"982","2017-10-25",20.08
"983","2017-10-26",19.780001
"984","2017-10-27",20.040001
"985","2017-10-30",20.209999
