"","date","KERN"
"149","2018-09-26",10.2
"150","2018-09-27",10.2
"151","2018-09-28",10.2
"152","2018-10-01",10.2
"153","2018-10-02",10.26
"154","2018-10-03",10.25
"155","2018-10-04",10.26
"156","2018-10-05",10.255
"157","2018-10-08",10.35
"158","2018-10-09",10.57
"159","2018-10-10",10.5
"160","2018-10-11",10.34
"161","2018-10-12",10.347
"162","2018-10-15",10.31
"163","2018-10-16",10.23
"164","2018-10-17",10.25
"165","2018-10-18",10.25
"166","2018-10-19",10.16
"167","2018-10-22",10.17
"168","2018-10-23",10.13
"169","2018-10-24",10.16
"170","2018-10-25",10.16
"171","2018-10-26",10.186
"172","2018-10-29",10.13
"173","2018-10-30",10.15
"174","2018-10-31",10.121
"175","2018-11-01",10.117
"176","2018-11-02",10.11
"177","2018-11-05",10.12
"178","2018-11-06",10.1
"179","2018-11-07",10.1
"180","2018-11-08",10.065
"181","2018-11-09",10.14
"182","2018-11-12",10.09
"183","2018-11-13",9.94
"184","2018-11-14",10.02
"185","2018-11-15",10.032
"186","2018-11-16",10.04
"187","2018-11-19",9.973
"188","2018-11-20",9.96
"189","2018-11-21",10
"190","2018-11-23",10
"191","2018-11-26",9.996
"192","2018-11-27",10
"193","2018-11-28",10.04
"194","2018-11-29",10.11
"195","2018-11-30",10.1
"196","2018-12-03",10.1
"197","2018-12-04",10.05
"198","2018-12-06",10.08
"199","2018-12-07",10.04
"200","2018-12-10",10.06
"201","2018-12-11",10.02
"202","2018-12-12",10.1
"203","2018-12-13",10.1
"204","2018-12-14",10.073
"205","2018-12-17",10.05
"206","2018-12-18",10.05
"207","2018-12-19",10.076
"208","2018-12-20",10.08
"209","2018-12-21",10.08
"210","2018-12-24",10.12
"211","2018-12-26",10.13
"212","2018-12-27",10.13
"213","2018-12-28",10.089
"214","2018-12-31",10.09
"215","2019-01-02",10.1
"216","2019-01-03",10.1
"217","2019-01-04",10.1
"218","2019-01-07",10.1
"219","2019-01-08",10.13
"220","2019-01-09",10.13
"221","2019-01-10",10.09
"222","2019-01-11",10.111
"223","2019-01-14",10.08
"224","2019-01-15",10.07
"225","2019-01-16",10.05
"226","2019-01-17",10.04
"227","2019-01-18",10.057
"228","2019-01-22",10.06
"229","2019-01-23",10.15
"230","2019-01-24",10.15
"231","2019-01-25",10.16
"232","2019-01-28",10.14
"233","2019-01-29",10.14
"234","2019-01-30",10.095
"235","2019-01-31",10.14
"236","2019-02-01",10.14
"237","2019-02-04",10.14
"238","2019-02-05",10.145
"239","2019-02-06",10.125
"240","2019-02-07",10.11
"241","2019-02-08",10.14
"242","2019-02-11",10.15
"243","2019-02-12",10.14
"244","2019-02-13",10.1
"245","2019-02-14",10.111
"246","2019-02-15",10.15
"247","2019-02-19",10.139
"248","2019-02-20",10.133
"249","2019-02-21",10.139
"250","2019-02-22",10.14
"251","2019-02-25",10.145
"252","2019-02-26",10.125
"253","2019-02-27",10.092
"254","2019-02-28",10.1
"255","2019-03-01",10.102
"256","2019-03-04",10.1
"257","2019-03-05",10.105
"258","2019-03-06",10.11
"259","2019-03-07",10.14
"260","2019-03-08",10.139
"261","2019-03-11",10.13
"262","2019-03-12",10.15
"263","2019-03-13",10.14
"264","2019-03-14",10.13
"265","2019-03-15",10.15
"266","2019-03-18",10.15
"267","2019-03-19",10.15
"268","2019-03-20",10.08
"269","2019-03-21",10.15
"270","2019-03-22",10.145
"271","2019-03-25",10.11
"272","2019-03-26",10.15
"273","2019-03-27",10.15
"274","2019-03-28",10.15
"275","2019-03-29",10.097
"276","2019-04-01",10.067
"277","2019-04-02",10.078
"278","2019-04-03",10.1
"279","2019-04-04",10.1
"280","2019-04-05",10.135
"281","2019-04-08",10.131
"282","2019-04-09",10.1
"283","2019-04-10",10.11
"284","2019-04-11",10.12
"285","2019-04-12",10.111
"286","2019-04-15",10.112
"287","2019-04-16",10.12
"288","2019-04-17",10.12
"289","2019-04-18",10.12
"290","2019-04-22",10.158
"291","2019-04-23",10.174
"292","2019-04-24",10.18
"293","2019-04-25",10.18
"294","2019-04-26",10.21
"295","2019-04-29",10.16
"296","2019-04-30",10.165
"297","2019-05-01",10.16
"298","2019-05-02",10.179
"299","2019-05-03",10.187
"300","2019-05-06",10.17
"301","2019-05-07",10.19
"302","2019-05-08",10.19
"303","2019-05-09",10.17
"304","2019-05-10",10.185
"305","2019-05-13",10.186
"306","2019-05-14",10.197
"307","2019-05-15",10.19
"308","2019-05-16",10.22
"309","2019-05-17",10.22
"310","2019-05-20",10.23
"311","2019-05-21",10.212
"312","2019-05-22",10.17
"313","2019-05-23",10.197
"314","2019-05-24",10.21
"315","2019-05-28",10.18
"316","2019-05-29",10.21
"317","2019-05-30",10.19
"318","2019-05-31",10.2
"319","2019-06-03",10.189
"320","2019-06-04",10.22
"321","2019-06-05",10.3
"322","2019-06-06",10.21
"323","2019-06-07",10.22
"324","2019-06-10",10.17
"325","2019-06-11",10.175
"326","2019-06-12",10.19
"327","2019-06-13",10.186
"328","2019-06-14",10.5
"329","2019-06-17",11.99
"330","2019-06-18",14.852
"331","2019-06-19",49.799999
"332","2019-06-20",36.549999
"333","2019-06-21",27.049999
"334","2019-06-24",23.24
"335","2019-06-25",23.200001
"336","2019-06-26",20.559999
"337","2019-06-27",21.700001
"338","2019-06-28",21.6
"339","2019-07-01",19.25
"340","2019-07-02",18.280001
"341","2019-07-03",15.01
"342","2019-07-05",14.32
"343","2019-07-08",15.105
"344","2019-07-09",14.88
"345","2019-07-10",14.48
"346","2019-07-11",14.1
"347","2019-07-12",13.79
"348","2019-07-15",13.46
"349","2019-07-16",12.89
"350","2019-07-17",13.7
"351","2019-07-18",12.94
"352","2019-07-19",12.88
"353","2019-07-22",12.56
"354","2019-07-23",13.05
"355","2019-07-24",13.67
"356","2019-07-25",11.51
"357","2019-07-26",11.37
"358","2019-07-29",11.55
"359","2019-07-30",11.64
"360","2019-07-31",10.81
"361","2019-08-01",9.2
"362","2019-08-02",9.9
"363","2019-08-05",9.92
"364","2019-08-06",9.88
"365","2019-08-07",9.78
"366","2019-08-08",9.91
"367","2019-08-09",10.02
"368","2019-08-12",9.85
"369","2019-08-13",9.9
"370","2019-08-14",9.75
"371","2019-08-15",9.12
"372","2019-08-16",8.61
"373","2019-08-19",8.62
"374","2019-08-20",9.28
"375","2019-08-21",9.48
"376","2019-08-22",8.69
"377","2019-08-23",8.7
"378","2019-08-26",8.8
"379","2019-08-27",9.26
"380","2019-08-28",9.14
"381","2019-08-29",8.92
"382","2019-08-30",8.43
"383","2019-09-03",8.33
"384","2019-09-04",8.1
"385","2019-09-05",7.36
"386","2019-09-06",7.8
"387","2019-09-09",8.24
"388","2019-09-10",8.57
"389","2019-09-11",8.66
"390","2019-09-12",8.66
"391","2019-09-13",8.52
"392","2019-09-16",8.5
"393","2019-09-17",8.79
"394","2019-09-18",8.6
"395","2019-09-19",8.55
"396","2019-09-20",8.5
"397","2019-09-23",7.99
"398","2019-09-24",7.71
"399","2019-09-25",7.08
"400","2019-09-26",7.13
"401","2019-09-27",6.5
"402","2019-09-30",5.93
"403","2019-10-01",5.74
"404","2019-10-02",6.02
"405","2019-10-03",6.4
"406","2019-10-04",6.46
"407","2019-10-07",6.23
"408","2019-10-08",6
"409","2019-10-09",5.74
"410","2019-10-10",5.55
"411","2019-10-11",5.72
"412","2019-10-14",5.5
"413","2019-10-15",5.74
"414","2019-10-16",5.53
"415","2019-10-17",5.79
"416","2019-10-18",5.65
"417","2019-10-21",5.44
"418","2019-10-22",5.59
"419","2019-10-23",5.66
"420","2019-10-24",5.67
"421","2019-10-25",5.21
"422","2019-10-28",5.2
"423","2019-10-29",5.06
"424","2019-10-30",5
"425","2019-10-31",4.9
"426","2019-11-01",4.86
"427","2019-11-04",4.82
"428","2019-11-05",4.59
"429","2019-11-06",4.15
"430","2019-11-07",4.22
"431","2019-11-08",4.24
"432","2019-11-11",4.14
"433","2019-11-12",3.9
"434","2019-11-13",3.6
"435","2019-11-14",3.8
"436","2019-11-15",5.939
"437","2019-11-18",5.21
"438","2019-11-19",5.03
"439","2019-11-20",4.75
"440","2019-11-21",5.35
"441","2019-11-22",7.24
"442","2019-11-25",6.129
"443","2019-11-26",7.76
"444","2019-11-27",7.47
"445","2019-11-29",7.46
"446","2019-12-02",9.06
"447","2019-12-03",12.5
"448","2019-12-04",11.64
"449","2019-12-05",10.54
"450","2019-12-06",10.38
"451","2019-12-09",11.79
"452","2019-12-10",11.6
"453","2019-12-11",12
"454","2019-12-12",12.43
"455","2019-12-13",11.68
"456","2019-12-16",10.96
"457","2019-12-17",11
"458","2019-12-18",11.16
"459","2019-12-19",10.79
"460","2019-12-20",10.3
"461","2019-12-23",8.4
"462","2019-12-24",7.88
"463","2019-12-26",8.79
"464","2019-12-27",8.29
"465","2019-12-30",8.07
"466","2019-12-31",8.43
"467","2020-01-02",8.47
"468","2020-01-03",8.28
"469","2020-01-06",7.92
"470","2020-01-07",7.6
"471","2020-01-08",7.15
"472","2020-01-09",7.45
"473","2020-01-10",7.09
"474","2020-01-13",7.1
"475","2020-01-14",7.24
"476","2020-01-15",9
"477","2020-01-16",8.61
"478","2020-01-17",8.84
"479","2020-01-21",8.1
"480","2020-01-22",8.52
"481","2020-01-23",9.35
"482","2020-01-24",8.78
"483","2020-01-27",8.41
"484","2020-01-28",8.6
"485","2020-01-29",8.36
"486","2020-01-30",7.86
"487","2020-01-31",8.12
"488","2020-02-03",7.79
"489","2020-02-04",7.75
"490","2020-02-05",7.85
"491","2020-02-06",7.32
"492","2020-02-07",7.65
"493","2020-02-10",7.85
"494","2020-02-11",7.88
"495","2020-02-12",8.29
"496","2020-02-13",7.06
"497","2020-02-14",7.09
"498","2020-02-18",6.88
"499","2020-02-19",6.96
"500","2020-02-20",7.06
"501","2020-02-21",7.28
"502","2020-02-24",7.12
"503","2020-02-25",7.67
"504","2020-02-26",7.89
"505","2020-02-27",7.27
"506","2020-02-28",7.59
"507","2020-03-02",8.27
"508","2020-03-03",7.36
"509","2020-03-04",7.6
"510","2020-03-05",7.45
"511","2020-03-06",6.91
"512","2020-03-09",4.47
"513","2020-03-10",4.9
"514","2020-03-11",6.12
"515","2020-03-12",5.08
"516","2020-03-13",5.07
"517","2020-03-16",4.16
"518","2020-03-17",4.7
"519","2020-03-18",4
"520","2020-03-19",4.36
"521","2020-03-20",4.03
"522","2020-03-23",4.07
"523","2020-03-24",4.26
"524","2020-03-25",5.04
"525","2020-03-26",5.97
"526","2020-03-27",5.35
"527","2020-03-30",5.02
"528","2020-03-31",5.12
"529","2020-04-01",5.42
"530","2020-04-02",5.46
"531","2020-04-03",5.35
"532","2020-04-06",6.15
"533","2020-04-07",6.35
"534","2020-04-08",7.1
"535","2020-04-09",7.24
"536","2020-04-13",7.97
"537","2020-04-14",8.07
"538","2020-04-15",7.76
"539","2020-04-16",7.7
"540","2020-04-17",7.86
"541","2020-04-20",7.21
"542","2020-04-21",7.48
"543","2020-04-22",7.73
"544","2020-04-23",8.22
"545","2020-04-24",8.24
"546","2020-04-27",9
"547","2020-04-28",9.05
"548","2020-04-29",8.84
"549","2020-04-30",8.35
"550","2020-05-01",7.29
"551","2020-05-04",7.21
"552","2020-05-05",7.2
"553","2020-05-06",7.5
"554","2020-05-07",7.78
"555","2020-05-08",7.87
"556","2020-05-11",7.74
"557","2020-05-12",7.45
"558","2020-05-13",7.43
"559","2020-05-14",7.07
"560","2020-05-15",7.28
"561","2020-05-18",7.45
"562","2020-05-19",7.94
"563","2020-05-20",8.07
"564","2020-05-21",8.01
"565","2020-05-22",8.97
"566","2020-05-26",10.06
"567","2020-05-27",10.33
"568","2020-05-28",10.35
"569","2020-05-29",9.28
"570","2020-06-01",9.71
"571","2020-06-02",9.33
"572","2020-06-03",9.3
"573","2020-06-04",9.23
"574","2020-06-05",9.16
"575","2020-06-08",10.84
"576","2020-06-09",10.28
"577","2020-06-10",10.8
"578","2020-06-11",10
"579","2020-06-12",10.66
"580","2020-06-15",11.06
"581","2020-06-16",10.74
"582","2020-06-17",9.82
"583","2020-06-18",9
"584","2020-06-19",9.04
"585","2020-06-22",8.55
"586","2020-06-23",8.1
"587","2020-06-24",8.14
"588","2020-06-25",9.35
"589","2020-06-26",8.91
"590","2020-06-29",8.92
"591","2020-06-30",8.8
"592","2020-07-01",8.64
"593","2020-07-02",8.21
"594","2020-07-06",8.22
"595","2020-07-07",7.65
"596","2020-07-08",7.43
"597","2020-07-09",7.27
"598","2020-07-10",7.51
"599","2020-07-13",7.16
"600","2020-07-14",7
"601","2020-07-15",7.42
"602","2020-07-16",7.15
"603","2020-07-17",6.95
"604","2020-07-20",6.77
"605","2020-07-21",6.59
"606","2020-07-22",6.3
"607","2020-07-23",6.22
"608","2020-07-24",6.39
"609","2020-07-27",6.34
"610","2020-07-28",6.63
"611","2020-07-29",6.43
"612","2020-07-30",6.32
"613","2020-07-31",6.53
"614","2020-08-03",6.7
"615","2020-08-04",6.68
"616","2020-08-05",6.62
"617","2020-08-06",6.66
"618","2020-08-07",6.55
"619","2020-08-10",6.5
"620","2020-08-11",6.21
"621","2020-08-12",6.05
"622","2020-08-13",5.83
"623","2020-08-14",5.83
"624","2020-08-17",5.63
"625","2020-08-18",6.2
"626","2020-08-19",6.43
"627","2020-08-20",6.2
"628","2020-08-21",5.93
"629","2020-08-24",5.93
"630","2020-08-25",6
"631","2020-08-26",6.17
"632","2020-08-27",6.02
"633","2020-08-28",6.2
"634","2020-08-31",6.05
"635","2020-09-01",5.63
"636","2020-09-02",5.14
"637","2020-09-03",4.88
"638","2020-09-04",4.71
"639","2020-09-08",4.61
"640","2020-09-09",4.69
"641","2020-09-10",4.61
"642","2020-09-11",4.65
"643","2020-09-14",4.57
"644","2020-09-15",4.41
"645","2020-09-16",4.49
"646","2020-09-17",4.41
"647","2020-09-18",4.22
"648","2020-09-21",4.06
"649","2020-09-22",4.03
"650","2020-09-23",3.87
"651","2020-09-24",3.64
"652","2020-09-25",3.6
"653","2020-09-28",3.57
"654","2020-09-29",3.72
"655","2020-09-30",3.64
"656","2020-10-01",3.96
"657","2020-10-02",3.96
"658","2020-10-05",3.97
"659","2020-10-06",3.94
"660","2020-10-07",3.99
"661","2020-10-08",3.995
"662","2020-10-09",4.4
"663","2020-10-12",4.67
"664","2020-10-13",4.83
"665","2020-10-14",4.67
"666","2020-10-15",4.46
"667","2020-10-16",4.43
"668","2020-10-19",4.02
"669","2020-10-20",3.72
"670","2020-10-21",3.69
"671","2020-10-22",3.65
"672","2020-10-23",3.77
"673","2020-10-26",3.45
"674","2020-10-27",2.93
"675","2020-10-28",2.4
"676","2020-10-29",2.35
"677","2020-10-30",2.38
"678","2020-11-02",2.46
"679","2020-11-03",2.39
"680","2020-11-04",2.42
"681","2020-11-05",3.1
"682","2020-11-06",4.11
"683","2020-11-09",4.33
"684","2020-11-10",3.63
"685","2020-11-11",3.13
"686","2020-11-12",2.8
"687","2020-11-13",2.89
"688","2020-11-16",2.91
"689","2020-11-17",2.84
"690","2020-11-18",2.75
"691","2020-11-19",2.75
"692","2020-11-20",3.16
"693","2020-11-23",3.58
"694","2020-11-24",3.68
"695","2020-11-25",3.45
"696","2020-11-27",3.9
