"","date","AGM"
"1","2007-01-03",27.620001
"2","2007-01-04",27.299999
"3","2007-01-05",25.959999
"4","2007-01-08",26.02
"5","2007-01-09",26.120001
"6","2007-01-10",25.809999
"7","2007-01-11",25.6
"8","2007-01-12",25.959999
"9","2007-01-16",25.709999
"10","2007-01-17",26.030001
"11","2007-01-18",25.18
"12","2007-01-19",25.969999
"13","2007-01-22",25.68
"14","2007-01-23",25.950001
"15","2007-01-24",26.549999
"16","2007-01-25",27.049999
"17","2007-01-26",27.040001
"18","2007-01-29",27.299999
"19","2007-01-30",27.77
"20","2007-01-31",27.77
"21","2007-02-01",27.68
"22","2007-02-02",27.950001
"23","2007-02-05",27.299999
"24","2007-02-06",27.65
"25","2007-02-07",28.049999
"26","2007-02-08",28.01
"27","2007-02-09",27.09
"28","2007-02-12",27.190001
"29","2007-02-13",27.57
"30","2007-02-14",27.66
"31","2007-02-15",27.43
"32","2007-02-16",27.09
"33","2007-02-20",28.25
"34","2007-02-21",27.299999
"35","2007-02-22",28.1
"36","2007-02-23",27.84
"37","2007-02-26",26.91
"38","2007-02-27",26
"39","2007-02-28",25.58
"40","2007-03-01",25.43
"41","2007-03-02",24.879999
"42","2007-03-05",24.49
"43","2007-03-06",25.719999
"44","2007-03-07",25.08
"45","2007-03-08",25.43
"46","2007-03-09",25.690001
"47","2007-03-12",25.5
"48","2007-03-13",25
"49","2007-03-14",24.950001
"50","2007-03-15",25.370001
"51","2007-03-16",25.540001
"52","2007-03-19",26.129999
"53","2007-03-20",26.620001
"54","2007-03-21",27.34
"55","2007-03-22",27.299999
"56","2007-03-23",26.809999
"57","2007-03-26",27
"58","2007-03-27",26.540001
"59","2007-03-28",26.49
"60","2007-03-29",27.209999
"61","2007-03-30",27.200001
"62","2007-04-02",27
"63","2007-04-03",27.6
"64","2007-04-04",27.75
"65","2007-04-05",27.620001
"66","2007-04-09",27.280001
"67","2007-04-10",27.9
"68","2007-04-11",27.82
"69","2007-04-12",27.6
"70","2007-04-13",28.26
"71","2007-04-16",29.5
"72","2007-04-17",29
"73","2007-04-18",28.57
"74","2007-04-19",28.290001
"75","2007-04-20",28.68
"76","2007-04-23",28.18
"77","2007-04-24",28.059999
"78","2007-04-25",27.73
"79","2007-04-26",28.18
"80","2007-04-27",28.030001
"81","2007-04-30",27.379999
"82","2007-05-01",27.540001
"83","2007-05-02",28.09
"84","2007-05-03",27.9
"85","2007-05-04",28.040001
"86","2007-05-07",27.969999
"87","2007-05-08",28
"88","2007-05-09",28.049999
"89","2007-05-10",27.200001
"90","2007-05-11",27.65
"91","2007-05-14",27.75
"92","2007-05-15",27.74
"93","2007-05-16",27.76
"94","2007-05-17",27.690001
"95","2007-05-18",27.91
"96","2007-05-21",27.92
"97","2007-05-22",27.77
"98","2007-05-23",28.17
"99","2007-05-24",28.860001
"100","2007-05-25",28.809999
"101","2007-05-29",29.26
"102","2007-05-30",29.66
"103","2007-05-31",29.389999
"104","2007-06-01",29.85
"105","2007-06-04",29.82
"106","2007-06-05",29.700001
"107","2007-06-06",29.809999
"108","2007-06-07",29.33
"109","2007-06-08",29.950001
"110","2007-06-11",29.76
"111","2007-06-12",29.58
"112","2007-06-13",30.91
"113","2007-06-14",31.110001
"114","2007-06-15",32.049999
"115","2007-06-18",33.279999
"116","2007-06-19",34.77
"117","2007-06-20",35.349998
"118","2007-06-21",34.490002
"119","2007-06-22",35.73
"120","2007-06-25",35.529999
"121","2007-06-26",35.540001
"122","2007-06-27",35.619999
"123","2007-06-28",35.43
"124","2007-06-29",34.220001
"125","2007-07-02",35.310001
"126","2007-07-03",35.419998
"127","2007-07-05",35.810001
"128","2007-07-06",35.349998
"129","2007-07-09",35.110001
"130","2007-07-10",34.220001
"131","2007-07-11",33.849998
"132","2007-07-12",34.5
"133","2007-07-13",34.07
"134","2007-07-16",33.549999
"135","2007-07-17",33.619999
"136","2007-07-18",33.93
"137","2007-07-19",33.669998
"138","2007-07-20",32.57
"139","2007-07-23",32.549999
"140","2007-07-24",30.700001
"141","2007-07-25",30.950001
"142","2007-07-26",30.139999
"143","2007-07-27",29.51
"144","2007-07-30",29.370001
"145","2007-07-31",27.98
"146","2007-08-01",27.74
"147","2007-08-02",28.24
"148","2007-08-03",25.02
"149","2007-08-06",27.110001
"150","2007-08-07",27.120001
"151","2007-08-08",28.66
"152","2007-08-09",28.25
"153","2007-08-10",27.700001
"154","2007-08-13",28.07
"155","2007-08-14",27.74
"156","2007-08-15",27.84
"157","2007-08-16",31.540001
"158","2007-08-17",31.57
"159","2007-08-20",33.580002
"160","2007-08-21",33.470001
"161","2007-08-22",33.330002
"162","2007-08-23",31.940001
"163","2007-08-24",32.110001
"164","2007-08-27",32.810001
"165","2007-08-28",31.559999
"166","2007-08-29",32.740002
"167","2007-08-30",32.389999
"168","2007-08-31",32.599998
"169","2007-09-04",33.349998
"170","2007-09-05",32.470001
"171","2007-09-06",32
"172","2007-09-07",30.85
"173","2007-09-10",30.67
"174","2007-09-11",31.209999
"175","2007-09-12",30.23
"176","2007-09-13",30.09
"177","2007-09-14",30.02
"178","2007-09-17",29.4
"179","2007-09-18",32.110001
"180","2007-09-19",32.73
"181","2007-09-20",31.299999
"182","2007-09-21",31.639999
"183","2007-09-24",31.18
"184","2007-09-25",31.35
"185","2007-09-26",31.719999
"186","2007-09-27",30.6
"187","2007-09-28",29.360001
"188","2007-10-01",31.209999
"189","2007-10-02",32.799999
"190","2007-10-03",32.77
"191","2007-10-04",33.349998
"192","2007-10-05",33.959999
"193","2007-10-08",33.889999
"194","2007-10-09",34.470001
"195","2007-10-10",34.779999
"196","2007-10-11",34.299999
"197","2007-10-12",34.310001
"198","2007-10-15",32.98
"199","2007-10-16",32.68
"200","2007-10-17",32.98
"201","2007-10-18",31.719999
"202","2007-10-19",30.040001
"203","2007-10-22",31
"204","2007-10-23",30.719999
"205","2007-10-24",29.299999
"206","2007-10-25",29.18
"207","2007-10-26",30.049999
"208","2007-10-29",29.42
"209","2007-10-30",28.389999
"210","2007-10-31",29.35
"211","2007-11-01",27.59
"212","2007-11-02",27.82
"213","2007-11-05",26.469999
"214","2007-11-06",26.58
"215","2007-11-07",26
"216","2007-11-08",25.99
"217","2007-11-09",25.809999
"218","2007-11-12",26.17
"219","2007-11-13",26.4
"220","2007-11-14",26.879999
"221","2007-11-15",27.469999
"222","2007-11-16",28.299999
"223","2007-11-19",27.77
"224","2007-11-20",27.27
"225","2007-11-21",26.940001
"226","2007-11-23",28.25
"227","2007-11-26",26.639999
"228","2007-11-27",26.870001
"229","2007-11-28",27.59
"230","2007-11-29",27.309999
"231","2007-11-30",27.209999
"232","2007-12-03",26.65
"233","2007-12-04",26.549999
"234","2007-12-05",26.629999
"235","2007-12-06",26.99
"236","2007-12-07",26.48
"237","2007-12-10",26.92
"238","2007-12-11",25.790001
"239","2007-12-12",26
"240","2007-12-13",25.25
"241","2007-12-14",24.84
"242","2007-12-17",24.440001
"243","2007-12-18",25.32
"244","2007-12-19",25.27
"245","2007-12-20",25.120001
"246","2007-12-21",26.629999
"247","2007-12-24",27.6
"248","2007-12-26",28.639999
"249","2007-12-27",26.67
"250","2007-12-28",26.5
"251","2007-12-31",26.32
"252","2008-01-02",25.559999
"253","2008-01-03",26.99
"254","2008-01-04",26.610001
