"","date","VVNT"
"122","2018-06-06",9.66
"123","2018-06-07",9.66
"124","2018-06-08",9.66
"125","2018-06-11",9.71
"126","2018-06-12",9.71
"127","2018-06-13",9.71
"128","2018-06-14",9.711
"129","2018-06-15",9.69
"130","2018-06-18",9.69
"131","2018-06-19",9.69
"132","2018-06-20",9.68
"133","2018-06-21",9.68
"134","2018-06-22",9.68
"135","2018-06-25",9.68
"136","2018-06-26",9.68
"137","2018-06-27",9.68
"138","2018-06-28",9.68
"139","2018-06-29",9.68
"140","2018-07-02",9.68
"141","2018-07-03",9.68
"142","2018-07-05",9.68
"143","2018-07-06",9.68
"144","2018-07-09",9.68
"145","2018-07-10",9.68
"146","2018-07-11",9.7
"147","2018-07-12",9.72
"148","2018-07-13",9.72
"149","2018-07-16",9.7
"150","2018-07-17",9.7
"151","2018-07-18",9.7
"152","2018-07-19",9.72
"153","2018-07-20",9.75
"154","2018-07-23",9.73
"155","2018-07-24",9.75
"156","2018-07-25",9.75
"157","2018-07-26",9.75
"158","2018-07-27",9.75
"159","2018-07-30",9.75
"160","2018-07-31",9.72
"161","2018-08-01",9.74
"162","2018-08-02",9.75
"163","2018-08-03",9.75
"164","2018-08-06",9.75
"165","2018-08-07",9.75
"166","2018-08-08",9.75
"167","2018-08-09",9.75
"168","2018-08-10",9.71
"169","2018-08-13",9.71
"170","2018-08-14",9.78
"171","2018-08-15",9.8
"172","2018-08-16",9.81
"173","2018-08-17",9.85
"174","2018-08-20",9.85
"175","2018-08-21",9.8
"176","2018-08-22",9.8
"177","2018-08-23",9.8
"178","2018-08-24",9.8
"179","2018-08-27",9.76
"180","2018-08-28",9.76
"181","2018-08-29",9.76
"182","2018-08-30",9.76
"183","2018-08-31",9.8
"184","2018-09-04",9.78
"185","2018-09-05",9.77
"186","2018-09-06",9.77
"187","2018-09-07",9.77
"188","2018-09-10",9.77
"189","2018-09-11",9.77
"190","2018-09-12",9.77
"191","2018-09-13",9.77
"192","2018-09-14",9.77
"193","2018-09-17",9.77
"194","2018-09-18",9.8
"195","2018-09-19",9.8
"196","2018-09-20",9.8
"197","2018-09-21",9.72
"198","2018-09-24",9.72
"199","2018-09-25",9.75
"200","2018-09-26",9.75
"201","2018-09-27",9.75
"202","2018-09-28",9.75
"203","2018-10-01",9.75
"204","2018-10-02",9.75
"205","2018-10-03",9.79
"206","2018-10-04",9.82
"207","2018-10-05",9.82
"208","2018-10-08",9.82
"209","2018-10-09",9.82
"210","2018-10-10",9.82
"211","2018-10-11",9.82
"212","2018-10-12",9.82
"213","2018-10-15",9.82
"214","2018-10-16",9.82
"215","2018-10-17",9.82
"216","2018-10-18",9.82
"217","2018-10-19",9.82
"218","2018-10-22",9.82
"219","2018-10-23",9.84
"220","2018-10-24",9.85
"221","2018-10-25",9.85
"222","2018-10-26",9.85
"223","2018-10-29",9.85
"224","2018-10-30",9.85
"225","2018-10-31",9.82
"226","2018-11-01",9.86
"227","2018-11-02",9.87
"228","2018-11-05",9.87
"229","2018-11-06",9.88
"230","2018-11-07",9.88
"231","2018-11-08",9.88
"232","2018-11-09",9.87
"233","2018-11-12",9.87
"234","2018-11-13",9.84
"235","2018-11-14",9.81
"236","2018-11-15",9.86
"237","2018-11-16",9.86
"238","2018-11-19",9.86
"239","2018-11-20",9.86
"240","2018-11-21",9.86
"241","2018-11-23",9.9
"242","2018-11-26",9.9
"243","2018-11-27",9.9
"244","2018-11-28",9.9
"245","2018-11-29",9.9
"246","2018-11-30",9.9
"247","2018-12-03",9.9
"248","2018-12-04",9.9
"249","2018-12-06",9.9
"250","2018-12-07",9.85
"251","2018-12-10",9.85
"252","2018-12-11",9.85
"253","2018-12-12",9.85
"254","2018-12-13",9.85
"255","2018-12-14",9.85
"256","2018-12-17",9.85
"257","2018-12-18",9.88
"258","2018-12-19",9.89
"259","2018-12-20",9.89
"260","2018-12-21",9.88
"261","2018-12-24",9.83
"262","2018-12-26",9.83
"263","2018-12-27",9.83
"264","2018-12-28",9.83
"265","2018-12-31",9.82
"266","2019-01-02",9.82
"267","2019-01-03",9.85
"268","2019-01-04",9.88
"269","2019-01-07",9.9
"270","2019-01-08",9.9
"271","2019-01-09",9.89
"272","2019-01-10",9.9
"273","2019-01-11",9.94
"274","2019-01-14",9.97
"275","2019-01-15",9.93
"276","2019-01-16",9.93
"277","2019-01-17",9.93
"278","2019-01-18",9.93
"279","2019-01-22",9.94
"280","2019-01-23",9.95
"281","2019-01-24",9.94
"282","2019-01-25",9.97
"283","2019-01-28",9.97
"284","2019-01-29",9.97
"285","2019-01-30",9.94
"286","2019-01-31",9.92
"287","2019-02-01",9.98
"288","2019-02-04",9.98
"289","2019-02-05",9.97
"290","2019-02-06",9.98
"291","2019-02-07",9.98
"292","2019-02-08",9.98
"293","2019-02-11",9.98
"294","2019-02-12",10
"295","2019-02-13",10
"296","2019-02-14",10.05
"297","2019-02-15",10
"298","2019-02-19",10.05
"299","2019-02-20",10.04
"300","2019-02-21",10.04
"301","2019-02-22",10.04
"302","2019-02-25",10.05
"303","2019-02-26",10.07
"304","2019-02-27",10.09
"305","2019-02-28",10.069
"306","2019-03-01",10.05
"307","2019-03-04",10.05
"308","2019-03-05",10.01
"309","2019-03-06",10.03
"310","2019-03-07",10.05
"311","2019-03-08",10.05
"312","2019-03-11",10.05
"313","2019-03-12",10.05
"314","2019-03-13",10.05
"315","2019-03-14",10.05
"316","2019-03-15",10.045
"317","2019-03-18",10.06
"318","2019-03-19",10.06
"319","2019-03-20",10.05
"320","2019-03-21",10.07
"321","2019-03-22",10.07
"322","2019-03-25",10.08
"323","2019-03-26",10.07
"324","2019-03-27",10.07
"325","2019-03-28",10.07
"326","2019-03-29",10.08
"327","2019-04-01",10.08
"328","2019-04-02",9.99
"329","2019-04-03",10.05
"330","2019-04-04",10.06
"331","2019-04-05",10.06
"332","2019-04-08",10.06
"333","2019-04-09",10.08
"334","2019-04-10",10.06
"335","2019-04-11",10.06
"336","2019-04-12",10.08
"337","2019-04-15",10.07
"338","2019-04-16",10.07
"339","2019-04-17",10.07
"340","2019-04-18",10.07
"341","2019-04-22",10.11
"342","2019-04-23",10.11
"343","2019-04-24",10.11
"344","2019-04-25",10.11
"345","2019-04-26",10.095
"346","2019-04-29",10.1
"347","2019-04-30",10.11
"348","2019-05-01",10.1
"349","2019-05-02",10.1
"350","2019-05-03",10.11
"351","2019-05-06",10.11
"352","2019-05-07",10.11
"353","2019-05-08",10.11
"354","2019-05-09",10.11
"355","2019-05-10",10.11
"356","2019-05-13",10.1
"357","2019-05-14",10.1
"358","2019-05-15",10.115
"359","2019-05-16",10.13
"360","2019-05-17",10.15
"361","2019-05-20",10.13
"362","2019-05-21",10.11
"363","2019-05-22",10.13
"364","2019-05-23",10.14
"365","2019-05-24",10.11
"366","2019-05-28",10.15
"367","2019-05-29",10.15
"368","2019-05-30",10.15
"369","2019-05-31",10.15
"370","2019-06-03",10.155
"371","2019-06-04",10.16
"372","2019-06-05",10.15
"373","2019-06-06",10.16
"374","2019-06-07",10.2
"375","2019-06-10",10.16
"376","2019-06-11",10.16
"377","2019-06-12",10.18
"378","2019-06-13",10.18
"379","2019-06-14",10.2
"380","2019-06-17",10.2
"381","2019-06-18",10.16
"382","2019-06-19",10.18
"383","2019-06-20",10.16
"384","2019-06-21",10.2
"385","2019-06-24",10.2
"386","2019-06-25",10.2
"387","2019-06-26",10.2
"388","2019-06-27",10.17
"389","2019-06-28",10.2
"390","2019-07-01",10.18
"391","2019-07-02",10.19
"392","2019-07-03",10.19
"393","2019-07-05",10.186
"394","2019-07-08",10.186
"395","2019-07-09",10.23
"396","2019-07-10",10.25
"397","2019-07-11",10.25
"398","2019-07-12",10.25
"399","2019-07-15",10.25
"400","2019-07-16",10.21
"401","2019-07-17",10.21
"402","2019-07-18",10.24
"403","2019-07-19",10.24
"404","2019-07-22",10.24
"405","2019-07-23",10.24
"406","2019-07-24",10.24
"407","2019-07-25",10.22
"408","2019-07-26",10.25
"409","2019-07-29",10.24
"410","2019-07-30",10.24
"411","2019-07-31",10.24
"412","2019-08-01",10.24
"413","2019-08-02",10.24
"414","2019-08-05",10.24
"415","2019-08-06",10.24
"416","2019-08-07",10.23
"417","2019-08-08",10.23
"418","2019-08-09",10.2
"419","2019-08-12",10.2
"420","2019-08-13",10.2
"421","2019-08-14",10.23
"422","2019-08-15",10.23
"423","2019-08-16",10.22
"424","2019-08-19",10.22
"425","2019-08-20",10.2
"426","2019-08-21",10.21
"427","2019-08-22",10.24
"428","2019-08-23",10.24
"429","2019-08-26",10.23
"430","2019-08-27",10.25
"431","2019-08-28",10.25
"432","2019-08-29",10.25
"433","2019-08-30",10.25
"434","2019-09-03",10.25
"435","2019-09-04",10.24
"436","2019-09-05",10.25
"437","2019-09-06",10.26
"438","2019-09-09",10.27
"439","2019-09-10",10.27
"440","2019-09-11",10.27
"441","2019-09-12",10.27
"442","2019-09-13",10.3
"443","2019-09-16",10.35
"444","2019-09-17",10.32
"445","2019-09-18",10.3
"446","2019-09-19",10.31
"447","2019-09-20",10.33
"448","2019-09-23",10.32
"449","2019-09-24",10.31
"450","2019-09-25",10.33
"451","2019-09-26",10.32
"452","2019-09-27",10.33
"453","2019-09-30",10.33
"454","2019-10-01",10.32
"455","2019-10-02",10.33
"456","2019-10-03",10.32
"457","2019-10-04",10.32
"458","2019-10-07",10.27
"459","2019-10-08",10.28
"460","2019-10-09",10.28
"461","2019-10-10",10.3
"462","2019-10-11",10.3
"463","2019-10-14",10.25
"464","2019-10-15",10.3
"465","2019-10-16",10.25
"466","2019-10-17",10.29
"467","2019-10-18",10.3
"468","2019-10-21",10.3
"469","2019-10-22",10.3
"470","2019-10-23",10.25
"471","2019-10-24",10.25
"472","2019-10-25",10.26
"473","2019-10-28",10.24
"474","2019-10-29",10.24
"475","2019-10-30",10.28
"476","2019-10-31",10.27
"477","2019-11-01",10.27
"478","2019-11-04",10.25
"479","2019-11-05",10.26
"480","2019-11-06",10.26
"481","2019-11-07",10.27
"482","2019-11-08",10.25
"483","2019-11-11",10.26
"484","2019-11-12",10.25
"485","2019-11-13",10.23
"486","2019-11-14",10.24
"487","2019-11-15",10.22
"488","2019-11-18",10.23
"489","2019-11-19",10.23
"490","2019-11-20",10.23
"491","2019-11-21",10.26
"492","2019-11-22",10.23
"493","2019-11-25",10.23
"494","2019-11-26",10.23
"495","2019-11-27",10.25
"496","2019-11-29",10.25
"497","2019-12-02",10.24
"498","2019-12-03",10.25
"499","2019-12-04",10.26
"500","2019-12-05",10.3
"501","2019-12-06",10.27
"502","2019-12-09",10.2
"503","2019-12-10",10.25
"504","2019-12-11",10.24
"505","2019-12-12",10.2
"506","2019-12-13",10.36
"507","2019-12-16",9.98
"508","2019-12-17",9.46
"509","2019-12-18",9.455
"510","2019-12-19",10.28
"511","2019-12-20",10.27
"512","2019-12-23",10.2
"513","2019-12-24",10.26
"514","2019-12-26",10.27
"515","2019-12-27",10.1
"516","2019-12-30",10.28
"517","2019-12-31",10.285
"518","2020-01-02",10.29
"519","2020-01-03",10.26
"520","2020-01-06",10.28
"521","2020-01-07",10.28
"522","2020-01-08",10.29
"523","2020-01-09",10.29
"524","2020-01-10",10.2
"525","2020-01-13",10.23
"526","2020-01-14",10.25
"527","2020-01-15",10
"528","2020-01-16",10.19
"529","2020-01-17",9.9
"530","2020-01-21",10.52
"531","2020-01-22",11.5
"532","2020-01-23",11.83
"533","2020-01-24",11.72
"534","2020-01-27",11.71
"535","2020-01-28",11.8
"536","2020-01-29",17.299999
"537","2020-01-30",19.4
"538","2020-01-31",16.66
"539","2020-02-03",14.25
"540","2020-02-04",12.85
"541","2020-02-05",14.11
"542","2020-02-06",14.23
"543","2020-02-07",14.16
"544","2020-02-10",12.6
"545","2020-02-11",12.81
"546","2020-02-12",14.08
"547","2020-02-13",15.14
"548","2020-02-14",16.27
"549","2020-02-18",16.549999
"550","2020-02-19",17.687
"551","2020-02-20",18.41
"552","2020-02-21",19
"553","2020-02-24",18.5
"554","2020-02-25",19.58
"555","2020-02-26",20.07
"556","2020-02-27",19.15
"557","2020-02-28",19.08
"558","2020-03-02",22.860001
"559","2020-03-03",20.99
"560","2020-03-04",25.1
"561","2020-03-05",23.4
"562","2020-03-06",26.540001
"563","2020-03-09",22.950001
"564","2020-03-10",25.65
"565","2020-03-11",27.98
"566","2020-03-12",23.33
"567","2020-03-13",22.219999
"568","2020-03-16",11.55
"569","2020-03-17",11.69
"570","2020-03-18",10.31
"571","2020-03-19",10.15
"572","2020-03-20",10.15
"573","2020-03-23",11.05
"574","2020-03-24",12.18
"575","2020-03-25",11.75
"576","2020-03-26",11.98
"577","2020-03-27",12.32
"578","2020-03-30",12.12
"579","2020-03-31",12.54
"580","2020-04-01",12.31
"581","2020-04-02",12.27
"582","2020-04-03",11.63
"583","2020-04-06",11.99
"584","2020-04-07",12
"585","2020-04-08",11.8
"586","2020-04-09",11
"587","2020-04-13",11.09
"588","2020-04-14",10.94
"589","2020-04-15",10.42
"590","2020-04-16",10.13
"591","2020-04-17",9.91
"592","2020-04-20",9.58
"593","2020-04-21",9.63
"594","2020-04-22",9.99
"595","2020-04-23",9.98
"596","2020-04-24",10.11
"597","2020-04-27",10.78
"598","2020-04-28",11
"599","2020-04-29",10.93
"600","2020-04-30",10.4
"601","2020-05-01",10.18
"602","2020-05-04",10.64
"603","2020-05-05",10.88
"604","2020-05-06",10.29
"605","2020-05-07",10.19
"606","2020-05-08",11.58
"607","2020-05-11",11.49
"608","2020-05-12",12.22
"609","2020-05-13",11.62
"610","2020-05-14",11.59
"611","2020-05-15",11.98
"612","2020-05-18",11.74
"613","2020-05-19",11.6
"614","2020-05-20",11.34
"615","2020-05-21",11.49
"616","2020-05-22",11.42
"617","2020-05-26",11.52
"618","2020-05-27",11.43
"619","2020-05-28",11.62
"620","2020-05-29",11.5
"621","2020-06-01",12.09
"622","2020-06-02",12.85
"623","2020-06-03",13.35
"624","2020-06-04",13.36
"625","2020-06-05",13.76
"626","2020-06-08",13.87
"627","2020-06-09",14.31
"628","2020-06-10",14.6
"629","2020-06-11",14.34
"630","2020-06-12",14.72
"631","2020-06-15",14.92
"632","2020-06-16",15.45
"633","2020-06-17",16.280001
"634","2020-06-18",16.58
"635","2020-06-19",17.360001
"636","2020-06-22",17.98
"637","2020-06-23",16.120001
"638","2020-06-24",17.02
"639","2020-06-25",17.049999
"640","2020-06-26",16.66
"641","2020-06-29",16.459999
"642","2020-06-30",17.33
"643","2020-07-01",17.290001
"644","2020-07-02",17.01
"645","2020-07-06",17.120001
"646","2020-07-07",16.35
"647","2020-07-08",16.18
"648","2020-07-09",16.01
"649","2020-07-10",15.92
"650","2020-07-13",15.32
"651","2020-07-14",15.9
"652","2020-07-15",15.83
"653","2020-07-16",16.34
"654","2020-07-17",15.62
"655","2020-07-20",15.29
"656","2020-07-21",15.32
"657","2020-07-22",16.139999
"658","2020-07-23",15.65
"659","2020-07-24",15.46
"660","2020-07-27",15.43
"661","2020-07-28",15.31
"662","2020-07-29",16.02
"663","2020-07-30",16.18
"664","2020-07-31",15.35
"665","2020-08-03",15.59
"666","2020-08-04",16.719999
"667","2020-08-05",16.780001
"668","2020-08-06",17.040001
"669","2020-08-07",17.469999
"670","2020-08-10",18.459999
"671","2020-08-11",17.360001
"672","2020-08-12",17.58
"673","2020-08-13",18.959999
"674","2020-08-14",18.75
"675","2020-08-17",18.559999
"676","2020-08-18",18.25
"677","2020-08-19",17.91
"678","2020-08-20",18.129999
"679","2020-08-21",18.42
"680","2020-08-24",17.200001
"681","2020-08-25",17.83
"682","2020-08-26",17.629999
"683","2020-08-27",16.879999
"684","2020-08-28",17.209999
"685","2020-08-31",17.75
"686","2020-09-01",17.93
"687","2020-09-02",17.709999
"688","2020-09-03",17.030001
"689","2020-09-04",16.040001
"690","2020-09-08",15.61
"691","2020-09-09",18.290001
"692","2020-09-10",17.66
"693","2020-09-11",17.5
"694","2020-09-14",17.879999
"695","2020-09-15",17.379999
"696","2020-09-16",17.309999
"697","2020-09-17",17.82
"698","2020-09-18",18.16
"699","2020-09-21",17.67
"700","2020-09-22",17.459999
"701","2020-09-23",16.68
"702","2020-09-24",16.15
"703","2020-09-25",16.450001
"704","2020-09-28",16.709999
"705","2020-09-29",17.389999
"706","2020-09-30",17.08
"707","2020-10-01",18.08
"708","2020-10-02",18.51
"709","2020-10-05",19.4
"710","2020-10-06",18.74
"711","2020-10-07",19.059999
"712","2020-10-08",19.41
"713","2020-10-09",19.43
"714","2020-10-12",19.74
"715","2020-10-13",19.469999
"716","2020-10-14",18.530001
"717","2020-10-15",18.24
"718","2020-10-16",18.139999
"719","2020-10-19",18.190001
"720","2020-10-20",18.280001
"721","2020-10-21",17.91
"722","2020-10-22",17.83
"723","2020-10-23",17.92
"724","2020-10-26",17.49
"725","2020-10-27",17.059999
"726","2020-10-28",16.290001
"727","2020-10-29",16.07
"728","2020-10-30",15.55
"729","2020-11-02",15.96
"730","2020-11-03",16.870001
"731","2020-11-04",17.35
"732","2020-11-05",18.790001
"733","2020-11-06",18.82
"734","2020-11-09",18.82
"735","2020-11-10",19.200001
"736","2020-11-11",19.370001
"737","2020-11-12",19.370001
"738","2020-11-13",19.700001
"739","2020-11-16",20.4
"740","2020-11-17",20.639999
"741","2020-11-18",20.93
"742","2020-11-19",21.379999
"743","2020-11-20",21
"744","2020-11-23",20.030001
"745","2020-11-24",19.950001
"746","2020-11-25",21.040001
"747","2020-11-27",21.92
