"","date","OSUR"
"87","2007-05-08",7.49
"88","2007-05-09",7.72
"89","2007-05-10",7.26
"90","2007-05-11",7.28
"91","2007-05-14",7.18
"92","2007-05-15",7.07
"93","2007-05-16",7.12
"94","2007-05-17",7.04
"95","2007-05-18",7.37
"96","2007-05-21",7.44
"97","2007-05-22",7.57
"98","2007-05-23",7.66
"99","2007-05-24",7.34
"100","2007-05-25",7.56
"101","2007-05-29",7.68
"102","2007-05-30",7.63
"103","2007-05-31",7.66
"104","2007-06-01",7.76
"105","2007-06-04",7.77
"106","2007-06-05",7.62
"107","2007-06-06",7.58
"108","2007-06-07",7.45
"109","2007-06-08",7.6
"110","2007-06-11",7.75
"111","2007-06-12",7.97
"112","2007-06-13",8.22
"113","2007-06-14",8.4
"114","2007-06-15",8.42
"115","2007-06-18",8.35
"116","2007-06-19",8.32
"117","2007-06-20",8.09
"118","2007-06-21",8.09
"119","2007-06-22",8.11
"120","2007-06-25",8.02
"121","2007-06-26",8.19
"122","2007-06-27",8.37
"123","2007-06-28",8.25
"124","2007-06-29",8.18
"125","2007-07-02",8.16
"126","2007-07-03",8.16
"127","2007-07-05",8.22
"128","2007-07-06",8.38
"129","2007-07-09",8.57
"130","2007-07-10",8.54
"131","2007-07-11",8.51
"132","2007-07-12",8.65
"133","2007-07-13",8.64
"134","2007-07-16",8.61
"135","2007-07-17",8.4
"136","2007-07-18",8.58
"137","2007-07-19",8.69
"138","2007-07-20",8.5
"139","2007-07-23",8.59
"140","2007-07-24",8.31
"141","2007-07-25",8.5
"142","2007-07-26",8.38
"143","2007-07-27",8.11
"144","2007-07-30",8.1
"145","2007-07-31",8.01
"146","2007-08-01",8.46
"147","2007-08-02",8.66
"148","2007-08-03",8.82
"149","2007-08-06",9.39
"150","2007-08-07",9.41
"151","2007-08-08",9.58
"152","2007-08-09",9.55
"153","2007-08-10",9.5
"154","2007-08-13",9.34
"155","2007-08-14",9.13
"156","2007-08-15",9.17
"157","2007-08-16",9.49
"158","2007-08-17",9.45
"159","2007-08-20",9.76
"160","2007-08-21",9.74
"161","2007-08-22",9.49
"162","2007-08-23",9.48
"163","2007-08-24",9.6
"164","2007-08-27",9.22
"165","2007-08-28",8.87
"166","2007-08-29",9.3
"167","2007-08-30",9.29
"168","2007-08-31",9.2
"169","2007-09-04",9.41
"170","2007-09-05",9.34
"171","2007-09-06",9.45
"172","2007-09-07",9.22
"173","2007-09-10",9.01
"174","2007-09-11",9.27
"175","2007-09-12",9.07
"176","2007-09-13",9.17
"177","2007-09-14",9.2
"178","2007-09-17",9.13
"179","2007-09-18",9.45
"180","2007-09-19",9.56
"181","2007-09-20",9.35
"182","2007-09-21",9.32
"183","2007-09-24",9.33
"184","2007-09-25",9.36
"185","2007-09-26",9.65
"186","2007-09-27",9.8
"187","2007-09-28",10.05
"188","2007-10-01",10.14
"189","2007-10-02",10.41
"190","2007-10-03",10.18
"191","2007-10-04",10.41
"192","2007-10-05",10.47
"193","2007-10-08",10.52
"194","2007-10-09",10.52
"195","2007-10-10",10.5
"196","2007-10-11",10.29
"197","2007-10-12",10.26
"198","2007-10-15",10.22
"199","2007-10-16",10.16
"200","2007-10-17",10.2
"201","2007-10-18",10.05
"202","2007-10-19",9.77
"203","2007-10-22",9.96
"204","2007-10-23",10.21
"205","2007-10-24",10.14
"206","2007-10-25",10.04
"207","2007-10-26",10.17
"208","2007-10-29",10.04
"209","2007-10-30",9.82
"210","2007-10-31",9.07
"211","2007-11-01",8.91
"212","2007-11-02",9.28
"213","2007-11-05",9.09
"214","2007-11-06",8.97
"215","2007-11-07",8.59
"216","2007-11-08",8.79
"217","2007-11-09",8.91
"218","2007-11-12",9.15
"219","2007-11-13",9.27
"220","2007-11-14",9.13
"221","2007-11-15",8.93
"222","2007-11-16",8.96
"223","2007-11-19",8.73
"224","2007-11-20",8.49
"225","2007-11-21",8.66
"226","2007-11-23",8.71
"227","2007-11-26",8.51
"228","2007-11-27",8.83
"229","2007-11-28",9.19
"230","2007-11-29",9.06
"231","2007-11-30",9.48
"232","2007-12-03",9.06
"233","2007-12-04",8.86
"234","2007-12-05",8.81
"235","2007-12-06",9.23
"236","2007-12-07",9.01
"237","2007-12-10",8.86
"238","2007-12-11",8.69
"239","2007-12-12",8.79
"240","2007-12-13",8.97
"241","2007-12-14",8.7
"242","2007-12-17",8.27
"243","2007-12-18",8.59
"244","2007-12-19",8.46
"245","2007-12-20",8.82
"246","2007-12-21",9.11
"247","2007-12-24",9.15
"248","2007-12-26",9.25
"249","2007-12-27",8.76
"250","2007-12-28",8.87
"251","2007-12-31",8.89
"252","2008-01-02",8.72
"253","2008-01-03",8.69
"254","2008-01-04",8.37
"255","2008-01-07",8.6
"256","2008-01-08",8.43
"257","2008-01-09",8.68
"258","2008-01-10",8.89
"259","2008-01-11",8.82
"260","2008-01-14",8.86
"261","2008-01-15",8.8
"262","2008-01-16",9.11
"263","2008-01-17",8.86
"264","2008-01-18",8.53
"265","2008-01-22",8.25
"266","2008-01-23",8.62
"267","2008-01-24",8.25
"268","2008-01-25",8.23
"269","2008-01-28",8.49
"270","2008-01-29",8.2
"271","2008-01-30",8.05
"272","2008-01-31",7.91
"273","2008-02-01",8.16
"274","2008-02-04",7.8
"275","2008-02-05",7.82
"276","2008-02-06",7.83
"277","2008-02-07",7.74
"278","2008-02-08",7.61
"279","2008-02-11",7.79
"280","2008-02-12",7.49
"281","2008-02-13",7.54
"282","2008-02-14",7.46
"283","2008-02-15",7.42
"284","2008-02-19",7.21
"285","2008-02-20",7.3
"286","2008-02-21",6.91
"287","2008-02-22",6.76
"288","2008-02-25",7.03
"289","2008-02-26",7.11
"290","2008-02-27",7.16
"291","2008-02-28",7.06
"292","2008-02-29",7.14
"293","2008-03-03",6.97
"294","2008-03-04",7.06
"295","2008-03-05",7.09
"296","2008-03-06",6.85
"297","2008-03-07",6.7
"298","2008-03-10",6.52
"299","2008-03-11",6.86
"300","2008-03-12",6.79
"301","2008-03-13",7.03
"302","2008-03-14",6.67
"303","2008-03-17",6.69
"304","2008-03-18",7.08
"305","2008-03-19",7.02
"306","2008-03-20",7.22
"307","2008-03-24",7.58
"308","2008-03-25",7.44
"309","2008-03-26",7.56
"310","2008-03-27",7.46
"311","2008-03-28",7.26
"312","2008-03-31",7.31
"313","2008-04-01",7.75
"314","2008-04-02",7.57
"315","2008-04-03",7.43
"316","2008-04-04",7.55
"317","2008-04-07",7.39
"318","2008-04-08",7.43
"319","2008-04-09",7.2
"320","2008-04-10",7.41
"321","2008-04-11",7.09
"322","2008-04-14",7.02
"323","2008-04-15",6.98
"324","2008-04-16",6.98
"325","2008-04-17",6.58
"326","2008-04-18",6.61
"327","2008-04-21",6.69
"328","2008-04-22",6.5
"329","2008-04-23",6.48
"330","2008-04-24",6.63
"331","2008-04-25",6.66
"332","2008-04-28",6.71
"333","2008-04-29",6.56
"334","2008-04-30",6.46
"335","2008-05-01",6.75
"336","2008-05-02",6.72
"337","2008-05-05",6.67
"338","2008-05-06",6.57
"339","2008-05-07",5.41
"340","2008-05-08",5.46
"341","2008-05-09",5.48
"342","2008-05-12",5.48
"343","2008-05-13",5.45
"344","2008-05-14",5.4
"345","2008-05-15",5.34
"346","2008-05-16",5.37
"347","2008-05-19",5.31
"348","2008-05-20",5.06
"349","2008-05-21",5.05
"350","2008-05-22",5.24
"351","2008-05-23",5.21
"352","2008-05-27",5.34
"353","2008-05-28",5.12
"354","2008-05-29",5.42
"355","2008-05-30",5.44
"356","2008-06-02",5.39
"357","2008-06-03",5.26
"358","2008-06-04",5.35
"359","2008-06-05",5.74
"360","2008-06-06",5.5
"361","2008-06-09",5.18
"362","2008-06-10",5.09
"363","2008-06-11",4.79
"364","2008-06-12",4.76
"365","2008-06-13",5.19
"366","2008-06-16",4.51
"367","2008-06-17",4.47
"368","2008-06-18",4.42
"369","2008-06-19",4.53
"370","2008-06-20",4.26
"371","2008-06-23",4.3
"372","2008-06-24",4.13
"373","2008-06-25",4.2
"374","2008-06-26",4.09
"375","2008-06-27",3.95
"376","2008-06-30",3.74
"377","2008-07-01",3.81
"378","2008-07-02",3.99
"379","2008-07-03",4
"380","2008-07-07",4.03
"381","2008-07-08",4.25
"382","2008-07-09",4.12
"383","2008-07-10",4.18
"384","2008-07-11",4.07
"385","2008-07-14",4.1
"386","2008-07-15",4.2
"387","2008-07-16",4.01
"388","2008-07-17",4
"389","2008-07-18",3.98
"390","2008-07-21",4.11
"391","2008-07-22",4.32
"392","2008-07-23",4.4
"393","2008-07-24",4.43
"394","2008-07-25",4.42
"395","2008-07-28",4.21
"396","2008-07-29",4.34
"397","2008-07-30",4.28
"398","2008-07-31",4.14
"399","2008-08-01",4.31
"400","2008-08-04",4.23
"401","2008-08-05",4.2
"402","2008-08-06",4.08
"403","2008-08-07",4.06
"404","2008-08-08",4.06
"405","2008-08-11",4.4
"406","2008-08-12",4.52
"407","2008-08-13",4.64
"408","2008-08-14",4.77
"409","2008-08-15",4.99
"410","2008-08-18",5
"411","2008-08-19",4.81
"412","2008-08-20",4.81
"413","2008-08-21",4.89
"414","2008-08-22",5.05
"415","2008-08-25",4.95
"416","2008-08-26",4.97
"417","2008-08-27",4.92
"418","2008-08-28",5.02
"419","2008-08-29",4.99
"420","2008-09-02",5.13
"421","2008-09-03",5.09
"422","2008-09-04",4.87
"423","2008-09-05",4.87
"424","2008-09-08",5.01
"425","2008-09-09",4.87
"426","2008-09-10",5
"427","2008-09-11",5.02
"428","2008-09-12",5.07
"429","2008-09-15",4.88
"430","2008-09-16",5.03
"431","2008-09-17",4.8
"432","2008-09-18",5.49
"433","2008-09-19",5.59
"434","2008-09-22",5.18
"435","2008-09-23",5.13
"436","2008-09-24",5.05
"437","2008-09-25",4.99
"438","2008-09-26",5.04
"439","2008-09-29",4.48
"440","2008-09-30",4.92
"441","2008-10-01",4.76
"442","2008-10-02",4.47
"443","2008-10-03",4.27
"444","2008-10-06",4.42
"445","2008-10-07",4.13
"446","2008-10-08",4.07
"447","2008-10-09",3.4
"448","2008-10-10",3.31
"449","2008-10-13",4.08
"450","2008-10-14",3.98
"451","2008-10-15",3.43
"452","2008-10-16",3.88
"453","2008-10-17",4.07
"454","2008-10-20",4.13
"455","2008-10-21",3.99
"456","2008-10-22",3.68
"457","2008-10-23",3.57
"458","2008-10-24",3.73
"459","2008-10-27",3.42
"460","2008-10-28",4.53
"461","2008-10-29",4.24
"462","2008-10-30",4.46
"463","2008-10-31",4.61
"464","2008-11-03",4.51
"465","2008-11-04",4.44
"466","2008-11-05",4.07
"467","2008-11-06",3.65
"468","2008-11-07",3.36
"469","2008-11-10",3.16
"470","2008-11-11",3.07
"471","2008-11-12",2.88
"472","2008-11-13",3.36
"473","2008-11-14",2.93
"474","2008-11-17",2.98
"475","2008-11-18",2.91
"476","2008-11-19",2.58
"477","2008-11-20",2.43
"478","2008-11-21",2.82
"479","2008-11-24",2.85
"480","2008-11-25",3.28
"481","2008-11-26",3.53
"482","2008-11-28",3.44
"483","2008-12-01",2.7
"484","2008-12-02",3.21
"485","2008-12-03",3.45
"486","2008-12-04",3.37
"487","2008-12-05",3.45
"488","2008-12-08",3.8
"489","2008-12-09",3.39
"490","2008-12-10",3.39
"491","2008-12-11",3.06
"492","2008-12-12",3.37
"493","2008-12-15",3.21
"494","2008-12-16",3.87
"495","2008-12-17",3.79
"496","2008-12-18",3.57
"497","2008-12-19",3.69
"498","2008-12-22",3.47
"499","2008-12-23",3.63
"500","2008-12-24",3.58
"501","2008-12-26",3.52
"502","2008-12-29",3.2
"503","2008-12-30",3.35
"504","2008-12-31",3.68
"505","2009-01-02",3.66
"506","2009-01-05",3.65
"507","2009-01-06",3.73
"508","2009-01-07",3.53
"509","2009-01-08",3.7
"510","2009-01-09",3.2
"511","2009-01-12",3.15
"512","2009-01-13",3.21
"513","2009-01-14",3.09
"514","2009-01-15",3.33
"515","2009-01-16",3.41
"516","2009-01-20",2.67
"517","2009-01-21",3.12
"518","2009-01-22",2.82
"519","2009-01-23",2.69
"520","2009-01-26",2.98
"521","2009-01-27",3.19
"522","2009-01-28",3.47
"523","2009-01-29",3.24
"524","2009-01-30",2.88
"525","2009-02-02",2.8
"526","2009-02-03",2.89
"527","2009-02-04",2.56
"528","2009-02-05",2.49
"529","2009-02-06",2.78
"530","2009-02-09",2.66
"531","2009-02-10",2.55
"532","2009-02-11",2.53
"533","2009-02-12",3.39
"534","2009-02-13",3.07
"535","2009-02-17",2.89
"536","2009-02-18",2.9
"537","2009-02-19",2.9
"538","2009-02-20",2.8
"539","2009-02-23",2.68
"540","2009-02-24",2.8
"541","2009-02-25",2.66
"542","2009-02-26",2.59
"543","2009-02-27",2.56
"544","2009-03-02",2.46
"545","2009-03-03",2.32
"546","2009-03-04",2.43
"547","2009-03-05",2.26
"548","2009-03-06",2.32
"549","2009-03-09",2.25
"550","2009-03-10",2.4
"551","2009-03-11",2.31
"552","2009-03-12",2.59
"553","2009-03-13",2.72
"554","2009-03-16",2.56
"555","2009-03-17",2.78
"556","2009-03-18",2.86
"557","2009-03-19",2.67
"558","2009-03-20",2.47
"559","2009-03-23",2.46
"560","2009-03-24",2.61
"561","2009-03-25",2.69
"562","2009-03-26",2.85
"563","2009-03-27",2.69
"564","2009-03-30",2.52
"565","2009-03-31",2.53
"566","2009-04-01",2.72
"567","2009-04-02",2.89
"568","2009-04-03",2.95
"569","2009-04-06",2.84
"570","2009-04-07",2.75
"571","2009-04-08",2.97
"572","2009-04-09",2.93
"573","2009-04-13",2.94
"574","2009-04-14",2.87
"575","2009-04-15",3
"576","2009-04-16",3.27
"577","2009-04-17",3.32
"578","2009-04-20",3.23
"579","2009-04-21",3.43
"580","2009-04-22",3.41
"581","2009-04-23",3.35
"582","2009-04-24",3.42
"583","2009-04-27",3.3
"584","2009-04-28",3.4
"585","2009-04-29",3.61
"586","2009-04-30",3.62
"587","2009-05-01",3.47
"588","2009-05-04",3.57
"589","2009-05-05",3.57
"590","2009-05-06",3.76
"591","2009-05-07",3.69
"592","2009-05-08",3.8
"593","2009-05-11",3.67
"594","2009-05-12",3.61
"595","2009-05-13",3.21
"596","2009-05-14",3.33
"597","2009-05-15",3.14
"598","2009-05-18",3.4
"599","2009-05-19",3.39
"600","2009-05-20",3.26
"601","2009-05-21",3.11
"602","2009-05-22",3.13
"603","2009-05-26",3.44
"604","2009-05-27",3.3
"605","2009-05-28",3.38
"606","2009-05-29",3.64
"607","2009-06-01",3.78
"608","2009-06-02",4
"609","2009-06-03",4.01
"610","2009-06-04",4
"611","2009-06-05",3.98
"612","2009-06-08",3.83
"613","2009-06-09",3.62
"614","2009-06-10",3.51
"615","2009-06-11",3.61
"616","2009-06-12",3.65
"617","2009-06-15",3.45
"618","2009-06-16",3.28
"619","2009-06-17",3.49
"620","2009-06-18",3.57
"621","2009-06-19",3.58
"622","2009-06-22",3.34
"623","2009-06-23",3.29
"624","2009-06-24",3.28
"625","2009-06-25",2.53
"626","2009-06-26",2.63
"627","2009-06-29",2.51
"628","2009-06-30",2.47
"629","2009-07-01",2.62
"630","2009-07-02",2.62
"631","2009-07-06",2.59
"632","2009-07-07",2.46
"633","2009-07-08",2.43
"634","2009-07-09",2.59
"635","2009-07-10",2.5
"636","2009-07-13",2.56
"637","2009-07-14",2.56
"638","2009-07-15",2.63
"639","2009-07-16",2.71
"640","2009-07-17",2.68
"641","2009-07-20",2.68
"642","2009-07-21",2.68
"643","2009-07-22",2.66
"644","2009-07-23",2.75
"645","2009-07-24",2.92
"646","2009-07-27",2.94
"647","2009-07-28",2.92
"648","2009-07-29",2.81
"649","2009-07-30",2.95
"650","2009-07-31",2.84
"651","2009-08-03",2.82
"652","2009-08-04",2.8
"653","2009-08-05",2.68
"654","2009-08-06",2.51
"655","2009-08-07",2.63
"656","2009-08-10",2.66
"657","2009-08-11",2.51
"658","2009-08-12",2.55
"659","2009-08-13",2.51
"660","2009-08-14",2.52
"661","2009-08-17",2.45
"662","2009-08-18",2.49
"663","2009-08-19",2.54
"664","2009-08-20",2.56
"665","2009-08-21",2.55
"666","2009-08-24",2.61
"667","2009-08-25",2.59
"668","2009-08-26",2.67
"669","2009-08-27",2.71
"670","2009-08-28",2.67
"671","2009-08-31",2.64
"672","2009-09-01",2.53
"673","2009-09-02",2.52
"674","2009-09-03",2.52
"675","2009-09-04",2.6
"676","2009-09-08",2.55
"677","2009-09-09",2.7
"678","2009-09-10",2.85
"679","2009-09-11",2.82
"680","2009-09-14",2.8
"681","2009-09-15",2.81
"682","2009-09-16",2.82
"683","2009-09-17",2.79
"684","2009-09-18",2.8
"685","2009-09-21",2.86
"686","2009-09-22",2.81
"687","2009-09-23",2.82
"688","2009-09-24",3.09
"689","2009-09-25",3
"690","2009-09-28",3.07
"691","2009-09-29",2.99
"692","2009-09-30",2.9
"693","2009-10-01",2.85
"694","2009-10-02",2.93
"695","2009-10-05",3.13
"696","2009-10-06",3.18
"697","2009-10-07",3.18
"698","2009-10-08",3.14
"699","2009-10-09",3.41
"700","2009-10-12",3.37
"701","2009-10-13",3.32
"702","2009-10-14",3.37
"703","2009-10-15",3.4
"704","2009-10-16",3.38
"705","2009-10-19",3.44
"706","2009-10-20",3.33
"707","2009-10-21",3.33
"708","2009-10-22",3.38
"709","2009-10-23",3.32
"710","2009-10-26",3.33
"711","2009-10-27",3.32
"712","2009-10-28",3.22
"713","2009-10-29",3.3
"714","2009-10-30",3.26
"715","2009-11-02",3.29
"716","2009-11-03",3.31
"717","2009-11-04",3.31
"718","2009-11-05",3.51
"719","2009-11-06",3.5
"720","2009-11-09",3.6
"721","2009-11-10",3.74
"722","2009-11-11",3.83
"723","2009-11-12",3.75
"724","2009-11-13",3.96
"725","2009-11-16",4.2
"726","2009-11-17",4.4
"727","2009-11-18",4.34
"728","2009-11-19",4.18
"729","2009-11-20",4.15
"730","2009-11-23",4.28
"731","2009-11-24",4.26
"732","2009-11-25",4.1
"733","2009-11-27",3.94
"734","2009-11-30",3.84
"735","2009-12-01",3.92
"736","2009-12-02",3.94
"737","2009-12-03",3.82
"738","2009-12-04",3.9
"739","2009-12-07",4.22
"740","2009-12-08",4.16
"741","2009-12-09",4.28
"742","2009-12-10",4.06
"743","2009-12-11",4.19
"744","2009-12-14",4.28
"745","2009-12-15",4.73
"746","2009-12-16",4.78
"747","2009-12-17",4.74
"748","2009-12-18",4.75
"749","2009-12-21",4.77
"750","2009-12-22",4.87
"751","2009-12-23",5.01
"752","2009-12-24",5.03
"753","2009-12-28",5.18
"754","2009-12-29",5.15
"755","2009-12-30",5.19
"756","2009-12-31",5.08
"757","2010-01-04",5.29
"758","2010-01-05",5.1
"759","2010-01-06",4.94
"760","2010-01-07",4.88
"761","2010-01-08",4.95
"762","2010-01-11",5.09
"763","2010-01-12",5.09
"764","2010-01-13",5.11
"765","2010-01-14",5.29
"766","2010-01-15",5.39
"767","2010-01-19",5.47
"768","2010-01-20",5.3
"769","2010-01-21",5.28
"770","2010-01-22",5.19
"771","2010-01-25",5.17
"772","2010-01-26",5.17
"773","2010-01-27",5.16
"774","2010-01-28",5.06
"775","2010-01-29",5.12
"776","2010-02-01",5.35
"777","2010-02-02",5.31
"778","2010-02-03",5.2
"779","2010-02-04",4.96
"780","2010-02-05",4.9
"781","2010-02-08",4.91
"782","2010-02-09",4.85
"783","2010-02-10",4.95
"784","2010-02-11",4.84
"785","2010-02-12",4.95
"786","2010-02-16",5.01
"787","2010-02-17",5.11
"788","2010-02-18",5.17
"789","2010-02-19",5.26
"790","2010-02-22",5.37
"791","2010-02-23",5.35
"792","2010-02-24",5.49
"793","2010-02-25",5.49
"794","2010-02-26",5.5
"795","2010-03-01",5.87
"796","2010-03-02",5.75
"797","2010-03-03",5.52
"798","2010-03-04",5.36
"799","2010-03-05",5.43
"800","2010-03-08",5.27
"801","2010-03-09",5.35
"802","2010-03-10",5.28
"803","2010-03-11",5.43
"804","2010-03-12",5.35
"805","2010-03-15",5.41
"806","2010-03-16",5.44
"807","2010-03-17",5.55
"808","2010-03-18",5.46
"809","2010-03-19",5.4
"810","2010-03-22",5.58
"811","2010-03-23",5.88
"812","2010-03-24",5.84
"813","2010-03-25",5.95
"814","2010-03-26",5.91
"815","2010-03-29",5.7
"816","2010-03-30",5.78
"817","2010-03-31",5.93
"818","2010-04-01",5.93
"819","2010-04-05",6.03
"820","2010-04-06",6
"821","2010-04-07",6.07
"822","2010-04-08",6.06
"823","2010-04-09",6.24
"824","2010-04-12",6.31
"825","2010-04-13",6.41
"826","2010-04-14",6.74
"827","2010-04-15",6.77
"828","2010-04-16",6.61
"829","2010-04-19",6.36
"830","2010-04-20",6.65
"831","2010-04-21",6.55
"832","2010-04-22",6.5
"833","2010-04-23",6.27
"834","2010-04-26",6.26
"835","2010-04-27",6.1
"836","2010-04-28",6.19
"837","2010-04-29",6.5
"838","2010-04-30",6.34
"839","2010-05-03",6.58
"840","2010-05-04",6.39
"841","2010-05-05",6.3
"842","2010-05-06",5.77
"843","2010-05-07",5.33
"844","2010-05-10",5.54
"845","2010-05-11",5.63
"846","2010-05-12",5.94
"847","2010-05-13",5.66
"848","2010-05-14",5.34
"849","2010-05-17",5.33
"850","2010-05-18",5.27
"851","2010-05-19",5.06
"852","2010-05-20",4.75
"853","2010-05-21",4.66
"854","2010-05-24",4.61
"855","2010-05-25",4.6
"856","2010-05-26",4.56
"857","2010-05-27",4.67
"858","2010-05-28",4.52
"859","2010-06-01",4.36
"860","2010-06-02",4.75
"861","2010-06-03",5
"862","2010-06-04",4.61
"863","2010-06-07",4.36
"864","2010-06-08",4.27
"865","2010-06-09",4.19
"866","2010-06-10",4.3
"867","2010-06-11",4.59
"868","2010-06-14",4.76
"869","2010-06-15",4.87
"870","2010-06-16",5.24
"871","2010-06-17",5.06
"872","2010-06-18",5.19
"873","2010-06-21",4.99
"874","2010-06-22",4.95
"875","2010-06-23",4.85
"876","2010-06-24",4.85
"877","2010-06-25",4.98
"878","2010-06-28",5.04
"879","2010-06-29",4.79
"880","2010-06-30",4.63
"881","2010-07-01",4.56
"882","2010-07-02",4.45
"883","2010-07-06",4.39
"884","2010-07-07",4.66
"885","2010-07-08",4.58
"886","2010-07-09",4.65
"887","2010-07-12",4.42
"888","2010-07-13",4.8
"889","2010-07-14",4.79
"890","2010-07-15",4.55
"891","2010-07-16",4.25
"892","2010-07-19",4.32
"893","2010-07-20",4.46
"894","2010-07-21",4.25
"895","2010-07-22",4.64
"896","2010-07-23",4.86
"897","2010-07-26",5
"898","2010-07-27",4.6
"899","2010-07-28",4.44
"900","2010-07-29",4.54
"901","2010-07-30",4.74
"902","2010-08-02",4.62
"903","2010-08-03",4.44
"904","2010-08-04",4.45
"905","2010-08-05",4.35
"906","2010-08-06",4.14
"907","2010-08-09",4.1
"908","2010-08-10",4.08
"909","2010-08-11",3.74
"910","2010-08-12",3.64
"911","2010-08-13",3.45
"912","2010-08-16",3.48
"913","2010-08-17",3.48
"914","2010-08-18",3.46
"915","2010-08-19",3.37
"916","2010-08-20",3.49
"917","2010-08-23",3.35
"918","2010-08-24",3.35
"919","2010-08-25",3.36
"920","2010-08-26",3.25
"921","2010-08-27",3.37
"922","2010-08-30",3.29
"923","2010-08-31",3.38
"924","2010-09-01",3.61
"925","2010-09-02",3.56
"926","2010-09-03",3.69
"927","2010-09-07",3.38
"928","2010-09-08",3.36
"929","2010-09-09",3.35
"930","2010-09-10",3.4
"931","2010-09-13",3.45
"932","2010-09-14",3.34
"933","2010-09-15",3.36
"934","2010-09-16",3.27
"935","2010-09-17",3.5
"936","2010-09-20",3.75
"937","2010-09-21",3.98
"938","2010-09-22",3.87
"939","2010-09-23",3.78
"940","2010-09-24",4.08
"941","2010-09-27",4.05
"942","2010-09-28",4.16
"943","2010-09-29",4.07
"944","2010-09-30",4.05
"945","2010-10-01",4.07
"946","2010-10-04",4.06
"947","2010-10-05",4.32
"948","2010-10-06",4.55
"949","2010-10-07",4.3
"950","2010-10-08",4.44
"951","2010-10-11",4.52
"952","2010-10-12",4.47
"953","2010-10-13",4.58
"954","2010-10-14",4.57
"955","2010-10-15",4.51
"956","2010-10-18",4.5
"957","2010-10-19",4.3
"958","2010-10-20",4.3
"959","2010-10-21",4.26
"960","2010-10-22",4.2
"961","2010-10-25",4.17
"962","2010-10-26",4.1
"963","2010-10-27",4.04
"964","2010-10-28",4
"965","2010-10-29",4.07
"966","2010-11-01",3.94
"967","2010-11-02",4.17
"968","2010-11-03",4.16
"969","2010-11-04",4.47
"970","2010-11-05",4.48
"971","2010-11-08",4.37
"972","2010-11-09",4.26
"973","2010-11-10",4.66
"974","2010-11-11",4.68
"975","2010-11-12",4.53
"976","2010-11-15",4.53
"977","2010-11-16",4.49
"978","2010-11-17",4.31
"979","2010-11-18",4.44
"980","2010-11-19",4.49
"981","2010-11-22",4.99
"982","2010-11-23",5.2
"983","2010-11-24",5.3
"984","2010-11-26",5.05
"985","2010-11-29",5.22
"986","2010-11-30",5.25
"987","2010-12-01",5.29
"988","2010-12-02",5.29
"989","2010-12-03",5.3
"990","2010-12-06",5.28
"991","2010-12-07",5.23
"992","2010-12-08",5.22
"993","2010-12-09",5.16
"994","2010-12-10",5.22
"995","2010-12-13",5.25
"996","2010-12-14",5.39
"997","2010-12-15",5.47
"998","2010-12-16",5.66
"999","2010-12-17",5.61
"1000","2010-12-20",5.54
