"","date","EDU"
"1","2007-01-03",8.7975
"2","2007-01-04",8.6375
"3","2007-01-05",8.515
"4","2007-01-08",8.64
"5","2007-01-09",8.5
"6","2007-01-10",8.9325
"7","2007-01-11",9.3125
"8","2007-01-12",9.35
"9","2007-01-16",8.8325
"10","2007-01-17",8.89
"11","2007-01-18",8.875
"12","2007-01-19",8.2725
"13","2007-01-22",8.745
"14","2007-01-23",8.7125
"15","2007-01-24",8.8825
"16","2007-01-25",9
"17","2007-01-26",8.8125
"18","2007-01-29",9.2275
"19","2007-01-30",9.2875
"20","2007-01-31",8.9325
"21","2007-02-01",8.7475
"22","2007-02-02",8.8875
"23","2007-02-05",9.2325
"24","2007-02-06",9.31
"25","2007-02-07",10.2
"26","2007-02-08",10.5625
"27","2007-02-09",10.3375
"28","2007-02-12",10.325
"29","2007-02-13",10.0075
"30","2007-02-14",10.0725
"31","2007-02-15",10.2475
"32","2007-02-16",10.4525
"33","2007-02-20",11.135
"34","2007-02-21",10.8075
"35","2007-02-22",10.95
"36","2007-02-23",10.715
"37","2007-02-26",10.88
"38","2007-02-27",10.0025
"39","2007-02-28",10.53
"40","2007-03-01",10.2875
"41","2007-03-02",9.505
"42","2007-03-05",8.7425
"43","2007-03-06",9.15
"44","2007-03-07",9.845
"45","2007-03-08",10.1475
"46","2007-03-09",10.315
"47","2007-03-12",10.35
"48","2007-03-13",9.655
"49","2007-03-14",10.0125
"50","2007-03-15",10
"51","2007-03-16",10.2025
"52","2007-03-19",10.5375
"53","2007-03-20",10.75
"54","2007-03-21",10.75
"55","2007-03-22",10.9225
"56","2007-03-23",10.875
"57","2007-03-26",10.745
"58","2007-03-27",10.8425
"59","2007-03-28",10.7475
"60","2007-03-29",10.405
"61","2007-03-30",10.1325
"62","2007-04-02",10.1625
"63","2007-04-03",10.425
"64","2007-04-04",10.475
"65","2007-04-05",10.6175
"66","2007-04-09",10.555
"67","2007-04-10",10.745
"68","2007-04-11",10.595
"69","2007-04-12",10.7
"70","2007-04-13",10.6725
"71","2007-04-16",11.2825
"72","2007-04-17",11.445
"73","2007-04-18",11.525
"74","2007-04-19",11.3625
"75","2007-04-20",11.5625
"76","2007-04-23",11.7275
"77","2007-04-24",11.5025
"78","2007-04-25",11.64
"79","2007-04-26",11.525
"80","2007-04-27",11.975
"81","2007-04-30",10.9375
"82","2007-05-01",11.3125
"83","2007-05-02",11.5975
"84","2007-05-03",11.975
"85","2007-05-04",11.875
"86","2007-05-07",12
"87","2007-05-08",12.2475
"88","2007-05-09",12.485
"89","2007-05-10",11.9675
"90","2007-05-11",12.2825
"91","2007-05-14",11.9625
"92","2007-05-15",11.7025
"93","2007-05-16",11.75
"94","2007-05-17",11.425
"95","2007-05-18",11.385
"96","2007-05-21",12.0925
"97","2007-05-22",12.51
"98","2007-05-23",11.76
"99","2007-05-24",10.9825
"100","2007-05-25",11.3675
"101","2007-05-29",11.6825
"102","2007-05-30",11.6875
"103","2007-05-31",11.74
"104","2007-06-01",11.865
"105","2007-06-04",11.62
"106","2007-06-05",11.605
"107","2007-06-06",11.5275
"108","2007-06-07",11.2875
"109","2007-06-08",11.42
"110","2007-06-11",12.0075
"111","2007-06-12",11.96
"112","2007-06-13",12.2
"113","2007-06-14",12.125
"114","2007-06-15",12.0975
"115","2007-06-18",12.9225
"116","2007-06-19",12.575
"117","2007-06-20",12.5975
"118","2007-06-21",13.1525
"119","2007-06-22",12.82
"120","2007-06-25",12.6325
"121","2007-06-26",12.3875
"122","2007-06-27",12.1875
"123","2007-06-28",12.9725
"124","2007-06-29",13.43
"125","2007-07-02",14
"126","2007-07-03",13.7075
"127","2007-07-05",13.72
"128","2007-07-06",14.1475
"129","2007-07-09",14.4925
"130","2007-07-10",14.2575
"131","2007-07-11",14.5575
"132","2007-07-12",14.25
"133","2007-07-13",14.6375
"134","2007-07-16",14.315
"135","2007-07-17",13.7975
"136","2007-07-18",13.645
"137","2007-07-19",14.0475
"138","2007-07-20",13.7525
"139","2007-07-23",14.665
"140","2007-07-24",13.015
"141","2007-07-25",13.69
"142","2007-07-26",12.62
"143","2007-07-27",11.775
"144","2007-07-30",12.1725
"145","2007-07-31",12.9425
"146","2007-08-01",12.555
"147","2007-08-02",13.4
"148","2007-08-03",12.6875
"149","2007-08-06",13.055
"150","2007-08-07",13.395
"151","2007-08-08",13.9525
"152","2007-08-09",13.5775
"153","2007-08-10",13.1
"154","2007-08-13",12.97
"155","2007-08-14",12.6025
"156","2007-08-15",12.0475
"157","2007-08-16",11.7075
"158","2007-08-17",12.645
"159","2007-08-20",12.51
"160","2007-08-21",12.415
"161","2007-08-22",13.1975
"162","2007-08-23",12.88
"163","2007-08-24",13.1225
"164","2007-08-27",13.28
"165","2007-08-28",12.7575
"166","2007-08-29",13.3675
"167","2007-08-30",13.06
"168","2007-08-31",13.2375
"169","2007-09-04",13.69
"170","2007-09-05",13.9125
"171","2007-09-06",13.6275
"172","2007-09-07",13.4825
"173","2007-09-10",13.65
"174","2007-09-11",13.93
"175","2007-09-12",14.145
"176","2007-09-13",14.2025
"177","2007-09-14",14.05
"178","2007-09-17",13.8225
"179","2007-09-18",14.18
"180","2007-09-19",14.0825
"181","2007-09-20",14.2225
"182","2007-09-21",14.5575
"183","2007-09-24",14.615
"184","2007-09-25",15.615
"185","2007-09-26",15.71
"186","2007-09-27",15.8675
"187","2007-09-28",16.639999
"188","2007-10-01",16.23
"189","2007-10-02",16.182501
"190","2007-10-03",15.9475
"191","2007-10-04",16.1
"192","2007-10-05",16.4175
"193","2007-10-08",15.7225
"194","2007-10-09",16.3125
"195","2007-10-10",17
"196","2007-10-11",16.497499
"197","2007-10-12",16.702499
"198","2007-10-15",18.799999
"199","2007-10-16",18.83
"200","2007-10-17",18.7875
"201","2007-10-18",18.74
"202","2007-10-19",17.7775
"203","2007-10-22",18.504999
"204","2007-10-23",19.57
"205","2007-10-24",18.9125
"206","2007-10-25",20.9475
"207","2007-10-26",21.275
"208","2007-10-29",22.67
"209","2007-10-30",21.977501
"210","2007-10-31",22.379999
"211","2007-11-01",21.432501
"212","2007-11-02",20.487499
"213","2007-11-05",19.955
"214","2007-11-06",21.135
"215","2007-11-07",20.125
"216","2007-11-08",19.512501
"217","2007-11-09",18.625
"218","2007-11-12",17.1
"219","2007-11-13",19.6675
"220","2007-11-14",18.8375
"221","2007-11-15",18.1
"222","2007-11-16",18.885
"223","2007-11-19",17.3475
"224","2007-11-20",16.897499
"225","2007-11-21",16.465
"226","2007-11-23",17.495001
"227","2007-11-26",17
"228","2007-11-27",17.827499
"229","2007-11-28",17.8675
"230","2007-11-29",18.9375
"231","2007-11-30",20.0175
"232","2007-12-03",20.997499
"233","2007-12-04",21.352501
"234","2007-12-05",21.75
"235","2007-12-06",21.5
"236","2007-12-07",20.342501
"237","2007-12-10",20.379999
"238","2007-12-11",19.790001
"239","2007-12-12",20.299999
"240","2007-12-13",20.112499
"241","2007-12-14",19.772499
"242","2007-12-17",18.3125
"243","2007-12-18",19.2075
"244","2007-12-19",19.5425
"245","2007-12-20",19.532499
"246","2007-12-21",20.815001
"247","2007-12-24",20.612499
"248","2007-12-26",21.014999
"249","2007-12-27",20.112499
"250","2007-12-28",19.98
"251","2007-12-31",20.147499
"252","2008-01-02",19.174999
"253","2008-01-03",19.4825
"254","2008-01-04",20.455
"255","2008-01-07",21.4625
"256","2008-01-08",20.700001
"257","2008-01-09",20.405001
"258","2008-01-10",20.875
"259","2008-01-11",19.9025
"260","2008-01-14",20.227501
"261","2008-01-15",15.8075
"262","2008-01-16",16.022499
"263","2008-01-17",15.04
"264","2008-01-18",14.7425
"265","2008-01-22",13.1
"266","2008-01-23",12.75
"267","2008-01-24",14.485
"268","2008-01-25",14.685
"269","2008-01-28",14.1075
"270","2008-01-29",13.785
"271","2008-01-30",13.0625
"272","2008-01-31",14.175
