"","date","BSX"
"236","2007-12-07",12.73
"237","2007-12-10",13.04
"238","2007-12-11",12.7
"239","2007-12-12",12.63
"240","2007-12-13",12.22
"241","2007-12-14",11.95
"242","2007-12-17",11.47
"243","2007-12-18",11.67
"244","2007-12-19",11.51
"245","2007-12-20",11.59
"246","2007-12-21",11.83
"247","2007-12-24",11.47
"248","2007-12-26",11.86
"249","2007-12-27",11.71
"250","2007-12-28",11.72
"251","2007-12-31",11.63
"252","2008-01-02",11.41
"253","2008-01-03",11.39
"254","2008-01-04",11.31
"255","2008-01-07",11.53
"256","2008-01-08",10.98
"257","2008-01-09",10.98
"258","2008-01-10",11.7
"259","2008-01-11",11.74
"260","2008-01-14",11.93
"261","2008-01-15",11.51
"262","2008-01-16",12.05
"263","2008-01-17",12.35
"264","2008-01-18",12.13
"265","2008-01-22",12.13
"266","2008-01-23",12.09
"267","2008-01-24",11.96
"268","2008-01-25",11.84
"269","2008-01-28",11.85
"270","2008-01-29",11.96
"271","2008-01-30",11.95
"272","2008-01-31",12.15
"273","2008-02-01",12.37
"274","2008-02-04",12.85
"275","2008-02-05",12.77
"276","2008-02-06",12.63
"277","2008-02-07",12.24
"278","2008-02-08",12.33
"279","2008-02-11",12.41
"280","2008-02-12",12.52
"281","2008-02-13",12.59
"282","2008-02-14",12.57
"283","2008-02-15",12.81
"284","2008-02-19",12.75
"285","2008-02-20",12.61
"286","2008-02-21",12.43
"287","2008-02-22",12.31
"288","2008-02-25",13.05
"289","2008-02-26",13.21
"290","2008-02-27",13
"291","2008-02-28",12.72
"292","2008-02-29",12.59
"293","2008-03-03",12.65
"294","2008-03-04",12.75
"295","2008-03-05",12.79
"296","2008-03-06",12.68
"297","2008-03-07",12.35
"298","2008-03-10",12.33
"299","2008-03-11",12.56
"300","2008-03-12",12.75
"301","2008-03-13",12.86
"302","2008-03-14",12.63
"303","2008-03-17",12.2
"304","2008-03-18",12.6
"305","2008-03-19",12.54
"306","2008-03-20",12.43
"307","2008-03-24",12.85
"308","2008-03-25",12.97
"309","2008-03-26",12.74
"310","2008-03-27",12.83
"311","2008-03-28",12.61
"312","2008-03-31",12.87
"313","2008-04-01",13.6
"314","2008-04-02",13.59
"315","2008-04-03",13.52
"316","2008-04-04",14.11
"317","2008-04-07",13.74
"318","2008-04-08",13.63
"319","2008-04-09",13.46
"320","2008-04-10",13.27
"321","2008-04-11",12.88
"322","2008-04-14",12.76
"323","2008-04-15",12.48
"324","2008-04-16",12.58
"325","2008-04-17",12.48
"326","2008-04-18",12.65
"327","2008-04-21",13.03
"328","2008-04-22",12.9
"329","2008-04-23",12.64
"330","2008-04-24",12.6
"331","2008-04-25",12.77
"332","2008-04-28",12.94
"333","2008-04-29",13.28
"334","2008-04-30",13.33
"335","2008-05-01",13.56
"336","2008-05-02",13.42
"337","2008-05-05",13.29
"338","2008-05-06",13.73
"339","2008-05-07",13.42
"340","2008-05-08",13.68
"341","2008-05-09",13.42
"342","2008-05-12",13.41
"343","2008-05-13",13.01
"344","2008-05-14",13.29
"345","2008-05-15",13.43
"346","2008-05-16",13.4
"347","2008-05-19",13.38
"348","2008-05-20",13.55
"349","2008-05-21",13.47
"350","2008-05-22",13.5
"351","2008-05-23",13.12
"352","2008-05-27",13.44
"353","2008-05-28",13.16
"354","2008-05-29",13.27
"355","2008-05-30",13.29
"356","2008-06-02",13.11
"357","2008-06-03",13.4
"358","2008-06-04",13.51
"359","2008-06-05",13.8
"360","2008-06-06",13.49
"361","2008-06-09",13.33
"362","2008-06-10",13.1
"363","2008-06-11",12.84
"364","2008-06-12",13.18
"365","2008-06-13",13.29
"366","2008-06-16",13.64
"367","2008-06-17",13.66
"368","2008-06-18",13.57
"369","2008-06-19",13.27
"370","2008-06-20",12.68
"371","2008-06-23",12.26
"372","2008-06-24",12.49
"373","2008-06-25",12.65
"374","2008-06-26",12.31
"375","2008-06-27",12.23
"376","2008-06-30",12.29
"377","2008-07-01",12.19
"378","2008-07-02",12.41
"379","2008-07-03",12.35
"380","2008-07-07",12.5
"381","2008-07-08",12.85
"382","2008-07-09",12.56
"383","2008-07-10",12.23
"384","2008-07-11",12.09
"385","2008-07-14",12.44
"386","2008-07-15",12.85
"387","2008-07-16",13.49
"388","2008-07-17",13.66
"389","2008-07-18",13.89
"390","2008-07-21",13.8
"391","2008-07-22",12.28
"392","2008-07-23",12.48
"393","2008-07-24",12.19
"394","2008-07-25",12.09
"395","2008-07-28",11.82
"396","2008-07-29",12
"397","2008-07-30",11.75
"398","2008-07-31",11.89
"399","2008-08-01",11.96
"400","2008-08-04",12.13
"401","2008-08-05",12.83
"402","2008-08-06",13.09
"403","2008-08-07",12.78
"404","2008-08-08",13.27
"405","2008-08-11",13.25
"406","2008-08-12",13.23
"407","2008-08-13",13.38
"408","2008-08-14",13.1
"409","2008-08-15",13.22
"410","2008-08-18",12.9
"411","2008-08-19",12.76
"412","2008-08-20",12.76
"413","2008-08-21",13
"414","2008-08-22",12.76
"415","2008-08-25",12.47
"416","2008-08-26",12.45
"417","2008-08-27",12.5
"418","2008-08-28",12.84
"419","2008-08-29",12.56
"420","2008-09-02",12.69
"421","2008-09-03",12.72
"422","2008-09-04",12.26
"423","2008-09-05",12.57
"424","2008-09-08",12.38
"425","2008-09-09",12.4
"426","2008-09-10",12.65
"427","2008-09-11",13.39
"428","2008-09-12",13.51
"429","2008-09-15",13.2
"430","2008-09-16",12.23
"431","2008-09-17",12.07
"432","2008-09-18",13.5
"433","2008-09-19",13.65
"434","2008-09-22",12.47
"435","2008-09-23",12.45
"436","2008-09-24",12.61
"437","2008-09-25",12.98
"438","2008-09-26",12.74
"439","2008-09-29",11.84
"440","2008-09-30",12.27
"441","2008-10-01",11.34
"442","2008-10-02",11.47
"443","2008-10-03",11.05
"444","2008-10-06",10.33
"445","2008-10-07",9.96
"446","2008-10-08",8.95
"447","2008-10-09",8.39
"448","2008-10-10",7.31
"449","2008-10-13",9.22
"450","2008-10-14",9.3
"451","2008-10-15",8.75
"452","2008-10-16",8.64
"453","2008-10-17",8.67
"454","2008-10-20",8.9
"455","2008-10-21",8.62
"456","2008-10-22",8.19
"457","2008-10-23",8.45
"458","2008-10-24",7.93
"459","2008-10-27",7.11
"460","2008-10-28",7.71
"461","2008-10-29",8.03
"462","2008-10-30",8.71
"463","2008-10-31",9.03
"464","2008-11-03",8.84
"465","2008-11-04",8.94
"466","2008-11-05",8.77
"467","2008-11-06",8.17
"468","2008-11-07",8.55
"469","2008-11-10",8.27
"470","2008-11-11",7.88
"471","2008-11-12",7.01
"472","2008-11-13",7.81
"473","2008-11-14",7.39
"474","2008-11-17",7.19
"475","2008-11-18",7.26
"476","2008-11-19",6.55
"477","2008-11-20",5.48
"478","2008-11-21",6.14
"479","2008-11-24",6.04
"480","2008-11-25",6.12
"481","2008-11-26",6.06
"482","2008-11-28",6.17
"483","2008-12-01",5.91
"484","2008-12-02",6.23
"485","2008-12-03",6.91
"486","2008-12-04",6.57
"487","2008-12-05",7.61
"488","2008-12-08",7.53
"489","2008-12-09",7.36
"490","2008-12-10",7.22
"491","2008-12-11",7.26
"492","2008-12-12",7.17
"493","2008-12-15",7.23
"494","2008-12-16",7.43
"495","2008-12-17",7.77
"496","2008-12-18",7.8
"497","2008-12-19",7.78
"498","2008-12-22",7.53
"499","2008-12-23",7.37
"500","2008-12-24",7.44
"501","2008-12-26",7.39
"502","2008-12-29",7.36
"503","2008-12-30",7.39
"504","2008-12-31",7.74
"505","2009-01-02",7.88
"506","2009-01-05",7.56
"507","2009-01-06",7.99
"508","2009-01-07",7.76
"509","2009-01-08",7.8
"510","2009-01-09",7.65
"511","2009-01-12",7.35
"512","2009-01-13",7.43
"513","2009-01-14",7.4
"514","2009-01-15",7.6
"515","2009-01-16",7.87
"516","2009-01-20",7.52
"517","2009-01-21",7.88
"518","2009-01-22",7.94
"519","2009-01-23",7.73
"520","2009-01-26",7.96
"521","2009-01-27",8.5
"522","2009-01-28",8.5
"523","2009-01-29",8.76
"524","2009-01-30",8.87
"525","2009-02-02",8.78
"526","2009-02-03",8.77
"527","2009-02-04",9.11
"528","2009-02-05",9.31
"529","2009-02-06",9.41
"530","2009-02-09",9.18
"531","2009-02-10",8.59
"532","2009-02-11",8.8
"533","2009-02-12",8.8
"534","2009-02-13",8.66
"535","2009-02-17",8.55
"536","2009-02-18",8.46
"537","2009-02-19",8.69
"538","2009-02-20",8.18
"539","2009-02-23",8.06
"540","2009-02-24",8.3
"541","2009-02-25",8.05
"542","2009-02-26",7.44
"543","2009-02-27",7.02
"544","2009-03-02",6.64
"545","2009-03-03",6.78
"546","2009-03-04",7.05
"547","2009-03-05",6.46
"548","2009-03-06",6.33
"549","2009-03-09",6.14
"550","2009-03-10",6.7
"551","2009-03-11",6.79
"552","2009-03-12",7.19
"553","2009-03-13",7.42
"554","2009-03-16",7.6
"555","2009-03-17",7.63
"556","2009-03-18",8.19
"557","2009-03-19",7.77
"558","2009-03-20",7.56
"559","2009-03-23",8.05
"560","2009-03-24",8.19
"561","2009-03-25",8.06
"562","2009-03-26",8.57
"563","2009-03-27",8.2
"564","2009-03-30",7.96
"565","2009-03-31",7.95
"566","2009-04-01",8.23
"567","2009-04-02",8.5
"568","2009-04-03",8.39
"569","2009-04-06",8.46
"570","2009-04-07",8.35
"571","2009-04-08",8.66
"572","2009-04-09",9
"573","2009-04-13",8.98
"574","2009-04-14",8.92
"575","2009-04-15",9.08
"576","2009-04-16",9.05
"577","2009-04-17",9.02
"578","2009-04-20",8.69
"579","2009-04-21",8.45
"580","2009-04-22",8.66
"581","2009-04-23",8.3
"582","2009-04-24",8.39
"583","2009-04-27",8.23
"584","2009-04-28",8.05
"585","2009-04-29",8.32
"586","2009-04-30",8.41
"587","2009-05-01",8.32
"588","2009-05-04",8.67
"589","2009-05-05",8.62
"590","2009-05-06",8.5
"591","2009-05-07",8.79
"592","2009-05-08",9.31
"593","2009-05-11",9.07
"594","2009-05-12",9.01
"595","2009-05-13",8.67
"596","2009-05-14",8.82
"597","2009-05-15",8.76
"598","2009-05-18",8.83
"599","2009-05-19",8.93
"600","2009-05-20",8.87
"601","2009-05-21",8.8
"602","2009-05-22",8.8
"603","2009-05-26",9.01
"604","2009-05-27",8.98
"605","2009-05-28",9.1
"606","2009-05-29",9.4
"607","2009-06-01",9.55
"608","2009-06-02",10.03
"609","2009-06-03",9.71
"610","2009-06-04",9.4
"611","2009-06-05",9.54
"612","2009-06-08",9.41
"613","2009-06-09",9.4
"614","2009-06-10",9.41
"615","2009-06-11",9.35
"616","2009-06-12",9.37
"617","2009-06-15",9
"618","2009-06-16",9.01
"619","2009-06-17",9.22
"620","2009-06-18",9.39
"621","2009-06-19",9.42
"622","2009-06-22",9.24
"623","2009-06-23",9.51
"624","2009-06-24",9.51
"625","2009-06-25",10
"626","2009-06-26",10.35
"627","2009-06-29",10.42
"628","2009-06-30",10.14
"629","2009-07-01",10.11
"630","2009-07-02",9.86
"631","2009-07-06",9.8
"632","2009-07-07",9.95
"633","2009-07-08",9.87
"634","2009-07-09",9.66
"635","2009-07-10",9.63
"636","2009-07-13",9.92
"637","2009-07-14",10.13
"638","2009-07-15",10.18
"639","2009-07-16",10.24
"640","2009-07-17",10.04
"641","2009-07-20",10.3
"642","2009-07-21",10.32
"643","2009-07-22",10.16
"644","2009-07-23",10.43
"645","2009-07-24",10.57
"646","2009-07-27",10.49
"647","2009-07-28",10.7
"648","2009-07-29",10.94
"649","2009-07-30",10.69
"650","2009-07-31",10.74
"651","2009-08-03",11.02
"652","2009-08-04",11
"653","2009-08-05",11.18
"654","2009-08-06",11.17
"655","2009-08-07",11.32
"656","2009-08-10",11.22
"657","2009-08-11",11.03
"658","2009-08-12",11.2
"659","2009-08-13",11.04
"660","2009-08-14",11.14
"661","2009-08-17",10.91
"662","2009-08-18",11.17
"663","2009-08-19",11.24
"664","2009-08-20",11.32
"665","2009-08-21",11.37
"666","2009-08-24",11.46
"667","2009-08-25",11.57
"668","2009-08-26",11.43
"669","2009-08-27",11.49
"670","2009-08-28",11.44
"671","2009-08-31",11.75
"672","2009-09-01",11.25
"673","2009-09-02",11.13
"674","2009-09-03",11.3
"675","2009-09-04",11.36
"676","2009-09-08",11.23
"677","2009-09-09",11.46
"678","2009-09-10",11.64
"679","2009-09-11",11.34
"680","2009-09-14",11.35
"681","2009-09-15",11.16
"682","2009-09-16",11.03
"683","2009-09-17",11.01
"684","2009-09-18",10.97
"685","2009-09-21",11.04
"686","2009-09-22",10.99
"687","2009-09-23",10.82
"688","2009-09-24",10.63
"689","2009-09-25",10.35
"690","2009-09-28",10.81
"691","2009-09-29",10.68
"692","2009-09-30",10.59
"693","2009-10-01",10.25
"694","2009-10-02",10.01
"695","2009-10-05",10.12
"696","2009-10-06",9.95
"697","2009-10-07",10.15
"698","2009-10-08",10.25
"699","2009-10-09",10.29
"700","2009-10-12",10
"701","2009-10-13",9.94
"702","2009-10-14",10.06
"703","2009-10-15",10.1
"704","2009-10-16",10.02
"705","2009-10-19",10.16
"706","2009-10-20",8.57
"707","2009-10-21",8.21
"708","2009-10-22",8.38
"709","2009-10-23",8.75
"710","2009-10-26",8.47
"711","2009-10-27",8.37
"712","2009-10-28",8.12
"713","2009-10-29",8.33
"714","2009-10-30",8.12
"715","2009-11-02",8.21
"716","2009-11-03",7.99
"717","2009-11-04",8.05
"718","2009-11-05",8.05
"719","2009-11-06",8.08
"720","2009-11-09",8.31
"721","2009-11-10",8.27
"722","2009-11-11",8.38
"723","2009-11-12",8.19
"724","2009-11-13",8.26
"725","2009-11-16",8.38
"726","2009-11-17",8.27
"727","2009-11-18",8.39
"728","2009-11-19",8.21
"729","2009-11-20",8.09
"730","2009-11-23",8.16
"731","2009-11-24",8.56
"732","2009-11-25",8.64
"733","2009-11-27",8.5
"734","2009-11-30",8.37
"735","2009-12-01",8.44
"736","2009-12-02",8.59
"737","2009-12-03",8.47
"738","2009-12-04",8.52
"739","2009-12-07",8.5
"740","2009-12-08",8.48
"741","2009-12-09",8.48
"742","2009-12-10",8.72
"743","2009-12-11",8.67
"744","2009-12-14",8.93
"745","2009-12-15",8.86
"746","2009-12-16",8.78
"747","2009-12-17",8.7
"748","2009-12-18",8.9
"749","2009-12-21",8.83
"750","2009-12-22",8.8
"751","2009-12-23",8.82
"752","2009-12-24",8.85
"753","2009-12-28",8.83
"754","2009-12-29",8.82
"755","2009-12-30",9.05
"756","2009-12-31",9
"757","2010-01-04",9.01
"758","2010-01-05",9.04
"759","2010-01-06",9.16
"760","2010-01-07",9.09
"761","2010-01-08",9
"762","2010-01-11",9.07
"763","2010-01-12",9.14
"764","2010-01-13",9.15
"765","2010-01-14",9.51
"766","2010-01-15",9.43
"767","2010-01-19",9.62
"768","2010-01-20",9.48
"769","2010-01-21",9.2
"770","2010-01-22",9
"771","2010-01-25",9.01
"772","2010-01-26",9.03
"773","2010-01-27",8.93
"774","2010-01-28",8.72
"775","2010-01-29",8.63
"776","2010-02-01",8.42
"777","2010-02-02",8.4
"778","2010-02-03",8.36
"779","2010-02-04",8.18
"780","2010-02-05",8.21
"781","2010-02-08",8.15
"782","2010-02-09",8.23
"783","2010-02-10",8.29
"784","2010-02-11",7.47
"785","2010-02-12",7.39
"786","2010-02-16",7.41
"787","2010-02-17",7.75
"788","2010-02-18",7.79
"789","2010-02-19",7.69
"790","2010-02-22",7.87
"791","2010-02-23",7.75
"792","2010-02-24",7.8
"793","2010-02-25",7.73
"794","2010-02-26",7.74
"795","2010-03-01",7.77
"796","2010-03-02",7.82
"797","2010-03-03",7.9
"798","2010-03-04",7.92
"799","2010-03-05",7.89
"800","2010-03-08",7.9
"801","2010-03-09",7.74
"802","2010-03-10",7.65
"803","2010-03-11",7.86
"804","2010-03-12",7.78
"805","2010-03-15",6.8
"806","2010-03-16",7.09
"807","2010-03-17",6.95
"808","2010-03-18",7.07
"809","2010-03-19",7.13
"810","2010-03-22",6.95
"811","2010-03-23",7.02
"812","2010-03-24",7.04
"813","2010-03-25",6.96
"814","2010-03-26",7.01
"815","2010-03-29",7.19
"816","2010-03-30",7.25
"817","2010-03-31",7.22
"818","2010-04-01",7.23
"819","2010-04-05",7.21
"820","2010-04-06",7.14
"821","2010-04-07",7.15
"822","2010-04-08",6.98
"823","2010-04-09",6.97
"824","2010-04-12",6.94
"825","2010-04-13",6.9
"826","2010-04-14",7.16
"827","2010-04-15",7.14
"828","2010-04-16",7.34
"829","2010-04-19",7.35
"830","2010-04-20",7.33
"831","2010-04-21",7.23
"832","2010-04-22",7.21
"833","2010-04-23",7.21
"834","2010-04-26",7.06
"835","2010-04-27",7.1
"836","2010-04-28",6.99
"837","2010-04-29",6.96
"838","2010-04-30",6.88
"839","2010-05-03",6.86
"840","2010-05-04",6.68
"841","2010-05-05",6.76
"842","2010-05-06",6.59
"843","2010-05-07",6.38
"844","2010-05-10",6.6
"845","2010-05-11",6.58
"846","2010-05-12",6.81
"847","2010-05-13",6.85
"848","2010-05-14",6.83
"849","2010-05-17",6.81
"850","2010-05-18",6.69
"851","2010-05-19",6.7
"852","2010-05-20",6.34
"853","2010-05-21",6.24
"854","2010-05-24",6.25
"855","2010-05-25",6.1
"856","2010-05-26",6.04
"857","2010-05-27",6.2
"858","2010-05-28",6.05
"859","2010-06-01",5.97
"860","2010-06-02",6.11
"861","2010-06-03",6.03
"862","2010-06-04",5.74
"863","2010-06-07",5.59
"864","2010-06-08",5.52
"865","2010-06-09",5.44
"866","2010-06-10",5.57
"867","2010-06-11",5.77
"868","2010-06-14",5.82
"869","2010-06-15",6.11
"870","2010-06-16",6.1
"871","2010-06-17",6.11
"872","2010-06-18",6.33
"873","2010-06-21",6.18
"874","2010-06-22",6.02
"875","2010-06-23",6.04
"876","2010-06-24",5.96
"877","2010-06-25",6.11
"878","2010-06-28",6.05
"879","2010-06-29",5.77
"880","2010-06-30",5.8
"881","2010-07-01",5.9
"882","2010-07-02",6.14
"883","2010-07-06",6.03
"884","2010-07-07",6.28
"885","2010-07-08",6.38
"886","2010-07-09",6.46
"887","2010-07-12",6.45
"888","2010-07-13",6.5
"889","2010-07-14",6.52
"890","2010-07-15",6.59
"891","2010-07-16",6.11
"892","2010-07-19",6.11
"893","2010-07-20",6.27
"894","2010-07-21",5.97
"895","2010-07-22",5.93
"896","2010-07-23",5.95
"897","2010-07-26",5.95
"898","2010-07-27",5.9
"899","2010-07-28",5.69
"900","2010-07-29",5.6
"901","2010-07-30",5.6
"902","2010-08-02",5.54
"903","2010-08-03",5.55
"904","2010-08-04",5.75
"905","2010-08-05",5.69
"906","2010-08-06",5.8
"907","2010-08-09",5.88
"908","2010-08-10",5.84
"909","2010-08-11",5.57
"910","2010-08-12",5.52
"911","2010-08-13",5.48
"912","2010-08-16",5.47
"913","2010-08-17",5.8
"914","2010-08-18",5.95
"915","2010-08-19",5.84
"916","2010-08-20",5.69
"917","2010-08-23",5.63
"918","2010-08-24",5.49
"919","2010-08-25",5.45
"920","2010-08-26",5.4
"921","2010-08-27",5.49
"922","2010-08-30",5.4
"923","2010-08-31",5.19
"924","2010-09-01",5.13
"925","2010-09-02",5.31
"926","2010-09-03",5.35
"927","2010-09-07",5.21
"928","2010-09-08",5.15
"929","2010-09-09",5.3
"930","2010-09-10",5.33
"931","2010-09-13",5.24
"932","2010-09-14",5.33
"933","2010-09-15",5.39
"934","2010-09-16",5.45
"935","2010-09-17",5.42
"936","2010-09-20",5.54
"937","2010-09-21",5.59
"938","2010-09-22",5.62
"939","2010-09-23",5.53
"940","2010-09-24",5.75
"941","2010-09-27",5.73
"942","2010-09-28",6.18
"943","2010-09-29",6.11
"944","2010-09-30",6.13
"945","2010-10-01",6.07
"946","2010-10-04",6.08
"947","2010-10-05",6.24
"948","2010-10-06",6.14
"949","2010-10-07",6.16
"950","2010-10-08",6.13
"951","2010-10-11",6.13
"952","2010-10-12",6.13
"953","2010-10-13",6.21
"954","2010-10-14",6.16
"955","2010-10-15",6.15
"956","2010-10-18",6.2
"957","2010-10-19",5.97
"958","2010-10-20",6.3
"959","2010-10-21",6.34
"960","2010-10-22",6.3
"961","2010-10-25",6.31
"962","2010-10-26",6.29
"963","2010-10-27",6.31
"964","2010-10-28",6.38
"965","2010-10-29",6.39
"966","2010-11-01",6.32
"967","2010-11-02",6.44
"968","2010-11-03",6.46
"969","2010-11-04",6.49
"970","2010-11-05",6.92
"971","2010-11-08",6.79
"972","2010-11-09",6.69
"973","2010-11-10",6.84
"974","2010-11-11",6.85
"975","2010-11-12",6.74
"976","2010-11-15",6.69
"977","2010-11-16",6.52
"978","2010-11-17",6.56
"979","2010-11-18",6.56
"980","2010-11-19",6.77
"981","2010-11-22",6.66
"982","2010-11-23",6.57
"983","2010-11-24",6.73
"984","2010-11-26",6.58
"985","2010-11-29",6.5
"986","2010-11-30",6.42
"987","2010-12-01",6.52
"988","2010-12-02",6.67
"989","2010-12-03",6.83
"990","2010-12-06",6.68
"991","2010-12-07",6.62
"992","2010-12-08",6.67
"993","2010-12-09",6.87
"994","2010-12-10",7.11
"995","2010-12-13",7.09
"996","2010-12-14",7.04
"997","2010-12-15",6.97
"998","2010-12-16",7.22
