"","date","ALDX"
"445","2016-02-05",4.15
"446","2016-02-08",3.94
"447","2016-02-09",3.7
"448","2016-02-10",4
"449","2016-02-11",3.9
"450","2016-02-12",3.9
"451","2016-02-16",3.82
"452","2016-02-17",4.5
"453","2016-02-18",4
"454","2016-02-19",4
"455","2016-02-22",4.03
"456","2016-02-23",3.7
"457","2016-02-24",3.52
"458","2016-02-25",3.58
"459","2016-02-26",3.732
"460","2016-02-29",4.9
"461","2016-03-01",4.55
"462","2016-03-02",4.5
"463","2016-03-03",4.42
"464","2016-03-04",4.5
"465","2016-03-07",4.68
"466","2016-03-08",4.49
"467","2016-03-09",4.27
"468","2016-03-10",4.18
"469","2016-03-11",4.29
"470","2016-03-14",4.93
"471","2016-03-15",4.74
"472","2016-03-16",4.59
"473","2016-03-17",4.45
"474","2016-03-18",4.48
"475","2016-03-21",4.49
"476","2016-03-22",4.5
"477","2016-03-23",4.32
"478","2016-03-24",4.3
"479","2016-03-28",4.1
"480","2016-03-29",4.25
"481","2016-03-30",4.05
"482","2016-03-31",4.19
"483","2016-04-01",4.24
"484","2016-04-04",4.5
"485","2016-04-05",4.6
"486","2016-04-06",4.65
"487","2016-04-07",5.25
"488","2016-04-08",5.29
"489","2016-04-11",5.3
"490","2016-04-12",5.37
"491","2016-04-13",5.33
"492","2016-04-14",5.45
"493","2016-04-15",5.59
"494","2016-04-18",5.88
"495","2016-04-19",6.1
"496","2016-04-20",5.8
"497","2016-04-21",5.85
"498","2016-04-22",5.96
"499","2016-04-25",5.9
"500","2016-04-26",5.86
"501","2016-04-27",6.09
"502","2016-04-28",6.1
"503","2016-04-29",6.3
"504","2016-05-02",6.24
"505","2016-05-03",6.33
"506","2016-05-04",6.5
"507","2016-05-05",6.31
"508","2016-05-06",6.19
"509","2016-05-09",6.2
"510","2016-05-10",6
"511","2016-05-11",5.8
"512","2016-05-12",5.52
"513","2016-05-13",5.51
"514","2016-05-16",5.45
"515","2016-05-17",5.4
"516","2016-05-18",5.49
"517","2016-05-19",5.33
"518","2016-05-20",5.25
"519","2016-05-23",5.13
"520","2016-05-24",5.27
"521","2016-05-25",5.58
"522","2016-05-26",5.44
"523","2016-05-27",6.03
"524","2016-05-31",5.81
"525","2016-06-01",5.95
"526","2016-06-02",5.85
"527","2016-06-03",5.62
"528","2016-06-06",5.6
"529","2016-06-07",5.93
"530","2016-06-08",5.73
"531","2016-06-09",5.97
"532","2016-06-10",5.84
"533","2016-06-13",5.76
"534","2016-06-14",5.27
"535","2016-06-15",5.499
"536","2016-06-16",5.25
"537","2016-06-17",5.35
"538","2016-06-20",5.25
"539","2016-06-21",5.02
"540","2016-06-22",5.18
"541","2016-06-23",5.14
"542","2016-06-24",5.3
"543","2016-06-27",5.24
"544","2016-06-28",5.39
"545","2016-06-29",5.5
"546","2016-06-30",5.69
"547","2016-07-01",6.05
"548","2016-07-05",6.14
"549","2016-07-06",6.33
"550","2016-07-07",6.67
"551","2016-07-08",6.8
"552","2016-07-11",6.6
"553","2016-07-12",6.4
"554","2016-07-13",5.88
"555","2016-07-14",6.09
"556","2016-07-15",6.06
"557","2016-07-18",5.87
"558","2016-07-19",5.6
"559","2016-07-20",5.78
"560","2016-07-21",5.7
"561","2016-07-22",5.83
"562","2016-07-25",5.7
"563","2016-07-26",5.9
"564","2016-07-27",5.96
"565","2016-07-28",5.99
"566","2016-07-29",6.15
"567","2016-08-01",6
"568","2016-08-02",5.97
"569","2016-08-03",6
"570","2016-08-04",5.73
"571","2016-08-05",5.94
"572","2016-08-08",5.88
"573","2016-08-09",6
"574","2016-08-10",5.82
"575","2016-08-11",6.02
"576","2016-08-12",5.76
"577","2016-08-15",5.83
"578","2016-08-16",5.74
"579","2016-08-17",5.6
"580","2016-08-18",5.6
"581","2016-08-19",5.51
"582","2016-08-22",5.53
"583","2016-08-23",5.59
"584","2016-08-24",5.46
"585","2016-08-25",5.39
"586","2016-08-26",5.43
"587","2016-08-29",5.49
"588","2016-08-30",5.719
"589","2016-08-31",5.54
"590","2016-09-01",5.37
"591","2016-09-02",5.37
"592","2016-09-06",5.81
"593","2016-09-07",5.58
"594","2016-09-08",5.58
"595","2016-09-09",5.77
"596","2016-09-12",5.53
"597","2016-09-13",5.62
"598","2016-09-14",5.95
"599","2016-09-15",6.11
"600","2016-09-16",6.73
"601","2016-09-19",6.87
"602","2016-09-20",7.35
"603","2016-09-21",7.28
"604","2016-09-22",7.35
"605","2016-09-23",7.45
"606","2016-09-26",7.7
"607","2016-09-27",7.75
"608","2016-09-28",7.49
"609","2016-09-29",7.52
"610","2016-09-30",7.82
"611","2016-10-03",7.48
"612","2016-10-04",7.33
"613","2016-10-05",7.51
"614","2016-10-06",7.08
"615","2016-10-07",7.25
"616","2016-10-10",7.29
"617","2016-10-11",7.23
"618","2016-10-12",7.05
"619","2016-10-13",6.93
"620","2016-10-14",6.93
"621","2016-10-17",6.85
"622","2016-10-18",6.74
"623","2016-10-19",7.005
"624","2016-10-20",6.94
"625","2016-10-21",6.81
"626","2016-10-24",6.86
"627","2016-10-25",6.68
"628","2016-10-26",5.84
"629","2016-10-27",5.7
"630","2016-10-28",5.25
"631","2016-10-31",5.25
"632","2016-11-01",5.4
"633","2016-11-02",5.3
"634","2016-11-03",5.2
"635","2016-11-04",5.3
"636","2016-11-07",5.95
"637","2016-11-08",6.15
"638","2016-11-09",6.2
"639","2016-11-10",6.35
"640","2016-11-11",6.325
"641","2016-11-14",6.85
"642","2016-11-15",6.5
"643","2016-11-16",6.35
"644","2016-11-17",5.75
"645","2016-11-18",6.1
"646","2016-11-21",6.3
"647","2016-11-22",5.9
"648","2016-11-23",5.95
"649","2016-11-25",5.9
"650","2016-11-28",5.55
"651","2016-11-29",5.45
"652","2016-11-30",5.15
"653","2016-12-01",5.05
"654","2016-12-02",5.3
"655","2016-12-05",5.3
"656","2016-12-06",5.45
"657","2016-12-07",5.2
"658","2016-12-08",5
"659","2016-12-09",4.8
"660","2016-12-12",4.7
"661","2016-12-13",4.95
"662","2016-12-14",4.9
"663","2016-12-15",4.8
"664","2016-12-16",4.65
"665","2016-12-19",4.65
"666","2016-12-20",4.65
"667","2016-12-21",4.765
"668","2016-12-22",4.7
"669","2016-12-23",4.85
"670","2016-12-27",4.8
"671","2016-12-28",5
"672","2016-12-29",4.8
"673","2016-12-30",5.35
"674","2017-01-03",5.1
"675","2017-01-04",5.15
"676","2017-01-05",5.3
"677","2017-01-06",5.45
"678","2017-01-09",5.15
"679","2017-01-10",5.25
"680","2017-01-11",5.3
"681","2017-01-12",5.2
"682","2017-01-13",5.35
"683","2017-01-17",5.15
"684","2017-01-18",5.3
"685","2017-01-19",5.3
"686","2017-01-20",5.75
"687","2017-01-23",5.55
"688","2017-01-24",5.7
"689","2017-01-25",5.65
"690","2017-01-26",5.7
"691","2017-01-27",5.9
"692","2017-01-30",5.6
"693","2017-01-31",5.45
"694","2017-02-01",5.35
"695","2017-02-02",5.35
"696","2017-02-03",5
"697","2017-02-06",4.8
"698","2017-02-07",5
"699","2017-02-08",4.85
"700","2017-02-09",4.7
"701","2017-02-10",4.7
"702","2017-02-13",4.74
"703","2017-02-14",4.5
"704","2017-02-15",4.85
"705","2017-02-16",4.95
"706","2017-02-17",5.1
"707","2017-02-21",5.05
"708","2017-02-22",5
"709","2017-02-23",5.05
"710","2017-02-24",4.9
"711","2017-02-27",4.95
"712","2017-02-28",4.95
"713","2017-03-01",4.95
"714","2017-03-02",5.1
"715","2017-03-03",5.1
"716","2017-03-06",5
"717","2017-03-07",4.9
"718","2017-03-08",5.05
"719","2017-03-09",5.2
"720","2017-03-10",5.25
"721","2017-03-13",5.3
"722","2017-03-14",5.2
"723","2017-03-15",5.35
"724","2017-03-16",5.15
"725","2017-03-17",5.3
"726","2017-03-20",5.25
"727","2017-03-21",4.95
"728","2017-03-22",5
"729","2017-03-23",4.946
"730","2017-03-24",5.05
"731","2017-03-27",5.05
"732","2017-03-28",5
"733","2017-03-29",5.15
"734","2017-03-30",5.05
"735","2017-03-31",5
"736","2017-04-03",5.25
"737","2017-04-04",5.2
"738","2017-04-05",4.95
"739","2017-04-06",5
"740","2017-04-07",5.1
"741","2017-04-10",4.9
"742","2017-04-11",4.9
"743","2017-04-12",5
"744","2017-04-13",4.835
"745","2017-04-17",4.85
"746","2017-04-18",4.8
"747","2017-04-19",5.2
"748","2017-04-20",4.35
"749","2017-04-21",4.4
"750","2017-04-24",4.1
"751","2017-04-25",4.3
"752","2017-04-26",4.4
"753","2017-04-27",4.35
"754","2017-04-28",4.35
"755","2017-05-01",4.35
"756","2017-05-02",4.15
"757","2017-05-03",4.125
"758","2017-05-04",4.05
"759","2017-05-05",3.95
"760","2017-05-08",3.95
"761","2017-05-09",4.05
"762","2017-05-10",4.1
"763","2017-05-11",4
"764","2017-05-12",3.95
"765","2017-05-15",4.15
"766","2017-05-16",4.25
"767","2017-05-17",4.45
"768","2017-05-18",4.4
"769","2017-05-19",4.45
"770","2017-05-22",4.35
"771","2017-05-23",4.6
"772","2017-05-24",4.625
"773","2017-05-25",4.75
"774","2017-05-26",4.75
"775","2017-05-30",4.9
"776","2017-05-31",5.05
"777","2017-06-01",5.3
"778","2017-06-02",5.45
"779","2017-06-05",5.2
"780","2017-06-06",5.25
"781","2017-06-07",5.25
"782","2017-06-08",5.15
"783","2017-06-09",5.05
"784","2017-06-12",5.05
"785","2017-06-13",5.1
"786","2017-06-14",4.65
"787","2017-06-15",4.15
"788","2017-06-16",4.3
"789","2017-06-19",4.45
"790","2017-06-20",4.25
"791","2017-06-21",4.2
"792","2017-06-22",4.25
"793","2017-06-23",4.4
"794","2017-06-26",4.45
"795","2017-06-27",4.45
"796","2017-06-28",4.5
"797","2017-06-29",4.55
"798","2017-06-30",4.65
"799","2017-07-03",4.7
"800","2017-07-05",4.7
"801","2017-07-06",4.7
"802","2017-07-07",4.9
"803","2017-07-10",4.9
"804","2017-07-11",4.85
"805","2017-07-12",4.9
"806","2017-07-13",5
"807","2017-07-14",4.95
"808","2017-07-17",4.85
"809","2017-07-18",4.75
"810","2017-07-19",4.875
"811","2017-07-20",4.781
"812","2017-07-21",4.75
"813","2017-07-24",4.7
"814","2017-07-25",4.65
"815","2017-07-26",4.95
"816","2017-07-27",4.75
"817","2017-07-28",4.9
"818","2017-07-31",4.75
"819","2017-08-01",4.7
"820","2017-08-02",4.65
"821","2017-08-03",4.4
"822","2017-08-04",4.4
"823","2017-08-07",4.7
"824","2017-08-08",4.45
"825","2017-08-09",4.35
"826","2017-08-10",4.45
"827","2017-08-11",4.4
"828","2017-08-14",4.3
"829","2017-08-15",4.15
"830","2017-08-16",4.25
"831","2017-08-17",4.3
"832","2017-08-18",4.25
"833","2017-08-21",3.9
"834","2017-08-22",4.15
"835","2017-08-23",4.1
"836","2017-08-24",4.175
"837","2017-08-25",4.2
"838","2017-08-28",4.2
"839","2017-08-29",4.3
"840","2017-08-30",4.25
"841","2017-08-31",4.15
"842","2017-09-01",4.3
"843","2017-09-05",4.3
"844","2017-09-06",4.05
"845","2017-09-07",4.2
"846","2017-09-08",4.15
"847","2017-09-11",4.2
"848","2017-09-12",5.65
"849","2017-09-13",6.35
"850","2017-09-14",10.8
"851","2017-09-15",8.9
"852","2017-09-18",9.1
"853","2017-09-19",7.25
"854","2017-09-20",7.6
"855","2017-09-21",7.95
"856","2017-09-22",8.05
"857","2017-09-25",7.65
"858","2017-09-26",7.2
"859","2017-09-27",7.3
"860","2017-09-28",7.3
"861","2017-09-29",7.2
"862","2017-10-02",7.35
"863","2017-10-03",7.5
"864","2017-10-04",7.65
"865","2017-10-05",7.75
"866","2017-10-06",7.35
"867","2017-10-09",7.75
"868","2017-10-10",7.7
"869","2017-10-11",7.55
"870","2017-10-12",7.3
"871","2017-10-13",7.175
"872","2017-10-16",7
"873","2017-10-17",6.65
"874","2017-10-18",6.45
"875","2017-10-19",6.75
"876","2017-10-20",6.75
"877","2017-10-23",6.35
"878","2017-10-24",6.2
"879","2017-10-25",6.4
"880","2017-10-26",6.25
"881","2017-10-27",6.35
"882","2017-10-30",6.25
"883","2017-10-31",6.3
"884","2017-11-01",6.3
"885","2017-11-02",6.1
"886","2017-11-03",6.2
"887","2017-11-06",6.1
"888","2017-11-07",5.95
"889","2017-11-08",5.8
"890","2017-11-09",5.7
"891","2017-11-10",5.95
"892","2017-11-13",6
"893","2017-11-14",6.05
"894","2017-11-15",6.2
"895","2017-11-16",6.1
"896","2017-11-17",6.15
"897","2017-11-20",6.25
"898","2017-11-21",6.1
"899","2017-11-22",6.35
"900","2017-11-24",6.4
"901","2017-11-27",6.85
"902","2017-11-28",6.8
"903","2017-11-29",6.8
"904","2017-11-30",6.65
"905","2017-12-01",6.5
"906","2017-12-04",6.45
"907","2017-12-05",6.4
"908","2017-12-06",6.4
"909","2017-12-07",6.5
"910","2017-12-08",6.95
"911","2017-12-11",6.8
"912","2017-12-12",6.6
"913","2017-12-13",6.5
"914","2017-12-14",6.5
"915","2017-12-15",6.45
"916","2017-12-18",6.45
"917","2017-12-19",6.45
"918","2017-12-20",6.35
"919","2017-12-21",6.4
"920","2017-12-22",6.7
"921","2017-12-26",6.9
"922","2017-12-27",6.75
"923","2017-12-28",6.55
"924","2017-12-29",6.8
"925","2018-01-02",7
"926","2018-01-03",7
"927","2018-01-04",7.15
"928","2018-01-05",7.1
"929","2018-01-08",6.55
"930","2018-01-09",6.65
"931","2018-01-10",6.75
"932","2018-01-11",6.9
"933","2018-01-12",6.85
"934","2018-01-16",6.6
"935","2018-01-17",6.65
"936","2018-01-18",6.65
"937","2018-01-19",6.9
"938","2018-01-22",7.4
"939","2018-01-23",7.2
"940","2018-01-24",7.35
"941","2018-01-25",7.25
"942","2018-01-26",7.45
"943","2018-01-29",7.6
"944","2018-01-30",7.575
"945","2018-01-31",7.475
"946","2018-02-01",7.5
"947","2018-02-02",7.1
"948","2018-02-05",6.75
"949","2018-02-06",6.75
"950","2018-02-07",7.025
"951","2018-02-08",6.75
"952","2018-02-09",6.8
"953","2018-02-12",7
"954","2018-02-13",7
"955","2018-02-14",7.1
"956","2018-02-15",7.1
"957","2018-02-16",7.25
"958","2018-02-20",7.1
"959","2018-02-21",7.5
"960","2018-02-22",7.449
"961","2018-02-23",7.6
"962","2018-02-26",7.7
"963","2018-02-27",8.65
"964","2018-02-28",8.25
"965","2018-03-01",8.35
"966","2018-03-02",8.4
"967","2018-03-05",8.5
"968","2018-03-06",8.6
"969","2018-03-07",8.55
"970","2018-03-08",8.65
"971","2018-03-09",8.8
"972","2018-03-12",8.9
"973","2018-03-13",8.85
"974","2018-03-14",8.85
"975","2018-03-15",8.75
"976","2018-03-16",8.5
"977","2018-03-19",8.45
"978","2018-03-20",8.15
"979","2018-03-21",8.3
"980","2018-03-22",8.2
"981","2018-03-23",8
"982","2018-03-26",8.35
"983","2018-03-27",7.85
"984","2018-03-28",8.15
"985","2018-03-29",7.5
"986","2018-04-02",7
"987","2018-04-03",6.95
"988","2018-04-04",7.2
"989","2018-04-05",7.05
"990","2018-04-06",7
"991","2018-04-09",6.95
"992","2018-04-10",7.05
"993","2018-04-11",7.05
"994","2018-04-12",7.05
"995","2018-04-13",7.1
"996","2018-04-16",7
"997","2018-04-17",7.05
"998","2018-04-18",7.15
"999","2018-04-19",7.05
"1000","2018-04-20",7
"1001","2018-04-23",7.15
"1002","2018-04-24",7
"1003","2018-04-25",7.2
