"","date","UNTY"
"1","2007-01-03",11.766646
"2","2007-01-04",11.799629
"3","2007-01-05",11.750154
"4","2007-01-08",11.708926
"5","2007-01-09",11.923315
"6","2007-01-10",11.87384
"7","2007-01-11",11.708926
"8","2007-01-12",11.791383
"9","2007-01-16",11.989281
"10","2007-01-17",11.774892
"11","2007-01-18",11.956298
"12","2007-01-19",11.461555
"13","2007-01-22",11.4698
"14","2007-01-23",11.461555
"15","2007-01-24",11.4698
"16","2007-01-25",11.511028
"17","2007-01-26",11.511028
"18","2007-01-29",11.304886
"19","2007-01-30",10.414348
"20","2007-01-31",10.513296
"21","2007-02-01",10.513296
"22","2007-02-02",10.513296
"23","2007-02-05",10.356627
"24","2007-02-06",10.307153
"25","2007-02-07",10.307153
"26","2007-02-08",10.348382
"27","2007-02-09",10.307153
"28","2007-02-12",10.381365
"29","2007-02-13",10.290662
"30","2007-02-14",10.290662
"31","2007-02-15",10.290662
"32","2007-02-16",10.224696
"33","2007-02-20",10.265924
"34","2007-02-21",10.249434
"35","2007-02-22",10.307153
"36","2007-02-23",10.265924
"37","2007-02-26",10.158731
"38","2007-02-27",10.175221
"39","2007-02-28",10.175221
"40","2007-03-01",10.158731
"41","2007-03-02",10.076273
"42","2007-03-05",10.158731
"43","2007-03-06",10.133993
"44","2007-03-07",10.265924
"45","2007-03-08",10.166976
"46","2007-03-09",9.878376
"47","2007-03-12",9.87013
"48","2007-03-13",10.059781
"49","2007-03-14",9.886621
"50","2007-03-15",9.886621
"51","2007-03-16",10.092765
"52","2007-03-19",10.133993
"53","2007-03-20",10.224696
"54","2007-03-21",10.224696
"55","2007-03-22",10.224696
"56","2007-03-23",10.051536
"57","2007-03-26",10.051536
"58","2007-03-27",9.894867
"59","2007-03-28",9.515564
"60","2007-03-29",9.507318
"61","2007-03-30",9.779427
"62","2007-04-02",9.886621
"63","2007-04-03",9.837147
"64","2007-04-04",9.878376
"65","2007-04-05",9.688724
"66","2007-04-09",9.713461
"67","2007-04-10",9.598021
"68","2007-04-11",9.565038
"69","2007-04-12",9.63925
"70","2007-04-13",9.721706
"71","2007-04-16",9.573284
"72","2007-04-17",9.812409
"73","2007-04-18",9.490827
"74","2007-04-19",9.573284
"75","2007-04-20",9.894867
"76","2007-04-23",9.87013
"77","2007-04-24",9.680478
"78","2007-04-25",9.663987
"79","2007-04-26",9.688724
"80","2007-04-27",9.812409
"81","2007-04-30",9.845392
"82","2007-05-01",9.779427
"83","2007-05-02",9.688724
"84","2007-05-03",9.688724
"85","2007-05-04",9.688724
"86","2007-05-07",9.746444
"87","2007-05-08",9.688724
"88","2007-05-09",9.688724
"89","2007-05-10",9.688724
"90","2007-05-11",9.688724
"91","2007-05-14",9.69697
"92","2007-05-15",9.688724
"93","2007-05-16",9.729953
"94","2007-05-17",9.688724
"95","2007-05-18",9.631004
"96","2007-05-21",9.771181
"97","2007-05-22",9.771181
"98","2007-05-23",9.771181
"99","2007-05-24",9.771181
"100","2007-05-25",9.771181
"101","2007-05-29",9.894867
"102","2007-05-30",9.828901
"103","2007-05-31",9.771181
"104","2007-06-01",9.779427
"105","2007-06-04",9.75469
"106","2007-06-05",9.771181
"107","2007-06-06",9.853639
"108","2007-06-07",9.779427
"109","2007-06-08",9.853639
"110","2007-06-11",9.837147
"111","2007-06-12",9.771181
"112","2007-06-13",10.12987
"113","2007-06-14",10.30303
"114","2007-06-15",10.08658
"115","2007-06-18",9.896104
"116","2007-06-19",9.896104
"117","2007-06-20",9.896104
"118","2007-06-21",9.896104
"119","2007-06-22",10.12987
"120","2007-06-25",10.069264
"121","2007-06-26",9.896104
"122","2007-06-27",9.774892
"123","2007-06-28",9.766233
"124","2007-06-29",9.91342
"125","2007-07-02",9.91342
"126","2007-07-03",9.95671
"127","2007-07-05",9.844156
"128","2007-07-06",9.229437
"129","2007-07-09",9.186147
"130","2007-07-10",9.194805
"131","2007-07-11",9.047619
"132","2007-07-12",9.038961
"133","2007-07-13",8.874459
"134","2007-07-16",8.891775
"135","2007-07-17",8.917748
"136","2007-07-18",8.701299
