"","date","MBINP"
"1","2019-03-26",25.01
"2","2019-03-27",25.5
"3","2019-03-28",25.620001
"4","2019-03-29",25.969999
"5","2019-04-01",26.34
"6","2019-04-02",26.120001
"7","2019-04-03",26.219999
"8","2019-04-04",26.219999
"9","2019-04-05",26.219999
"10","2019-04-08",26.15
"11","2019-04-09",26.200001
"12","2019-04-10",26.200001
"13","2019-04-11",26.209999
"14","2019-04-12",26.4
"15","2019-04-15",26.41
"16","2019-04-16",26.450001
"17","2019-04-17",26.6
"18","2019-04-18",26.450001
"19","2019-04-22",26.4
"20","2019-04-23",26.42
"21","2019-04-24",26.65
"22","2019-04-25",26.75
"23","2019-04-26",26.6
"24","2019-04-29",27.011999
"25","2019-04-30",27
"26","2019-05-01",26.85
"27","2019-05-02",26.870001
"28","2019-05-03",26.6
"29","2019-05-06",26.915001
"30","2019-05-07",26.780001
"31","2019-05-08",26.75
"32","2019-05-09",26.700001
"33","2019-05-10",26.75
"34","2019-05-13",26.75
"35","2019-05-14",26.5
"36","2019-05-15",27
"37","2019-05-16",27.1
"38","2019-05-17",26.75
"39","2019-05-20",27.577999
"40","2019-05-21",26.941999
"41","2019-05-22",26.941999
"42","2019-05-23",26.941999
"43","2019-05-24",26.9
"44","2019-05-28",26.889999
"45","2019-05-29",26.799999
"46","2019-05-30",27.25
"47","2019-05-31",27.35
"48","2019-06-03",27.35
"49","2019-06-04",27.35
"50","2019-06-05",27.02
"51","2019-06-06",26.834
"52","2019-06-07",26.834
"53","2019-06-10",26.75
"54","2019-06-11",27.200001
"55","2019-06-12",27.360001
"56","2019-06-13",27.82
"57","2019-06-14",27.25
"58","2019-06-17",26.867001
"59","2019-06-18",27.5
"60","2019-06-19",27.129999
"61","2019-06-20",27.5
"62","2019-06-21",27.5
"63","2019-06-24",27.469999
"64","2019-06-25",26.82
"65","2019-06-26",26.51
"66","2019-06-27",26.51
"67","2019-06-28",26.91
"68","2019-07-01",27
"69","2019-07-02",26.739
"70","2019-07-03",27.25
"71","2019-07-05",27.25
"72","2019-07-08",26.91
"73","2019-07-09",27
"74","2019-07-10",27
"75","2019-07-11",27
"76","2019-07-12",27
"77","2019-07-15",27
"78","2019-07-16",27.4
"79","2019-07-17",27.416
"80","2019-07-18",27.246
"81","2019-07-19",27
"82","2019-07-22",27
"83","2019-07-23",26.6
"84","2019-07-24",27.271
"85","2019-07-25",26.860001
"86","2019-07-26",27.246
"87","2019-07-29",27.4
"88","2019-07-30",27.4
"89","2019-07-31",26.924999
"90","2019-08-01",27
"91","2019-08-02",27.299999
"92","2019-08-05",27.299999
"93","2019-08-06",27.59
"94","2019-08-07",27.106001
"95","2019-08-08",27.106001
"96","2019-08-09",27.25
"97","2019-08-12",27.6
"98","2019-08-13",27.6
"99","2019-08-14",27.6
"100","2019-08-15",27.6
"101","2019-08-16",27.464001
"102","2019-08-19",27.448
"103","2019-08-20",27.1
"104","2019-08-21",27.1
"105","2019-08-22",27.370001
"106","2019-08-23",27.152
"107","2019-08-26",27.304001
"108","2019-08-27",27.6
"109","2019-08-28",27.25
"110","2019-08-29",27.200001
"111","2019-08-30",27.1
"112","2019-09-03",27.135
"113","2019-09-04",27.35
"114","2019-09-05",27.32
"115","2019-09-06",27.120001
"116","2019-09-09",27.120001
"117","2019-09-10",27.5
"118","2019-09-11",27.120001
"119","2019-09-12",28.007999
"120","2019-09-13",26.82
"121","2019-09-16",26.82
"122","2019-09-17",26.82
"123","2019-09-18",27.120001
"124","2019-09-19",27.120001
"125","2019-09-20",27.18
"126","2019-09-23",27.57
"127","2019-09-24",28.049999
"128","2019-09-25",27.18
"129","2019-09-26",27.15
"130","2019-09-27",27
"131","2019-09-30",27
"132","2019-10-01",27
"133","2019-10-02",27
"134","2019-10-03",27
"135","2019-10-04",27.275999
"136","2019-10-07",27.17
"137","2019-10-08",27.336
"138","2019-10-09",27.336
"139","2019-10-10",27.582001
"140","2019-10-11",27.336
"141","2019-10-14",27.336
"142","2019-10-15",27.336
"143","2019-10-16",27.336
"144","2019-10-17",27.336
"145","2019-10-18",27.219999
"146","2019-10-21",27.219999
"147","2019-10-22",27.219999
"148","2019-10-23",27.219999
"149","2019-10-24",27.299999
"150","2019-10-25",27.299999
"151","2019-10-28",27.368
"152","2019-10-29",27.219999
"153","2019-10-30",27.219999
"154","2019-10-31",27.02
"155","2019-11-01",27.537001
"156","2019-11-04",27.537001
"157","2019-11-05",27.537001
"158","2019-11-06",27.25
"159","2019-11-07",27.319
"160","2019-11-08",27.319
"161","2019-11-11",27.319
"162","2019-11-12",26.795
"163","2019-11-13",26.795
"164","2019-11-14",27.028999
"165","2019-11-15",27.028999
"166","2019-11-18",26.75
"167","2019-11-19",26.802
"168","2019-11-20",26.950001
"169","2019-11-21",26.9
"170","2019-11-22",26.9
"171","2019-11-25",26.9
"172","2019-11-26",26.784
"173","2019-11-27",26.784
"174","2019-11-29",26.784
"175","2019-12-02",26.75
"176","2019-12-03",26.832001
"177","2019-12-04",26.938
"178","2019-12-05",27.200001
"179","2019-12-06",27
"180","2019-12-09",27
"181","2019-12-10",27.200001
"182","2019-12-11",26.790001
"183","2019-12-12",26.52
"184","2019-12-13",26.673
"185","2019-12-16",26.808001
"186","2019-12-17",26.85
"187","2019-12-18",27.23
"188","2019-12-19",27
"189","2019-12-20",27.896
"190","2019-12-23",27.415001
"191","2019-12-24",27.6
"192","2019-12-26",27.6
"193","2019-12-27",27
"194","2019-12-30",27
"195","2019-12-31",27.117001
"196","2020-01-02",27.290001
"197","2020-01-03",27.450001
"198","2020-01-06",27.058001
"199","2020-01-07",27.52
"200","2020-01-08",27.191
"201","2020-01-09",27.059999
"202","2020-01-10",27.059999
"203","2020-01-13",27.059999
"204","2020-01-14",27.139999
"205","2020-01-15",27.450001
"206","2020-01-16",27.42
"207","2020-01-17",27.417999
"208","2020-01-21",27.4
"209","2020-01-22",27.169001
"210","2020-01-23",27.23
"211","2020-01-24",27.02
"212","2020-01-27",27.379999
"213","2020-01-28",27.186001
"214","2020-01-29",27.27
"215","2020-01-30",27.27
"216","2020-01-31",27.290001
"217","2020-02-03",27.290001
"218","2020-02-04",28.790001
"219","2020-02-05",27.507999
"220","2020-02-06",27.507999
"221","2020-02-07",27.507999
"222","2020-02-10",27.41
"223","2020-02-11",28.77
"224","2020-02-12",27.559
"225","2020-02-13",27.559
"226","2020-02-14",27.559
"227","2020-02-18",27.555
"228","2020-02-19",27.555
"229","2020-02-20",27.41
"230","2020-02-21",27.884001
"231","2020-02-24",27.884001
"232","2020-02-25",27.447001
"233","2020-02-26",27.447001
"234","2020-02-27",27.299999
"235","2020-02-28",27.299999
"236","2020-03-02",26.549999
"237","2020-03-03",26.799999
"238","2020-03-04",28.110001
"239","2020-03-05",28.110001
"240","2020-03-06",28.110001
"241","2020-03-09",25.889
"242","2020-03-10",25.889
"243","2020-03-11",25.5
"244","2020-03-12",25.02
"245","2020-03-13",25.049999
"246","2020-03-16",22.01
"247","2020-03-17",22.790001
"248","2020-03-18",21.5
"249","2020-03-19",21.973
"250","2020-03-20",21.973
"251","2020-03-23",21.669001
"252","2020-03-24",21.669001
"253","2020-03-25",22.17
"254","2020-03-26",20.450001
"255","2020-03-27",21
"256","2020-03-30",21.5
"257","2020-03-31",21.99
"258","2020-04-01",22.25
"259","2020-04-02",21.99
"260","2020-04-03",21.25
"261","2020-04-06",23
"262","2020-04-07",22.99
"263","2020-04-08",23
"264","2020-04-09",23.5
"265","2020-04-13",24
"266","2020-04-14",24.25
"267","2020-04-15",23.5
"268","2020-04-16",23.9
"269","2020-04-17",23.775
"270","2020-04-20",24
"271","2020-04-21",23.75
"272","2020-04-22",23.5
"273","2020-04-23",23.549999
"274","2020-04-24",23.549999
"275","2020-04-27",24.5
"276","2020-04-28",24.25
"277","2020-04-29",24.799999
"278","2020-04-30",24.018999
"279","2020-05-01",23.952999
"280","2020-05-04",23.952999
"281","2020-05-05",23.65
"282","2020-05-06",23.65
"283","2020-05-07",24.469999
"284","2020-05-08",23.969999
"285","2020-05-11",23.530001
"286","2020-05-12",23.6
"287","2020-05-13",23.299999
"288","2020-05-14",23.1
"289","2020-05-15",22.955999
"290","2020-05-18",23.290001
"291","2020-05-19",23.370001
"292","2020-05-20",23.5
"293","2020-05-21",23.226999
"294","2020-05-22",23.391001
"295","2020-05-26",24.122
"296","2020-05-27",23.950001
"297","2020-05-28",24.99
"298","2020-05-29",24.6
"299","2020-06-01",24.799999
"300","2020-06-02",24.719999
"301","2020-06-03",24.799999
"302","2020-06-04",24.959999
"303","2020-06-05",26.9
"304","2020-06-08",26.9
"305","2020-06-09",26.9
"306","2020-06-10",25.17
"307","2020-06-11",24.6
"308","2020-06-12",24.98
"309","2020-06-15",25
"310","2020-06-16",24.989
"311","2020-06-17",25.299999
"312","2020-06-18",25.979
"313","2020-06-19",24.4
"314","2020-06-22",24.9
"315","2020-06-23",24.768999
"316","2020-06-24",24.940001
"317","2020-06-25",25.809999
"318","2020-06-26",25.6
"319","2020-06-29",24.9
"320","2020-06-30",25.055
"321","2020-07-01",25.049999
"322","2020-07-02",25.1
"323","2020-07-06",24.575001
"324","2020-07-07",25.9
"325","2020-07-08",24.950001
"326","2020-07-09",24.799999
"327","2020-07-10",24.802
"328","2020-07-13",24.799999
"329","2020-07-14",24.200001
"330","2020-07-15",24.299999
"331","2020-07-16",24.469999
"332","2020-07-17",24.4
"333","2020-07-20",24.450001
"334","2020-07-21",24.43
"335","2020-07-22",24.43
"336","2020-07-23",24.299999
"337","2020-07-24",24.146
"338","2020-07-27",24.299999
"339","2020-07-28",24.298
"340","2020-07-29",24.85
"341","2020-07-30",25.15
"342","2020-07-31",25.219999
"343","2020-08-03",25
"344","2020-08-04",25
"345","2020-08-05",25
"346","2020-08-06",25.25
"347","2020-08-07",25
"348","2020-08-10",25.59
"349","2020-08-11",25.476
"350","2020-08-12",25.17
"351","2020-08-13",25.209999
"352","2020-08-14",25.555
"353","2020-08-17",25.4
"354","2020-08-18",25.6
"355","2020-08-19",25.77
"356","2020-08-20",25.26
"357","2020-08-21",25.26
"358","2020-08-24",25.26
"359","2020-08-25",25.83
"360","2020-08-26",26.021999
"361","2020-08-27",25.99
"362","2020-08-28",25.85
"363","2020-08-31",25.754999
"364","2020-09-01",25.754999
"365","2020-09-02",25.559999
"366","2020-09-03",25.82
"367","2020-09-04",26.15
"368","2020-09-08",25.700001
"369","2020-09-09",26.056
"370","2020-09-10",26.059999
"371","2020-09-11",26.200001
"372","2020-09-14",26
"373","2020-09-15",25.9
"374","2020-09-16",26
"375","2020-09-17",25.5
"376","2020-09-18",25.299999
"377","2020-09-21",25.17
"378","2020-09-22",25.450001
"379","2020-09-23",25.23
"380","2020-09-24",25.549999
"381","2020-09-25",25.694
"382","2020-09-28",25.695
"383","2020-09-29",26.049999
"384","2020-09-30",26.200001
"385","2020-10-01",26.110001
"386","2020-10-02",26.33
"387","2020-10-05",26.33
"388","2020-10-06",26.35
"389","2020-10-07",26.75
"390","2020-10-08",26.6
"391","2020-10-09",26.42
"392","2020-10-12",26.120001
"393","2020-10-13",26.120001
"394","2020-10-14",25.91
"395","2020-10-15",26.190001
"396","2020-10-16",26.129999
"397","2020-10-19",25.952999
"398","2020-10-20",26.23
"399","2020-10-21",26.110001
"400","2020-10-22",25.950001
"401","2020-10-23",26.280001
"402","2020-10-26",26.25
"403","2020-10-27",26.254
"404","2020-10-28",26.275
"405","2020-10-29",26.5
"406","2020-10-30",26.5
"407","2020-11-02",26.424999
"408","2020-11-03",26.65
"409","2020-11-04",26.65
"410","2020-11-05",26.392
"411","2020-11-06",26.84
"412","2020-11-09",26.84
"413","2020-11-10",26.889999
"414","2020-11-11",26.98
"415","2020-11-12",26.98
"416","2020-11-13",27
"417","2020-11-16",26.870001
"418","2020-11-17",27.309999
"419","2020-11-18",28
"420","2020-11-19",27.700001
"421","2020-11-20",27.700001
"422","2020-11-23",27.700001
"423","2020-11-24",27.778
"424","2020-11-25",28
"425","2020-11-27",28
