"","date","MA"
"1","2007-01-03",9.641
"2","2007-01-04",10.114
"3","2007-01-05",10.106
"4","2007-01-08",10.108
"5","2007-01-09",10.574
"6","2007-01-10",10.474
"7","2007-01-11",10.55
"8","2007-01-12",10.525
"9","2007-01-16",10.6
"10","2007-01-17",10.904
"11","2007-01-18",10.249
"12","2007-01-19",10.503
"13","2007-01-22",10.761
"14","2007-01-23",10.841
"15","2007-01-24",11.142
"16","2007-01-25",10.787
"17","2007-01-26",10.852
"18","2007-01-29",10.974
"19","2007-01-30",11.075
"20","2007-01-31",11.155
"21","2007-02-01",11.192
"22","2007-02-02",11.096
"23","2007-02-05",11.025
"24","2007-02-06",11.055
"25","2007-02-07",11.19
"26","2007-02-08",11.474
"27","2007-02-09",10.36
"28","2007-02-12",10.208
"29","2007-02-13",10.469
"30","2007-02-14",10.802
"31","2007-02-15",10.804
"32","2007-02-16",10.832
"33","2007-02-20",10.782
"34","2007-02-21",10.729
"35","2007-02-22",10.59
"36","2007-02-23",10.457
"37","2007-02-26",10.406
"38","2007-02-27",10.3
"39","2007-02-28",10.718
"40","2007-03-01",10.629
"41","2007-03-02",10.306
"42","2007-03-05",10.094
"43","2007-03-06",10.399
"44","2007-03-07",9.972
"45","2007-03-08",10.276
"46","2007-03-09",10.236
"47","2007-03-12",10.325
"48","2007-03-13",10.386
"49","2007-03-14",10.55
"50","2007-03-15",10.526
"51","2007-03-16",10.527
"52","2007-03-19",10.689
"53","2007-03-20",10.749
"54","2007-03-21",11.07
"55","2007-03-22",10.957
"56","2007-03-23",10.986
"57","2007-03-26",10.848
"58","2007-03-27",10.725
"59","2007-03-28",10.668
"60","2007-03-29",10.719
"61","2007-03-30",10.624
"62","2007-04-02",10.696
"63","2007-04-03",10.853
"64","2007-04-04",10.721
"65","2007-04-05",10.801
"66","2007-04-09",10.834
"67","2007-04-10",11.001
"68","2007-04-11",10.981
"69","2007-04-12",10.982
"70","2007-04-13",10.94
"71","2007-04-16",10.94
"72","2007-04-17",10.965
"73","2007-04-18",10.921
"74","2007-04-19",10.933
"75","2007-04-20",11.01
"76","2007-04-23",11.004
"77","2007-04-24",10.81
"78","2007-04-25",10.934
"79","2007-04-26",10.856
"80","2007-04-27",11.41
"81","2007-04-30",11.168
"82","2007-05-01",11.485
"83","2007-05-02",12.635
"84","2007-05-03",13.482
"85","2007-05-04",13.466
"86","2007-05-07",13.411
"87","2007-05-08",13.705
"88","2007-05-09",13.955
"89","2007-05-10",13.882
"90","2007-05-11",13.883
"91","2007-05-14",13.535
"92","2007-05-15",13.544
"93","2007-05-16",13.619
"94","2007-05-17",13.609
"95","2007-05-18",13.805
"96","2007-05-21",13.951
"97","2007-05-22",13.873
"98","2007-05-23",14.013
"99","2007-05-24",13.898
"100","2007-05-25",13.907
"101","2007-05-29",14.406
"102","2007-05-30",14.713
"103","2007-05-31",14.955
"104","2007-06-01",15.11
"105","2007-06-04",15.125
"106","2007-06-05",14.92
"107","2007-06-06",14.702
"108","2007-06-07",13.941
"109","2007-06-08",14.358
"110","2007-06-11",14.16
"111","2007-06-12",14.531
"112","2007-06-13",15.03
"113","2007-06-14",15.029
"114","2007-06-15",15.765
"115","2007-06-18",16.462
"116","2007-06-19",16.527
"117","2007-06-20",16.346001
"118","2007-06-21",16.469
"119","2007-06-22",16.843
"120","2007-06-25",16.195
"121","2007-06-26",16.181999
"122","2007-06-27",16.302999
"123","2007-06-28",16.478001
"124","2007-06-29",16.587
"125","2007-07-02",16.618
"126","2007-07-03",16.221001
"127","2007-07-05",16.171
"128","2007-07-06",16.190001
"129","2007-07-09",16.122
"130","2007-07-10",15.835
"131","2007-07-11",15.635
"132","2007-07-12",16.787001
"133","2007-07-13",16.921
"134","2007-07-16",16.971001
"135","2007-07-17",16.924
"136","2007-07-18",16.882999
"137","2007-07-19",16.743
"138","2007-07-20",16.528
"139","2007-07-23",16.76
"140","2007-07-24",15.877
"141","2007-07-25",16.110001
"142","2007-07-26",15.872
"143","2007-07-27",15.403
"144","2007-07-30",16.459
"145","2007-07-31",16.08
"146","2007-08-01",15
"147","2007-08-02",14.262
"148","2007-08-03",13.126
"149","2007-08-06",13.762
"150","2007-08-07",14.427
"151","2007-08-08",14.802
"152","2007-08-09",14.128
"153","2007-08-10",13.84
"154","2007-08-13",13.659
"155","2007-08-14",13.352
"156","2007-08-15",12.904
"157","2007-08-16",13
"158","2007-08-17",13.7
"159","2007-08-20",13.79
"160","2007-08-21",14.016
"161","2007-08-22",14.482
"162","2007-08-23",14.229
"163","2007-08-24",13.983
"164","2007-08-27",13.825
"165","2007-08-28",13.212
"166","2007-08-29",13.342
"167","2007-08-30",13.247
"168","2007-08-31",13.699
"169","2007-09-04",13.824
"170","2007-09-05",13.556
"171","2007-09-06",13.477
"172","2007-09-07",13.021
"173","2007-09-10",12.971
"174","2007-09-11",13.217
"175","2007-09-12",13.683
"176","2007-09-13",13.95
"177","2007-09-14",13.785
"178","2007-09-17",13.672
"179","2007-09-18",14.581
"180","2007-09-19",14.95
"181","2007-09-20",14.951
"182","2007-09-21",14.656
"183","2007-09-24",14.226
"184","2007-09-25",14.299
"185","2007-09-26",14.285
"186","2007-09-27",14.8
"187","2007-09-28",14.797
"188","2007-10-01",15.337
"189","2007-10-02",15.298
"190","2007-10-03",15.694
"191","2007-10-04",16.155001
"192","2007-10-05",16.246
"193","2007-10-08",16.236
"194","2007-10-09",16.268999
"195","2007-10-10",16.482
"196","2007-10-11",16.184
"197","2007-10-12",16.320999
"198","2007-10-15",15.791
"199","2007-10-16",15.56
"200","2007-10-17",15.461
"201","2007-10-18",15.372
"202","2007-10-19",15.16
"203","2007-10-22",14.659
"204","2007-10-23",14.833
"205","2007-10-24",14.73
"206","2007-10-25",15.138
"207","2007-10-26",15.703
"208","2007-10-29",15.735
"209","2007-10-30",15.715
"210","2007-10-31",18.990999
"211","2007-11-01",18.948
"212","2007-11-02",19.004
"213","2007-11-05",18.593
"214","2007-11-06",19.940001
"215","2007-11-07",19.948
"216","2007-11-08",19.143999
"217","2007-11-09",19.299999
"218","2007-11-12",18.188
"219","2007-11-13",18.881001
"220","2007-11-14",18.677
"221","2007-11-15",18.488001
"222","2007-11-16",18.487
"223","2007-11-19",18.190001
"224","2007-11-20",18.212
"225","2007-11-21",18.091999
"226","2007-11-23",18.110001
"227","2007-11-26",18.121
"228","2007-11-27",18.386
"229","2007-11-28",19.559999
"230","2007-11-29",19.774
"231","2007-11-30",20.065001
"232","2007-12-03",20.188
"233","2007-12-04",19.579
"234","2007-12-05",20.007
"235","2007-12-06",20.601999
"236","2007-12-07",20.959999
"237","2007-12-10",21.546
"238","2007-12-11",21.75
"239","2007-12-12",21.389999
"240","2007-12-13",22.32
"241","2007-12-14",21.656
"242","2007-12-17",20.493
"243","2007-12-18",20.177
"244","2007-12-19",21.233999
"245","2007-12-20",20.674999
"246","2007-12-21",21.235001
"247","2007-12-24",21.212
"248","2007-12-26",20.948
"249","2007-12-27",21.003
"250","2007-12-28",21
"251","2007-12-31",21.52
"252","2008-01-02",21.468
"253","2008-01-03",21.212
"254","2008-01-04",20.118999
"255","2008-01-07",20.051001
"256","2008-01-08",19.799999
"257","2008-01-09",19.658001
"258","2008-01-10",19.599001
"259","2008-01-11",17.917
"260","2008-01-14",17.822001
"261","2008-01-15",17.5
"262","2008-01-16",17.552999
"263","2008-01-17",17.688
"264","2008-01-18",17.462
"265","2008-01-22",18.216999
"266","2008-01-23",19.259001
"267","2008-01-24",19.177999
"268","2008-01-25",19.343
"269","2008-01-28",18.9
"270","2008-01-29",19.146
"271","2008-01-30",18.9
"272","2008-01-31",20.700001
"273","2008-02-01",21.542
"274","2008-02-04",21.6
"275","2008-02-05",20.677999
"276","2008-02-06",20.495001
"277","2008-02-07",20.087999
"278","2008-02-08",20.561001
"279","2008-02-11",20.611
"280","2008-02-12",20.4
"281","2008-02-13",20.476
"282","2008-02-14",20.223
"283","2008-02-15",20.6
"284","2008-02-19",20.42
"285","2008-02-20",20.822001
"286","2008-02-21",20.448
"287","2008-02-22",20.348
"288","2008-02-25",19.844999
"289","2008-02-26",19.587999
"290","2008-02-27",19.118999
"291","2008-02-28",19.469999
"292","2008-02-29",19
"293","2008-03-03",18.856001
"294","2008-03-04",19.247
"295","2008-03-05",19.1
"296","2008-03-06",18.999001
"297","2008-03-07",19.250999
"298","2008-03-10",19.15
"299","2008-03-11",19.584
"300","2008-03-12",20.389999
"301","2008-03-13",20.972
"302","2008-03-14",20.865
"303","2008-03-17",20.152
"304","2008-03-18",21.025
"305","2008-03-19",20.839001
"306","2008-03-20",22.038
"307","2008-03-24",21.65
"308","2008-03-25",22.497999
"309","2008-03-26",22.285
"310","2008-03-27",22.07
"311","2008-03-28",21.76
"312","2008-03-31",22.299
"313","2008-04-01",22.959999
"314","2008-04-02",22.375
"315","2008-04-03",23.125
"316","2008-04-04",22.657
"317","2008-04-07",22.625
"318","2008-04-08",23.146999
"319","2008-04-09",22.875
"320","2008-04-10",22.892
"321","2008-04-11",22.860001
"322","2008-04-14",22.709999
"323","2008-04-15",22.468
"324","2008-04-16",23.047001
"325","2008-04-17",23.049999
"326","2008-04-18",23.371
"327","2008-04-21",23.6
"328","2008-04-22",23.462
"329","2008-04-23",23.393999
"330","2008-04-24",23.955
"331","2008-04-25",23.739
"332","2008-04-28",24.25
"333","2008-04-29",27.398001
"334","2008-04-30",27.816
"335","2008-05-01",29.393999
"336","2008-05-02",28.504
"337","2008-05-05",29.08
"338","2008-05-06",29.601999
"339","2008-05-07",29.101
"340","2008-05-08",29.341
"341","2008-05-09",28.684999
"342","2008-05-12",29.025999
"343","2008-05-13",28.879999
"344","2008-05-14",28.646
"345","2008-05-15",28.677
"346","2008-05-16",28.34
"347","2008-05-19",28
"348","2008-05-20",27.764999
"349","2008-05-21",27.865
"350","2008-05-22",27.59
"351","2008-05-23",27.322001
"352","2008-05-27",27.875999
"353","2008-05-28",28.688999
"354","2008-05-29",30.9
"355","2008-05-30",30.865
"356","2008-06-02",32
"357","2008-06-03",30.74
"358","2008-06-04",29.74
"359","2008-06-05",30.615999
"360","2008-06-06",29.573
"361","2008-06-09",29.139999
"362","2008-06-10",28.605
"363","2008-06-11",27.921
"364","2008-06-12",28.440001
"365","2008-06-13",29.246
"366","2008-06-16",29.447001
"367","2008-06-17",29.221001
"368","2008-06-18",29.309
"369","2008-06-19",29.26
"370","2008-06-20",28.400999
"371","2008-06-23",28.252001
"372","2008-06-24",28.037001
"373","2008-06-25",28.979
"374","2008-06-26",27.573
"375","2008-06-27",27.172001
"376","2008-06-30",26.552
"377","2008-07-01",26.334999
"378","2008-07-02",25.549
"379","2008-07-03",25.374001
"380","2008-07-07",24.610001
"381","2008-07-08",26.424999
"382","2008-07-09",25.125
"383","2008-07-10",25.32
"384","2008-07-11",25.735001
"385","2008-07-14",25.75
"386","2008-07-15",25.037001
"387","2008-07-16",27.120001
"388","2008-07-17",28.6
"389","2008-07-18",28.086
"390","2008-07-21",26.790001
"391","2008-07-22",27.385
"392","2008-07-23",27.1
"393","2008-07-24",25.848
"394","2008-07-25",26.355
"395","2008-07-28",25.370001
"396","2008-07-29",26.209999
"397","2008-07-30",27.073
"398","2008-07-31",24.415001
"399","2008-08-01",23.726999
"400","2008-08-04",23.091999
"401","2008-08-05",23.711
"402","2008-08-06",23.200001
"403","2008-08-07",22.5
"404","2008-08-08",23.212999
"405","2008-08-11",23.514999
"406","2008-08-12",23.091999
"407","2008-08-13",23.35
"408","2008-08-14",23.587999
"409","2008-08-15",23.895
"410","2008-08-18",23.791
"411","2008-08-19",23.857
"412","2008-08-20",24.332001
"413","2008-08-21",24.125999
"414","2008-08-22",24.164
"415","2008-08-25",23.42
"416","2008-08-26",23.674999
"417","2008-08-27",23.697001
"418","2008-08-28",24.247999
"419","2008-08-29",24.254999
"420","2008-09-02",23.92
"421","2008-09-03",22.962999
"422","2008-09-04",21.603001
"423","2008-09-05",22.143999
"424","2008-09-08",21.941
"425","2008-09-09",20.67
"426","2008-09-10",21.332001
"427","2008-09-11",22.559999
"428","2008-09-12",22.382
"429","2008-09-15",21.177
"430","2008-09-16",21.481001
"431","2008-09-17",19.6
"432","2008-09-18",20.853001
"433","2008-09-19",22.518
"434","2008-09-22",20.238001
"435","2008-09-23",19.799999
"436","2008-09-24",19.434999
"437","2008-09-25",19.035999
"438","2008-09-26",18.507
"439","2008-09-29",16.802999
"440","2008-09-30",17.733
"441","2008-10-01",17.134001
"442","2008-10-02",16.013
"443","2008-10-03",16.02
"444","2008-10-06",16.740999
"445","2008-10-07",15.87
"446","2008-10-08",16.354
"447","2008-10-09",15.57
"448","2008-10-10",15.171
"449","2008-10-13",17.360001
"450","2008-10-14",17.407
"451","2008-10-15",15.355
"452","2008-10-16",15.668
"453","2008-10-17",15.675
"454","2008-10-20",15.014
"455","2008-10-21",14.978
"456","2008-10-22",14.093
"457","2008-10-23",13.6
"458","2008-10-24",13.062
"459","2008-10-27",12.635
"460","2008-10-28",13.601
"461","2008-10-29",13.573
"462","2008-10-30",14.006
"463","2008-10-31",14.782
"464","2008-11-03",14.389
"465","2008-11-04",17.024
"466","2008-11-05",15.587
"467","2008-11-06",14.33
"468","2008-11-07",14.773
"469","2008-11-10",14.285
"470","2008-11-11",14.15
"471","2008-11-12",13.647
"472","2008-11-13",14.699
"473","2008-11-14",14.368
"474","2008-11-17",13.574
"475","2008-11-18",14.14
"476","2008-11-19",12.954
"477","2008-11-20",12.109
"478","2008-11-21",12.654
"479","2008-11-24",13.147
"480","2008-11-25",13.906
"481","2008-11-26",14.556
"482","2008-11-28",14.53
"483","2008-12-01",13.099
"484","2008-12-02",13.397
"485","2008-12-03",13.794
"486","2008-12-04",13.327
"487","2008-12-05",14.012
"488","2008-12-08",14.73
"489","2008-12-09",14.321
"490","2008-12-10",14.5
"491","2008-12-11",13.836
"492","2008-12-12",13.881
"493","2008-12-15",13.929
"494","2008-12-16",14.81
"495","2008-12-17",14.868
"496","2008-12-18",14.881
"497","2008-12-19",15.234
"498","2008-12-22",14.52
"499","2008-12-23",14.162
"500","2008-12-24",14.223
"501","2008-12-26",14.093
"502","2008-12-29",13.934
"503","2008-12-30",13.909
"504","2008-12-31",14.293
"505","2009-01-02",14.978
"506","2009-01-05",15.326
"507","2009-01-06",16.202
"508","2009-01-07",15.207
"509","2009-01-08",15.278
"510","2009-01-09",15.004
"511","2009-01-12",14.804
"512","2009-01-13",15.044
"513","2009-01-14",14.53
"514","2009-01-15",13.03
"515","2009-01-16",12.822
"516","2009-01-20",11.918
"517","2009-01-21",13.21
"518","2009-01-22",12.885
"519","2009-01-23",12.545
"520","2009-01-26",12.312
"521","2009-01-27",12.676
"522","2009-01-28",13.366
"523","2009-01-29",12.909
"524","2009-01-30",13.578
"525","2009-02-02",13.698
"526","2009-02-03",13.97
"527","2009-02-04",14.015
"528","2009-02-05",15.984
"529","2009-02-06",16.25
"530","2009-02-09",16.202
"531","2009-02-10",15.797
"532","2009-02-11",16.398001
"533","2009-02-12",16.18
"534","2009-02-13",16.190001
"535","2009-02-17",15.509
"536","2009-02-18",15.904
"537","2009-02-19",15.455
"538","2009-02-20",15.801
"539","2009-02-23",15.258
"540","2009-02-24",16.127001
"541","2009-02-25",16.257
"542","2009-02-26",15.57
"543","2009-02-27",15.803
"544","2009-03-02",15.063
"545","2009-03-03",15.101
"546","2009-03-04",15.048
"547","2009-03-05",14.692
"548","2009-03-06",14.244
"549","2009-03-09",14.244
"550","2009-03-10",14.848
"551","2009-03-11",14.784
"552","2009-03-12",15.707
"553","2009-03-13",15.831
"554","2009-03-16",15.369
"555","2009-03-17",16.238001
"556","2009-03-18",15.975
"557","2009-03-19",15.41
"558","2009-03-20",15.553
"559","2009-03-23",16.289
"560","2009-03-24",16.288
"561","2009-03-25",16.452999
"562","2009-03-26",16.988001
"563","2009-03-27",16.747
"564","2009-03-30",16.305
"565","2009-03-31",16.747999
"566","2009-04-01",16.007999
"567","2009-04-02",16.566
"568","2009-04-03",17.405001
"569","2009-04-06",17.153
"570","2009-04-07",16.576
"571","2009-04-08",16.733
"572","2009-04-09",17.246
"573","2009-04-13",17.606001
"574","2009-04-14",16.610001
"575","2009-04-15",16.546
"576","2009-04-16",16.17
"577","2009-04-17",16.306
"578","2009-04-20",15.185
"579","2009-04-21",16.437
"580","2009-04-22",16.077
"581","2009-04-23",16.525
"582","2009-04-24",17.309
"583","2009-04-27",16.555
"584","2009-04-28",16.754
"585","2009-04-29",17.820999
"586","2009-04-30",18.344999
"587","2009-05-01",17.290001
"588","2009-05-04",17.899
"589","2009-05-05",18.341
"590","2009-05-06",18.343
"591","2009-05-07",18.077999
"592","2009-05-08",18.507999
"593","2009-05-11",18.098
"594","2009-05-12",17.82
"595","2009-05-13",17.076
"596","2009-05-14",17.334999
"597","2009-05-15",17.313
"598","2009-05-18",17.34
"599","2009-05-19",16.673
"600","2009-05-20",16.962999
"601","2009-05-21",17.169001
"602","2009-05-22",16.836
"603","2009-05-26",16.861
"604","2009-05-27",16.738001
"605","2009-05-28",17.211
"606","2009-05-29",17.632999
"607","2009-06-01",17.372999
"608","2009-06-02",16.839001
"609","2009-06-03",16.750999
"610","2009-06-04",16.84
"611","2009-06-05",16.768
"612","2009-06-08",16.597
"613","2009-06-09",16.818001
"614","2009-06-10",17.360001
"615","2009-06-11",16.995001
"616","2009-06-12",16.705999
"617","2009-06-15",16.646999
"618","2009-06-16",16.356001
"619","2009-06-17",16.426001
"620","2009-06-18",16.339001
"621","2009-06-19",16.135
"622","2009-06-22",15.678
"623","2009-06-23",16.013
"624","2009-06-24",16.106001
"625","2009-06-25",16.427999
"626","2009-06-26",16.891001
"627","2009-06-29",16.815001
"628","2009-06-30",16.731001
"629","2009-07-01",16.584
"630","2009-07-02",16.628
"631","2009-07-06",16.681
"632","2009-07-07",16.1
"633","2009-07-08",16.07
"634","2009-07-09",16.280001
"635","2009-07-10",16.056
"636","2009-07-13",16.552
"637","2009-07-14",16.593
"638","2009-07-15",17.237
"639","2009-07-16",17.827
"640","2009-07-17",17.983999
"641","2009-07-20",18.142
"642","2009-07-21",18.094
"643","2009-07-22",18.148001
"644","2009-07-23",18.587
"645","2009-07-24",18.547001
"646","2009-07-27",18.913
"647","2009-07-28",18.694
"648","2009-07-29",18.855
"649","2009-07-30",19.410999
"650","2009-07-31",19.403
"651","2009-08-03",20.066
"652","2009-08-04",20.309999
"653","2009-08-05",20.298
"654","2009-08-06",20.148001
"655","2009-08-07",20.434
"656","2009-08-10",20.233999
"657","2009-08-11",20.268999
"658","2009-08-12",20.431999
"659","2009-08-13",20.396999
"660","2009-08-14",20.261
"661","2009-08-17",19.594
"662","2009-08-18",19.816999
"663","2009-08-19",19.73
"664","2009-08-20",20.302
"665","2009-08-21",20.725
"666","2009-08-24",20.423
"667","2009-08-25",20.893
"668","2009-08-26",20.669001
"669","2009-08-27",20.66
"670","2009-08-28",20.357
"671","2009-08-31",20.263
"672","2009-09-01",20.066999
"673","2009-09-02",20.045
"674","2009-09-03",20.34
"675","2009-09-04",20.605
"676","2009-09-08",20.745001
"677","2009-09-09",21.031
"678","2009-09-10",21.16
"679","2009-09-11",20.881001
"680","2009-09-14",20.799
"681","2009-09-15",21.403
"682","2009-09-16",21.976
"683","2009-09-17",22.02
"684","2009-09-18",22.357
"685","2009-09-21",22.261999
"686","2009-09-22",22.458
"687","2009-09-23",21.938999
"688","2009-09-24",21.493999
"689","2009-09-25",20.469999
"690","2009-09-28",20.813999
"691","2009-09-29",20.674
"692","2009-09-30",20.215
"693","2009-10-01",19.941
"694","2009-10-02",19.969
"695","2009-10-05",20.052999
"696","2009-10-06",20.075001
"697","2009-10-07",21.09
"698","2009-10-08",21.096001
"699","2009-10-09",21.441999
"700","2009-10-12",21.6
"701","2009-10-13",21.736
"702","2009-10-14",21.948
"703","2009-10-15",22.535999
"704","2009-10-16",22.386999
"705","2009-10-19",22.559999
"706","2009-10-20",22.5
"707","2009-10-21",22.566999
"708","2009-10-22",22.927999
"709","2009-10-23",22.996
"710","2009-10-26",22.075001
"711","2009-10-27",22.055
"712","2009-10-28",22.049999
"713","2009-10-29",22.792
"714","2009-10-30",21.902
"715","2009-11-02",22.264999
"716","2009-11-03",21.92
"717","2009-11-04",22.497999
"718","2009-11-05",23.025
"719","2009-11-06",23.690001
"720","2009-11-09",24.219
"721","2009-11-10",23.867001
"722","2009-11-11",23.790001
"723","2009-11-12",23.688999
"724","2009-11-13",23.472
"725","2009-11-16",23.08
"726","2009-11-17",23.1
"727","2009-11-18",22.728001
"728","2009-11-19",23.009001
"729","2009-11-20",23.115999
"730","2009-11-23",23.618999
"731","2009-11-24",23.764999
"732","2009-11-25",23.983999
"733","2009-11-27",23.559
"734","2009-11-30",24.086
"735","2009-12-01",24.299
"736","2009-12-02",24.242001
"737","2009-12-03",23.615999
"738","2009-12-04",24.132999
"739","2009-12-07",23.893999
"740","2009-12-08",23.861
"741","2009-12-09",24.294001
"742","2009-12-10",24.412001
"743","2009-12-11",24.393999
"744","2009-12-14",24.747999
"745","2009-12-15",24.555
"746","2009-12-16",24.639999
"747","2009-12-17",24.775
"748","2009-12-18",25.483999
"749","2009-12-21",25.535999
"750","2009-12-22",25.562
"751","2009-12-23",25.532
"752","2009-12-24",25.542
"753","2009-12-28",25.698
"754","2009-12-29",25.836
"755","2009-12-30",25.798
"756","2009-12-31",25.598
"757","2010-01-04",25.684
"758","2010-01-05",25.608
"759","2010-01-06",25.556
"760","2010-01-07",25.389
"761","2010-01-08",25.398001
"762","2010-01-11",24.98
"763","2010-01-12",24.966
"764","2010-01-13",25.615
"765","2010-01-14",26.048
"766","2010-01-15",26.264999
"767","2010-01-19",26.475
"768","2010-01-20",26.339001
"769","2010-01-21",25.851
"770","2010-01-22",25.181
"771","2010-01-25",25.245001
"772","2010-01-26",24.861
"773","2010-01-27",25.632999
"774","2010-01-28",24.945
"775","2010-01-29",24.99
"776","2010-02-01",25.341999
"777","2010-02-02",25.256001
"778","2010-02-03",24.757999
"779","2010-02-04",22.211
"780","2010-02-05",22.073999
"781","2010-02-08",22.639999
"782","2010-02-09",22.344999
"783","2010-02-10",22.690001
"784","2010-02-11",22.9
"785","2010-02-12",22.548
"786","2010-02-16",22.530001
"787","2010-02-17",22.483
"788","2010-02-18",22.200001
"789","2010-02-19",22.263
"790","2010-02-22",22.424
"791","2010-02-23",22.202
"792","2010-02-24",22.174999
"793","2010-02-25",22.149
"794","2010-02-26",22.437
"795","2010-03-01",23.274
"796","2010-03-02",23.181
"797","2010-03-03",23.215
"798","2010-03-04",23.299999
"799","2010-03-05",23.954
"800","2010-03-08",24.561001
"801","2010-03-09",24.648001
"802","2010-03-10",24.959999
"803","2010-03-11",25.018999
"804","2010-03-12",24.997
"805","2010-03-15",25.007999
"806","2010-03-16",24.934
"807","2010-03-17",24.865
"808","2010-03-18",24.629999
"809","2010-03-19",24.436001
"810","2010-03-22",24.708
"811","2010-03-23",24.559
"812","2010-03-24",24.468
"813","2010-03-25",24.608999
"814","2010-03-26",24.624001
"815","2010-03-29",24.801001
"816","2010-03-30",25.240999
"817","2010-03-31",25.4
"818","2010-04-01",25.393999
"819","2010-04-05",25.558001
"820","2010-04-06",25.875
"821","2010-04-07",25.566
"822","2010-04-08",25.688
"823","2010-04-09",25.888
"824","2010-04-12",25.957001
"825","2010-04-13",25.85
"826","2010-04-14",26.313
"827","2010-04-15",26.263
"828","2010-04-16",25.950001
"829","2010-04-19",25.73
"830","2010-04-20",26.139
"831","2010-04-21",26.059
"832","2010-04-22",26.16
"833","2010-04-23",26.722
"834","2010-04-26",26.577999
"835","2010-04-27",25.485001
"836","2010-04-28",25.299999
"837","2010-04-29",25.538
"838","2010-04-30",24.804001
"839","2010-05-03",25.073999
"840","2010-05-04",25.125
"841","2010-05-05",23.794001
"842","2010-05-06",23.030001
"843","2010-05-07",22.309
"844","2010-05-10",23.031
