"","date","COCP"
"1","2012-02-22",75
"2","2012-02-23",75
"3","2012-02-24",75
"4","2012-02-27",110.699997
"5","2012-02-28",110.699997
"6","2012-02-29",110.699997
"7","2012-03-01",110.699997
"8","2012-03-02",110.699997
"9","2012-03-05",110.699997
"10","2012-03-06",110.699997
"11","2012-03-07",110.699997
"12","2012-03-08",110.699997
"13","2012-03-09",110.699997
"14","2012-03-12",110.699997
"15","2012-03-13",110.699997
"16","2012-03-14",105.599998
"17","2012-03-15",105.599998
"18","2012-03-16",105.599998
"19","2012-03-19",105.599998
"20","2012-03-20",105.599998
"21","2012-03-21",105.599998
"22","2012-03-22",105.599998
"23","2012-03-23",105.599998
"24","2012-03-26",105.599998
"25","2012-03-27",105.599998
"26","2012-03-28",105.599998
"27","2012-03-29",105.599998
"28","2012-03-30",105.599998
"29","2012-04-02",105.599998
"30","2012-04-03",105.599998
"31","2012-04-04",105.599998
"32","2012-04-05",105.599998
"33","2012-04-09",105.599998
"34","2012-04-10",105.599998
"35","2012-04-11",105.599998
"36","2012-04-12",105.599998
"37","2012-04-13",105.599998
"38","2012-04-16",105.599998
"39","2012-04-17",105.599998
"40","2012-04-18",105.599998
"41","2012-04-19",105.599998
"42","2012-04-20",105.599998
"43","2012-04-23",105.599998
"44","2012-04-24",105.599998
"45","2012-04-25",105.599998
"46","2012-04-26",105.599998
"47","2012-04-27",105.599998
"48","2012-04-30",105.599998
"49","2012-05-01",114.900002
"50","2012-05-02",114.900002
"51","2012-05-03",115.199997
"52","2012-05-04",38.099998
"53","2012-05-07",50.400002
"54","2012-05-08",50.400002
"55","2012-05-09",50.400002
"56","2012-05-10",50.400002
"57","2012-05-11",50.400002
"58","2012-05-14",60
"59","2012-05-15",60
"60","2012-05-16",60
"61","2012-05-17",60
"62","2012-05-18",60
"63","2012-05-21",67.5
"64","2012-05-22",67.5
"65","2012-05-23",67.5
"66","2012-05-24",67.5
"67","2012-05-25",67.5
"68","2012-05-29",119.699997
"69","2012-05-30",119.699997
"70","2012-05-31",120
"71","2012-06-01",120
"72","2012-06-04",120
"73","2012-06-05",120
"74","2012-06-06",120
"75","2012-06-07",120
"76","2012-06-08",120
"77","2012-06-11",120
"78","2012-06-12",120
"79","2012-06-13",120
"80","2012-06-14",120
"81","2012-06-15",120
"82","2012-06-18",120
"83","2012-06-19",120
"84","2012-06-20",120
"85","2012-06-21",120
"86","2012-06-22",120
"87","2012-06-25",120
"88","2012-06-26",120
"89","2012-06-27",120
"90","2012-06-28",120
"91","2012-06-29",120
"92","2012-07-02",120
"93","2012-07-03",120
"94","2012-07-05",120
"95","2012-07-06",120
"96","2012-07-09",120
"97","2012-07-10",120
"98","2012-07-11",120
"99","2012-07-12",120
"100","2012-07-13",120
"101","2012-07-16",120
"102","2012-07-17",120
"103","2012-07-18",120
"104","2012-07-19",120
"105","2012-07-20",120
"106","2012-07-23",18.299999
"107","2012-07-24",18.299999
"108","2012-07-25",18.299999
"109","2012-07-26",18.299999
"110","2012-07-27",28.5
"111","2012-07-30",52.5
"112","2012-07-31",52.5
"113","2012-08-01",52.5
"114","2012-08-02",52.5
"115","2012-08-03",52.5
"116","2012-08-06",52.5
"117","2012-08-07",52.5
"118","2012-08-08",52.5
"119","2012-08-09",52.5
"120","2012-08-10",52.5
"121","2012-08-13",52.5
"122","2012-08-14",52.5
"123","2012-08-15",52.5
"124","2012-08-16",52.5
"125","2012-08-17",52.5
"126","2012-08-20",52.5
"127","2012-08-21",52.5
"128","2012-08-22",52.5
"129","2012-08-23",52.5
"130","2012-08-24",52.5
"131","2012-08-27",52.5
"132","2012-08-28",52.5
"133","2012-08-29",52.5
"134","2012-08-30",52.5
"135","2012-08-31",52.5
"136","2012-09-04",52.5
"137","2012-09-05",52.5
"138","2012-09-06",52.5
"139","2012-09-07",52.5
"140","2012-09-10",52.5
"141","2012-09-11",52.5
"142","2012-09-12",52.5
"143","2012-09-13",48.900002
"144","2012-09-14",48.900002
"145","2012-09-17",48.900002
"146","2012-09-18",48.900002
"147","2012-09-19",48.900002
"148","2012-09-20",48.900002
"149","2012-09-21",48.900002
"150","2012-09-24",48.900002
"151","2012-09-25",48.900002
"152","2012-09-26",48.900002
"153","2012-09-27",48.900002
"154","2012-09-28",48.900002
"155","2012-10-01",48.900002
"156","2012-10-02",48.900002
"157","2012-10-03",48.900002
"158","2012-10-04",48.900002
"159","2012-10-05",48.900002
"160","2012-10-08",48.900002
"161","2012-10-09",48.900002
"162","2012-10-10",45
"163","2012-10-11",45
"164","2012-10-12",45
"165","2012-10-15",45
"166","2012-10-16",45
"167","2012-10-17",45
"168","2012-10-18",45
"169","2012-10-19",45
"170","2012-10-22",45
"171","2012-10-23",45
"172","2012-10-24",45
"173","2012-10-25",45
"174","2012-10-26",45
"175","2012-10-31",45
"176","2012-11-01",45
"177","2012-11-02",45
"178","2012-11-05",45
"179","2012-11-06",45
"180","2012-11-07",45
"181","2012-11-08",45
"182","2012-11-09",45
"183","2012-11-12",45
"184","2012-11-13",45
"185","2012-11-14",45
"186","2012-11-15",45
"187","2012-11-16",45
"188","2012-11-19",45
"189","2012-11-20",45
"190","2012-11-21",45
"191","2012-11-23",45
"192","2012-11-26",45
"193","2012-11-27",45
"194","2012-11-28",45
"195","2012-11-29",60
"196","2012-11-30",67.5
"197","2012-12-03",67.5
"198","2012-12-04",67.5
"199","2012-12-05",67.5
"200","2012-12-06",67.5
"201","2012-12-07",67.5
"202","2012-12-10",67.5
"203","2012-12-11",67.5
"204","2012-12-12",67.5
