"","date","LILAK"
"1","2015-06-23",35.781544
"2","2015-06-24",35.781544
"3","2015-06-25",35.781544
"4","2015-06-26",35.781544
"5","2015-06-29",35.781544
"6","2015-06-30",35.781544
"7","2015-07-01",65.809792
"8","2015-07-02",45.291901
"9","2015-07-06",44.576271
"10","2015-07-07",42.429379
"11","2015-07-08",40.913372
"12","2015-07-09",39.435028
"13","2015-07-10",40.536724
"14","2015-07-13",43.540489
"15","2015-07-14",42.70245
"16","2015-07-15",42.693031
"17","2015-07-16",42.890774
"18","2015-07-17",46.045197
"19","2015-07-20",45.320152
"20","2015-07-21",44.3032
"21","2015-07-22",44.020714
"22","2015-07-23",43.719398
"23","2015-07-24",42.806026
"24","2015-07-27",41.525425
"25","2015-07-28",41.365349
"26","2015-07-29",40.320152
"27","2015-07-30",40.772129
"28","2015-07-31",40.065914
"29","2015-08-03",40.047081
"30","2015-08-04",40.668549
"31","2015-08-05",40.677967
"32","2015-08-06",40.028248
"33","2015-08-07",39.28437
"34","2015-08-10",39.067795
"35","2015-08-11",38.126179
"36","2015-08-12",37.193974
"37","2015-08-13",36.685497
"38","2015-08-14",36.807911
"39","2015-08-17",36.403011
"40","2015-08-18",36.082863
"41","2015-08-19",35.141243
"42","2015-08-20",34.858757
"43","2015-08-21",34.274952
"44","2015-08-24",32.589455
"45","2015-08-25",31.73258
"46","2015-08-26",30.885122
"47","2015-08-27",31.845575
"48","2015-08-28",32.071564
"49","2015-08-31",31.308851
"50","2015-09-01",30.367231
"51","2015-09-02",30.621469
"52","2015-09-03",30.91337
"53","2015-09-04",30.781544
"54","2015-09-08",32.693031
"55","2015-09-09",33.493408
"56","2015-09-10",36.148777
"57","2015-09-11",37.306969
"58","2015-09-14",34.623352
"59","2015-09-15",34.830509
"60","2015-09-16",34.322033
"61","2015-09-17",35.197739
"62","2015-09-18",34.340866
"63","2015-09-21",34.190208
"64","2015-09-22",32.532955
"65","2015-09-23",32.222221
"66","2015-09-24",32.617702
"67","2015-09-25",32.909603
"68","2015-09-28",32.090397
"69","2015-09-29",32.128059
"70","2015-09-30",32.241055
"71","2015-10-01",32.306969
"72","2015-10-02",33.11676
"73","2015-10-05",34.152542
"74","2015-10-06",34.6516
"75","2015-10-07",34.745762
"76","2015-10-08",33.973633
"77","2015-10-09",33.860641
"78","2015-10-12",33.427494
"79","2015-10-13",32.890774
"80","2015-10-14",32.928436
"81","2015-10-15",32.937855
"82","2015-10-16",32.881355
"83","2015-10-19",32.984936
"84","2015-10-20",32.617702
"85","2015-10-21",31.85499
"86","2015-10-22",35.442562
"87","2015-10-23",38.559322
"88","2015-10-26",36.657249
"89","2015-10-27",36.431263
"90","2015-10-28",37.429379
"91","2015-10-29",36.949154
"92","2015-10-30",36.403011
"93","2015-11-02",36.252354
"94","2015-11-03",36.016949
"95","2015-11-04",34.915253
"96","2015-11-05",34.18079
"97","2015-11-06",34.887005
"98","2015-11-09",34.670433
"99","2015-11-10",34.708099
"100","2015-11-11",34.416195
"101","2015-11-12",33.474575
"102","2015-11-13",33.945385
"103","2015-11-16",35.81921
"104","2015-11-17",35.075329
"105","2015-11-18",35.536724
"106","2015-11-19",36.054615
"107","2015-11-20",36.035782
"108","2015-11-23",35.527306
"109","2015-11-24",34.698681
"110","2015-11-25",35.574387
"111","2015-11-27",35.932205
"112","2015-11-30",36.930321
"113","2015-12-01",38.088512
"114","2015-12-02",39.566856
"115","2015-12-03",38.408665
"116","2015-12-04",37.419964
"117","2015-12-07",36.647835
"118","2015-12-08",36.365349
"119","2015-12-09",36.459511
"120","2015-12-10",36.619587
"121","2015-12-11",36.374763
"122","2015-12-14",35.3484
"123","2015-12-15",35.725048
"124","2015-12-16",36.770245
"125","2015-12-17",36.723164
"126","2015-12-18",37.777779
"127","2015-12-21",38.700565
"128","2015-12-22",39.811676
"129","2015-12-23",39.566856
"130","2015-12-24",39.3032
"131","2015-12-28",39.096046
"132","2015-12-29",39.548023
"133","2015-12-30",39.604519
"134","2015-12-31",40.489643
"135","2016-01-04",38.888889
"136","2016-01-05",38.305084
"137","2016-01-06",38.314503
"138","2016-01-07",37.457626
"139","2016-01-08",37.504707
"140","2016-01-11",37.485874
"141","2016-01-12",37.749531
"142","2016-01-13",37.222221
"143","2016-01-14",37.561207
"144","2016-01-15",35.461395
"145","2016-01-19",35.960453
"146","2016-01-20",34.378532
"147","2016-01-21",33.70998
"148","2016-01-22",34.265537
"149","2016-01-25",33.70998
"150","2016-01-26",33.907722
"151","2016-01-27",33.342751
"152","2016-01-28",33.286251
"153","2016-01-29",34.698681
"154","2016-02-01",35.414314
"155","2016-02-02",35.235405
"156","2016-02-03",35.028248
"157","2016-02-04",36.280602
"158","2016-02-05",35.979286
"159","2016-02-08",33.860641
"160","2016-02-09",32.288136
"161","2016-02-10",32.70245
"162","2016-02-11",32.222221
"163","2016-02-12",32.514126
"164","2016-02-16",33.46516
"165","2016-02-17",34.190208
"166","2016-02-18",33.879471
"167","2016-02-19",33.032017
"168","2016-02-22",33.945385
"169","2016-02-23",33.342751
"170","2016-02-24",32.608288
"171","2016-02-25",32.975517
"172","2016-02-26",33.879471
"173","2016-02-29",34.548023
"174","2016-03-01",35.056496
"175","2016-03-02",35.3484
"176","2016-03-03",35.885124
"177","2016-03-04",35.047081
"178","2016-03-07",35
"179","2016-03-08",34.218456
"180","2016-03-09",34.40678
"181","2016-03-10",34.435028
"182","2016-03-11",34.463276
"183","2016-03-14",34.510357
"184","2016-03-15",34.190208
"185","2016-03-16",34.990585
"186","2016-03-17",35.386063
"187","2016-03-18",35.178909
"188","2016-03-21",35.451977
"189","2016-03-22",35.423729
"190","2016-03-23",35.800377
"191","2016-03-24",35.546139
"192","2016-03-28",35.612053
"193","2016-03-29",36.054615
"194","2016-03-30",36.139359
"195","2016-03-31",35.668549
"196","2016-04-01",35.442562
"197","2016-04-04",34.764595
"198","2016-04-05",34.463276
"199","2016-04-06",34.246704
"200","2016-04-07",34.604519
"201","2016-04-08",34.896423
"202","2016-04-11",34.981167
"203","2016-04-12",35.536724
"204","2016-04-13",35.753296
"205","2016-04-14",35.574387
"206","2016-04-15",35.6968
"207","2016-04-18",35.602638
"208","2016-04-19",34.952919
"209","2016-04-20",35.536724
"210","2016-04-21",36.751411
"211","2016-04-22",37.109226
"212","2016-04-25",37.193974
"213","2016-04-26",37.325802
"214","2016-04-27",38.361584
"215","2016-04-28",39.143127
"216","2016-04-29",38.23917
"217","2016-05-02",38.182674
"218","2016-05-03",37.561207
"219","2016-05-04",37.655369
"220","2016-05-05",37.655369
"221","2016-05-06",37.834274
"222","2016-05-09",38.559322
"223","2016-05-10",39.265537
"224","2016-05-11",39.237289
"225","2016-05-12",39.792843
"226","2016-05-13",39.519775
"227","2016-05-16",39.566856
"228","2016-05-17",40.291901
"229","2016-05-18",40.028248
"230","2016-05-19",39.378532
"231","2016-05-20",39.369114
"232","2016-05-23",39.322033
"233","2016-05-24",39.830509
"234","2016-05-25",40.056496
"235","2016-05-26",39.77401
"236","2016-05-27",40.47081
"237","2016-05-31",40.216572
"238","2016-06-01",40.207157
"239","2016-06-02",38.050846
"240","2016-06-03",35.630886
"241","2016-06-06",35.414314
"242","2016-06-07",35.649719
"243","2016-06-08",35.725048
"244","2016-06-09",35.979286
"245","2016-06-10",35.809792
"246","2016-06-13",35.037666
"247","2016-06-14",35.188324
"248","2016-06-15",35.197739
"249","2016-06-16",35.291901
