"","date","SEEL"
"211","2007-11-01",6795
"212","2007-11-02",7200
"213","2007-11-05",6975
"214","2007-11-06",6840
"215","2007-11-07",6435
"216","2007-11-08",6165
"217","2007-11-09",6390
"218","2007-11-12",6705
"219","2007-11-13",6300
"220","2007-11-14",6300
"221","2007-11-15",6255
"222","2007-11-16",6750
"223","2007-11-19",6480
"224","2007-11-20",6615
"225","2007-11-21",6345
"226","2007-11-23",6480
"227","2007-11-26",6390
"228","2007-11-27",6300
"229","2007-11-28",6480
"230","2007-11-29",6525
"231","2007-11-30",6255
"232","2007-12-03",6435
"233","2007-12-04",6570
"234","2007-12-05",6480
"235","2007-12-06",6480
"236","2007-12-07",6300
"237","2007-12-10",6300
"238","2007-12-11",6255
"239","2007-12-12",6165
"240","2007-12-13",6165
"241","2007-12-14",6030
"242","2007-12-17",6255
"243","2007-12-18",6075
"244","2007-12-19",6390
"245","2007-12-20",6345
"246","2007-12-21",6480
"247","2007-12-24",6255
"248","2007-12-26",6300
"249","2007-12-27",6300
"250","2007-12-28",6435
"251","2007-12-31",6390
"252","2008-01-02",6795
"253","2008-01-03",6795
"254","2008-01-04",6615
"255","2008-01-07",6480
"256","2008-01-08",6525
"257","2008-01-09",6525
"258","2008-01-10",6615
"259","2008-01-11",6390
"260","2008-01-14",6300
"261","2008-01-15",6255
"262","2008-01-16",6210
"263","2008-01-17",6210
"264","2008-01-18",6255
"265","2008-01-22",6120
"266","2008-01-23",5940
"267","2008-01-24",6120
"268","2008-01-25",5850
"269","2008-01-28",5985
"270","2008-01-29",6255
"271","2008-01-30",6435
"272","2008-01-31",6525
"273","2008-02-01",7650
"274","2008-02-04",7020
"275","2008-02-05",7065
"276","2008-02-06",7110
"277","2008-02-07",7065
"278","2008-02-08",6480
"279","2008-02-11",6750
"280","2008-02-12",6660
"281","2008-02-13",6615
"282","2008-02-14",6795
"283","2008-02-15",7065
"284","2008-02-19",6930
"285","2008-02-20",6930
"286","2008-02-21",7065
"287","2008-02-22",7155
"288","2008-02-25",7155
"289","2008-02-26",6930
"290","2008-02-27",6975
"291","2008-02-28",7065
"292","2008-02-29",6885
"293","2008-03-03",6750
"294","2008-03-04",7065
"295","2008-03-05",6975
"296","2008-03-06",6795
"297","2008-03-07",6885
"298","2008-03-10",6525
"299","2008-03-11",6660
"300","2008-03-12",6525
"301","2008-03-13",6390
"302","2008-03-14",6300
"303","2008-03-17",6210
"304","2008-03-18",5850
"305","2008-03-19",6255
"306","2008-03-20",5805
"307","2008-03-24",5355
"308","2008-03-25",5670
"309","2008-03-26",6030
"310","2008-03-27",6255
"311","2008-03-28",5715
"312","2008-03-31",6030
"313","2008-04-01",6165
"314","2008-04-02",5850
"315","2008-04-03",5940
"316","2008-04-04",5760
"317","2008-04-07",5850
"318","2008-04-08",5850
"319","2008-04-09",5850
"320","2008-04-10",5760
"321","2008-04-11",5625
"322","2008-04-14",5535
"323","2008-04-15",5400
"324","2008-04-16",5130
"325","2008-04-17",5445
"326","2008-04-18",5310
"327","2008-04-21",5265
"328","2008-04-22",5130
"329","2008-04-23",5085
"330","2008-04-24",5085
"331","2008-04-25",4905
"332","2008-04-28",4770
"333","2008-04-29",4770
"334","2008-04-30",4950
"335","2008-05-01",4770
"336","2008-05-02",4860
"337","2008-05-05",4770
"338","2008-05-06",4680
"339","2008-05-07",4680
"340","2008-05-08",4905
"341","2008-05-09",4995
"342","2008-05-12",4905
"343","2008-05-13",4905
"344","2008-05-14",4860
"345","2008-05-15",4770
"346","2008-05-16",4950
"347","2008-05-19",5040
"348","2008-05-20",6030
"349","2008-05-21",5445
"350","2008-05-22",5400
"351","2008-05-23",5355
"352","2008-05-27",5670
"353","2008-05-28",5670
"354","2008-05-29",5535
"355","2008-05-30",5895
"356","2008-06-02",5490
"357","2008-06-03",5400
"358","2008-06-04",5625
"359","2008-06-05",5445
"360","2008-06-06",5355
"361","2008-06-09",5805
"362","2008-06-10",5805
"363","2008-06-11",5490
"364","2008-06-12",5265
"365","2008-06-13",5400
"366","2008-06-16",5490
"367","2008-06-17",5400
"368","2008-06-18",5265
"369","2008-06-19",5175
"370","2008-06-20",5040
"371","2008-06-23",5040
"372","2008-06-24",5130
"373","2008-06-25",5310
"374","2008-06-26",5400
"375","2008-06-27",5355
"376","2008-06-30",5850
"377","2008-07-01",6210
"378","2008-07-02",6705
"379","2008-07-03",6885
"380","2008-07-07",6750
"381","2008-07-08",6525
"382","2008-07-09",6165
"383","2008-07-10",6075
"384","2008-07-11",5805
"385","2008-07-14",5175
"386","2008-07-15",5715
"387","2008-07-16",6390
"388","2008-07-17",6570
"389","2008-07-18",6660
"390","2008-07-21",6570
"391","2008-07-22",6660
"392","2008-07-23",6075
"393","2008-07-24",6705
"394","2008-07-25",6480
"395","2008-07-28",6615
"396","2008-07-29",6120
"397","2008-07-30",6300
"398","2008-07-31",6030
"399","2008-08-01",6165
"400","2008-08-04",6435
"401","2008-08-05",6615
"402","2008-08-06",6570
"403","2008-08-07",6750
"404","2008-08-08",6705
"405","2008-08-11",6615
"406","2008-08-12",6615
"407","2008-08-13",6795
"408","2008-08-14",6750
"409","2008-08-15",6795
"410","2008-08-18",6705
"411","2008-08-19",6750
"412","2008-08-20",6795
"413","2008-08-21",6570
"414","2008-08-22",6435
"415","2008-08-25",6660
"416","2008-08-26",6120
"417","2008-08-27",1125
"418","2008-08-28",945
"419","2008-08-29",855
"420","2008-09-02",810
"421","2008-09-03",855
"422","2008-09-04",810
"423","2008-09-05",765
"424","2008-09-08",675
"425","2008-09-09",585
"426","2008-09-10",630
"427","2008-09-11",540
"428","2008-09-12",540
"429","2008-09-15",540
"430","2008-09-16",585
"431","2008-09-17",720
"432","2008-09-18",675
"433","2008-09-19",675
"434","2008-09-22",720
"435","2008-09-23",720
"436","2008-09-24",720
"437","2008-09-25",675
"438","2008-09-26",630
"439","2008-09-29",540
"440","2008-09-30",540
"441","2008-10-01",540
"442","2008-10-02",675
"443","2008-10-03",675
"444","2008-10-06",630
"445","2008-10-07",585
"446","2008-10-08",495
"447","2008-10-09",540
"448","2008-10-10",495
"449","2008-10-13",630
"450","2008-10-14",585
"451","2008-10-15",540
"452","2008-10-16",675
"453","2008-10-17",675
"454","2008-10-20",585
"455","2008-10-21",585
"456","2008-10-22",540
"457","2008-10-23",495
"458","2008-10-24",540
"459","2008-10-27",675
"460","2008-10-28",585
"461","2008-10-29",585
"462","2008-10-30",540
"463","2008-10-31",540
"464","2008-11-03",630
"465","2008-11-04",630
"466","2008-11-05",675
"467","2008-11-06",585
"468","2008-11-07",585
"469","2008-11-10",585
"470","2008-11-11",495
"471","2008-11-12",495
"472","2008-11-13",450
"473","2008-11-14",450
"474","2008-11-17",360
"475","2008-11-18",315
"476","2008-11-19",270
"477","2008-11-20",315
"478","2008-11-21",315
"479","2008-11-24",315
"480","2008-11-25",270
"481","2008-11-26",315
"482","2008-11-28",315
"483","2008-12-01",315
"484","2008-12-02",315
"485","2008-12-03",315
"486","2008-12-04",360
"487","2008-12-05",315
"488","2008-12-08",315
"489","2008-12-09",270
"490","2008-12-10",270
"491","2008-12-11",270
"492","2008-12-12",270
"493","2008-12-15",225
"494","2008-12-16",225
"495","2008-12-17",585
"496","2008-12-18",675
"497","2008-12-19",585
"498","2008-12-22",450
"499","2008-12-23",540
"500","2008-12-24",495
"501","2008-12-26",450
"502","2008-12-29",585
"503","2008-12-30",720
"504","2008-12-31",630
"505","2009-01-02",585
"506","2009-01-05",585
"507","2009-01-06",585
"508","2009-01-07",630
"509","2009-01-08",540
"510","2009-01-09",630
"511","2009-01-12",945
"512","2009-01-13",765
"513","2009-01-14",720
"514","2009-01-15",810
"515","2009-01-16",810
"516","2009-01-20",765
"517","2009-01-21",675
"518","2009-01-22",765
"519","2009-01-23",720
"520","2009-01-26",720
"521","2009-01-27",765
"522","2009-01-28",765
"523","2009-01-29",855
"524","2009-01-30",900
"525","2009-02-02",855
"526","2009-02-03",675
"527","2009-02-04",630
"528","2009-02-05",495
"529","2009-02-06",630
"530","2009-02-09",585
"531","2009-02-10",585
"532","2009-02-11",540
"533","2009-02-12",540
"534","2009-02-13",540
"535","2009-02-17",495
"536","2009-02-18",495
"537","2009-02-19",405
"538","2009-02-20",360
"539","2009-02-23",405
"540","2009-02-24",450
"541","2009-02-25",405
"542","2009-02-26",450
"543","2009-02-27",405
"544","2009-03-02",360
"545","2009-03-03",360
"546","2009-03-04",405
"547","2009-03-05",405
"548","2009-03-06",450
"549","2009-03-09",405
"550","2009-03-10",495
"551","2009-03-11",405
"552","2009-03-12",450
"553","2009-03-13",450
"554","2009-03-16",360
"555","2009-03-17",450
"556","2009-03-18",405
"557","2009-03-19",405
"558","2009-03-20",405
"559","2009-03-23",405
"560","2009-03-24",585
"561","2009-03-25",540
"562","2009-03-26",585
"563","2009-03-27",630
"564","2009-03-30",540
"565","2009-03-31",585
"566","2009-04-01",720
"567","2009-04-02",675
"568","2009-04-03",630
"569","2009-04-06",585
"570","2009-04-07",630
"571","2009-04-08",630
"572","2009-04-09",630
"573","2009-04-13",675
"574","2009-04-14",585
"575","2009-04-15",630
"576","2009-04-16",630
"577","2009-04-17",585
"578","2009-04-20",585
"579","2009-04-21",585
"580","2009-04-22",585
"581","2009-04-23",720
"582","2009-04-24",765
"583","2009-04-27",675
"584","2009-04-28",720
"585","2009-04-29",675
"586","2009-04-30",675
"587","2009-05-01",765
"588","2009-05-04",810
"589","2009-05-05",855
"590","2009-05-06",1350
"591","2009-05-07",1845
"592","2009-05-08",1440
"593","2009-05-11",1665
"594","2009-05-12",1620
"595","2009-05-13",1260
"596","2009-05-14",1125
"597","2009-05-15",1350
"598","2009-05-18",1260
"599","2009-05-19",1215
"600","2009-05-20",1215
"601","2009-05-21",1260
"602","2009-05-22",1215
"603","2009-05-26",1215
"604","2009-05-27",1125
"605","2009-05-28",1170
"606","2009-05-29",1125
"607","2009-06-01",1125
"608","2009-06-02",1485
"609","2009-06-03",1575
"610","2009-06-04",1530
"611","2009-06-05",1530
"612","2009-06-08",1485
"613","2009-06-09",1755
"614","2009-06-10",1665
"615","2009-06-11",1575
"616","2009-06-12",1485
"617","2009-06-15",1575
"618","2009-06-16",1575
"619","2009-06-17",1440
"620","2009-06-18",1485
"621","2009-06-19",1485
"622","2009-06-22",1440
"623","2009-06-23",1305
"624","2009-06-24",1260
"625","2009-06-25",1305
"626","2009-06-26",1260
"627","2009-06-29",1620
"628","2009-06-30",2160
"629","2009-07-01",1710
"630","2009-07-02",1665
"631","2009-07-06",1710
"632","2009-07-07",1890
"633","2009-07-08",855
"634","2009-07-09",855
"635","2009-07-10",765
"636","2009-07-13",765
"637","2009-07-14",765
"638","2009-07-15",765
"639","2009-07-16",765
"640","2009-07-17",765
"641","2009-07-20",765
"642","2009-07-21",765
"643","2009-07-22",810
"644","2009-07-23",900
"645","2009-07-24",900
"646","2009-07-27",855
"647","2009-07-28",900
"648","2009-07-29",855
"649","2009-07-30",855
"650","2009-07-31",855
"651","2009-08-03",810
"652","2009-08-04",855
"653","2009-08-05",855
"654","2009-08-06",855
"655","2009-08-07",900
"656","2009-08-10",855
"657","2009-08-11",810
"658","2009-08-12",810
"659","2009-08-13",900
"660","2009-08-14",855
"661","2009-08-17",765
"662","2009-08-18",765
"663","2009-08-19",765
"664","2009-08-20",675
"665","2009-08-21",720
"666","2009-08-24",720
"667","2009-08-25",720
"668","2009-08-26",765
"669","2009-08-27",900
"670","2009-08-28",900
"671","2009-08-31",855
"672","2009-09-01",810
"673","2009-09-02",810
"674","2009-09-03",810
"675","2009-09-04",765
"676","2009-09-08",765
"677","2009-09-09",855
"678","2009-09-10",855
"679","2009-09-11",855
"680","2009-09-14",855
"681","2009-09-15",855
"682","2009-09-16",855
"683","2009-09-17",855
"684","2009-09-18",855
"685","2009-09-21",855
"686","2009-09-22",855
"687","2009-09-23",810
"688","2009-09-24",810
"689","2009-09-25",810
"690","2009-09-28",810
"691","2009-09-29",810
"692","2009-09-30",810
"693","2009-10-01",765
"694","2009-10-02",720
"695","2009-10-05",720
"696","2009-10-06",720
"697","2009-10-07",720
"698","2009-10-08",720
"699","2009-10-09",720
"700","2009-10-12",720
"701","2009-10-13",675
"702","2009-10-14",765
"703","2009-10-15",855
"704","2009-10-16",810
"705","2009-10-19",765
"706","2009-10-20",720
"707","2009-10-21",720
"708","2009-10-22",720
"709","2009-10-23",720
"710","2009-10-26",630
"711","2009-10-27",585
"712","2009-10-28",540
"713","2009-10-29",630
"714","2009-10-30",585
"715","2009-11-02",585
"716","2009-11-03",585
"717","2009-11-04",585
"718","2009-11-05",630
"719","2009-11-06",630
"720","2009-11-09",630
"721","2009-11-10",585
"722","2009-11-11",675
"723","2009-11-12",630
"724","2009-11-13",765
"725","2009-11-16",810
"726","2009-11-17",720
"727","2009-11-18",720
"728","2009-11-19",765
"729","2009-11-20",765
"730","2009-11-23",900
"731","2009-11-24",1170
"732","2009-11-25",990
"733","2009-11-27",945
"734","2009-11-30",1080
"735","2009-12-01",1035
"736","2009-12-02",945
"737","2009-12-03",990
"738","2009-12-04",1080
"739","2009-12-07",1170
"740","2009-12-08",1215
"741","2009-12-09",1080
"742","2009-12-10",1305
"743","2009-12-11",1440
"744","2009-12-14",1800
"745","2009-12-15",1530
"746","2009-12-16",1395
"747","2009-12-17",1530
"748","2009-12-18",1710
"749","2009-12-21",1575
"750","2009-12-22",1440
"751","2009-12-23",1440
"752","2009-12-24",1440
"753","2009-12-28",1350
"754","2009-12-29",1395
"755","2009-12-30",1350
"756","2009-12-31",1305
"757","2010-01-04",1260
"758","2010-01-05",1215
"759","2010-01-06",1215
"760","2010-01-07",1440
"761","2010-01-08",1755
"762","2010-01-11",1800
"763","2010-01-12",3330
"764","2010-01-13",2565
"765","2010-01-14",2520
"766","2010-01-15",2475
"767","2010-01-19",3285
"768","2010-01-20",2790
"769","2010-01-21",2700
"770","2010-01-22",2610
"771","2010-01-25",2880
"772","2010-01-26",2835
"773","2010-01-27",2745
"774","2010-01-28",2610
"775","2010-01-29",2340
"776","2010-02-01",2565
"777","2010-02-02",2385
"778","2010-02-03",2430
"779","2010-02-04",2205
"780","2010-02-05",2115
"781","2010-02-08",2205
"782","2010-02-09",2205
"783","2010-02-10",2160
"784","2010-02-11",2025
"785","2010-02-12",2205
"786","2010-02-16",2205
"787","2010-02-17",2115
"788","2010-02-18",2160
"789","2010-02-19",2250
"790","2010-02-22",2295
"791","2010-02-23",2250
"792","2010-02-24",2160
"793","2010-02-25",2115
"794","2010-02-26",2070
"795","2010-03-01",2025
"796","2010-03-02",1935
"797","2010-03-03",1980
"798","2010-03-04",1935
"799","2010-03-05",1935
"800","2010-03-08",2025
"801","2010-03-09",2250
"802","2010-03-10",2250
"803","2010-03-11",2160
"804","2010-03-12",2160
"805","2010-03-15",2160
"806","2010-03-16",2160
"807","2010-03-17",2205
"808","2010-03-18",2115
"809","2010-03-19",2160
"810","2010-03-22",1980
"811","2010-03-23",2070
"812","2010-03-24",1935
"813","2010-03-25",1935
"814","2010-03-26",1935
"815","2010-03-29",2070
"816","2010-03-30",1980
"817","2010-03-31",2070
"818","2010-04-01",2025
"819","2010-04-05",2025
"820","2010-04-06",2025
"821","2010-04-07",2025
"822","2010-04-08",1980
"823","2010-04-09",1980
"824","2010-04-12",2025
"825","2010-04-13",1980
"826","2010-04-14",1980
"827","2010-04-15",1980
"828","2010-04-16",2025
"829","2010-04-19",2025
"830","2010-04-20",2070
"831","2010-04-21",2025
"832","2010-04-22",1980
"833","2010-04-23",1980
"834","2010-04-26",1800
"835","2010-04-27",2250
"836","2010-04-28",2160
"837","2010-04-29",2250
"838","2010-04-30",2160
"839","2010-05-03",2025
"840","2010-05-04",1980
"841","2010-05-05",1890
"842","2010-05-06",1845
"843","2010-05-07",1800
"844","2010-05-10",1845
"845","2010-05-11",1935
"846","2010-05-12",1935
"847","2010-05-13",1935
"848","2010-05-14",1845
"849","2010-05-17",1800
"850","2010-05-18",1845
"851","2010-05-19",1800
"852","2010-05-20",1620
"853","2010-05-21",1665
"854","2010-05-24",1710
"855","2010-05-25",1575
"856","2010-05-26",1530
"857","2010-05-27",1575
"858","2010-05-28",1575
"859","2010-06-01",1575
"860","2010-06-02",1530
"861","2010-06-03",1395
"862","2010-06-04",1530
"863","2010-06-07",1395
"864","2010-06-08",1305
"865","2010-06-09",1170
"866","2010-06-10",1485
"867","2010-06-11",1395
"868","2010-06-14",1305
"869","2010-06-15",1395
"870","2010-06-16",1395
"871","2010-06-17",1440
"872","2010-06-18",1035
"873","2010-06-21",972
"874","2010-06-22",909
"875","2010-06-23",837
"876","2010-06-24",777
"877","2010-06-25",723
"878","2010-06-28",699
"879","2010-06-29",645
"880","2010-06-30",630
"881","2010-07-01",600
"882","2010-07-02",660
"883","2010-07-06",1149
"884","2010-07-07",960
"885","2010-07-08",945
"886","2010-07-09",909
"887","2010-07-12",939
"888","2010-07-13",1050
"889","2010-07-14",1023
"890","2010-07-15",1005
"891","2010-07-16",969
"892","2010-07-19",978
"893","2010-07-20",945
"894","2010-07-21",912
"895","2010-07-22",939
"896","2010-07-23",948
"897","2010-07-26",936
"898","2010-07-27",930
"899","2010-07-28",945
"900","2010-07-29",918
"901","2010-07-30",990
"902","2010-08-02",948
"903","2010-08-03",933
"904","2010-08-04",918
"905","2010-08-05",909
"906","2010-08-06",903
"907","2010-08-09",876
"908","2010-08-10",852
"909","2010-08-11",804
"910","2010-08-12",825
"911","2010-08-13",795
"912","2010-08-16",735
"913","2010-08-17",735
"914","2010-08-18",747
"915","2010-08-19",708
"916","2010-08-20",666
"917","2010-08-23",651
"918","2010-08-24",603
"919","2010-08-25",627
"920","2010-08-26",603
"921","2010-08-27",621
"922","2010-08-30",621
"923","2010-08-31",588
"924","2010-09-01",588
"925","2010-09-02",600
"926","2010-09-03",606
"927","2010-09-07",606
"928","2010-09-08",600
"929","2010-09-09",606
"930","2010-09-10",771
"931","2010-09-13",714
"932","2010-09-14",750
"933","2010-09-15",750
"934","2010-09-16",753
"935","2010-09-17",705
"936","2010-09-20",645
"937","2010-09-21",720
"938","2010-09-22",699
"939","2010-09-23",678
"940","2010-09-24",660
"941","2010-09-27",672
"942","2010-09-28",654
"943","2010-09-29",531
"944","2010-09-30",519
"945","2010-10-01",522
"946","2010-10-04",516
"947","2010-10-05",513
"948","2010-10-06",483
"949","2010-10-07",495
"950","2010-10-08",501
"951","2010-10-11",510
"952","2010-10-12",507
"953","2010-10-13",513
"954","2010-10-14",510
"955","2010-10-15",492
"956","2010-10-18",513
"957","2010-10-19",486
"958","2010-10-20",492
"959","2010-10-21",498
"960","2010-10-22",516
"961","2010-10-25",507
"962","2010-10-26",522
"963","2010-10-27",537
"964","2010-10-28",525
"965","2010-10-29",531
"966","2010-11-01",516
"967","2010-11-02",522
"968","2010-11-03",522
"969","2010-11-04",522
"970","2010-11-05",531
"971","2010-11-08",558
"972","2010-11-09",561
"973","2010-11-10",615
"974","2010-11-11",633
"975","2010-11-12",627
"976","2010-11-15",678
"977","2010-11-16",630
"978","2010-11-17",651
"979","2010-11-18",660
"980","2010-11-19",810
"981","2010-11-22",1005
"982","2010-11-23",999
"983","2010-11-24",1056
"984","2010-11-26",1158
"985","2010-11-29",1194
"986","2010-11-30",1035
"987","2010-12-01",1056
"988","2010-12-02",1062
"989","2010-12-03",1032
"990","2010-12-06",954
"991","2010-12-07",924
"992","2010-12-08",945
"993","2010-12-09",993
"994","2010-12-10",1023
"995","2010-12-13",1017
"996","2010-12-14",1035
"997","2010-12-15",1011
"998","2010-12-16",1026
"999","2010-12-17",1038
"1000","2010-12-20",1035
"1001","2010-12-21",1029
"1002","2010-12-22",1152
"1003","2010-12-23",1185
"1004","2010-12-27",1083
"1005","2010-12-28",1083
"1006","2010-12-29",1071
"1007","2010-12-30",1059
"1008","2010-12-31",1041
"1009","2011-01-03",1116
"1010","2011-01-04",1092
"1011","2011-01-05",1062
"1012","2011-01-06",1062
"1013","2011-01-07",1059
"1014","2011-01-10",1140
"1015","2011-01-11",1149
"1016","2011-01-12",1107
"1017","2011-01-13",1146
"1018","2011-01-14",1185
"1019","2011-01-18",1263
"1020","2011-01-19",1179
"1021","2011-01-20",1137
"1022","2011-01-21",1173
"1023","2011-01-24",1170
"1024","2011-01-25",1158
"1025","2011-01-26",1155
"1026","2011-01-27",1155
"1027","2011-01-28",1161
"1028","2011-01-31",1167
"1029","2011-02-01",1164
"1030","2011-02-02",1170
"1031","2011-02-03",1185
"1032","2011-02-04",1191
"1033","2011-02-07",1218
"1034","2011-02-08",1233
"1035","2011-02-09",1206
"1036","2011-02-10",1209
"1037","2011-02-11",1224
"1038","2011-02-14",1236
"1039","2011-02-15",1212
"1040","2011-02-16",1221
"1041","2011-02-17",1254
"1042","2011-02-18",1317
"1043","2011-02-22",1497
"1044","2011-02-23",1566
"1045","2011-02-24",1560
"1046","2011-02-25",1539
"1047","2011-02-28",1608
"1048","2011-03-01",1536
"1049","2011-03-02",1548
"1050","2011-03-03",1533
"1051","2011-03-04",1557
"1052","2011-03-07",1533
"1053","2011-03-08",1560
"1054","2011-03-09",1506
"1055","2011-03-10",1518
"1056","2011-03-11",1467
"1057","2011-03-14",1353
"1058","2011-03-15",1419
"1059","2011-03-16",1314
"1060","2011-03-17",1350
"1061","2011-03-18",1377
"1062","2011-03-21",1335
"1063","2011-03-22",1293
"1064","2011-03-23",1278
"1065","2011-03-24",1296
"1066","2011-03-25",1278
"1067","2011-03-28",1260
"1068","2011-03-29",1368
"1069","2011-03-30",1272
"1070","2011-03-31",1257
"1071","2011-04-01",1326
"1072","2011-04-04",1320
"1073","2011-04-05",1356
"1074","2011-04-06",1386
"1075","2011-04-07",1377
"1076","2011-04-08",1305
"1077","2011-04-11",1344
"1078","2011-04-12",1386
"1079","2011-04-13",1488
"1080","2011-04-14",1515
"1081","2011-04-15",1506
"1082","2011-04-18",1503
"1083","2011-04-19",1566
"1084","2011-04-20",1563
"1085","2011-04-21",1638
"1086","2011-04-25",1659
"1087","2011-04-26",1731
"1088","2011-04-27",1674
"1089","2011-04-28",1701
"1090","2011-04-29",1683
"1091","2011-05-02",1611
"1092","2011-05-03",1653
"1093","2011-05-04",1650
"1094","2011-05-05",1674
"1095","2011-05-06",1644
"1096","2011-05-09",1764
"1097","2011-05-10",1776
