"","date","ELSE"
"259","2008-01-11",5.8
"260","2008-01-14",5.56
"261","2008-01-15",5.51
"262","2008-01-16",5.42
"263","2008-01-17",5.1
"264","2008-01-18",4.65
"265","2008-01-22",4.53
"266","2008-01-23",4.65
"267","2008-01-24",4.65
"268","2008-01-25",4.64
"269","2008-01-28",4.85
"270","2008-01-29",5.2
"271","2008-01-30",4.9
"272","2008-01-31",5.03
"273","2008-02-01",5.48
"274","2008-02-04",5.55
"275","2008-02-05",5.21
"276","2008-02-06",5.3
"277","2008-02-07",5.15
"278","2008-02-08",5.31
"279","2008-02-11",5.03
"280","2008-02-12",5.13
"281","2008-02-13",5.4
"282","2008-02-14",5.2
"283","2008-02-15",5.19
"284","2008-02-19",5.3
"285","2008-02-20",5.21
"286","2008-02-21",5.08
"287","2008-02-22",5.2
"288","2008-02-25",5.07
"289","2008-02-26",5.29
"290","2008-02-27",5.09
"291","2008-02-28",5.08
"292","2008-02-29",5.12
"293","2008-03-03",5.01
"294","2008-03-04",5
"295","2008-03-05",5.22
"296","2008-03-06",5.21
"297","2008-03-07",4.97
"298","2008-03-10",4.97
"299","2008-03-11",5.14
"300","2008-03-12",4.73
"301","2008-03-13",4.73
"302","2008-03-14",4.85
"303","2008-03-17",4.98
"304","2008-03-18",4.48
"305","2008-03-19",4.8
"306","2008-03-20",4.36
"307","2008-03-24",4.41
"308","2008-03-25",4.61
"309","2008-03-26",4.67
"310","2008-03-27",4.65
"311","2008-03-28",4.54
"312","2008-03-31",4.52
"313","2008-04-01",4.74
"314","2008-04-02",4.66
"315","2008-04-03",4.74
"316","2008-04-04",4.6
"317","2008-04-07",4.6
"318","2008-04-08",4.55
"319","2008-04-09",4.6
"320","2008-04-10",4.65
"321","2008-04-11",4.67
"322","2008-04-14",4.67
"323","2008-04-15",4.67
"324","2008-04-16",4.75
"325","2008-04-17",4.75
"326","2008-04-18",4.6
"327","2008-04-21",4.65
"328","2008-04-22",4.65
"329","2008-04-23",4.53
"330","2008-04-24",4.45
"331","2008-04-25",4.4
"332","2008-04-28",4.51
"333","2008-04-29",4.5
"334","2008-04-30",4.5
"335","2008-05-01",4.55
"336","2008-05-02",4.56
"337","2008-05-05",4.5
"338","2008-05-06",4.6
"339","2008-05-07",4.43
"340","2008-05-08",4.72
"341","2008-05-09",4.5
"342","2008-05-12",4.58
"343","2008-05-13",4.46
"344","2008-05-14",4.53
"345","2008-05-15",4.69
"346","2008-05-16",4.65
"347","2008-05-19",4.67
"348","2008-05-20",4.9
"349","2008-05-21",4.97
"350","2008-05-22",5.08
"351","2008-05-23",5.11
"352","2008-05-27",5.11
"353","2008-05-28",5.11
"354","2008-05-29",4.97
"355","2008-05-30",4.91
"356","2008-06-02",5.07
"357","2008-06-03",5.07
"358","2008-06-04",5.2
"359","2008-06-05",5.03
"360","2008-06-06",5.03
"361","2008-06-09",5.2
"362","2008-06-10",5.24
"363","2008-06-11",5.05
"364","2008-06-12",5
"365","2008-06-13",5.09
"366","2008-06-16",4.99
"367","2008-06-17",5.04
"368","2008-06-18",5.04
"369","2008-06-19",4.95
"370","2008-06-20",4.85
"371","2008-06-23",4.85
"372","2008-06-24",4.99
"373","2008-06-25",4.79
"374","2008-06-26",4.66
"375","2008-06-27",4.61
"376","2008-06-30",4.55
"377","2008-07-01",4.52
"378","2008-07-02",4.6
"379","2008-07-03",4.6
"380","2008-07-07",4.45
"381","2008-07-08",4.45
"382","2008-07-09",4.55
"383","2008-07-10",4.75
"384","2008-07-11",4.44
"385","2008-07-14",4.29
"386","2008-07-15",4.39
"387","2008-07-16",4.46
"388","2008-07-17",4.4
"389","2008-07-18",4.21
"390","2008-07-21",4.27
"391","2008-07-22",4.5
"392","2008-07-23",4.53
"393","2008-07-24",4.41
"394","2008-07-25",4.4
"395","2008-07-28",4.39
"396","2008-07-29",4.53
"397","2008-07-30",4.53
"398","2008-07-31",4.62
"399","2008-08-01",4.62
"400","2008-08-04",4.75
"401","2008-08-05",4.75
"402","2008-08-06",4.75
"403","2008-08-07",4.75
"404","2008-08-08",4.75
"405","2008-08-11",4.75
"406","2008-08-12",4.6
"407","2008-08-13",4.6
"408","2008-08-14",4.44
"409","2008-08-15",4.44
"410","2008-08-18",4.44
"411","2008-08-19",4.44
"412","2008-08-20",4.15
"413","2008-08-21",4.28
"414","2008-08-22",4.25
"415","2008-08-25",4.73
"416","2008-08-26",4.8
"417","2008-08-27",4.8
"418","2008-08-28",4.75
"419","2008-08-29",4.7
"420","2008-09-02",4.41
"421","2008-09-03",4.48
"422","2008-09-04",4.51
"423","2008-09-05",4.89
"424","2008-09-08",4.8
"425","2008-09-09",4.8
"426","2008-09-10",4.52
"427","2008-09-11",4.4
"428","2008-09-12",4.59
"429","2008-09-15",4.45
"430","2008-09-16",4.4
"431","2008-09-17",4.54
"432","2008-09-18",4.54
"433","2008-09-19",4.25
"434","2008-09-22",4.51
"435","2008-09-23",4.1
"436","2008-09-24",4.17
"437","2008-09-25",3.78
"438","2008-09-26",3.85
"439","2008-09-29",3.85
"440","2008-09-30",3.96
"441","2008-10-01",3.99
"442","2008-10-02",3.72
"443","2008-10-03",3.71
"444","2008-10-06",3.65
"445","2008-10-07",3.87
"446","2008-10-08",3.61
"447","2008-10-09",3.55
"448","2008-10-10",3.25
"449","2008-10-13",3.49
"450","2008-10-14",3.2
"451","2008-10-15",3.2
"452","2008-10-16",3.1
"453","2008-10-17",3.4
"454","2008-10-20",3.67
"455","2008-10-21",3.75
"456","2008-10-22",3.95
"457","2008-10-23",3.36
"458","2008-10-24",3.88
"459","2008-10-27",3.5
"460","2008-10-28",3.45
"461","2008-10-29",3.47
"462","2008-10-30",3.4
"463","2008-10-31",3.16
"464","2008-11-03",3.3
"465","2008-11-04",3.4
"466","2008-11-05",3.4
"467","2008-11-06",3.45
"468","2008-11-07",3.45
"469","2008-11-10",3.45
"470","2008-11-11",3.45
"471","2008-11-12",3.17
"472","2008-11-13",3.12
"473","2008-11-14",3.2
"474","2008-11-17",3.1
"475","2008-11-18",3.28
"476","2008-11-19",3.2
"477","2008-11-20",3
"478","2008-11-21",3.3
"479","2008-11-24",3.3
"480","2008-11-25",3.85
"481","2008-11-26",3.93
"482","2008-11-28",3.97
"483","2008-12-01",3.97
"484","2008-12-02",3.17
"485","2008-12-03",3.03
"486","2008-12-04",2.94
"487","2008-12-05",3
"488","2008-12-08",3
"489","2008-12-09",2.88
"490","2008-12-10",3
"491","2008-12-11",2.9
"492","2008-12-12",2.71
"493","2008-12-15",2.71
"494","2008-12-16",2.61
"495","2008-12-17",3.11
"496","2008-12-18",3.11
"497","2008-12-19",2.92
"498","2008-12-22",2.74
"499","2008-12-23",2.7
"500","2008-12-24",2.7
"501","2008-12-26",3.15
"502","2008-12-29",2.97
"503","2008-12-30",3.2
"504","2008-12-31",3.2
"505","2009-01-02",3.24
"506","2009-01-05",3.05
"507","2009-01-06",3.05
"508","2009-01-07",3.05
"509","2009-01-08",3
"510","2009-01-09",3
"511","2009-01-12",2.83
"512","2009-01-13",2.83
"513","2009-01-14",2.83
"514","2009-01-15",2.8
"515","2009-01-16",2.68
"516","2009-01-20",2.68
"517","2009-01-21",2.6
"518","2009-01-22",2.6
"519","2009-01-23",2.59
"520","2009-01-26",2.5
"521","2009-01-27",2.41
"522","2009-01-28",2.85
"523","2009-01-29",2.85
"524","2009-01-30",2.83
"525","2009-02-02",2.52
"526","2009-02-03",2.57
"527","2009-02-04",2.5
"528","2009-02-05",2.5
"529","2009-02-06",2.35
"530","2009-02-09",2.31
"531","2009-02-10",2.27
"532","2009-02-11",2.48
"533","2009-02-12",2.39
"534","2009-02-13",2.45
"535","2009-02-17",2.2
"536","2009-02-18",2.11
"537","2009-02-19",2.24
"538","2009-02-20",2.22
"539","2009-02-23",2.34
"540","2009-02-24",1.92
"541","2009-02-25",1.92
"542","2009-02-26",1.96
"543","2009-02-27",2.14
"544","2009-03-02",2.06
"545","2009-03-03",1.98
"546","2009-03-04",2
"547","2009-03-05",2
"548","2009-03-06",2.01
"549","2009-03-09",1.84
"550","2009-03-10",1.73
"551","2009-03-11",1.83
"552","2009-03-12",1.99
"553","2009-03-13",2.04
"554","2009-03-16",2.04
"555","2009-03-17",2.04
"556","2009-03-18",2.1
"557","2009-03-19",2.11
"558","2009-03-20",2.19
"559","2009-03-23",2.19
"560","2009-03-24",2.2
"561","2009-03-25",2.3
"562","2009-03-26",2.3
"563","2009-03-27",2.2
"564","2009-03-30",2.2
"565","2009-03-31",2.4
"566","2009-04-01",2.17
"567","2009-04-02",2.24
"568","2009-04-03",2.26
"569","2009-04-06",2.22
"570","2009-04-07",2.24
"571","2009-04-08",2.24
"572","2009-04-09",2.3
"573","2009-04-13",2.52
"574","2009-04-14",2.5
"575","2009-04-15",2.4
"576","2009-04-16",2.69
"577","2009-04-17",2.65
"578","2009-04-20",2.65
"579","2009-04-21",2.57
"580","2009-04-22",2.57
"581","2009-04-23",2.6
"582","2009-04-24",2.66
"583","2009-04-27",2.66
"584","2009-04-28",2.66
"585","2009-04-29",2.98
"586","2009-04-30",2.77
"587","2009-05-01",2.67
"588","2009-05-04",2.89
"589","2009-05-05",2.85
"590","2009-05-06",2.9
"591","2009-05-07",2.73
"592","2009-05-08",2.7
"593","2009-05-11",2.66
"594","2009-05-12",2.7
"595","2009-05-13",2.55
"596","2009-05-14",2.55
"597","2009-05-15",2.55
"598","2009-05-18",2.7
"599","2009-05-19",2.7
"600","2009-05-20",2.53
"601","2009-05-21",2.55
"602","2009-05-22",2.28
"603","2009-05-26",2.5
"604","2009-05-27",2.39
"605","2009-05-28",2.37
"606","2009-05-29",2.4
"607","2009-06-01",2.32
"608","2009-06-02",2.49
"609","2009-06-03",2.39
"610","2009-06-04",2.64
"611","2009-06-05",2.64
"612","2009-06-08",2.7
"613","2009-06-09",2.7
"614","2009-06-10",2.78
"615","2009-06-11",2.78
"616","2009-06-12",2.52
"617","2009-06-15",2.52
"618","2009-06-16",2.5
"619","2009-06-17",2.5
"620","2009-06-18",2.76
"621","2009-06-19",2.76
"622","2009-06-22",2.42
"623","2009-06-23",2.42
"624","2009-06-24",2.4
"625","2009-06-25",2.58
"626","2009-06-26",2.44
"627","2009-06-29",2.35
"628","2009-06-30",2.35
"629","2009-07-01",2.35
"630","2009-07-02",2.35
"631","2009-07-06",2.35
"632","2009-07-07",2.35
"633","2009-07-08",2.35
"634","2009-07-09",2.35
"635","2009-07-10",2.35
"636","2009-07-13",2.5
"637","2009-07-14",2.5
"638","2009-07-15",2.41
"639","2009-07-16",2.41
"640","2009-07-17",2.41
"641","2009-07-20",2.44
"642","2009-07-21",2.64
"643","2009-07-22",2.7
"644","2009-07-23",2.7
"645","2009-07-24",2.7
"646","2009-07-27",2.76
"647","2009-07-28",2.75
"648","2009-07-29",2.9
"649","2009-07-30",2.9
"650","2009-07-31",2.9
"651","2009-08-03",2.9
"652","2009-08-04",2.85
"653","2009-08-05",2.9
"654","2009-08-06",3
"655","2009-08-07",3.1
"656","2009-08-10",3.09
"657","2009-08-11",3
"658","2009-08-12",3.11
"659","2009-08-13",3.11
"660","2009-08-14",3.06
"661","2009-08-17",3.05
"662","2009-08-18",2.83
"663","2009-08-19",2.81
"664","2009-08-20",2.86
"665","2009-08-21",2.89
"666","2009-08-24",2.95
"667","2009-08-25",3.01
"668","2009-08-26",3.01
"669","2009-08-27",3.01
"670","2009-08-28",3.01
"671","2009-08-31",3
"672","2009-09-01",3.04
"673","2009-09-02",2.98
"674","2009-09-03",2.8
"675","2009-09-04",2.64
"676","2009-09-08",2.71
"677","2009-09-09",2.71
"678","2009-09-10",2.71
"679","2009-09-11",2.93
"680","2009-09-14",2.85
"681","2009-09-15",2.86
"682","2009-09-16",2.85
"683","2009-09-17",2.9
"684","2009-09-18",2.82
"685","2009-09-21",2.82
"686","2009-09-22",2.82
"687","2009-09-23",2.82
"688","2009-09-24",2.75
"689","2009-09-25",2.75
"690","2009-09-28",2.75
"691","2009-09-29",2.75
"692","2009-09-30",2.82
"693","2009-10-01",2.85
"694","2009-10-02",2.93
"695","2009-10-05",2.93
"696","2009-10-06",2.93
"697","2009-10-07",2.85
"698","2009-10-08",2.94
"699","2009-10-09",2.88
"700","2009-10-12",2.94
"701","2009-10-13",2.9
"702","2009-10-14",3.09
"703","2009-10-15",2.98
"704","2009-10-16",2.89
"705","2009-10-19",3
"706","2009-10-20",3
"707","2009-10-21",2.95
"708","2009-10-22",3.02
"709","2009-10-23",3
"710","2009-10-26",2.9
"711","2009-10-27",2.91
"712","2009-10-28",2.91
"713","2009-10-29",2.98
"714","2009-10-30",3
"715","2009-11-02",3
"716","2009-11-03",3
"717","2009-11-04",2.89
"718","2009-11-05",2.87
"719","2009-11-06",2.88
"720","2009-11-09",2.92
"721","2009-11-10",2.98
"722","2009-11-11",2.98
"723","2009-11-12",2.98
"724","2009-11-13",2.85
"725","2009-11-16",2.91
"726","2009-11-17",2.99
"727","2009-11-18",2.99
"728","2009-11-19",2.99
"729","2009-11-20",3
"730","2009-11-23",3
"731","2009-11-24",3.06
"732","2009-11-25",3
"733","2009-11-27",3.06
"734","2009-11-30",2.98
"735","2009-12-01",3
"736","2009-12-02",3.05
"737","2009-12-03",3.06
"738","2009-12-04",3.23
"739","2009-12-07",3.27
"740","2009-12-08",3.37
"741","2009-12-09",3.37
"742","2009-12-10",3.64
"743","2009-12-11",3.65
"744","2009-12-14",3.86
"745","2009-12-15",3.93
"746","2009-12-16",3.9
"747","2009-12-17",3.65
"748","2009-12-18",3.6
"749","2009-12-21",4
"750","2009-12-22",4.17
"751","2009-12-23",4.17
"752","2009-12-24",4.17
"753","2009-12-28",4
"754","2009-12-29",4
"755","2009-12-30",4
"756","2009-12-31",3.72
"757","2010-01-04",3.58
"758","2010-01-05",3.75
"759","2010-01-06",3.68
"760","2010-01-07",3.6
"761","2010-01-08",3.38
"762","2010-01-11",3.5
"763","2010-01-12",3.25
"764","2010-01-13",3.35
"765","2010-01-14",3.65
"766","2010-01-15",3.45
"767","2010-01-19",3.55
"768","2010-01-20",3.55
"769","2010-01-21",3.6
"770","2010-01-22",3.6
"771","2010-01-25",3.65
"772","2010-01-26",3.6
"773","2010-01-27",3.6
"774","2010-01-28",3.49
"775","2010-01-29",3.39
"776","2010-02-01",3.69
"777","2010-02-02",3.8
"778","2010-02-03",3.8
"779","2010-02-04",3.8
"780","2010-02-05",3.8
"781","2010-02-08",3.75
"782","2010-02-09",3.73
"783","2010-02-10",3.73
"784","2010-02-11",3.75
"785","2010-02-12",3.75
"786","2010-02-16",3.94
"787","2010-02-17",3.94
"788","2010-02-18",3.94
"789","2010-02-19",3.84
"790","2010-02-22",3.86
"791","2010-02-23",3.82
"792","2010-02-24",3.99
"793","2010-02-25",4
"794","2010-02-26",3.66
"795","2010-03-01",3.66
"796","2010-03-02",3.66
"797","2010-03-03",3.4
"798","2010-03-04",3.5
"799","2010-03-05",3.5
"800","2010-03-08",3.98
"801","2010-03-09",3.98
"802","2010-03-10",3.8
"803","2010-03-11",3.75
"804","2010-03-12",3.75
"805","2010-03-15",3.5
"806","2010-03-16",3.5
"807","2010-03-17",3.6
"808","2010-03-18",3.62
"809","2010-03-19",3.62
"810","2010-03-22",3.55
"811","2010-03-23",3.73
"812","2010-03-24",3.73
"813","2010-03-25",3.73
"814","2010-03-26",3.75
"815","2010-03-29",3.75
"816","2010-03-30",3.78
"817","2010-03-31",3.8
"818","2010-04-01",3.75
"819","2010-04-05",3.75
"820","2010-04-06",3.8
"821","2010-04-07",3.88
"822","2010-04-08",4
"823","2010-04-09",4
"824","2010-04-12",3.69
"825","2010-04-13",4
"826","2010-04-14",4
"827","2010-04-15",4
"828","2010-04-16",4.08
"829","2010-04-19",4.17
"830","2010-04-20",4.17
"831","2010-04-21",4.25
"832","2010-04-22",4.25
"833","2010-04-23",4.25
"834","2010-04-26",4.25
"835","2010-04-27",4.25
"836","2010-04-28",4
"837","2010-04-29",4.05
"838","2010-04-30",4.1
"839","2010-05-03",4.04
"840","2010-05-04",4.04
"841","2010-05-05",4.04
"842","2010-05-06",4
"843","2010-05-07",4
"844","2010-05-10",4
"845","2010-05-11",4.06
"846","2010-05-12",3.99
"847","2010-05-13",3.9
"848","2010-05-14",3.91
"849","2010-05-17",3.85
"850","2010-05-18",3.86
"851","2010-05-19",3.77
"852","2010-05-20",3.75
"853","2010-05-21",3.65
"854","2010-05-24",3.76
"855","2010-05-25",3.8
"856","2010-05-26",3.87
"857","2010-05-27",3.83
"858","2010-05-28",3.95
"859","2010-06-01",3.96
"860","2010-06-02",3.96
"861","2010-06-03",3.9
"862","2010-06-04",3.88
"863","2010-06-07",3.98
"864","2010-06-08",3.87
"865","2010-06-09",3.91
"866","2010-06-10",3.91
"867","2010-06-11",3.97
"868","2010-06-14",3.97
"869","2010-06-15",3.95
"870","2010-06-16",3.95
"871","2010-06-17",3.93
"872","2010-06-18",3.95
"873","2010-06-21",3.94
"874","2010-06-22",3.94
"875","2010-06-23",3.97
"876","2010-06-24",3.97
"877","2010-06-25",3.94
"878","2010-06-28",3.98
"879","2010-06-29",3.98
"880","2010-06-30",3.95
"881","2010-07-01",3.95
"882","2010-07-02",3.94
"883","2010-07-06",3.93
"884","2010-07-07",3.93
"885","2010-07-08",3.93
"886","2010-07-09",4.06
"887","2010-07-12",3.94
"888","2010-07-13",3.98
"889","2010-07-14",3.98
"890","2010-07-15",4.35
"891","2010-07-16",4.25
"892","2010-07-19",4.38
"893","2010-07-20",4.42
"894","2010-07-21",4.54
"895","2010-07-22",4.54
"896","2010-07-23",4.54
"897","2010-07-26",4.25
"898","2010-07-27",4.25
"899","2010-07-28",4.15
"900","2010-07-29",4.12
"901","2010-07-30",4.07
"902","2010-08-02",4.05
"903","2010-08-03",4
"904","2010-08-04",4
"905","2010-08-05",4.29
"906","2010-08-06",4.14
"907","2010-08-09",4.15
"908","2010-08-10",4.15
"909","2010-08-11",4.03
"910","2010-08-12",4
"911","2010-08-13",4
"912","2010-08-16",4
"913","2010-08-17",4.06
"914","2010-08-18",4.06
"915","2010-08-19",4.12
"916","2010-08-20",4.15
"917","2010-08-23",4.05
"918","2010-08-24",4.15
"919","2010-08-25",4.15
"920","2010-08-26",4.15
"921","2010-08-27",4.1
"922","2010-08-30",3.99
"923","2010-08-31",4
"924","2010-09-01",3.98
"925","2010-09-02",4
"926","2010-09-03",4.07
"927","2010-09-07",4.07
"928","2010-09-08",4
"929","2010-09-09",4.04
"930","2010-09-10",4.06
"931","2010-09-13",4.06
"932","2010-09-14",4.06
"933","2010-09-15",4.06
"934","2010-09-16",4.04
"935","2010-09-17",4
"936","2010-09-20",4.02
"937","2010-09-21",4.02
"938","2010-09-22",4.05
"939","2010-09-23",4.07
"940","2010-09-24",4.07
"941","2010-09-27",3.99
"942","2010-09-28",3.99
"943","2010-09-29",4.01
"944","2010-09-30",4.01
"945","2010-10-01",4.15
"946","2010-10-04",4.15
"947","2010-10-05",4.2
"948","2010-10-06",4.2
"949","2010-10-07",4.16
"950","2010-10-08",4.16
"951","2010-10-11",4.05
"952","2010-10-12",4.05
"953","2010-10-13",4.16
"954","2010-10-14",4.16
"955","2010-10-15",4.16
"956","2010-10-18",4.27
"957","2010-10-19",4.39
"958","2010-10-20",4.39
"959","2010-10-21",4.39
"960","2010-10-22",4.39
"961","2010-10-25",4.08
"962","2010-10-26",4.08
"963","2010-10-27",4.12
"964","2010-10-28",4.25
"965","2010-10-29",4.25
"966","2010-11-01",4.25
"967","2010-11-02",4.07
"968","2010-11-03",4.05
"969","2010-11-04",4.06
"970","2010-11-05",4.18
"971","2010-11-08",4.18
"972","2010-11-09",4.18
"973","2010-11-10",4.18
"974","2010-11-11",4.11
"975","2010-11-12",4.1
"976","2010-11-15",4.12
"977","2010-11-16",4.11
"978","2010-11-17",4.08
"979","2010-11-18",4.08
"980","2010-11-19",4.1
"981","2010-11-22",4.1
"982","2010-11-23",4.1
"983","2010-11-24",4.12
"984","2010-11-26",4.12
"985","2010-11-29",4.09
"986","2010-11-30",4.08
"987","2010-12-01",3.96
"988","2010-12-02",4
"989","2010-12-03",4.07
"990","2010-12-06",4.2
"991","2010-12-07",4.2
"992","2010-12-08",4.26
"993","2010-12-09",4.26
"994","2010-12-10",4.22
"995","2010-12-13",4.18
"996","2010-12-14",4.18
"997","2010-12-15",4.18
"998","2010-12-16",4.01
"999","2010-12-17",4.38
"1000","2010-12-20",4.38
"1001","2010-12-21",4.13
"1002","2010-12-22",4.38
"1003","2010-12-23",4.38
"1004","2010-12-27",4.4
"1005","2010-12-28",4.4
