"","date","HMNF"
"1","2007-01-03",34.900002
"2","2007-01-04",34.900002
"3","2007-01-05",34.27
"4","2007-01-08",34.040001
"5","2007-01-09",33.5
"6","2007-01-10",33.5
"7","2007-01-11",33.5
"8","2007-01-12",33.5
"9","2007-01-16",33.189999
"10","2007-01-17",33.25
"11","2007-01-18",33.25
"12","2007-01-19",33
"13","2007-01-22",32.900002
"14","2007-01-23",33.48
"15","2007-01-24",34.16
"16","2007-01-25",34.299999
"17","2007-01-26",33.91
"18","2007-01-29",34.27
"19","2007-01-30",33.970001
"20","2007-01-31",34.119999
"21","2007-02-01",34
"22","2007-02-02",34.029999
"23","2007-02-05",34.380001
"24","2007-02-06",34.380001
"25","2007-02-07",34.009998
"26","2007-02-08",34
"27","2007-02-09",33.310001
"28","2007-02-12",34.299999
"29","2007-02-13",34.330002
"30","2007-02-14",34.400002
"31","2007-02-15",34.240002
"32","2007-02-16",34.240002
"33","2007-02-20",34.049999
"34","2007-02-21",34.049999
"35","2007-02-22",33.919998
"36","2007-02-23",33.919998
"37","2007-02-26",33.830002
"38","2007-02-27",33.799999
"39","2007-02-28",34.43
"40","2007-03-01",34.5
"41","2007-03-02",33.84
"42","2007-03-05",33.84
"43","2007-03-06",33.84
"44","2007-03-07",34.5
"45","2007-03-08",34.5
"46","2007-03-09",34.400002
"47","2007-03-12",34.400002
"48","2007-03-13",34.650002
"49","2007-03-14",34.25
"50","2007-03-15",34.240002
"51","2007-03-16",34.380001
"52","2007-03-19",34.450001
"53","2007-03-20",34
"54","2007-03-21",34
"55","2007-03-22",34
"56","2007-03-23",34.02
"57","2007-03-26",34.200001
"58","2007-03-27",34.200001
"59","2007-03-28",33.93
"60","2007-03-29",33.84
"61","2007-03-30",33.84
"62","2007-04-02",33.360001
"63","2007-04-03",33.5
"64","2007-04-04",33.740002
"65","2007-04-05",33.720001
"66","2007-04-09",33.950001
"67","2007-04-10",33.950001
"68","2007-04-11",33.360001
"69","2007-04-12",33.299999
"70","2007-04-13",33.41
"71","2007-04-16",34.189999
"72","2007-04-17",34.189999
"73","2007-04-18",34.400002
"74","2007-04-19",34.400002
"75","2007-04-20",34.18
"76","2007-04-23",34.07
"77","2007-04-24",33.849998
"78","2007-04-25",33.799999
"79","2007-04-26",33.970001
"80","2007-04-27",34.07
"81","2007-04-30",34
"82","2007-05-01",34.82
"83","2007-05-02",33.779999
"84","2007-05-03",34.150002
"85","2007-05-04",34.560001
"86","2007-05-07",34.360001
"87","2007-05-08",34.560001
"88","2007-05-09",34.5
"89","2007-05-10",34.5
"90","2007-05-11",34.43
"91","2007-05-14",34.43
"92","2007-05-15",34.009998
"93","2007-05-16",34.130001
"94","2007-05-17",34.189999
"95","2007-05-18",33.98
"96","2007-05-21",34.029999
"97","2007-05-22",33.849998
"98","2007-05-23",34.580002
"99","2007-05-24",34.43
"100","2007-05-25",34.34
"101","2007-05-29",34.400002
"102","2007-05-30",34.029999
"103","2007-05-31",33.98
"104","2007-06-01",34.57
"105","2007-06-04",34.889999
"106","2007-06-05",34.849998
"107","2007-06-06",35
"108","2007-06-07",34.880001
"109","2007-06-08",35
"110","2007-06-11",35.099998
"111","2007-06-12",35.18
"112","2007-06-13",35.360001
"113","2007-06-14",35.470001
"114","2007-06-15",35.25
"115","2007-06-18",35.200001
"116","2007-06-19",35.110001
"117","2007-06-20",35.259998
"118","2007-06-21",35.380001
"119","2007-06-22",35.369999
"120","2007-06-25",35.5
"121","2007-06-26",35.200001
"122","2007-06-27",35.25
"123","2007-06-28",35.25
"124","2007-06-29",35.150002
"125","2007-07-02",34.939999
"126","2007-07-03",35.240002
"127","2007-07-05",34.810001
"128","2007-07-06",34.810001
"129","2007-07-09",35.25
"130","2007-07-10",35.220001
"131","2007-07-11",34.939999
"132","2007-07-12",34.84
"133","2007-07-13",34.84
"134","2007-07-16",35.110001
"135","2007-07-17",35.23
"136","2007-07-18",35.23
"137","2007-07-19",34.759998
"138","2007-07-20",34.91
"139","2007-07-23",35.060001
"140","2007-07-24",34.709999
"141","2007-07-25",35.130001
"142","2007-07-26",34.810001
"143","2007-07-27",34.23
"144","2007-07-30",33.98
"145","2007-07-31",33.5
"146","2007-08-01",32
"147","2007-08-02",30
"148","2007-08-03",28.700001
"149","2007-08-06",28.889999
"150","2007-08-07",28.93
"151","2007-08-08",29.75
"152","2007-08-09",30.07
"153","2007-08-10",30.76
"154","2007-08-13",29.559999
"155","2007-08-14",29.799999
"156","2007-08-15",29.67
"157","2007-08-16",33.990002
"158","2007-08-17",33.509998
"159","2007-08-20",32
"160","2007-08-21",29.629999
"161","2007-08-22",30.18
"162","2007-08-23",30.280001
"163","2007-08-24",29.299999
"164","2007-08-27",29.33
"165","2007-08-28",29.25
"166","2007-08-29",29.48
"167","2007-08-30",29.299999
"168","2007-08-31",29.299999
"169","2007-09-04",28.98
"170","2007-09-05",28.74
"171","2007-09-06",29.200001
"172","2007-09-07",29.98
"173","2007-09-10",29.889999
"174","2007-09-11",29.889999
"175","2007-09-12",30.559999
"176","2007-09-13",30.120001
"177","2007-09-14",29.309999
"178","2007-09-17",29.5
"179","2007-09-18",30.1
"180","2007-09-19",29.610001
"181","2007-09-20",30.27
"182","2007-09-21",29.809999
"183","2007-09-24",29.809999
"184","2007-09-25",29.889999
"185","2007-09-26",29.620001
"186","2007-09-27",29.15
"187","2007-09-28",29.629999
"188","2007-10-01",29.889999
"189","2007-10-02",29.379999
"190","2007-10-03",29.5
"191","2007-10-04",29.4
"192","2007-10-05",29.889999
"193","2007-10-08",29.030001
"194","2007-10-09",29.309999
"195","2007-10-10",29.25
"196","2007-10-11",29.32
"197","2007-10-12",28.76
"198","2007-10-15",28.82
"199","2007-10-16",28.620001
"200","2007-10-17",28.5
"201","2007-10-18",28.5
"202","2007-10-19",27.51
"203","2007-10-22",27.85
"204","2007-10-23",27.799999
"205","2007-10-24",27.51
"206","2007-10-25",27.030001
"207","2007-10-26",27.030001
"208","2007-10-29",26.299999
"209","2007-10-30",26.190001
"210","2007-10-31",26.209999
"211","2007-11-01",25.92
"212","2007-11-02",26.33
"213","2007-11-05",27.41
"214","2007-11-06",27.450001
"215","2007-11-07",26.57
"216","2007-11-08",25.959999
"217","2007-11-09",25.85
"218","2007-11-12",25.42
"219","2007-11-13",26.209999
"220","2007-11-14",26.43
"221","2007-11-15",25.34
"222","2007-11-16",25.24
"223","2007-11-19",24.73
"224","2007-11-20",24.309999
"225","2007-11-21",24.33
"226","2007-11-23",24.34
"227","2007-11-26",24.9
"228","2007-11-27",24.51
"229","2007-11-28",25.059999
"230","2007-11-29",24
"231","2007-11-30",23.799999
"232","2007-12-03",24.23
"233","2007-12-04",23.370001
"234","2007-12-05",22.93
"235","2007-12-06",24.110001
"236","2007-12-07",24.01
"237","2007-12-10",25.360001
"238","2007-12-11",25.059999
"239","2007-12-12",25.530001
"240","2007-12-13",25.790001
"241","2007-12-14",25.290001
"242","2007-12-17",25.26
"243","2007-12-18",25.200001
"244","2007-12-19",23.67
"245","2007-12-20",23.6
"246","2007-12-21",23.219999
"247","2007-12-24",22.959999
"248","2007-12-26",23.16
"249","2007-12-27",22.83
"250","2007-12-28",23.25
"251","2007-12-31",24.549999
"252","2008-01-02",23.780001
"253","2008-01-03",23.9
"254","2008-01-04",23.9
"255","2008-01-07",23.799999
"256","2008-01-08",23.459999
"257","2008-01-09",22
"258","2008-01-10",22.459999
"259","2008-01-11",22.5
"260","2008-01-14",22.299999
"261","2008-01-15",22.5
"262","2008-01-16",22.5
"263","2008-01-17",22.219999
"264","2008-01-18",21.809999
"265","2008-01-22",21.18
"266","2008-01-23",24.92
"267","2008-01-24",24.950001
"268","2008-01-25",23.99
"269","2008-01-28",24.02
"270","2008-01-29",23.950001
"271","2008-01-30",23.139999
"272","2008-01-31",23.9
"273","2008-02-01",23.620001
"274","2008-02-04",23.6
"275","2008-02-05",23.98
"276","2008-02-06",24.139999
"277","2008-02-07",23.32
"278","2008-02-08",24.110001
"279","2008-02-11",24.92
"280","2008-02-12",25.469999
"281","2008-02-13",25.49
"282","2008-02-14",25.1
"283","2008-02-15",25.1
"284","2008-02-19",24.99
"285","2008-02-20",24.43
"286","2008-02-21",24.91
"287","2008-02-22",24.77
"288","2008-02-25",24.389999
"289","2008-02-26",24.5
"290","2008-02-27",24.5
"291","2008-02-28",24.25
"292","2008-02-29",24.49
"293","2008-03-03",24.5
"294","2008-03-04",23.049999
