"","date","VVPR"
"145","2015-12-18",9.89
"146","2015-12-21",9.89
"147","2015-12-22",9.89
"148","2015-12-23",9.89
"149","2015-12-24",9.89
"150","2015-12-28",9.89
"151","2015-12-29",9.89
"152","2015-12-30",9.89
"153","2015-12-31",9.82
"154","2016-01-04",9.82
"155","2016-01-05",9.82
"156","2016-01-06",9.82
"157","2016-01-07",9.82
"158","2016-01-08",9.84
"159","2016-01-11",9.77
"160","2016-01-12",9.77
"161","2016-01-13",9.77
"162","2016-01-14",9.77
"163","2016-01-15",9.77
"164","2016-01-19",9.77
"165","2016-01-20",9.77
"166","2016-01-21",9.77
"167","2016-01-22",9.77
"168","2016-01-25",9.83
"169","2016-01-26",9.83
"170","2016-01-27",9.83
"171","2016-01-28",9.82
"172","2016-01-29",9.82
"173","2016-02-01",9.82
"174","2016-02-02",9.87
"175","2016-02-03",9.87
"176","2016-02-04",9.88
"177","2016-02-05",9.88
"178","2016-02-08",NA
"179","2016-02-09",9.88
"180","2016-02-10",9.88
"181","2016-02-11",9.88
"182","2016-02-12",9.88
"183","2016-02-16",9.88
"184","2016-02-17",9.88
"185","2016-02-18",9.88
"186","2016-02-19",9.89
"187","2016-02-22",NA
"188","2016-02-23",9.89
"189","2016-02-24",9.89
"190","2016-02-25",9.89
"191","2016-02-26",9.89
"192","2016-02-29",9.89
"193","2016-03-01",9.89
"194","2016-03-02",9.89
"195","2016-03-03",9.92
"196","2016-03-04",9.92
"197","2016-03-07",9.92
"198","2016-03-08",9.92
"199","2016-03-09",9.94
"200","2016-03-10",9.94
"201","2016-03-11",9.94
"202","2016-03-14",9.94
"203","2016-03-15",9.95
"204","2016-03-16",9.95
"205","2016-03-17",9.95
"206","2016-03-18",9.95
"207","2016-03-21",9.99
"208","2016-03-22",9.95
"209","2016-03-23",9.95
"210","2016-03-24",9.95
"211","2016-03-28",9.95
"212","2016-03-29",9.95
"213","2016-03-30",9.95
"214","2016-03-31",9.95
"215","2016-04-01",9.95
"216","2016-04-04",NA
"217","2016-04-05",9.96
"218","2016-04-06",9.99
"219","2016-04-07",9.98
"220","2016-04-08",9.98
"221","2016-04-11",9.98
"222","2016-04-12",9.98
"223","2016-04-13",9.98
"224","2016-04-14",9.98
"225","2016-04-15",9.98
"226","2016-04-18",9.98
"227","2016-04-19",9.98
"228","2016-04-20",9.98
"229","2016-04-21",9.98
"230","2016-04-22",9.98
"231","2016-04-25",9.98
"232","2016-04-26",9.98
"233","2016-04-27",9.98
"234","2016-04-28",9.98
"235","2016-04-29",9.98
"236","2016-05-02",NA
"237","2016-05-03",10
"238","2016-05-04",10
"239","2016-05-05",10
"240","2016-05-06",10
"241","2016-05-09",10
"242","2016-05-10",10
"243","2016-05-11",10.01
"244","2016-05-12",10.02
"245","2016-05-13",10.02
"246","2016-05-16",10.02
"247","2016-05-17",10.02
"248","2016-05-18",10.02
"249","2016-05-19",10.02
"250","2016-05-20",10.02
"251","2016-05-23",10.02
"252","2016-05-24",10.02
"253","2016-05-25",10.02
"254","2016-05-26",10.02
"255","2016-05-27",10.02
"256","2016-05-31",10.02
"257","2016-06-01",10.02
"258","2016-06-02",10.02
"259","2016-06-03",10.02
"260","2016-06-06",10.02
"261","2016-06-07",10.02
"262","2016-06-08",10.02
"263","2016-06-09",10.07
"264","2016-06-10",10.07
"265","2016-06-13",10.07
"266","2016-06-14",10.07
"267","2016-06-15",10.07
"268","2016-06-16",10.07
"269","2016-06-17",10.07
"270","2016-06-20",10.07
"271","2016-06-21",10.07
"272","2016-06-22",10.07
"273","2016-06-23",10.07
"274","2016-06-24",10.07
"275","2016-06-27",10.07
"276","2016-06-28",10.07
"277","2016-06-29",10.07
"278","2016-06-30",10.07
"279","2016-07-01",10.07
"280","2016-07-05",10.07
"281","2016-07-06",10.07
"282","2016-07-07",10.07
"283","2016-07-08",10.07
"284","2016-07-11",10.07
"285","2016-07-12",10.02
"286","2016-07-13",10.02
"287","2016-07-14",10.02
"288","2016-07-15",10.02
"289","2016-07-18",10.02
"290","2016-07-19",10.02
"291","2016-07-20",10.02
"292","2016-07-21",10.07
"293","2016-07-22",10.07
"294","2016-07-25",10.07
"295","2016-07-26",10.07
"296","2016-07-27",10.07
"297","2016-07-28",10.07
"298","2016-07-29",10.07
"299","2016-08-01",10.07
"300","2016-08-02",10.07
"301","2016-08-03",10.07
"302","2016-08-04",10.07
"303","2016-08-05",10.07
"304","2016-08-08",10.07
"305","2016-08-09",10.07
"306","2016-08-10",10.07
"307","2016-08-11",10.07
"308","2016-08-12",10.12
"309","2016-08-15",10.12
"310","2016-08-16",10.12
"311","2016-08-17",10.12
"312","2016-08-18",10.12
"313","2016-08-19",10.12
"314","2016-08-22",10.12
"315","2016-08-23",10.12
"316","2016-08-24",10.12
"317","2016-08-25",10.12
"318","2016-08-26",10.09
"319","2016-08-29",10.09
"320","2016-08-30",10.09
"321","2016-08-31",10.09
"322","2016-09-01",10.07
"323","2016-09-02",10.07
"324","2016-09-06",10.08
"325","2016-09-07",10.12
"326","2016-09-08",10.1
"327","2016-09-09",10.11
"328","2016-09-12",10.11
"329","2016-09-13",10.11
"330","2016-09-14",10.11
"331","2016-09-15",10.11
"332","2016-09-16",10.11
"333","2016-09-19",10.11
"334","2016-09-20",10.19
"335","2016-09-21",10.19
"336","2016-09-22",10.19
"337","2016-09-23",10.19
"338","2016-09-26",10.19
"339","2016-09-27",10.17
"340","2016-09-28",10.17
"341","2016-09-29",10.19
"342","2016-09-30",10.19
"343","2016-10-03",10.19
"344","2016-10-04",10.19
"345","2016-10-05",10.19
"346","2016-10-06",10.19
"347","2016-10-07",10.19
"348","2016-10-10",10.19
"349","2016-10-11",10.19
"350","2016-10-12",10.19
"351","2016-10-13",10.19
"352","2016-10-14",10.19
"353","2016-10-17",10.19
"354","2016-10-18",10.18
"355","2016-10-19",10.18
"356","2016-10-20",NA
"357","2016-10-21",10.17
"358","2016-10-24",10.17
"359","2016-10-25",10.19
"360","2016-10-26",10.18
"361","2016-10-27",10.19
"362","2016-10-28",10.28
"363","2016-10-31",10.22
"364","2016-11-01",10.2
"365","2016-11-02",10.2
"366","2016-11-03",10.25
"367","2016-11-04",10.24
"368","2016-11-07",10.14
"369","2016-11-08",10.14
"370","2016-11-09",10.1
"371","2016-11-10",10.1
"372","2016-11-11",10.1
"373","2016-11-14",10.1
"374","2016-11-15",10.1
"375","2016-11-16",10.28
"376","2016-11-17",10.25
"377","2016-11-18",10.3
"378","2016-11-21",10.3
"379","2016-11-22",10.3
"380","2016-11-23",10.3
"381","2016-11-25",10.3
"382","2016-11-28",10.3
"383","2016-11-29",10.3
"384","2016-11-30",10.17
"385","2016-12-01",10.1
"386","2016-12-02",10.1
"387","2016-12-05",NA
"388","2016-12-06",10.24
"389","2016-12-07",10.24
"390","2016-12-08",10.24
"391","2016-12-09",10.25
"392","2016-12-12",10.25
"393","2016-12-13",10.34
"394","2016-12-14",10.84
"395","2016-12-15",10.4
"396","2016-12-16",10.39
"397","2016-12-19",10.39
"398","2016-12-20",10.39
"399","2016-12-21",9.33
"400","2016-12-22",9.33
"401","2016-12-23",9.33
"402","2016-12-27",9.9
"403","2016-12-28",11.77
"404","2016-12-29",7.339
"405","2016-12-30",5.5
"406","2017-01-03",4.22
"407","2017-01-04",4.296
"408","2017-01-05",4.4
"409","2017-01-06",5.69
"410","2017-01-09",4.58
"411","2017-01-10",5.09
"412","2017-01-11",5.01
"413","2017-01-12",5.26
"414","2017-01-13",5.02
"415","2017-01-17",5.02
"416","2017-01-18",5.08
"417","2017-01-19",5.347
"418","2017-01-20",5.21
"419","2017-01-23",5.26
"420","2017-01-24",5.181
"421","2017-01-25",5.14
"422","2017-01-26",4.92
"423","2017-01-27",4.76
"424","2017-01-30",4.65
"425","2017-01-31",5.199
"426","2017-02-01",5.31
"427","2017-02-02",5.192
"428","2017-02-03",5.192
"429","2017-02-06",5.192
"430","2017-02-07",5.05
"431","2017-02-08",4.738
"432","2017-02-09",4.738
"433","2017-02-10",5
"434","2017-02-13",4.9
"435","2017-02-14",4.9
"436","2017-02-15",5.02
"437","2017-02-16",4.86
"438","2017-02-17",4.86
"439","2017-02-21",4.86
"440","2017-02-22",4.86
"441","2017-02-23",4.6
"442","2017-02-24",5.01
"443","2017-02-27",4.907
"444","2017-02-28",4.92
"445","2017-03-01",5.01
"446","2017-03-02",4.85
"447","2017-03-03",4.998
"448","2017-03-06",4.998
"449","2017-03-07",4.775
"450","2017-03-08",4.85
"451","2017-03-09",4.32
"452","2017-03-10",4.296
"453","2017-03-13",4.75
"454","2017-03-14",4.5
"455","2017-03-15",4.5
"456","2017-03-16",4.5
"457","2017-03-17",4.668
"458","2017-03-20",4.48
"459","2017-03-21",4.399
"460","2017-03-22",4.399
"461","2017-03-23",4.39
"462","2017-03-24",4.39
"463","2017-03-27",4.1
"464","2017-03-28",4.52
"465","2017-03-29",4.52
"466","2017-03-30",4.5
"467","2017-03-31",4.5
"468","2017-04-03",4.5
"469","2017-04-04",4.5
"470","2017-04-05",4.5
"471","2017-04-06",4.5
"472","2017-04-07",4.5
"473","2017-04-10",4.5
"474","2017-04-11",4.5
"475","2017-04-12",4.5
"476","2017-04-13",4.5
"477","2017-04-17",4.5
"478","2017-04-18",4.2
"479","2017-04-19",4.3
"480","2017-04-20",4.2
"481","2017-04-21",4.2
"482","2017-04-24",4.09
"483","2017-04-25",4.48
"484","2017-04-26",4
"485","2017-04-27",4
"486","2017-04-28",4.003
"487","2017-05-01",4.003
"488","2017-05-02",4
"489","2017-05-03",3.51
"490","2017-05-04",3.88
"491","2017-05-05",4
"492","2017-05-08",3.788
"493","2017-05-09",3.74
"494","2017-05-10",3.7
"495","2017-05-11",3.62
"496","2017-05-12",3.856
"497","2017-05-15",3.84
"498","2017-05-16",3.69
"499","2017-05-17",3.69
"500","2017-05-18",3.69
"501","2017-05-19",3.8
"502","2017-05-22",3.78
"503","2017-05-23",3.78
"504","2017-05-24",3.85
"505","2017-05-25",3.7
"506","2017-05-26",3.7
"507","2017-05-30",3.7
"508","2017-05-31",3.49
"509","2017-06-01",3.45
"510","2017-06-02",3.45
"511","2017-06-05",3.45
"512","2017-06-06",3.31
"513","2017-06-07",3.3
"514","2017-06-08",3.239
"515","2017-06-09",3.27
"516","2017-06-12",3.221
"517","2017-06-13",3.21
"518","2017-06-14",3.3
"519","2017-06-15",3.3
"520","2017-06-16",3.3
"521","2017-06-19",3.4
"522","2017-06-20",3.391
"523","2017-06-21",3.3
"524","2017-06-22",3.43
"525","2017-06-23",3.45
"526","2017-06-26",3.63
"527","2017-06-27",3.59
"528","2017-06-28",3.7
"529","2017-06-29",3.9
"530","2017-06-30",3.82
"531","2017-07-03",3.82
"532","2017-07-05",3.97
"533","2017-07-06",3.75
"534","2017-07-07",3.95
"535","2017-07-10",3.95
"536","2017-07-11",3.862
"537","2017-07-12",3.83
"538","2017-07-13",3.85
"539","2017-07-14",3.98
"540","2017-07-17",3.98
"541","2017-07-18",3.6
"542","2017-07-19",3.6
"543","2017-07-20",3.68
"544","2017-07-21",3.74
"545","2017-07-24",3.675
"546","2017-07-25",3.55
"547","2017-07-26",3.57
"548","2017-07-27",3.78
"549","2017-07-28",3.75
"550","2017-07-31",3.52
"551","2017-08-01",3.52
"552","2017-08-02",3.5
"553","2017-08-03",3.5
"554","2017-08-04",3.771
"555","2017-08-07",3.59
"556","2017-08-08",3.471
"557","2017-08-09",3.5
"558","2017-08-10",3.65
"559","2017-08-11",3.695
"560","2017-08-14",3.63
"561","2017-08-15",3.72
"562","2017-08-16",3.57
"563","2017-08-17",3.56
"564","2017-08-18",3.51
"565","2017-08-21",3.41
"566","2017-08-22",3.476
"567","2017-08-23",3.45
"568","2017-08-24",3.53
"569","2017-08-25",3.53
"570","2017-08-28",3.53
"571","2017-08-29",3.53
"572","2017-08-30",3.308
"573","2017-08-31",3.308
"574","2017-09-01",3.35
"575","2017-09-05",3.486
"576","2017-09-06",3.5
"577","2017-09-07",3.49
"578","2017-09-08",3.5
"579","2017-09-11",3.5
"580","2017-09-12",3.45
"581","2017-09-13",3.27
"582","2017-09-14",3.557
"583","2017-09-15",3.5
"584","2017-09-18",3.5
"585","2017-09-19",3.4
"586","2017-09-20",3.47
"587","2017-09-21",3.45
"588","2017-09-22",3.5
"589","2017-09-25",3.43
"590","2017-09-26",3.43
"591","2017-09-27",3.28
"592","2017-09-28",3.35
"593","2017-09-29",3.46
"594","2017-10-02",3.354
"595","2017-10-03",3.25
"596","2017-10-04",3.25
"597","2017-10-05",3.25
"598","2017-10-06",3.25
"599","2017-10-09",3.15
"600","2017-10-10",3.25
"601","2017-10-11",3.25
"602","2017-10-12",3.25
"603","2017-10-13",3.04
"604","2017-10-16",3.04
"605","2017-10-17",3.04
"606","2017-10-18",3.067
"607","2017-10-19",3.067
"608","2017-10-20",3.067
"609","2017-10-23",3.14
"610","2017-10-24",3.15
"611","2017-10-25",3.151
"612","2017-10-26",3.05
"613","2017-10-27",3.223
"614","2017-10-30",3.14
"615","2017-10-31",3.14
"616","2017-11-01",3.121
"617","2017-11-02",3.132
"618","2017-11-03",3.132
"619","2017-11-06",3.132
"620","2017-11-07",3.1
"621","2017-11-08",3.1
"622","2017-11-09",3.1
"623","2017-11-10",3.189
"624","2017-11-13",3
"625","2017-11-14",3.2
"626","2017-11-15",2.95
"627","2017-11-16",2.965
"628","2017-11-17",3
"629","2017-11-20",3.15
"630","2017-11-21",3.15
"631","2017-11-22",3.15
"632","2017-11-24",3.15
"633","2017-11-27",3.091
"634","2017-11-28",3.091
"635","2017-11-29",3.038
"636","2017-11-30",2.9
"637","2017-12-01",2.895
"638","2017-12-04",2.886
"639","2017-12-05",2.886
"640","2017-12-06",2.74
"641","2017-12-07",2.752
"642","2017-12-08",3.03
"643","2017-12-11",3.03
"644","2017-12-12",3.03
"645","2017-12-13",3.01
"646","2017-12-14",3.01
"647","2017-12-15",3.01
"648","2017-12-18",3.01
"649","2017-12-19",3
"650","2017-12-20",2.85
"651","2017-12-21",2.78
"652","2017-12-22",2.918
"653","2017-12-26",3.01
"654","2017-12-27",2.9
"655","2017-12-28",2.9
"656","2017-12-29",2.9
"657","2018-01-02",2.9
"658","2018-01-03",2.9
"659","2018-01-04",2.9
"660","2018-01-05",2.9
"661","2018-01-08",2.9
"662","2018-01-09",2.9
"663","2018-01-10",2.85
"664","2018-01-11",2.9
"665","2018-01-12",3.116
"666","2018-01-16",2.85
"667","2018-01-17",2.693
"668","2018-01-18",2.693
"669","2018-01-19",2.36
"670","2018-01-22",2.212
"671","2018-01-23",2.55
"672","2018-01-24",2.588
"673","2018-01-25",2.66
"674","2018-01-26",3.05
"675","2018-01-29",2.61
"676","2018-01-30",2.47
"677","2018-01-31",2.63
"678","2018-02-01",2.25
"679","2018-02-02",2.472
"680","2018-02-05",2.36
"681","2018-02-06",2.4
"682","2018-02-07",2.4
"683","2018-02-08",2.52
"684","2018-02-09",2.52
"685","2018-02-12",2.25
"686","2018-02-13",2.26
"687","2018-02-14",2.26
"688","2018-02-15",2.29
"689","2018-02-16",2.29
"690","2018-02-20",2.35
"691","2018-02-21",2.35
"692","2018-02-22",2.35
"693","2018-02-23",2.35
"694","2018-02-26",2.35
"695","2018-02-27",2.35
"696","2018-02-28",2.35
"697","2018-03-01",2.368
"698","2018-03-02",2.37
"699","2018-03-05",2.321
"700","2018-03-06",2.28
"701","2018-03-07",2.27
"702","2018-03-08",2.45
"703","2018-03-09",2.472
"704","2018-03-12",2.472
"705","2018-03-13",2.472
"706","2018-03-14",2.515
"707","2018-03-15",2.515
"708","2018-03-16",2.515
"709","2018-03-19",2.5
"710","2018-03-20",1.72
"711","2018-03-21",2.01
"712","2018-03-22",2.359
"713","2018-03-23",2.25
"714","2018-03-26",2.166
"715","2018-03-27",2.121
"716","2018-03-28",2
"717","2018-03-29",2.212
"718","2018-04-02",2.212
"719","2018-04-03",2.212
"720","2018-04-04",2.212
"721","2018-04-05",2.212
"722","2018-04-06",2.322
"723","2018-04-09",2.5
"724","2018-04-10",2.496
"725","2018-04-11",2.496
"726","2018-04-12",2.496
"727","2018-04-13",2.496
"728","2018-04-16",2.2
"729","2018-04-17",2
"730","2018-04-18",1.94
"731","2018-04-19",1.85
"732","2018-04-20",1.85
"733","2018-04-23",1.65
"734","2018-04-24",1.55
"735","2018-04-25",1.475
"736","2018-04-26",1.4
"737","2018-04-27",1.4
"738","2018-04-30",1.25
"739","2018-05-01",1.25
"740","2018-05-02",1.35
"741","2018-05-03",4.39
"742","2018-05-04",2.64
"743","2018-05-07",3.13
"744","2018-05-08",2.59
"745","2018-05-09",2.79
"746","2018-05-10",2.43
"747","2018-05-11",2.55
"748","2018-05-14",2.851
"749","2018-05-15",3.15
"750","2018-05-16",3.21
"751","2018-05-17",3.52
"752","2018-05-18",3.32
"753","2018-05-21",2.96
"754","2018-05-22",2.88
"755","2018-05-23",2.8
"756","2018-05-24",2.738
"757","2018-05-25",2.41
"758","2018-05-29",2.45
"759","2018-05-30",2.33
"760","2018-05-31",2.25
"761","2018-06-01",2.42
"762","2018-06-04",2.3
"763","2018-06-05",2.22
"764","2018-06-06",2.21
"765","2018-06-07",2.2
"766","2018-06-08",2.11
"767","2018-06-11",2.05
"768","2018-06-12",2.121
"769","2018-06-13",2.04
"770","2018-06-14",2.2
"771","2018-06-15",2
"772","2018-06-18",1.91
"773","2018-06-19",1.86
"774","2018-06-20",1.86
"775","2018-06-21",1.76
"776","2018-06-22",1.81
"777","2018-06-25",1.61
"778","2018-06-26",1.57
"779","2018-06-27",1.45
"780","2018-06-28",2.34
"781","2018-06-29",2.34
"782","2018-07-02",2.18
"783","2018-07-03",2.25
"784","2018-07-05",2.27
"785","2018-07-06",1.96
"786","2018-07-09",1.91
"787","2018-07-10",1.98
"788","2018-07-11",1.98
"789","2018-07-12",1.98
"790","2018-07-13",1.91
"791","2018-07-16",1.91
"792","2018-07-17",1.85
"793","2018-07-18",1.98
"794","2018-07-19",1.8
"795","2018-07-20",1.8
"796","2018-07-23",1.91
"797","2018-07-24",1.8
"798","2018-07-25",1.77
"799","2018-07-26",1.53
"800","2018-07-27",1.53
"801","2018-07-30",1.51
"802","2018-07-31",1.53
"803","2018-08-01",1.43
"804","2018-08-02",1.44
"805","2018-08-03",1.44
"806","2018-08-06",1.43
"807","2018-08-07",1.41
"808","2018-08-08",1.39
"809","2018-08-09",1.5
"810","2018-08-10",1.4
"811","2018-08-13",1.38
"812","2018-08-14",1.43
"813","2018-08-15",1.44
"814","2018-08-16",1.59
"815","2018-08-17",1.47
"816","2018-08-20",1.48
"817","2018-08-21",1.51
"818","2018-08-22",1.51
"819","2018-08-23",1.54
"820","2018-08-24",1.57
"821","2018-08-27",1.52
"822","2018-08-28",1.774
"823","2018-08-29",1.95
"824","2018-08-30",1.81
"825","2018-08-31",1.8
"826","2018-09-04",1.76
"827","2018-09-05",1.73
"828","2018-09-06",1.65
"829","2018-09-07",1.68
"830","2018-09-10",1.75
"831","2018-09-11",1.57
"832","2018-09-12",1.63
"833","2018-09-13",1.56
"834","2018-09-14",1.53
"835","2018-09-17",1.5
"836","2018-09-18",1.57
"837","2018-09-19",1.62
"838","2018-09-20",1.54
"839","2018-09-21",1.48
"840","2018-09-24",1.47
"841","2018-09-25",1.48
"842","2018-09-26",1.44
"843","2018-09-27",1.47
"844","2018-09-28",1.42
"845","2018-10-01",1.45
"846","2018-10-02",1.39
"847","2018-10-03",1.37
"848","2018-10-04",1.38
"849","2018-10-05",1.371
"850","2018-10-08",1.36
"851","2018-10-09",1.33
"852","2018-10-10",1.33
"853","2018-10-11",1.29
"854","2018-10-12",1.29
"855","2018-10-15",1.25
"856","2018-10-16",1.23
"857","2018-10-17",1.33
"858","2018-10-18",1.26
"859","2018-10-19",1.42
"860","2018-10-22",1.35
"861","2018-10-23",1.35
"862","2018-10-24",1.28
"863","2018-10-25",1.444
"864","2018-10-26",1.35
"865","2018-10-29",1.25
"866","2018-10-30",1.2
"867","2018-10-31",1.18
"868","2018-11-01",1.23
"869","2018-11-02",1.42
"870","2018-11-05",1.51
"871","2018-11-06",1.36
"872","2018-11-07",1.32
"873","2018-11-08",1.38
"874","2018-11-09",1.28
"875","2018-11-12",1.26
"876","2018-11-13",1.276
"877","2018-11-14",1.248
"878","2018-11-15",1.225
"879","2018-11-16",1.23
"880","2018-11-19",1.2
"881","2018-11-20",1.21
"882","2018-11-21",1.236
"883","2018-11-23",1.19
"884","2018-11-26",1.21
"885","2018-11-27",1.13
"886","2018-11-28",1.18
"887","2018-11-29",1.08
"888","2018-11-30",1.1
"889","2018-12-03",1.128
"890","2018-12-04",1.206
"891","2018-12-06",1.1
"892","2018-12-07",1.03
"893","2018-12-10",0.95
"894","2018-12-11",0.932
"895","2018-12-12",0.97
"896","2018-12-13",0.85
"897","2018-12-14",0.882
"898","2018-12-17",0.85
"899","2018-12-18",0.75
"900","2018-12-19",0.82
"901","2018-12-20",0.774
"902","2018-12-21",0.72
"903","2018-12-24",0.69
"904","2018-12-26",0.63
"905","2018-12-27",0.658
"906","2018-12-28",0.63
"907","2018-12-31",0.645
"908","2019-01-02",0.74
"909","2019-01-03",0.68
"910","2019-01-04",0.66
"911","2019-01-07",0.764
"912","2019-01-08",0.79
"913","2019-01-09",0.82
"914","2019-01-10",0.893
"915","2019-01-11",0.89
"916","2019-01-14",0.94
"917","2019-01-15",0.95
"918","2019-01-16",1.014
"919","2019-01-17",1.08
"920","2019-01-18",1.08
"921","2019-01-22",1.01
"922","2019-01-23",0.95
"923","2019-01-24",0.929
"924","2019-01-25",0.91
"925","2019-01-28",0.91
"926","2019-01-29",0.897
"927","2019-01-30",1.008
"928","2019-01-31",1.027
"929","2019-02-01",1.02
"930","2019-02-04",0.964
"931","2019-02-05",1.05
"932","2019-02-06",1.13
"933","2019-02-07",1.15
"934","2019-02-08",1.1
"935","2019-02-11",1.09
"936","2019-02-12",1.15
"937","2019-02-13",1.11
"938","2019-02-14",1.05
"939","2019-02-15",1.05
"940","2019-02-19",1.03
"941","2019-02-20",1.02
"942","2019-02-21",1.01
"943","2019-02-22",1.06
"944","2019-02-25",1.06
"945","2019-02-26",1.065
"946","2019-02-27",1.055
"947","2019-02-28",1.075
"948","2019-03-01",1.1
"949","2019-03-04",1.1
"950","2019-03-05",1.1
"951","2019-03-06",1.05
"952","2019-03-07",1.14
"953","2019-03-08",1.07
"954","2019-03-11",1.17
"955","2019-03-12",2.65
"956","2019-03-13",1.94
"957","2019-03-14",1.645
"958","2019-03-15",1.55
"959","2019-03-18",1.67
"960","2019-03-19",1.53
"961","2019-03-20",1.51
"962","2019-03-21",1.45
"963","2019-03-22",1.46
"964","2019-03-25",1.26
"965","2019-03-26",1.25
"966","2019-03-27",1.26
"967","2019-03-28",1.23
"968","2019-03-29",1.28
"969","2019-04-01",1.16
"970","2019-04-02",1.24
"971","2019-04-03",1.33
"972","2019-04-04",1.3
"973","2019-04-05",1.25
"974","2019-04-08",1.28
"975","2019-04-09",1.261
"976","2019-04-10",1.21
"977","2019-04-11",1.25
"978","2019-04-12",1.258
"979","2019-04-15",1.234
"980","2019-04-16",1.21
"981","2019-04-17",1.25
"982","2019-04-18",1.271
"983","2019-04-22",1.31
"984","2019-04-23",1.39
"985","2019-04-24",1.4
"986","2019-04-25",1.405
"987","2019-04-26",1.33
"988","2019-04-29",1.363
"989","2019-04-30",1.37
"990","2019-05-01",1.37
"991","2019-05-02",1.351
"992","2019-05-03",1.37
"993","2019-05-06",1.415
"994","2019-05-07",1.4
"995","2019-05-08",1.27
"996","2019-05-09",1.27
"997","2019-05-10",1.23
"998","2019-05-13",1.22
"999","2019-05-14",1.24
"1000","2019-05-15",1.23
"1001","2019-05-16",1.186
