"","date","AFL"
"1","2007-01-03",23.125
"2","2007-01-04",22.870001
"3","2007-01-05",22.9
"4","2007-01-08",22.915001
"5","2007-01-09",23
"6","2007-01-10",23.275
"7","2007-01-11",23.975
"8","2007-01-12",24.195
"9","2007-01-16",24.290001
"10","2007-01-17",24.030001
"11","2007-01-18",23.965
"12","2007-01-19",23.885
"13","2007-01-22",23.76
"14","2007-01-23",23.805
"15","2007-01-24",23.84
"16","2007-01-25",23.43
"17","2007-01-26",23.475
"18","2007-01-29",23.525
"19","2007-01-30",23.700001
"20","2007-01-31",23.805
"21","2007-02-01",24.24
"22","2007-02-02",24.35
"23","2007-02-05",24.139999
"24","2007-02-06",24.415001
"25","2007-02-07",24.629999
"26","2007-02-08",24.040001
"27","2007-02-09",23.855
"28","2007-02-12",23.93
"29","2007-02-13",23.92
"30","2007-02-14",23.950001
"31","2007-02-15",23.965
"32","2007-02-16",23.995001
"33","2007-02-20",24.209999
"34","2007-02-21",23.950001
"35","2007-02-22",24.280001
"36","2007-02-23",24.295
"37","2007-02-26",24.525
"38","2007-02-27",23.615
"39","2007-02-28",23.620001
"40","2007-03-01",23.530001
"41","2007-03-02",23.355
"42","2007-03-05",23.245001
"43","2007-03-06",23.275
"44","2007-03-07",23.129999
"45","2007-03-08",23.165001
"46","2007-03-09",23.115
"47","2007-03-12",23.450001
"48","2007-03-13",22.82
"49","2007-03-14",22.940001
"50","2007-03-15",23
"51","2007-03-16",22.895
"52","2007-03-19",23.129999
"53","2007-03-20",23.34
"54","2007-03-21",23.915001
"55","2007-03-22",23.83
"56","2007-03-23",23.82
"57","2007-03-26",23.77
"58","2007-03-27",23.525
"59","2007-03-28",23.375
"60","2007-03-29",23.459999
"61","2007-03-30",23.530001
"62","2007-04-02",23.67
"63","2007-04-03",23.82
"64","2007-04-04",23.99
"65","2007-04-05",23.959999
"66","2007-04-09",24.065001
"67","2007-04-10",24.07
"68","2007-04-11",23.879999
"69","2007-04-12",23.870001
"70","2007-04-13",23.889999
"71","2007-04-16",24.215
"72","2007-04-17",24.309999
"73","2007-04-18",24.450001
"74","2007-04-19",24.34
"75","2007-04-20",24.549999
"76","2007-04-23",24.465
"77","2007-04-24",24.610001
"78","2007-04-25",25.725
"79","2007-04-26",25.58
"80","2007-04-27",25.625
"81","2007-04-30",25.67
"82","2007-05-01",25.73
"83","2007-05-02",26.004999
"84","2007-05-03",26.459999
"85","2007-05-04",26.33
"86","2007-05-07",26.445
"87","2007-05-08",26.395
"88","2007-05-09",26.344999
"89","2007-05-10",26
"90","2007-05-11",26.040001
"91","2007-05-14",26.264999
"92","2007-05-15",26.055
"93","2007-05-16",26.059999
"94","2007-05-17",25.879999
"95","2007-05-18",25.9
"96","2007-05-21",25.895
"97","2007-05-22",26.08
"98","2007-05-23",25.98
"99","2007-05-24",25.99
"100","2007-05-25",26.15
"101","2007-05-29",26.07
"102","2007-05-30",26.370001
"103","2007-05-31",26.43
"104","2007-06-01",26.52
"105","2007-06-04",26.469999
"106","2007-06-05",26.389999
"107","2007-06-06",26.295
"108","2007-06-07",26.110001
"109","2007-06-08",26.16
"110","2007-06-11",26.795
"111","2007-06-12",26.450001
"112","2007-06-13",26.549999
"113","2007-06-14",26.4
"114","2007-06-15",26.370001
"115","2007-06-18",26.370001
"116","2007-06-19",26.530001
"117","2007-06-20",26.315001
"118","2007-06-21",26.594999
"119","2007-06-22",26.34
"120","2007-06-25",25.955
"121","2007-06-26",25.895
"122","2007-06-27",26.139999
"123","2007-06-28",25.99
"124","2007-06-29",25.700001
"125","2007-07-02",26.049999
"126","2007-07-03",26.125
"127","2007-07-05",25.879999
"128","2007-07-06",26.09
"129","2007-07-09",25.85
"130","2007-07-10",25.35
"131","2007-07-11",25.620001
"132","2007-07-12",26.16
"133","2007-07-13",26.24
"134","2007-07-16",26.200001
"135","2007-07-17",26.295
"136","2007-07-18",26.040001
"137","2007-07-19",26.174999
"138","2007-07-20",25.629999
"139","2007-07-23",26.309999
"140","2007-07-24",25.950001
"141","2007-07-25",28.094999
"142","2007-07-26",26.66
"143","2007-07-27",26.434999
"144","2007-07-30",26.57
"145","2007-07-31",26.059999
"146","2007-08-01",26.48
"147","2007-08-02",26.469999
"148","2007-08-03",25.690001
"149","2007-08-06",27.655001
"150","2007-08-07",27.9
"151","2007-08-08",28.459999
"152","2007-08-09",27.889999
"153","2007-08-10",26.950001
"154","2007-08-13",26.844999
"155","2007-08-14",26.295
"156","2007-08-15",25.870001
"157","2007-08-16",25.775
"158","2007-08-17",26.559999
"159","2007-08-20",26.465
"160","2007-08-21",26.1
"161","2007-08-22",26.635
"162","2007-08-23",26.74
"163","2007-08-24",27.135
"164","2007-08-27",26.735001
"165","2007-08-28",26.049999
"166","2007-08-29",26.799999
"167","2007-08-30",26.52
"168","2007-08-31",26.655001
"169","2007-09-04",26.719999
"170","2007-09-05",26.85
"171","2007-09-06",26.92
"172","2007-09-07",26.545
"173","2007-09-10",26.655001
"174","2007-09-11",27.059999
"175","2007-09-12",27.165001
"176","2007-09-13",27.719999
"177","2007-09-14",27.1
"178","2007-09-17",26.75
"179","2007-09-18",28.045
"180","2007-09-19",27.955
"181","2007-09-20",27.67
"182","2007-09-21",27.610001
"183","2007-09-24",27.405001
"184","2007-09-25",27.969999
"185","2007-09-26",28.450001
"186","2007-09-27",28.389999
"187","2007-09-28",28.52
"188","2007-10-01",29.125
"189","2007-10-02",28.610001
"190","2007-10-03",28.235001
"191","2007-10-04",28.725
"192","2007-10-05",28.915001
"193","2007-10-08",28.775
"194","2007-10-09",29.17
"195","2007-10-10",29.09
"196","2007-10-11",28.809999
"197","2007-10-12",28.92
"198","2007-10-15",28.9
"199","2007-10-16",28.620001
"200","2007-10-17",28.790001
"201","2007-10-18",28.950001
"202","2007-10-19",28.334999
"203","2007-10-22",29.105
"204","2007-10-23",29.549999
"205","2007-10-24",30.860001
"206","2007-10-25",30.879999
"207","2007-10-26",30.93
"208","2007-10-29",31.09
"209","2007-10-30",31.01
"210","2007-10-31",31.389999
"211","2007-11-01",31.059999
"212","2007-11-02",31.174999
"213","2007-11-05",31.08
"214","2007-11-06",31.450001
"215","2007-11-07",30.540001
"216","2007-11-08",30.135
"217","2007-11-09",29.565001
"218","2007-11-12",28.865
"219","2007-11-13",29.49
"220","2007-11-14",29.290001
"221","2007-11-15",28.58
"222","2007-11-16",30.33
"223","2007-11-19",30.5
"224","2007-11-20",30.565001
"225","2007-11-21",29.92
"226","2007-11-23",30.91
"227","2007-11-26",29.385
"228","2007-11-27",30.059999
"229","2007-11-28",31.075001
"230","2007-11-29",30.955
"231","2007-11-30",31.32
"232","2007-12-03",31.370001
"233","2007-12-04",30.77
"234","2007-12-05",31.23
"235","2007-12-06",31.34
"236","2007-12-07",30.85
"237","2007-12-10",31.24
"238","2007-12-11",30.18
"239","2007-12-12",30.535
"240","2007-12-13",30.91
"241","2007-12-14",30.084999
"242","2007-12-17",29.76
"243","2007-12-18",30.174999
"244","2007-12-19",30.43
"245","2007-12-20",30.334999
"246","2007-12-21",31.129999
"247","2007-12-24",31.26
"248","2007-12-26",31.385
"249","2007-12-27",31.07
"250","2007-12-28",31.245001
"251","2007-12-31",31.315001
"252","2008-01-02",30.985001
"253","2008-01-03",31.379999
"254","2008-01-04",31.18
"255","2008-01-07",31.695
"256","2008-01-08",31.844999
"257","2008-01-09",32.775002
"258","2008-01-10",32.645
"259","2008-01-11",32.639999
"260","2008-01-14",32.334999
"261","2008-01-15",31.825001
"262","2008-01-16",31.93
"263","2008-01-17",31.110001
"264","2008-01-18",29.799999
"265","2008-01-22",30.655001
"266","2008-01-23",31.295
"267","2008-01-24",30.915001
"268","2008-01-25",30.450001
"269","2008-01-28",31.200001
"270","2008-01-29",31.115
"271","2008-01-30",30.41
"272","2008-01-31",30.545
"273","2008-02-01",30.35
"274","2008-02-04",30.290001
"275","2008-02-05",29.43
"276","2008-02-06",29.360001
"277","2008-02-07",29.965
"278","2008-02-08",30
"279","2008-02-11",29.75
"280","2008-02-12",30.905001
"281","2008-02-13",31.145
"282","2008-02-14",31.09
"283","2008-02-15",31.09
"284","2008-02-19",31.325001
"285","2008-02-20",31.764999
"286","2008-02-21",31.535
"287","2008-02-22",31.6
"288","2008-02-25",32.02
"289","2008-02-26",32.154999
"290","2008-02-27",32.349998
"291","2008-02-28",31.905001
"292","2008-02-29",31.205
"293","2008-03-03",31.025
"294","2008-03-04",31.334999
"295","2008-03-05",31.5
"296","2008-03-06",31.254999
"297","2008-03-07",30.844999
"298","2008-03-10",30.23
"299","2008-03-11",31.01
"300","2008-03-12",30.75
"301","2008-03-13",30.92
"302","2008-03-14",30.605
"303","2008-03-17",30.775
"304","2008-03-18",31.965
"305","2008-03-19",31.91
"306","2008-03-20",32.075001
"307","2008-03-24",31.975
"308","2008-03-25",32.259998
"309","2008-03-26",32.080002
"310","2008-03-27",31.945
"311","2008-03-28",32.16
"312","2008-03-31",32.474998
"313","2008-04-01",33.41
"314","2008-04-02",33.02
"315","2008-04-03",32.630001
"316","2008-04-04",32.549999
"317","2008-04-07",32.685001
"318","2008-04-08",33.029999
"319","2008-04-09",33.169998
"320","2008-04-10",33.195
"321","2008-04-11",33.105
"322","2008-04-14",32.93
"323","2008-04-15",33.255001
"324","2008-04-16",33.900002
"325","2008-04-17",33.700001
"326","2008-04-18",33.939999
"327","2008-04-21",33.584999
"328","2008-04-22",32.904999
"329","2008-04-23",32.540001
"330","2008-04-24",33.834999
"331","2008-04-25",33.860001
"332","2008-04-28",34.110001
"333","2008-04-29",33.580002
"334","2008-04-30",33.334999
"335","2008-05-01",33.605
"336","2008-05-02",33.57
"337","2008-05-05",33.439999
"338","2008-05-06",33.5
"339","2008-05-07",33.005001
"340","2008-05-08",32.919998
"341","2008-05-09",32.855
"342","2008-05-12",33.5
"343","2008-05-13",33.115002
"344","2008-05-14",33.25
"345","2008-05-15",33.735001
"346","2008-05-16",33.735001
"347","2008-05-19",33.735001
"348","2008-05-20",33.555
"349","2008-05-21",33.224998
"350","2008-05-22",33.665001
"351","2008-05-23",33.080002
"352","2008-05-27",33.314999
"353","2008-05-28",33.325001
"354","2008-05-29",33.724998
"355","2008-05-30",33.564999
"356","2008-06-02",33.025002
"357","2008-06-03",33.125
"358","2008-06-04",33.154999
"359","2008-06-05",33.799999
"360","2008-06-06",32.720001
"361","2008-06-09",32.970001
"362","2008-06-10",33.07
"363","2008-06-11",32.950001
"364","2008-06-12",33.259998
"365","2008-06-13",33.705002
"366","2008-06-16",33.744999
"367","2008-06-17",32.965
"368","2008-06-18",32.959999
"369","2008-06-19",33.294998
