"","date","HOMB"
"1","2007-01-03",5.107323
"2","2007-01-04",5.18729
"3","2007-01-05",5.058923
"4","2007-01-08",5.157828
"5","2007-01-09",5.204124
"6","2007-01-10",5.195707
"7","2007-01-11",5.284091
"8","2007-01-12",5.233586
"9","2007-01-16",5.256734
"10","2007-01-17",5.22096
"11","2007-01-18",5.105219
"12","2007-01-19",5.082071
"13","2007-01-22",4.842172
"14","2007-01-23",5.077862
"15","2007-01-24",5.086279
"16","2007-01-25",5
"17","2007-01-26",5.084175
"18","2007-01-29",5.103115
"19","2007-01-30",5.252525
"20","2007-01-31",5.258838
"21","2007-02-01",5.23569
"22","2007-02-02",5.22096
"23","2007-02-05",5.218855
"24","2007-02-06",5.071549
"25","2007-02-07",5.050505
"26","2007-02-08",5.025252
"27","2007-02-09",4.945286
"28","2007-02-12",4.926347
"29","2007-02-13",4.976852
"30","2007-02-14",4.972643
"31","2007-02-15",4.915825
"32","2007-02-16",4.995791
"33","2007-02-20",5.061027
"34","2007-02-21",4.997896
"35","2007-02-22",4.976852
"36","2007-02-23",4.934764
"37","2007-02-26",4.976852
"38","2007-02-27",4.859007
"39","2007-02-28",4.806397
"40","2007-03-01",4.882155
"41","2007-03-02",4.736953
"42","2007-03-05",4.789562
"43","2007-03-06",4.840067
"44","2007-03-07",4.703283
"45","2007-03-08",4.614899
"46","2007-03-09",4.638047
"47","2007-03-12",4.705387
"48","2007-03-13",4.581229
"49","2007-03-14",4.640152
"50","2007-03-15",4.661195
"51","2007-03-16",4.6633
"52","2007-03-19",4.682239
"53","2007-03-20",4.724327
"54","2007-03-21",4.707491
"55","2007-03-22",4.734848
"56","2007-03-23",4.720118
"57","2007-03-26",4.728535
"58","2007-03-27",4.699074
"59","2007-03-28",4.707491
"60","2007-03-29",4.682239
"61","2007-03-30",4.640152
"62","2007-04-02",4.623316
"63","2007-04-03",4.760101
"64","2007-04-04",4.642256
"65","2007-04-05",4.667509
"66","2007-04-09",4.606482
"67","2007-04-10",4.558081
"68","2007-04-11",4.587542
"69","2007-04-12",4.661195
"70","2007-04-13",4.627525
"71","2007-04-16",4.795876
"72","2007-04-17",4.79798
"73","2007-04-18",4.930555
"74","2007-04-19",4.823232
"75","2007-04-20",4.894781
"76","2007-04-23",4.755892
"77","2007-04-24",4.810606
"78","2007-04-25",4.922138
"79","2007-04-26",4.911616
"80","2007-04-27",4.848485
"81","2007-04-30",4.633838
"82","2007-05-01",4.713805
"83","2007-05-02",4.974748
"84","2007-05-03",4.913721
"85","2007-05-04",4.945286
"86","2007-05-07",4.884259
"87","2007-05-08",4.821128
"88","2007-05-09",4.81271
"89","2007-05-10",4.661195
"90","2007-05-11",4.787458
"91","2007-05-14",4.650673
"92","2007-05-15",4.606482
"93","2007-05-16",4.62963
"94","2007-05-17",4.617003
"95","2007-05-18",4.688552
"96","2007-05-21",4.6633
"97","2007-05-22",4.694865
"98","2007-05-23",4.646465
"99","2007-05-24",4.625421
"100","2007-05-25",4.627525
"101","2007-05-29",4.667509
"102","2007-05-30",4.707491
"103","2007-05-31",4.692761
"104","2007-06-01",4.713805
"105","2007-06-04",4.661195
"106","2007-06-05",4.62963
"107","2007-06-06",4.631734
"108","2007-06-07",4.619108
"109","2007-06-08",4.656987
"110","2007-06-11",4.64436
"111","2007-06-12",4.62963
"112","2007-06-13",4.652778
"113","2007-06-14",4.617003
"114","2007-06-15",4.654882
"115","2007-06-18",4.625421
"116","2007-06-19",4.686448
"117","2007-06-20",4.619108
"118","2007-06-21",4.619108
"119","2007-06-22",4.699074
"120","2007-06-25",4.659091
"121","2007-06-26",4.675926
"122","2007-06-27",4.753788
"123","2007-06-28",4.810606
"124","2007-06-29",4.74537
"125","2007-07-02",4.753788
"126","2007-07-03",4.749579
"127","2007-07-05",4.694865
"128","2007-07-06",4.682239
"129","2007-07-09",4.640152
"130","2007-07-10",4.553872
"131","2007-07-11",4.606482
"132","2007-07-12",4.67803
"133","2007-07-13",4.62963
"134","2007-07-16",4.701179
"135","2007-07-17",4.640152
"136","2007-07-18",4.6633
"137","2007-07-19",4.667509
"138","2007-07-20",4.61069
"139","2007-07-23",4.608586
"140","2007-07-24",4.503367
"141","2007-07-25",4.526515
"142","2007-07-26",4.366582
"143","2007-07-27",4.208754
"144","2007-07-30",4.210859
"145","2007-07-31",4.164562
"146","2007-08-01",4.164562
"147","2007-08-02",4.181397
"148","2007-08-03",4.158249
"149","2007-08-06",4.200337
"150","2007-08-07",4.200337
"151","2007-08-08",4.34133
"152","2007-08-09",4.328704
"153","2007-08-10",4.524411
"154","2007-08-13",4.353956
"155","2007-08-14",4.351852
"156","2007-08-15",4.454967
"157","2007-08-16",4.753788
"158","2007-08-17",4.856902
"159","2007-08-20",4.840067
"160","2007-08-21",4.709596
"161","2007-08-22",4.837963
"162","2007-08-23",4.74537
"163","2007-08-24",4.743266
"164","2007-08-27",4.638047
"165","2007-08-28",4.640152
"166","2007-08-29",4.654882
"167","2007-08-30",4.640152
"168","2007-08-31",4.585438
"169","2007-09-04",4.585438
"170","2007-09-05",4.425505
"171","2007-09-06",4.486532
"172","2007-09-07",4.364478
"173","2007-09-10",4.379209
"174","2007-09-11",4.612794
"175","2007-09-12",4.471801
"176","2007-09-13",4.515993
"177","2007-09-14",4.461279
"178","2007-09-17",4.431818
"179","2007-09-18",4.732744
"180","2007-09-19",4.781145
"181","2007-09-20",4.646465
"182","2007-09-21",4.623316
"183","2007-09-24",4.587542
"184","2007-09-25",4.692761
"185","2007-09-26",4.661195
"186","2007-09-27",4.682239
"187","2007-09-28",4.585438
"188","2007-10-01",4.840067
"189","2007-10-02",4.791667
"190","2007-10-03",4.642256
"191","2007-10-04",4.656987
"192","2007-10-05",4.789562
"193","2007-10-08",4.793771
"194","2007-10-09",4.79798
"195","2007-10-10",4.766414
"196","2007-10-11",4.703283
"197","2007-10-12",4.770623
"198","2007-10-15",4.728535
"199","2007-10-16",4.661195
"200","2007-10-17",4.686448
"201","2007-10-18",4.688552
"202","2007-10-19",4.566498
"203","2007-10-22",4.598064
"204","2007-10-23",4.545455
"205","2007-10-24",4.539141
"206","2007-10-25",4.463384
"207","2007-10-26",4.513889
"208","2007-10-29",4.507576
"209","2007-10-30",4.492845
"210","2007-10-31",4.486532
"211","2007-11-01",4.143518
"212","2007-11-02",4.17298
"213","2007-11-05",4.170876
"214","2007-11-06",4.250842
"215","2007-11-07",4.116162
"216","2007-11-08",4.145623
"217","2007-11-09",4.175084
"218","2007-11-12",4.135101
"219","2007-11-13",4.248737
"220","2007-11-14",4.177188
"221","2007-11-15",4.088805
"222","2007-11-16",4.050926
"223","2007-11-19",4.090909
"224","2007-11-20",4.074074
"225","2007-11-21",4.076179
"226","2007-11-23",4.263468
"227","2007-11-26",4.116162
"228","2007-11-27",4.282407
