"","date","AFMD"
"87","2015-01-15",5.62
"88","2015-01-16",5.91
"89","2015-01-20",5.86
"90","2015-01-21",5.6
"91","2015-01-22",5.26
"92","2015-01-23",5.18
"93","2015-01-26",5.29
"94","2015-01-27",5.66
"95","2015-01-28",6.09
"96","2015-01-29",5.8
"97","2015-01-30",5.69
"98","2015-02-02",5.66
"99","2015-02-03",5.46
"100","2015-02-04",5.68
"101","2015-02-05",5.85
"102","2015-02-06",5.65
"103","2015-02-09",5.36
"104","2015-02-10",5.66
"105","2015-02-11",5.8
"106","2015-02-12",5.95
"107","2015-02-13",5.7
"108","2015-02-17",5.32
"109","2015-02-18",5.35
"110","2015-02-19",5.32
"111","2015-02-20",5.43
"112","2015-02-23",6.02
"113","2015-02-24",6.01
"114","2015-02-25",6.16
"115","2015-02-26",6.43
"116","2015-02-27",6.17
"117","2015-03-02",5.97
"118","2015-03-03",5.79
"119","2015-03-04",5.89
"120","2015-03-05",6.01
"121","2015-03-06",5.89
"122","2015-03-09",6.028
"123","2015-03-10",5.97
"124","2015-03-11",6.21
"125","2015-03-12",6.25
"126","2015-03-13",6.15
"127","2015-03-16",7.56
"128","2015-03-17",7.87
"129","2015-03-18",8.58
"130","2015-03-19",8.28
"131","2015-03-20",8
"132","2015-03-23",7.72
"133","2015-03-24",8
"134","2015-03-25",6.19
"135","2015-03-26",6.12
"136","2015-03-27",6.01
"137","2015-03-30",6.14
"138","2015-03-31",6.3
"139","2015-04-01",6.23
"140","2015-04-02",6.46
"141","2015-04-06",7.09
"142","2015-04-07",7.2
"143","2015-04-08",7.06
"144","2015-04-09",8.13
"145","2015-04-10",8.12
"146","2015-04-13",7.98
"147","2015-04-14",7.985
"148","2015-04-15",7.76
"149","2015-04-16",7.79
"150","2015-04-17",7.48
"151","2015-04-20",7.74
"152","2015-04-21",7.83
"153","2015-04-22",7.94
"154","2015-04-23",8.25
"155","2015-04-24",11.72
"156","2015-04-27",9.45
"157","2015-04-28",8.96
"158","2015-04-29",9.07
"159","2015-04-30",7.9
"160","2015-05-01",8.26
"161","2015-05-04",8.68
"162","2015-05-05",8.07
"163","2015-05-06",7.86
"164","2015-05-07",7.65
"165","2015-05-08",7.84
"166","2015-05-11",7.66
"167","2015-05-12",7.61
"168","2015-05-13",7.71
"169","2015-05-14",7.54
"170","2015-05-15",8.35
"171","2015-05-18",8.09
"172","2015-05-19",8.21
"173","2015-05-20",8.6
"174","2015-05-21",9.1
"175","2015-05-22",8.87
"176","2015-05-26",9.61
"177","2015-05-27",10.09
"178","2015-05-28",10.09
"179","2015-05-29",10.43
"180","2015-06-01",10.77
"181","2015-06-02",11.17
"182","2015-06-03",11.38
"183","2015-06-04",11.35
"184","2015-06-05",12.14
"185","2015-06-08",12.44
"186","2015-06-09",11.72
"187","2015-06-10",11.66
"188","2015-06-11",11.2
"189","2015-06-12",11.53
"190","2015-06-15",12.35
"191","2015-06-16",12.17
"192","2015-06-17",12.01
"193","2015-06-18",11.78
"194","2015-06-19",12.13
"195","2015-06-22",12.57
"196","2015-06-23",12.68
"197","2015-06-24",13.23
"198","2015-06-25",13.23
"199","2015-06-26",12.75
"200","2015-06-29",12.62
"201","2015-06-30",13.47
"202","2015-07-01",14.47
"203","2015-07-02",14.5
"204","2015-07-06",14.49
"205","2015-07-07",14.7
"206","2015-07-08",14.49
"207","2015-07-09",16.030001
"208","2015-07-10",15.89
"209","2015-07-13",16.51
"210","2015-07-14",17.299999
"211","2015-07-15",18.360001
"212","2015-07-16",20.799999
"213","2015-07-17",21.93
"214","2015-07-20",18.18
"215","2015-07-21",17.42
"216","2015-07-22",18.51
"217","2015-07-23",17.610001
"218","2015-07-24",16.25
"219","2015-07-27",16.209999
"220","2015-07-28",17
"221","2015-07-29",16.360001
"222","2015-07-30",16.02
"223","2015-07-31",16.41
"224","2015-08-03",16.059999
"225","2015-08-04",15.12
"226","2015-08-05",14.7
"227","2015-08-06",14.23
"228","2015-08-07",13.22
"229","2015-08-10",13.55
"230","2015-08-11",12.92
"231","2015-08-12",12.98
"232","2015-08-13",12.6
"233","2015-08-14",11.15
"234","2015-08-17",12.09
"235","2015-08-18",11.39
"236","2015-08-19",10.99
"237","2015-08-20",10.1
"238","2015-08-21",9.78
"239","2015-08-24",9.74
"240","2015-08-25",9.56
"241","2015-08-26",10.04
"242","2015-08-27",10.14
"243","2015-08-28",10.43
"244","2015-08-31",10.08
"245","2015-09-01",10.11
"246","2015-09-02",10.29
"247","2015-09-03",9.42
"248","2015-09-04",9.26
"249","2015-09-08",10.47
"250","2015-09-09",8.43
"251","2015-09-10",8.14
"252","2015-09-11",8.34
"253","2015-09-14",8.09
"254","2015-09-15",8.07
"255","2015-09-16",8.04
"256","2015-09-17",8.35
"257","2015-09-18",8.49
"258","2015-09-21",7.84
"259","2015-09-22",7.64
"260","2015-09-23",7.87
"261","2015-09-24",7.85
"262","2015-09-25",6.95
"263","2015-09-28",6.6
"264","2015-09-29",6.04
"265","2015-09-30",6.17
"266","2015-10-01",6.52
"267","2015-10-02",7.1
"268","2015-10-05",7.44
"269","2015-10-06",6.7
"270","2015-10-07",6.69
"271","2015-10-08",6.55
"272","2015-10-09",6.84
"273","2015-10-12",6.74
"274","2015-10-13",6.09
"275","2015-10-14",6.14
"276","2015-10-15",7.63
"277","2015-10-16",7.06
"278","2015-10-19",7.57
"279","2015-10-20",7.24
"280","2015-10-21",7.11
"281","2015-10-22",6.85
"282","2015-10-23",6.9
"283","2015-10-26",6.63
"284","2015-10-27",6.29
"285","2015-10-28",6.06
"286","2015-10-29",6.45
"287","2015-10-30",6.34
"288","2015-11-02",6.53
"289","2015-11-03",6.52
"290","2015-11-04",6.45
"291","2015-11-05",6.41
"292","2015-11-06",6.44
"293","2015-11-09",6.41
"294","2015-11-10",6.45
"295","2015-11-11",6.42
"296","2015-11-12",6.25
"297","2015-11-13",6.04
"298","2015-11-16",6.08
"299","2015-11-17",5.9
"300","2015-11-18",6.05
"301","2015-11-19",5.95
"302","2015-11-20",5.97
"303","2015-11-23",6.21
"304","2015-11-24",6.28
"305","2015-11-25",6.84
"306","2015-11-27",6.99
"307","2015-11-30",7.46
"308","2015-12-01",7.18
"309","2015-12-02",7.02
"310","2015-12-03",6.64
"311","2015-12-04",7.31
"312","2015-12-07",6.9
"313","2015-12-08",6.95
"314","2015-12-09",6.87
"315","2015-12-10",7.19
"316","2015-12-11",6.74
"317","2015-12-14",7.02
"318","2015-12-15",6.71
"319","2015-12-16",7.2
"320","2015-12-17",7.52
"321","2015-12-18",7.71
"322","2015-12-21",7.59
"323","2015-12-22",7.68
"324","2015-12-23",7.58
"325","2015-12-24",7.39
"326","2015-12-28",7.19
"327","2015-12-29",7.13
"328","2015-12-30",7.08
"329","2015-12-31",7.12
"330","2016-01-04",6.69
"331","2016-01-05",6.25
"332","2016-01-06",5.77
"333","2016-01-07",5.47
"334","2016-01-08",5.05
"335","2016-01-11",4.49
"336","2016-01-12",4.42
"337","2016-01-13",3.84
"338","2016-01-14",3.82
"339","2016-01-15",3.64
"340","2016-01-19",3.21
"341","2016-01-20",3.34
"342","2016-01-21",3.47
"343","2016-01-22",3.7
"344","2016-01-25",4
"345","2016-01-26",3.86
"346","2016-01-27",3.44
"347","2016-01-28",3.17
"348","2016-01-29",3.32
"349","2016-02-01",3.45
"350","2016-02-02",3.3
"351","2016-02-03",3.3
"352","2016-02-04",3.32
"353","2016-02-05",3.2
"354","2016-02-08",2.99
"355","2016-02-09",3.07
"356","2016-02-10",2.91
"357","2016-02-11",2.87
"358","2016-02-12",3.16
"359","2016-02-16",3.22
"360","2016-02-17",3.4
"361","2016-02-18",3.24
"362","2016-02-19",3.32
"363","2016-02-22",3.23
"364","2016-02-23",3.02
"365","2016-02-24",3.25
"366","2016-02-25",3.15
"367","2016-02-26",3.28
"368","2016-02-29",3.19
"369","2016-03-01",3.68
"370","2016-03-02",3.86
"371","2016-03-03",3.94
"372","2016-03-04",4.24
"373","2016-03-07",4.43
"374","2016-03-08",4.07
"375","2016-03-09",3.95
"376","2016-03-10",3.74
"377","2016-03-11",3.98
"378","2016-03-14",4.04
"379","2016-03-15",3.68
"380","2016-03-16",3.7
"381","2016-03-17",3.85
"382","2016-03-18",3.96
"383","2016-03-21",3.87
"384","2016-03-22",3.93
"385","2016-03-23",3.75
"386","2016-03-24",3.72
"387","2016-03-28",3.59
"388","2016-03-29",3.69
"389","2016-03-30",3.69
"390","2016-03-31",3.74
"391","2016-04-01",4.12
"392","2016-04-04",4.21
"393","2016-04-05",4.01
"394","2016-04-06",4.38
"395","2016-04-07",4.25
"396","2016-04-08",4.22
"397","2016-04-11",4.32
"398","2016-04-12",4.59
"399","2016-04-13",4.53
"400","2016-04-14",4.5
"401","2016-04-15",4.43
"402","2016-04-18",4.46
"403","2016-04-19",4.28
"404","2016-04-20",4.21
"405","2016-04-21",4.25
"406","2016-04-22",4.44
"407","2016-04-25",4.78
"408","2016-04-26",4.56
"409","2016-04-27",4.32
"410","2016-04-28",4.27
"411","2016-04-29",4.05
"412","2016-05-02",4.07
"413","2016-05-03",3.85
"414","2016-05-04",3.6
"415","2016-05-05",3.61
"416","2016-05-06",3.56
"417","2016-05-09",3.65
"418","2016-05-10",3.62
"419","2016-05-11",3.49
"420","2016-05-12",3.34
"421","2016-05-13",3.37
"422","2016-05-16",3.45
"423","2016-05-17",3.33
"424","2016-05-18",3.1
"425","2016-05-19",3.09
"426","2016-05-20",3.25
"427","2016-05-23",3.42
"428","2016-05-24",3.59
"429","2016-05-25",3.64
"430","2016-05-26",3.4
"431","2016-05-27",3.37
"432","2016-05-31",3.56
"433","2016-06-01",3.5
"434","2016-06-02",3.69
"435","2016-06-03",3.62
"436","2016-06-06",3.74
"437","2016-06-07",3.69
"438","2016-06-08",3.75
"439","2016-06-09",3.41
"440","2016-06-10",3.15
"441","2016-06-13",3.19
"442","2016-06-14",3.06
"443","2016-06-15",3.21
"444","2016-06-16",3.26
"445","2016-06-17",3.03
"446","2016-06-20",3.05
"447","2016-06-21",2.94
"448","2016-06-22",3.02
"449","2016-06-23",3.27
"450","2016-06-24",2.94
"451","2016-06-27",2.54
"452","2016-06-28",2.52
"453","2016-06-29",2.39
"454","2016-06-30",2.48
"455","2016-07-01",2.78
"456","2016-07-05",2.67
"457","2016-07-06",2.71
"458","2016-07-07",2.84
"459","2016-07-08",2.88
"460","2016-07-11",2.82
"461","2016-07-12",2.93
"462","2016-07-13",2.79
"463","2016-07-14",2.72
"464","2016-07-15",2.85
"465","2016-07-18",2.85
"466","2016-07-19",2.58
"467","2016-07-20",2.92
"468","2016-07-21",2.79
"469","2016-07-22",2.81
"470","2016-07-25",2.65
"471","2016-07-26",2.63
"472","2016-07-27",2.69
"473","2016-07-28",2.7
"474","2016-07-29",2.62
"475","2016-08-01",2.71
"476","2016-08-02",2.89
"477","2016-08-03",3.16
"478","2016-08-04",3.09
"479","2016-08-05",3.2
"480","2016-08-08",3.16
"481","2016-08-09",3.16
"482","2016-08-10",2.89
"483","2016-08-11",2.95
"484","2016-08-12",2.85
"485","2016-08-15",2.87
"486","2016-08-16",2.78
"487","2016-08-17",2.79
"488","2016-08-18",2.73
"489","2016-08-19",2.69
"490","2016-08-22",2.76
"491","2016-08-23",2.78
"492","2016-08-24",2.53
"493","2016-08-25",2.56
"494","2016-08-26",2.55
"495","2016-08-29",2.57
"496","2016-08-30",2.58
"497","2016-08-31",2.51
"498","2016-09-01",2.53
"499","2016-09-02",2.55
"500","2016-09-06",2.6
"501","2016-09-07",2.82
"502","2016-09-08",2.91
"503","2016-09-09",2.79
"504","2016-09-12",2.9
"505","2016-09-13",2.76
"506","2016-09-14",2.85
"507","2016-09-15",2.87
"508","2016-09-16",2.98
"509","2016-09-19",2.96
"510","2016-09-20",2.95
"511","2016-09-21",3.04
"512","2016-09-22",3
"513","2016-09-23",2.94
"514","2016-09-26",2.82
"515","2016-09-27",2.84
"516","2016-09-28",2.83
"517","2016-09-29",2.73
"518","2016-09-30",2.78
"519","2016-10-03",2.63
"520","2016-10-04",2.59
"521","2016-10-05",2.69
"522","2016-10-06",2.54
"523","2016-10-07",2.47
"524","2016-10-10",2.5
"525","2016-10-11",2.41
"526","2016-10-12",2.41
"527","2016-10-13",2.42
"528","2016-10-14",2.34
"529","2016-10-17",2.2
"530","2016-10-18",2.3
"531","2016-10-19",2.4
"532","2016-10-20",2.5
"533","2016-10-21",2.3
"534","2016-10-24",2.25
"535","2016-10-25",2.15
"536","2016-10-26",2.25
"537","2016-10-27",2.1
"538","2016-10-28",2
"539","2016-10-31",2.05
"540","2016-11-01",1.9
"541","2016-11-02",2.15
"542","2016-11-03",1.95
"543","2016-11-04",1.95
"544","2016-11-07",2
"545","2016-11-08",2
"546","2016-11-09",2
"547","2016-11-10",2
"548","2016-11-11",2
"549","2016-11-14",2.55
"550","2016-11-15",2.5
"551","2016-11-16",2.3
"552","2016-11-17",2.6
"553","2016-11-18",2.4
"554","2016-11-21",2.45
"555","2016-11-22",2.35
"556","2016-11-23",2.3
"557","2016-11-25",2.3
"558","2016-11-28",2.15
"559","2016-11-29",2.1
"560","2016-11-30",2
"561","2016-12-01",1.95
"562","2016-12-02",1.95
"563","2016-12-05",2.15
"564","2016-12-06",2
"565","2016-12-07",2
"566","2016-12-08",2.05
"567","2016-12-09",2
"568","2016-12-12",2
"569","2016-12-13",2.05
"570","2016-12-14",1.95
"571","2016-12-15",1.85
"572","2016-12-16",1.8
"573","2016-12-19",2
"574","2016-12-20",1.85
"575","2016-12-21",1.9
"576","2016-12-22",1.85
"577","2016-12-23",1.85
"578","2016-12-27",1.85
"579","2016-12-28",1.8
"580","2016-12-29",1.825
"581","2016-12-30",1.8
"582","2017-01-03",2.1
"583","2017-01-04",2.2
"584","2017-01-05",2.15
"585","2017-01-06",2.2
"586","2017-01-09",2.3
"587","2017-01-10",2.2
"588","2017-01-11",2.25
"589","2017-01-12",2.15
"590","2017-01-13",2
"591","2017-01-17",2.05
"592","2017-01-18",2.15
"593","2017-01-19",2.15
"594","2017-01-20",1.8
"595","2017-01-23",1.8
"596","2017-01-24",1.85
"597","2017-01-25",1.85
"598","2017-01-26",1.9
"599","2017-01-27",1.825
"600","2017-01-30",1.85
"601","2017-01-31",1.8
"602","2017-02-01",1.9
"603","2017-02-02",1.85
"604","2017-02-03",2
"605","2017-02-06",2.1
"606","2017-02-07",2.1
"607","2017-02-08",2
"608","2017-02-09",2
"609","2017-02-10",2.05
"610","2017-02-13",2.15
"611","2017-02-14",2.2
"612","2017-02-15",2.125
"613","2017-02-16",2.05
"614","2017-02-17",2.05
"615","2017-02-21",2.1
"616","2017-02-22",2.15
"617","2017-02-23",2
"618","2017-02-24",2
"619","2017-02-27",2
"620","2017-02-28",2
"621","2017-03-01",2.1
"622","2017-03-02",2.15
"623","2017-03-03",2.5
"624","2017-03-06",2.395
"625","2017-03-07",2.4
"626","2017-03-08",2.35
"627","2017-03-09",2.45
"628","2017-03-10",2.75
"629","2017-03-13",2.7
"630","2017-03-14",2.7
"631","2017-03-15",2.7
"632","2017-03-16",2.6
"633","2017-03-17",2.575
"634","2017-03-20",2.6
"635","2017-03-21",2.45
"636","2017-03-22",2.35
"637","2017-03-23",2.6
"638","2017-03-24",2.45
"639","2017-03-27",2.6
"640","2017-03-28",2.45
"641","2017-03-29",2.35
"642","2017-03-30",2.4
"643","2017-03-31",2.3
"644","2017-04-03",2.3
"645","2017-04-04",2.2
"646","2017-04-05",2.25
"647","2017-04-06",2.15
"648","2017-04-07",2.35
"649","2017-04-10",2.3
"650","2017-04-11",2.35
"651","2017-04-12",2.4
"652","2017-04-13",2.4
"653","2017-04-17",2.45
"654","2017-04-18",2.45
"655","2017-04-19",2.35
"656","2017-04-20",2.25
"657","2017-04-21",2.075
"658","2017-04-24",2.15
"659","2017-04-25",2.35
"660","2017-04-26",2.3
"661","2017-04-27",2.25
"662","2017-04-28",2.25
"663","2017-05-01",2.25
"664","2017-05-02",2.3
"665","2017-05-03",2.2
"666","2017-05-04",2.25
"667","2017-05-05",2.2
"668","2017-05-08",2.075
"669","2017-05-09",2.15
"670","2017-05-10",2.1
"671","2017-05-11",2.15
"672","2017-05-12",2.2
"673","2017-05-15",2.3
"674","2017-05-16",2.3
"675","2017-05-17",2.25
"676","2017-05-18",2.45
"677","2017-05-19",2.5
"678","2017-05-22",2.35
"679","2017-05-23",2.35
"680","2017-05-24",2.4
"681","2017-05-25",2.35
"682","2017-05-26",2.3
"683","2017-05-30",2.3
"684","2017-05-31",2.2
"685","2017-06-01",2.2
"686","2017-06-02",2.2
"687","2017-06-05",2.175
"688","2017-06-06",2.2
"689","2017-06-07",2.05
"690","2017-06-08",2.15
"691","2017-06-09",2.1
"692","2017-06-12",2.15
"693","2017-06-13",2.1
"694","2017-06-14",2.1
"695","2017-06-15",2.05
"696","2017-06-16",2
"697","2017-06-19",2.05
"698","2017-06-20",2.05
"699","2017-06-21",2.075
"700","2017-06-22",2.075
"701","2017-06-23",2.05
"702","2017-06-26",2.15
"703","2017-06-27",2.1
"704","2017-06-28",2.15
"705","2017-06-29",2.175
"706","2017-06-30",2.05
"707","2017-07-03",2.15
"708","2017-07-05",2.2
"709","2017-07-06",2.3
"710","2017-07-07",2.5
"711","2017-07-10",2.4
"712","2017-07-11",2.45
"713","2017-07-12",2.4
"714","2017-07-13",2.4
"715","2017-07-14",2.45
"716","2017-07-17",2.5
"717","2017-07-18",2.375
"718","2017-07-19",2.35
"719","2017-07-20",2.3
"720","2017-07-21",2.325
"721","2017-07-24",2.35
"722","2017-07-25",2.275
"723","2017-07-26",2.2
"724","2017-07-27",2.15
"725","2017-07-28",2.15
"726","2017-07-31",2.2
"727","2017-08-01",2.2
"728","2017-08-02",2.15
"729","2017-08-03",2.15
"730","2017-08-04",2.1
"731","2017-08-07",2.2
"732","2017-08-08",2.15
"733","2017-08-09",2.1
"734","2017-08-10",2.15
"735","2017-08-11",2.15
"736","2017-08-14",2.15
"737","2017-08-15",2.075
"738","2017-08-16",2.05
"739","2017-08-17",2.05
"740","2017-08-18",2.025
"741","2017-08-21",2
"742","2017-08-22",2
"743","2017-08-23",1.95
"744","2017-08-24",1.95
"745","2017-08-25",2.025
"746","2017-08-28",1.95
"747","2017-08-29",1.95
"748","2017-08-30",1.95
"749","2017-08-31",1.988
"750","2017-09-01",2.05
"751","2017-09-05",2.05
"752","2017-09-06",2.1
"753","2017-09-07",2.125
"754","2017-09-08",2.05
"755","2017-09-11",2.1
"756","2017-09-12",2.1
"757","2017-09-13",2.25
"758","2017-09-14",2.2
"759","2017-09-15",2.25
"760","2017-09-18",2.15
"761","2017-09-19",2.15
"762","2017-09-20",2.15
"763","2017-09-21",2.05
"764","2017-09-22",2.1
"765","2017-09-25",2.15
"766","2017-09-26",2.075
"767","2017-09-27",2.075
"768","2017-09-28",2.1
"769","2017-09-29",2.25
"770","2017-10-02",2.2
"771","2017-10-03",2.15
"772","2017-10-04",2.3
"773","2017-10-05",2.25
"774","2017-10-06",2.238
"775","2017-10-09",2.225
"776","2017-10-10",2.275
"777","2017-10-11",2.3
"778","2017-10-12",2.3
"779","2017-10-13",2.25
"780","2017-10-16",2.175
"781","2017-10-17",2.1
"782","2017-10-18",2.15
"783","2017-10-19",2.05
"784","2017-10-20",2.15
"785","2017-10-23",2.05
"786","2017-10-24",2.125
"787","2017-10-25",2.1
"788","2017-10-26",2
"789","2017-10-27",1.975
"790","2017-10-30",2.05
"791","2017-10-31",2.1
"792","2017-11-01",2.025
"793","2017-11-02",2.1
"794","2017-11-03",2.225
"795","2017-11-06",2.175
"796","2017-11-07",2.075
"797","2017-11-08",2.05
"798","2017-11-09",1.95
"799","2017-11-10",2
"800","2017-11-13",2.075
"801","2017-11-14",2.025
"802","2017-11-15",1.75
"803","2017-11-16",1.95
"804","2017-11-17",1.975
"805","2017-11-20",2.05
"806","2017-11-21",2.05
"807","2017-11-22",2.1
"808","2017-11-24",2.1
"809","2017-11-27",1.95
"810","2017-11-28",1.85
"811","2017-11-29",2
"812","2017-11-30",1.95
"813","2017-12-01",1.975
"814","2017-12-04",2
"815","2017-12-05",1.9
"816","2017-12-06",1.8
"817","2017-12-07",1.9
"818","2017-12-08",1.95
"819","2017-12-11",1.5
"820","2017-12-12",1.25
"821","2017-12-13",1.225
"822","2017-12-14",1.3
"823","2017-12-15",1.25
"824","2017-12-18",1.25
"825","2017-12-19",1.25
"826","2017-12-20",1.251
"827","2017-12-21",1.3
"828","2017-12-22",1.35
"829","2017-12-26",1.25
"830","2017-12-27",1.25
"831","2017-12-28",1.275
"832","2017-12-29",1.3
"833","2018-01-02",1.375
"834","2018-01-03",1.4
"835","2018-01-04",1.5
"836","2018-01-05",1.375
"837","2018-01-08",1.3
"838","2018-01-09",1.25
"839","2018-01-10",1.3
"840","2018-01-11",1.325
"841","2018-01-12",1.3
"842","2018-01-16",1.3
"843","2018-01-17",1.25
"844","2018-01-18",1.275
"845","2018-01-19",1.3
"846","2018-01-22",1.4
"847","2018-01-23",1.45
"848","2018-01-24",1.425
"849","2018-01-25",1.375
"850","2018-01-26",1.4
"851","2018-01-29",1.4
"852","2018-01-30",1.35
"853","2018-01-31",1.325
"854","2018-02-01",1.85
"855","2018-02-02",1.875
"856","2018-02-05",2.65
"857","2018-02-06",2.5
"858","2018-02-07",2.5
"859","2018-02-08",2.4
"860","2018-02-09",2.4
"861","2018-02-12",2.45
"862","2018-02-13",2.05
"863","2018-02-14",2.175
"864","2018-02-15",2.2
"865","2018-02-16",2.2
"866","2018-02-20",2.075
"867","2018-02-21",2.15
"868","2018-02-22",2.15
"869","2018-02-23",2.05
"870","2018-02-26",2.125
"871","2018-02-27",2.175
"872","2018-02-28",2.125
"873","2018-03-01",2.325
"874","2018-03-02",2.175
"875","2018-03-05",2.25
"876","2018-03-06",2.113
"877","2018-03-07",2.175
"878","2018-03-08",2.15
"879","2018-03-09",2.3
"880","2018-03-12",2.25
"881","2018-03-13",2.2
"882","2018-03-14",2.2
"883","2018-03-15",2.25
"884","2018-03-16",2.15
"885","2018-03-19",2
"886","2018-03-20",2.1
"887","2018-03-21",2.05
"888","2018-03-22",2.075
"889","2018-03-23",2.05
"890","2018-03-26",2.05
"891","2018-03-27",1.925
"892","2018-03-28",1.95
"893","2018-03-29",1.85
"894","2018-04-02",1.9
"895","2018-04-03",2.1
"896","2018-04-04",2.275
"897","2018-04-05",2.1
"898","2018-04-06",2.1
"899","2018-04-09",2.05
"900","2018-04-10",2.15
"901","2018-04-11",2.1
"902","2018-04-12",2.1
"903","2018-04-13",2.175
"904","2018-04-16",2.125
"905","2018-04-17",2.15
"906","2018-04-18",2.2
"907","2018-04-19",2.15
"908","2018-04-20",2.05
"909","2018-04-23",2.025
"910","2018-04-24",2
"911","2018-04-25",2.025
"912","2018-04-26",2.025
"913","2018-04-27",2.05
"914","2018-04-30",1.95
"915","2018-05-01",1.975
"916","2018-05-02",2.1
"917","2018-05-03",2.05
"918","2018-05-04",2.05
"919","2018-05-07",2.125
"920","2018-05-08",2.05
"921","2018-05-09",2.15
"922","2018-05-10",2.2
"923","2018-05-11",2.2
"924","2018-05-14",2.3
"925","2018-05-15",2.35
"926","2018-05-16",2.425
"927","2018-05-17",2.425
"928","2018-05-18",2.5
"929","2018-05-21",2.5
"930","2018-05-22",2.45
"931","2018-05-23",2.475
"932","2018-05-24",2.45
"933","2018-05-25",2.2
"934","2018-05-29",2.225
"935","2018-05-30",2.15
"936","2018-05-31",2.15
"937","2018-06-01",2.125
"938","2018-06-04",2.075
"939","2018-06-05",2.15
"940","2018-06-06",2.15
"941","2018-06-07",2.15
"942","2018-06-08",2.15
"943","2018-06-11",2.1
"944","2018-06-12",2.2
"945","2018-06-13",2.25
"946","2018-06-14",2.45
"947","2018-06-15",2.075
"948","2018-06-18",2.025
"949","2018-06-19",1.95
"950","2018-06-20",1.85
"951","2018-06-21",1.725
"952","2018-06-22",1.75
"953","2018-06-25",1.65
"954","2018-06-26",1.675
"955","2018-06-27",1.65
"956","2018-06-28",1.675
"957","2018-06-29",1.65
"958","2018-07-02",1.7
"959","2018-07-03",1.7
"960","2018-07-05",1.8
"961","2018-07-06",1.85
"962","2018-07-09",1.75
"963","2018-07-10",1.8
"964","2018-07-11",1.8
"965","2018-07-12",1.8
"966","2018-07-13",1.8
"967","2018-07-16",1.75
"968","2018-07-17",1.775
"969","2018-07-18",1.75
"970","2018-07-19",1.775
"971","2018-07-20",1.813
"972","2018-07-23",1.8
"973","2018-07-24",1.8
"974","2018-07-25",1.75
"975","2018-07-26",1.75
"976","2018-07-27",1.7
"977","2018-07-30",1.75
"978","2018-07-31",1.8
"979","2018-08-01",1.75
"980","2018-08-02",1.7
"981","2018-08-03",1.65
"982","2018-08-06",1.65
"983","2018-08-07",1.55
"984","2018-08-08",1.625
"985","2018-08-09",1.6
"986","2018-08-10",1.6
"987","2018-08-13",1.55
"988","2018-08-14",1.45
"989","2018-08-15",1.5
"990","2018-08-16",1.5
"991","2018-08-17",1.6
"992","2018-08-20",1.6
"993","2018-08-21",1.65
"994","2018-08-22",1.65
"995","2018-08-23",1.65
"996","2018-08-24",1.6
"997","2018-08-27",1.6
"998","2018-08-28",5.55
"999","2018-08-29",6.15
"1000","2018-08-30",5.3
"1001","2018-08-31",5.45
"1002","2018-09-04",5.6
