"","date","QLGN"
"150","2016-01-26",347.5
"151","2016-01-27",322.5
"152","2016-01-28",327.5
"153","2016-01-29",342.5
"154","2016-02-01",290
"155","2016-02-02",304.25
"156","2016-02-03",304
"157","2016-02-04",319
"158","2016-02-05",297.5
"159","2016-02-08",305
"160","2016-02-09",267.5
"161","2016-02-10",352.5
"162","2016-02-11",377.5
"163","2016-02-12",352.5
"164","2016-02-16",365
"165","2016-02-17",352.5
"166","2016-02-18",369
"167","2016-02-19",382.75
"168","2016-02-22",397.5
"169","2016-02-23",383.75
"170","2016-02-24",387.5
"171","2016-02-25",387.5
"172","2016-02-26",373.5
"173","2016-02-29",362.5
"174","2016-03-01",387.5
"175","2016-03-02",375
"176","2016-03-03",387.5
"177","2016-03-04",375
"178","2016-03-07",387.5
"179","2016-03-08",375
"180","2016-03-09",415
"181","2016-03-10",445
"182","2016-03-11",446.25
"183","2016-03-14",432.5
"184","2016-03-15",407.5
"185","2016-03-16",355
"186","2016-03-17",351.25
"187","2016-03-18",330
"188","2016-03-21",345
"189","2016-03-22",327.5
"190","2016-03-23",287.5
"191","2016-03-24",280
"192","2016-03-28",287.5
"193","2016-03-29",275
"194","2016-03-30",275
"195","2016-03-31",282.5
"196","2016-04-01",295
"197","2016-04-04",295
"198","2016-04-05",295
"199","2016-04-06",315
"200","2016-04-07",362.5
"201","2016-04-08",345
"202","2016-04-11",332.5
"203","2016-04-12",347.5
"204","2016-04-13",350
"205","2016-04-14",372.5
"206","2016-04-15",380
"207","2016-04-18",425
"208","2016-04-19",412.5
"209","2016-04-20",400
"210","2016-04-21",410
"211","2016-04-22",410
"212","2016-04-25",405
"213","2016-04-26",392.5
"214","2016-04-27",402.5
"215","2016-04-28",402.5
"216","2016-04-29",407.5
"217","2016-05-02",430
"218","2016-05-03",440
"219","2016-05-04",432.5
"220","2016-05-05",450
"221","2016-05-06",450
"222","2016-05-09",430
"223","2016-05-10",437.5
"224","2016-05-11",447.5
"225","2016-05-12",430
"226","2016-05-13",430
"227","2016-05-16",427.5
"228","2016-05-17",415
"229","2016-05-18",387.5
"230","2016-05-19",382.5
"231","2016-05-20",400
"232","2016-05-23",400
"233","2016-05-24",410
"234","2016-05-25",415
"235","2016-05-26",410
"236","2016-05-27",410
"237","2016-05-31",412.5
"238","2016-06-01",392.5
"239","2016-06-02",405
"240","2016-06-03",416.25
"241","2016-06-06",427.5
"242","2016-06-07",425
"243","2016-06-08",425
"244","2016-06-09",400
"245","2016-06-10",395
"246","2016-06-13",422.5
"247","2016-06-14",427.5
"248","2016-06-15",422.5
"249","2016-06-16",435
"250","2016-06-17",445
"251","2016-06-20",427.5
"252","2016-06-21",425
"253","2016-06-22",402.5
"254","2016-06-23",422.5
"255","2016-06-24",425
"256","2016-06-27",417.5
"257","2016-06-28",400
"258","2016-06-29",367.5
"259","2016-06-30",382.5
"260","2016-07-01",400
"261","2016-07-05",383.75
"262","2016-07-06",376
"263","2016-07-07",395
"264","2016-07-08",395
"265","2016-07-11",385
"266","2016-07-12",390
"267","2016-07-13",372.5
"268","2016-07-14",365
"269","2016-07-15",365
"270","2016-07-18",372.25
"271","2016-07-19",365
"272","2016-07-20",351.25
"273","2016-07-21",345
"274","2016-07-22",345
"275","2016-07-25",387.5
"276","2016-07-26",360
"277","2016-07-27",347.5
"278","2016-07-28",355
"279","2016-07-29",362.5
"280","2016-08-01",332.5
"281","2016-08-02",307.5
"282","2016-08-03",337.5
"283","2016-08-04",327.5
"284","2016-08-05",327.5
"285","2016-08-08",340
"286","2016-08-09",332.5
"287","2016-08-10",330
"288","2016-08-11",322
"289","2016-08-12",320
"290","2016-08-15",345
"291","2016-08-16",340
"292","2016-08-17",345
"293","2016-08-18",345
"294","2016-08-19",340
"295","2016-08-22",332.5
"296","2016-08-23",325
"297","2016-08-24",330
"298","2016-08-25",315
"299","2016-08-26",324.75
"300","2016-08-29",325
"301","2016-08-30",332.5
"302","2016-08-31",335
"303","2016-09-01",320
"304","2016-09-02",352.5
"305","2016-09-06",350
"306","2016-09-07",342.5
"307","2016-09-08",360
"308","2016-09-09",317.5
"309","2016-09-12",319
"310","2016-09-13",320
"311","2016-09-14",335
"312","2016-09-15",340
"313","2016-09-16",372.5
"314","2016-09-19",352.5
"315","2016-09-20",362.5
"316","2016-09-21",387.5
"317","2016-09-22",415
"318","2016-09-23",435
"319","2016-09-26",427.5
"320","2016-09-27",420
"321","2016-09-28",405
"322","2016-09-29",400
"323","2016-09-30",420
"324","2016-10-03",442.5
"325","2016-10-04",447
"326","2016-10-05",442.75
"327","2016-10-06",497.5
"328","2016-10-07",492.5
"329","2016-10-10",450
"330","2016-10-11",432.5
"331","2016-10-12",445
"332","2016-10-13",430
"333","2016-10-14",425
"334","2016-10-17",467.5
"335","2016-10-18",575
"336","2016-10-19",692.5
"337","2016-10-20",675
"338","2016-10-21",650
"339","2016-10-24",800
"340","2016-10-25",650
"341","2016-10-26",670
"342","2016-10-27",632.5
"343","2016-10-28",622.5
"344","2016-10-31",595
"345","2016-11-01",587.5
"346","2016-11-02",582.5
"347","2016-11-03",557.5
"348","2016-11-04",520
"349","2016-11-07",542.5
"350","2016-11-08",617.5
"351","2016-11-09",585
"352","2016-11-10",590
"353","2016-11-11",650
"354","2016-11-14",637.5
"355","2016-11-15",625
"356","2016-11-16",582.5
"357","2016-11-17",587.5
"358","2016-11-18",610
"359","2016-11-21",602.5
"360","2016-11-22",587.5
"361","2016-11-23",565
"362","2016-11-25",590
"363","2016-11-28",587.5
"364","2016-11-29",592.5
"365","2016-11-30",577.5
"366","2016-12-01",575
"367","2016-12-02",622.5
"368","2016-12-05",640
"369","2016-12-06",675
"370","2016-12-07",640
"371","2016-12-08",732.5
"372","2016-12-09",727.5
"373","2016-12-12",692.5
"374","2016-12-13",665
"375","2016-12-14",675
"376","2016-12-15",697.5
"377","2016-12-16",702.5
"378","2016-12-19",715
"379","2016-12-20",692.5
"380","2016-12-21",677.5
"381","2016-12-22",684.25
"382","2016-12-23",680
"383","2016-12-27",675
"384","2016-12-28",675
"385","2016-12-29",660
"386","2016-12-30",677.5
"387","2017-01-03",722.5
"388","2017-01-04",692.5
"389","2017-01-05",730
"390","2017-01-06",702.5
"391","2017-01-09",732.5
"392","2017-01-10",737.5
"393","2017-01-11",745
"394","2017-01-12",716.75
"395","2017-01-13",730
"396","2017-01-17",750
"397","2017-01-18",762.5
"398","2017-01-19",747.5
"399","2017-01-20",742.5
"400","2017-01-23",707.5
"401","2017-01-24",720
"402","2017-01-25",722.5
"403","2017-01-26",727.5
"404","2017-01-27",730
"405","2017-01-30",828.75
"406","2017-01-31",855
"407","2017-02-01",817.5
"408","2017-02-02",822.5
"409","2017-02-03",892.5
"410","2017-02-06",867.5
"411","2017-02-07",860
"412","2017-02-08",857.5
"413","2017-02-09",875
"414","2017-02-10",870
"415","2017-02-13",872.5
"416","2017-02-14",837.5
"417","2017-02-15",850
"418","2017-02-16",837.5
"419","2017-02-17",797.5
"420","2017-02-21",777.5
"421","2017-02-22",805
"422","2017-02-23",737.5
"423","2017-02-24",722.5
"424","2017-02-27",700
"425","2017-02-28",640
"426","2017-03-01",670
"427","2017-03-02",765
"428","2017-03-03",770
"429","2017-03-06",730
"430","2017-03-07",775
"431","2017-03-08",780
"432","2017-03-09",760
"433","2017-03-10",750
"434","2017-03-13",740
"435","2017-03-14",672.5
"436","2017-03-15",570
"437","2017-03-16",577.5
"438","2017-03-17",565
"439","2017-03-20",465
"440","2017-03-21",455
"441","2017-03-22",425
"442","2017-03-23",450
"443","2017-03-24",452.5
"444","2017-03-27",490
"445","2017-03-28",487.5
"446","2017-03-29",400
"447","2017-03-30",350
"448","2017-03-31",355
"449","2017-04-03",342.5
"450","2017-04-04",312.5
"451","2017-04-05",277.5
"452","2017-04-06",282.5
"453","2017-04-07",285
"454","2017-04-10",257.5
"455","2017-04-11",275
"456","2017-04-12",265
"457","2017-04-13",270
"458","2017-04-17",275
"459","2017-04-18",270
"460","2017-04-19",267.5
"461","2017-04-20",257.5
"462","2017-04-21",267.5
"463","2017-04-24",257.5
"464","2017-04-25",222.25
"465","2017-04-26",212.5
"466","2017-04-27",205.25
"467","2017-04-28",200
"468","2017-05-01",182.5
"469","2017-05-02",204.75
"470","2017-05-03",181.25
"471","2017-05-04",170
"472","2017-05-05",177.5
"473","2017-05-08",163.75
"474","2017-05-09",165
"475","2017-05-10",161
"476","2017-05-11",155
"477","2017-05-12",156
"478","2017-05-15",167.5
"479","2017-05-16",165
"480","2017-05-17",160
"481","2017-05-18",160
"482","2017-05-19",167.5
"483","2017-05-22",171.25
"484","2017-05-23",169.75
"485","2017-05-24",174.5
"486","2017-05-25",172.5
"487","2017-05-26",167.5
"488","2017-05-30",165
"489","2017-05-31",153.75
"490","2017-06-01",149
"491","2017-06-02",151
"492","2017-06-05",155
"493","2017-06-06",150
"494","2017-06-07",152.5
"495","2017-06-08",150
"496","2017-06-09",157.5
"497","2017-06-12",180
"498","2017-06-13",175
"499","2017-06-14",170
"500","2017-06-15",167.25
"501","2017-06-16",156.25
"502","2017-06-19",153.75
"503","2017-06-20",151.75
"504","2017-06-21",150
"505","2017-06-22",146.25
"506","2017-06-23",150
"507","2017-06-26",145
"508","2017-06-27",140
"509","2017-06-28",135
"510","2017-06-29",132.75
"511","2017-06-30",137.5
"512","2017-07-03",138
"513","2017-07-05",141.5
"514","2017-07-06",151.25
"515","2017-07-07",142.5
"516","2017-07-10",144.75
"517","2017-07-11",141.75
"518","2017-07-12",142.75
"519","2017-07-13",158.75
"520","2017-07-14",162.5
"521","2017-07-17",157.5
"522","2017-07-18",127.5
"523","2017-07-19",131
"524","2017-07-20",133.25
"525","2017-07-21",142.5
"526","2017-07-24",137.25
"527","2017-07-25",142.5
"528","2017-07-26",140
"529","2017-07-27",145
"530","2017-07-28",145
"531","2017-07-31",140
"532","2017-08-01",138.75
"533","2017-08-02",142.5
"534","2017-08-03",155
"535","2017-08-04",150
"536","2017-08-07",150
"537","2017-08-08",143.5
"538","2017-08-09",140.25
"539","2017-08-10",142.5
"540","2017-08-11",140
"541","2017-08-14",142.5
"542","2017-08-15",140
"543","2017-08-16",130.25
"544","2017-08-17",132.5
"545","2017-08-18",150
"546","2017-08-21",143.25
"547","2017-08-22",142.5
"548","2017-08-23",138.75
"549","2017-08-24",142.5
"550","2017-08-25",140.25
"551","2017-08-28",136.25
"552","2017-08-29",140
"553","2017-08-30",147.5
"554","2017-08-31",142.5
"555","2017-09-01",154.5
"556","2017-09-05",142.5
"557","2017-09-06",146.25
"558","2017-09-07",144.75
"559","2017-09-08",142.5
"560","2017-09-11",139.25
"561","2017-09-12",143.25
"562","2017-09-13",143.75
"563","2017-09-14",140
"564","2017-09-15",135
"565","2017-09-18",133
"566","2017-09-19",134.5
"567","2017-09-20",132.75
"568","2017-09-21",130
"569","2017-09-22",125.5
"570","2017-09-25",128
"571","2017-09-26",135
"572","2017-09-27",136.25
"573","2017-09-28",123.75
"574","2017-09-29",87.5
"575","2017-10-02",90.75
"576","2017-10-03",91
"577","2017-10-04",93.25
"578","2017-10-05",93.5
"579","2017-10-06",94.5
"580","2017-10-09",96.25
"581","2017-10-10",96
"582","2017-10-11",93.5
"583","2017-10-12",90.75
"584","2017-10-13",86
"585","2017-10-16",86.25
"586","2017-10-17",88
"587","2017-10-18",90.25
"588","2017-10-19",93.75
"589","2017-10-20",92
"590","2017-10-23",89.75
"591","2017-10-24",87.5
"592","2017-10-25",87.5
"593","2017-10-26",92.25
"594","2017-10-27",91.25
"595","2017-10-30",94.75
"596","2017-10-31",91.5
"597","2017-11-01",87.75
"598","2017-11-02",87.5
"599","2017-11-03",84.25
"600","2017-11-06",85.25
"601","2017-11-07",76.5
"602","2017-11-08",76.5
"603","2017-11-09",81.75
"604","2017-11-10",84.5
"605","2017-11-13",81.75
"606","2017-11-14",86.75
"607","2017-11-15",85
"608","2017-11-16",85
"609","2017-11-17",85.75
"610","2017-11-20",88.25
"611","2017-11-21",88
"612","2017-11-22",86.75
"613","2017-11-24",88
"614","2017-11-27",87.25
"615","2017-11-28",82.75
"616","2017-11-29",83.5
"617","2017-11-30",80.25
"618","2017-12-01",80
"619","2017-12-04",78.75
"620","2017-12-05",76.75
"621","2017-12-06",75.75
"622","2017-12-07",77.5
"623","2017-12-08",75.5
"624","2017-12-11",77.25
"625","2017-12-12",76.25
"626","2017-12-13",71.75
"627","2017-12-14",73
"628","2017-12-15",75.75
"629","2017-12-18",77.5
"630","2017-12-19",77.5
"631","2017-12-20",77.5
"632","2017-12-21",77.5
"633","2017-12-22",81.5
"634","2017-12-26",81.5
"635","2017-12-27",81.25
"636","2017-12-28",80
"637","2017-12-29",82.25
"638","2018-01-02",78
"639","2018-01-03",81.25
"640","2018-01-04",81.25
"641","2018-01-05",80
"642","2018-01-08",79.75
"643","2018-01-09",78.25
"644","2018-01-10",78.75
"645","2018-01-11",87.5
"646","2018-01-12",88.25
"647","2018-01-16",92.5
"648","2018-01-17",85
"649","2018-01-18",85
"650","2018-01-19",82.5
"651","2018-01-22",83
"652","2018-01-23",84.75
"653","2018-01-24",87.5
"654","2018-01-25",86
"655","2018-01-26",87.25
"656","2018-01-29",81.25
"657","2018-01-30",81.25
"658","2018-01-31",82
"659","2018-02-01",82.5
"660","2018-02-02",79.75
"661","2018-02-05",77.5
"662","2018-02-06",73.75
"663","2018-02-07",75
"664","2018-02-08",76.5
"665","2018-02-09",73.5
"666","2018-02-12",74.5
"667","2018-02-13",75.5
"668","2018-02-14",80
"669","2018-02-15",81
"670","2018-02-16",79
"671","2018-02-20",79.75
"672","2018-02-21",78
"673","2018-02-22",74.75
"674","2018-02-23",72.5
"675","2018-02-26",71
"676","2018-02-27",67.75
"677","2018-02-28",67.25
"678","2018-03-01",62.5
"679","2018-03-02",54.25
"680","2018-03-05",57.5
"681","2018-03-06",59.25
"682","2018-03-07",60
"683","2018-03-08",70
"684","2018-03-09",73
"685","2018-03-12",76.75
"686","2018-03-13",75.75
"687","2018-03-14",75
"688","2018-03-15",76.25
"689","2018-03-16",75
"690","2018-03-19",74
"691","2018-03-20",71.25
"692","2018-03-21",72
"693","2018-03-22",72.5
"694","2018-03-23",77
"695","2018-03-26",76.75
"696","2018-03-27",72.5
"697","2018-03-28",69
"698","2018-03-29",68
"699","2018-04-02",65.5
"700","2018-04-03",61.75
"701","2018-04-04",65
"702","2018-04-05",62.25
"703","2018-04-06",62
"704","2018-04-09",62
"705","2018-04-10",63.5
"706","2018-04-11",65
"707","2018-04-12",74.75
"708","2018-04-13",74
"709","2018-04-16",70.75
"710","2018-04-17",80.300003
"711","2018-04-18",82
"712","2018-04-19",79.25
"713","2018-04-20",77
"714","2018-04-23",72.300003
"715","2018-04-24",71.75
"716","2018-04-25",68.25
"717","2018-04-26",68
"718","2018-04-27",69.75
"719","2018-04-30",68.5
"720","2018-05-01",73.75
"721","2018-05-02",74.75
"722","2018-05-03",75
"723","2018-05-04",73.75
"724","2018-05-07",72.5
"725","2018-05-08",71.525002
"726","2018-05-09",69.5
"727","2018-05-10",73.5
"728","2018-05-11",73
"729","2018-05-14",70.5
"730","2018-05-15",72.5
"731","2018-05-16",71.25
"732","2018-05-17",80.25
"733","2018-05-18",79.75
"734","2018-05-21",83
"735","2018-05-22",78
"736","2018-05-23",83
"737","2018-05-24",84.25
"738","2018-05-25",84.75
"739","2018-05-29",78
"740","2018-05-30",83.75
"741","2018-05-31",90
"742","2018-06-01",98.5
"743","2018-06-04",92.5
"744","2018-06-05",85.75
"745","2018-06-06",79.5
"746","2018-06-07",75
"747","2018-06-08",77.25
"748","2018-06-11",74.5
"749","2018-06-12",75.5
"750","2018-06-13",73.75
"751","2018-06-14",75.75
"752","2018-06-15",75.75
"753","2018-06-18",74.25
"754","2018-06-19",73.5
"755","2018-06-20",72.75
"756","2018-06-21",72.25
"757","2018-06-22",70.25
"758","2018-06-25",69.25
"759","2018-06-26",68.25
"760","2018-06-27",68.75
"761","2018-06-28",63
"762","2018-06-29",64.25
"763","2018-07-02",63.5
"764","2018-07-03",64
"765","2018-07-05",63
"766","2018-07-06",59.5
"767","2018-07-09",61.25
"768","2018-07-10",58.75
"769","2018-07-11",60.25
"770","2018-07-12",60.25
"771","2018-07-13",61
"772","2018-07-16",57.5
"773","2018-07-17",57.75
"774","2018-07-18",56.724998
"775","2018-07-19",52.5
"776","2018-07-20",54
"777","2018-07-23",55.5
"778","2018-07-24",52.5
"779","2018-07-25",53.75
"780","2018-07-26",55.25
"781","2018-07-27",53.25
"782","2018-07-30",54.75
"783","2018-07-31",54.5
"784","2018-08-01",54.75
"785","2018-08-02",53.25
"786","2018-08-03",54
"787","2018-08-06",58.75
"788","2018-08-07",58.75
"789","2018-08-08",54
"790","2018-08-09",56.5
"791","2018-08-10",53
"792","2018-08-13",51.25
"793","2018-08-14",50.25
"794","2018-08-15",50
"795","2018-08-16",49.25
"796","2018-08-17",48.25
"797","2018-08-20",46.25
"798","2018-08-21",48.75
"799","2018-08-22",48.5
"800","2018-08-23",46.25
"801","2018-08-24",48.25
"802","2018-08-27",47.75
"803","2018-08-28",52.5
"804","2018-08-29",52.25
"805","2018-08-30",51.5
"806","2018-08-31",50
"807","2018-09-04",52.5
"808","2018-09-05",53.5
"809","2018-09-06",46.25
"810","2018-09-07",45
"811","2018-09-10",43.5
"812","2018-09-11",44.75
"813","2018-09-12",44.5
"814","2018-09-13",41.75
"815","2018-09-14",41.75
"816","2018-09-17",42.75
"817","2018-09-18",42.25
"818","2018-09-19",43.5
"819","2018-09-20",45
"820","2018-09-21",48.5
"821","2018-09-24",46.75
"822","2018-09-25",47.75
"823","2018-09-26",44.75
"824","2018-09-27",48.75
"825","2018-09-28",46.5
"826","2018-10-01",46.375
"827","2018-10-02",49.25
"828","2018-10-03",52.25
"829","2018-10-04",50.5
"830","2018-10-05",53
"831","2018-10-08",48.5
"832","2018-10-09",48
"833","2018-10-10",46.25
"834","2018-10-11",43.25
"835","2018-10-12",43.5
"836","2018-10-15",41
"837","2018-10-16",43.5
"838","2018-10-17",41.75
"839","2018-10-18",43
"840","2018-10-19",42
"841","2018-10-22",44.5
"842","2018-10-23",45.875
"843","2018-10-24",43.75
"844","2018-10-25",37
"845","2018-10-26",36.25
"846","2018-10-29",32
"847","2018-10-30",30.75
"848","2018-10-31",28.75
"849","2018-11-01",29
"850","2018-11-02",29.5
"851","2018-11-05",28.75
"852","2018-11-06",29.25
"853","2018-11-07",26.75
"854","2018-11-08",24.5
"855","2018-11-09",22.950001
"856","2018-11-12",21.549999
"857","2018-11-13",21.275
"858","2018-11-14",21.5
"859","2018-11-15",22.75
"860","2018-11-16",21.25
"861","2018-11-19",20.625
"862","2018-11-20",20.75
"863","2018-11-21",21.75
"864","2018-11-23",20.75
"865","2018-11-26",18.725
"866","2018-11-27",18.4
"867","2018-11-28",19.4
"868","2018-11-29",22.25
"869","2018-11-30",22.25
"870","2018-12-03",22.5
"871","2018-12-04",21.424999
"872","2018-12-06",22
"873","2018-12-07",20.25
"874","2018-12-10",19.125
"875","2018-12-11",18.525
"876","2018-12-12",19.25
"877","2018-12-13",19.125
"878","2018-12-14",19.75
"879","2018-12-17",17.5
"880","2018-12-18",17.5
"881","2018-12-19",17.5
"882","2018-12-20",15.75
"883","2018-12-21",14.525
"884","2018-12-24",13
"885","2018-12-26",11.75
"886","2018-12-27",14.5
"887","2018-12-28",15.5
"888","2018-12-31",15
"889","2019-01-02",20.924999
"890","2019-01-03",20.75
"891","2019-01-04",19.5
"892","2019-01-07",20.775
"893","2019-01-08",20.825001
"894","2019-01-09",20
"895","2019-01-10",20.35
"896","2019-01-11",20.25
"897","2019-01-14",20.875
"898","2019-01-15",19
"899","2019-01-16",18.25
"900","2019-01-17",17.25
"901","2019-01-18",17
"902","2019-01-22",17.5
"903","2019-01-23",16.875
"904","2019-01-24",16.475
"905","2019-01-25",16.25
"906","2019-01-28",15.875
"907","2019-01-29",15.975
"908","2019-01-30",15.25
"909","2019-01-31",14.75
"910","2019-02-01",15
"911","2019-02-04",14.75
"912","2019-02-05",15
"913","2019-02-06",15
"914","2019-02-07",14.5
"915","2019-02-08",14
"916","2019-02-11",14.275
"917","2019-02-12",13.5
"918","2019-02-13",13.25
"919","2019-02-14",15.5
"920","2019-02-15",15.125
"921","2019-02-19",17.5
"922","2019-02-20",16.625
"923","2019-02-21",16.125
"924","2019-02-22",15.25
"925","2019-02-25",15.375
"926","2019-02-26",16
"927","2019-02-27",16.125
"928","2019-02-28",15.75
"929","2019-03-01",15.95
"930","2019-03-04",16.275
"931","2019-03-05",22
"932","2019-03-06",22.5
"933","2019-03-07",20.5
"934","2019-03-08",19.25
"935","2019-03-11",20.049999
"936","2019-03-12",20.375
"937","2019-03-13",21.325001
"938","2019-03-14",29.975
"939","2019-03-15",26.5
"940","2019-03-18",26.5
"941","2019-03-19",25.75
"942","2019-03-20",26.25
"943","2019-03-21",26
"944","2019-03-22",24.25
"945","2019-03-25",23.75
"946","2019-03-26",23
"947","2019-03-27",21.700001
"948","2019-03-28",21.475
"949","2019-03-29",21.825001
"950","2019-04-01",24
"951","2019-04-02",24
"952","2019-04-03",24.1
"953","2019-04-04",23.375
"954","2019-04-05",23.875
"955","2019-04-08",22.75
"956","2019-04-09",23.225
"957","2019-04-10",23.325001
"958","2019-04-11",22.25
"959","2019-04-12",22.25
"960","2019-04-15",22.375
"961","2019-04-16",23.125
"962","2019-04-17",23.5
"963","2019-04-18",23.424999
"964","2019-04-22",23
"965","2019-04-23",22.25
"966","2019-04-24",22.5
"967","2019-04-25",21.75
"968","2019-04-26",22.200001
"969","2019-04-29",22
"970","2019-04-30",19.375
"971","2019-05-01",19.5
"972","2019-05-02",19.5
"973","2019-05-03",18.75
"974","2019-05-06",21.75
"975","2019-05-07",25.25
"976","2019-05-08",23
"977","2019-05-09",22.975
"978","2019-05-10",22.75
"979","2019-05-13",22.225
"980","2019-05-14",22.125
"981","2019-05-15",21.125
"982","2019-05-16",21.5
"983","2019-05-17",20.5
"984","2019-05-20",20
"985","2019-05-21",20.85
"986","2019-05-22",20.75
"987","2019-05-23",20.424999
"988","2019-05-24",20.5
"989","2019-05-28",22.225
"990","2019-05-29",22.200001
"991","2019-05-30",23.125
"992","2019-05-31",22.125
"993","2019-06-03",21.5
"994","2019-06-04",22
"995","2019-06-05",20.75
"996","2019-06-06",20.25
"997","2019-06-07",21.225
"998","2019-06-10",20.625
"999","2019-06-11",20.25
"1000","2019-06-12",19.75
"1001","2019-06-13",20.450001
"1002","2019-06-14",21
"1003","2019-06-17",21.875
"1004","2019-06-18",22
"1005","2019-06-19",24
"1006","2019-06-20",24
"1007","2019-06-21",23.075001
"1008","2019-06-24",22.75
"1009","2019-06-25",27.5
"1010","2019-06-26",26.5
"1011","2019-06-27",26.5
"1012","2019-06-28",26.75
"1013","2019-07-01",28
"1014","2019-07-02",26.25
"1015","2019-07-03",26
"1016","2019-07-05",26.875
"1017","2019-07-08",26.875
"1018","2019-07-09",26
"1019","2019-07-10",25.75
"1020","2019-07-11",25.5
"1021","2019-07-12",26.5
"1022","2019-07-15",23.375
"1023","2019-07-16",25.25
"1024","2019-07-17",25
"1025","2019-07-18",24.6
"1026","2019-07-19",24.75
"1027","2019-07-22",24.75
"1028","2019-07-23",25.075001
"1029","2019-07-24",24.5
"1030","2019-07-25",22.025
"1031","2019-07-26",23.5
"1032","2019-07-29",23.775
"1033","2019-07-30",26
"1034","2019-07-31",25.75
"1035","2019-08-01",25.25
"1036","2019-08-02",26
"1037","2019-08-05",24.5
"1038","2019-08-06",24.25
"1039","2019-08-07",23.975
"1040","2019-08-08",24.5
"1041","2019-08-09",24.5
"1042","2019-08-12",22.549999
"1043","2019-08-13",22.799999
"1044","2019-08-14",21.75
"1045","2019-08-15",22.5
"1046","2019-08-16",23.075001
