"","date","RRGB"
"1","2007-01-03",35
"2","2007-01-04",34.790001
"3","2007-01-05",33.790001
"4","2007-01-08",33.700001
"5","2007-01-09",33.970001
"6","2007-01-10",34.360001
"7","2007-01-11",34.860001
"8","2007-01-12",34.779999
"9","2007-01-16",34.779999
"10","2007-01-17",34.279999
"11","2007-01-18",34.68
"12","2007-01-19",34.459999
"13","2007-01-22",33.939999
"14","2007-01-23",34.189999
"15","2007-01-24",34
"16","2007-01-25",33.599998
"17","2007-01-26",33.560001
"18","2007-01-29",33.689999
"19","2007-01-30",33.900002
"20","2007-01-31",35.75
"21","2007-02-01",35.580002
"22","2007-02-02",36.75
"23","2007-02-05",36.360001
"24","2007-02-06",36.389999
"25","2007-02-07",37.009998
"26","2007-02-08",37.220001
"27","2007-02-09",37.029999
"28","2007-02-12",37.07
"29","2007-02-13",37.09
"30","2007-02-14",37.48
"31","2007-02-15",37.580002
"32","2007-02-16",37.59
"33","2007-02-20",37.900002
"34","2007-02-21",38.099998
"35","2007-02-22",38.16
"36","2007-02-23",41.049999
"37","2007-02-26",40.139999
"38","2007-02-27",39.009998
"39","2007-02-28",39.48
"40","2007-03-01",39.130001
"41","2007-03-02",37.630001
"42","2007-03-05",37.009998
"43","2007-03-06",38.099998
"44","2007-03-07",37.639999
"45","2007-03-08",37.75
"46","2007-03-09",38.380001
"47","2007-03-12",38.5
"48","2007-03-13",36.950001
"49","2007-03-14",36.869999
"50","2007-03-15",36.950001
"51","2007-03-16",35.900002
"52","2007-03-19",36.669998
"53","2007-03-20",36.080002
"54","2007-03-21",36.59
"55","2007-03-22",38.060001
"56","2007-03-23",38.5
"57","2007-03-26",38.32
"58","2007-03-27",38.240002
"59","2007-03-28",37.810001
"60","2007-03-29",38.529999
"61","2007-03-30",38.82
"62","2007-04-02",39.099998
"63","2007-04-03",40.150002
"64","2007-04-04",40.119999
"65","2007-04-05",40.040001
"66","2007-04-09",39.950001
"67","2007-04-10",40.52
"68","2007-04-11",39.580002
"69","2007-04-12",39.299999
"70","2007-04-13",39.389999
"71","2007-04-16",41.970001
"72","2007-04-17",42.279999
"73","2007-04-18",42.009998
"74","2007-04-19",41.459999
"75","2007-04-20",41.66
"76","2007-04-23",41.240002
"77","2007-04-24",41.02
"78","2007-04-25",41.400002
"79","2007-04-26",41.279999
"80","2007-04-27",40.290001
"81","2007-04-30",39.599998
"82","2007-05-01",40.130001
"83","2007-05-02",40.889999
"84","2007-05-03",41.57
"85","2007-05-04",40.900002
"86","2007-05-07",41.23
"87","2007-05-08",41.16
"88","2007-05-09",41.09
"89","2007-05-10",40.110001
"90","2007-05-11",39.970001
"91","2007-05-14",39.73
"92","2007-05-15",39.27
"93","2007-05-16",39.189999
"94","2007-05-17",38.509998
"95","2007-05-18",38.669998
"96","2007-05-21",39.68
"97","2007-05-22",40.259998
"98","2007-05-23",39.959999
"99","2007-05-24",39.52
"100","2007-05-25",42.830002
"101","2007-05-29",42.869999
"102","2007-05-30",42.990002
"103","2007-05-31",42.93
"104","2007-06-01",42.950001
"105","2007-06-04",43.5
"106","2007-06-05",43.25
"107","2007-06-06",42
"108","2007-06-07",40.68
"109","2007-06-08",42.25
"110","2007-06-11",41.599998
"111","2007-06-12",40.580002
"112","2007-06-13",41.169998
"113","2007-06-14",41
"114","2007-06-15",40.02
"115","2007-06-18",40
"116","2007-06-19",40.110001
"117","2007-06-20",38.869999
"118","2007-06-21",38.77
"119","2007-06-22",38.57
"120","2007-06-25",38.790001
"121","2007-06-26",39.419998
"122","2007-06-27",39.900002
"123","2007-06-28",40.509998
"124","2007-06-29",40.369999
"125","2007-07-02",40.189999
"126","2007-07-03",40.130001
"127","2007-07-05",40.060001
"128","2007-07-06",41.209999
"129","2007-07-09",40.799999
"130","2007-07-10",42.110001
"131","2007-07-11",43.330002
"132","2007-07-12",43.5
"133","2007-07-13",44.380001
"134","2007-07-16",44.130001
"135","2007-07-17",43.299999
"136","2007-07-18",43.02
"137","2007-07-19",43.5
"138","2007-07-20",43.650002
"139","2007-07-23",43.259998
"140","2007-07-24",41.900002
"141","2007-07-25",41.650002
"142","2007-07-26",40.02
"143","2007-07-27",38.380001
"144","2007-07-30",39.200001
"145","2007-07-31",38.57
"146","2007-08-01",38.07
"147","2007-08-02",39.150002
"148","2007-08-03",38.16
"149","2007-08-06",38.41
"150","2007-08-07",39.939999
"151","2007-08-08",41.509998
"152","2007-08-09",40.669998
"153","2007-08-10",41.25
"154","2007-08-13",39.389999
"155","2007-08-14",37.849998
"156","2007-08-15",38.009998
"157","2007-08-16",36.450001
"158","2007-08-17",38.150002
"159","2007-08-20",39.139999
"160","2007-08-21",38.810001
"161","2007-08-22",38.709999
"162","2007-08-23",38.049999
"163","2007-08-24",38.900002
"164","2007-08-27",38.470001
"165","2007-08-28",37.790001
"166","2007-08-29",38.119999
"167","2007-08-30",37.689999
"168","2007-08-31",38.470001
"169","2007-09-04",40.049999
"170","2007-09-05",39.290001
"171","2007-09-06",39.959999
"172","2007-09-07",40
"173","2007-09-10",39.75
"174","2007-09-11",41
"175","2007-09-12",41.349998
"176","2007-09-13",42.099998
"177","2007-09-14",42.220001
"178","2007-09-17",41.209999
"179","2007-09-18",43.119999
"180","2007-09-19",44.080002
"181","2007-09-20",44
"182","2007-09-21",44
"183","2007-09-24",43.639999
"184","2007-09-25",42.549999
"185","2007-09-26",42.529999
"186","2007-09-27",42.950001
"187","2007-09-28",42.900002
"188","2007-10-01",43.48
"189","2007-10-02",44.349998
"190","2007-10-03",44.200001
"191","2007-10-04",43.41
"192","2007-10-05",44.330002
"193","2007-10-08",44.080002
"194","2007-10-09",43.580002
"195","2007-10-10",43.549999
"196","2007-10-11",42.349998
"197","2007-10-12",41.75
"198","2007-10-15",40.84
"199","2007-10-16",40.360001
"200","2007-10-17",40.119999
"201","2007-10-18",40.040001
"202","2007-10-19",39.400002
"203","2007-10-22",40.349998
"204","2007-10-23",40.98
"205","2007-10-24",40.380001
"206","2007-10-25",38.950001
"207","2007-10-26",39.18
"208","2007-10-29",38.919998
"209","2007-10-30",39
"210","2007-10-31",40.02
"211","2007-11-01",38.939999
"212","2007-11-02",38.810001
"213","2007-11-05",39.669998
"214","2007-11-06",40.639999
"215","2007-11-07",40.299999
"216","2007-11-08",38.619999
"217","2007-11-09",41.27
"218","2007-11-12",39.619999
"219","2007-11-13",41.209999
"220","2007-11-14",41.18
"221","2007-11-15",39.98
"222","2007-11-16",40.02
"223","2007-11-19",38.91
"224","2007-11-20",38.439999
"225","2007-11-21",38.490002
"226","2007-11-23",39.720001
"227","2007-11-26",38.25
"228","2007-11-27",37.279999
"229","2007-11-28",40.25
"230","2007-11-29",39.720001
"231","2007-11-30",39.560001
"232","2007-12-03",38.25
"233","2007-12-04",39.5
"234","2007-12-05",39.529999
"235","2007-12-06",40.990002
"236","2007-12-07",40.259998
"237","2007-12-10",40.200001
"238","2007-12-11",38.900002
"239","2007-12-12",38.130001
"240","2007-12-13",37.540001
"241","2007-12-14",36.540001
"242","2007-12-17",35.529999
"243","2007-12-18",36.25
"244","2007-12-19",34.869999
"245","2007-12-20",34.330002
"246","2007-12-21",32.599998
"247","2007-12-24",32.810001
"248","2007-12-26",33.25
"249","2007-12-27",32.849998
"250","2007-12-28",32.540001
"251","2007-12-31",31.99
"252","2008-01-02",32
"253","2008-01-03",29.969999
"254","2008-01-04",28.110001
"255","2008-01-07",28.84
"256","2008-01-08",27.799999
"257","2008-01-09",27.969999
"258","2008-01-10",28.700001
"259","2008-01-11",27.629999
"260","2008-01-14",27.940001
"261","2008-01-15",27.559999
"262","2008-01-16",29.68
"263","2008-01-17",28.530001
"264","2008-01-18",29.43
"265","2008-01-22",30.360001
"266","2008-01-23",31.99
"267","2008-01-24",33.279999
"268","2008-01-25",32.91
