"","date","DVA"
"1","2007-01-03",27.715
"2","2007-01-04",27.745001
"3","2007-01-05",27.424999
"4","2007-01-08",27.24
"5","2007-01-09",26.545
"6","2007-01-10",26.165001
"7","2007-01-11",26.395
"8","2007-01-12",26.924999
"9","2007-01-16",26.75
"10","2007-01-17",26.504999
"11","2007-01-18",26.525
"12","2007-01-19",26.870001
"13","2007-01-22",26.645
"14","2007-01-23",26.275
"15","2007-01-24",26.129999
"16","2007-01-25",26
"17","2007-01-26",25.9
"18","2007-01-29",26.184999
"19","2007-01-30",26.780001
"20","2007-01-31",27.299999
"21","2007-02-01",27.445
"22","2007-02-02",27.004999
"23","2007-02-05",27.514999
"24","2007-02-06",27.5
"25","2007-02-07",27.540001
"26","2007-02-08",27.450001
"27","2007-02-09",27.52
"28","2007-02-12",28.049999
"29","2007-02-13",28.280001
"30","2007-02-14",28.725
"31","2007-02-15",29.27
"32","2007-02-16",29.045
"33","2007-02-20",29.035
"34","2007-02-21",28.780001
"35","2007-02-22",28.540001
"36","2007-02-23",28.395
"37","2007-02-26",28.375
"38","2007-02-27",27.475
"39","2007-02-28",27.25
"40","2007-03-01",27.219999
"41","2007-03-02",26.605
"42","2007-03-05",26.48
"43","2007-03-06",26.860001
"44","2007-03-07",26.75
"45","2007-03-08",26.764999
"46","2007-03-09",26.5
"47","2007-03-12",25.77
"48","2007-03-13",26.045
"49","2007-03-14",26.059999
"50","2007-03-15",26.195
"51","2007-03-16",26.379999
"52","2007-03-19",26.48
"53","2007-03-20",26.375
"54","2007-03-21",26.68
"55","2007-03-22",26.690001
"56","2007-03-23",26.65
"57","2007-03-26",26.620001
"58","2007-03-27",26.705
"59","2007-03-28",26.469999
"60","2007-03-29",26.34
"61","2007-03-30",26.66
"62","2007-04-02",26.315001
"63","2007-04-03",26.735001
"64","2007-04-04",27.09
"65","2007-04-05",27.985001
"66","2007-04-09",27.985001
"67","2007-04-10",28.040001
"68","2007-04-11",28.24
"69","2007-04-12",28.469999
"70","2007-04-13",28.74
"71","2007-04-16",28.455
"72","2007-04-17",28.08
"73","2007-04-18",27.635
"74","2007-04-19",27.5
"75","2007-04-20",27.48
"76","2007-04-23",27.440001
"77","2007-04-24",27.455
"78","2007-04-25",27.305
"79","2007-04-26",27.57
"80","2007-04-27",27.235001
"81","2007-04-30",27.305
"82","2007-05-01",27.34
"83","2007-05-02",27.645
"84","2007-05-03",27.445
"85","2007-05-04",27.625
"86","2007-05-07",27.815001
"87","2007-05-08",27.559999
"88","2007-05-09",27.815001
"89","2007-05-10",27.205
"90","2007-05-11",26.950001
"91","2007-05-14",26.76
"92","2007-05-15",26.450001
"93","2007-05-16",26.49
"94","2007-05-17",26.665001
"95","2007-05-18",26.504999
"96","2007-05-21",26.565001
"97","2007-05-22",26.92
"98","2007-05-23",27.055
"99","2007-05-24",27.014999
"100","2007-05-25",27.1
"101","2007-05-29",27.525
"102","2007-05-30",27.67
"103","2007-05-31",27.615
"104","2007-06-01",27.975
"105","2007-06-04",27.965
"106","2007-06-05",27.775
"107","2007-06-06",27.455
"108","2007-06-07",27.305
"109","2007-06-08",27.209999
"110","2007-06-11",27.555
"111","2007-06-12",27.309999
"112","2007-06-13",27.395
"113","2007-06-14",27.285
"114","2007-06-15",27.219999
"115","2007-06-18",26.83
"116","2007-06-19",26.809999
"117","2007-06-20",26.545
"118","2007-06-21",26.6
"119","2007-06-22",26.865
"120","2007-06-25",26.344999
"121","2007-06-26",26.325001
"122","2007-06-27",26.280001
"123","2007-06-28",26.584999
"124","2007-06-29",26.940001
"125","2007-07-02",27.264999
"126","2007-07-03",27.455
"127","2007-07-05",27.754999
"128","2007-07-06",27.875
"129","2007-07-09",27.41
"130","2007-07-10",26.975
"131","2007-07-11",26.969999
"132","2007-07-12",26.9
"133","2007-07-13",27.594999
"134","2007-07-16",27.33
"135","2007-07-17",27.165001
"136","2007-07-18",26.795
"137","2007-07-19",26.525
"138","2007-07-20",26.950001
"139","2007-07-23",26.719999
"140","2007-07-24",26.424999
"141","2007-07-25",26.754999
"142","2007-07-26",26.459999
"143","2007-07-27",26.540001
"144","2007-07-30",27.065001
"145","2007-07-31",26.469999
"146","2007-08-01",26.389999
"147","2007-08-02",26.584999
"148","2007-08-03",27.975
"149","2007-08-06",28.809999
"150","2007-08-07",28.82
"151","2007-08-08",28.370001
"152","2007-08-09",28.475
"153","2007-08-10",28.165001
"154","2007-08-13",27.92
"155","2007-08-14",27.75
"156","2007-08-15",27.115
"157","2007-08-16",26.889999
"158","2007-08-17",27.115
"159","2007-08-20",27.264999
"160","2007-08-21",27.475
"161","2007-08-22",27.635
"162","2007-08-23",27.745001
"163","2007-08-24",28.030001
"164","2007-08-27",27.959999
"165","2007-08-28",28.115
"166","2007-08-29",28.174999
"167","2007-08-30",28.615
"168","2007-08-31",28.76
"169","2007-09-04",29.465
"170","2007-09-05",29.495001
"171","2007-09-06",29.43
"172","2007-09-07",29.23
"173","2007-09-10",28.834999
"174","2007-09-11",30.075001
"175","2007-09-12",31.075001
"176","2007-09-13",31
"177","2007-09-14",31.030001
"178","2007-09-17",30.885
"179","2007-09-18",30.775
"180","2007-09-19",30.334999
"181","2007-09-20",30.264999
"182","2007-09-21",30.805
"183","2007-09-24",30.365
"184","2007-09-25",30.76
"185","2007-09-26",30.809999
"186","2007-09-27",30.75
"187","2007-09-28",31.59
"188","2007-10-01",31.719999
"189","2007-10-02",31.93
"190","2007-10-03",31.969999
"191","2007-10-04",31.690001
"192","2007-10-05",32.130001
"193","2007-10-08",32.365002
"194","2007-10-09",32.450001
"195","2007-10-10",32.779999
"196","2007-10-11",32.240002
"197","2007-10-12",32.009998
"198","2007-10-15",32.494999
"199","2007-10-16",32.580002
"200","2007-10-17",33.119999
"201","2007-10-18",33.264999
"202","2007-10-19",32.904999
"203","2007-10-22",32.625
"204","2007-10-23",32.974998
"205","2007-10-24",32.77
"206","2007-10-25",33.055
"207","2007-10-26",32.084999
"208","2007-10-29",32.105
"209","2007-10-30",31.9
"210","2007-10-31",32.595001
"211","2007-11-01",32.724998
"212","2007-11-02",29.75
"213","2007-11-05",29.125
"214","2007-11-06",29.965
"215","2007-11-07",29.555
"216","2007-11-08",30.049999
"217","2007-11-09",29.924999
"218","2007-11-12",29.545
"219","2007-11-13",29.52
"220","2007-11-14",29.66
"221","2007-11-15",29.16
"222","2007-11-16",29.77
"223","2007-11-19",29
"224","2007-11-20",29.004999
"225","2007-11-21",28.875
"226","2007-11-23",29.155001
"227","2007-11-26",29.855
"228","2007-11-27",29.700001
"229","2007-11-28",30.285
"230","2007-11-29",31
"231","2007-11-30",30.98
"232","2007-12-03",30.975
"233","2007-12-04",30.235001
"234","2007-12-05",29.924999
"235","2007-12-06",30.565001
"236","2007-12-07",30.555
"237","2007-12-10",29.75
"238","2007-12-11",28.77
"239","2007-12-12",28.459999
"240","2007-12-13",28.6
"241","2007-12-14",27.815001
"242","2007-12-17",27.860001
"243","2007-12-18",28.495001
"244","2007-12-19",28.57
"245","2007-12-20",28.205
"246","2007-12-21",28.395
"247","2007-12-24",28.495001
"248","2007-12-26",28.865
"249","2007-12-27",28.129999
"250","2007-12-28",28.004999
"251","2007-12-31",28.174999
"252","2008-01-02",27.745001
"253","2008-01-03",27.805
"254","2008-01-04",27.465
"255","2008-01-07",28.299999
"256","2008-01-08",29.315001
"257","2008-01-09",29.395
"258","2008-01-10",29.615
"259","2008-01-11",29.540001
"260","2008-01-14",29.344999
"261","2008-01-15",28.865
"262","2008-01-16",28.715
"263","2008-01-17",28.045
"264","2008-01-18",27.76
"265","2008-01-22",27.225
"266","2008-01-23",26.855
"267","2008-01-24",26.375
"268","2008-01-25",26.084999
"269","2008-01-28",26.635
"270","2008-01-29",26.815001
"271","2008-01-30",26.59
"272","2008-01-31",26.715
"273","2008-02-01",27.135
"274","2008-02-04",27.105
"275","2008-02-05",26.315001
"276","2008-02-06",26.5
"277","2008-02-07",26.299999
"278","2008-02-08",26.299999
"279","2008-02-11",26.299999
"280","2008-02-12",27
"281","2008-02-13",27.094999
"282","2008-02-14",25.25
"283","2008-02-15",25.495001
"284","2008-02-19",25.41
"285","2008-02-20",25.209999
"286","2008-02-21",25.42
"287","2008-02-22",25.504999
"288","2008-02-25",25.469999
"289","2008-02-26",25.555
"290","2008-02-27",25.065001
"291","2008-02-28",25.184999
"292","2008-02-29",24.815001
"293","2008-03-03",24.235001
"294","2008-03-04",24.424999
"295","2008-03-05",23.775
"296","2008-03-06",23.65
"297","2008-03-07",23.014999
"298","2008-03-10",22.815001
"299","2008-03-11",21.85
"300","2008-03-12",22.875
"301","2008-03-13",22.514999
"302","2008-03-14",21.934999
"303","2008-03-17",21.24
"304","2008-03-18",22
"305","2008-03-19",21.6
"306","2008-03-20",22.629999
"307","2008-03-24",22.094999
"308","2008-03-25",23.174999
"309","2008-03-26",23.58
"310","2008-03-27",23.785
"311","2008-03-28",23.99
"312","2008-03-31",23.879999
"313","2008-04-01",24.280001
"314","2008-04-02",23.905001
"315","2008-04-03",23.895
"316","2008-04-04",24.049999
"317","2008-04-07",24.075001
"318","2008-04-08",24.209999
"319","2008-04-09",24.43
"320","2008-04-10",24.715
"321","2008-04-11",24.825001
"322","2008-04-14",24.555
"323","2008-04-15",24.780001
"324","2008-04-16",25.215
"325","2008-04-17",24.99
"326","2008-04-18",25.465
"327","2008-04-21",25
"328","2008-04-22",24.865
"329","2008-04-23",24.795
"330","2008-04-24",25.045
"331","2008-04-25",24.950001
"332","2008-04-28",25.129999
"333","2008-04-29",25.379999
"334","2008-04-30",26.205
"335","2008-05-01",26.225
"336","2008-05-02",26.115
"337","2008-05-05",26.625
"338","2008-05-06",26.110001
"339","2008-05-07",25.790001
"340","2008-05-08",25.905001
"341","2008-05-09",25.934999
"342","2008-05-12",25.75
"343","2008-05-13",25.17
"344","2008-05-14",25.280001
"345","2008-05-15",25.545
"346","2008-05-16",25.915001
"347","2008-05-19",25.995001
"348","2008-05-20",25.795
