"","date","NMM"
"1","2007-11-13",288.75
"2","2007-11-14",289.5
"3","2007-11-15",287.549988
"4","2007-11-16",283.5
"5","2007-11-19",267.600006
"6","2007-11-20",265.5
"7","2007-11-21",261
"8","2007-11-23",281.25
"9","2007-11-26",270
"10","2007-11-27",275.25
"11","2007-11-28",283.200012
"12","2007-11-29",285
"13","2007-11-30",291.75
"14","2007-12-03",281.700012
"15","2007-12-04",277.5
"16","2007-12-05",271.049988
"17","2007-12-06",271.5
"18","2007-12-07",279
"19","2007-12-10",287.850006
"20","2007-12-11",281.100006
"21","2007-12-12",279
"22","2007-12-13",276
"23","2007-12-14",275.25
"24","2007-12-17",282
"25","2007-12-18",277.350006
"26","2007-12-19",276.149994
"27","2007-12-20",273
"28","2007-12-21",273.899994
"29","2007-12-24",277.5
"30","2007-12-26",279
"31","2007-12-27",277.799988
"32","2007-12-28",280.5
"33","2007-12-31",287.25
"34","2008-01-02",282.75
"35","2008-01-03",280.049988
"36","2008-01-04",275.100006
"37","2008-01-07",270
"38","2008-01-08",270
"39","2008-01-09",259.5
"40","2008-01-10",256.5
"41","2008-01-11",263.399994
"42","2008-01-14",257.399994
"43","2008-01-15",256.200012
"44","2008-01-16",250.800003
"45","2008-01-17",247.5
"46","2008-01-18",249
"47","2008-01-22",244.199997
"48","2008-01-23",233.850006
"49","2008-01-24",235.649994
"50","2008-01-25",238.350006
"51","2008-01-28",238.199997
"52","2008-01-29",238.350006
"53","2008-01-30",240
"54","2008-01-31",252.75
"55","2008-02-01",243.300003
"56","2008-02-04",246
"57","2008-02-05",241.949997
"58","2008-02-06",241.649994
"59","2008-02-07",239.25
"60","2008-02-08",237.300003
"61","2008-02-11",239.100006
"62","2008-02-12",231.300003
"63","2008-02-13",238.649994
"64","2008-02-14",239.100006
"65","2008-02-15",237.300003
"66","2008-02-19",235.800003
"67","2008-02-20",228.600006
"68","2008-02-21",226.800003
"69","2008-02-22",219.449997
"70","2008-02-25",211.350006
"71","2008-02-26",213.600006
"72","2008-02-27",225
"73","2008-02-28",234
"74","2008-02-29",231
"75","2008-03-03",228.75
"76","2008-03-04",224.25
"77","2008-03-05",222.600006
"78","2008-03-06",219.300003
"79","2008-03-07",222
"80","2008-03-10",216
"81","2008-03-11",214.5
"82","2008-03-12",213.75
"83","2008-03-13",210
"84","2008-03-14",216
"85","2008-03-17",214.5
"86","2008-03-18",213.449997
"87","2008-03-19",207.449997
"88","2008-03-20",209.25
"89","2008-03-24",217.800003
"90","2008-03-25",218.399994
"91","2008-03-26",221.699997
"92","2008-03-27",227.399994
"93","2008-03-28",223.800003
"94","2008-03-31",216.600006
"95","2008-04-01",213.149994
"96","2008-04-02",210
"97","2008-04-03",210
"98","2008-04-04",209.399994
"99","2008-04-07",209.850006
"100","2008-04-08",208.5
"101","2008-04-09",206.399994
"102","2008-04-10",207
"103","2008-04-11",207.300003
"104","2008-04-14",207.149994
"105","2008-04-15",207.75
"106","2008-04-16",207.149994
"107","2008-04-17",216.75
"108","2008-04-18",233.100006
"109","2008-04-21",232.350006
"110","2008-04-22",237.300003
"111","2008-04-23",251.100006
"112","2008-04-24",246.149994
"113","2008-04-25",246
"114","2008-04-28",244.649994
"115","2008-04-29",240.300003
"116","2008-04-30",241.350006
"117","2008-05-01",236.25
"118","2008-05-02",238.199997
"119","2008-05-05",236.399994
"120","2008-05-06",239.25
"121","2008-05-07",234
"122","2008-05-08",233.399994
"123","2008-05-09",225
"124","2008-05-12",222
"125","2008-05-13",222.300003
"126","2008-05-14",224.699997
"127","2008-05-15",224.550003
"128","2008-05-16",225.300003
"129","2008-05-19",218.699997
"130","2008-05-20",223.350006
"131","2008-05-21",218.25
"132","2008-05-22",219.449997
"133","2008-05-23",220.800003
"134","2008-05-27",225.300003
"135","2008-05-28",225
"136","2008-05-29",226.050003
"137","2008-05-30",226.050003
"138","2008-06-02",224.550003
"139","2008-06-03",224.25
"140","2008-06-04",226.5
"141","2008-06-05",228.899994
"142","2008-06-06",225.149994
"143","2008-06-09",226.350006
"144","2008-06-10",219.600006
"145","2008-06-11",214.199997
"146","2008-06-12",213.149994
"147","2008-06-13",214.050003
"148","2008-06-16",215.25
"149","2008-06-17",215.850006
"150","2008-06-18",216.600006
"151","2008-06-19",215.850006
"152","2008-06-20",216.75
"153","2008-06-23",219.149994
"154","2008-06-24",214.350006
"155","2008-06-25",215.25
"156","2008-06-26",214.350006
"157","2008-06-27",215.850006
"158","2008-06-30",219
"159","2008-07-01",215.25
"160","2008-07-02",210.75
"161","2008-07-03",207.75
"162","2008-07-07",202.649994
"163","2008-07-08",194.550003
"164","2008-07-09",201.300003
"165","2008-07-10",195.149994
"166","2008-07-11",198
"167","2008-07-14",199.5
"168","2008-07-15",186.149994
"169","2008-07-16",192.300003
"170","2008-07-17",184.5
"171","2008-07-18",183.75
"172","2008-07-21",183
"173","2008-07-22",178.949997
"174","2008-07-23",182.25
"175","2008-07-24",183.600006
"176","2008-07-25",181.350006
"177","2008-07-28",182.699997
"178","2008-07-29",183
"179","2008-07-30",196.199997
"180","2008-07-31",194.25
"181","2008-08-01",194.850006
"182","2008-08-04",189.149994
"183","2008-08-05",183.600006
"184","2008-08-06",181.5
"185","2008-08-07",180.449997
"186","2008-08-08",178.350006
"187","2008-08-11",177.600006
"188","2008-08-12",176.25
"189","2008-08-13",180
"190","2008-08-14",186.600006
"191","2008-08-15",177.899994
"192","2008-08-18",179.25
"193","2008-08-19",181.350006
"194","2008-08-20",181.5
"195","2008-08-21",183.600006
"196","2008-08-22",178.800003
"197","2008-08-25",182.25
"198","2008-08-26",184.5
"199","2008-08-27",185.850006
"200","2008-08-28",187.350006
"201","2008-08-29",187.5
"202","2008-09-02",192.899994
"203","2008-09-03",185.399994
"204","2008-09-04",170.25
"205","2008-09-05",172.949997
"206","2008-09-08",172.5
"207","2008-09-09",168.149994
"208","2008-09-10",163.050003
"209","2008-09-11",156
"210","2008-09-12",156.75
"211","2008-09-15",150
"212","2008-09-16",146.399994
"213","2008-09-17",129.899994
"214","2008-09-18",127.349998
"215","2008-09-19",150
"216","2008-09-22",143.399994
"217","2008-09-23",117
"218","2008-09-24",104.550003
"219","2008-09-25",121.5
"220","2008-09-26",120
"221","2008-09-29",112.199997
"222","2008-09-30",112.949997
"223","2008-10-01",109.050003
"224","2008-10-02",105.150002
"225","2008-10-03",104.849998
"226","2008-10-06",96.300003
"227","2008-10-07",97.5
"228","2008-10-08",92.699997
"229","2008-10-09",75.900002
"230","2008-10-10",74.400002
"231","2008-10-13",93.900002
"232","2008-10-14",101.099998
"233","2008-10-15",96
"234","2008-10-16",95.550003
"235","2008-10-17",101.099998
"236","2008-10-20",100.949997
"237","2008-10-21",114.150002
"238","2008-10-22",120
"239","2008-10-23",121.199997
"240","2008-10-24",118.650002
"241","2008-10-27",115.050003
"242","2008-10-28",117.449997
"243","2008-10-29",112.199997
"244","2008-10-30",102.75
"245","2008-10-31",109.650002
"246","2008-11-03",116.099998
"247","2008-11-04",114.449997
"248","2008-11-05",99.75
"249","2008-11-06",104.849998
"250","2008-11-07",99.449997
"251","2008-11-10",96.75
"252","2008-11-11",93
"253","2008-11-12",88.949997
"254","2008-11-13",82.5
"255","2008-11-14",81.75
"256","2008-11-17",81.75
"257","2008-11-18",76.949997
"258","2008-11-19",71.550003
"259","2008-11-20",57
"260","2008-11-21",50.400002
"261","2008-11-24",54
"262","2008-11-25",52.950001
"263","2008-11-26",67.800003
"264","2008-11-28",66.449997
"265","2008-12-01",61.950001
"266","2008-12-02",66.449997
"267","2008-12-03",64.650002
"268","2008-12-04",65.400002
"269","2008-12-05",65.25
"270","2008-12-08",73.199997
"271","2008-12-09",80.25
"272","2008-12-10",84.300003
"273","2008-12-11",90.449997
"274","2008-12-12",90.449997
"275","2008-12-15",90.75
"276","2008-12-16",92.849998
"277","2008-12-17",102
"278","2008-12-18",100.5
"279","2008-12-19",98.699997
"280","2008-12-22",88.5
"281","2008-12-23",92.699997
"282","2008-12-24",94.800003
"283","2008-12-26",92.699997
"284","2008-12-29",90.75
"285","2008-12-30",105.300003
"286","2008-12-31",107.099998
"287","2009-01-02",114
"288","2009-01-05",121.800003
"289","2009-01-06",127.349998
"290","2009-01-07",119.550003
"291","2009-01-08",118.5
"292","2009-01-09",119.099998
"293","2009-01-12",117.300003
"294","2009-01-13",118.349998
"295","2009-01-14",106.800003
"296","2009-01-15",95.849998
"297","2009-01-16",101.849998
"298","2009-01-20",99.150002
"299","2009-01-21",102.75
"300","2009-01-22",107.400002
"301","2009-01-23",107.25
"302","2009-01-26",110.550003
"303","2009-01-27",114.75
"304","2009-01-28",117.75
"305","2009-01-29",119.849998
"306","2009-01-30",122.550003
"307","2009-02-02",119.25
"308","2009-02-03",120
"309","2009-02-04",127.199997
"310","2009-02-05",120
"311","2009-02-06",120.599998
"312","2009-02-09",127.050003
"313","2009-02-10",128.100006
"314","2009-02-11",124.5
"315","2009-02-12",126.75
"316","2009-02-13",126.75
"317","2009-02-17",119.400002
"318","2009-02-18",108
"319","2009-02-19",108
"320","2009-02-20",100.800003
"321","2009-02-23",96
"322","2009-02-24",100.5
"323","2009-02-25",98.400002
"324","2009-02-26",106.650002
"325","2009-02-27",116.849998
"326","2009-03-02",120.449997
"327","2009-03-03",100.349998
"328","2009-03-04",113.400002
"329","2009-03-05",101.400002
"330","2009-03-06",111.300003
"331","2009-03-09",105
"332","2009-03-10",110.099998
"333","2009-03-11",108.75
"334","2009-03-12",119.550003
"335","2009-03-13",119.550003
"336","2009-03-16",120.150002
"337","2009-03-17",126.75
"338","2009-03-18",123
"339","2009-03-19",122.550003
"340","2009-03-20",119.25
"341","2009-03-23",122.849998
"342","2009-03-24",126.599998
"343","2009-03-25",123.599998
"344","2009-03-26",121.650002
"345","2009-03-27",130.649994
"346","2009-03-30",120
"347","2009-03-31",126
"348","2009-04-01",126.300003
"349","2009-04-02",126.75
"350","2009-04-03",130.199997
"351","2009-04-06",122.550003
"352","2009-04-07",119.400002
"353","2009-04-08",122.25
"354","2009-04-09",130.199997
"355","2009-04-13",134.25
"356","2009-04-14",135
"357","2009-04-15",142.5
"358","2009-04-16",147
"359","2009-04-17",157.050003
"360","2009-04-20",141
"361","2009-04-21",155.25
"362","2009-04-22",153.449997
"363","2009-04-23",148.800003
"364","2009-04-24",156.899994
"365","2009-04-27",161.699997
"366","2009-04-28",169.050003
"367","2009-04-29",166.949997
"368","2009-04-30",154.350006
"369","2009-05-01",165
"370","2009-05-04",165.75
"371","2009-05-05",144
"372","2009-05-06",147
"373","2009-05-07",141.75
"374","2009-05-08",143.100006
"375","2009-05-11",144.899994
"376","2009-05-12",144.449997
"377","2009-05-13",137.699997
"378","2009-05-14",136.050003
"379","2009-05-15",130.050003
"380","2009-05-18",129.899994
"381","2009-05-19",139.199997
"382","2009-05-20",142.350006
"383","2009-05-21",139.199997
"384","2009-05-22",140.850006
"385","2009-05-26",144
"386","2009-05-27",146.25
"387","2009-05-28",147
"388","2009-05-29",153.75
"389","2009-06-01",150
"390","2009-06-02",153.449997
"391","2009-06-03",151.649994
"392","2009-06-04",148.800003
"393","2009-06-05",148.350006
"394","2009-06-08",144.600006
"395","2009-06-09",151.350006
"396","2009-06-10",150
"397","2009-06-11",149.25
"398","2009-06-12",149.850006
"399","2009-06-15",147.600006
"400","2009-06-16",145.649994
"401","2009-06-17",146.550003
"402","2009-06-18",145.649994
"403","2009-06-19",150
"404","2009-06-22",137.25
"405","2009-06-23",140.25
"406","2009-06-24",145.199997
"407","2009-06-25",149.100006
"408","2009-06-26",152.25
"409","2009-06-29",148.350006
"410","2009-06-30",149.25
"411","2009-07-01",150.149994
"412","2009-07-02",147
"413","2009-07-06",141.899994
"414","2009-07-07",138.149994
"415","2009-07-08",137.25
"416","2009-07-09",143.25
"417","2009-07-10",137.399994
"418","2009-07-13",144.899994
"419","2009-07-14",148.800003
"420","2009-07-15",153
"421","2009-07-16",154.5
"422","2009-07-17",155.399994
"423","2009-07-20",162
"424","2009-07-21",162.149994
"425","2009-07-22",161.100006
"426","2009-07-23",161.399994
"427","2009-07-24",165
"428","2009-07-27",168
"429","2009-07-28",174
"430","2009-07-29",178.5
"431","2009-07-30",184.350006
"432","2009-07-31",183
"433","2009-08-03",198
"434","2009-08-04",178.199997
"435","2009-08-05",177.300003
"436","2009-08-06",171.75
"437","2009-08-07",176.699997
"438","2009-08-10",175.050003
"439","2009-08-11",172.649994
"440","2009-08-12",174.75
"441","2009-08-13",176.399994
"442","2009-08-14",174.449997
"443","2009-08-17",167.850006
"444","2009-08-18",170.25
"445","2009-08-19",170.25
"446","2009-08-20",170.100006
"447","2009-08-21",172.949997
"448","2009-08-24",169.5
"449","2009-08-25",173.100006
"450","2009-08-26",174.899994
"451","2009-08-27",176.850006
"452","2009-08-28",175.800003
"453","2009-08-31",175.5
"454","2009-09-01",171.75
"455","2009-09-02",168
"456","2009-09-03",173.100006
"457","2009-09-04",175.5
"458","2009-09-08",181.800003
"459","2009-09-09",184.649994
"460","2009-09-10",189.300003
"461","2009-09-11",192
"462","2009-09-14",192.75
"463","2009-09-15",195.600006
"464","2009-09-16",195.600006
"465","2009-09-17",195.899994
"466","2009-09-18",182.399994
"467","2009-09-21",181.5
"468","2009-09-22",180.300003
"469","2009-09-23",180.600006
"470","2009-09-24",179.550003
"471","2009-09-25",179.550003
"472","2009-09-28",179.399994
"473","2009-09-29",180.449997
"474","2009-09-30",179.25
"475","2009-10-01",178.800003
"476","2009-10-02",177
"477","2009-10-05",178.800003
"478","2009-10-06",178.949997
"479","2009-10-07",183.449997
"480","2009-10-08",183.75
"481","2009-10-09",185.699997
"482","2009-10-12",188.25
"483","2009-10-13",190.050003
"484","2009-10-14",189.449997
"485","2009-10-15",192.149994
"486","2009-10-16",191.100006
"487","2009-10-19",194.850006
"488","2009-10-20",194.850006
"489","2009-10-21",197.25
"490","2009-10-22",199.949997
"491","2009-10-23",198
"492","2009-10-26",192.449997
"493","2009-10-27",191.100006
"494","2009-10-28",186
"495","2009-10-29",200.25
"496","2009-10-30",196.800003
"497","2009-11-02",195.149994
"498","2009-11-03",197.699997
"499","2009-11-04",201.300003
"500","2009-11-05",197.399994
"501","2009-11-06",198.600006
"502","2009-11-09",208.800003
"503","2009-11-10",215.25
"504","2009-11-11",218.850006
"505","2009-11-12",219.300003
"506","2009-11-13",224.850006
"507","2009-11-16",228.600006
"508","2009-11-17",233.699997
"509","2009-11-18",237
"510","2009-11-19",215.399994
"511","2009-11-20",213.300003
"512","2009-11-23",215.550003
"513","2009-11-24",215.699997
"514","2009-11-25",214.949997
"515","2009-11-27",213
"516","2009-11-30",212.399994
"517","2009-12-01",213.600006
"518","2009-12-02",216
"519","2009-12-03",216.600006
"520","2009-12-04",220.350006
"521","2009-12-07",221.699997
"522","2009-12-08",220.5
"523","2009-12-09",219
"524","2009-12-10",219
"525","2009-12-11",222.449997
"526","2009-12-14",222.300003
"527","2009-12-15",222.300003
"528","2009-12-16",223.5
"529","2009-12-17",221.550003
"530","2009-12-18",224.25
"531","2009-12-21",221.699997
"532","2009-12-22",216
"533","2009-12-23",221.850006
"534","2009-12-24",222
"535","2009-12-28",222
"536","2009-12-29",221.25
"537","2009-12-30",219.75
"538","2009-12-31",221.850006
"539","2010-01-04",223.050003
"540","2010-01-05",229.949997
"541","2010-01-06",233.25
"542","2010-01-07",231.149994
"543","2010-01-08",237.600006
"544","2010-01-11",234.75
"545","2010-01-12",240.149994
"546","2010-01-13",244.5
"547","2010-01-14",246.149994
"548","2010-01-15",246.75
"549","2010-01-19",254.699997
"550","2010-01-20",252.600006
"551","2010-01-21",248.550003
"552","2010-01-22",245.850006
"553","2010-01-25",254.699997
"554","2010-01-26",257.100006
"555","2010-01-27",258
"556","2010-01-28",247.199997
"557","2010-01-29",246.899994
"558","2010-02-01",243.449997
"559","2010-02-02",246
"560","2010-02-03",232.050003
"561","2010-02-04",222
"562","2010-02-05",217.5
"563","2010-02-08",225.300003
"564","2010-02-09",222.899994
"565","2010-02-10",220.949997
"566","2010-02-11",224.699997
"567","2010-02-12",224.550003
"568","2010-02-16",228.75
"569","2010-02-17",229.5
"570","2010-02-18",228.600006
"571","2010-02-19",231.899994
"572","2010-02-22",232.050003
"573","2010-02-23",229.949997
"574","2010-02-24",232.050003
"575","2010-02-25",233.100006
"576","2010-02-26",235.949997
"577","2010-03-01",236.25
"578","2010-03-02",237.899994
"579","2010-03-03",238.800003
"580","2010-03-04",238.800003
"581","2010-03-05",240.75
"582","2010-03-08",248.100006
"583","2010-03-09",247.199997
"584","2010-03-10",250.649994
"585","2010-03-11",252.449997
"586","2010-03-12",257.399994
"587","2010-03-15",256.799988
"588","2010-03-16",258.75
"589","2010-03-17",261
"590","2010-03-18",259.649994
"591","2010-03-19",255.300003
"592","2010-03-22",252.149994
"593","2010-03-23",260.100006
"594","2010-03-24",261.600006
"595","2010-03-25",266.100006
"596","2010-03-26",261.899994
"597","2010-03-29",266.549988
"598","2010-03-30",266.399994
"599","2010-03-31",263.399994
"600","2010-04-01",268.049988
"601","2010-04-05",269.850006
"602","2010-04-06",272.850006
"603","2010-04-07",273.299988
"604","2010-04-08",277.649994
"605","2010-04-09",289.049988
"606","2010-04-12",292.5
"607","2010-04-13",294.600006
"608","2010-04-14",292.950012
"609","2010-04-15",293.399994
"610","2010-04-16",279.299988
"611","2010-04-19",283.5
"612","2010-04-20",278.399994
"613","2010-04-21",283.649994
"614","2010-04-22",284.399994
"615","2010-04-23",294.149994
"616","2010-04-26",300.450012
"617","2010-04-27",296.25
"618","2010-04-28",291.299988
"619","2010-04-29",282.450012
"620","2010-04-30",266.700012
"621","2010-05-03",273
"622","2010-05-04",269.549988
"623","2010-05-05",260.399994
"624","2010-05-06",238.5
"625","2010-05-07",229.649994
"626","2010-05-10",248.850006
"627","2010-05-11",246.75
