"","date","YORW"
"1","2007-01-03",17.879999
"2","2007-01-04",17.99
"3","2007-01-05",17.860001
"4","2007-01-08",17.67
"5","2007-01-09",17.950001
"6","2007-01-10",17.700001
"7","2007-01-11",17.870001
"8","2007-01-12",17.709999
"9","2007-01-16",17.98
"10","2007-01-17",18
"11","2007-01-18",17.75
"12","2007-01-19",17.940001
"13","2007-01-22",17.92
"14","2007-01-23",18
"15","2007-01-24",18.15
"16","2007-01-25",17.860001
"17","2007-01-26",17.879999
"18","2007-01-29",18.059999
"19","2007-01-30",17.93
"20","2007-01-31",17.91
"21","2007-02-01",17.77
"22","2007-02-02",17.65
"23","2007-02-05",17.82
"24","2007-02-06",17.879999
"25","2007-02-07",17.879999
"26","2007-02-08",17.809999
"27","2007-02-09",17.879999
"28","2007-02-12",17.790001
"29","2007-02-13",17.700001
"30","2007-02-14",17.67
"31","2007-02-15",17.65
"32","2007-02-16",17.610001
"33","2007-02-20",17.530001
"34","2007-02-21",17.700001
"35","2007-02-22",17.77
"36","2007-02-23",17.879999
"37","2007-02-26",17.57
"38","2007-02-27",17.74
"39","2007-02-28",17.780001
"40","2007-03-01",17.49
"41","2007-03-02",17.52
"42","2007-03-05",17.23
"43","2007-03-06",17.360001
"44","2007-03-07",17.370001
"45","2007-03-08",17.450001
"46","2007-03-09",17.299999
"47","2007-03-12",17.09
"48","2007-03-13",16.98
"49","2007-03-14",16.66
"50","2007-03-15",16.75
"51","2007-03-16",17.01
"52","2007-03-19",17.280001
"53","2007-03-20",16.950001
"54","2007-03-21",16.9
"55","2007-03-22",16.879999
"56","2007-03-23",16.959999
"57","2007-03-26",17.219999
"58","2007-03-27",16.940001
"59","2007-03-28",17.08
"60","2007-03-29",16.860001
"61","2007-03-30",17
"62","2007-04-02",17.09
"63","2007-04-03",17.16
"64","2007-04-04",16.959999
"65","2007-04-05",16.940001
"66","2007-04-09",16.93
"67","2007-04-10",16.700001
"68","2007-04-11",17.129999
"69","2007-04-12",16.969999
"70","2007-04-13",17.34
"71","2007-04-16",17.67
"72","2007-04-17",17.82
"73","2007-04-18",18.07
"74","2007-04-19",18.049999
"75","2007-04-20",18
"76","2007-04-23",18
"77","2007-04-24",17.700001
"78","2007-04-25",17.799999
"79","2007-04-26",17.700001
"80","2007-04-27",17.690001
"81","2007-04-30",17.549999
"82","2007-05-01",17.76
"83","2007-05-02",17.66
"84","2007-05-03",17.940001
"85","2007-05-04",17.620001
"86","2007-05-07",17.870001
"87","2007-05-08",17.870001
"88","2007-05-09",17.860001
"89","2007-05-10",17.73
"90","2007-05-11",17.74
"91","2007-05-14",17.719999
"92","2007-05-15",17.59
"93","2007-05-16",17.870001
"94","2007-05-17",17.870001
"95","2007-05-18",17.91
"96","2007-05-21",18
"97","2007-05-22",18.35
"98","2007-05-23",18.26
"99","2007-05-24",18.299999
"100","2007-05-25",18.450001
"101","2007-05-29",17.870001
"102","2007-05-30",17.65
"103","2007-05-31",18.32
"104","2007-06-01",18.24
"105","2007-06-04",18.27
"106","2007-06-05",18.219999
"107","2007-06-06",18.309999
"108","2007-06-07",18.16
"109","2007-06-08",18.15
"110","2007-06-11",17.83
"111","2007-06-12",17.860001
"112","2007-06-13",17.66
"113","2007-06-14",17.700001
"114","2007-06-15",18.139999
"115","2007-06-18",17.76
"116","2007-06-19",18
"117","2007-06-20",17.780001
"118","2007-06-21",17.629999
"119","2007-06-22",17.4
"120","2007-06-25",17.27
"121","2007-06-26",17.5
"122","2007-06-27",17.65
"123","2007-06-28",17.610001
"124","2007-06-29",17.75
"125","2007-07-02",18
"126","2007-07-03",17.92
"127","2007-07-05",17.99
"128","2007-07-06",17.809999
"129","2007-07-09",17.809999
"130","2007-07-10",17.610001
"131","2007-07-11",17.940001
"132","2007-07-12",17.860001
"133","2007-07-13",17.870001
"134","2007-07-16",17.82
"135","2007-07-17",17.57
"136","2007-07-18",17.719999
"137","2007-07-19",17.709999
"138","2007-07-20",17.690001
"139","2007-07-23",17.51
"140","2007-07-24",17.52
"141","2007-07-25",17.5
"142","2007-07-26",17.360001
"143","2007-07-27",17.1
"144","2007-07-30",17.49
"145","2007-07-31",17.639999
"146","2007-08-01",17.51
"147","2007-08-02",17.389999
"148","2007-08-03",17.4
"149","2007-08-06",17.120001
"150","2007-08-07",17.73
"151","2007-08-08",17.9
"152","2007-08-09",18.17
"153","2007-08-10",17.51
"154","2007-08-13",17.780001
"155","2007-08-14",17.879999
"156","2007-08-15",17.68
"157","2007-08-16",17.35
"158","2007-08-17",17.049999
"159","2007-08-20",17.01
"160","2007-08-21",17.52
"161","2007-08-22",17.57
"162","2007-08-23",17.23
"163","2007-08-24",17.469999
"164","2007-08-27",17.1
"165","2007-08-28",17.51
"166","2007-08-29",17.299999
"167","2007-08-30",17.200001
"168","2007-08-31",17.23
"169","2007-09-04",17.25
"170","2007-09-05",17.16
"171","2007-09-06",17.02
"172","2007-09-07",16.98
"173","2007-09-10",17.030001
"174","2007-09-11",17.23
"175","2007-09-12",17.26
"176","2007-09-13",17.09
"177","2007-09-14",17
"178","2007-09-17",16.92
"179","2007-09-18",16.9
"180","2007-09-19",17
"181","2007-09-20",16.92
"182","2007-09-21",17.09
"183","2007-09-24",16.98
"184","2007-09-25",17.01
"185","2007-09-26",16.82
"186","2007-09-27",17.09
"187","2007-09-28",16.84
"188","2007-10-01",17.27
"189","2007-10-02",17.08
"190","2007-10-03",17.290001
"191","2007-10-04",17.08
"192","2007-10-05",17.08
"193","2007-10-08",17
"194","2007-10-09",16.99
"195","2007-10-10",17.26
"196","2007-10-11",17.110001
"197","2007-10-12",17.120001
"198","2007-10-15",16.9
"199","2007-10-16",17.02
"200","2007-10-17",17.110001
"201","2007-10-18",16.92
"202","2007-10-19",16.82
"203","2007-10-22",16.790001
"204","2007-10-23",16.9
"205","2007-10-24",16.879999
"206","2007-10-25",16.9
"207","2007-10-26",16.799999
"208","2007-10-29",16.52
"209","2007-10-30",16.790001
"210","2007-10-31",16.92
"211","2007-11-01",16.530001
"212","2007-11-02",16.440001
"213","2007-11-05",16.200001
"214","2007-11-06",16.16
"215","2007-11-07",15.95
"216","2007-11-08",15.98
"217","2007-11-09",16.34
"218","2007-11-12",16.059999
"219","2007-11-13",16.290001
"220","2007-11-14",16.139999
"221","2007-11-15",16.030001
"222","2007-11-16",16.25
"223","2007-11-19",15.99
"224","2007-11-20",15.78
"225","2007-11-21",16.41
"226","2007-11-23",16.540001
"227","2007-11-26",16.120001
"228","2007-11-27",16.26
"229","2007-11-28",16.459999
"230","2007-11-29",16.09
"231","2007-11-30",15.87
"232","2007-12-03",15.81
"233","2007-12-04",15.83
"234","2007-12-05",15.89
"235","2007-12-06",15.96
"236","2007-12-07",16.16
"237","2007-12-10",16.1
"238","2007-12-11",16.059999
"239","2007-12-12",15.8
"240","2007-12-13",15.68
"241","2007-12-14",15.98
"242","2007-12-17",15.67
"243","2007-12-18",15.6
"244","2007-12-19",15.6
"245","2007-12-20",15.7
"246","2007-12-21",15.75
"247","2007-12-24",15.83
"248","2007-12-26",15.94
"249","2007-12-27",16
"250","2007-12-28",16.15
"251","2007-12-31",15.5
"252","2008-01-02",15.79
"253","2008-01-03",15.42
"254","2008-01-04",15.67
"255","2008-01-07",15.35
"256","2008-01-08",15.64
"257","2008-01-09",15.35
"258","2008-01-10",15.84
"259","2008-01-11",15.6
"260","2008-01-14",15.74
"261","2008-01-15",15.73
"262","2008-01-16",16.01
"263","2008-01-17",15.97
"264","2008-01-18",15.65
"265","2008-01-22",15.27
"266","2008-01-23",15.15
"267","2008-01-24",15.3
"268","2008-01-25",15.35
"269","2008-01-28",15.33
"270","2008-01-29",15.5
"271","2008-01-30",15.29
"272","2008-01-31",15.42
"273","2008-02-01",15.59
"274","2008-02-04",15.31
"275","2008-02-05",15.3
"276","2008-02-06",14.94
"277","2008-02-07",15.42
"278","2008-02-08",15.2
"279","2008-02-11",15.12
"280","2008-02-12",15.12
"281","2008-02-13",15.17
"282","2008-02-14",15.27
"283","2008-02-15",14.93
"284","2008-02-19",14.78
"285","2008-02-20",14.96
"286","2008-02-21",14.89
"287","2008-02-22",15.12
"288","2008-02-25",15.11
"289","2008-02-26",15.28
"290","2008-02-27",15.46
"291","2008-02-28",15.66
"292","2008-02-29",15.4
