"","date","IBN"
"1","2007-01-03",7.68
"2","2007-01-04",7.665454
"3","2007-01-05",7.618182
"4","2007-01-08",7.769091
"5","2007-01-09",7.64
"6","2007-01-10",7.445455
"7","2007-01-11",7.803637
"8","2007-01-12",8.172728
"9","2007-01-16",8.032727
"10","2007-01-17",8.147273
"11","2007-01-18",8.016364
"12","2007-01-19",8.090909
"13","2007-01-22",7.954545
"14","2007-01-23",8.098182
"15","2007-01-24",8.207273
"16","2007-01-25",7.994545
"17","2007-01-26",8.076364
"18","2007-01-29",7.934546
"19","2007-01-30",8.161819
"20","2007-01-31",8.027273
"21","2007-02-01",8.116364
"22","2007-02-02",8.123636
"23","2007-02-05",8.076364
"24","2007-02-06",8.183637
"25","2007-02-07",8.387273
"26","2007-02-08",8.498181
"27","2007-02-09",8.343637
"28","2007-02-12",8.125455
"29","2007-02-13",7.68
"30","2007-02-14",7.929091
"31","2007-02-15",8.021818
"32","2007-02-16",8.063637
"33","2007-02-20",8.105454
"34","2007-02-21",8.24
"35","2007-02-22",8.003636
"36","2007-02-23",7.569091
"37","2007-02-26",7.450909
"38","2007-02-27",6.643636
"39","2007-02-28",6.974545
"40","2007-03-01",6.890909
"41","2007-03-02",6.785455
"42","2007-03-05",6.881818
"43","2007-03-06",7.169091
"44","2007-03-07",7.083636
"45","2007-03-08",7.352727
"46","2007-03-09",7.245454
"47","2007-03-12",7.321818
"48","2007-03-13",6.901818
"49","2007-03-14",7.067273
"50","2007-03-15",6.874546
"51","2007-03-16",6.710909
"52","2007-03-19",6.936364
"53","2007-03-20",7.021818
"54","2007-03-21",7.329091
"55","2007-03-22",7.347273
"56","2007-03-23",7.427273
"57","2007-03-26",7.409091
"58","2007-03-27",7.190909
"59","2007-03-28",7.145454
"60","2007-03-29",7.18
"61","2007-03-30",6.681818
"62","2007-04-02",6.641818
"63","2007-04-03",6.812727
"64","2007-04-04",6.856364
"65","2007-04-05",6.974545
"66","2007-04-09",7.025455
"67","2007-04-10",7.076364
"68","2007-04-11",7.054545
"69","2007-04-12",7.181818
"70","2007-04-13",7.381818
"71","2007-04-16",7.710909
"72","2007-04-17",7.752728
"73","2007-04-18",7.736363
"74","2007-04-19",7.701818
"75","2007-04-20",7.809091
"76","2007-04-23",7.929091
"77","2007-04-24",8.245455
"78","2007-04-25",8.458181
"79","2007-04-26",8.445455
"80","2007-04-27",8.14
"81","2007-04-30",7.44
"82","2007-05-01",7.325455
"83","2007-05-02",7.489091
"84","2007-05-03",7.596364
"85","2007-05-04",7.610909
"86","2007-05-07",7.505455
"87","2007-05-08",7.558182
"88","2007-05-09",7.652727
"89","2007-05-10",7.407273
"90","2007-05-11",7.630909
"91","2007-05-14",7.954545
"92","2007-05-15",8.096364
"93","2007-05-16",8.665455
"94","2007-05-17",8.58
"95","2007-05-18",8.7
"96","2007-05-21",8.670909
"97","2007-05-22",8.66
"98","2007-05-23",8.458181
"99","2007-05-24",8.405455
"100","2007-05-25",8.521818
"101","2007-05-29",8.556364
"102","2007-05-30",8.707273
"103","2007-05-31",8.645454
"104","2007-06-01",8.823636
"105","2007-06-04",8.809091
"106","2007-06-05",8.716364
"107","2007-06-06",8.505455
"108","2007-06-07",8.356363
"109","2007-06-08",8.516364
"110","2007-06-11",8.527273
"111","2007-06-12",8.609091
"112","2007-06-13",8.454545
"113","2007-06-14",8.472727
"114","2007-06-15",8.485455
"115","2007-06-18",8.572727
"116","2007-06-19",9.034546
"117","2007-06-20",8.770909
"118","2007-06-21",8.987272
"119","2007-06-22",9.025455
"120","2007-06-25",8.809091
"121","2007-06-26",8.841818
"122","2007-06-27",8.907272
"123","2007-06-28",8.947272
"124","2007-06-29",8.936363
"125","2007-07-02",9.1
"126","2007-07-03",9.163636
"127","2007-07-05",9.323636
"128","2007-07-06",9.327272
"129","2007-07-09",9.409091
"130","2007-07-10",9.123636
"131","2007-07-11",9.163636
"132","2007-07-12",9.53091
"133","2007-07-13",9.623636
"134","2007-07-16",9.569091
"135","2007-07-17",9.443636
"136","2007-07-18",9.372727
"137","2007-07-19",9.678182
"138","2007-07-20",9.53091
"139","2007-07-23",9.156363
"140","2007-07-24",8.769091
"141","2007-07-25",8.669091
"142","2007-07-26",8.236363
"143","2007-07-27",8.029091
"144","2007-07-30",8.367272
"145","2007-07-31",8.058182
"146","2007-08-01",8.132728
"147","2007-08-02",8.127273
"148","2007-08-03",7.843637
"149","2007-08-06",7.914546
"150","2007-08-07",7.656363
"151","2007-08-08",8.045455
"152","2007-08-09",7.563636
"153","2007-08-10",7.707273
"154","2007-08-13",7.818182
"155","2007-08-14",7.636364
"156","2007-08-15",7.170909
"157","2007-08-16",6.914546
"158","2007-08-17",7.803637
"159","2007-08-20",7.616364
"160","2007-08-21",7.427273
"161","2007-08-22",7.705454
"162","2007-08-23",7.530909
"163","2007-08-24",7.721818
"164","2007-08-27",7.996364
"165","2007-08-28",7.618182
"166","2007-08-29",7.705454
"167","2007-08-30",7.509091
"168","2007-08-31",8.081819
"169","2007-09-04",8.225454
"170","2007-09-05",8.043636
"171","2007-09-06",8.158182
"172","2007-09-07",7.985455
"173","2007-09-10",8.04
"174","2007-09-11",8.065454
"175","2007-09-12",7.961818
"176","2007-09-13",7.983636
"177","2007-09-14",8.123636
"178","2007-09-17",8.101818
"179","2007-09-18",8.543636
"180","2007-09-19",8.730909
"181","2007-09-20",8.781818
"182","2007-09-21",9.090909
"183","2007-09-24",9.310909
"184","2007-09-25",9.309091
"185","2007-09-26",9.481818
"186","2007-09-27",9.543636
"187","2007-09-28",9.585455
"188","2007-10-01",9.921818
"189","2007-10-02",10.047273
"190","2007-10-03",9.823636
"191","2007-10-04",9.709091
"192","2007-10-05",9.727273
"193","2007-10-08",9.565454
"194","2007-10-09",9.976363
"195","2007-10-10",10.085455
"196","2007-10-11",9.927273
"197","2007-10-12",9.976363
"198","2007-10-15",10.196363
"199","2007-10-16",9.532727
"200","2007-10-17",9.949091
"201","2007-10-18",9.818182
"202","2007-10-19",9.710909
"203","2007-10-22",10.201818
"204","2007-10-23",10.887273
"205","2007-10-24",10.618182
"206","2007-10-25",10.587273
"207","2007-10-26",11.752728
"208","2007-10-29",12.52
"209","2007-10-30",12.074546
"210","2007-10-31",12.625455
"211","2007-11-01",12.096364
"212","2007-11-02",12.536364
"213","2007-11-05",12.052728
"214","2007-11-06",12.32
"215","2007-11-07",11.698182
"216","2007-11-08",11.790909
"217","2007-11-09",10.952727
"218","2007-11-12",10.454545
"219","2007-11-13",11.747272
"220","2007-11-14",11.667273
"221","2007-11-15",11.187273
"222","2007-11-16",11.430909
"223","2007-11-19",10.807273
"224","2007-11-20",10.987272
"225","2007-11-21",10.2
"226","2007-11-23",10.683637
"227","2007-11-26",10.052728
"228","2007-11-27",10.707273
"229","2007-11-28",11.069091
"230","2007-11-29",10.818182
"231","2007-11-30",11.001819
"232","2007-12-03",10.607273
"233","2007-12-04",10.710909
"234","2007-12-05",10.98
"235","2007-12-06",11.463636
"236","2007-12-07",11.596364
"237","2007-12-10",11.703636
"238","2007-12-11",11.470909
"239","2007-12-12",11.765454
"240","2007-12-13",11.578182
"241","2007-12-14",11.238182
"242","2007-12-17",10.345454
"243","2007-12-18",10.545455
"244","2007-12-19",10.483636
"245","2007-12-20",10.618182
"246","2007-12-21",10.916364
"247","2007-12-24",11.141818
"248","2007-12-26",11.516364
"249","2007-12-27",10.849091
"250","2007-12-28",11.181818
"251","2007-12-31",11.181818
"252","2008-01-02",11.3
"253","2008-01-03",11.363636
"254","2008-01-04",11.210909
"255","2008-01-07",12.310909
"256","2008-01-08",11.950909
"257","2008-01-09",12.303637
"258","2008-01-10",13.250909
"259","2008-01-11",13.116364
"260","2008-01-14",12.98
"261","2008-01-15",12.005455
"262","2008-01-16",12.045455
"263","2008-01-17",11.4
"264","2008-01-18",11.334545
"265","2008-01-22",11.214545
"266","2008-01-23",11.161819
"267","2008-01-24",10.738182
"268","2008-01-25",11.32
"269","2008-01-28",11.623636
"270","2008-01-29",11.32
"271","2008-01-30",11.192727
"272","2008-01-31",11.047273
"273","2008-02-01",11.32
"274","2008-02-04",10.989091
"275","2008-02-05",10.498181
"276","2008-02-06",10.32
"277","2008-02-07",10.309091
"278","2008-02-08",10.050909
"279","2008-02-11",9.985455
"280","2008-02-12",10.247272
"281","2008-02-13",10.490909
"282","2008-02-14",10.581819
"283","2008-02-15",10.798182
"284","2008-02-19",10.685454
"285","2008-02-20",10.603637
"286","2008-02-21",10.267273
"287","2008-02-22",9.794545
"288","2008-02-25",10.109091
"289","2008-02-26",10.238182
"290","2008-02-27",10.134545
"291","2008-02-28",9.796364
"292","2008-02-29",9.425454
"293","2008-03-03",9.141818
"294","2008-03-04",8.529091
"295","2008-03-05",8.598182
"296","2008-03-06",8.250909
"297","2008-03-07",7.849091
"298","2008-03-10",7.496364
"299","2008-03-11",8.26
"300","2008-03-12",7.818182
"301","2008-03-13",7.68
"302","2008-03-14",7.334546
"303","2008-03-17",6.392727
"304","2008-03-18",7.192727
"305","2008-03-19",6.458182
"306","2008-03-20",6.536364
"307","2008-03-24",7.392727
"308","2008-03-25",7.818182
"309","2008-03-26",7.398182
"310","2008-03-27",7.176363
