"","date","TAC"
"1","2007-01-03",23.059999
"2","2007-01-04",22.99
"3","2007-01-05",22.92
"4","2007-01-08",22.870001
"5","2007-01-09",22.639999
"6","2007-01-10",22.49
"7","2007-01-11",22.790001
"8","2007-01-12",23.17
"9","2007-01-16",22.73
"10","2007-01-17",22.610001
"11","2007-01-18",22.290001
"12","2007-01-19",22.25
"13","2007-01-22",21.9
"14","2007-01-23",22.129999
"15","2007-01-24",22.34
"16","2007-01-25",22.24
"17","2007-01-26",22.299999
"18","2007-01-29",22.030001
"19","2007-01-30",21.41
"20","2007-01-31",21.01
"21","2007-02-01",20.93
"22","2007-02-02",20.84
"23","2007-02-05",20.92
"24","2007-02-06",20.809999
"25","2007-02-07",20.799999
"26","2007-02-08",20.58
"27","2007-02-09",20.74
"28","2007-02-12",20.75
"29","2007-02-13",20.860001
"30","2007-02-14",21.48
"31","2007-02-15",21.469999
"32","2007-02-16",21.33
"33","2007-02-20",20.950001
"34","2007-02-21",21.190001
"35","2007-02-22",20.85
"36","2007-02-23",21.57
"37","2007-02-26",21.969999
"38","2007-02-27",20.790001
"39","2007-02-28",20.629999
"40","2007-03-01",20.450001
"41","2007-03-02",20.41
"42","2007-03-05",20.1
"43","2007-03-06",20.25
"44","2007-03-07",20.879999
"45","2007-03-08",20.870001
"46","2007-03-09",21.129999
"47","2007-03-12",20.98
"48","2007-03-13",20.780001
"49","2007-03-14",20.459999
"50","2007-03-15",20.459999
"51","2007-03-16",20.59
"52","2007-03-19",20.879999
"53","2007-03-20",21.02
"54","2007-03-21",21.48
"55","2007-03-22",21.450001
"56","2007-03-23",21.549999
"57","2007-03-26",21.610001
"58","2007-03-27",21.709999
"59","2007-03-28",21.58
"60","2007-03-29",21.58
"61","2007-03-30",21.57
"62","2007-04-02",21.74
"63","2007-04-03",21.75
"64","2007-04-04",21.75
"65","2007-04-05",22.26
"66","2007-04-09",22.1
"67","2007-04-10",22.17
"68","2007-04-11",22.530001
"69","2007-04-12",22.559999
"70","2007-04-13",22.389999
"71","2007-04-16",22.290001
"72","2007-04-17",22.26
"73","2007-04-18",22.290001
"74","2007-04-19",22.34
"75","2007-04-20",24.059999
"76","2007-04-23",24.299999
"77","2007-04-24",24.950001
"78","2007-04-25",24.139999
"79","2007-04-26",23.42
"80","2007-04-27",23.48
"81","2007-04-30",23.6
"82","2007-05-01",23.690001
"83","2007-05-02",23.9
"84","2007-05-03",24.049999
"85","2007-05-04",23.92
"86","2007-05-07",24.209999
"87","2007-05-08",24.190001
"88","2007-05-09",24.200001
"89","2007-05-10",24.23
"90","2007-05-11",24.5
"91","2007-05-14",24.709999
"92","2007-05-15",25
"93","2007-05-16",25.15
"94","2007-05-17",25.42
"95","2007-05-18",25.42
"96","2007-05-21",25.42
"97","2007-05-22",26
"98","2007-05-23",26.32
"99","2007-05-24",25.709999
"100","2007-05-25",25.98
"101","2007-05-29",26.309999
"102","2007-05-30",26.17
"103","2007-05-31",26.459999
"104","2007-06-01",26.790001
"105","2007-06-04",26.700001
"106","2007-06-05",26.27
"107","2007-06-06",26.190001
"108","2007-06-07",25.450001
"109","2007-06-08",25.51
"110","2007-06-11",25.41
"111","2007-06-12",25.110001
"112","2007-06-13",25.48
"113","2007-06-14",25.35
"114","2007-06-15",25.75
"115","2007-06-18",25.690001
"116","2007-06-19",25.67
"117","2007-06-20",25.34
"118","2007-06-21",25
"119","2007-06-22",24.98
"120","2007-06-25",24.75
"121","2007-06-26",24.620001
"122","2007-06-27",24.700001
"123","2007-06-28",25.049999
"124","2007-06-29",24.93
"125","2007-07-02",25.120001
"126","2007-07-03",25.68
"127","2007-07-05",26.67
"128","2007-07-06",27.440001
"129","2007-07-09",28.360001
"130","2007-07-10",27.879999
"131","2007-07-11",27.23
"132","2007-07-12",28.18
"133","2007-07-13",27.860001
"134","2007-07-16",28.15
"135","2007-07-17",29.040001
"136","2007-07-18",30.5
"137","2007-07-19",30.360001
"138","2007-07-20",30.41
"139","2007-07-23",30.200001
"140","2007-07-24",29.51
"141","2007-07-25",28.940001
"142","2007-07-26",28.450001
"143","2007-07-27",28.809999
"144","2007-07-30",28.34
"145","2007-07-31",28.629999
"146","2007-08-01",28.209999
"147","2007-08-02",28.24
"148","2007-08-03",27.67
"149","2007-08-06",28.02
"150","2007-08-07",28.08
"151","2007-08-08",28.48
"152","2007-08-09",28.360001
"153","2007-08-10",28.17
"154","2007-08-13",27.75
"155","2007-08-14",27.26
"156","2007-08-15",26.9
"157","2007-08-16",26.129999
"158","2007-08-17",26.790001
"159","2007-08-20",27.120001
"160","2007-08-21",26.700001
"161","2007-08-22",27.110001
"162","2007-08-23",27.59
"163","2007-08-24",27.65
"164","2007-08-27",28.450001
"165","2007-08-28",27.73
"166","2007-08-29",28
"167","2007-08-30",28.139999
"168","2007-08-31",28.299999
"169","2007-09-04",28.59
"170","2007-09-05",28.290001
"171","2007-09-06",28.27
"172","2007-09-07",27.99
"173","2007-09-10",28.15
"174","2007-09-11",28.549999
"175","2007-09-12",28.5
"176","2007-09-13",29.02
"177","2007-09-14",29.120001
"178","2007-09-17",29.18
"179","2007-09-18",29.5
"180","2007-09-19",29.549999
"181","2007-09-20",29.959999
"182","2007-09-21",30.42
"183","2007-09-24",30.75
"184","2007-09-25",30.91
"185","2007-09-26",31.23
"186","2007-09-27",31.16
"187","2007-09-28",31.540001
"188","2007-10-01",31.42
"189","2007-10-02",31.280001
"190","2007-10-03",31.07
"191","2007-10-04",30.66
"192","2007-10-05",31.129999
"193","2007-10-08",30.940001
"194","2007-10-09",30.98
"195","2007-10-10",30.84
"196","2007-10-11",30.860001
"197","2007-10-12",31.17
"198","2007-10-15",30.85
"199","2007-10-16",31.49
"200","2007-10-17",32.279999
"201","2007-10-18",32.41
"202","2007-10-19",32.02
"203","2007-10-22",31.139999
"204","2007-10-23",32.32
"205","2007-10-24",32.259998
"206","2007-10-25",32.810001
"207","2007-10-26",33.48
"208","2007-10-29",34.740002
"209","2007-10-30",34.740002
"210","2007-10-31",35.919998
"211","2007-11-01",35.709999
"212","2007-11-02",36.09
"213","2007-11-05",36.23
"214","2007-11-06",36.75
"215","2007-11-07",36
"216","2007-11-08",36.080002
"217","2007-11-09",35.720001
"218","2007-11-12",34.790001
"219","2007-11-13",35.080002
"220","2007-11-14",34.5
"221","2007-11-15",33.66
"222","2007-11-16",33.91
"223","2007-11-19",32.959999
"224","2007-11-20",33.080002
"225","2007-11-21",32.709999
"226","2007-11-23",33
"227","2007-11-26",33.009998
"228","2007-11-27",32.59
"229","2007-11-28",32.599998
"230","2007-11-29",31.65
"231","2007-11-30",31.51
"232","2007-12-03",31.76
"233","2007-12-04",31.299999
"234","2007-12-05",31.9
"235","2007-12-06",32.380001
"236","2007-12-07",33.34
"237","2007-12-10",33.639999
"238","2007-12-11",33.119999
"239","2007-12-12",33.130001
"240","2007-12-13",32.790001
"241","2007-12-14",32.970001
"242","2007-12-17",33.07
"243","2007-12-18",32.91
"244","2007-12-19",33.110001
"245","2007-12-20",32.970001
"246","2007-12-21",32.84
"247","2007-12-24",33.209999
"248","2007-12-26",33.299999
"249","2007-12-27",33.68
"250","2007-12-28",34.130001
"251","2007-12-31",33.48
"252","2008-01-02",33.740002
"253","2008-01-03",33.990002
"254","2008-01-04",33.639999
"255","2008-01-07",33.290001
"256","2008-01-08",33.18
"257","2008-01-09",32.849998
"258","2008-01-10",33.169998
"259","2008-01-11",32.27
"260","2008-01-14",33.16
"261","2008-01-15",32.18
"262","2008-01-16",32
"263","2008-01-17",30.969999
"264","2008-01-18",30.48
"265","2008-01-22",29.98
"266","2008-01-23",30.02
"267","2008-01-24",30.639999
"268","2008-01-25",30.66
"269","2008-01-28",30.709999
"270","2008-01-29",31.190001
"271","2008-01-30",31.75
"272","2008-01-31",31.83
"273","2008-02-01",32.830002
"274","2008-02-04",32.66
"275","2008-02-05",32.169998
"276","2008-02-06",32.189999
"277","2008-02-07",31.959999
"278","2008-02-08",32.57
"279","2008-02-11",33.110001
"280","2008-02-12",33.470001
"281","2008-02-13",34.080002
"282","2008-02-14",34.119999
"283","2008-02-15",34.27
"284","2008-02-19",34.150002
"285","2008-02-20",35.049999
"286","2008-02-21",34.150002
"287","2008-02-22",34.68
"288","2008-02-25",35.560001
"289","2008-02-26",36.07
"290","2008-02-27",35.799999
"291","2008-02-28",35.860001
"292","2008-02-29",35.599998
"293","2008-03-03",35.310001
"294","2008-03-04",35.48
"295","2008-03-05",35.59
"296","2008-03-06",35.27
"297","2008-03-07",34.900002
"298","2008-03-10",34.25
"299","2008-03-11",34.52
"300","2008-03-12",34.310001
"301","2008-03-13",34.790001
"302","2008-03-14",34.27
"303","2008-03-17",32.889999
"304","2008-03-18",32.16
"305","2008-03-19",30.549999
"306","2008-03-20",29.610001
