"","date","LIFE"
"1","2015-05-07",209.300003
"2","2015-05-08",269.779999
"3","2015-05-11",290.5
"4","2015-05-12",301.980011
"5","2015-05-13",274.26001
"6","2015-05-14",288.119995
"7","2015-05-15",281.820007
"8","2015-05-18",278.600006
"9","2015-05-19",281.399994
"10","2015-05-20",320.320007
"11","2015-05-21",336
"12","2015-05-22",345.940002
"13","2015-05-26",354.76001
"14","2015-05-27",345.660004
"15","2015-05-28",335.720001
"16","2015-05-29",320.459991
"17","2015-06-01",328.720001
"18","2015-06-02",353.359985
"19","2015-06-03",390.320007
"20","2015-06-04",382.619995
"21","2015-06-05",362.179993
"22","2015-06-08",349.019989
"23","2015-06-09",309.959991
"24","2015-06-10",315.559998
"25","2015-06-11",303.23999
"26","2015-06-12",311.220001
"27","2015-06-15",317.100006
"28","2015-06-16",307.299988
"29","2015-06-17",313.880005
"30","2015-06-18",309.26001
"31","2015-06-19",305.480011
"32","2015-06-22",319.899994
"33","2015-06-23",307.160004
"34","2015-06-24",307.019989
"35","2015-06-25",274.399994
"36","2015-06-26",275.23999
"37","2015-06-29",263.899994
"38","2015-06-30",259.279999
"39","2015-07-01",238
"40","2015-07-02",230.860001
"41","2015-07-06",227.360001
"42","2015-07-07",226.240005
"43","2015-07-08",209.440002
"44","2015-07-09",214.619995
"45","2015-07-10",257.040009
"46","2015-07-13",272.299988
"47","2015-07-14",251.440002
"48","2015-07-15",244.860001
"49","2015-07-16",250.179993
"50","2015-07-17",237.720001
"51","2015-07-20",223.860001
"52","2015-07-21",221.199997
"53","2015-07-22",233.800003
"54","2015-07-23",233.380005
"55","2015-07-24",247.940002
"56","2015-07-27",245.279999
"57","2015-07-28",264.73999
"58","2015-07-29",246.960007
"59","2015-07-30",253.960007
"60","2015-07-31",262.5
"61","2015-08-03",272.859985
"62","2015-08-04",278.320007
"63","2015-08-05",291.899994
"64","2015-08-06",262.5
"65","2015-08-07",259.279999
"66","2015-08-10",253.820007
"67","2015-08-11",238.839996
"68","2015-08-12",238.419998
"69","2015-08-13",206.639999
"70","2015-08-14",200.619995
"71","2015-08-17",225.399994
"72","2015-08-18",211.539993
"73","2015-08-19",204.679993
"74","2015-08-20",202.860001
"75","2015-08-21",196.559998
"76","2015-08-24",192.080002
"77","2015-08-25",192.220001
"78","2015-08-26",200.199997
"79","2015-08-27",217.699997
"80","2015-08-28",207.059998
"81","2015-08-31",202.720001
"82","2015-09-01",197.119995
"83","2015-09-02",203.139999
"84","2015-09-03",206.360001
"85","2015-09-04",201.740005
"86","2015-09-08",219.940002
"87","2015-09-09",216.020004
"88","2015-09-10",258.019989
"89","2015-09-11",237.440002
"90","2015-09-14",262.220001
"91","2015-09-15",268.660004
"92","2015-09-16",262.920013
"93","2015-09-17",259
"94","2015-09-18",250.179993
"95","2015-09-21",231.699997
"96","2015-09-22",217.699997
"97","2015-09-23",214.619995
"98","2015-09-24",212.660004
"99","2015-09-25",185.779999
"100","2015-09-28",150.919998
"101","2015-09-29",138.179993
"102","2015-09-30",143.639999
"103","2015-10-01",143.360001
"104","2015-10-02",155.259995
"105","2015-10-05",158.339996
"106","2015-10-06",149.100006
"107","2015-10-07",157.5
"108","2015-10-08",161.699997
"109","2015-10-09",162.259995
"110","2015-10-12",155.539993
"111","2015-10-13",155.259995
"112","2015-10-14",155.820007
"113","2015-10-15",161.419998
"114","2015-10-16",159.880005
"115","2015-10-19",153.720001
"116","2015-10-20",138.600006
"117","2015-10-21",134.399994
"118","2015-10-22",136.639999
"119","2015-10-23",151.479996
"120","2015-10-26",160.440002
"121","2015-10-27",160.720001
"122","2015-10-28",174.860001
"123","2015-10-29",172.339996
"124","2015-10-30",174.440002
"125","2015-11-02",179.199997
"126","2015-11-03",171.220001
"127","2015-11-04",170.100006
"128","2015-11-05",171.360001
"129","2015-11-06",169.820007
"130","2015-11-09",166.740005
"131","2015-11-10",160.720001
"132","2015-11-11",137.479996
"133","2015-11-12",138.039993
"134","2015-11-13",143.220001
"135","2015-11-16",139.300003
"136","2015-11-17",138.880005
"137","2015-11-18",135.660004
"138","2015-11-19",121.940002
"139","2015-11-20",122.220001
"140","2015-11-23",118.580002
"141","2015-11-24",117.739998
"142","2015-11-25",119
"143","2015-11-27",122.360001
"144","2015-11-30",119.139999
"145","2015-12-01",118.300003
"146","2015-12-02",121.800003
"147","2015-12-03",123.339996
"148","2015-12-04",122.5
"149","2015-12-07",111.440002
"150","2015-12-08",113.120003
"151","2015-12-09",107.519997
"152","2015-12-10",107.660004
"153","2015-12-11",106.540001
"154","2015-12-14",116.620003
"155","2015-12-15",121.940002
"156","2015-12-16",119.839996
"157","2015-12-17",142.380005
"158","2015-12-18",140.979996
"159","2015-12-21",150.919998
"160","2015-12-22",141.679993
"161","2015-12-23",142.240005
"162","2015-12-24",143.919998
"163","2015-12-28",142.380005
"164","2015-12-29",137.199997
"165","2015-12-30",140.419998
"166","2015-12-31",137.619995
"167","2016-01-04",127.82
"168","2016-01-05",131.039993
"169","2016-01-06",121.660004
"170","2016-01-07",108.080002
"171","2016-01-08",104.019997
"172","2016-01-11",104.160004
"173","2016-01-12",100.099998
"174","2016-01-13",91.559998
"175","2016-01-14",88.620003
"176","2016-01-15",83.160004
"177","2016-01-19",84.139999
"178","2016-01-20",84
"179","2016-01-21",77.839996
"180","2016-01-22",80.220001
"181","2016-01-25",87.639999
"182","2016-01-26",86.800003
"183","2016-01-27",85.959999
"184","2016-01-28",79.519997
"185","2016-01-29",73.919998
"186","2016-02-01",76.720001
"187","2016-02-02",66.5
"188","2016-02-03",62.580002
"189","2016-02-04",64.68
"190","2016-02-05",60.060001
"191","2016-02-08",56.98
"192","2016-02-09",54.880001
"193","2016-02-10",53.34
"194","2016-02-11",53.200001
"195","2016-02-12",57.540001
"196","2016-02-16",60.619999
"197","2016-02-17",63.279999
"198","2016-02-18",60.900002
"199","2016-02-19",60.759998
"200","2016-02-22",61.32
"201","2016-02-23",58.099998
"202","2016-02-24",64.260002
"203","2016-02-25",60.34
"204","2016-02-26",64.120003
"205","2016-02-29",62.580002
"206","2016-03-01",69.160004
"207","2016-03-02",73.5
"208","2016-03-03",71.959999
"209","2016-03-04",78.82
"210","2016-03-07",87.5
"211","2016-03-08",76.580002
"212","2016-03-09",74.199997
"213","2016-03-10",71.120003
"214","2016-03-11",71.400002
"215","2016-03-14",78.260002
"216","2016-03-15",77
"217","2016-03-16",75.18
"218","2016-03-17",75.32
"219","2016-03-18",74.199997
"220","2016-03-21",79.940002
"221","2016-03-22",76.440002
"222","2016-03-23",70
"223","2016-03-24",70.139999
"224","2016-03-28",69.300003
"225","2016-03-29",70.699997
"226","2016-03-30",68.040001
"227","2016-03-31",55.16
"228","2016-04-01",53.34
"229","2016-04-04",50.400002
"230","2016-04-05",48.580002
"231","2016-04-06",44.66
"232","2016-04-07",44.799999
"233","2016-04-08",44.799999
"234","2016-04-11",50.68
"235","2016-04-12",54.18
"236","2016-04-13",55.860001
"237","2016-04-14",59.080002
"238","2016-04-15",58.66
"239","2016-04-18",55.860001
"240","2016-04-19",53.48
"241","2016-04-20",54.740002
"242","2016-04-21",56.139999
"243","2016-04-22",58.52
"244","2016-04-25",55.439999
"245","2016-04-26",54.18
"246","2016-04-27",53.48
"247","2016-04-28",52.639999
"248","2016-04-29",49.84
"249","2016-05-02",51.380001
"250","2016-05-03",48.720001
"251","2016-05-04",46.759998
"252","2016-05-05",45.080002
"253","2016-05-06",43.400002
"254","2016-05-09",45.220001
"255","2016-05-10",43.959999
"256","2016-05-11",42.139999
"257","2016-05-12",40.040001
"258","2016-05-13",40.740002
"259","2016-05-16",42.84
"260","2016-05-17",44.099998
"261","2016-05-18",43.400002
"262","2016-05-19",42.139999
"263","2016-05-20",44.099998
"264","2016-05-23",45.080002
"265","2016-05-24",46.619999
"266","2016-05-25",46.200001
"267","2016-05-26",44.939999
"268","2016-05-27",45.220001
"269","2016-05-31",46.34
"270","2016-06-01",48.720001
"271","2016-06-02",49.84
"272","2016-06-03",48.580002
"273","2016-06-06",48.860001
"274","2016-06-07",45.919998
"275","2016-06-08",45.080002
"276","2016-06-09",43.82
"277","2016-06-10",42.98
"278","2016-06-13",43.400002
"279","2016-06-14",42.139999
"280","2016-06-15",42.139999
"281","2016-06-16",40.880001
"282","2016-06-17",39.200001
"283","2016-06-20",38.360001
"284","2016-06-21",38.919998
"285","2016-06-22",39.200001
"286","2016-06-23",41.16
"287","2016-06-24",40.040001
"288","2016-06-27",35.84
"289","2016-06-28",35.419998
"290","2016-06-29",37.799999
"291","2016-06-30",38.919998
"292","2016-07-01",41.16
"293","2016-07-05",39.34
"294","2016-07-06",39.34
"295","2016-07-07",38.360001
"296","2016-07-08",39.900002
"297","2016-07-11",38.220001
"298","2016-07-12",38.360001
"299","2016-07-13",37.52
"300","2016-07-14",37.380001
"301","2016-07-15",37.799999
"302","2016-07-18",38.080002
"303","2016-07-19",36.68
"304","2016-07-20",42.84
"305","2016-07-21",41.439999
"306","2016-07-22",40.599998
"307","2016-07-25",40.32
"308","2016-07-26",40.32
"309","2016-07-27",43.400002
"310","2016-07-28",41.580002
"311","2016-07-29",47.740002
"312","2016-08-01",44.380001
"313","2016-08-02",43.259998
"314","2016-08-03",46.060001
"315","2016-08-04",44.799999
"316","2016-08-05",46.34
"317","2016-08-08",46.200001
"318","2016-08-09",44.52
"319","2016-08-10",41.580002
"320","2016-08-11",45.080002
"321","2016-08-12",47.880001
"322","2016-08-15",51.240002
"323","2016-08-16",49.279999
"324","2016-08-17",47.32
"325","2016-08-18",47.18
"326","2016-08-19",46.759998
"327","2016-08-22",45.5
"328","2016-08-23",45.5
"329","2016-08-24",42.139999
"330","2016-08-25",41.16
"331","2016-08-26",41.720001
"332","2016-08-29",40.599998
"333","2016-08-30",41.580002
"334","2016-08-31",40.880001
"335","2016-09-01",41.299999
"336","2016-09-02",40.599998
"337","2016-09-06",44.099998
"338","2016-09-07",42.700001
"339","2016-09-08",43.540001
"340","2016-09-09",43.119999
"341","2016-09-12",43.82
"342","2016-09-13",42.84
"343","2016-09-14",45.360001
"344","2016-09-15",45.639999
"345","2016-09-16",44.939999
"346","2016-09-19",45.779999
"347","2016-09-20",45.080002
"348","2016-09-21",46.060001
"349","2016-09-22",46.619999
"350","2016-09-23",46.200001
"351","2016-09-26",45.779999
"352","2016-09-27",46.200001
"353","2016-09-28",45.220001
"354","2016-09-29",44.52
"355","2016-09-30",44.52
"356","2016-10-03",44.66
"357","2016-10-04",45.080002
"358","2016-10-05",45.5
"359","2016-10-06",41.580002
"360","2016-10-07",40.599998
"361","2016-10-10",42.560001
"362","2016-10-11",40.459999
"363","2016-10-12",40.040001
"364","2016-10-13",40.32
"365","2016-10-14",38.919998
"366","2016-10-17",37.799999
"367","2016-10-18",38.5
"368","2016-10-19",38.5
"369","2016-10-20",41.299999
"370","2016-10-21",40.599998
"371","2016-10-24",42.700001
"372","2016-10-25",39.900002
"373","2016-10-26",41.299999
"374","2016-10-27",40.599998
"375","2016-10-28",39.200001
"376","2016-10-31",38.5
"377","2016-11-01",37.099998
"378","2016-11-02",36.400002
"379","2016-11-03",35.700001
"380","2016-11-04",37.799999
"381","2016-11-07",39.200001
"382","2016-11-08",37.799999
"383","2016-11-09",41.299999
"384","2016-11-10",44.099998
"385","2016-11-11",44.099998
"386","2016-11-14",49
"387","2016-11-15",47.599998
"388","2016-11-16",47.599998
"389","2016-11-17",50.400002
"390","2016-11-18",52.5
"391","2016-11-21",49.700001
"392","2016-11-22",46.200001
"393","2016-11-23",46.200001
"394","2016-11-25",44.099998
"395","2016-11-28",42.700001
"396","2016-11-29",44.099998
"397","2016-11-30",43.400002
"398","2016-12-01",43.400002
"399","2016-12-02",42.700001
"400","2016-12-05",45.5
"401","2016-12-06",47.599998
"402","2016-12-07",47.599998
"403","2016-12-08",49.700001
"404","2016-12-09",50.400002
"405","2016-12-12",51.099998
"406","2016-12-13",39.200001
"407","2016-12-14",35
"408","2016-12-15",32.900002
"409","2016-12-16",33.599998
"410","2016-12-19",30.1
"411","2016-12-20",30.1
"412","2016-12-21",32.200001
"413","2016-12-22",33.599998
"414","2016-12-23",34.299999
"415","2016-12-27",35.700001
"416","2016-12-28",32.200001
"417","2016-12-29",31.5
"418","2016-12-30",30.1
"419","2017-01-03",32.900002
"420","2017-01-04",34.299999
"421","2017-01-05",33.599998
"422","2017-01-06",34.299999
"423","2017-01-09",35
"424","2017-01-10",35
"425","2017-01-11",32.900002
"426","2017-01-12",35
"427","2017-01-13",35
"428","2017-01-17",34.299999
"429","2017-01-18",45.5
"430","2017-01-19",42
"431","2017-01-20",42
"432","2017-01-23",41.299999
"433","2017-01-24",42.700001
"434","2017-01-25",42.700001
"435","2017-01-26",42.700001
"436","2017-01-27",42
"437","2017-01-30",46.200001
"438","2017-01-31",46.200001
"439","2017-02-01",45.5
"440","2017-02-02",45.5
"441","2017-02-03",45.5
"442","2017-02-06",47.599998
"443","2017-02-07",46.200001
"444","2017-02-08",46.200001
"445","2017-02-09",46.900002
"446","2017-02-10",47.599998
"447","2017-02-13",46.900002
"448","2017-02-14",46.900002
"449","2017-02-15",47.599998
"450","2017-02-16",48.299999
"451","2017-02-17",49.700001
"452","2017-02-21",51.099998
"453","2017-02-22",52.150002
"454","2017-02-23",47.950001
"455","2017-02-24",47.25
"456","2017-02-27",48.299999
"457","2017-02-28",56
"458","2017-03-01",52.5
"459","2017-03-02",49.700001
"460","2017-03-03",48.299999
"461","2017-03-06",47.599998
"462","2017-03-07",46.900002
"463","2017-03-08",46.900002
