"","date","CRM"
"1","2007-01-03",9.0175
"2","2007-01-04",9.47
"3","2007-01-05",9.88
"4","2007-01-08",9.9825
"5","2007-01-09",9.99
"6","2007-01-10",10.0575
"7","2007-01-11",10.435
"8","2007-01-12",10.605
"9","2007-01-16",10.825
"10","2007-01-17",10.6625
"11","2007-01-18",10.3625
"12","2007-01-19",10.4025
"13","2007-01-22",10.3
"14","2007-01-23",10.32
"15","2007-01-24",10.605
"16","2007-01-25",10.47
"17","2007-01-26",10.5575
"18","2007-01-29",10.6225
"19","2007-01-30",10.7375
"20","2007-01-31",10.9575
"21","2007-02-01",11.3525
"22","2007-02-02",11.6875
"23","2007-02-05",11.7825
"24","2007-02-06",11.775
"25","2007-02-07",11.9225
"26","2007-02-08",11.925
"27","2007-02-09",11.7525
"28","2007-02-12",11.8475
"29","2007-02-13",12.1225
"30","2007-02-14",12.47
"31","2007-02-15",12.4025
"32","2007-02-16",12.4075
"33","2007-02-20",12.3575
"34","2007-02-21",12
"35","2007-02-22",11.785
"36","2007-02-23",11.86
"37","2007-02-26",11.725
"38","2007-02-27",11.25
"39","2007-02-28",10.81
"40","2007-03-01",11.09
"41","2007-03-02",10.66
"42","2007-03-05",10.3925
"43","2007-03-06",10.7875
"44","2007-03-07",10.6825
"45","2007-03-08",10.92
"46","2007-03-09",10.7425
"47","2007-03-12",10.83
"48","2007-03-13",10.54
"49","2007-03-14",10.4975
"50","2007-03-15",10.435
"51","2007-03-16",10.4075
"52","2007-03-19",10.67
"53","2007-03-20",10.78
"54","2007-03-21",10.8675
"55","2007-03-22",10.8625
"56","2007-03-23",10.825
"57","2007-03-26",10.755
"58","2007-03-27",10.6975
"59","2007-03-28",10.7375
"60","2007-03-29",10.765
"61","2007-03-30",10.705
"62","2007-04-02",10.8725
"63","2007-04-03",11.2175
"64","2007-04-04",11.3075
"65","2007-04-05",11.2475
"66","2007-04-09",11.4675
"67","2007-04-10",11.425
"68","2007-04-11",10.96
"69","2007-04-12",10.68
"70","2007-04-13",10.645
"71","2007-04-16",10.81
"72","2007-04-17",10.7325
"73","2007-04-18",10.58
"74","2007-04-19",10.35
"75","2007-04-20",10.4375
"76","2007-04-23",10.3225
"77","2007-04-24",10.2675
"78","2007-04-25",10.645
"79","2007-04-26",10.6525
"80","2007-04-27",10.525
"81","2007-04-30",10.5
"82","2007-05-01",10.28
"83","2007-05-02",10.3225
"84","2007-05-03",10.695
"85","2007-05-04",10.7625
"86","2007-05-07",10.6075
"87","2007-05-08",10.84
"88","2007-05-09",10.8625
"89","2007-05-10",10.6475
"90","2007-05-11",10.605
"91","2007-05-14",10.7875
"92","2007-05-15",11.0175
"93","2007-05-16",11.3125
"94","2007-05-17",10.745
"95","2007-05-18",11.45
"96","2007-05-21",11.94
"97","2007-05-22",11.7825
"98","2007-05-23",11.56
"99","2007-05-24",11.215
"100","2007-05-25",11.5225
"101","2007-05-29",11.475
"102","2007-05-30",12.18
"103","2007-05-31",11.8125
"104","2007-06-01",11.97
"105","2007-06-04",11.765
"106","2007-06-05",11.865
"107","2007-06-06",11.615
"108","2007-06-07",11.2525
"109","2007-06-08",11.5625
"110","2007-06-11",11.6575
"111","2007-06-12",11.3375
"112","2007-06-13",11.3675
"113","2007-06-14",11.3675
"114","2007-06-15",11.3975
"115","2007-06-18",11.2125
"116","2007-06-19",11.335
"117","2007-06-20",11.22
"118","2007-06-21",10.4775
"119","2007-06-22",10.1375
"120","2007-06-25",10.55
"121","2007-06-26",10.2575
"122","2007-06-27",10.98
"123","2007-06-28",10.85
"124","2007-06-29",10.715
"125","2007-07-02",10.8175
"126","2007-07-03",10.7125
"127","2007-07-05",11.0075
"128","2007-07-06",11.17
"129","2007-07-09",11.1125
"130","2007-07-10",10.85
"131","2007-07-11",10.83
"132","2007-07-12",11.275
"133","2007-07-13",11.135
"134","2007-07-16",11.0375
"135","2007-07-17",11.005
"136","2007-07-18",10.82
"137","2007-07-19",10.9775
"138","2007-07-20",10.8625
"139","2007-07-23",11.1625
"140","2007-07-24",10.845
"141","2007-07-25",10.8825
"142","2007-07-26",10.4925
"143","2007-07-27",10.2225
"144","2007-07-30",10.125
"145","2007-07-31",9.715
"146","2007-08-01",10.035
"147","2007-08-02",10.45
"148","2007-08-03",9.985
"149","2007-08-06",10.1125
"150","2007-08-07",10.33
"151","2007-08-08",11.1875
"152","2007-08-09",10.9425
"153","2007-08-10",11.17
"154","2007-08-13",10.915
"155","2007-08-14",11.225
"156","2007-08-15",10.7
"157","2007-08-16",10.3125
"158","2007-08-17",10.005
"159","2007-08-20",9.92
"160","2007-08-21",9.9
"161","2007-08-22",9.9225
"162","2007-08-23",9.8575
"163","2007-08-24",10.3575
"164","2007-08-27",10.135
"165","2007-08-28",9.92
"166","2007-08-29",10.1325
"167","2007-08-30",9.9325
"168","2007-08-31",10.1075
"169","2007-09-04",10.1925
"170","2007-09-05",10.24
"171","2007-09-06",10.66
"172","2007-09-07",10.8025
"173","2007-09-10",11.03
"174","2007-09-11",11.4825
"175","2007-09-12",11.485
"176","2007-09-13",11.61
"177","2007-09-14",11.595
"178","2007-09-17",11.4325
"179","2007-09-18",11.485
"180","2007-09-19",11.45
"181","2007-09-20",11.4125
"182","2007-09-21",11.5625
"183","2007-09-24",12.1175
"184","2007-09-25",12.4775
"185","2007-09-26",12.6175
"186","2007-09-27",12.735
"187","2007-09-28",12.83
"188","2007-10-01",13.2225
"189","2007-10-02",12.9425
"190","2007-10-03",13.04
"191","2007-10-04",12.89
"192","2007-10-05",13.3075
"193","2007-10-08",13.8125
"194","2007-10-09",14.08
"195","2007-10-10",13.9475
"196","2007-10-11",13.7225
"197","2007-10-12",14.265
"198","2007-10-15",13.65
"199","2007-10-16",14.06
"200","2007-10-17",13.56
"201","2007-10-18",13.74
"202","2007-10-19",13.07
"203","2007-10-22",13.0525
"204","2007-10-23",13.555
"205","2007-10-24",13.3175
"206","2007-10-25",12.77
"207","2007-10-26",12.86
"208","2007-10-29",13.3375
"209","2007-10-30",13.4375
"210","2007-10-31",14.0925
"211","2007-11-01",13.38
"212","2007-11-02",13.6
"213","2007-11-05",13.1425
"214","2007-11-06",13.0775
"215","2007-11-07",12.6875
"216","2007-11-08",12.1325
"217","2007-11-09",12.5
"218","2007-11-12",12.7225
"219","2007-11-13",13
"220","2007-11-14",13
"221","2007-11-15",12.6975
"222","2007-11-16",14.3375
"223","2007-11-19",13.5225
"224","2007-11-20",14.35
"225","2007-11-21",14.09
"226","2007-11-23",13.79
"227","2007-11-26",13.025
"228","2007-11-27",13.12
"229","2007-11-28",13.6075
"230","2007-11-29",13.815
"231","2007-11-30",14.1825
"232","2007-12-03",13.945
"233","2007-12-04",13.8325
"234","2007-12-05",14.015
"235","2007-12-06",14.135
"236","2007-12-07",14.46
"237","2007-12-10",14.425
"238","2007-12-11",14.33
"239","2007-12-12",14.5525
"240","2007-12-13",14.8225
"241","2007-12-14",14.8875
"242","2007-12-17",14.6825
"243","2007-12-18",14.625
"244","2007-12-19",14.9875
"245","2007-12-20",16.247499
"246","2007-12-21",15.9375
"247","2007-12-24",15.995
"248","2007-12-26",15.9675
"249","2007-12-27",16.01
"250","2007-12-28",16.1
"251","2007-12-31",15.6725
"252","2008-01-02",15.07
"253","2008-01-03",15.245
"254","2008-01-04",14.715
"255","2008-01-07",14.44
"256","2008-01-08",13.675
"257","2008-01-09",13.5825
"258","2008-01-10",13.895
"259","2008-01-11",13.6175
"260","2008-01-14",13.9125
"261","2008-01-15",13.5525
"262","2008-01-16",13.5875
"263","2008-01-17",13.38
"264","2008-01-18",12.96
"265","2008-01-22",13.07
"266","2008-01-23",13.815
"267","2008-01-24",14.1125
"268","2008-01-25",13.235
"269","2008-01-28",13.385
"270","2008-01-29",13.0075
"271","2008-01-30",12.59
"272","2008-01-31",12.9775
"273","2008-02-01",12.93
"274","2008-02-04",12.9425
"275","2008-02-05",13.195
"276","2008-02-06",11.97
"277","2008-02-07",12.71
"278","2008-02-08",12.7175
"279","2008-02-11",13.7
"280","2008-02-12",13.6125
"281","2008-02-13",13.9825
"282","2008-02-14",13.785
"283","2008-02-15",13.46
"284","2008-02-19",12.8675
"285","2008-02-20",13.2825
"286","2008-02-21",13.38
"287","2008-02-22",13.085
"288","2008-02-25",13.6025
"289","2008-02-26",13.19
"290","2008-02-27",13.155
"291","2008-02-28",15.415
"292","2008-02-29",14.93
"293","2008-03-03",14.6925
"294","2008-03-04",14.47
"295","2008-03-05",14.7525
"296","2008-03-06",14.435
"297","2008-03-07",14.165
"298","2008-03-10",14.02
"299","2008-03-11",14.6125
"300","2008-03-12",14.5525
"301","2008-03-13",14.7275
"302","2008-03-14",14.4625
"303","2008-03-17",13.8775
"304","2008-03-18",14.6525
"305","2008-03-19",14.1525
"306","2008-03-20",13.9575
"307","2008-03-24",14.91
"308","2008-03-25",15.24
"309","2008-03-26",14.81
"310","2008-03-27",14.1575
"311","2008-03-28",14.2125
"312","2008-03-31",14.4675
"313","2008-04-01",15.305
"314","2008-04-02",15.575
"315","2008-04-03",15.7
"316","2008-04-04",16.280001
"317","2008-04-07",16.262501
"318","2008-04-08",15.9575
"319","2008-04-09",15.815
"320","2008-04-10",16.407499
"321","2008-04-11",15.2725
"322","2008-04-14",15.025
"323","2008-04-15",14.8375
"324","2008-04-16",15.3925
"325","2008-04-17",15.55
"326","2008-04-18",15.975
"327","2008-04-21",15.68
"328","2008-04-22",15.335
"329","2008-04-23",16.8925
"330","2008-04-24",17.07
"331","2008-04-25",17.022499
"332","2008-04-28",16.865
"333","2008-04-29",16.737499
"334","2008-04-30",16.682501
"335","2008-05-01",16.8225
"336","2008-05-02",16.825001
"337","2008-05-05",17.342501
"338","2008-05-06",17.5425
"339","2008-05-07",16.702499
"340","2008-05-08",16.8925
"341","2008-05-09",16.674999
"342","2008-05-12",16.905001
"343","2008-05-13",16.987499
"344","2008-05-14",17.35
"345","2008-05-15",17.305
"346","2008-05-16",17.174999
"347","2008-05-19",16.57
"348","2008-05-20",15.7
"349","2008-05-21",15.665
"350","2008-05-22",16.577499
"351","2008-05-23",16.754999
"352","2008-05-27",17.0625
"353","2008-05-28",17.545
"354","2008-05-29",17.877501
"355","2008-05-30",18.077499
"356","2008-06-02",17.8225
"357","2008-06-03",18.047501
"358","2008-06-04",18.137501
"359","2008-06-05",18.48
"360","2008-06-06",17.754999
"361","2008-06-09",17.424999
"362","2008-06-10",17.834999
"363","2008-06-11",17.360001
"364","2008-06-12",17.5525
"365","2008-06-13",18.1975
"366","2008-06-16",18.205
"367","2008-06-17",18.012501
"368","2008-06-18",17.7575
"369","2008-06-19",18.387501
"370","2008-06-20",18.275
"371","2008-06-23",18.6075
"372","2008-06-24",17.715
"373","2008-06-25",17.6875
"374","2008-06-26",16.782499
"375","2008-06-27",17.155001
"376","2008-06-30",17.057501
"377","2008-07-01",17.530001
"378","2008-07-02",17.475
"379","2008-07-03",16.8825
"380","2008-07-07",16.785
"381","2008-07-08",16.705
"382","2008-07-09",16.305
"383","2008-07-10",16.225
"384","2008-07-11",15.82
"385","2008-07-14",15.5925
"386","2008-07-15",15.8475
"387","2008-07-16",16.75
"388","2008-07-17",17.405001
"389","2008-07-18",17.684999
"390","2008-07-21",17.344999
"391","2008-07-22",16.42
"392","2008-07-23",16.147499
"393","2008-07-24",15.8625
"394","2008-07-25",15.9375
"395","2008-07-28",15.6625
"396","2008-07-29",15.93
"397","2008-07-30",16.2325
"398","2008-07-31",15.9475
"399","2008-08-01",16.0725
"400","2008-08-04",16.262501
"401","2008-08-05",17.0525
"402","2008-08-06",17.139999
"403","2008-08-07",16.905001
"404","2008-08-08",17.397499
"405","2008-08-11",17.6075
"406","2008-08-12",17.58
"407","2008-08-13",17.2875
"408","2008-08-14",16.805
"409","2008-08-15",16.577499
"410","2008-08-18",16.16
"411","2008-08-19",16.370001
"412","2008-08-20",16.325001
"413","2008-08-21",13.3125
"414","2008-08-22",13.9925
"415","2008-08-25",14.1325
"416","2008-08-26",14.14
"417","2008-08-27",14.2525
"418","2008-08-28",14.425
"419","2008-08-29",14.005
"420","2008-09-02",13.7875
"421","2008-09-03",13.495
"422","2008-09-04",13.475
"423","2008-09-05",13.6125
"424","2008-09-08",13.7125
"425","2008-09-09",13.025
"426","2008-09-10",14.0225
"427","2008-09-11",14.5
"428","2008-09-12",14.3
"429","2008-09-15",13.7
"430","2008-09-16",14.06
"431","2008-09-17",13.33
"432","2008-09-18",13.8275
"433","2008-09-19",13.9525
"434","2008-09-22",13.0925
"435","2008-09-23",13.0575
"436","2008-09-24",12.7475
"437","2008-09-25",13.01
"438","2008-09-26",12.6625
"439","2008-09-29",11.19
"440","2008-09-30",12.1
"441","2008-10-01",11.6025
"442","2008-10-02",11.0475
"443","2008-10-03",10.3925
"444","2008-10-06",10.1
"445","2008-10-07",8.985
"446","2008-10-08",9.125
"447","2008-10-09",8.4925
"448","2008-10-10",8.14
"449","2008-10-13",9.4325
"450","2008-10-14",8.975
"451","2008-10-15",7.73
"452","2008-10-16",8.1225
"453","2008-10-17",7.8975
"454","2008-10-20",7.955
"455","2008-10-21",7.4975
"456","2008-10-22",6.8825
"457","2008-10-23",6.8025
"458","2008-10-24",6.67
"459","2008-10-27",6.3275
"460","2008-10-28",7.1425
"461","2008-10-29",7.515
"462","2008-10-30",7.63
"463","2008-10-31",7.74
"464","2008-11-03",7.6475
"465","2008-11-04",7.8825
"466","2008-11-05",7.45
"467","2008-11-06",7.0875
"468","2008-11-07",7.14
"469","2008-11-10",7.08
"470","2008-11-11",6.6925
"471","2008-11-12",6.0825
"472","2008-11-13",6.845
"473","2008-11-14",6.6
"474","2008-11-17",6.3975
"475","2008-11-18",5.95
"476","2008-11-19",5.49
"477","2008-11-20",5.7075
"478","2008-11-21",5.58
"479","2008-11-24",6.6475
"480","2008-11-25",6.4925
"481","2008-11-26",7.2225
"482","2008-11-28",7.155
"483","2008-12-01",6.7375
"484","2008-12-02",7.2675
"485","2008-12-03",7.9325
