"","date","LBRDA"
"1","2014-11-04",45.148327
"2","2014-11-05",48.755981
"3","2014-11-06",47.846889
"4","2014-11-07",47.387558
"5","2014-11-10",44.717705
"6","2014-11-11",43.722488
"7","2014-11-12",45.119617
"8","2014-11-13",46.430622
"9","2014-11-14",45.923447
"10","2014-11-17",46.583733
"11","2014-11-18",46.794258
"12","2014-11-19",48.535885
"13","2014-11-20",48.976078
"14","2014-11-21",49.377991
"15","2014-11-24",50.641148
"16","2014-11-25",51.578949
"17","2014-11-26",52.009571
"18","2014-11-28",52.47847
"19","2014-12-01",51.693779
"20","2014-12-02",51.923447
"21","2014-12-03",51.263157
"22","2014-12-04",51.693779
"23","2014-12-05",52.105263
"24","2014-12-08",52.038277
"25","2014-12-09",51.952152
"26","2014-12-10",51.732056
"27","2014-12-11",50.650002
"28","2014-12-12",49.07
"29","2014-12-15",48.27
"30","2014-12-16",47.75
"31","2014-12-17",48.049999
"32","2014-12-18",48.290001
"33","2014-12-19",49.310001
"34","2014-12-22",50.68
"35","2014-12-23",51.25
"36","2014-12-24",50.880001
"37","2014-12-26",50.810001
"38","2014-12-29",50.369999
"39","2014-12-30",50.59
"40","2014-12-31",50.09
"41","2015-01-02",49.799999
"42","2015-01-05",48.810001
"43","2015-01-06",47.529999
"44","2015-01-07",47.68
"45","2015-01-08",49.290001
"46","2015-01-09",48.889999
"47","2015-01-12",48.990002
"48","2015-01-13",49.849998
"49","2015-01-14",48.130001
"50","2015-01-15",49.060001
"51","2015-01-16",48.98
"52","2015-01-20",47.470001
"53","2015-01-21",47.130001
"54","2015-01-22",47.560001
"55","2015-01-23",47.09
"56","2015-01-26",47.25
"57","2015-01-27",47.110001
"58","2015-01-28",45.610001
"59","2015-01-29",45.119999
"60","2015-01-30",44.470001
"61","2015-02-02",45.240002
"62","2015-02-03",47.029999
"63","2015-02-04",48.619999
"64","2015-02-05",51
"65","2015-02-06",50.049999
"66","2015-02-09",49.59
"67","2015-02-10",49.93
"68","2015-02-11",49.369999
"69","2015-02-12",50.209999
"70","2015-02-13",49.950001
"71","2015-02-17",50.630001
"72","2015-02-18",50.5
"73","2015-02-19",50.48
"74","2015-02-20",50.610001
"75","2015-02-23",50.91
"76","2015-02-24",51.27
"77","2015-02-25",52.52
"78","2015-02-26",52.049999
"79","2015-02-27",51.860001
"80","2015-03-02",52.849998
"81","2015-03-03",53.689999
"82","2015-03-04",52.900002
"83","2015-03-05",52.790001
"84","2015-03-06",52.169998
"85","2015-03-09",53.759998
"86","2015-03-10",52.689999
"87","2015-03-11",52.939999
"88","2015-03-12",55.540001
"89","2015-03-13",55.27
"90","2015-03-16",55.360001
"91","2015-03-17",54.669998
"92","2015-03-18",54.560001
"93","2015-03-19",54.259998
"94","2015-03-20",54.150002
"95","2015-03-23",53.91
"96","2015-03-24",54.75
"97","2015-03-25",53.799999
"98","2015-03-26",53.27
"99","2015-03-27",53.970001
"100","2015-03-30",53.700001
"101","2015-03-31",56.48
"102","2015-04-01",55.599998
"103","2015-04-02",55.84
"104","2015-04-06",55.849998
"105","2015-04-07",55.75
"106","2015-04-08",55.790001
"107","2015-04-09",55.93
"108","2015-04-10",56.029999
"109","2015-04-13",55.720001
"110","2015-04-14",55.549999
"111","2015-04-15",55.509998
"112","2015-04-16",55.66
"113","2015-04-17",54.540001
"114","2015-04-20",53.849998
"115","2015-04-21",54.59
"116","2015-04-22",53.639999
"117","2015-04-23",53.02
"118","2015-04-24",53.330002
"119","2015-04-27",53.380001
"120","2015-04-28",53.400002
"121","2015-04-29",54.84
"122","2015-04-30",54.240002
"123","2015-05-01",53.939999
"124","2015-05-04",54.84
"125","2015-05-05",54.419998
"126","2015-05-06",53.860001
"127","2015-05-07",53.369999
"128","2015-05-08",52.41
"129","2015-05-11",52.200001
"130","2015-05-12",51.630001
"131","2015-05-13",51.990002
"132","2015-05-14",51.540001
"133","2015-05-15",51.689999
"134","2015-05-18",52.34
"135","2015-05-19",52.549999
"136","2015-05-20",52.400002
"137","2015-05-21",52.5
"138","2015-05-22",52
"139","2015-05-26",53.580002
"140","2015-05-27",53.59
"141","2015-05-28",53.290001
"142","2015-05-29",53.91
"143","2015-06-01",53.779999
"144","2015-06-02",53.830002
"145","2015-06-03",52.82
"146","2015-06-04",52.119999
"147","2015-06-05",52.68
"148","2015-06-08",52.009998
"149","2015-06-09",52.240002
"150","2015-06-10",52.400002
"151","2015-06-11",52.68
"152","2015-06-12",52.470001
"153","2015-06-15",51.939999
"154","2015-06-16",51.91
"155","2015-06-17",51.939999
"156","2015-06-18",52.029999
"157","2015-06-19",52
"158","2015-06-22",52.07
"159","2015-06-23",51.77
"160","2015-06-24",50.619999
"161","2015-06-25",50.169998
"162","2015-06-26",51.790001
"163","2015-06-29",50.59
"164","2015-06-30",50.970001
"165","2015-07-01",51.810001
"166","2015-07-02",51.720001
"167","2015-07-06",51.82
"168","2015-07-07",51.66
"169","2015-07-08",50.93
"170","2015-07-09",51.27
"171","2015-07-10",52.150002
"172","2015-07-13",53.16
"173","2015-07-14",53.080002
"174","2015-07-15",53.98
"175","2015-07-16",54.669998
"176","2015-07-17",54.830002
"177","2015-07-20",54.950001
"178","2015-07-21",54.540001
"179","2015-07-22",54.779999
"180","2015-07-23",53.66
"181","2015-07-24",53.580002
"182","2015-07-27",52.599998
"183","2015-07-28",53.110001
"184","2015-07-29",53.650002
"185","2015-07-30",54.07
"186","2015-07-31",53.970001
"187","2015-08-03",54.810001
"188","2015-08-04",56.049999
"189","2015-08-05",54.540001
"190","2015-08-06",53.73
"191","2015-08-07",53.59
"192","2015-08-10",54.580002
"193","2015-08-11",54.52
"194","2015-08-12",54.080002
"195","2015-08-13",54.639999
"196","2015-08-14",54.509998
"197","2015-08-17",55.990002
"198","2015-08-18",56.490002
"199","2015-08-19",56.549999
"200","2015-08-20",55.200001
"201","2015-08-21",53.5
"202","2015-08-24",51.740002
"203","2015-08-25",52.52
"204","2015-08-26",53.200001
"205","2015-08-27",54.66
"206","2015-08-28",54.650002
"207","2015-08-31",54.470001
"208","2015-09-01",53.98
"209","2015-09-02",54.580002
"210","2015-09-03",55.360001
"211","2015-09-04",55.049999
"212","2015-09-08",55.970001
"213","2015-09-09",55.619999
"214","2015-09-10",54.509998
"215","2015-09-11",54.459999
"216","2015-09-14",54.189999
"217","2015-09-15",54.75
"218","2015-09-16",55.07
"219","2015-09-17",56.549999
"220","2015-09-18",55.779999
"221","2015-09-21",56.919998
"222","2015-09-22",56.279999
"223","2015-09-23",55.450001
"224","2015-09-24",54.18
"225","2015-09-25",53.990002
"226","2015-09-28",51.490002
"227","2015-09-29",50.189999
"228","2015-09-30",51.439999
"229","2015-10-01",53.5
"230","2015-10-02",54.119999
"231","2015-10-05",55.880001
"232","2015-10-06",54.919998
"233","2015-10-07",54.82
"234","2015-10-08",55.509998
"235","2015-10-09",55.459999
"236","2015-10-12",55.290001
"237","2015-10-13",55.209999
"238","2015-10-14",54.610001
"239","2015-10-15",55.68
"240","2015-10-16",55.540001
"241","2015-10-19",55.07
"242","2015-10-20",54.48
"243","2015-10-21",52.599998
"244","2015-10-22",52.93
"245","2015-10-23",53.439999
