"","date","AMRS"
"1","2010-09-28",247.5
"2","2010-09-29",252.75
"3","2010-09-30",258.75
"4","2010-10-01",258.450012
"5","2010-10-04",255.899994
"6","2010-10-05",263.399994
"7","2010-10-06",256.5
"8","2010-10-07",256.049988
"9","2010-10-08",256.950012
"10","2010-10-11",265.350006
"11","2010-10-12",266.399994
"12","2010-10-13",258.299988
"13","2010-10-14",257.549988
"14","2010-10-15",263.399994
"15","2010-10-18",259.950012
"16","2010-10-19",255.75
"17","2010-10-20",256.649994
"18","2010-10-21",256.5
"19","2010-10-22",258.450012
"20","2010-10-25",257.25
"21","2010-10-26",256.5
"22","2010-10-27",256.649994
"23","2010-10-28",256.5
"24","2010-10-29",256.200012
"25","2010-11-01",256.200012
"26","2010-11-02",256.799988
"27","2010-11-03",255.899994
"28","2010-11-04",256.5
"29","2010-11-05",259.5
"30","2010-11-08",257.700012
"31","2010-11-09",262.200012
"32","2010-11-10",282.450012
"33","2010-11-11",276.149994
"34","2010-11-12",301.649994
"35","2010-11-15",288.450012
"36","2010-11-16",274.799988
"37","2010-11-17",272.549988
"38","2010-11-18",294.299988
"39","2010-11-19",290.100006
"40","2010-11-22",290.399994
"41","2010-11-23",300.149994
"42","2010-11-24",305.100006
"43","2010-11-26",302.399994
"44","2010-11-29",298.950012
"45","2010-11-30",308.700012
"46","2010-12-01",323.700012
"47","2010-12-02",320.100006
"48","2010-12-03",322.5
"49","2010-12-06",340.950012
"50","2010-12-07",357.149994
"51","2010-12-08",351.299988
"52","2010-12-09",352.799988
"53","2010-12-10",363
"54","2010-12-13",347.25
"55","2010-12-14",333.450012
"56","2010-12-15",321.600006
"57","2010-12-16",333.600006
"58","2010-12-17",329.549988
"59","2010-12-20",346.049988
"60","2010-12-21",339.899994
"61","2010-12-22",362.700012
"62","2010-12-23",361.649994
"63","2010-12-27",359.25
"64","2010-12-28",362.25
"65","2010-12-29",408.75
"66","2010-12-30",399.450012
"67","2010-12-31",400.200012
"68","2011-01-03",409.200012
"69","2011-01-04",410.100006
"70","2011-01-05",416.850006
"71","2011-01-06",414.450012
"72","2011-01-07",419.700012
"73","2011-01-10",444.600006
"74","2011-01-11",449.25
"75","2011-01-12",453.299988
"76","2011-01-13",478.649994
"77","2011-01-14",481.5
"78","2011-01-18",457.350006
"79","2011-01-19",465.899994
"80","2011-01-20",474.75
"81","2011-01-21",492.149994
"82","2011-01-24",496.350006
"83","2011-01-25",493.799988
"84","2011-01-26",500.549988
"85","2011-01-27",507.899994
"86","2011-01-28",466.950012
"87","2011-01-31",473.399994
"88","2011-02-01",483
"89","2011-02-02",507.299988
"90","2011-02-03",506.549988
"91","2011-02-04",500.549988
"92","2011-02-07",486.149994
"93","2011-02-08",466.200012
"94","2011-02-09",463.5
"95","2011-02-10",454.200012
"96","2011-02-11",480
"97","2011-02-14",478.799988
"98","2011-02-15",475.799988
"99","2011-02-16",461.100006
"100","2011-02-17",475.5
"101","2011-02-18",454.200012
"102","2011-02-22",450
"103","2011-02-23",443.100006
"104","2011-02-24",469.649994
"105","2011-02-25",490.049988
"106","2011-02-28",487.350006
"107","2011-03-01",457.350006
"108","2011-03-02",454.5
"109","2011-03-03",476.399994
"110","2011-03-04",475.950012
"111","2011-03-07",472.5
"112","2011-03-08",479.549988
"113","2011-03-09",475.200012
"114","2011-03-10",472.5
"115","2011-03-11",462.600006
"116","2011-03-14",461.850006
"117","2011-03-15",452.549988
"118","2011-03-16",448.950012
"119","2011-03-17",458.850006
"120","2011-03-18",467.399994
"121","2011-03-21",475.649994
"122","2011-03-22",471.600006
"123","2011-03-23",469.799988
"124","2011-03-24",463.799988
"125","2011-03-25",443.700012
"126","2011-03-28",408.75
"127","2011-03-29",421.049988
"128","2011-03-30",424.799988
"129","2011-03-31",428.100006
"130","2011-04-01",415.950012
"131","2011-04-04",402
"132","2011-04-05",417.149994
"133","2011-04-06",419.850006
"134","2011-04-07",411
"135","2011-04-08",412.049988
"136","2011-04-11",406.950012
"137","2011-04-12",401.700012
"138","2011-04-13",400.5
"139","2011-04-14",399.149994
"140","2011-04-15",402.600006
"141","2011-04-18",397.5
"142","2011-04-19",397.350006
"143","2011-04-20",400.350006
"144","2011-04-21",399
"145","2011-04-25",401.25
"146","2011-04-26",398.850006
"147","2011-04-27",400.950012
"148","2011-04-28",397.5
"149","2011-04-29",396.450012
"150","2011-05-02",397.5
"151","2011-05-03",394.950012
"152","2011-05-04",390.899994
"153","2011-05-05",386.25
"154","2011-05-06",384.299988
"155","2011-05-09",367.950012
"156","2011-05-10",373.950012
"157","2011-05-11",386.100006
"158","2011-05-12",387.450012
"159","2011-05-13",405.75
"160","2011-05-16",397.5
"161","2011-05-17",413.25
"162","2011-05-18",413.100006
"163","2011-05-19",419.850006
"164","2011-05-20",428.549988
"165","2011-05-23",420
"166","2011-05-24",418.799988
"167","2011-05-25",430.799988
"168","2011-05-26",442.799988
"169","2011-05-27",439.350006
"170","2011-05-31",442.649994
"171","2011-06-01",432.600006
"172","2011-06-02",439.649994
"173","2011-06-03",439.5
"174","2011-06-06",439.5
"175","2011-06-07",440.399994
"176","2011-06-08",432.75
"177","2011-06-09",430.5
"178","2011-06-10",434.549988
"179","2011-06-13",429.149994
"180","2011-06-14",437.100006
"181","2011-06-15",432.75
"182","2011-06-16",435.75
"183","2011-06-17",431.850006
"184","2011-06-20",444.75
"185","2011-06-21",442.049988
"186","2011-06-22",440.399994
"187","2011-06-23",436.799988
"188","2011-06-24",451.799988
"189","2011-06-27",441
"190","2011-06-28",438.450012
"191","2011-06-29",423.450012
"192","2011-06-30",421.350006
"193","2011-07-01",422.399994
"194","2011-07-05",422.700012
"195","2011-07-06",426
"196","2011-07-07",424.5
"197","2011-07-08",429.600006
"198","2011-07-11",419.399994
"199","2011-07-12",406.049988
"200","2011-07-13",404.100006
"201","2011-07-14",388.950012
"202","2011-07-15",399.149994
"203","2011-07-18",371.399994
"204","2011-07-19",367.5
"205","2011-07-20",351.299988
"206","2011-07-21",361.049988
"207","2011-07-22",373.350006
"208","2011-07-25",381.450012
"209","2011-07-26",369.299988
"210","2011-07-27",357.600006
"211","2011-07-28",346.200012
"212","2011-07-29",347.25
"213","2011-08-01",353.549988
"214","2011-08-02",346.799988
"215","2011-08-03",334.049988
"216","2011-08-04",312.899994
"217","2011-08-05",319.350006
"218","2011-08-08",294.149994
"219","2011-08-09",308.549988
"220","2011-08-10",304.049988
"221","2011-08-11",304.200012
"222","2011-08-12",303.75
"223","2011-08-15",312
"224","2011-08-16",301.5
"225","2011-08-17",293.25
"226","2011-08-18",280.5
"227","2011-08-19",292.350006
"228","2011-08-22",282.149994
"229","2011-08-23",287.399994
"230","2011-08-24",285.149994
"231","2011-08-25",276.450012
"232","2011-08-26",280.950012
"233","2011-08-29",298.200012
"234","2011-08-30",291.450012
"235","2011-08-31",301.049988
"236","2011-09-01",295.799988
"237","2011-09-02",283.350006
"238","2011-09-06",288.149994
"239","2011-09-07",290.850006
"240","2011-09-08",284.549988
"241","2011-09-09",277.5
"242","2011-09-12",273.299988
"243","2011-09-13",279.75
"244","2011-09-14",280.5
"245","2011-09-15",288.600006
"246","2011-09-16",298.200012
"247","2011-09-19",298.799988
"248","2011-09-20",305.700012
"249","2011-09-21",291.899994
"250","2011-09-22",279
"251","2011-09-23",292.5
"252","2011-09-26",299.100006
"253","2011-09-27",307.5
"254","2011-09-28",296.25
"255","2011-09-29",302.700012
"256","2011-09-30",303.75
"257","2011-10-03",274.799988
"258","2011-10-04",280.799988
"259","2011-10-05",280.200012
"260","2011-10-06",272.700012
"261","2011-10-07",256.649994
"262","2011-10-10",257.850006
"263","2011-10-11",252.149994
"264","2011-10-12",242.850006
"265","2011-10-13",234.75
"266","2011-10-14",235.050003
"267","2011-10-17",247.949997
"268","2011-10-18",270.600006
"269","2011-10-19",271.200012
"270","2011-10-20",273.899994
"271","2011-10-21",276.899994
"272","2011-10-24",285.600006
"273","2011-10-25",274.950012
"274","2011-10-26",278.850006
"275","2011-10-27",311.549988
"276","2011-10-28",312.299988
"277","2011-10-31",307.5
"278","2011-11-01",290.399994
"279","2011-11-02",232.050003
"280","2011-11-03",212.25
"281","2011-11-04",210.75
