"","date","TIPT"
"134","2011-04-27",6.05
"135","2011-04-28",6.15
"136","2011-04-29",6.25
"137","2011-05-02",6.6
"138","2011-05-03",6.7
"139","2011-05-04",6.7
"140","2011-05-05",6.75
"141","2011-05-06",6.6
"142","2011-05-09",6.15
"143","2011-05-10",6.2
"144","2011-05-11",6.65
"145","2011-05-12",7.1
"146","2011-05-13",7.05
"147","2011-05-16",7.05
"148","2011-05-17",6.8
"149","2011-05-18",6.8
"150","2011-05-19",7.1
"151","2011-05-20",7.2
"152","2011-05-23",6.85
"153","2011-05-24",6.85
"154","2011-05-25",6.85
"155","2011-05-26",7.24
"156","2011-05-27",7.24
"157","2011-05-31",7.24
"158","2011-06-01",7.14
"159","2011-06-02",7.14
"160","2011-06-03",7.14
"161","2011-06-06",7.15
"162","2011-06-07",7.2
"163","2011-06-08",6.7
"164","2011-06-09",6.75
"165","2011-06-10",6.75
"166","2011-06-13",6.75
"167","2011-06-14",6.75
"168","2011-06-15",6.75
"169","2011-06-16",6.85
"170","2011-06-17",6.65
"171","2011-06-20",6.87
"172","2011-06-21",6.85
"173","2011-06-22",6.85
"174","2011-06-23",6.85
"175","2011-06-24",7.25
"176","2011-06-27",6.9
"177","2011-06-28",6.9
"178","2011-06-29",7.15
"179","2011-06-30",7.15
"180","2011-07-01",7.1
"181","2011-07-05",6.76
"182","2011-07-06",6.76
"183","2011-07-07",6.76
"184","2011-07-08",6.76
"185","2011-07-11",6.76
"186","2011-07-12",6.77
"187","2011-07-13",6.77
"188","2011-07-14",6.77
"189","2011-07-15",6.77
"190","2011-07-18",6.77
"191","2011-07-19",6.77
"192","2011-07-20",6.77
"193","2011-07-21",6.77
"194","2011-07-22",6.77
"195","2011-07-25",6.77
"196","2011-07-26",6.77
"197","2011-07-27",6.77
"198","2011-07-28",6.77
"199","2011-07-29",7.25
"200","2011-08-01",7.25
"201","2011-08-02",7.25
"202","2011-08-03",7.25
"203","2011-08-04",7
"204","2011-08-05",7
"205","2011-08-08",6.75
"206","2011-08-09",6.5
"207","2011-08-10",6.5
"208","2011-08-11",6.5
"209","2011-08-12",6.7
"210","2011-08-15",6.7
"211","2011-08-16",6.7
"212","2011-08-17",6.7
"213","2011-08-18",6.7
"214","2011-08-19",6.4
"215","2011-08-22",6.4
"216","2011-08-23",6.4
"217","2011-08-24",6.4
"218","2011-08-25",6.27
"219","2011-08-26",6.88
"220","2011-08-29",6.88
"221","2011-08-30",6.88
"222","2011-08-31",6.7
"223","2011-09-01",6.7
"224","2011-09-02",6.7
"225","2011-09-06",6.7
"226","2011-09-07",6.75
"227","2011-09-08",6.75
"228","2011-09-09",6.75
"229","2011-09-12",6.3
"230","2011-09-13",6.3
"231","2011-09-14",6.3
"232","2011-09-15",6.6
"233","2011-09-16",6.75
"234","2011-09-19",6.75
"235","2011-09-20",6.15
"236","2011-09-21",6
"237","2011-09-22",5.5
"238","2011-09-23",6.66
"239","2011-09-26",5.85
"240","2011-09-27",5.85
"241","2011-09-28",5.85
"242","2011-09-29",5.85
"243","2011-09-30",6.66
"244","2011-10-03",5.75
"245","2011-10-04",5.6
"246","2011-10-05",5.55
"247","2011-10-06",5.55
"248","2011-10-07",5.55
"249","2011-10-10",5.55
"250","2011-10-11",5.6
"251","2011-10-12",5.61
"252","2011-10-13",6
"253","2011-10-14",6
"254","2011-10-17",6
"255","2011-10-18",5.8
"256","2011-10-19",5.8
"257","2011-10-20",5.55
"258","2011-10-21",5.55
"259","2011-10-24",5.55
"260","2011-10-25",5.5
"261","2011-10-26",5.5
"262","2011-10-27",5.5
"263","2011-10-28",5.5
"264","2011-10-31",5.5
"265","2011-11-01",5.5
"266","2011-11-02",5.5
"267","2011-11-03",6.4
"268","2011-11-04",6.4
"269","2011-11-07",6.01
"270","2011-11-08",5.62
"271","2011-11-09",5.62
"272","2011-11-10",5.62
"273","2011-11-11",6.25
"274","2011-11-14",6.25
"275","2011-11-15",6.3
"276","2011-11-16",6.3
"277","2011-11-17",6.4
"278","2011-11-18",6.4
"279","2011-11-21",5.65
"280","2011-11-22",5.65
"281","2011-11-23",5.65
"282","2011-11-25",5.6
"283","2011-11-28",5.6
"284","2011-11-29",5.6
"285","2011-11-30",5.6
"286","2011-12-01",5.6
"287","2011-12-02",6.4
"288","2011-12-05",6.4
"289","2011-12-06",6.4
"290","2011-12-07",6.5
"291","2011-12-08",6.75
"292","2011-12-09",6.75
"293","2011-12-12",6.75
"294","2011-12-13",6.75
"295","2011-12-14",6.75
"296","2011-12-15",6.75
"297","2011-12-16",6.75
"298","2011-12-19",6.75
"299","2011-12-20",6.25
"300","2011-12-21",6.25
"301","2011-12-22",6.25
"302","2011-12-23",6.75
"303","2011-12-27",6.75
"304","2011-12-28",6.75
"305","2011-12-29",6.25
"306","2011-12-30",6.5
"307","2012-01-03",6.5
"308","2012-01-04",6.5
"309","2012-01-05",6.09
"310","2012-01-06",6.18
"311","2012-01-09",6.18
"312","2012-01-10",6.18
"313","2012-01-11",6.18
"314","2012-01-12",6.18
"315","2012-01-13",6.18
"316","2012-01-17",6.18
"317","2012-01-18",6.5
"318","2012-01-19",6.5
"319","2012-01-20",6.5
"320","2012-01-23",6.5
"321","2012-01-24",6.5
"322","2012-01-25",6.5
"323","2012-01-26",6.5
"324","2012-01-27",6.5
"325","2012-01-30",6.69
"326","2012-01-31",6.69
"327","2012-02-01",6.7
"328","2012-02-02",6.9
"329","2012-02-03",6.95
"330","2012-02-06",6.91
"331","2012-02-07",6.7
"332","2012-02-08",6.65
"333","2012-02-09",6.65
"334","2012-02-10",6.6
"335","2012-02-13",6.6
"336","2012-02-14",6.5
"337","2012-02-15",6.5
"338","2012-02-16",6.5
"339","2012-02-17",6.95
"340","2012-02-21",6.95
"341","2012-02-22",6.7
"342","2012-02-23",6.7
"343","2012-02-24",6.66
"344","2012-02-27",6.95
"345","2012-02-28",6.95
"346","2012-02-29",6.95
"347","2012-03-01",6.95
"348","2012-03-02",6.95
"349","2012-03-05",6.95
"350","2012-03-06",6.95
"351","2012-03-07",6.5
"352","2012-03-08",6.66
"353","2012-03-09",6.75
"354","2012-03-12",6.55
"355","2012-03-13",6.55
"356","2012-03-14",6.95
"357","2012-03-15",6.95
"358","2012-03-16",6.93
"359","2012-03-19",7.1
"360","2012-03-20",7.1
"361","2012-03-21",6.95
"362","2012-03-22",6.9
"363","2012-03-23",7
"364","2012-03-26",7
"365","2012-03-27",6.7
"366","2012-03-28",6.8
"367","2012-03-29",7.05
"368","2012-03-30",7.05
"369","2012-04-02",7.05
"370","2012-04-03",6.6
"371","2012-04-04",6.6
"372","2012-04-05",6.8
"373","2012-04-09",6.8
"374","2012-04-10",6.75
"375","2012-04-11",6.95
"376","2012-04-12",7.05
"377","2012-04-13",6.7
"378","2012-04-16",6.7
"379","2012-04-17",7.05
"380","2012-04-18",6.7
"381","2012-04-19",6.8
"382","2012-04-20",6.8
"383","2012-04-23",6.8
"384","2012-04-24",6.8
"385","2012-04-25",6.8
"386","2012-04-26",6.8
"387","2012-04-27",6.95
"388","2012-04-30",6.95
"389","2012-05-01",6.95
"390","2012-05-02",7
"391","2012-05-03",7
"392","2012-05-04",7
"393","2012-05-07",7
"394","2012-05-08",7
"395","2012-05-09",7
"396","2012-05-10",7
"397","2012-05-11",6.85
"398","2012-05-14",6.85
"399","2012-05-15",6.85
"400","2012-05-16",7.25
"401","2012-05-17",7.1
"402","2012-05-18",6.9
"403","2012-05-21",6.9
"404","2012-05-22",7
"405","2012-05-23",7
"406","2012-05-24",7
"407","2012-05-25",7
"408","2012-05-29",6.97
"409","2012-05-30",6.75
"410","2012-05-31",6.75
"411","2012-06-01",6.75
"412","2012-06-04",6.75
"413","2012-06-05",7
"414","2012-06-06",7
"415","2012-06-07",7
"416","2012-06-08",7
"417","2012-06-11",7
"418","2012-06-12",7
"419","2012-06-13",7
"420","2012-06-14",7.2
"421","2012-06-15",7.2
"422","2012-06-18",7.2
"423","2012-06-19",7.15
"424","2012-06-20",7.15
"425","2012-06-21",7.15
"426","2012-06-22",7.15
"427","2012-06-25",6.8
"428","2012-06-26",6.8
"429","2012-06-27",6.8
"430","2012-06-28",6.8
"431","2012-06-29",6.99
"432","2012-07-02",6.99
"433","2012-07-03",6.8
"434","2012-07-05",6.7
"435","2012-07-06",6.7
"436","2012-07-09",6.7
"437","2012-07-10",6.98
"438","2012-07-11",5.38
"439","2012-07-12",6.7
"440","2012-07-13",6.7
"441","2012-07-16",6.7
"442","2012-07-17",6.7
"443","2012-07-18",6.7
"444","2012-07-19",6.7
"445","2012-07-20",6.7
"446","2012-07-23",6.7
"447","2012-07-24",6.7
"448","2012-07-25",6.7
"449","2012-07-26",6.7
"450","2012-07-27",6.7
"451","2012-07-30",6.7
"452","2012-07-31",6.7
"453","2012-08-01",6.7
"454","2012-08-02",6.7
"455","2012-08-03",6.7
"456","2012-08-06",6.8
"457","2012-08-07",6.8
"458","2012-08-08",6.8
"459","2012-08-09",6.8
"460","2012-08-10",6.8
"461","2012-08-13",6.9
"462","2012-08-14",6.9
"463","2012-08-15",6.9
"464","2012-08-16",6.65
"465","2012-08-17",6.8
"466","2012-08-20",6.8
"467","2012-08-21",6.8
"468","2012-08-22",6.8
"469","2012-08-23",7.1
"470","2012-08-24",6.75
"471","2012-08-27",6.75
"472","2012-08-28",6.75
"473","2012-08-29",6.75
"474","2012-08-30",6.75
"475","2012-08-31",7.1
"476","2012-09-04",7.1
"477","2012-09-05",7.05
"478","2012-09-06",6.7
"479","2012-09-07",6.68
"480","2012-09-10",6.75
"481","2012-09-11",6.7
"482","2012-09-12",6.7
"483","2012-09-13",7.01
"484","2012-09-14",7.48
"485","2012-09-17",7.2
"486","2012-09-18",7.2
"487","2012-09-19",7.05
"488","2012-09-20",7.49
"489","2012-09-21",7.25
"490","2012-09-24",7.25
"491","2012-09-25",7
"492","2012-09-26",7
"493","2012-09-27",7
"494","2012-09-28",7.1
"495","2012-10-01",7
"496","2012-10-02",6.75
"497","2012-10-03",6.75
"498","2012-10-04",7
"499","2012-10-05",7
"500","2012-10-08",7
"501","2012-10-09",7
"502","2012-10-10",7
"503","2012-10-11",6.82
"504","2012-10-12",6.82
"505","2012-10-15",6.82
"506","2012-10-16",6.82
"507","2012-10-17",6.82
"508","2012-10-18",6.82
"509","2012-10-19",6.82
"510","2012-10-22",6.82
"511","2012-10-23",7.19
"512","2012-10-24",7.17
"513","2012-10-25",7.17
"514","2012-10-26",7.18
"515","2012-10-31",7.18
"516","2012-11-01",7.18
"517","2012-11-02",7.48
"518","2012-11-05",7.48
"519","2012-11-06",7.48
"520","2012-11-07",7.48
"521","2012-11-08",7.48
"522","2012-11-09",7.48
"523","2012-11-12",7.48
"524","2012-11-13",6.7
"525","2012-11-14",6.7
"526","2012-11-15",7
"527","2012-11-16",7
"528","2012-11-19",6.75
"529","2012-11-20",6.75
"530","2012-11-21",6.75
"531","2012-11-23",6.75
"532","2012-11-26",6.75
"533","2012-11-27",6.85
"534","2012-11-28",6.85
"535","2012-11-29",6.85
"536","2012-11-30",6.99
"537","2012-12-03",6.76
"538","2012-12-04",6.8
"539","2012-12-05",6.8
"540","2012-12-06",6.6
"541","2012-12-07",6.6
"542","2012-12-10",6.6
"543","2012-12-11",7.15
"544","2012-12-12",7.1
"545","2012-12-13",7.38
"546","2012-12-14",7.38
"547","2012-12-17",7.38
"548","2012-12-18",7.38
"549","2012-12-19",6.96
"550","2012-12-20",6.76
"551","2012-12-21",6.76
"552","2012-12-24",7.09
"553","2012-12-26",7.2
"554","2012-12-27",7.2
"555","2012-12-28",7.2
"556","2012-12-31",7.5
"557","2013-01-02",7.5
"558","2013-01-03",7.5
"559","2013-01-04",7.5
"560","2013-01-07",7.2
"561","2013-01-08",7
"562","2013-01-09",6.95
"563","2013-01-10",6.8
"564","2013-01-11",6.95
"565","2013-01-14",6.9
"566","2013-01-15",6.9
"567","2013-01-16",7.15
"568","2013-01-17",7.2
"569","2013-01-18",7.2
"570","2013-01-22",7.2
"571","2013-01-23",7.3
"572","2013-01-24",7.3
"573","2013-01-25",7
"574","2013-01-28",7.5
"575","2013-01-29",7.5
"576","2013-01-30",7.5
"577","2013-01-31",7.5
"578","2013-02-01",7.4
"579","2013-02-04",7.4
"580","2013-02-05",7.4
"581","2013-02-06",7.4
"582","2013-02-07",7.4
"583","2013-02-08",7.3
"584","2013-02-11",7.1
"585","2013-02-12",7.4
"586","2013-02-13",7.11
"587","2013-02-14",7.11
"588","2013-02-15",7.11
"589","2013-02-19",7.25
"590","2013-02-20",7.25
"591","2013-02-21",7.25
"592","2013-02-22",6.96
"593","2013-02-25",6.96
"594","2013-02-26",6.96
"595","2013-02-27",6.96
"596","2013-02-28",7.25
"597","2013-03-01",7.25
"598","2013-03-04",7.25
"599","2013-03-05",6.97
"600","2013-03-06",7.25
"601","2013-03-07",6.97
"602","2013-03-08",7.25
"603","2013-03-11",6.9
"604","2013-03-12",6.9
"605","2013-03-13",6.9
"606","2013-03-14",6.9
"607","2013-03-15",6.9
"608","2013-03-18",6.85
"609","2013-03-19",6.85
"610","2013-03-20",6.85
"611","2013-03-21",6.85
"612","2013-03-22",6.85
"613","2013-03-25",6.85
"614","2013-03-26",6.85
"615","2013-03-27",6.79
"616","2013-03-28",6.75
"617","2013-04-01",7
"618","2013-04-02",7
"619","2013-04-03",6.55
"620","2013-04-04",7
"621","2013-04-05",7
"622","2013-04-08",6.9
"623","2013-04-09",6.9
"624","2013-04-10",6.31
"625","2013-04-11",6.9
"626","2013-04-12",6.9
"627","2013-04-15",6.75
"628","2013-04-16",6.75
"629","2013-04-17",6.35
"630","2013-04-18",6.3
"631","2013-04-19",6.3
"632","2013-04-22",6.06
"633","2013-04-23",6.06
"634","2013-04-24",6.35
"635","2013-04-25",6.89
"636","2013-04-26",6.75
"637","2013-04-29",6.88
"638","2013-04-30",6.52
"639","2013-05-01",6.3
"640","2013-05-02",6.3
"641","2013-05-03",6.69
"642","2013-05-06",6.69
"643","2013-05-07",6.94
"644","2013-05-08",6.94
"645","2013-05-09",6.94
"646","2013-05-10",6.94
"647","2013-05-13",6.5
"648","2013-05-14",6.9
"649","2013-05-15",6.9
"650","2013-05-16",6.75
"651","2013-05-17",6.2
"652","2013-05-20",6.2
"653","2013-05-21",6.5
"654","2013-05-22",6.5
"655","2013-05-23",6.4
"656","2013-05-24",6.4
"657","2013-05-28",6.5
"658","2013-05-29",6.25
"659","2013-05-30",6.25
"660","2013-05-31",7.2
"661","2013-06-03",7.05
"662","2013-06-04",6.85
"663","2013-06-05",7.19
"664","2013-06-06",7.05
"665","2013-06-07",6.85
"666","2013-06-10",6.85
"667","2013-06-11",7
"668","2013-06-12",7
"669","2013-06-13",7
"670","2013-06-14",6.85
"671","2013-06-17",6.95
"672","2013-06-18",7.1
"673","2013-06-19",6.75
"674","2013-06-20",7
"675","2013-06-21",7
"676","2013-06-24",6.7
"677","2013-06-25",7
"678","2013-06-26",6.71
"679","2013-06-27",6.71
"680","2013-06-28",7
"681","2013-07-01",7.1
"682","2013-07-02",7.25
"683","2013-07-03",7.25
"684","2013-07-05",7.24
"685","2013-07-08",7.24
"686","2013-07-09",7.24
"687","2013-07-10",7.24
"688","2013-07-11",7.24
"689","2013-07-12",7.24
"690","2013-07-15",7.24
"691","2013-07-16",7.24
"692","2013-07-17",7.24
"693","2013-07-18",7.24
"694","2013-07-19",7.24
"695","2013-07-22",7.24
"696","2013-07-23",7.1
"697","2013-07-24",7
"698","2013-07-25",7
"699","2013-07-26",7
"700","2013-07-29",7
"701","2013-07-30",7
"702","2013-07-31",7
"703","2013-08-01",7
"704","2013-08-02",7.1
"705","2013-08-05",7.1
"706","2013-08-06",7.1
"707","2013-08-07",7
"708","2013-08-08",6.95
"709","2013-08-09",7
"710","2013-08-12",7.24
"711","2013-08-13",7.24
"712","2013-08-14",7.5
"713","2013-08-15",7.94
"714","2013-08-16",7.5
"715","2013-08-19",7.75
"716","2013-08-20",7.47
"717","2013-08-21",7.75
"718","2013-08-22",7.75
"719","2013-08-23",7.55
"720","2013-08-26",7.57
"721","2013-08-27",7.8
"722","2013-08-28",7.77
"723","2013-08-29",7.87
"724","2013-08-30",7.81
"725","2013-09-03",7.81
"726","2013-09-04",7.75
"727","2013-09-05",7.75
"728","2013-09-06",7.75
"729","2013-09-09",7.25
"730","2013-09-10",7.76
"731","2013-09-11",7.5
"732","2013-09-12",7.5
"733","2013-09-13",7.5
"734","2013-09-16",7.9
"735","2013-09-17",7.88
"736","2013-09-18",7.88
"737","2013-09-19",7.95
"738","2013-09-20",7.6
"739","2013-09-23",7.55
"740","2013-09-24",7.84
"741","2013-09-25",7.61
"742","2013-09-26",7.89
"743","2013-09-27",7.48
"744","2013-09-30",7.45
"745","2013-10-01",7.55
"746","2013-10-02",7.55
"747","2013-10-03",7.49
"748","2013-10-04",7.49
"749","2013-10-07",7.24
"750","2013-10-08",7.44
"751","2013-10-09",7.1
"752","2013-10-10",7.2
"753","2013-10-11",7.25
"754","2013-10-14",7.25
"755","2013-10-15",7.45
"756","2013-10-16",7.45
"757","2013-10-17",7.48
"758","2013-10-18",7.47
"759","2013-10-21",7.44
"760","2013-10-22",7.44
"761","2013-10-23",6.85
"762","2013-10-24",7.74
"763","2013-10-25",7.69
"764","2013-10-28",7.6
"765","2013-10-29",7.51
"766","2013-10-30",7.51
"767","2013-10-31",7.48
"768","2013-11-01",7.44
"769","2013-11-04",7.44
"770","2013-11-05",7.44
"771","2013-11-06",7.7
"772","2013-11-07",7.7
"773","2013-11-08",7.85
"774","2013-11-11",7.85
"775","2013-11-12",7.85
"776","2013-11-13",7.42
"777","2013-11-14",7.75
"778","2013-11-15",7.75
"779","2013-11-18",7.75
"780","2013-11-19",7.83
"781","2013-11-20",7.83
"782","2013-11-21",7.85
"783","2013-11-22",7.85
"784","2013-11-25",7.85
"785","2013-11-26",7.85
"786","2013-11-27",7.87
"787","2013-11-29",7.87
"788","2013-12-02",7.77
"789","2013-12-03",7.8
"790","2013-12-04",7.75
"791","2013-12-05",7.9
"792","2013-12-06",7.7
"793","2013-12-09",7.7
"794","2013-12-10",7.42
"795","2013-12-11",7.42
"796","2013-12-12",7.7
"797","2013-12-13",7.7
"798","2013-12-16",7.45
"799","2013-12-17",7.6
"800","2013-12-18",7.9
"801","2013-12-19",7.65
"802","2013-12-20",7.93
"803","2013-12-23",7.55
"804","2013-12-24",7.55
"805","2013-12-26",7.4
"806","2013-12-27",7.4
"807","2013-12-30",7.3
"808","2013-12-31",7.34
"809","2014-01-02",7.39
"810","2014-01-03",7.62
"811","2014-01-06",7.62
"812","2014-01-07",7.7
"813","2014-01-08",7.7
"814","2014-01-09",7.6
"815","2014-01-10",7.61
"816","2014-01-13",7.56
"817","2014-01-14",7.5
"818","2014-01-15",7.52
"819","2014-01-16",7.65
"820","2014-01-17",7.65
"821","2014-01-21",7.7
"822","2014-01-22",7.72
"823","2014-01-23",7.62
"824","2014-01-24",7.73
"825","2014-01-27",8.19
"826","2014-01-28",7.58
"827","2014-01-29",8.25
"828","2014-01-30",7.85
"829","2014-01-31",7.9
"830","2014-02-03",8.2
"831","2014-02-04",7.68
"832","2014-02-05",7.47
"833","2014-02-06",7.38
"834","2014-02-07",7.7
"835","2014-02-10",7.12
"836","2014-02-11",7.15
"837","2014-02-12",7.15
"838","2014-02-13",7.01
"839","2014-02-14",7.01
"840","2014-02-18",7
"841","2014-02-19",6.77
"842","2014-02-20",6.98
"843","2014-02-21",6.98
"844","2014-02-24",7
"845","2014-02-25",7
"846","2014-02-26",7.15
"847","2014-02-27",6.77
"848","2014-02-28",7.1
"849","2014-03-03",7.35
"850","2014-03-04",7.33
"851","2014-03-05",7.5
"852","2014-03-06",7.45
"853","2014-03-07",7.5
"854","2014-03-10",7.32
"855","2014-03-11",7.75
"856","2014-03-12",7.75
"857","2014-03-13",7.75
"858","2014-03-14",7.71
"859","2014-03-17",7.72
"860","2014-03-18",7.5
"861","2014-03-19",7.5
"862","2014-03-20",7.29
"863","2014-03-21",7.15
"864","2014-03-24",7.25
"865","2014-03-25",7.25
"866","2014-03-26",7.36
"867","2014-03-27",7.39
"868","2014-03-28",7.36
"869","2014-03-31",7.5
"870","2014-04-01",7.29
"871","2014-04-02",7.68
"872","2014-04-03",7.83
"873","2014-04-04",8.54
"874","2014-04-07",8.64
"875","2014-04-08",8.6
"876","2014-04-09",9.25
"877","2014-04-10",9.25
"878","2014-04-11",9.17
"879","2014-04-14",9.51
"880","2014-04-15",9.13
"881","2014-04-16",9.5
"882","2014-04-17",9.7
"883","2014-04-21",9.99
"884","2014-04-22",9.89
"885","2014-04-23",9.99
"886","2014-04-24",9.94
"887","2014-04-25",9.87
"888","2014-04-28",9.99
"889","2014-04-29",9.5
"890","2014-04-30",9.68
"891","2014-05-01",9.53
"892","2014-05-02",9.53
"893","2014-05-05",9.29
"894","2014-05-06",8.69
"895","2014-05-07",8.42
"896","2014-05-08",7.83
"897","2014-05-09",7.96
"898","2014-05-12",8.11
"899","2014-05-13",8.39
"900","2014-05-14",8.5
"901","2014-05-15",9
"902","2014-05-16",8.3
"903","2014-05-19",8.36
"904","2014-05-20",8.5
"905","2014-05-21",8.72
"906","2014-05-22",8.7
"907","2014-05-23",8.78
"908","2014-05-27",8.9
"909","2014-05-28",8.98
"910","2014-05-29",9.32
"911","2014-05-30",9.44
"912","2014-06-02",9.88
"913","2014-06-03",9.99
"914","2014-06-04",9.68
"915","2014-06-05",9.65
"916","2014-06-06",9.69
"917","2014-06-09",9.97
"918","2014-06-10",9.96
"919","2014-06-11",9.94
"920","2014-06-12",9.94
"921","2014-06-13",9.7
"922","2014-06-16",10
"923","2014-06-17",10.01
"924","2014-06-18",10.1
"925","2014-06-19",10.1
"926","2014-06-20",9.37
"927","2014-06-23",9.9
"928","2014-06-24",10.12
"929","2014-06-25",10.18
"930","2014-06-26",9.97
"931","2014-06-27",9.47
"932","2014-06-30",8.7
"933","2014-07-01",8.25
"934","2014-07-02",7.85
"935","2014-07-03",7.69
"936","2014-07-07",7.41
"937","2014-07-08",7.73
"938","2014-07-09",7.52
"939","2014-07-10",7.38
"940","2014-07-11",7.45
"941","2014-07-14",7.52
"942","2014-07-15",7.43
"943","2014-07-16",7.39
"944","2014-07-17",7.3
"945","2014-07-18",7.47
"946","2014-07-21",7.47
"947","2014-07-22",7.38
"948","2014-07-23",7.25
"949","2014-07-24",7.11
"950","2014-07-25",6.82
"951","2014-07-28",6.91
"952","2014-07-29",6.91
"953","2014-07-30",7.15
"954","2014-07-31",7.11
"955","2014-08-01",6.99
"956","2014-08-04",7.15
"957","2014-08-05",7.03
"958","2014-08-06",7.01
"959","2014-08-07",6.96
"960","2014-08-08",7.05
"961","2014-08-11",7.22
"962","2014-08-12",7.05
"963","2014-08-13",7.19
"964","2014-08-14",7.09
"965","2014-08-15",7.09
"966","2014-08-18",7.19
"967","2014-08-19",7.25
"968","2014-08-20",7.18
"969","2014-08-21",7.25
"970","2014-08-22",7.2
"971","2014-08-25",7.29
"972","2014-08-26",7.31
"973","2014-08-27",7.25
"974","2014-08-28",7.12
"975","2014-08-29",7.24
"976","2014-09-02",7.14
"977","2014-09-03",6.91
"978","2014-09-04",6.84
"979","2014-09-05",7.01
"980","2014-09-08",7.46
"981","2014-09-09",7.83
"982","2014-09-10",7.99
"983","2014-09-11",8.45
"984","2014-09-12",7.73
"985","2014-09-15",7.81
"986","2014-09-16",7.59
"987","2014-09-17",7.56
"988","2014-09-18",7.51
"989","2014-09-19",7.6
"990","2014-09-22",7.34
"991","2014-09-23",7.19
"992","2014-09-24",7.49
"993","2014-09-25",7.47
"994","2014-09-26",7.42
"995","2014-09-29",7.2
"996","2014-09-30",8.26
"997","2014-10-01",7.67
"998","2014-10-02",7.61
"999","2014-10-03",7.5
"1000","2014-10-06",7.45
"1001","2014-10-07",7.49
"1002","2014-10-08",7.4
"1003","2014-10-09",7.23
"1004","2014-10-10",7.23
"1005","2014-10-13",7.26
"1006","2014-10-14",7.5
"1007","2014-10-15",7.21
"1008","2014-10-16",7.28
