"","date","ATTO"
"1","2014-10-02",65.454544
"2","2014-10-03",64.393936
"3","2014-10-06",64.242424
"4","2014-10-07",60.60606
"5","2014-10-08",56.81818
"6","2014-10-09",52.878788
"7","2014-10-10",53.484848
"8","2014-10-13",54.494949
"9","2014-10-14",52.171719
"10","2014-10-15",49.343433
"11","2014-10-16",52.171719
"12","2014-10-17",52.575756
"13","2014-10-20",51.060608
"14","2014-10-21",51.868687
"15","2014-10-22",49.696968
"16","2014-10-23",50.60606
"17","2014-10-24",49.696968
"18","2014-10-27",47.626263
"19","2014-10-28",50.353535
"20","2014-10-29",55
"21","2014-10-30",56.81818
"22","2014-10-31",59.292931
"23","2014-11-03",59.949493
"24","2014-11-04",60.050507
"25","2014-11-05",60.656567
"26","2014-11-06",61.414143
"27","2014-11-07",62.171719
"28","2014-11-10",62.727272
"29","2014-11-11",60.252525
"30","2014-11-12",59.797981
"31","2014-11-13",59.242424
"32","2014-11-14",57.272728
"33","2014-11-17",55.858585
"34","2014-11-18",54.545456
"35","2014-11-19",54.848484
"36","2014-11-20",56.010101
"37","2014-11-21",56.060608
"38","2014-11-24",56.313129
"39","2014-11-25",56.767677
"40","2014-11-26",56.010101
"41","2014-11-28",55.707069
"42","2014-12-01",55.656567
"43","2014-12-02",54.797981
"44","2014-12-03",55.858585
"45","2014-12-04",55.858585
"46","2014-12-05",57.525253
"47","2014-12-08",57.272728
"48","2014-12-09",58.080807
"49","2014-12-10",56.010101
"50","2014-12-11",55.050507
"51","2014-12-12",53.080807
"52","2014-12-15",53.333332
"53","2014-12-16",51.313129
"54","2014-12-17",51.767677
"55","2014-12-18",52.373737
"56","2014-12-19",50.454544
"57","2014-12-22",50.303032
"58","2014-12-23",51.010101
"59","2014-12-24",50.202019
"60","2014-12-26",48.737373
"61","2014-12-29",49.797981
"62","2014-12-30",52.929295
"63","2014-12-31",52.777779
"64","2015-01-02",54.141415
"65","2015-01-05",56.717171
"66","2015-01-06",55.050507
"67","2015-01-07",56.666668
"68","2015-01-08",57.474747
"69","2015-01-09",56.616161
"70","2015-01-12",55.404041
"71","2015-01-13",54.242424
"72","2015-01-14",57.020203
"73","2015-01-15",57.171719
"74","2015-01-16",56.313129
"75","2015-01-20",57.323231
"76","2015-01-21",59.747475
"77","2015-01-22",59.545456
"78","2015-01-23",60.101009
"79","2015-01-26",60.353535
"80","2015-01-27",59.949493
"81","2015-01-28",60.404041
"82","2015-01-29",59.292931
"83","2015-01-30",60.151516
"84","2015-02-02",59.191917
"85","2015-02-03",59.848484
"86","2015-02-04",59.090908
"87","2015-02-05",60.555557
"88","2015-02-06",59.39394
"89","2015-02-09",59.898991
"90","2015-02-10",59.848484
"91","2015-02-11",60
"92","2015-02-12",60.252525
"93","2015-02-13",59.191917
"94","2015-02-17",56.666668
"95","2015-02-18",57.575756
"96","2015-02-19",58.838383
"97","2015-02-20",59.39394
"98","2015-02-23",59.494949
"99","2015-02-24",59.39394
"100","2015-02-25",60.656567
"101","2015-02-26",61.616161
"102","2015-02-27",58.18182
"103","2015-03-02",56.515152
"104","2015-03-03",56.060608
"105","2015-03-04",58.585857
"106","2015-03-05",59.141415
"107","2015-03-06",59.090908
"108","2015-03-09",58.18182
"109","2015-03-10",57.323231
"110","2015-03-11",56.414143
"111","2015-03-12",57.323231
"112","2015-03-13",56.767677
"113","2015-03-16",57.878788
"114","2015-03-17",58.989899
"115","2015-03-18",59.646465
"116","2015-03-19",59.595959
"117","2015-03-20",61.111111
"118","2015-03-23",59.595959
"119","2015-03-24",59.747475
"120","2015-03-25",60.555557
"121","2015-03-26",60.353535
"122","2015-03-27",60.151516
"123","2015-03-30",59.595959
"124","2015-03-31",60.050507
"125","2015-04-01",61.616161
"126","2015-04-02",61.565655
"127","2015-04-06",61.868687
"128","2015-04-07",60.757576
"129","2015-04-08",62.373737
"130","2015-04-09",62.878788
"131","2015-04-10",63.484848
"132","2015-04-13",64.646461
"133","2015-04-14",65.202019
"134","2015-04-15",66.414139
"135","2015-04-16",66.515152
"136","2015-04-17",65.555557
"137","2015-04-20",65.252525
"138","2015-04-21",65.353539
"139","2015-04-22",64.848488
"140","2015-04-23",65.252525
"141","2015-04-24",65.454544
"142","2015-04-27",65.404037
"143","2015-04-28",65.606064
"144","2015-04-29",65.808083
"145","2015-04-30",66.161613
"146","2015-05-01",66.010101
"147","2015-05-04",65.757576
"148","2015-05-05",65.757576
"149","2015-05-06",65.505051
"150","2015-05-07",64.646461
"151","2015-05-08",64.292931
"152","2015-05-11",65.252525
"153","2015-05-12",64.797981
"154","2015-05-13",65.555557
"155","2015-05-14",66.414139
"156","2015-05-15",66.010101
"157","2015-05-18",66.313133
"158","2015-05-19",66.161613
"159","2015-05-20",66.86869
"160","2015-05-21",66.919189
"161","2015-05-22",66.717171
"162","2015-05-26",64.797981
"163","2015-05-27",65
"164","2015-05-28",65.656563
"165","2015-05-29",65.808083
"166","2015-06-01",66.161613
"167","2015-06-02",66.111115
"168","2015-06-03",67.929291
"169","2015-06-04",68.13131
"170","2015-06-05",68.030304
"171","2015-06-08",68.080811
"172","2015-06-09",68.030304
"173","2015-06-10",68.939392
"174","2015-06-11",68.181816
"175","2015-06-12",68.888885
"176","2015-06-15",68.737373
"177","2015-06-16",69.848488
"178","2015-06-17",69.646461
"179","2015-06-18",69.646461
"180","2015-06-19",69.949493
"181","2015-06-22",70.555557
"182","2015-06-23",70.808083
"183","2015-06-24",71.313133
"184","2015-06-25",72.171715
"185","2015-06-26",72.42424
"186","2015-06-29",71.666664
"187","2015-06-30",72.626259
"188","2015-07-01",72.525253
"189","2015-07-02",72.171715
"190","2015-07-06",72.626259
"191","2015-07-07",71.818184
"192","2015-07-08",69.646461
"193","2015-07-09",70.101013
"194","2015-07-10",69.696968
"195","2015-07-13",70.353539
"196","2015-07-14",70.454544
"197","2015-07-15",70.151512
"198","2015-07-16",69.494949
"199","2015-07-17",68.181816
"200","2015-07-20",67.979797
"201","2015-07-21",68.030304
"202","2015-07-22",67.070709
"203","2015-07-23",65.909088
"204","2015-07-24",63.131313
"205","2015-07-27",62.323231
"206","2015-07-28",61.515152
"207","2015-07-29",61.919193
"208","2015-07-30",62.272728
"209","2015-07-31",61.616161
"210","2015-08-03",63.737373
"211","2015-08-04",62.878788
"212","2015-08-05",62.727272
"213","2015-08-06",61.919193
"214","2015-08-07",61.414143
"215","2015-08-10",61.565655
"216","2015-08-11",60.353535
"217","2015-08-12",62.676769
"218","2015-08-13",63.18182
"219","2015-08-14",64.343437
"220","2015-08-17",64.494949
"221","2015-08-18",63.080807
"222","2015-08-19",61.868687
"223","2015-08-20",60.959595
"224","2015-08-21",60.60606
"225","2015-08-24",59.242424
"226","2015-08-25",59.545456
"227","2015-08-26",58.939392
"228","2015-08-27",58.838383
"229","2015-08-28",58.232323
"230","2015-08-31",55.959595
"231","2015-09-01",53.838383
"232","2015-09-02",52.979797
"233","2015-09-03",55.454544
"234","2015-09-04",56.060608
"235","2015-09-08",54.595959
"236","2015-09-09",53.78788
"237","2015-09-10",54.696968
"238","2015-09-11",55.050507
"239","2015-09-14",55.505051
"240","2015-09-15",55.555557
"241","2015-09-16",55.505051
"242","2015-09-17",55.757576
"243","2015-09-18",55.555557
"244","2015-09-21",56.717171
"245","2015-09-22",57.222221
"246","2015-09-23",57.626263
"247","2015-09-24",54.949493
"248","2015-09-25",51.969696
"249","2015-09-28",51.767677
"250","2015-09-29",50
"251","2015-09-30",53.282829
"252","2015-10-01",51.565655
"253","2015-10-02",50.252525
"254","2015-10-05",51.21212
"255","2015-10-06",52.070705
"256","2015-10-07",51.262627
"257","2015-10-08",51.010101
"258","2015-10-09",51.262627
"259","2015-10-12",49.444443
"260","2015-10-13",49.040405
"261","2015-10-14",46.81818
"262","2015-10-15",49.343433
"263","2015-10-16",50.050507
"264","2015-10-19",51.868687
"265","2015-10-20",50.505051
"266","2015-10-21",49.090908
"267","2015-10-22",49.949493
"268","2015-10-23",50.909092
"269","2015-10-26",50.858585
"270","2015-10-27",49.494949
"271","2015-10-28",50.555557
"272","2015-10-29",49.797981
"273","2015-10-30",52.020203
"274","2015-11-02",52.626263
"275","2015-11-03",53.030304
"276","2015-11-04",53.131313
"277","2015-11-05",53.737373
"278","2015-11-06",54.343433
"279","2015-11-09",57.323231
"280","2015-11-10",57.474747
"281","2015-11-11",57.424244
"282","2015-11-12",56.21212
"283","2015-11-13",56.21212
"284","2015-11-16",56.919193
"285","2015-11-17",57.373737
"286","2015-11-18",57.373737
"287","2015-11-19",57.424244
"288","2015-11-20",57.323231
"289","2015-11-23",56.616161
"290","2015-11-24",56.060608
"291","2015-11-25",54.191917
"292","2015-11-27",55.808083
"293","2015-11-30",55.505051
"294","2015-12-01",55.505051
"295","2015-12-02",55.454544
"296","2015-12-03",54.747475
"297","2015-12-04",52.979797
"298","2015-12-07",52.525253
"299","2015-12-08",53.030304
"300","2015-12-09",53.484848
"301","2015-12-10",53.78788
"302","2015-12-11",53.78788
"303","2015-12-14",51.81818
"304","2015-12-15",52.020203
"305","2015-12-16",51.515152
"306","2015-12-17",51.363636
"307","2015-12-18",50
"308","2015-12-21",48.131313
"309","2015-12-22",47.272728
"310","2015-12-23",44.545456
"311","2015-12-24",47.020203
"312","2015-12-28",47.626263
"313","2015-12-29",46.868687
"314","2015-12-30",46.919193
"315","2015-12-31",49.191917
"316","2016-01-04",46.616161
"317","2016-01-05",46.21212
"318","2016-01-06",46.262627
"319","2016-01-07",46.111111
"320","2016-01-08",46.515152
"321","2016-01-11",46.969696
"322","2016-01-12",47.323231
"323","2016-01-13",46.767677
"324","2016-01-14",46.969696
"325","2016-01-15",46.919193
"326","2016-01-19",46.868687
"327","2016-01-20",46.616161
"328","2016-01-21",46.464645
"329","2016-01-22",46.464645
"330","2016-01-25",46.464645
"331","2016-01-26",45.909092
"332","2016-01-27",45.757576
"333","2016-01-28",46.21212
"334","2016-01-29",47.929295
"335","2016-02-01",47.474747
"336","2016-02-02",46.666668
"337","2016-02-03",46.363636
"338","2016-02-04",46.565655
"339","2016-02-05",46.717171
"340","2016-02-08",45.555557
"341","2016-02-09",45.202019
"342","2016-02-10",45.454544
"343","2016-02-11",44.696968
"344","2016-02-12",44.191917
"345","2016-02-16",44.292931
"346","2016-02-17",43.131313
"347","2016-02-18",42.474747
"348","2016-02-19",41.515152
"349","2016-02-22",41.919193
"350","2016-02-23",41.515152
"351","2016-02-24",40.707069
"352","2016-02-25",41.262627
"353","2016-02-26",41.363636
"354","2016-02-29",41.969696
"355","2016-03-01",42.272728
"356","2016-03-02",42.121212
"357","2016-03-03",42.525253
"358","2016-03-04",44.898991
"359","2016-03-07",45.353535
"360","2016-03-08",44.595959
"361","2016-03-09",36.666668
"362","2016-03-10",36.515152
"363","2016-03-11",35.959595
"364","2016-03-14",35.757576
"365","2016-03-15",35.959595
"366","2016-03-16",35.757576
"367","2016-03-17",36.515152
"368","2016-03-18",36.313129
"369","2016-03-21",38.383839
"370","2016-03-22",38.030304
"371","2016-03-23",38.131313
"372","2016-03-24",36.81818
"373","2016-03-28",39.595959
"374","2016-03-29",38.989899
"375","2016-03-30",38.636364
"376","2016-03-31",41.363636
"377","2016-04-01",41.717171
"378","2016-04-04",40.656567
"379","2016-04-05",39.949493
"380","2016-04-06",38.636364
"381","2016-04-07",38.131313
"382","2016-04-08",39.040405
"383","2016-04-11",39.242424
"384","2016-04-12",38.232323
"385","2016-04-13",37.474747
"386","2016-04-14",38.939392
"387","2016-04-15",39.090908
"388","2016-04-18",38.585857
"389","2016-04-19",39.141415
"390","2016-04-20",38.484848
"391","2016-04-21",38.080807
"392","2016-04-22",38.838383
"393","2016-04-25",38.939392
"394","2016-04-26",38.232323
"395","2016-04-27",37.979797
"396","2016-04-28",38.939392
"397","2016-04-29",43.18182
"398","2016-05-02",41.161617
"399","2016-05-03",40.959595
"400","2016-05-04",40.303032
"401","2016-05-05",41.010101
"402","2016-05-06",40.909092
"403","2016-05-09",41.21212
"404","2016-05-10",41.767677
"405","2016-05-11",45.959595
"406","2016-05-12",45.101009
"407","2016-05-13",44.545456
"408","2016-05-16",44.39394
