"","date","EYPT"
"175","2007-09-12",4.16
"176","2007-09-13",4.16
"177","2007-09-14",4.12
"178","2007-09-17",4.04
"179","2007-09-18",3.96
"180","2007-09-19",3.92
"181","2007-09-20",3.96
"182","2007-09-21",3.88
"183","2007-09-24",3.68
"184","2007-09-25",3.64
"185","2007-09-26",3.48
"186","2007-09-27",3.8
"187","2007-09-28",4.04
"188","2007-10-01",3.96
"189","2007-10-02",3.92
"190","2007-10-03",4.2
"191","2007-10-04",4.2
"192","2007-10-05",4.2
"193","2007-10-08",4.52
"194","2007-10-09",4.4
"195","2007-10-10",4.6
"196","2007-10-11",4.76
"197","2007-10-12",4.68
"198","2007-10-15",4.84
"199","2007-10-16",4.76
"200","2007-10-17",4.8
"201","2007-10-18",4.76
"202","2007-10-19",4.76
"203","2007-10-22",4.52
"204","2007-10-23",4.32
"205","2007-10-24",4.4
"206","2007-10-25",4.52
"207","2007-10-26",4.6
"208","2007-10-29",4.6
"209","2007-10-30",4.52
"210","2007-10-31",4.48
"211","2007-11-01",4.6
"212","2007-11-02",4.36
"213","2007-11-05",4.12
"214","2007-11-06",4.32
"215","2007-11-07",4.32
"216","2007-11-08",4.16
"217","2007-11-09",4.04
"218","2007-11-12",3.88
"219","2007-11-13",4
"220","2007-11-14",3.92
"221","2007-11-15",3.88
"222","2007-11-16",3.8
"223","2007-11-19",3.76
"224","2007-11-20",3.64
"225","2007-11-21",3.56
"226","2007-11-23",3.56
"227","2007-11-26",3.64
"228","2007-11-27",3.6
"229","2007-11-28",3.76
"230","2007-11-29",3.8
"231","2007-11-30",3.68
"232","2007-12-03",3.4
"233","2007-12-04",3.4
"234","2007-12-05",3.52
"235","2007-12-06",3.28
"236","2007-12-07",3.6
"237","2007-12-10",3.28
"238","2007-12-11",3.24
"239","2007-12-12",3
"240","2007-12-13",3.12
"241","2007-12-14",3.2
"242","2007-12-17",3.24
"243","2007-12-18",3.16
"244","2007-12-19",3.12
"245","2007-12-20",3.36
"246","2007-12-21",3.52
"247","2007-12-24",3.44
"248","2007-12-26",3.32
"249","2007-12-27",3.2
"250","2007-12-28",3.28
"251","2007-12-31",3.16
"252","2008-01-02",3.24
"253","2008-01-03",3.32
"254","2008-01-04",3.2
"255","2008-01-07",3.24
"256","2008-01-08",3.24
"257","2008-01-09",3.2
"258","2008-01-10",3.08
"259","2008-01-11",3.24
"260","2008-01-14",3.28
"261","2008-01-15",3.24
"262","2008-01-16",3.2
"263","2008-01-17",3
"264","2008-01-18",2.92
"265","2008-01-22",2.64
"266","2008-01-23",3.2
"267","2008-01-24",3.36
"268","2008-01-25",3.6
"269","2008-01-28",3.8
"270","2008-01-29",3.56
"271","2008-01-30",3.4
"272","2008-01-31",3.4
"273","2008-02-01",3.2
"274","2008-02-04",3.12
"275","2008-02-05",3
"276","2008-02-06",3.16
"277","2008-02-07",2.92
"278","2008-02-08",3.28
"279","2008-02-11",3.28
"280","2008-02-12",2.96
"281","2008-02-13",2.92
"282","2008-02-14",3.12
"283","2008-02-15",3
"284","2008-02-19",3.2
"285","2008-02-20",3
"286","2008-02-21",2.68
"287","2008-02-22",2.76
"288","2008-02-25",2.8
"289","2008-02-26",2.76
"290","2008-02-27",2.72
"291","2008-02-28",2.8
"292","2008-02-29",2.8
"293","2008-03-03",2.64
"294","2008-03-04",2.2
"295","2008-03-05",2.44
"296","2008-03-06",2.4
"297","2008-03-07",2.12
"298","2008-03-10",2.28
"299","2008-03-11",2.36
"300","2008-03-12",2.44
"301","2008-03-13",2.52
"302","2008-03-14",2.52
"303","2008-03-17",2.92
"304","2008-03-18",2.84
"305","2008-03-19",2.8
"306","2008-03-20",2.68
"307","2008-03-24",2.84
"308","2008-03-25",2.8
"309","2008-03-26",2.92
"310","2008-03-27",3.04
"311","2008-03-28",3.16
"312","2008-03-31",3
"313","2008-04-01",2.8
"314","2008-04-02",2.8
"315","2008-04-03",2.6
"316","2008-04-04",2.72
"317","2008-04-07",2.72
"318","2008-04-08",2.84
"319","2008-04-09",2.8
"320","2008-04-10",2.8
"321","2008-04-11",2.84
"322","2008-04-14",2.84
"323","2008-04-15",3.08
"324","2008-04-16",3.04
"325","2008-04-17",3.04
"326","2008-04-18",3
"327","2008-04-21",3.12
"328","2008-04-22",3.12
"329","2008-04-23",3.44
"330","2008-04-24",3.56
"331","2008-04-25",3.6
"332","2008-04-28",3.36
"333","2008-04-29",3.52
"334","2008-04-30",3.68
"335","2008-05-01",3.96
"336","2008-05-02",3.96
"337","2008-05-05",3.96
"338","2008-05-06",3.96
"339","2008-05-07",4.08
"340","2008-05-08",4.04
"341","2008-05-09",4
"342","2008-05-12",4
"343","2008-05-13",4
"344","2008-05-14",4
"345","2008-05-15",4
"346","2008-05-16",4
"347","2008-05-19",3.96
"348","2008-05-20",4
"349","2008-05-21",4.08
"350","2008-05-22",4.56
"351","2008-05-23",4.6
"352","2008-05-27",4.88
"353","2008-05-28",4.92
"354","2008-05-29",4.88
"355","2008-05-30",4.84
"356","2008-06-02",4.6
"357","2008-06-03",4.64
"358","2008-06-04",4.4
"359","2008-06-05",4.32
"360","2008-06-06",4.08
"361","2008-06-09",4.04
"362","2008-06-10",3.8
"363","2008-06-11",3.16
"364","2008-06-12",3.8
"365","2008-06-13",3.9
"366","2008-06-16",3.41
"367","2008-06-17",3.62
"368","2008-06-18",3.49
"369","2008-06-19",3.38
"370","2008-06-20",3.5
"371","2008-06-23",3.25
"372","2008-06-24",2.9
"373","2008-06-25",2.75
"374","2008-06-26",2.6
"375","2008-06-27",2.83
"376","2008-06-30",2.9
"377","2008-07-01",2.9
"378","2008-07-02",2.85
"379","2008-07-03",2.92
"380","2008-07-07",2.8
"381","2008-07-08",2.83
"382","2008-07-09",2.65
"383","2008-07-10",2.74
"384","2008-07-11",2.9
"385","2008-07-14",2.88
"386","2008-07-15",2.85
"387","2008-07-16",2.8
"388","2008-07-17",2.75
"389","2008-07-18",2.98
"390","2008-07-21",3.2
"391","2008-07-22",2.98
"392","2008-07-23",3.07
"393","2008-07-24",3.19
"394","2008-07-25",2.9
"395","2008-07-28",3.15
"396","2008-07-29",3.3
"397","2008-07-30",3.28
"398","2008-07-31",3.4
"399","2008-08-01",3.19
"400","2008-08-04",3.21
"401","2008-08-05",3.12
"402","2008-08-06",2.97
"403","2008-08-07",3
"404","2008-08-08",2.92
"405","2008-08-11",3
"406","2008-08-12",3.04
"407","2008-08-13",3.03
"408","2008-08-14",3.02
"409","2008-08-15",2.94
"410","2008-08-18",3
"411","2008-08-19",3.2
"412","2008-08-20",3.2
"413","2008-08-21",3.07
"414","2008-08-22",3
"415","2008-08-25",3.05
"416","2008-08-26",3
"417","2008-08-27",3
"418","2008-08-28",2.87
"419","2008-08-29",3.2
"420","2008-09-02",2.9
"421","2008-09-03",3.02
"422","2008-09-04",2.9
"423","2008-09-05",2.99
"424","2008-09-08",3.05
"425","2008-09-09",2.98
"426","2008-09-10",2.77
"427","2008-09-11",2.85
"428","2008-09-12",2.9
"429","2008-09-15",2.73
"430","2008-09-16",2.71
"431","2008-09-17",2.8
"432","2008-09-18",2.95
"433","2008-09-19",2.74
"434","2008-09-22",2.45
"435","2008-09-23",2.81
"436","2008-09-24",2.85
"437","2008-09-25",2.3
"438","2008-09-26",2.21
"439","2008-09-29",1.55
"440","2008-09-30",1.4
"441","2008-10-01",1.38
"442","2008-10-02",1.25
"443","2008-10-03",1.2
"444","2008-10-06",1.14
"445","2008-10-07",0.92
"446","2008-10-08",1.1
"447","2008-10-09",1.05
"448","2008-10-10",1
"449","2008-10-13",1.19
"450","2008-10-14",1.15
"451","2008-10-15",0.88
"452","2008-10-16",0.95
"453","2008-10-17",1.04
"454","2008-10-20",1.18
"455","2008-10-21",1.13
"456","2008-10-22",1.25
"457","2008-10-23",1.34
"458","2008-10-24",1.37
"459","2008-10-27",1.33
"460","2008-10-28",1.5
"461","2008-10-29",2
"462","2008-10-30",1.38
"463","2008-10-31",1.4
"464","2008-11-03",1.2
"465","2008-11-04",1.2
"466","2008-11-05",1.2
"467","2008-11-06",1.18
"468","2008-11-07",1.18
"469","2008-11-10",1.18
"470","2008-11-11",1.18
"471","2008-11-12",1.19
"472","2008-11-13",1.19
"473","2008-11-14",1.16
"474","2008-11-17",1.15
"475","2008-11-18",1.13
"476","2008-11-19",1.17
"477","2008-11-20",0.9
"478","2008-11-21",0.9
"479","2008-11-24",1.1
"480","2008-11-25",1.1
"481","2008-11-26",1.07
"482","2008-11-28",1.07
"483","2008-12-01",1.08
"484","2008-12-02",1.09
"485","2008-12-03",1.09
"486","2008-12-04",1.1
"487","2008-12-05",1.05
"488","2008-12-08",1.12
"489","2008-12-09",1.2
"490","2008-12-10",1.2
"491","2008-12-11",1.2
"492","2008-12-12",0.97
"493","2008-12-15",1.02
"494","2008-12-16",1.02
"495","2008-12-17",0.99
"496","2008-12-18",1
"497","2008-12-19",0.9
"498","2008-12-22",0.92
"499","2008-12-23",0.9
"500","2008-12-24",1.01
"501","2008-12-26",0.9
"502","2008-12-29",0.96
"503","2008-12-30",0.96
"504","2008-12-31",0.94
"505","2009-01-02",0.89
"506","2009-01-05",0.88
"507","2009-01-06",0.89
"508","2009-01-07",0.86
"509","2009-01-08",0.89
"510","2009-01-09",0.87
"511","2009-01-12",0.99
"512","2009-01-13",0.99
"513","2009-01-14",0.99
"514","2009-01-15",0.99
"515","2009-01-16",0.99
"516","2009-01-20",1.11
"517","2009-01-21",1.1
"518","2009-01-22",1.08
"519","2009-01-23",1.04
"520","2009-01-26",1.05
"521","2009-01-27",1.04
"522","2009-01-28",1.06
"523","2009-01-29",0.94
"524","2009-01-30",0.94
"525","2009-02-02",0.85
"526","2009-02-03",0.94
"527","2009-02-04",0.78
"528","2009-02-05",0.82
"529","2009-02-06",0.75
"530","2009-02-09",0.85
"531","2009-02-10",0.83
"532","2009-02-11",0.76
"533","2009-02-12",0.75
"534","2009-02-13",0.75
"535","2009-02-17",0.75
"536","2009-02-18",0.7
"537","2009-02-19",0.7
"538","2009-02-20",0.73
"539","2009-02-23",0.8
"540","2009-02-24",0.8
"541","2009-02-25",0.8
"542","2009-02-26",0.8
"543","2009-02-27",0.65
"544","2009-03-02",0.65
"545","2009-03-03",0.65
"546","2009-03-04",0.66
"547","2009-03-05",0.66
"548","2009-03-06",0.64
"549","2009-03-09",0.61
"550","2009-03-10",0.8
"551","2009-03-11",0.62
"552","2009-03-12",0.75
"553","2009-03-13",0.78
"554","2009-03-16",0.78
"555","2009-03-17",0.78
"556","2009-03-18",0.82
"557","2009-03-19",0.8
"558","2009-03-20",0.8
"559","2009-03-23",0.8
"560","2009-03-24",0.87
"561","2009-03-25",0.9
"562","2009-03-26",1
"563","2009-03-27",1
"564","2009-03-30",1.05
"565","2009-03-31",1.01
"566","2009-04-01",0.94
"567","2009-04-02",1.24
"568","2009-04-03",1.09
"569","2009-04-06",1.19
"570","2009-04-07",1.08
"571","2009-04-08",1.1
"572","2009-04-09",1.3
"573","2009-04-13",1.1
"574","2009-04-14",1.16
"575","2009-04-15",1.35
"576","2009-04-16",1.25
"577","2009-04-17",1.3
"578","2009-04-20",1.2
"579","2009-04-21",1.16
"580","2009-04-22",1.25
"581","2009-04-23",1.34
"582","2009-04-24",1.3
"583","2009-04-27",1.24
"584","2009-04-28",1.51
"585","2009-04-29",1.7
"586","2009-04-30",1.8
"587","2009-05-01",1.82
"588","2009-05-04",1.75
"589","2009-05-05",1.68
"590","2009-05-06",1.59
"591","2009-05-07",1.55
"592","2009-05-08",1.6
"593","2009-05-11",1.43
"594","2009-05-12",1.65
"595","2009-05-13",1.6
"596","2009-05-14",1.62
"597","2009-05-15",1.75
"598","2009-05-18",1.7
"599","2009-05-19",1.65
"600","2009-05-20",1.72
"601","2009-05-21",1.62
"602","2009-05-22",1.55
"603","2009-05-26",1.6
"604","2009-05-27",1.78
"605","2009-05-28",1.6
"606","2009-05-29",1.8
"607","2009-06-01",2.01
"608","2009-06-02",2.04
"609","2009-06-03",1.9
"610","2009-06-04",1.97
"611","2009-06-05",1.95
"612","2009-06-08",1.89
"613","2009-06-09",1.85
"614","2009-06-10",1.93
"615","2009-06-11",1.85
"616","2009-06-12",1.86
"617","2009-06-15",1.86
"618","2009-06-16",1.93
"619","2009-06-17",1.95
"620","2009-06-18",2.05
"621","2009-06-19",2.07
"622","2009-06-22",1.85
"623","2009-06-23",1.81
"624","2009-06-24",1.78
"625","2009-06-25",1.81
"626","2009-06-26",1.88
"627","2009-06-29",1.88
"628","2009-06-30",1.79
"629","2009-07-01",1.84
"630","2009-07-02",1.77
"631","2009-07-06",1.67
"632","2009-07-07",1.67
"633","2009-07-08",1.59
"634","2009-07-09",1.67
"635","2009-07-10",1.65
"636","2009-07-13",1.75
"637","2009-07-14",1.62
"638","2009-07-15",1.66
"639","2009-07-16",1.63
"640","2009-07-17",1.63
"641","2009-07-20",1.69
"642","2009-07-21",1.59
"643","2009-07-22",1.63
"644","2009-07-23",1.6
"645","2009-07-24",1.66
"646","2009-07-27",1.87
"647","2009-07-28",2.34
"648","2009-07-29",2.3
"649","2009-07-30",2.1
"650","2009-07-31",2.18
"651","2009-08-03",2.4
"652","2009-08-04",2.35
"653","2009-08-05",2.45
"654","2009-08-06",2.59
"655","2009-08-07",2.75
"656","2009-08-10",2.71
"657","2009-08-11",2.59
"658","2009-08-12",2.55
"659","2009-08-13",2.45
"660","2009-08-14",2.32
"661","2009-08-17",2.25
"662","2009-08-18",2.2
"663","2009-08-19",2.28
"664","2009-08-20",2.3
"665","2009-08-21",2.25
"666","2009-08-24",2.36
"667","2009-08-25",2.34
"668","2009-08-26",2.32
"669","2009-08-27",2.6
"670","2009-08-28",2.41
"671","2009-08-31",2.75
"672","2009-09-01",2.9
"673","2009-09-02",2.89
"674","2009-09-03",2.9
"675","2009-09-04",2.96
"676","2009-09-08",3.15
"677","2009-09-09",3.32
"678","2009-09-10",3.42
"679","2009-09-11",3.59
"680","2009-09-14",4.05
"681","2009-09-15",4.05
"682","2009-09-16",4.44
"683","2009-09-17",4.85
"684","2009-09-18",5.19
"685","2009-09-21",5.81
"686","2009-09-22",5.4
"687","2009-09-23",4.61
"688","2009-09-24",4.66
"689","2009-09-25",4.3
"690","2009-09-28",4.91
"691","2009-09-29",3.83
"692","2009-09-30",3.25
"693","2009-10-01",3.15
"694","2009-10-02",2.97
"695","2009-10-05",3.18
"696","2009-10-06",3.07
"697","2009-10-07",3.05
"698","2009-10-08",3.18
"699","2009-10-09",3.21
"700","2009-10-12",3.09
"701","2009-10-13",3.06
"702","2009-10-14",3.35
"703","2009-10-15",3.35
"704","2009-10-16",3.38
"705","2009-10-19",3.44
"706","2009-10-20",3.82
"707","2009-10-21",3.81
"708","2009-10-22",3.75
"709","2009-10-23",3.6
"710","2009-10-26",3.27
"711","2009-10-27",3.18
"712","2009-10-28",3.3
"713","2009-10-29",3.25
"714","2009-10-30",3.1
"715","2009-11-02",3.05
"716","2009-11-03",3.03
"717","2009-11-04",3.27
"718","2009-11-05",3.15
"719","2009-11-06",3.1
"720","2009-11-09",3.12
"721","2009-11-10",3.14
"722","2009-11-11",3.19
"723","2009-11-12",3.15
"724","2009-11-13",3.18
"725","2009-11-16",3.27
"726","2009-11-17",3.28
"727","2009-11-18",3.56
"728","2009-11-19",4.01
"729","2009-11-20",4.09
"730","2009-11-23",4.17
"731","2009-11-24",4.14
"732","2009-11-25",4.02
"733","2009-11-27",3.98
"734","2009-11-30",4.02
"735","2009-12-01",3.97
"736","2009-12-02",3.68
"737","2009-12-03",3.64
"738","2009-12-04",3.56
"739","2009-12-07",3.56
"740","2009-12-08",3.49
"741","2009-12-09",3.25
"742","2009-12-10",3.6
"743","2009-12-11",3.55
"744","2009-12-14",4
"745","2009-12-15",4
"746","2009-12-16",4.09
"747","2009-12-17",4.08
"748","2009-12-18",3.4
"749","2009-12-21",3.55
"750","2009-12-22",3.52
"751","2009-12-23",5
"752","2009-12-24",4.23
"753","2009-12-28",3.99
"754","2009-12-29",3.97
"755","2009-12-30",3.76
"756","2009-12-31",3.59
"757","2010-01-04",3.69
"758","2010-01-05",3.62
"759","2010-01-06",3.66
"760","2010-01-07",3.87
"761","2010-01-08",3.95
"762","2010-01-11",3.94
"763","2010-01-12",4.05
"764","2010-01-13",4.02
"765","2010-01-14",4
"766","2010-01-15",3.84
"767","2010-01-19",4.08
"768","2010-01-20",4.01
"769","2010-01-21",3.96
"770","2010-01-22",4
"771","2010-01-25",3.87
"772","2010-01-26",3.68
"773","2010-01-27",3.5
"774","2010-01-28",3.4
"775","2010-01-29",3.52
"776","2010-02-01",3.57
"777","2010-02-02",3.55
"778","2010-02-03",3.62
"779","2010-02-04",3.53
"780","2010-02-05",3.5
"781","2010-02-08",3.5
"782","2010-02-09",3.42
"783","2010-02-10",3.5
"784","2010-02-11",3.44
"785","2010-02-12",3.4
"786","2010-02-16",3.42
"787","2010-02-17",3.32
"788","2010-02-18",3.29
"789","2010-02-19",3.5
"790","2010-02-22",3.39
"791","2010-02-23",3.29
"792","2010-02-24",3.28
"793","2010-02-25",3.3
"794","2010-02-26",3.23
"795","2010-03-01",3.18
"796","2010-03-02",3.28
"797","2010-03-03",3.5
"798","2010-03-04",3.58
"799","2010-03-05",3.67
"800","2010-03-08",3.69
"801","2010-03-09",3.81
"802","2010-03-10",3.95
"803","2010-03-11",3.9
"804","2010-03-12",4
"805","2010-03-15",3.99
"806","2010-03-16",3.95
"807","2010-03-17",4.03
"808","2010-03-18",4.01
"809","2010-03-19",4.03
"810","2010-03-22",3.9
"811","2010-03-23",4.04
"812","2010-03-24",4.01
"813","2010-03-25",4.01
"814","2010-03-26",3.97
"815","2010-03-29",4.05
"816","2010-03-30",4.04
"817","2010-03-31",3.94
"818","2010-04-01",3.99
"819","2010-04-05",4.01
"820","2010-04-06",4.25
"821","2010-04-07",4.45
"822","2010-04-08",4.7
"823","2010-04-09",4.7
"824","2010-04-12",4.83
"825","2010-04-13",4.98
"826","2010-04-14",5.09
"827","2010-04-15",5.13
"828","2010-04-16",4.98
"829","2010-04-19",4.85
"830","2010-04-20",4.88
"831","2010-04-21",4.93
"832","2010-04-22",4.89
"833","2010-04-23",4.82
"834","2010-04-26",4.76
"835","2010-04-27",4.7
"836","2010-04-28",4.85
"837","2010-04-29",4.86
"838","2010-04-30",4.87
"839","2010-05-03",4.99
"840","2010-05-04",4.81
"841","2010-05-05",4.78
"842","2010-05-06",4.47
"843","2010-05-07",4.49
"844","2010-05-10",4.4
"845","2010-05-11",4.57
"846","2010-05-12",4.61
"847","2010-05-13",4.6
"848","2010-05-14",4.42
"849","2010-05-17",4.11
"850","2010-05-18",4.08
"851","2010-05-19",3.79
"852","2010-05-20",3.5
"853","2010-05-21",3.87
"854","2010-05-24",3.73
"855","2010-05-25",3.68
"856","2010-05-26",3.56
"857","2010-05-27",3.6
"858","2010-05-28",3.69
"859","2010-06-01",3.65
"860","2010-06-02",3.96
"861","2010-06-03",3.89
"862","2010-06-04",3.85
"863","2010-06-07",3.74
"864","2010-06-08",3.54
"865","2010-06-09",3.65
"866","2010-06-10",3.65
"867","2010-06-11",3.65
"868","2010-06-14",3.68
"869","2010-06-15",3.68
"870","2010-06-16",3.66
"871","2010-06-17",3.68
"872","2010-06-18",3.6
"873","2010-06-21",3.59
"874","2010-06-22",3.6
"875","2010-06-23",3.6
"876","2010-06-24",3.58
"877","2010-06-25",3.45
"878","2010-06-28",3.37
"879","2010-06-29",3.3
"880","2010-06-30",3.61
"881","2010-07-01",3.3
"882","2010-07-02",3.27
"883","2010-07-06",3.22
"884","2010-07-07",3.24
"885","2010-07-08",3.35
"886","2010-07-09",3.5
"887","2010-07-12",3.48
"888","2010-07-13",3.35
"889","2010-07-14",3.53
"890","2010-07-15",3.27
"891","2010-07-16",3.55
"892","2010-07-19",3.55
"893","2010-07-20",3.55
"894","2010-07-21",3.51
"895","2010-07-22",3.45
"896","2010-07-23",3.48
"897","2010-07-26",3.55
"898","2010-07-27",3.41
"899","2010-07-28",3.5
"900","2010-07-29",3.4
"901","2010-07-30",3.6
"902","2010-08-02",3.3
"903","2010-08-03",3.21
"904","2010-08-04",3.46
"905","2010-08-05",3.45
"906","2010-08-06",3.6
"907","2010-08-09",3.41
"908","2010-08-10",3.36
"909","2010-08-11",3.35
"910","2010-08-12",3.25
"911","2010-08-13",3.48
"912","2010-08-16",3.29
"913","2010-08-17",3.32
"914","2010-08-18",3.42
"915","2010-08-19",3.28
"916","2010-08-20",3.34
"917","2010-08-23",3.26
"918","2010-08-24",3.35
"919","2010-08-25",3.34
"920","2010-08-26",3.31
"921","2010-08-27",3.31
"922","2010-08-30",3.26
"923","2010-08-31",3.43
"924","2010-09-01",3.46
"925","2010-09-02",3.45
"926","2010-09-03",3.51
"927","2010-09-07",3.53
"928","2010-09-08",3.53
"929","2010-09-09",3.51
"930","2010-09-10",3.43
"931","2010-09-13",3.47
"932","2010-09-14",3.5
"933","2010-09-15",3.72
"934","2010-09-16",3.9
"935","2010-09-17",4.25
"936","2010-09-20",4.16
"937","2010-09-21",4.2
"938","2010-09-22",4.28
"939","2010-09-23",4.35
"940","2010-09-24",4.42
"941","2010-09-27",4.43
"942","2010-09-28",4.48
"943","2010-09-29",4.45
"944","2010-09-30",4.38
"945","2010-10-01",4.46
"946","2010-10-04",4.54
"947","2010-10-05",4.6
"948","2010-10-06",4.6
"949","2010-10-07",4.6
"950","2010-10-08",4.65
"951","2010-10-11",4.72
"952","2010-10-12",4.85
"953","2010-10-13",4.94
"954","2010-10-14",5.21
"955","2010-10-15",5.55
"956","2010-10-18",5.97
"957","2010-10-19",5.61
"958","2010-10-20",5.89
"959","2010-10-21",5.89
"960","2010-10-22",5.6
"961","2010-10-25",5.81
"962","2010-10-26",5.76
"963","2010-10-27",5.75
"964","2010-10-28",5.89
"965","2010-10-29",5.81
"966","2010-11-01",5.72
"967","2010-11-02",5.78
"968","2010-11-03",5.8
"969","2010-11-04",5.85
"970","2010-11-05",5.98
"971","2010-11-08",5.88
"972","2010-11-09",5.76
"973","2010-11-10",5.78
"974","2010-11-11",5.53
"975","2010-11-12",5.38
"976","2010-11-15",5.39
"977","2010-11-16",5.38
"978","2010-11-17",5.25
"979","2010-11-18",5.18
"980","2010-11-19",5.44
"981","2010-11-22",5.18
"982","2010-11-23",5.58
"983","2010-11-24",5.48
"984","2010-11-26",5.47
"985","2010-11-29",5.21
"986","2010-11-30",5.15
"987","2010-12-01",5.39
"988","2010-12-02",5.32
"989","2010-12-03",5.3
"990","2010-12-06",5.87
"991","2010-12-07",5.86
"992","2010-12-08",5.53
"993","2010-12-09",5.24
"994","2010-12-10",5.62
"995","2010-12-13",5.59
"996","2010-12-14",5.53
"997","2010-12-15",5.57
"998","2010-12-16",5.78
"999","2010-12-17",5.7
"1000","2010-12-20",5.88
"1001","2010-12-21",6.73
"1002","2010-12-22",6.47
"1003","2010-12-23",6.36
"1004","2010-12-27",5.19
