"","date","CARR"
"1","2020-03-19",12
"2","2020-03-20",12.75
"3","2020-03-23",11.54
"4","2020-03-24",11.7
"5","2020-03-25",13.45
"6","2020-03-26",15.45
"7","2020-03-27",14.55
"8","2020-03-30",15.9
"9","2020-03-31",17.25
"10","2020-04-01",15.05
"11","2020-04-02",13.28
"12","2020-04-03",16.92
"13","2020-04-06",15.44
"14","2020-04-07",15.25
"15","2020-04-08",14.26
"16","2020-04-09",14.78
"17","2020-04-13",13.99
"18","2020-04-14",13.87
"19","2020-04-15",13.36
"20","2020-04-16",12.89
"21","2020-04-17",13.74
"22","2020-04-20",14.45
"23","2020-04-21",14.69
"24","2020-04-22",14.79
"25","2020-04-23",15.72
"26","2020-04-24",16.25
"27","2020-04-27",16.799999
"28","2020-04-28",17
"29","2020-04-29",17.639999
"30","2020-04-30",17.709999
"31","2020-05-01",16.77
"32","2020-05-04",16.4
"33","2020-05-05",15.97
"34","2020-05-06",16.290001
"35","2020-05-07",16.41
"36","2020-05-08",18.360001
"37","2020-05-11",18.35
"38","2020-05-12",17.799999
"39","2020-05-13",16.440001
"40","2020-05-14",16.549999
"41","2020-05-15",16.709999
"42","2020-05-18",17.549999
"43","2020-05-19",17.77
"44","2020-05-20",18.73
"45","2020-05-21",19.450001
"46","2020-05-22",19.049999
"47","2020-05-26",19.51
"48","2020-05-27",19.99
"49","2020-05-28",19.6
"50","2020-05-29",20.469999
"51","2020-06-01",21.82
"52","2020-06-02",21.360001
"53","2020-06-03",22.219999
"54","2020-06-04",22.68
"55","2020-06-05",23.559999
"56","2020-06-08",24.370001
"57","2020-06-09",23.209999
"58","2020-06-10",22.200001
"59","2020-06-11",21.059999
"60","2020-06-12",21.540001
"61","2020-06-15",21.969999
"62","2020-06-16",22.07
"63","2020-06-17",21.26
"64","2020-06-18",21.25
"65","2020-06-19",21.450001
"66","2020-06-22",22.74
"67","2020-06-23",22.389999
"68","2020-06-24",21.82
"69","2020-06-25",21.52
"70","2020-06-26",20.969999
"71","2020-06-29",22.120001
"72","2020-06-30",22.219999
"73","2020-07-01",22.610001
"74","2020-07-02",22.91
"75","2020-07-06",24.209999
"76","2020-07-07",24.01
"77","2020-07-08",23.99
"78","2020-07-09",23.91
"79","2020-07-10",24.889999
"80","2020-07-13",24.280001
"81","2020-07-14",25.15
"82","2020-07-15",26.450001
"83","2020-07-16",26.610001
"84","2020-07-17",26.48
"85","2020-07-20",26.41
"86","2020-07-21",26.57
"87","2020-07-22",26.6
"88","2020-07-23",27.35
"89","2020-07-24",26.58
"90","2020-07-27",26.25
"91","2020-07-28",26.07
"92","2020-07-29",27.18
"93","2020-07-30",26.9
"94","2020-07-31",27.24
"95","2020-08-03",27.620001
"96","2020-08-04",27.77
"97","2020-08-05",28.110001
"98","2020-08-06",28.27
"99","2020-08-07",28.969999
"100","2020-08-10",29.459999
"101","2020-08-11",29.49
"102","2020-08-12",29.790001
"103","2020-08-13",29.540001
"104","2020-08-14",29.52
"105","2020-08-17",29.84
"106","2020-08-18",29.459999
"107","2020-08-19",29.25
"108","2020-08-20",29.01
"109","2020-08-21",29.52
"110","2020-08-24",30.379999
"111","2020-08-25",30.469999
"112","2020-08-26",31.030001
"113","2020-08-27",30.280001
"114","2020-08-28",30.299999
"115","2020-08-31",29.85
"116","2020-09-01",30.299999
"117","2020-09-02",30.780001
"118","2020-09-03",29.33
"119","2020-09-04",30
"120","2020-09-08",29.57
"121","2020-09-09",30.129999
"122","2020-09-10",29.139999
"123","2020-09-11",29.24
"124","2020-09-14",29.15
"125","2020-09-15",29.690001
"126","2020-09-16",30.25
"127","2020-09-17",30.66
"128","2020-09-18",30.790001
"129","2020-09-21",29.51
"130","2020-09-22",30.26
"131","2020-09-23",29.110001
"132","2020-09-24",29.879999
"133","2020-09-25",30.49
"134","2020-09-28",30.74
"135","2020-09-29",30.5
"136","2020-09-30",30.540001
"137","2020-10-01",30.77
"138","2020-10-02",31.23
"139","2020-10-05",32.080002
"140","2020-10-06",31.51
"141","2020-10-07",32.119999
"142","2020-10-08",31.950001
"143","2020-10-09",32.23
"144","2020-10-12",33
"145","2020-10-13",32.490002
"146","2020-10-14",32.509998
"147","2020-10-15",32.599998
"148","2020-10-16",32.759998
"149","2020-10-19",32.32
"150","2020-10-20",33.23
"151","2020-10-21",33.349998
"152","2020-10-22",33.889999
"153","2020-10-23",34.93
"154","2020-10-26",33.709999
"155","2020-10-27",33.599998
"156","2020-10-28",33.299999
"157","2020-10-29",34.07
"158","2020-10-30",33.389999
"159","2020-11-02",35.099998
"160","2020-11-03",36.950001
"161","2020-11-04",36.779999
"162","2020-11-05",38.200001
"163","2020-11-06",38.950001
"164","2020-11-09",38.799999
"165","2020-11-10",37.810001
"166","2020-11-11",38.060001
"167","2020-11-12",37.959999
"168","2020-11-13",38.290001
"169","2020-11-16",40.5
"170","2020-11-17",40.360001
"171","2020-11-18",39.389999
"172","2020-11-19",39.130001
"173","2020-11-20",38.540001
"174","2020-11-23",38.77
"175","2020-11-24",39.369999
"176","2020-11-25",38.610001
"177","2020-11-27",37.810001
