"","date","ITGR"
"1","2007-01-03",27.43
"2","2007-01-04",27.299999
"3","2007-01-05",27.32
"4","2007-01-08",27.51
"5","2007-01-09",27.799999
"6","2007-01-10",27.91
"7","2007-01-11",28.559999
"8","2007-01-12",28.799999
"9","2007-01-16",28.780001
"10","2007-01-17",28.76
"11","2007-01-18",28.549999
"12","2007-01-19",28.6
"13","2007-01-22",28.26
"14","2007-01-23",28.549999
"15","2007-01-24",28.879999
"16","2007-01-25",28.82
"17","2007-01-26",29.110001
"18","2007-01-29",29.1
"19","2007-01-30",29.35
"20","2007-01-31",29.389999
"21","2007-02-01",29.84
"22","2007-02-02",29.98
"23","2007-02-05",29.68
"24","2007-02-06",29.4
"25","2007-02-07",29.75
"26","2007-02-08",29.5
"27","2007-02-09",27.780001
"28","2007-02-12",27.24
"29","2007-02-13",26.879999
"30","2007-02-14",27
"31","2007-02-15",27.07
"32","2007-02-16",26.959999
"33","2007-02-20",26.85
"34","2007-02-21",26.639999
"35","2007-02-22",26.67
"36","2007-02-23",26.610001
"37","2007-02-26",26.379999
"38","2007-02-27",25.549999
"39","2007-02-28",25.93
"40","2007-03-01",25.959999
"41","2007-03-02",25.389999
"42","2007-03-05",25.34
"43","2007-03-06",25.5
"44","2007-03-07",25.530001
"45","2007-03-08",25.48
"46","2007-03-09",25.719999
"47","2007-03-12",25.51
"48","2007-03-13",25.25
"49","2007-03-14",25.629999
"50","2007-03-15",26.01
"51","2007-03-16",25.73
"52","2007-03-19",25.74
"53","2007-03-20",26.49
"54","2007-03-21",26.99
"55","2007-03-22",26.98
"56","2007-03-23",26.379999
"57","2007-03-26",26.43
"58","2007-03-27",26.040001
"59","2007-03-28",25.549999
"60","2007-03-29",25.51
"61","2007-03-30",25.5
"62","2007-04-02",25.52
"63","2007-04-03",25.66
"64","2007-04-04",25.540001
"65","2007-04-05",25.700001
"66","2007-04-09",25.469999
"67","2007-04-10",25.790001
"68","2007-04-11",25.690001
"69","2007-04-12",26
"70","2007-04-13",26.09
"71","2007-04-16",26.610001
"72","2007-04-17",27.18
"73","2007-04-18",26.690001
"74","2007-04-19",27.16
"75","2007-04-20",27.85
"76","2007-04-23",28.059999
"77","2007-04-24",28.15
"78","2007-04-25",28.65
"79","2007-04-26",28.75
"80","2007-04-27",28.809999
"81","2007-04-30",29.030001
"82","2007-05-01",29.040001
"83","2007-05-02",29.68
"84","2007-05-03",29.25
"85","2007-05-04",29.440001
"86","2007-05-07",29.17
"87","2007-05-08",29.120001
"88","2007-05-09",29.17
"89","2007-05-10",29.41
"90","2007-05-11",29.559999
"91","2007-05-14",29.57
"92","2007-05-15",29.299999
"93","2007-05-16",29.82
"94","2007-05-17",29.65
"95","2007-05-18",29.9
"96","2007-05-21",29.74
"97","2007-05-22",29.65
"98","2007-05-23",29.07
"99","2007-05-24",29.030001
"100","2007-05-25",29.469999
"101","2007-05-29",29.299999
"102","2007-05-30",29.790001
"103","2007-05-31",30.040001
"104","2007-06-01",30.1
"105","2007-06-04",30.4
"106","2007-06-05",29.879999
"107","2007-06-06",29.74
"108","2007-06-07",29.35
"109","2007-06-08",29.309999
"110","2007-06-11",29.9
"111","2007-06-12",30.48
"112","2007-06-13",30.67
"113","2007-06-14",30.76
"114","2007-06-15",31.35
"115","2007-06-18",31.27
"116","2007-06-19",31.99
"117","2007-06-20",32.009998
"118","2007-06-21",31.889999
"119","2007-06-22",31.709999
"120","2007-06-25",31.610001
"121","2007-06-26",31.860001
"122","2007-06-27",32.830002
"123","2007-06-28",32.669998
"124","2007-06-29",32.400002
"125","2007-07-02",32.700001
"126","2007-07-03",33.310001
"127","2007-07-05",33.869999
"128","2007-07-06",34.009998
"129","2007-07-09",33.939999
"130","2007-07-10",33.950001
"131","2007-07-11",33.720001
"132","2007-07-12",34
"133","2007-07-13",33.98
"134","2007-07-16",34.369999
"135","2007-07-17",34.720001
"136","2007-07-18",34.5
"137","2007-07-19",34.43
"138","2007-07-20",34.16
"139","2007-07-23",34.18
"140","2007-07-24",33.200001
"141","2007-07-25",32.950001
"142","2007-07-26",32.25
"143","2007-07-27",31.459999
"144","2007-07-30",31.74
"145","2007-07-31",31.030001
"146","2007-08-01",30.860001
"147","2007-08-02",30.92
"148","2007-08-03",29.99
"149","2007-08-06",30.889999
"150","2007-08-07",31.4
"151","2007-08-08",30.299999
"152","2007-08-09",28.370001
"153","2007-08-10",29.809999
"154","2007-08-13",30.299999
"155","2007-08-14",30.24
"156","2007-08-15",29.4
"157","2007-08-16",29.780001
"158","2007-08-17",30.32
"159","2007-08-20",30.360001
"160","2007-08-21",30.610001
"161","2007-08-22",31.139999
"162","2007-08-23",31.209999
"163","2007-08-24",31.719999
"164","2007-08-27",31.290001
"165","2007-08-28",30.57
"166","2007-08-29",30.709999
"167","2007-08-30",29.950001
"168","2007-08-31",30
"169","2007-09-04",30.82
"170","2007-09-05",31.09
"171","2007-09-06",31.370001
"172","2007-09-07",30.950001
"173","2007-09-10",30.530001
"174","2007-09-11",30.700001
"175","2007-09-12",31.950001
"176","2007-09-13",32.080002
"177","2007-09-14",32.25
"178","2007-09-17",32
"179","2007-09-18",32.919998
"180","2007-09-19",32.98
"181","2007-09-20",32.860001
"182","2007-09-21",32.68
"183","2007-09-24",33
"184","2007-09-25",32.099998
"185","2007-09-26",26.870001
"186","2007-09-27",26.559999
"187","2007-09-28",26.59
"188","2007-10-01",27.18
"189","2007-10-02",27.35
"190","2007-10-03",26.879999
"191","2007-10-04",27.059999
"192","2007-10-05",27.34
"193","2007-10-08",26.82
"194","2007-10-09",26.610001
