"","date","ADES"
"813","2010-03-25",4.265
"814","2010-03-26",4.19
"815","2010-03-29",4.085
"816","2010-03-30",3.98
"817","2010-03-31",4
"818","2010-04-01",3.9
"819","2010-04-05",3.95
"820","2010-04-06",4.01
"821","2010-04-07",3.965
"822","2010-04-08",3.95
"823","2010-04-09",3.8
"824","2010-04-12",3.705
"825","2010-04-13",3.745
"826","2010-04-14",3.905
"827","2010-04-15",3.955
"828","2010-04-16",3.925
"829","2010-04-19",3.775
"830","2010-04-20",3.75
"831","2010-04-21",3.625
"832","2010-04-22",3.61
"833","2010-04-23",3.76
"834","2010-04-26",3.835
"835","2010-04-27",3.72
"836","2010-04-28",3.805
"837","2010-04-29",3.79
"838","2010-04-30",3.73
"839","2010-05-03",3.75
"840","2010-05-04",3.865
"841","2010-05-05",3.76
"842","2010-05-06",3.595
"843","2010-05-07",3.54
"844","2010-05-10",3.6
"845","2010-05-11",3.5
"846","2010-05-12",3.565
"847","2010-05-13",3.435
"848","2010-05-14",3.62
"849","2010-05-17",3.625
"850","2010-05-18",3.625
"851","2010-05-19",3.62
"852","2010-05-20",3.435
"853","2010-05-21",3.355
"854","2010-05-24",3.095
"855","2010-05-25",3
"856","2010-05-26",3.055
"857","2010-05-27",3.125
"858","2010-05-28",3.1
"859","2010-06-01",3.14
"860","2010-06-02",3.105
"861","2010-06-03",3.105
"862","2010-06-04",3.155
"863","2010-06-07",2.81
"864","2010-06-08",2.575
"865","2010-06-09",2.645
"866","2010-06-10",2.57
"867","2010-06-11",2.535
"868","2010-06-14",2.57
"869","2010-06-15",2.59
"870","2010-06-16",2.52
"871","2010-06-17",2.5
"872","2010-06-18",2.68
"873","2010-06-21",2.82
"874","2010-06-22",2.75
"875","2010-06-23",2.775
"876","2010-06-24",2.63
"877","2010-06-25",2.68
"878","2010-06-28",2.61
"879","2010-06-29",2.6
"880","2010-06-30",2.655
"881","2010-07-01",2.575
"882","2010-07-02",2.545
"883","2010-07-06",2.82
"884","2010-07-07",2.775
"885","2010-07-08",2.825
"886","2010-07-09",2.725
"887","2010-07-12",2.875
"888","2010-07-13",3.205
"889","2010-07-14",3.225
"890","2010-07-15",3.235
"891","2010-07-16",3.22
"892","2010-07-19",3.105
"893","2010-07-20",3.075
"894","2010-07-21",2.955
"895","2010-07-22",2.95
"896","2010-07-23",2.925
"897","2010-07-26",2.955
"898","2010-07-27",2.95
"899","2010-07-28",2.96
"900","2010-07-29",3.075
"901","2010-07-30",3.225
"902","2010-08-02",3.25
"903","2010-08-03",3.22
"904","2010-08-04",3.385
"905","2010-08-05",3.435
"906","2010-08-06",3.435
"907","2010-08-09",3.57
"908","2010-08-10",3.475
"909","2010-08-11",3.375
"910","2010-08-12",3.345
"911","2010-08-13",2.73
"912","2010-08-16",2.75
"913","2010-08-17",2.84
"914","2010-08-18",2.8
"915","2010-08-19",2.705
"916","2010-08-20",2.775
"917","2010-08-23",2.775
"918","2010-08-24",2.775
"919","2010-08-25",2.705
"920","2010-08-26",2.59
"921","2010-08-27",2.55
"922","2010-08-30",2.48
"923","2010-08-31",2.45
"924","2010-09-01",2.455
"925","2010-09-02",2.46
"926","2010-09-03",2.455
"927","2010-09-07",2.55
"928","2010-09-08",2.67
"929","2010-09-09",2.66
"930","2010-09-10",2.655
"931","2010-09-13",2.595
"932","2010-09-14",2.57
"933","2010-09-15",2.52
"934","2010-09-16",2.535
"935","2010-09-17",2.525
"936","2010-09-20",2.535
"937","2010-09-21",2.525
"938","2010-09-22",2.5
"939","2010-09-23",2.45
"940","2010-09-24",2.425
"941","2010-09-27",2.475
"942","2010-09-28",2.45
"943","2010-09-29",2.395
"944","2010-09-30",2.4
"945","2010-10-01",2.55
"946","2010-10-04",2.79
"947","2010-10-05",2.605
"948","2010-10-06",2.62
"949","2010-10-07",2.68
"950","2010-10-08",2.605
"951","2010-10-11",2.6
"952","2010-10-12",2.585
"953","2010-10-13",2.71
"954","2010-10-14",2.75
"955","2010-10-15",2.675
"956","2010-10-18",3.24
"957","2010-10-19",3.2
"958","2010-10-20",3.2
"959","2010-10-21",3.08
"960","2010-10-22",3.15
"961","2010-10-25",3.165
"962","2010-10-26",3.12
"963","2010-10-27",3.025
"964","2010-10-28",3.005
"965","2010-10-29",2.975
"966","2010-11-01",2.965
"967","2010-11-02",3
"968","2010-11-03",3.085
"969","2010-11-04",3.11
"970","2010-11-05",3.095
"971","2010-11-08",3.05
"972","2010-11-09",3.12
"973","2010-11-10",3.115
"974","2010-11-11",3.01
"975","2010-11-12",2.905
"976","2010-11-15",2.79
"977","2010-11-16",2.6
"978","2010-11-17",2.595
"979","2010-11-18",2.58
"980","2010-11-19",2.495
"981","2010-11-22",2.47
"982","2010-11-23",2.325
"983","2010-11-24",2.365
"984","2010-11-26",2.365
"985","2010-11-29",2.375
"986","2010-11-30",2.375
"987","2010-12-01",2.375
"988","2010-12-02",2.34
"989","2010-12-03",2.565
"990","2010-12-06",2.455
"991","2010-12-07",2.465
"992","2010-12-08",2.555
"993","2010-12-09",2.505
"994","2010-12-10",2.975
"995","2010-12-13",3.02
"996","2010-12-14",3.32
"997","2010-12-15",3.495
"998","2010-12-16",3.85
"999","2010-12-17",4.885
"1000","2010-12-20",5.57
"1001","2010-12-21",5.28
