"","date","ADES"
"1","2007-01-03",8.435
"2","2007-01-04",8.46
"3","2007-01-05",8.375
"4","2007-01-08",8.325
"5","2007-01-09",8.265
"6","2007-01-10",8.25
"7","2007-01-11",8.2
"8","2007-01-12",8.245
"9","2007-01-16",8.25
"10","2007-01-17",8.245
"11","2007-01-18",8.18
"12","2007-01-19",8.25
"13","2007-01-22",8.095
"14","2007-01-23",8.125
"15","2007-01-24",7.945
"16","2007-01-25",7.75
"17","2007-01-26",7.815
"18","2007-01-29",7.725
"19","2007-01-30",7.71
"20","2007-01-31",7.695
"21","2007-02-01",7.495
"22","2007-02-02",7.495
"23","2007-02-05",7.745
"24","2007-02-06",7.7
"25","2007-02-07",7.495
"26","2007-02-08",7.5
"27","2007-02-09",7.39
"28","2007-02-12",7.45
"29","2007-02-13",7.485
"30","2007-02-14",7.6
"31","2007-02-15",7.62
"32","2007-02-16",7.545
"33","2007-02-20",7.7
"34","2007-02-21",7.75
"35","2007-02-22",8.115
"36","2007-02-23",8.145
"37","2007-02-26",8.055
"38","2007-02-27",7.66
"39","2007-02-28",7.875
"40","2007-03-01",7.465
"41","2007-03-02",7.21
"42","2007-03-05",6.575
"43","2007-03-06",6.855
"44","2007-03-07",7.235
"45","2007-03-08",6.785
"46","2007-03-09",6.5
"47","2007-03-12",7.055
"48","2007-03-13",7.19
"49","2007-03-14",6.925
"50","2007-03-15",7
"51","2007-03-16",7
"52","2007-03-19",6.75
"53","2007-03-20",6.9
"54","2007-03-21",7
"55","2007-03-22",6.86
"56","2007-03-23",6.965
"57","2007-03-26",7
"58","2007-03-27",7.02
"59","2007-03-28",7
"60","2007-03-29",6.965
"61","2007-03-30",6.875
"62","2007-04-02",6.9
"63","2007-04-03",7.1
"64","2007-04-04",7.22
"65","2007-04-05",7.56
"66","2007-04-09",8.425
"67","2007-04-10",9
"68","2007-04-11",8.835
"69","2007-04-12",8.33
"70","2007-04-13",8.83
"71","2007-04-16",8.885
"72","2007-04-17",9.2
"73","2007-04-18",8.985
"74","2007-04-19",9.415
"75","2007-04-20",9.5
"76","2007-04-23",9.615
"77","2007-04-24",9.73
"78","2007-04-25",9.575
"79","2007-04-26",9.535
"80","2007-04-27",9.21
"81","2007-04-30",9.475
"82","2007-05-01",9.34
"83","2007-05-02",9.75
"84","2007-05-03",9.795
"85","2007-05-04",9.94
"86","2007-05-07",9.99
"87","2007-05-08",9.995
"88","2007-05-09",9.89
"89","2007-05-10",9.415
"90","2007-05-11",9.39
"91","2007-05-14",9.135
"92","2007-05-15",9.28
"93","2007-05-16",9.695
"94","2007-05-17",9.715
"95","2007-05-18",9.62
"96","2007-05-21",9.675
"97","2007-05-22",9.695
"98","2007-05-23",9.72
"99","2007-05-24",9.64
"100","2007-05-25",9.64
"101","2007-05-29",9.95
"102","2007-05-30",9.985
"103","2007-05-31",10.98
"104","2007-06-01",11.09
"105","2007-06-04",11.335
"106","2007-06-05",10.96
"107","2007-06-06",10.58
"108","2007-06-07",10.13
"109","2007-06-08",10.025
"110","2007-06-11",10.42
"111","2007-06-12",10.75
"112","2007-06-13",10.775
"113","2007-06-14",10.555
"114","2007-06-15",10.495
"115","2007-06-18",10.125
"116","2007-06-19",10.195
"117","2007-06-20",10.19
"118","2007-06-21",10.15
"119","2007-06-22",10.31
"120","2007-06-25",10.5
"121","2007-06-26",9.92
"122","2007-06-27",9.745
"123","2007-06-28",9.685
"124","2007-06-29",10.68
"125","2007-07-02",11.025
"126","2007-07-03",11.13
"127","2007-07-05",10.955
"128","2007-07-06",10.72
"129","2007-07-09",10.735
"130","2007-07-10",10.875
"131","2007-07-11",10.705
"132","2007-07-12",10.375
"133","2007-07-13",10.125
"134","2007-07-16",10.09
"135","2007-07-17",9.93
"136","2007-07-18",10.185
"137","2007-07-19",10.225
"138","2007-07-20",10.035
"139","2007-07-23",9.755
"140","2007-07-24",9.215
"141","2007-07-25",8.68
"142","2007-07-26",6.655
"143","2007-07-27",6.735
"144","2007-07-30",6.765
"145","2007-07-31",6.36
"146","2007-08-01",6.29
"147","2007-08-02",6.305
"148","2007-08-03",5.75
"149","2007-08-06",5.095
"150","2007-08-07",5.65
"151","2007-08-08",5.905
"152","2007-08-09",6.225
"153","2007-08-10",6.105
"154","2007-08-13",5.685
"155","2007-08-14",5.495
"156","2007-08-15",5.405
"157","2007-08-16",5.37
"158","2007-08-17",5.35
"159","2007-08-20",5.23
"160","2007-08-21",5.245
"161","2007-08-22",5.295
"162","2007-08-23",5.27
"163","2007-08-24",5.15
"164","2007-08-27",5.2
"165","2007-08-28",5.13
"166","2007-08-29",5.225
"167","2007-08-30",5.24
"168","2007-08-31",5.325
"169","2007-09-04",5.935
"170","2007-09-05",6.21
"171","2007-09-06",6.445
"172","2007-09-07",6.625
"173","2007-09-10",6.54
"174","2007-09-11",6.61
"175","2007-09-12",6.575
"176","2007-09-13",6.535
"177","2007-09-14",6.595
"178","2007-09-17",6.59
"179","2007-09-18",6.57
"180","2007-09-19",6.675
"181","2007-09-20",6.655
"182","2007-09-21",6.47
"183","2007-09-24",6.21
"184","2007-09-25",6.18
"185","2007-09-26",6.3
"186","2007-09-27",6.24
"187","2007-09-28",6.225
"188","2007-10-01",6.06
"189","2007-10-02",6.12
"190","2007-10-03",6.065
"191","2007-10-04",6.215
"192","2007-10-05",6.305
"193","2007-10-08",6.25
"194","2007-10-09",6.555
"195","2007-10-10",6.625
"196","2007-10-11",6.805
"197","2007-10-12",6.72
"198","2007-10-15",6.48
"199","2007-10-16",6.075
"200","2007-10-17",6.17
"201","2007-10-18",6
"202","2007-10-19",5.82
"203","2007-10-22",5.58
"204","2007-10-23",5.725
"205","2007-10-24",5.55
"206","2007-10-25",5.6
"207","2007-10-26",5.6
"208","2007-10-29",5.595
"209","2007-10-30",5.525
"210","2007-10-31",5.595
"211","2007-11-01",5.2
"212","2007-11-02",5.25
"213","2007-11-05",5.175
"214","2007-11-06",5.365
"215","2007-11-07",5.24
"216","2007-11-08",5.095
"217","2007-11-09",4.95
"218","2007-11-12",4.95
"219","2007-11-13",4.97
"220","2007-11-14",4.86
"221","2007-11-15",4.6
"222","2007-11-16",4.115
"223","2007-11-19",3.85
"224","2007-11-20",3.925
"225","2007-11-21",3.885
"226","2007-11-23",4.29
"227","2007-11-26",4.21
"228","2007-11-27",4.24
"229","2007-11-28",4.425
"230","2007-11-29",4.775
"231","2007-11-30",4.97
"232","2007-12-03",4.9
"233","2007-12-04",4.605
"234","2007-12-05",4.435
"235","2007-12-06",4.51
"236","2007-12-07",4.405
"237","2007-12-10",4.65
"238","2007-12-11",3.835
"239","2007-12-12",3.88
"240","2007-12-13",3.89
"241","2007-12-14",3.77
"242","2007-12-17",3.67
"243","2007-12-18",3.61
"244","2007-12-19",3.59
"245","2007-12-20",3.81
"246","2007-12-21",3.905
"247","2007-12-24",3.67
"248","2007-12-26",3.63
"249","2007-12-27",3.63
"250","2007-12-28",3.575
"251","2007-12-31",3.785
"252","2008-01-02",3.925
"253","2008-01-03",4.065
"254","2008-01-04",4.155
"255","2008-01-07",4.195
"256","2008-01-08",4.725
"257","2008-01-09",4.745
"258","2008-01-10",4.99
"259","2008-01-11",5.045
"260","2008-01-14",5.25
"261","2008-01-15",5.26
"262","2008-01-16",4.95
"263","2008-01-17",5.075
"264","2008-01-18",4.735
"265","2008-01-22",4.275
"266","2008-01-23",4.12
"267","2008-01-24",4.37
"268","2008-01-25",4.325
"269","2008-01-28",4.705
"270","2008-01-29",4.44
"271","2008-01-30",4.35
"272","2008-01-31",4.515
"273","2008-02-01",4.62
"274","2008-02-04",4.82
"275","2008-02-05",4.595
"276","2008-02-06",4.585
"277","2008-02-07",4.405
"278","2008-02-08",4.54
"279","2008-02-11",4.95
"280","2008-02-12",4.955
"281","2008-02-13",5.025
"282","2008-02-14",5.05
"283","2008-02-15",4.975
"284","2008-02-19",5.375
"285","2008-02-20",5.25
"286","2008-02-21",5.22
"287","2008-02-22",5.4
"288","2008-02-25",5.65
"289","2008-02-26",5.48
"290","2008-02-27",5.505
"291","2008-02-28",5.36
"292","2008-02-29",5.35
"293","2008-03-03",5.195
"294","2008-03-04",4.625
"295","2008-03-05",4.75
"296","2008-03-06",4.645
"297","2008-03-07",4.63
"298","2008-03-10",4.04
"299","2008-03-11",4.52
"300","2008-03-12",4.34
"301","2008-03-13",4.25
"302","2008-03-14",4.33
"303","2008-03-17",4.33
"304","2008-03-18",4.355
"305","2008-03-19",3.935
"306","2008-03-20",4.075
"307","2008-03-24",4.29
"308","2008-03-25",4.2
"309","2008-03-26",4.57
"310","2008-03-27",4.05
"311","2008-03-28",4.245
"312","2008-03-31",4.125
"313","2008-04-01",4.21
"314","2008-04-02",4.14
"315","2008-04-03",4.37
"316","2008-04-04",4.25
"317","2008-04-07",5.01
"318","2008-04-08",4.995
"319","2008-04-09",4.67
"320","2008-04-10",5.145
"321","2008-04-11",5.225
"322","2008-04-14",5.24
"323","2008-04-15",5.335
"324","2008-04-16",5.1
"325","2008-04-17",5.33
"326","2008-04-18",5.25
"327","2008-04-21",5.445
"328","2008-04-22",5.035
"329","2008-04-23",5.13
"330","2008-04-24",5.02
"331","2008-04-25",5.105
"332","2008-04-28",5.11
"333","2008-04-29",5.025
"334","2008-04-30",5.39
"335","2008-05-01",5.375
"336","2008-05-02",5.38
"337","2008-05-05",5.225
"338","2008-05-06",5.15
"339","2008-05-07",4.95
"340","2008-05-08",4.845
"341","2008-05-09",4.78
"342","2008-05-12",5.19
"343","2008-05-13",5.175
"344","2008-05-14",5.185
"345","2008-05-15",5.4
"346","2008-05-16",5.5
"347","2008-05-19",5.27
"348","2008-05-20",5.07
"349","2008-05-21",5.185
"350","2008-05-22",4.845
"351","2008-05-23",4.85
"352","2008-05-27",4.875
"353","2008-05-28",4.945
"354","2008-05-29",5.06
"355","2008-05-30",4.905
"356","2008-06-02",5.5
"357","2008-06-03",5.835
"358","2008-06-04",5.5
"359","2008-06-05",4.945
"360","2008-06-06",4.925
"361","2008-06-09",4.855
"362","2008-06-10",4.37
"363","2008-06-11",4.1
"364","2008-06-12",4.245
"365","2008-06-13",4.46
"366","2008-06-16",4.58
"367","2008-06-17",4.645
"368","2008-06-18",4.435
"369","2008-06-19",4.45
"370","2008-06-20",4.45
"371","2008-06-23",4.445
"372","2008-06-24",4.515
"373","2008-06-25",4.83
"374","2008-06-26",4.75
"375","2008-06-27",4.57
"376","2008-06-30",4.5
"377","2008-07-01",4.625
"378","2008-07-02",4.65
"379","2008-07-03",4.71
"380","2008-07-07",4.715
"381","2008-07-08",4.63
"382","2008-07-09",4.585
"383","2008-07-10",4.695
"384","2008-07-11",4.5
"385","2008-07-14",4.5
"386","2008-07-15",4.545
"387","2008-07-16",4.5
"388","2008-07-17",4.455
"389","2008-07-18",4.305
"390","2008-07-21",4.235
"391","2008-07-22",4.015
"392","2008-07-23",3.95
"393","2008-07-24",3.95
"394","2008-07-25",3.995
"395","2008-07-28",3.955
"396","2008-07-29",3.935
"397","2008-07-30",3.975
"398","2008-07-31",4.63
"399","2008-08-01",4.46
"400","2008-08-04",4.47
"401","2008-08-05",4.28
"402","2008-08-06",4.055
"403","2008-08-07",4.5
"404","2008-08-08",4.695
"405","2008-08-11",4.455
"406","2008-08-12",4.155
"407","2008-08-13",4.195
"408","2008-08-14",4.25
"409","2008-08-15",4.325
"410","2008-08-18",4.25
"411","2008-08-19",4.185
"412","2008-08-20",4.265
"413","2008-08-21",4.28
"414","2008-08-22",4.245
"415","2008-08-25",4.175
"416","2008-08-26",4.175
"417","2008-08-27",4.125
"418","2008-08-28",4.355
"419","2008-08-29",4.05
"420","2008-09-02",4.135
"421","2008-09-03",4.06
"422","2008-09-04",4.08
"423","2008-09-05",4.23
"424","2008-09-08",4.2
"425","2008-09-09",4
"426","2008-09-10",4.435
"427","2008-09-11",4.855
"428","2008-09-12",4.87
"429","2008-09-15",4.61
"430","2008-09-16",4.28
"431","2008-09-17",4.325
"432","2008-09-18",4.285
"433","2008-09-19",4.335
"434","2008-09-22",4.095
"435","2008-09-23",4.235
"436","2008-09-24",4.22
"437","2008-09-25",4.2
"438","2008-09-26",4.055
"439","2008-09-29",3.85
"440","2008-09-30",4.03
"441","2008-10-01",4.25
"442","2008-10-02",4.06
"443","2008-10-03",4.05
"444","2008-10-06",3.29
"445","2008-10-07",3.3
"446","2008-10-08",3.2
"447","2008-10-09",3.24
"448","2008-10-10",3.025
"449","2008-10-13",3.33
"450","2008-10-14",3.025
"451","2008-10-15",3
"452","2008-10-16",3.085
"453","2008-10-17",3.125
"454","2008-10-20",3.2
"455","2008-10-21",3
"456","2008-10-22",2.99
"457","2008-10-23",2.96
"458","2008-10-24",2.505
"459","2008-10-27",1.95
"460","2008-10-28",1.67
"461","2008-10-29",1.975
"462","2008-10-30",2.135
"463","2008-10-31",2.74
"464","2008-11-03",2.77
"465","2008-11-04",2.82
"466","2008-11-05",2.685
"467","2008-11-06",2.45
"468","2008-11-07",2.35
"469","2008-11-10",2.255
"470","2008-11-11",2.1
"471","2008-11-12",1.9
"472","2008-11-13",1.86
"473","2008-11-14",1.885
"474","2008-11-17",1.9
"475","2008-11-18",1.875
"476","2008-11-19",1.815
"477","2008-11-20",1.61
"478","2008-11-21",1.23
"479","2008-11-24",1.305
"480","2008-11-25",1.235
"481","2008-11-26",1.34
"482","2008-11-28",1.345
"483","2008-12-01",1.49
"484","2008-12-02",1.75
"485","2008-12-03",1.855
"486","2008-12-04",1.92
"487","2008-12-05",1.855
"488","2008-12-08",1.89
"489","2008-12-09",1.83
"490","2008-12-10",1.73
"491","2008-12-11",1.72
"492","2008-12-12",1.505
"493","2008-12-15",1.56
"494","2008-12-16",1.6
"495","2008-12-17",1.72
"496","2008-12-18",1.625
"497","2008-12-19",1.525
"498","2008-12-22",1.6
"499","2008-12-23",1.475
"500","2008-12-24",1.475
"501","2008-12-26",1.505
"502","2008-12-29",1.55
"503","2008-12-30",1.565
"504","2008-12-31",1.55
"505","2009-01-02",1.84
"506","2009-01-05",1.95
"507","2009-01-06",2.07
"508","2009-01-07",2.06
"509","2009-01-08",2.09
"510","2009-01-09",2.04
"511","2009-01-12",2.175
"512","2009-01-13",2.645
"513","2009-01-14",2.52
"514","2009-01-15",2.895
"515","2009-01-16",2.795
"516","2009-01-20",2.95
"517","2009-01-21",2.945
"518","2009-01-22",2.835
"519","2009-01-23",2.575
"520","2009-01-26",2.735
"521","2009-01-27",2.6
"522","2009-01-28",2.56
"523","2009-01-29",2.33
"524","2009-01-30",2.495
"525","2009-02-02",2.43
"526","2009-02-03",2.42
"527","2009-02-04",2.275
"528","2009-02-05",2.34
"529","2009-02-06",2.515
"530","2009-02-09",2.53
"531","2009-02-10",2.635
"532","2009-02-11",2.675
"533","2009-02-12",2.74
"534","2009-02-13",2.65
"535","2009-02-17",2.535
"536","2009-02-18",2.605
"537","2009-02-19",2.675
"538","2009-02-20",2.46
"539","2009-02-23",2.405
"540","2009-02-24",2.43
"541","2009-02-25",2.345
"542","2009-02-26",2.355
"543","2009-02-27",2.305
"544","2009-03-02",2.225
"545","2009-03-03",1.985
"546","2009-03-04",1.89
"547","2009-03-05",1.585
"548","2009-03-06",1.565
"549","2009-03-09",1.39
"550","2009-03-10",1.405
"551","2009-03-11",1.58
"552","2009-03-12",1.5
"553","2009-03-13",1.5
"554","2009-03-16",1.51
"555","2009-03-17",1.49
"556","2009-03-18",1.39
"557","2009-03-19",1.36
"558","2009-03-20",1.35
"559","2009-03-23",1.335
"560","2009-03-24",1.335
"561","2009-03-25",1.26
"562","2009-03-26",1.24
"563","2009-03-27",1.225
"564","2009-03-30",1.28
"565","2009-03-31",1.305
"566","2009-04-01",1.325
"567","2009-04-02",1.475
"568","2009-04-03",1.51
"569","2009-04-06",1.45
"570","2009-04-07",1.45
"571","2009-04-08",1.37
"572","2009-04-09",1.42
"573","2009-04-13",1.455
"574","2009-04-14",1.5
"575","2009-04-15",1.475
"576","2009-04-16",1.445
"577","2009-04-17",1.485
"578","2009-04-20",1.55
"579","2009-04-21",1.685
"580","2009-04-22",1.785
"581","2009-04-23",1.925
"582","2009-04-24",1.975
"583","2009-04-27",1.89
"584","2009-04-28",1.875
"585","2009-04-29",1.945
"586","2009-04-30",1.95
"587","2009-05-01",1.975
"588","2009-05-04",1.895
"589","2009-05-05",1.925
"590","2009-05-06",1.97
"591","2009-05-07",1.88
"592","2009-05-08",1.93
"593","2009-05-11",1.835
"594","2009-05-12",1.83
"595","2009-05-13",1.715
"596","2009-05-14",1.785
"597","2009-05-15",1.76
"598","2009-05-18",1.69
"599","2009-05-19",1.615
"600","2009-05-20",1.45
"601","2009-05-21",1.6
"602","2009-05-22",1.6
"603","2009-05-26",1.54
"604","2009-05-27",1.51
"605","2009-05-28",1.4
"606","2009-05-29",1.655
"607","2009-06-01",1.545
"608","2009-06-02",1.455
"609","2009-06-03",1.44
"610","2009-06-04",1.35
"611","2009-06-05",1.38
"612","2009-06-08",1.44
"613","2009-06-09",1.38
"614","2009-06-10",1.535
"615","2009-06-11",1.5
"616","2009-06-12",1.5
"617","2009-06-15",1.47
"618","2009-06-16",1.43
"619","2009-06-17",1.5
"620","2009-06-18",1.645
"621","2009-06-19",1.705
"622","2009-06-22",1.745
"623","2009-06-23",1.72
"624","2009-06-24",1.7
"625","2009-06-25",2.155
"626","2009-06-26",2.34
"627","2009-06-29",2.115
"628","2009-06-30",1.995
"629","2009-07-01",2.1
"630","2009-07-02",2.05
"631","2009-07-06",1.93
"632","2009-07-07",1.7
"633","2009-07-08",1.9
"634","2009-07-09",1.96
"635","2009-07-10",1.93
"636","2009-07-13",2
"637","2009-07-14",1.96
"638","2009-07-15",2.04
"639","2009-07-16",2.115
"640","2009-07-17",2.095
"641","2009-07-20",2.1
"642","2009-07-21",2.05
"643","2009-07-22",2.04
"644","2009-07-23",2.05
"645","2009-07-24",2.035
"646","2009-07-27",1.95
"647","2009-07-28",2
"648","2009-07-29",1.94
"649","2009-07-30",1.925
"650","2009-07-31",1.875
"651","2009-08-03",2
"652","2009-08-04",1.96
"653","2009-08-05",2
"654","2009-08-06",2.025
"655","2009-08-07",1.995
"656","2009-08-10",1.935
"657","2009-08-11",1.97
"658","2009-08-12",1.905
"659","2009-08-13",1.995
"660","2009-08-14",1.995
"661","2009-08-17",1.975
"662","2009-08-18",2
"663","2009-08-19",2
"664","2009-08-20",2
"665","2009-08-21",2
"666","2009-08-24",2.075
"667","2009-08-25",2.05
"668","2009-08-26",2.125
"669","2009-08-27",2.25
"670","2009-08-28",2.25
"671","2009-08-31",2.03
"672","2009-09-01",2.095
"673","2009-09-02",1.9
"674","2009-09-03",2.04
"675","2009-09-04",2.045
"676","2009-09-08",2.005
"677","2009-09-09",1.935
"678","2009-09-10",1.895
"679","2009-09-11",1.86
"680","2009-09-14",1.82
"681","2009-09-15",1.735
"682","2009-09-16",1.775
"683","2009-09-17",1.605
"684","2009-09-18",1.56
"685","2009-09-21",1.65
"686","2009-09-22",1.65
"687","2009-09-23",1.625
"688","2009-09-24",1.65
"689","2009-09-25",1.63
"690","2009-09-28",1.7
"691","2009-09-29",1.75
"692","2009-09-30",1.75
"693","2009-10-01",1.745
"694","2009-10-02",1.675
"695","2009-10-05",1.675
"696","2009-10-06",1.745
"697","2009-10-07",1.745
"698","2009-10-08",1.69
"699","2009-10-09",1.705
"700","2009-10-12",1.7
"701","2009-10-13",1.78
"702","2009-10-14",1.76
"703","2009-10-15",1.66
"704","2009-10-16",1.715
"705","2009-10-19",1.65
"706","2009-10-20",1.535
"707","2009-10-21",1.625
"708","2009-10-22",1.555
"709","2009-10-23",1.555
"710","2009-10-26",1.545
"711","2009-10-27",1.245
"712","2009-10-28",1.08
"713","2009-10-29",1.155
"714","2009-10-30",1.245
"715","2009-11-02",1.245
"716","2009-11-03",1.2
"717","2009-11-04",1.135
"718","2009-11-05",1.1
"719","2009-11-06",1.095
"720","2009-11-09",1.055
"721","2009-11-10",1.035
"722","2009-11-11",1.035
"723","2009-11-12",1.045
"724","2009-11-13",1.24
"725","2009-11-16",1.16
"726","2009-11-17",1.225
"727","2009-11-18",1.195
"728","2009-11-19",1.185
"729","2009-11-20",1.29
"730","2009-11-23",1.45
"731","2009-11-24",1.435
"732","2009-11-25",1.435
"733","2009-11-27",1.4
"734","2009-11-30",1.485
"735","2009-12-01",1.395
"736","2009-12-02",1.35
"737","2009-12-03",1.375
"738","2009-12-04",1.65
"739","2009-12-07",1.64
"740","2009-12-08",1.65
"741","2009-12-09",1.935
"742","2009-12-10",2
"743","2009-12-11",1.985
"744","2009-12-14",1.875
"745","2009-12-15",1.795
"746","2009-12-16",2.075
"747","2009-12-17",2.02
"748","2009-12-18",2.145
"749","2009-12-21",2.75
"750","2009-12-22",3.435
"751","2009-12-23",3.25
"752","2009-12-24",3.25
"753","2009-12-28",3.16
"754","2009-12-29",2.925
"755","2009-12-30",2.95
"756","2009-12-31",3.05
"757","2010-01-04",3.12
"758","2010-01-05",3.22
"759","2010-01-06",3.075
"760","2010-01-07",2.99
"761","2010-01-08",3.2
"762","2010-01-11",3.175
"763","2010-01-12",3.4
"764","2010-01-13",3.47
"765","2010-01-14",3.435
"766","2010-01-15",3.34
"767","2010-01-19",3.32
"768","2010-01-20",3.14
"769","2010-01-21",3.155
"770","2010-01-22",3.085
"771","2010-01-25",3.07
"772","2010-01-26",2.95
"773","2010-01-27",2.82
"774","2010-01-28",2.79
"775","2010-01-29",2.925
"776","2010-02-01",2.975
"777","2010-02-02",2.975
"778","2010-02-03",2.91
"779","2010-02-04",2.725
"780","2010-02-05",2.515
"781","2010-02-08",2.495
"782","2010-02-09",2.575
"783","2010-02-10",2.545
"784","2010-02-11",2.55
"785","2010-02-12",2.69
"786","2010-02-16",2.65
"787","2010-02-17",2.495
"788","2010-02-18",2.5
"789","2010-02-19",2.575
"790","2010-02-22",2.6
"791","2010-02-23",2.53
"792","2010-02-24",2.585
"793","2010-02-25",2.6
"794","2010-02-26",2.825
"795","2010-03-01",2.87
"796","2010-03-02",2.955
"797","2010-03-03",2.955
"798","2010-03-04",2.965
"799","2010-03-05",3.02
"800","2010-03-08",3.035
"801","2010-03-09",3.105
"802","2010-03-10",3.25
"803","2010-03-11",3.39
"804","2010-03-12",3.45
"805","2010-03-15",3.455
"806","2010-03-16",3.5
"807","2010-03-17",3.565
"808","2010-03-18",3.5
"809","2010-03-19",3.425
"810","2010-03-22",3.475
"811","2010-03-23",3.48
"812","2010-03-24",3.9
