"","date","ESSA"
"417","2008-11-25",12.71
"418","2008-11-26",13.32
"419","2008-11-28",13.47
"420","2008-12-01",11.6
"421","2008-12-02",12.33
"422","2008-12-03",12.99
"423","2008-12-04",12.37
"424","2008-12-05",13.25
"425","2008-12-08",13.37
"426","2008-12-09",12.43
"427","2008-12-10",12.97
"428","2008-12-11",12.22
"429","2008-12-12",13.15
"430","2008-12-15",12.92
"431","2008-12-16",13.49
"432","2008-12-17",13.09
"433","2008-12-18",13.16
"434","2008-12-19",14.02
"435","2008-12-22",13.85
"436","2008-12-23",14
"437","2008-12-24",13.79
"438","2008-12-26",13.94
"439","2008-12-29",13.8
"440","2008-12-30",13.98
"441","2008-12-31",14.13
"442","2009-01-02",14.06
"443","2009-01-05",14.07
"444","2009-01-06",14.23
"445","2009-01-07",14
"446","2009-01-08",14.25
"447","2009-01-09",13.84
"448","2009-01-12",13.39
"449","2009-01-13",14.04
"450","2009-01-14",13.82
"451","2009-01-15",13.85
"452","2009-01-16",13.45
"453","2009-01-20",12.33
"454","2009-01-21",12.73
"455","2009-01-22",12.85
"456","2009-01-23",12.58
"457","2009-01-26",13
"458","2009-01-27",13.37
"459","2009-01-28",13.6
"460","2009-01-29",13.38
"461","2009-01-30",13.34
"462","2009-02-02",13.58
"463","2009-02-03",13.55
"464","2009-02-04",12.81
"465","2009-02-05",12.8
"466","2009-02-06",12.84
"467","2009-02-09",12.88
"468","2009-02-10",12.74
"469","2009-02-11",12.81
"470","2009-02-12",12.78
"471","2009-02-13",12.79
"472","2009-02-17",12.49
"473","2009-02-18",12.73
"474","2009-02-19",13.03
"475","2009-02-20",12.65
"476","2009-02-23",12.16
"477","2009-02-24",12.65
"478","2009-02-25",12.19
"479","2009-02-26",12.21
"480","2009-02-27",12.01
"481","2009-03-02",11.61
"482","2009-03-03",11.61
"483","2009-03-04",12.1
"484","2009-03-05",11.75
"485","2009-03-06",11.59
"486","2009-03-09",11.45
"487","2009-03-10",11.7
"488","2009-03-11",11.4
"489","2009-03-12",12.17
"490","2009-03-13",12.53
"491","2009-03-16",12.12
"492","2009-03-17",13.05
"493","2009-03-18",13.43
"494","2009-03-19",13.28
"495","2009-03-20",13.36
"496","2009-03-23",13.94
"497","2009-03-24",13.19
"498","2009-03-25",13.62
"499","2009-03-26",13.72
"500","2009-03-27",13.17
"501","2009-03-30",13.09
"502","2009-03-31",13.31
"503","2009-04-01",13.49
"504","2009-04-02",13.58
"505","2009-04-03",13.7
"506","2009-04-06",13.42
"507","2009-04-07",13.34
"508","2009-04-08",13.69
"509","2009-04-09",13.89
"510","2009-04-13",13.89
"511","2009-04-14",13.67
"512","2009-04-15",13.85
"513","2009-04-16",13.95
"514","2009-04-17",13.93
"515","2009-04-20",13.31
"516","2009-04-21",13.74
"517","2009-04-22",13.54
"518","2009-04-23",13.26
"519","2009-04-24",13.34
"520","2009-04-27",13.19
"521","2009-04-28",13.54
"522","2009-04-29",13.69
"523","2009-04-30",13.64
"524","2009-05-01",13.3
"525","2009-05-04",13.77
"526","2009-05-05",13.6
"527","2009-05-06",13.76
"528","2009-05-07",13.55
"529","2009-05-08",13.99
"530","2009-05-11",13.53
"531","2009-05-12",13.35
"532","2009-05-13",12.87
"533","2009-05-14",13.14
"534","2009-05-15",13.02
"535","2009-05-18",13.45
"536","2009-05-19",13.4
"537","2009-05-20",13.26
"538","2009-05-21",13.29
"539","2009-05-22",13.25
"540","2009-05-26",13.8
"541","2009-05-27",13.07
"542","2009-05-28",13.6
"543","2009-05-29",13.95
"544","2009-06-01",14
"545","2009-06-02",14.07
"546","2009-06-03",13.85
"547","2009-06-04",13.8
"548","2009-06-05",13.63
"549","2009-06-08",13.68
"550","2009-06-09",13.45
"551","2009-06-10",12.99
"552","2009-06-11",13.21
"553","2009-06-12",13.19
"554","2009-06-15",12.92
"555","2009-06-16",12.82
"556","2009-06-17",13.32
"557","2009-06-18",13.31
"558","2009-06-19",13.15
"559","2009-06-22",13
"560","2009-06-23",12.96
"561","2009-06-24",13
"562","2009-06-25",13.37
"563","2009-06-26",13.5
"564","2009-06-29",13.46
"565","2009-06-30",13.67
"566","2009-07-01",13.77
"567","2009-07-02",13.45
"568","2009-07-06",13.52
"569","2009-07-07",13.3
"570","2009-07-08",13.35
"571","2009-07-09",13.46
"572","2009-07-10",13.49
"573","2009-07-13",13.9
"574","2009-07-14",13.72
"575","2009-07-15",13.85
"576","2009-07-16",13.75
"577","2009-07-17",13.72
"578","2009-07-20",13.65
"579","2009-07-21",13.53
"580","2009-07-22",13.46
"581","2009-07-23",13.6
"582","2009-07-24",13.45
"583","2009-07-27",13.48
"584","2009-07-28",13.51
"585","2009-07-29",13.46
"586","2009-07-30",13.56
"587","2009-07-31",13.47
"588","2009-08-03",13.58
"589","2009-08-04",13.56
"590","2009-08-05",13.5
"591","2009-08-06",13.38
"592","2009-08-07",13.59
"593","2009-08-10",13.72
"594","2009-08-11",13.54
"595","2009-08-12",13.65
"596","2009-08-13",13.75
"597","2009-08-14",13.57
"598","2009-08-17",13.47
"599","2009-08-18",13.46
"600","2009-08-19",13.49
"601","2009-08-20",13.5
"602","2009-08-21",13.54
"603","2009-08-24",13.69
"604","2009-08-25",13.65
"605","2009-08-26",13.5
"606","2009-08-27",13.43
"607","2009-08-28",13.26
"608","2009-08-31",12.66
"609","2009-09-01",12.56
"610","2009-09-02",12.53
"611","2009-09-03",12.57
"612","2009-09-04",12.7
"613","2009-09-08",12.62
"614","2009-09-09",12.87
"615","2009-09-10",12.92
"616","2009-09-11",12.66
"617","2009-09-14",12.56
"618","2009-09-15",12.72
"619","2009-09-16",12.7
"620","2009-09-17",12.85
"621","2009-09-18",12.98
"622","2009-09-21",12.93
"623","2009-09-22",13.05
"624","2009-09-23",13.12
"625","2009-09-24",12.98
"626","2009-09-25",13.18
"627","2009-09-28",13.68
"628","2009-09-29",13.5
"629","2009-09-30",13.21
"630","2009-10-01",13.16
"631","2009-10-02",13.17
"632","2009-10-05",13.54
"633","2009-10-06",13.49
"634","2009-10-07",13.49
"635","2009-10-08",13.09
"636","2009-10-09",13.22
"637","2009-10-12",12.92
"638","2009-10-13",12.86
"639","2009-10-14",13.01
"640","2009-10-15",12.81
"641","2009-10-16",12.76
"642","2009-10-19",12.57
"643","2009-10-20",12.44
"644","2009-10-21",12.17
"645","2009-10-22",12.25
"646","2009-10-23",12.2
"647","2009-10-26",12.16
"648","2009-10-27",12.29
"649","2009-10-28",12.24
"650","2009-10-29",12.26
"651","2009-10-30",11.97
"652","2009-11-02",12.12
"653","2009-11-03",12.54
"654","2009-11-04",12.03
"655","2009-11-05",12.48
"656","2009-11-06",12.16
"657","2009-11-09",12.48
"658","2009-11-10",12.16
"659","2009-11-11",12.52
"660","2009-11-12",12.06
"661","2009-11-13",12.19
"662","2009-11-16",12.57
"663","2009-11-17",12.57
"664","2009-11-18",12.58
"665","2009-11-19",12.78
"666","2009-11-20",12.87
"667","2009-11-23",13.19
"668","2009-11-24",13.11
"669","2009-11-25",12.54
"670","2009-11-27",12.36
"671","2009-11-30",12.66
"672","2009-12-01",12.81
"673","2009-12-02",12.78
"674","2009-12-03",12.41
"675","2009-12-04",12.67
"676","2009-12-07",12.42
"677","2009-12-08",12.3
"678","2009-12-09",12.24
"679","2009-12-10",12
"680","2009-12-11",12.17
"681","2009-12-14",12.39
"682","2009-12-15",11.7
"683","2009-12-16",11.91
"684","2009-12-17",11.8
"685","2009-12-18",11.9
"686","2009-12-21",11.95
"687","2009-12-22",11.97
"688","2009-12-23",11.96
"689","2009-12-24",11.95
"690","2009-12-28",11.88
"691","2009-12-29",11.87
"692","2009-12-30",11.96
"693","2009-12-31",11.7
"694","2010-01-04",11.84
"695","2010-01-05",11.76
"696","2010-01-06",11.67
"697","2010-01-07",11.78
"698","2010-01-08",11.88
"699","2010-01-11",11.89
"700","2010-01-12",11.84
"701","2010-01-13",11.86
"702","2010-01-14",12.05
"703","2010-01-15",11.95
"704","2010-01-19",12
"705","2010-01-20",11.97
"706","2010-01-21",11.75
"707","2010-01-22",11.76
"708","2010-01-25",11.84
"709","2010-01-26",11.55
"710","2010-01-27",11.89
"711","2010-01-28",11.62
"712","2010-01-29",11.85
"713","2010-02-01",11.96
"714","2010-02-02",11.91
"715","2010-02-03",11.91
"716","2010-02-04",11.85
"717","2010-02-05",12.12
"718","2010-02-08",11.88
"719","2010-02-09",12
"720","2010-02-10",11.64
"721","2010-02-11",11.73
"722","2010-02-12",11.68
"723","2010-02-16",11.69
"724","2010-02-17",11.73
"725","2010-02-18",11.71
"726","2010-02-19",11.62
"727","2010-02-22",11.71
"728","2010-02-23",11.63
"729","2010-02-24",11.72
"730","2010-02-25",11.74
"731","2010-02-26",11.7
"732","2010-03-01",11.97
"733","2010-03-02",12.19
"734","2010-03-03",12.55
"735","2010-03-04",12.84
"736","2010-03-05",13.21
"737","2010-03-08",12.97
"738","2010-03-09",12.99
"739","2010-03-10",12.99
"740","2010-03-11",12.98
"741","2010-03-12",12.9
"742","2010-03-15",12.94
"743","2010-03-16",12.95
"744","2010-03-17",12.93
"745","2010-03-18",12.87
"746","2010-03-19",12.95
"747","2010-03-22",12.93
"748","2010-03-23",12.99
"749","2010-03-24",12.93
"750","2010-03-25",12.98
"751","2010-03-26",12.94
"752","2010-03-29",12.67
"753","2010-03-30",12.8
"754","2010-03-31",12.54
"755","2010-04-01",12.79
"756","2010-04-05",13.01
"757","2010-04-06",13.38
"758","2010-04-07",13.2
"759","2010-04-08",12.96
"760","2010-04-09",12.8
"761","2010-04-12",12.51
"762","2010-04-13",12.37
"763","2010-04-14",12.99
"764","2010-04-15",12.95
"765","2010-04-16",12.73
"766","2010-04-19",12.78
"767","2010-04-20",12.74
"768","2010-04-21",12.68
"769","2010-04-22",13
"770","2010-04-23",13.19
"771","2010-04-26",12.88
"772","2010-04-27",12.81
"773","2010-04-28",12.86
"774","2010-04-29",13.09
"775","2010-04-30",12.58
"776","2010-05-03",13.02
"777","2010-05-04",12.96
"778","2010-05-05",12.67
"779","2010-05-06",12.18
"780","2010-05-07",11.65
"781","2010-05-10",12.54
"782","2010-05-11",12.75
"783","2010-05-12",13.06
"784","2010-05-13",13.04
"785","2010-05-14",12.99
"786","2010-05-17",13.21
"787","2010-05-18",13.03
"788","2010-05-19",12.95
"789","2010-05-20",12.25
"790","2010-05-21",12.32
"791","2010-05-24",12.1
"792","2010-05-25",12.16
"793","2010-05-26",12.25
"794","2010-05-27",12.47
"795","2010-05-28",12.54
"796","2010-06-01",12.39
"797","2010-06-02",12.95
"798","2010-06-03",12.89
"799","2010-06-04",12.09
"800","2010-06-07",12.2
"801","2010-06-08",12.21
"802","2010-06-09",12.21
"803","2010-06-10",12.45
"804","2010-06-11",12.58
"805","2010-06-14",12.54
"806","2010-06-15",12.62
"807","2010-06-16",12.8
"808","2010-06-17",12.73
"809","2010-06-18",12.8
"810","2010-06-21",12.72
"811","2010-06-22",12.72
"812","2010-06-23",12.81
"813","2010-06-24",12.74
"814","2010-06-25",12.51
"815","2010-06-28",12.73
"816","2010-06-29",12.35
"817","2010-06-30",12.31
"818","2010-07-01",12.42
"819","2010-07-02",12.18
"820","2010-07-06",12.07
"821","2010-07-07",12.5
"822","2010-07-08",12.45
"823","2010-07-09",12.52
"824","2010-07-12",12.27
"825","2010-07-13",12.52
"826","2010-07-14",12.49
"827","2010-07-15",12.51
"828","2010-07-16",12.01
"829","2010-07-19",12.13
"830","2010-07-20",12.43
"831","2010-07-21",12.02
"832","2010-07-22",12.5
"833","2010-07-23",12.71
"834","2010-07-26",12.82
"835","2010-07-27",12.68
"836","2010-07-28",12.87
"837","2010-07-29",12.68
"838","2010-07-30",12.72
"839","2010-08-02",12.58
"840","2010-08-03",12.4
"841","2010-08-04",12.57
"842","2010-08-05",12.25
"843","2010-08-06",12.04
"844","2010-08-09",12.11
"845","2010-08-10",11.67
"846","2010-08-11",10.93
"847","2010-08-12",11.15
"848","2010-08-13",11.17
"849","2010-08-16",11.34
"850","2010-08-17",11.47
"851","2010-08-18",11.26
"852","2010-08-19",10.81
"853","2010-08-20",10.92
"854","2010-08-23",10.75
"855","2010-08-24",10.8
"856","2010-08-25",10.99
"857","2010-08-26",11
"858","2010-08-27",11.18
"859","2010-08-30",10.99
"860","2010-08-31",11.18
"861","2010-09-01",11.55
"862","2010-09-02",11.68
"863","2010-09-03",11.79
"864","2010-09-07",11.31
"865","2010-09-08",11.33
"866","2010-09-09",11.37
"867","2010-09-10",11.34
"868","2010-09-13",11.56
"869","2010-09-14",11.41
"870","2010-09-15",11.47
"871","2010-09-16",11.25
"872","2010-09-17",11.38
"873","2010-09-20",11.95
"874","2010-09-21",11.55
"875","2010-09-22",11.13
"876","2010-09-23",11.11
"877","2010-09-24",11.84
"878","2010-09-27",11.64
"879","2010-09-28",11.8
"880","2010-09-29",11.93
"881","2010-09-30",11.84
"882","2010-10-01",12.18
"883","2010-10-04",12.08
"884","2010-10-05",12.54
"885","2010-10-06",12.63
"886","2010-10-07",12.36
"887","2010-10-08",12.65
"888","2010-10-11",12.62
"889","2010-10-12",12.44
"890","2010-10-13",12.73
"891","2010-10-14",12.82
"892","2010-10-15",12.78
"893","2010-10-18",12.97
"894","2010-10-19",12.81
"895","2010-10-20",12.92
"896","2010-10-21",12.75
"897","2010-10-22",12.92
"898","2010-10-25",12.91
"899","2010-10-26",12.92
"900","2010-10-27",12.87
"901","2010-10-28",12.85
"902","2010-10-29",12.65
"903","2010-11-01",12.49
"904","2010-11-02",12.85
"905","2010-11-03",12.95
"906","2010-11-04",13.05
"907","2010-11-05",13.02
"908","2010-11-08",13
"909","2010-11-09",12.86
"910","2010-11-10",12.94
"911","2010-11-11",12.94
"912","2010-11-12",12.91
"913","2010-11-15",12.78
"914","2010-11-16",12.57
"915","2010-11-17",12.79
"916","2010-11-18",12.64
"917","2010-11-19",12.68
"918","2010-11-22",12.51
"919","2010-11-23",12.58
"920","2010-11-24",12.95
"921","2010-11-26",13.07
"922","2010-11-29",13.1
"923","2010-11-30",13.15
"924","2010-12-01",13.04
"925","2010-12-02",13.08
"926","2010-12-03",12.88
"927","2010-12-06",12.66
"928","2010-12-07",13.05
"929","2010-12-08",13.08
"930","2010-12-09",13.14
"931","2010-12-10",13.2
"932","2010-12-13",13.07
"933","2010-12-14",13.04
"934","2010-12-15",12.84
"935","2010-12-16",13.26
"936","2010-12-17",12.57
"937","2010-12-20",12.74
"938","2010-12-21",12.89
"939","2010-12-22",13.05
"940","2010-12-23",13.07
"941","2010-12-27",13.3
"942","2010-12-28",13.22
"943","2010-12-29",13.28
"944","2010-12-30",13.31
"945","2010-12-31",13.22
"946","2011-01-03",13.32
"947","2011-01-04",12.87
"948","2011-01-05",13.27
"949","2011-01-06",13.23
"950","2011-01-07",12.88
"951","2011-01-10",12.82
"952","2011-01-11",12.91
"953","2011-01-12",12.93
"954","2011-01-13",12.62
"955","2011-01-14",12.73
"956","2011-01-18",12.73
"957","2011-01-19",12.04
"958","2011-01-20",12.19
"959","2011-01-21",12.35
"960","2011-01-24",12.48
"961","2011-01-25",12.68
"962","2011-01-26",12.76
"963","2011-01-27",12.76
"964","2011-01-28",12.43
"965","2011-01-31",12.63
"966","2011-02-01",12.79
"967","2011-02-02",12.69
"968","2011-02-03",12.59
"969","2011-02-04",12.43
"970","2011-02-07",12.46
"971","2011-02-08",12.51
"972","2011-02-09",12.44
"973","2011-02-10",12.39
"974","2011-02-11",12.46
"975","2011-02-14",12.41
"976","2011-02-15",12.43
"977","2011-02-16",12.55
"978","2011-02-17",12.78
"979","2011-02-18",12.98
"980","2011-02-22",12.8
"981","2011-02-23",12.85
"982","2011-02-24",12.89
"983","2011-02-25",12.99
"984","2011-02-28",13
"985","2011-03-01",12.95
"986","2011-03-02",12.94
"987","2011-03-03",13.07
"988","2011-03-04",12.95
"989","2011-03-07",12.77
"990","2011-03-08",12.99
"991","2011-03-09",12.88
"992","2011-03-10",12.6
"993","2011-03-11",12.49
"994","2011-03-14",12.38
"995","2011-03-15",12.4
"996","2011-03-16",12.05
"997","2011-03-17",12.2
"998","2011-03-18",12.88
"999","2011-03-21",13.09
"1000","2011-03-22",12.96
"1001","2011-03-23",12.98
"1002","2011-03-24",12.99
"1003","2011-03-25",12.93
