"","date","ESSA"
"1","2007-04-04",11.78
"2","2007-04-05",12.01
"3","2007-04-09",12.15
"4","2007-04-10",12.15
"5","2007-04-11",12.06
"6","2007-04-12",12
"7","2007-04-13",12.01
"8","2007-04-16",11.98
"9","2007-04-17",11.99
"10","2007-04-18",11.99
"11","2007-04-19",11.99
"12","2007-04-20",11.99
"13","2007-04-23",11.9
"14","2007-04-24",11.82
"15","2007-04-25",11.62
"16","2007-04-26",11.55
"17","2007-04-27",11.53
"18","2007-04-30",11.46
"19","2007-05-01",11.45
"20","2007-05-02",11.45
"21","2007-05-03",11.46
"22","2007-05-04",11.48
"23","2007-05-07",11.5
"24","2007-05-08",11.52
"25","2007-05-09",11.5
"26","2007-05-10",11.55
"27","2007-05-11",11.65
"28","2007-05-14",11.46
"29","2007-05-15",11.47
"30","2007-05-16",11.5
"31","2007-05-17",11.46
"32","2007-05-18",11.58
"33","2007-05-21",11.52
"34","2007-05-22",11.56
"35","2007-05-23",11.51
"36","2007-05-24",11.51
"37","2007-05-25",11.45
"38","2007-05-29",11.41
"39","2007-05-30",11.4
"40","2007-05-31",11.41
"41","2007-06-01",11.4
"42","2007-06-04",11.39
"43","2007-06-05",11.4
"44","2007-06-06",11.42
"45","2007-06-07",11.39
"46","2007-06-08",11.38
"47","2007-06-11",11.36
"48","2007-06-12",11.3
"49","2007-06-13",11.31
"50","2007-06-14",11.25
"51","2007-06-15",11.25
"52","2007-06-18",11.43
"53","2007-06-19",11.46
"54","2007-06-20",11.4
"55","2007-06-21",11.45
"56","2007-06-22",11.4
"57","2007-06-25",11.45
"58","2007-06-26",11.1
"59","2007-06-27",11.08
"60","2007-06-28",11.1
"61","2007-06-29",11.05
"62","2007-07-02",11.09
"63","2007-07-03",11.05
"64","2007-07-05",11.05
"65","2007-07-06",11.06
"66","2007-07-09",11.1
"67","2007-07-10",11.03
"68","2007-07-11",10.97
"69","2007-07-12",11.01
"70","2007-07-13",11
"71","2007-07-16",11
"72","2007-07-17",11.08
"73","2007-07-18",10.96
"74","2007-07-19",10.95
"75","2007-07-20",10.99
"76","2007-07-23",10.93
"77","2007-07-24",10.78
"78","2007-07-25",10.75
"79","2007-07-26",10.7
"80","2007-07-27",10.95
"81","2007-07-30",10.91
"82","2007-07-31",10.81
"83","2007-08-01",10.84
"84","2007-08-02",10.75
"85","2007-08-03",10.64
"86","2007-08-06",10.3
"87","2007-08-07",10.4
"88","2007-08-08",10.7
"89","2007-08-09",10.5
"90","2007-08-10",10.4
"91","2007-08-13",10.39
"92","2007-08-14",10.31
"93","2007-08-15",10.3
"94","2007-08-16",10.2
"95","2007-08-17",10.42
"96","2007-08-20",10.52
"97","2007-08-21",10.89
"98","2007-08-22",10.98
"99","2007-08-23",10.93
"100","2007-08-24",11.12
"101","2007-08-27",11.1
"102","2007-08-28",11.35
"103","2007-08-29",11.19
"104","2007-08-30",11.16
"105","2007-08-31",11.05
"106","2007-09-04",11.22
"107","2007-09-05",11.03
"108","2007-09-06",11
"109","2007-09-07",11.3
"110","2007-09-10",11.44
"111","2007-09-11",11.35
"112","2007-09-12",11.3
"113","2007-09-13",11.49
"114","2007-09-14",11.29
"115","2007-09-17",11.48
"116","2007-09-18",11.29
"117","2007-09-19",11.28
"118","2007-09-20",11.18
"119","2007-09-21",11.08
"120","2007-09-24",11.16
"121","2007-09-25",11.15
"122","2007-09-26",11.11
"123","2007-09-27",11.12
"124","2007-09-28",11.15
"125","2007-10-01",11.05
"126","2007-10-02",11.15
"127","2007-10-03",11.09
"128","2007-10-04",11.1
"129","2007-10-05",11.15
"130","2007-10-08",11.25
"131","2007-10-09",11.35
"132","2007-10-10",11.43
"133","2007-10-11",11.55
"134","2007-10-12",11.75
"135","2007-10-15",11.74
"136","2007-10-16",11.74
"137","2007-10-17",11.64
"138","2007-10-18",11.3
"139","2007-10-19",11.33
"140","2007-10-22",11.32
"141","2007-10-23",11.52
"142","2007-10-24",11.59
"143","2007-10-25",11.57
"144","2007-10-26",11.43
"145","2007-10-29",11.51
"146","2007-10-30",11.48
"147","2007-10-31",11.45
"148","2007-11-01",11.4
"149","2007-11-02",11.34
"150","2007-11-05",11.33
"151","2007-11-06",11.48
"152","2007-11-07",11.39
"153","2007-11-08",11.43
"154","2007-11-09",11.55
"155","2007-11-12",11.62
"156","2007-11-13",11.67
"157","2007-11-14",11.57
"158","2007-11-15",11.55
"159","2007-11-16",11.44
"160","2007-11-19",11.37
"161","2007-11-20",11.35
"162","2007-11-21",11.15
"163","2007-11-23",11.32
"164","2007-11-26",11.32
"165","2007-11-27",11.42
"166","2007-11-28",11.45
"167","2007-11-29",11.61
"168","2007-11-30",11.15
"169","2007-12-03",11.24
"170","2007-12-04",11.1
"171","2007-12-05",11.11
"172","2007-12-06",11.06
"173","2007-12-07",11.08
"174","2007-12-10",11.08
"175","2007-12-11",11.16
"176","2007-12-12",11.15
"177","2007-12-13",11.2
"178","2007-12-14",11.3
"179","2007-12-17",11
"180","2007-12-18",10.97
"181","2007-12-19",11
"182","2007-12-20",11
"183","2007-12-21",11.09
"184","2007-12-24",11.14
"185","2007-12-26",11.21
"186","2007-12-27",11.1
"187","2007-12-28",11
"188","2007-12-31",11.25
"189","2008-01-02",11.39
"190","2008-01-03",11.04
"191","2008-01-04",10.71
"192","2008-01-07",10.6
"193","2008-01-08",10.9
"194","2008-01-09",10.73
"195","2008-01-10",11.05
"196","2008-01-11",11.1
"197","2008-01-14",11.1
"198","2008-01-15",11.03
"199","2008-01-16",11.1
"200","2008-01-17",11
"201","2008-01-18",11
"202","2008-01-22",10.97
"203","2008-01-23",11.75
"204","2008-01-24",11.7
"205","2008-01-25",11.77
"206","2008-01-28",11.92
"207","2008-01-29",11.87
"208","2008-01-30",11.9
"209","2008-01-31",11.9
"210","2008-02-01",12.05
"211","2008-02-04",12.01
"212","2008-02-05",12.12
"213","2008-02-06",12.06
"214","2008-02-07",12
"215","2008-02-08",11.95
"216","2008-02-11",12.13
"217","2008-02-12",12.05
"218","2008-02-13",12.08
"219","2008-02-14",12.1
"220","2008-02-15",12.13
"221","2008-02-19",12.1
"222","2008-02-20",12.12
"223","2008-02-21",12.1
"224","2008-02-22",12
"225","2008-02-25",12.01
"226","2008-02-26",12.1
"227","2008-02-27",12.01
"228","2008-02-28",12.07
"229","2008-02-29",12
"230","2008-03-03",11.93
"231","2008-03-04",12.01
"232","2008-03-05",12.01
"233","2008-03-06",11.33
"234","2008-03-07",11.43
"235","2008-03-10",11.39
"236","2008-03-11",11.54
"237","2008-03-12",11.5
"238","2008-03-13",11.57
"239","2008-03-14",11.62
"240","2008-03-17",11.6
"241","2008-03-18",11.61
"242","2008-03-19",11.42
"243","2008-03-20",11.58
"244","2008-03-24",11.71
"245","2008-03-25",12
"246","2008-03-26",12.05
"247","2008-03-27",11.84
"248","2008-03-28",11.53
"249","2008-03-31",11.75
"250","2008-04-01",12
"251","2008-04-02",12
"252","2008-04-03",11.92
"253","2008-04-04",12
"254","2008-04-07",11.85
"255","2008-04-08",11.66
"256","2008-04-09",11.88
"257","2008-04-10",11.73
"258","2008-04-11",11.7
"259","2008-04-14",11.78
"260","2008-04-15",11.65
"261","2008-04-16",11.68
"262","2008-04-17",11.57
"263","2008-04-18",11.64
"264","2008-04-21",11.51
"265","2008-04-22",11.85
"266","2008-04-23",11.69
"267","2008-04-24",11.75
"268","2008-04-25",11.88
"269","2008-04-28",11.57
"270","2008-04-29",11.52
"271","2008-04-30",11.65
"272","2008-05-01",11.84
"273","2008-05-02",11.96
"274","2008-05-05",11.9
"275","2008-05-06",11.98
"276","2008-05-07",12
"277","2008-05-08",12
"278","2008-05-09",12.15
"279","2008-05-12",12.06
"280","2008-05-13",12.2
"281","2008-05-14",12.29
"282","2008-05-15",12.22
"283","2008-05-16",12.38
"284","2008-05-19",12.43
"285","2008-05-20",12.43
"286","2008-05-21",12.35
"287","2008-05-22",12.4
"288","2008-05-23",12.35
"289","2008-05-27",12.36
"290","2008-05-28",12.35
"291","2008-05-29",12.55
"292","2008-05-30",12.5
"293","2008-06-02",12.8
"294","2008-06-03",12.85
"295","2008-06-04",12.85
"296","2008-06-05",12.9
"297","2008-06-06",12.84
"298","2008-06-09",12.82
"299","2008-06-10",12.85
"300","2008-06-11",12.83
"301","2008-06-12",12.75
"302","2008-06-13",12.82
"303","2008-06-16",12.8
"304","2008-06-17",12.74
"305","2008-06-18",12.67
"306","2008-06-19",12.95
"307","2008-06-20",12.76
"308","2008-06-23",12.79
"309","2008-06-24",12.43
"310","2008-06-25",12.52
"311","2008-06-26",12.52
"312","2008-06-27",12.68
"313","2008-06-30",12.52
"314","2008-07-01",12.53
"315","2008-07-02",12.48
"316","2008-07-03",12.58
"317","2008-07-07",12.43
"318","2008-07-08",12.6
"319","2008-07-09",12.56
"320","2008-07-10",12.48
"321","2008-07-11",12.65
"322","2008-07-14",12.5
"323","2008-07-15",12.39
"324","2008-07-16",12.61
"325","2008-07-17",12.67
"326","2008-07-18",12.85
"327","2008-07-21",12.84
"328","2008-07-22",13.2
"329","2008-07-23",13.04
"330","2008-07-24",13.09
"331","2008-07-25",13.39
"332","2008-07-28",13.34
"333","2008-07-29",13.36
"334","2008-07-30",13.4
"335","2008-07-31",13.26
"336","2008-08-01",13.37
"337","2008-08-04",13.36
"338","2008-08-05",13.4
"339","2008-08-06",13.39
"340","2008-08-07",13.34
"341","2008-08-08",13.41
"342","2008-08-11",13.46
"343","2008-08-12",13.38
"344","2008-08-13",13.37
"345","2008-08-14",13.49
"346","2008-08-15",13.52
"347","2008-08-18",13.53
"348","2008-08-19",13.53
"349","2008-08-20",13.54
"350","2008-08-21",13.47
"351","2008-08-22",13.45
"352","2008-08-25",13.36
"353","2008-08-26",13.4
"354","2008-08-27",13.4
"355","2008-08-28",13.43
"356","2008-08-29",13.38
"357","2008-09-02",13.44
"358","2008-09-03",13.97
"359","2008-09-04",13.8
"360","2008-09-05",13.55
"361","2008-09-08",13.85
"362","2008-09-09",13.75
"363","2008-09-10",13.48
"364","2008-09-11",13.49
"365","2008-09-12",13.35
"366","2008-09-15",13.05
"367","2008-09-16",13.97
"368","2008-09-17",13.4
"369","2008-09-18",13.93
"370","2008-09-19",13.7
"371","2008-09-22",13.67
"372","2008-09-23",13.6
"373","2008-09-24",13.59
"374","2008-09-25",13.9
"375","2008-09-26",13.85
"376","2008-09-29",13.45
"377","2008-09-30",13.9
"378","2008-10-01",13.82
"379","2008-10-02",13.73
"380","2008-10-03",13.6
"381","2008-10-06",13.57
"382","2008-10-07",13.37
"383","2008-10-08",13.08
"384","2008-10-09",12.52
"385","2008-10-10",12.95
"386","2008-10-13",13.35
"387","2008-10-14",13.42
"388","2008-10-15",13.03
"389","2008-10-16",13.57
"390","2008-10-17",13.47
"391","2008-10-20",13.65
"392","2008-10-21",13.25
"393","2008-10-22",13
"394","2008-10-23",13.17
"395","2008-10-24",12.93
"396","2008-10-27",12.68
"397","2008-10-28",12.96
"398","2008-10-29",13.25
"399","2008-10-30",13.52
"400","2008-10-31",13.86
"401","2008-11-03",13.87
"402","2008-11-04",13.87
"403","2008-11-05",13.43
"404","2008-11-06",13.3
"405","2008-11-07",13.49
"406","2008-11-10",13.4
"407","2008-11-11",13.25
"408","2008-11-12",12.76
"409","2008-11-13",13.29
"410","2008-11-14",12.72
"411","2008-11-17",12.7
"412","2008-11-18",12.6
"413","2008-11-19",11.94
"414","2008-11-20",11.13
"415","2008-11-21",11.99
"416","2008-11-24",12.5
