"","date","VOXX"
"130","2007-07-10",12.5
"131","2007-07-11",12.73
"132","2007-07-12",12.78
"133","2007-07-13",12.65
"134","2007-07-16",12.23
"135","2007-07-17",11.92
"136","2007-07-18",11.61
"137","2007-07-19",11.74
"138","2007-07-20",11.52
"139","2007-07-23",11.49
"140","2007-07-24",11.05
"141","2007-07-25",11.17
"142","2007-07-26",10.46
"143","2007-07-27",10.3
"144","2007-07-30",10.2
"145","2007-07-31",10.12
"146","2007-08-01",10.03
"147","2007-08-02",9.87
"148","2007-08-03",9.81
"149","2007-08-06",9.63
"150","2007-08-07",9.63
"151","2007-08-08",10.13
"152","2007-08-09",10
"153","2007-08-10",11.38
"154","2007-08-13",10.6
"155","2007-08-14",10.37
"156","2007-08-15",10.37
"157","2007-08-16",10.61
"158","2007-08-17",10.61
"159","2007-08-20",10.53
"160","2007-08-21",10.37
"161","2007-08-22",10.54
"162","2007-08-23",10.32
"163","2007-08-24",10.35
"164","2007-08-27",10.41
"165","2007-08-28",10.31
"166","2007-08-29",10.57
"167","2007-08-30",10.51
"168","2007-08-31",10.45
"169","2007-09-04",10.3
"170","2007-09-05",10.12
"171","2007-09-06",10.15
"172","2007-09-07",10.08
"173","2007-09-10",10.06
"174","2007-09-11",10.15
"175","2007-09-12",10.2
"176","2007-09-13",10.02
"177","2007-09-14",10.31
"178","2007-09-17",10.1
"179","2007-09-18",10.75
"180","2007-09-19",10.97
"181","2007-09-20",10.64
"182","2007-09-21",10.36
"183","2007-09-24",10.28
"184","2007-09-25",10.31
"185","2007-09-26",10.29
"186","2007-09-27",10.29
"187","2007-09-28",10.29
"188","2007-10-01",10.46
"189","2007-10-02",10.3
"190","2007-10-03",10.2
"191","2007-10-04",10.22
"192","2007-10-05",10.98
"193","2007-10-08",11.46
"194","2007-10-09",11.88
"195","2007-10-10",11.94
"196","2007-10-11",12.82
"197","2007-10-12",12.68
"198","2007-10-15",12.49
"199","2007-10-16",12.2
"200","2007-10-17",12.06
"201","2007-10-18",12.01
"202","2007-10-19",11.35
"203","2007-10-22",11.84
"204","2007-10-23",11.49
"205","2007-10-24",11.59
"206","2007-10-25",11.79
"207","2007-10-26",12.39
"208","2007-10-29",12.01
"209","2007-10-30",12.11
"210","2007-10-31",12
"211","2007-11-01",12.05
"212","2007-11-02",12.05
"213","2007-11-05",12
"214","2007-11-06",12.37
"215","2007-11-07",12.01
"216","2007-11-08",12.22
"217","2007-11-09",12
"218","2007-11-12",12.28
"219","2007-11-13",13
"220","2007-11-14",12.97
"221","2007-11-15",12.71
"222","2007-11-16",12.56
"223","2007-11-19",12.51
"224","2007-11-20",12.61
"225","2007-11-21",12.53
"226","2007-11-23",12.53
"227","2007-11-26",12.05
"228","2007-11-27",12.23
"229","2007-11-28",12.88
"230","2007-11-29",13.04
"231","2007-11-30",12.77
"232","2007-12-03",12.13
"233","2007-12-04",12.27
"234","2007-12-05",12.79
"235","2007-12-06",13.02
"236","2007-12-07",12.91
"237","2007-12-10",13.09
"238","2007-12-11",12.25
"239","2007-12-12",12.27
"240","2007-12-13",12.47
"241","2007-12-14",12.07
"242","2007-12-17",12
"243","2007-12-18",12.49
"244","2007-12-19",12.41
"245","2007-12-20",12.37
"246","2007-12-21",13
"247","2007-12-24",13.38
"248","2007-12-26",13.47
"249","2007-12-27",12.61
"250","2007-12-28",12.42
"251","2007-12-31",12.4
"252","2008-01-02",12.01
"253","2008-01-03",12
"254","2008-01-04",12
"255","2008-01-07",12.18
"256","2008-01-08",12.04
"257","2008-01-09",11.88
"258","2008-01-10",10.34
"259","2008-01-11",9.98
"260","2008-01-14",10.06
"261","2008-01-15",10.23
"262","2008-01-16",10.02
"263","2008-01-17",9.95
"264","2008-01-18",9.97
"265","2008-01-22",10.1
"266","2008-01-23",10.34
"267","2008-01-24",9.97
"268","2008-01-25",10.04
"269","2008-01-28",10.13
"270","2008-01-29",10.02
"271","2008-01-30",9.73
"272","2008-01-31",10.26
"273","2008-02-01",10.03
"274","2008-02-04",9.59
"275","2008-02-05",9.59
"276","2008-02-06",9.61
"277","2008-02-07",9.71
"278","2008-02-08",9.86
"279","2008-02-11",9.6
"280","2008-02-12",9.66
"281","2008-02-13",10
"282","2008-02-14",9.81
"283","2008-02-15",9.61
"284","2008-02-19",9.6
"285","2008-02-20",9.85
"286","2008-02-21",9.52
"287","2008-02-22",9.5
"288","2008-02-25",9.78
"289","2008-02-26",9.82
"290","2008-02-27",9.55
"291","2008-02-28",9.26
"292","2008-02-29",9
"293","2008-03-03",8.8
"294","2008-03-04",8.82
"295","2008-03-05",8.63
"296","2008-03-06",8.47
"297","2008-03-07",8.45
"298","2008-03-10",8.47
"299","2008-03-11",9.14
"300","2008-03-12",9.39
"301","2008-03-13",9.55
"302","2008-03-14",9.26
"303","2008-03-17",9.28
"304","2008-03-18",9.97
"305","2008-03-19",9.88
"306","2008-03-20",9.97
"307","2008-03-24",10.6
"308","2008-03-25",10.43
"309","2008-03-26",10.64
"310","2008-03-27",10.15
"311","2008-03-28",10.5
"312","2008-03-31",10.68
"313","2008-04-01",11.04
"314","2008-04-02",11.14
"315","2008-04-03",11
"316","2008-04-04",11.05
"317","2008-04-07",11.12
"318","2008-04-08",10.99
"319","2008-04-09",10.61
"320","2008-04-10",10.84
"321","2008-04-11",10.25
"322","2008-04-14",10.53
"323","2008-04-15",10.63
"324","2008-04-16",11
"325","2008-04-17",11.07
"326","2008-04-18",10.98
"327","2008-04-21",10.69
"328","2008-04-22",10.46
"329","2008-04-23",10.06
"330","2008-04-24",10.69
"331","2008-04-25",10.95
"332","2008-04-28",11.03
"333","2008-04-29",10.87
"334","2008-04-30",10.92
"335","2008-05-01",11.16
"336","2008-05-02",10.83
"337","2008-05-05",10.87
"338","2008-05-06",10.67
"339","2008-05-07",10.34
"340","2008-05-08",10.09
"341","2008-05-09",10.33
"342","2008-05-12",11.05
"343","2008-05-13",10.97
"344","2008-05-14",11.06
"345","2008-05-15",10.84
"346","2008-05-16",9.81
"347","2008-05-19",9.55
"348","2008-05-20",9.61
"349","2008-05-21",9.6
"350","2008-05-22",9.91
"351","2008-05-23",9.99
"352","2008-05-27",10.66
"353","2008-05-28",10.5
"354","2008-05-29",10.71
"355","2008-05-30",10.66
"356","2008-06-02",10.32
"357","2008-06-03",10.76
"358","2008-06-04",10.8
"359","2008-06-05",11
"360","2008-06-06",10.52
"361","2008-06-09",10.5
"362","2008-06-10",10.75
"363","2008-06-11",10.31
"364","2008-06-12",10.27
"365","2008-06-13",10.53
"366","2008-06-16",10.47
"367","2008-06-17",10.9
"368","2008-06-18",10.71
"369","2008-06-19",10.83
"370","2008-06-20",10.87
"371","2008-06-23",10.95
"372","2008-06-24",10.82
"373","2008-06-25",10.96
"374","2008-06-26",10.28
"375","2008-06-27",10.37
"376","2008-06-30",9.82
"377","2008-07-01",9.79
"378","2008-07-02",9.57
"379","2008-07-03",9.38
"380","2008-07-07",8.59
"381","2008-07-08",9.66
"382","2008-07-09",9
"383","2008-07-10",8.23
"384","2008-07-11",7.99
"385","2008-07-14",7.57
"386","2008-07-15",7.62
"387","2008-07-16",8.19
"388","2008-07-17",7.84
"389","2008-07-18",8.03
"390","2008-07-21",7.93
"391","2008-07-22",8.05
"392","2008-07-23",8.02
"393","2008-07-24",7.94
"394","2008-07-25",8.05
"395","2008-07-28",7.89
"396","2008-07-29",8.51
"397","2008-07-30",9.06
"398","2008-07-31",9.13
"399","2008-08-01",9.48
"400","2008-08-04",9.28
"401","2008-08-05",9.86
"402","2008-08-06",9.65
"403","2008-08-07",9.49
"404","2008-08-08",10.04
"405","2008-08-11",10.65
"406","2008-08-12",10.68
"407","2008-08-13",10.78
"408","2008-08-14",10.8
"409","2008-08-15",10.8
"410","2008-08-18",10.27
"411","2008-08-19",9.94
"412","2008-08-20",9.52
"413","2008-08-21",9.67
"414","2008-08-22",9.66
"415","2008-08-25",9.45
"416","2008-08-26",9.92
"417","2008-08-27",9.89
"418","2008-08-28",9.94
"419","2008-08-29",9.76
"420","2008-09-02",9.42
"421","2008-09-03",9.85
"422","2008-09-04",9.46
"423","2008-09-05",9.26
"424","2008-09-08",9.21
"425","2008-09-09",8.97
"426","2008-09-10",9.28
"427","2008-09-11",9.57
"428","2008-09-12",9.37
"429","2008-09-15",9.24
"430","2008-09-16",9
"431","2008-09-17",9.49
"432","2008-09-18",10.11
"433","2008-09-19",10.45
"434","2008-09-22",9.51
"435","2008-09-23",9.72
"436","2008-09-24",9.65
"437","2008-09-25",9.65
"438","2008-09-26",9.22
"439","2008-09-29",9.02
"440","2008-09-30",9.37
"441","2008-10-01",9.4
"442","2008-10-02",8.77
"443","2008-10-03",8.57
"444","2008-10-06",6.91
"445","2008-10-07",5.6
"446","2008-10-08",5.05
"447","2008-10-09",3.75
"448","2008-10-10",4.83
"449","2008-10-13",6.51
"450","2008-10-14",5.6
"451","2008-10-15",4.62
"452","2008-10-16",4.68
"453","2008-10-17",5.05
"454","2008-10-20",5.44
"455","2008-10-21",4.88
"456","2008-10-22",4.79
"457","2008-10-23",4.66
"458","2008-10-24",4.33
"459","2008-10-27",4.29
"460","2008-10-28",4.54
"461","2008-10-29",4.71
"462","2008-10-30",5.08
"463","2008-10-31",5.89
"464","2008-11-03",6.6
"465","2008-11-04",6.24
"466","2008-11-05",5.85
"467","2008-11-06",5.33
"468","2008-11-07",5.44
"469","2008-11-10",5.22
"470","2008-11-11",5.15
"471","2008-11-12",4.77
"472","2008-11-13",5.88
"473","2008-11-14",4.89
"474","2008-11-17",4.56
"475","2008-11-18",4.51
"476","2008-11-19",4.04
"477","2008-11-20",3.36
"478","2008-11-21",3.82
"479","2008-11-24",4.03
"480","2008-11-25",4.07
"481","2008-11-26",5.01
"482","2008-11-28",5.81
"483","2008-12-01",4.46
"484","2008-12-02",5.03
"485","2008-12-03",5.57
"486","2008-12-04",5.26
"487","2008-12-05",6.12
"488","2008-12-08",6.56
"489","2008-12-09",6.24
"490","2008-12-10",6.48
"491","2008-12-11",5.82
"492","2008-12-12",6.42
"493","2008-12-15",6.16
"494","2008-12-16",5.75
"495","2008-12-17",6
"496","2008-12-18",6.2
"497","2008-12-19",6.28
"498","2008-12-22",6.1
"499","2008-12-23",5.8
"500","2008-12-24",6.11
"501","2008-12-26",6.28
"502","2008-12-29",5.9
"503","2008-12-30",5.45
"504","2008-12-31",5.01
"505","2009-01-02",4.89
"506","2009-01-05",4.9
"507","2009-01-06",5.12
"508","2009-01-07",5.11
"509","2009-01-08",5.33
"510","2009-01-09",5.01
"511","2009-01-12",5.87
"512","2009-01-13",5.35
"513","2009-01-14",5.27
"514","2009-01-15",4.99
"515","2009-01-16",4.99
"516","2009-01-20",4.37
"517","2009-01-21",4.87
"518","2009-01-22",4.57
"519","2009-01-23",5
"520","2009-01-26",4.91
"521","2009-01-27",4.66
"522","2009-01-28",5.1
"523","2009-01-29",4.75
"524","2009-01-30",4.51
"525","2009-02-02",4.11
"526","2009-02-03",4.29
"527","2009-02-04",4.23
"528","2009-02-05",4.33
"529","2009-02-06",4.79
"530","2009-02-09",4.6
"531","2009-02-10",4.12
"532","2009-02-11",4.22
"533","2009-02-12",4.14
"534","2009-02-13",4.07
"535","2009-02-17",3.73
"536","2009-02-18",3.67
"537","2009-02-19",3.56
"538","2009-02-20",3.45
"539","2009-02-23",3.33
"540","2009-02-24",3.64
"541","2009-02-25",3.41
"542","2009-02-26",2.96
"543","2009-02-27",2.8
"544","2009-03-02",2.68
"545","2009-03-03",2.41
"546","2009-03-04",2.41
"547","2009-03-05",2.15
"548","2009-03-06",2.32
"549","2009-03-09",2.13
"550","2009-03-10",2.4
"551","2009-03-11",2.36
"552","2009-03-12",2.62
"553","2009-03-13",2.52
"554","2009-03-16",2.46
"555","2009-03-17",2.68
"556","2009-03-18",2.94
"557","2009-03-19",2.84
"558","2009-03-20",2.84
"559","2009-03-23",3.32
"560","2009-03-24",3.06
"561","2009-03-25",3.46
"562","2009-03-26",4.2
"563","2009-03-27",3.76
"564","2009-03-30",3.3
"565","2009-03-31",3.43
"566","2009-04-01",3.62
"567","2009-04-02",3.81
"568","2009-04-03",4.17
"569","2009-04-06",3.92
"570","2009-04-07",3.52
"571","2009-04-08",3.72
"572","2009-04-09",4.27
"573","2009-04-13",4.82
"574","2009-04-14",4.42
"575","2009-04-15",4.5
"576","2009-04-16",5.08
"577","2009-04-17",5.24
"578","2009-04-20",4.6
"579","2009-04-21",5.36
"580","2009-04-22",5.36
"581","2009-04-23",4.78
"582","2009-04-24",5.15
"583","2009-04-27",4.99
"584","2009-04-28",5.26
"585","2009-04-29",5.6
"586","2009-04-30",5.56
"587","2009-05-01",5.22
"588","2009-05-04",5.25
"589","2009-05-05",5.13
"590","2009-05-06",5.1
"591","2009-05-07",5.01
"592","2009-05-08",5.15
"593","2009-05-11",5.02
"594","2009-05-12",4.75
"595","2009-05-13",4.58
"596","2009-05-14",4.94
"597","2009-05-15",5.1
"598","2009-05-18",5.93
"599","2009-05-19",5.78
"600","2009-05-20",5.14
"601","2009-05-21",5.39
"602","2009-05-22",5.31
"603","2009-05-26",6.45
"604","2009-05-27",5.81
"605","2009-05-28",5.84
"606","2009-05-29",5.82
"607","2009-06-01",6.45
"608","2009-06-02",6.73
"609","2009-06-03",6.49
"610","2009-06-04",6.66
"611","2009-06-05",5.98
"612","2009-06-08",5.61
"613","2009-06-09",5.92
"614","2009-06-10",5.58
"615","2009-06-11",5.92
"616","2009-06-12",5.97
"617","2009-06-15",5.65
"618","2009-06-16",5.55
"619","2009-06-17",6.12
"620","2009-06-18",6.09
"621","2009-06-19",6.21
"622","2009-06-22",5.64
"623","2009-06-23",5.57
"624","2009-06-24",5.67
"625","2009-06-25",5.68
"626","2009-06-26",6.34
"627","2009-06-29",6.32
"628","2009-06-30",5.86
"629","2009-07-01",6.79
"630","2009-07-02",6.57
"631","2009-07-06",6.23
"632","2009-07-07",6.29
"633","2009-07-08",6.09
"634","2009-07-09",5.65
"635","2009-07-10",6.36
"636","2009-07-13",6.61
"637","2009-07-14",7.1
"638","2009-07-15",7.54
"639","2009-07-16",7.93
"640","2009-07-17",7.95
"641","2009-07-20",7.98
"642","2009-07-21",7.84
"643","2009-07-22",7.48
"644","2009-07-23",7.79
"645","2009-07-24",7.63
"646","2009-07-27",7.22
"647","2009-07-28",7.37
"648","2009-07-29",7.14
"649","2009-07-30",7.76
"650","2009-07-31",7.89
"651","2009-08-03",7.71
"652","2009-08-04",7.66
"653","2009-08-05",7.02
"654","2009-08-06",6.85
"655","2009-08-07",7.42
"656","2009-08-10",7.34
"657","2009-08-11",7.22
"658","2009-08-12",7.27
"659","2009-08-13",7.47
"660","2009-08-14",7.26
"661","2009-08-17",7.12
"662","2009-08-18",7.53
"663","2009-08-19",7.68
"664","2009-08-20",7.79
"665","2009-08-21",7.97
"666","2009-08-24",7.86
"667","2009-08-25",7.76
"668","2009-08-26",7.8
"669","2009-08-27",7.72
"670","2009-08-28",7.41
"671","2009-08-31",7.06
"672","2009-09-01",6.34
"673","2009-09-02",6.19
"674","2009-09-03",6.12
"675","2009-09-04",6.08
"676","2009-09-08",6.56
"677","2009-09-09",6.87
"678","2009-09-10",6.54
"679","2009-09-11",6.37
"680","2009-09-14",6.71
"681","2009-09-15",6.82
"682","2009-09-16",6.98
"683","2009-09-17",6.58
"684","2009-09-18",7.22
"685","2009-09-21",7.2
"686","2009-09-22",6.93
"687","2009-09-23",7.03
"688","2009-09-24",6.88
"689","2009-09-25",7.01
"690","2009-09-28",7.3
"691","2009-09-29",7.31
"692","2009-09-30",6.85
"693","2009-10-01",6.27
"694","2009-10-02",6.24
"695","2009-10-05",6.24
"696","2009-10-06",6.51
"697","2009-10-07",6.56
"698","2009-10-08",6.72
"699","2009-10-09",6.93
"700","2009-10-12",7.16
"701","2009-10-13",7.52
"702","2009-10-14",7.9
"703","2009-10-15",7.7
"704","2009-10-16",7.66
"705","2009-10-19",7.91
"706","2009-10-20",7.78
"707","2009-10-21",7.44
"708","2009-10-22",7.26
"709","2009-10-23",7.15
"710","2009-10-26",7.02
"711","2009-10-27",6.72
"712","2009-10-28",6.29
"713","2009-10-29",6.46
"714","2009-10-30",6.46
"715","2009-11-02",6.36
"716","2009-11-03",6.43
"717","2009-11-04",6.2
"718","2009-11-05",6.62
"719","2009-11-06",7.16
"720","2009-11-09",7.5
"721","2009-11-10",7.28
"722","2009-11-11",7.13
"723","2009-11-12",6.8
"724","2009-11-13",7.01
"725","2009-11-16",7.59
"726","2009-11-17",7.59
"727","2009-11-18",7.73
"728","2009-11-19",7
"729","2009-11-20",7.02
"730","2009-11-23",7.43
"731","2009-11-24",7.11
"732","2009-11-25",6.82
"733","2009-11-27",6.45
"734","2009-11-30",7.37
"735","2009-12-01",7.07
"736","2009-12-02",7.18
"737","2009-12-03",6.98
"738","2009-12-04",7.31
"739","2009-12-07",7.06
"740","2009-12-08",7
"741","2009-12-09",7.03
"742","2009-12-10",6.77
"743","2009-12-11",6.7
"744","2009-12-14",6.51
"745","2009-12-15",6.29
"746","2009-12-16",6.38
"747","2009-12-17",6.43
"748","2009-12-18",7.39
"749","2009-12-21",6.62
"750","2009-12-22",6.59
"751","2009-12-23",6.9
"752","2009-12-24",7.08
"753","2009-12-28",7.08
"754","2009-12-29",7.08
"755","2009-12-30",7.1
"756","2009-12-31",7.09
"757","2010-01-04",7.36
"758","2010-01-05",6.96
"759","2010-01-06",6.71
"760","2010-01-07",6.71
"761","2010-01-08",7.02
"762","2010-01-11",7.46
"763","2010-01-12",7.1
"764","2010-01-13",6.91
"765","2010-01-14",7.06
"766","2010-01-15",6.81
"767","2010-01-19",6.88
"768","2010-01-20",7
"769","2010-01-21",7
"770","2010-01-22",7.03
"771","2010-01-25",6.54
"772","2010-01-26",6.61
"773","2010-01-27",6.85
"774","2010-01-28",6.75
"775","2010-01-29",6.65
"776","2010-02-01",6.44
"777","2010-02-02",6.49
"778","2010-02-03",6.5
"779","2010-02-04",6.46
"780","2010-02-05",6.95
"781","2010-02-08",6.52
"782","2010-02-09",6.6
"783","2010-02-10",6.61
"784","2010-02-11",6.81
"785","2010-02-12",6.86
"786","2010-02-16",7.13
"787","2010-02-17",7.41
"788","2010-02-18",7.1
"789","2010-02-19",7.48
"790","2010-02-22",7.37
"791","2010-02-23",7.49
"792","2010-02-24",7.27
"793","2010-02-25",7.39
"794","2010-02-26",7.22
"795","2010-03-01",7.57
"796","2010-03-02",7.95
"797","2010-03-03",8.01
"798","2010-03-04",8.08
"799","2010-03-05",8.16
"800","2010-03-08",7.94
"801","2010-03-09",7.82
"802","2010-03-10",8.12
"803","2010-03-11",8.23
"804","2010-03-12",8.1
"805","2010-03-15",8.12
"806","2010-03-16",8.15
"807","2010-03-17",8.07
"808","2010-03-18",7.99
"809","2010-03-19",7.65
"810","2010-03-22",7.74
"811","2010-03-23",8.07
"812","2010-03-24",7.86
"813","2010-03-25",7.76
"814","2010-03-26",7.84
"815","2010-03-29",7.73
"816","2010-03-30",7.93
"817","2010-03-31",7.78
"818","2010-04-01",7.46
"819","2010-04-05",8.04
"820","2010-04-06",8.11
"821","2010-04-07",7.96
"822","2010-04-08",7.97
"823","2010-04-09",7.95
"824","2010-04-12",7.94
"825","2010-04-13",8
"826","2010-04-14",8.07
"827","2010-04-15",8.28
"828","2010-04-16",7.94
"829","2010-04-19",8
"830","2010-04-20",8.14
"831","2010-04-21",8.3
"832","2010-04-22",9.08
"833","2010-04-23",9.06
"834","2010-04-26",9.09
"835","2010-04-27",8.7
"836","2010-04-28",8.98
"837","2010-04-29",9.73
"838","2010-04-30",9.31
"839","2010-05-03",9.15
"840","2010-05-04",9.11
"841","2010-05-05",8.67
"842","2010-05-06",8.05
"843","2010-05-07",7.38
"844","2010-05-10",7.99
"845","2010-05-11",8.33
"846","2010-05-12",9
"847","2010-05-13",8.93
"848","2010-05-14",8.66
"849","2010-05-17",9.35
"850","2010-05-18",8.88
"851","2010-05-19",8.76
"852","2010-05-20",8.21
"853","2010-05-21",8.35
"854","2010-05-24",8.06
"855","2010-05-25",8.13
"856","2010-05-26",7.99
"857","2010-05-27",8.33
"858","2010-05-28",8.17
"859","2010-06-01",8.06
"860","2010-06-02",8.31
"861","2010-06-03",8.54
"862","2010-06-04",8.04
"863","2010-06-07",8.1
"864","2010-06-08",7.53
"865","2010-06-09",7.48
"866","2010-06-10",7.85
"867","2010-06-11",7.94
"868","2010-06-14",7.86
"869","2010-06-15",8.11
"870","2010-06-16",8.08
"871","2010-06-17",7.93
"872","2010-06-18",7.89
"873","2010-06-21",7.73
"874","2010-06-22",7.7
"875","2010-06-23",7.57
"876","2010-06-24",7.5
"877","2010-06-25",8.05
"878","2010-06-28",7.94
"879","2010-06-29",7.42
"880","2010-06-30",7.35
"881","2010-07-01",7.15
"882","2010-07-02",6.99
"883","2010-07-06",6.63
"884","2010-07-07",6.96
"885","2010-07-08",7.27
"886","2010-07-09",7.15
"887","2010-07-12",7
"888","2010-07-13",7.54
"889","2010-07-14",7.31
"890","2010-07-15",7.13
"891","2010-07-16",6.89
"892","2010-07-19",7
"893","2010-07-20",6.97
"894","2010-07-21",6.91
"895","2010-07-22",7.33
"896","2010-07-23",7.5
"897","2010-07-26",7.5
"898","2010-07-27",7.53
"899","2010-07-28",7.43
"900","2010-07-29",7.49
"901","2010-07-30",7.45
"902","2010-08-02",7.53
"903","2010-08-03",7.69
"904","2010-08-04",7.57
"905","2010-08-05",7.08
"906","2010-08-06",7.26
"907","2010-08-09",7.33
"908","2010-08-10",7.15
"909","2010-08-11",6.68
"910","2010-08-12",6.72
"911","2010-08-13",6.53
"912","2010-08-16",6.52
"913","2010-08-17",6.69
"914","2010-08-18",6.67
"915","2010-08-19",6.45
"916","2010-08-20",6.43
"917","2010-08-23",6.25
"918","2010-08-24",6.31
"919","2010-08-25",6.4
"920","2010-08-26",6.22
"921","2010-08-27",6.5
"922","2010-08-30",6.21
"923","2010-08-31",6.33
"924","2010-09-01",6.77
"925","2010-09-02",7.11
"926","2010-09-03",7.21
"927","2010-09-07",6.68
"928","2010-09-08",6.8
"929","2010-09-09",6.69
"930","2010-09-10",6.72
"931","2010-09-13",7.16
"932","2010-09-14",7.2
"933","2010-09-15",7.45
"934","2010-09-16",7.23
"935","2010-09-17",7
"936","2010-09-20",7.25
"937","2010-09-21",7.15
"938","2010-09-22",7.02
"939","2010-09-23",6.92
"940","2010-09-24",7.2
"941","2010-09-27",7.06
"942","2010-09-28",7.09
"943","2010-09-29",7.01
"944","2010-09-30",6.84
"945","2010-10-01",6.86
"946","2010-10-04",6.78
"947","2010-10-05",6.95
"948","2010-10-06",6.97
"949","2010-10-07",6.84
"950","2010-10-08",7.02
"951","2010-10-11",6.91
"952","2010-10-12",6.98
"953","2010-10-13",6.92
"954","2010-10-14",6.81
"955","2010-10-15",6.66
"956","2010-10-18",6.62
"957","2010-10-19",6.33
"958","2010-10-20",6.4
"959","2010-10-21",6.41
"960","2010-10-22",6.38
"961","2010-10-25",6.42
"962","2010-10-26",6.49
"963","2010-10-27",6.46
"964","2010-10-28",6.41
"965","2010-10-29",6.48
"966","2010-11-01",6.46
"967","2010-11-02",6.54
"968","2010-11-03",6.41
"969","2010-11-04",6.5
"970","2010-11-05",6.46
"971","2010-11-08",6.52
"972","2010-11-09",6.53
"973","2010-11-10",6.7
"974","2010-11-11",6.74
"975","2010-11-12",6.48
"976","2010-11-15",6.56
"977","2010-11-16",6.57
"978","2010-11-17",6.58
"979","2010-11-18",6.8
"980","2010-11-19",6.58
"981","2010-11-22",6.66
"982","2010-11-23",6.57
"983","2010-11-24",6.79
"984","2010-11-26",6.8
"985","2010-11-29",6.87
"986","2010-11-30",6.85
"987","2010-12-01",6.99
"988","2010-12-02",7.09
"989","2010-12-03",7.15
"990","2010-12-06",7.31
"991","2010-12-07",7.38
"992","2010-12-08",7.48
"993","2010-12-09",7.5
"994","2010-12-10",7.77
"995","2010-12-13",7.7
"996","2010-12-14",7.82
"997","2010-12-15",7.9
"998","2010-12-16",8.09
"999","2010-12-17",8.61
"1000","2010-12-20",8.45
"1001","2010-12-21",8.54
"1002","2010-12-22",8.7
