"","date","AMTX"
"157","2014-12-26",6.34
"158","2014-12-29",5.51
"159","2014-12-30",5.53
"160","2014-12-31",5.79
"161","2015-01-02",6
"162","2015-01-05",5.51
"163","2015-01-06",5.26
"164","2015-01-07",4.9
"165","2015-01-08",4.78
"166","2015-01-09",4.74
"167","2015-01-12",4.6
"168","2015-01-13",4.35
"169","2015-01-14",4.16
"170","2015-01-15",4.13
"171","2015-01-16",4.18
"172","2015-01-20",4
"173","2015-01-21",3.9
"174","2015-01-22",3.79
"175","2015-01-23",3.7
"176","2015-01-26",3.61
"177","2015-01-27",4.02
"178","2015-01-28",3.95
"179","2015-01-29",3.81
"180","2015-01-30",3.89
"181","2015-02-02",3.85
"182","2015-02-03",3.88
"183","2015-02-04",3.6
"184","2015-02-05",3.81
"185","2015-02-06",4.03
"186","2015-02-09",4.7
"187","2015-02-10",4.53
"188","2015-02-11",4.473
"189","2015-02-12",4.39
"190","2015-02-13",4.52
"191","2015-02-17",4.85
"192","2015-02-18",4.77
"193","2015-02-19",4.27
"194","2015-02-20",4.42
"195","2015-02-23",4.39
"196","2015-02-24",4.44
"197","2015-02-25",4.36
"198","2015-02-26",4.18
"199","2015-02-27",4.42
"200","2015-03-02",4.3
"201","2015-03-03",4.35
"202","2015-03-04",4.49
"203","2015-03-05",4.77
"204","2015-03-06",4.962
"205","2015-03-09",5.134
"206","2015-03-10",5.06
"207","2015-03-11",4.66
"208","2015-03-12",4.89
"209","2015-03-13",4.25
"210","2015-03-16",3.92
"211","2015-03-17",3.93
"212","2015-03-18",3.93
"213","2015-03-19",3.84
"214","2015-03-20",3.88
"215","2015-03-23",3.79
"216","2015-03-24",3.84
"217","2015-03-25",4.03
"218","2015-03-26",4.32
"219","2015-03-27",4.32
"220","2015-03-30",4.27
"221","2015-03-31",4.22
"222","2015-04-01",4.21
"223","2015-04-02",4.09
"224","2015-04-06",4.12
"225","2015-04-07",4.29
"226","2015-04-08",4.2
"227","2015-04-09",4.2
"228","2015-04-10",4.19
"229","2015-04-13",4.03
"230","2015-04-14",4.09
"231","2015-04-15",4.265
"232","2015-04-16",4.37
"233","2015-04-17",4.72
"234","2015-04-20",4.53
"235","2015-04-21",4.36
"236","2015-04-22",4.4
"237","2015-04-23",4.3
"238","2015-04-24",4.25
"239","2015-04-27",4.23
"240","2015-04-28",4.17
"241","2015-04-29",4.405
"242","2015-04-30",4.59
"243","2015-05-01",4.57
"244","2015-05-04",4.9
"245","2015-05-05",4.97
"246","2015-05-06",4.98
"247","2015-05-07",4.67
"248","2015-05-08",4.59
"249","2015-05-11",4.75
"250","2015-05-12",4.95
"251","2015-05-13",4.85
"252","2015-05-14",4.8
"253","2015-05-15",4.78
"254","2015-05-18",4.53
"255","2015-05-19",4.695
"256","2015-05-20",4.52
"257","2015-05-21",4.35
"258","2015-05-22",4.33
"259","2015-05-26",4.18
"260","2015-05-27",4.3
"261","2015-05-28",4.43
"262","2015-05-29",4.38
"263","2015-06-01",4.43
"264","2015-06-02",4.4
"265","2015-06-03",4.63
"266","2015-06-04",4.45
"267","2015-06-05",4.4
"268","2015-06-08",4.32
"269","2015-06-09",4.15
"270","2015-06-10",4.13
"271","2015-06-11",4.06
"272","2015-06-12",4.04
"273","2015-06-15",4.2
"274","2015-06-16",4.1
"275","2015-06-17",4.17
"276","2015-06-18",4.31
"277","2015-06-19",4.4
"278","2015-06-22",4.25
"279","2015-06-23",4.24
"280","2015-06-24",4.11
"281","2015-06-25",4
"282","2015-06-26",4.12
"283","2015-06-29",3.8
"284","2015-06-30",3.6
"285","2015-07-01",3.71
"286","2015-07-02",3.65
"287","2015-07-06",3.56
"288","2015-07-07",3.48
"289","2015-07-08",3.16
"290","2015-07-09",3.34
"291","2015-07-10",3.57
"292","2015-07-13",3.49
"293","2015-07-14",3.671
"294","2015-07-15",3.74
"295","2015-07-16",3.74
"296","2015-07-17",3.62
"297","2015-07-20",3.3
"298","2015-07-21",3.08
"299","2015-07-22",2.96
"300","2015-07-23",2.98
"301","2015-07-24",3.28
"302","2015-07-27",3.33
"303","2015-07-28",3.13
"304","2015-07-29",3.5
"305","2015-07-30",3.8
"306","2015-07-31",3.568
"307","2015-08-03",3.34
"308","2015-08-04",3.31
"309","2015-08-05",3.33
"310","2015-08-06",2.97
"311","2015-08-07",3.28
"312","2015-08-10",3.27
"313","2015-08-11",3.252
"314","2015-08-12",3.31
"315","2015-08-13",3.25
"316","2015-08-14",3.81
"317","2015-08-17",3.4
"318","2015-08-18",3.44
"319","2015-08-19",3.515
"320","2015-08-20",3.53
"321","2015-08-21",3.09
"322","2015-08-24",2.61
"323","2015-08-25",2.595
"324","2015-08-26",2.536
"325","2015-08-27",2.73
"326","2015-08-28",3.11
"327","2015-08-31",3.07
"328","2015-09-01",2.76
"329","2015-09-02",2.65
"330","2015-09-03",3.034
"331","2015-09-04",3.02
"332","2015-09-08",3.05
"333","2015-09-09",3.05
"334","2015-09-10",3.09
"335","2015-09-11",3.11
"336","2015-09-14",3.41
"337","2015-09-15",3.42
"338","2015-09-16",3.7
"339","2015-09-17",3.72
"340","2015-09-18",3.63
"341","2015-09-21",3.675
"342","2015-09-22",3.42
"343","2015-09-23",3.17
"344","2015-09-24",3.03
"345","2015-09-25",2.99
"346","2015-09-28",2.73
"347","2015-09-29",2.7
"348","2015-09-30",2.75
"349","2015-10-01",2.5
"350","2015-10-02",2.58
"351","2015-10-05",2.5
"352","2015-10-06",2.55
"353","2015-10-07",2.51
"354","2015-10-08",2.54
"355","2015-10-09",2.69
"356","2015-10-12",2.64
"357","2015-10-13",2.55
"358","2015-10-14",2.58
"359","2015-10-15",2.75
"360","2015-10-16",2.65
"361","2015-10-19",2.5
"362","2015-10-20",2.23
"363","2015-10-21",2.19
"364","2015-10-22",2.26
"365","2015-10-23",2.63
"366","2015-10-26",2.53
"367","2015-10-27",2.65
"368","2015-10-28",2.6
"369","2015-10-29",2.6
"370","2015-10-30",2.46
"371","2015-11-02",2.59
"372","2015-11-03",2.5
"373","2015-11-04",2.56
"374","2015-11-05",2.45
"375","2015-11-06",2.62
"376","2015-11-09",2.506
"377","2015-11-10",2.02
"378","2015-11-11",2.11
"379","2015-11-12",2.19
"380","2015-11-13",2.28
"381","2015-11-16",2.21
"382","2015-11-17",2.19
"383","2015-11-18",2.31
"384","2015-11-19",2.22
"385","2015-11-20",2.24
"386","2015-11-23",2.31
"387","2015-11-24",2.36
"388","2015-11-25",2.49
"389","2015-11-27",2.56
"390","2015-11-30",2.98
"391","2015-12-01",2.78
"392","2015-12-02",2.84
"393","2015-12-03",2.9
"394","2015-12-04",2.97
"395","2015-12-07",2.93
"396","2015-12-08",2.57
"397","2015-12-09",2.75
"398","2015-12-10",2.59
"399","2015-12-11",2.62
"400","2015-12-14",2.68
"401","2015-12-15",2.34
"402","2015-12-16",2.27
"403","2015-12-17",2.26
"404","2015-12-18",2.17
"405","2015-12-21",2.19
"406","2015-12-22",2.2
"407","2015-12-23",2.35
"408","2015-12-24",2.19
"409","2015-12-28",2.2
"410","2015-12-29",2.21
"411","2015-12-30",1.9
"412","2015-12-31",2.9
"413","2016-01-04",2.6
"414","2016-01-05",2.66
"415","2016-01-06",2.37
"416","2016-01-07",2.25
"417","2016-01-08",2.35
"418","2016-01-11",2.15
"419","2016-01-12",2.14
"420","2016-01-13",2.15
"421","2016-01-14",2.39
"422","2016-01-15",2.28
"423","2016-01-19",2.1
"424","2016-01-20",2.16
"425","2016-01-21",2.14
"426","2016-01-22",2.38
"427","2016-01-25",2.31
"428","2016-01-26",2.01
"429","2016-01-27",2
"430","2016-01-28",2.24
"431","2016-01-29",2.19
"432","2016-02-01",2.09
"433","2016-02-02",2.03
"434","2016-02-03",2.09
"435","2016-02-04",2.01
"436","2016-02-05",1.95
"437","2016-02-08",1.88
"438","2016-02-09",1.75
"439","2016-02-10",1.75
"440","2016-02-11",1.57
"441","2016-02-12",1.7
"442","2016-02-16",1.7
"443","2016-02-17",1.84
"444","2016-02-18",1.74
"445","2016-02-19",1.78
"446","2016-02-22",1.83
"447","2016-02-23",1.65
"448","2016-02-24",1.58
"449","2016-02-25",1.6
"450","2016-02-26",1.79
"451","2016-02-29",1.81
"452","2016-03-01",1.8
"453","2016-03-02",1.84
"454","2016-03-03",1.6
"455","2016-03-04",1.71
"456","2016-03-07",1.68
"457","2016-03-08",1.66
"458","2016-03-09",1.62
"459","2016-03-10",1.63
"460","2016-03-11",1.76
"461","2016-03-14",1.77
"462","2016-03-15",1.7
"463","2016-03-16",1.79
"464","2016-03-17",1.97
"465","2016-03-18",2.12
"466","2016-03-21",2.07
"467","2016-03-22",2.1
"468","2016-03-23",2.155
"469","2016-03-24",2.13
"470","2016-03-28",2.03
"471","2016-03-29",1.97
"472","2016-03-30",1.87
"473","2016-03-31",2.04
"474","2016-04-01",2.05
"475","2016-04-04",2.05
"476","2016-04-05",1.87
"477","2016-04-06",1.75
"478","2016-04-07",1.8
"479","2016-04-08",1.92
"480","2016-04-11",1.95
"481","2016-04-12",2.13
"482","2016-04-13",2.24
"483","2016-04-14",2.41
"484","2016-04-15",2.33
"485","2016-04-18",2.31
"486","2016-04-19",2.47
"487","2016-04-20",2.58
"488","2016-04-21",2.84
"489","2016-04-22",2.85
"490","2016-04-25",2.83
"491","2016-04-26",2.71
"492","2016-04-27",2.75
"493","2016-04-28",2.839
"494","2016-04-29",2.77
"495","2016-05-02",2.75
"496","2016-05-03",2.79
"497","2016-05-04",2.81
"498","2016-05-05",2.74
"499","2016-05-06",2.89
"500","2016-05-09",2.38
"501","2016-05-10",2.26
"502","2016-05-11",2.43
"503","2016-05-12",2.65
"504","2016-05-13",2.58
"505","2016-05-16",2.57
"506","2016-05-17",2.52
"507","2016-05-18",2.56
"508","2016-05-19",2.54
"509","2016-05-20",2.56
"510","2016-05-23",2.48
"511","2016-05-24",2.54
"512","2016-05-25",2.61
"513","2016-05-26",2.46
"514","2016-05-27",2.38
"515","2016-05-31",2.62
"516","2016-06-01",2.58
"517","2016-06-02",2.67
"518","2016-06-03",2.61
"519","2016-06-06",2.59
"520","2016-06-07",2.51
"521","2016-06-08",2.44
"522","2016-06-09",2.49
"523","2016-06-10",2.49
"524","2016-06-13",2.49
"525","2016-06-14",2.36
"526","2016-06-15",2.36
"527","2016-06-16",2.49
"528","2016-06-17",2.37
"529","2016-06-20",2.4
"530","2016-06-21",2.49
"531","2016-06-22",2.49
"532","2016-06-23",2.5
"533","2016-06-24",2.37
"534","2016-06-27",2.34
"535","2016-06-28",2.45
"536","2016-06-29",2.4
"537","2016-06-30",2.28
"538","2016-07-01",2.22
"539","2016-07-05",2.31
"540","2016-07-06",2.175
"541","2016-07-07",1.98
"542","2016-07-08",2
"543","2016-07-11",1.896
"544","2016-07-12",1.7
"545","2016-07-13",1.99
"546","2016-07-14",1.91
"547","2016-07-15",2
"548","2016-07-18",1.961
"549","2016-07-19",1.99
"550","2016-07-20",2
"551","2016-07-21",2
"552","2016-07-22",2
"553","2016-07-25",1.98
"554","2016-07-26",1.95
"555","2016-07-27",1.89
"556","2016-07-28",1.87
"557","2016-07-29",1.91
"558","2016-08-01",1.92
"559","2016-08-02",1.97
"560","2016-08-03",1.983
"561","2016-08-04",1.99
"562","2016-08-05",2
"563","2016-08-08",1.99
"564","2016-08-09",1.96
"565","2016-08-10",1.94
"566","2016-08-11",1.98
"567","2016-08-12",1.94
"568","2016-08-15",1.95
"569","2016-08-16",1.7
"570","2016-08-17",1.61
"571","2016-08-18",1.63
"572","2016-08-19",1.57
"573","2016-08-22",1.55
"574","2016-08-23",1.607
"575","2016-08-24",1.59
"576","2016-08-25",1.63
"577","2016-08-26",1.55
"578","2016-08-29",1.64
"579","2016-08-30",1.55
"580","2016-08-31",1.55
"581","2016-09-01",1.45
"582","2016-09-02",1.43
"583","2016-09-06",1.46
"584","2016-09-07",1.4
"585","2016-09-08",1.49
"586","2016-09-09",1.347
"587","2016-09-12",1.146
"588","2016-09-13",1.25
"589","2016-09-14",1.18
"590","2016-09-15",1.3
"591","2016-09-16",1.29
"592","2016-09-19",1.2
"593","2016-09-20",1.21
"594","2016-09-21",1.28
"595","2016-09-22",1.31
"596","2016-09-23",1.26
"597","2016-09-26",1.3
"598","2016-09-27",1.26
"599","2016-09-28",1.23
"600","2016-09-29",1.23
"601","2016-09-30",1.08
"602","2016-10-03",1.17
"603","2016-10-04",1.3
"604","2016-10-05",1.65
"605","2016-10-06",1.76
"606","2016-10-07",1.62
"607","2016-10-10",1.43
"608","2016-10-11",1.45
"609","2016-10-12",1.3
"610","2016-10-13",1.27
"611","2016-10-14",1.29
"612","2016-10-17",1.33
"613","2016-10-18",1.29
"614","2016-10-19",1.42
"615","2016-10-20",1.57
"616","2016-10-21",1.7
"617","2016-10-24",1.61
"618","2016-10-25",1.68
"619","2016-10-26",1.68
"620","2016-10-27",1.61
"621","2016-10-28",1.65
"622","2016-10-31",1.79
"623","2016-11-01",1.75
"624","2016-11-02",1.73
"625","2016-11-03",1.72
"626","2016-11-04",1.64
"627","2016-11-07",1.64
"628","2016-11-08",1.59
"629","2016-11-09",1.65
"630","2016-11-10",1.67
"631","2016-11-11",1.7
"632","2016-11-14",1.86
"633","2016-11-15",1.9
"634","2016-11-16",1.91
"635","2016-11-17",1.85
"636","2016-11-18",1.71
"637","2016-11-21",1.77
"638","2016-11-22",1.82
"639","2016-11-23",1.82
"640","2016-11-25",1.81
"641","2016-11-28",1.8
"642","2016-11-29",1.75
"643","2016-11-30",1.705
"644","2016-12-01",1.66
"645","2016-12-02",1.61
"646","2016-12-05",1.68
"647","2016-12-06",1.71
"648","2016-12-07",1.72
"649","2016-12-08",1.66
"650","2016-12-09",1.74
"651","2016-12-12",1.7
"652","2016-12-13",1.75
"653","2016-12-14",1.703
"654","2016-12-15",1.75
"655","2016-12-16",1.76
"656","2016-12-19",1.68
"657","2016-12-20",1.543
"658","2016-12-21",1.61
"659","2016-12-22",1.69
"660","2016-12-23",1.63
"661","2016-12-27",1.5
"662","2016-12-28",1.36
"663","2016-12-29",1.39
"664","2016-12-30",1.39
"665","2017-01-03",1.54
"666","2017-01-04",1.68
"667","2017-01-05",1.76
"668","2017-01-06",1.71
"669","2017-01-09",1.6
"670","2017-01-10",1.7
"671","2017-01-11",1.692
"672","2017-01-12",1.645
"673","2017-01-13",1.63
"674","2017-01-17",1.61
"675","2017-01-18",1.82
"676","2017-01-19",1.72
"677","2017-01-20",1.62
"678","2017-01-23",1.73
"679","2017-01-24",1.74
"680","2017-01-25",1.81
"681","2017-01-26",1.78
"682","2017-01-27",1.71
"683","2017-01-30",1.66
"684","2017-01-31",1.64
"685","2017-02-01",1.64
"686","2017-02-02",1.62
"687","2017-02-03",1.56
"688","2017-02-06",1.5
"689","2017-02-07",1.34
"690","2017-02-08",1.24
"691","2017-02-09",1.27
"692","2017-02-10",1.27
"693","2017-02-13",1.24
"694","2017-02-14",1.22
"695","2017-02-15",1.201
"696","2017-02-16",1.17
"697","2017-02-17",1.18
"698","2017-02-21",1.21
"699","2017-02-22",1.19
"700","2017-02-23",1.17
"701","2017-02-24",1.18
"702","2017-02-27",1.21
"703","2017-02-28",1.15
"704","2017-03-01",1.19
"705","2017-03-02",1.182
"706","2017-03-03",1.22
"707","2017-03-06",1.23
"708","2017-03-07",1.27
"709","2017-03-08",1.22
"710","2017-03-09",1.26
"711","2017-03-10",1.23
"712","2017-03-13",1.21
"713","2017-03-14",1.22
"714","2017-03-15",1.18
"715","2017-03-16",1.17
"716","2017-03-17",1.18
"717","2017-03-20",1.19
"718","2017-03-21",1.15
"719","2017-03-22",1.16
"720","2017-03-23",1.14
"721","2017-03-24",1.15
"722","2017-03-27",1.14
"723","2017-03-28",1.18
"724","2017-03-29",1.245
"725","2017-03-30",1.27
"726","2017-03-31",1.29
"727","2017-04-03",1.28
"728","2017-04-04",1.26
"729","2017-04-05",1.2
"730","2017-04-06",1.239
"731","2017-04-07",1.18
"732","2017-04-10",1.2
"733","2017-04-11",1.17
"734","2017-04-12",1.18
"735","2017-04-13",1.19
"736","2017-04-17",1.21
"737","2017-04-18",1.16
"738","2017-04-19",1.13
"739","2017-04-20",1.14
"740","2017-04-21",1.18
"741","2017-04-24",1.17
"742","2017-04-25",1.15
"743","2017-04-26",1.14
"744","2017-04-27",1.13
"745","2017-04-28",1.16
"746","2017-05-01",1.15
"747","2017-05-02",1.15
"748","2017-05-03",1.156
"749","2017-05-04",1.16
"750","2017-05-05",1.18
"751","2017-05-08",1.18
"752","2017-05-09",1.13
"753","2017-05-10",1.471
"754","2017-05-11",1.415
"755","2017-05-12",1.34
"756","2017-05-15",1.3
"757","2017-05-16",1.3
"758","2017-05-17",1.3
"759","2017-05-18",1.28
"760","2017-05-19",1.25
"761","2017-05-22",1.21
"762","2017-05-23",1.33
"763","2017-05-24",1.35
"764","2017-05-25",1.5
"765","2017-05-26",1.61
"766","2017-05-30",1.63
"767","2017-05-31",1.62
"768","2017-06-01",1.59
"769","2017-06-02",1.63
"770","2017-06-05",1.6
"771","2017-06-06",1.59
"772","2017-06-07",1.58
"773","2017-06-08",1.58
"774","2017-06-09",1.56
"775","2017-06-12",1.513
"776","2017-06-13",1.458
"777","2017-06-14",1.44
"778","2017-06-15",1.32
"779","2017-06-16",1.5
"780","2017-06-19",1.45
"781","2017-06-20",1.4
"782","2017-06-21",1.42
"783","2017-06-22",1.44
"784","2017-06-23",1.38
"785","2017-06-26",1.43
"786","2017-06-27",1.39
"787","2017-06-28",1.38
"788","2017-06-29",1.36
"789","2017-06-30",1.33
"790","2017-07-03",1.31
"791","2017-07-05",1.31
"792","2017-07-06",1.31
"793","2017-07-07",1.23
"794","2017-07-10",1.176
"795","2017-07-11",1.23
"796","2017-07-12",1.25
"797","2017-07-13",1.299
"798","2017-07-14",1.26
"799","2017-07-17",1.23
"800","2017-07-18",1.2
"801","2017-07-19",1.23
"802","2017-07-20",1.22
"803","2017-07-21",1.23
"804","2017-07-24",1.22
"805","2017-07-25",1.2
"806","2017-07-26",1.23
"807","2017-07-27",1.21
"808","2017-07-28",1.2
"809","2017-07-31",1.21
"810","2017-08-01",1.21
"811","2017-08-02",1.21
"812","2017-08-03",1.229
"813","2017-08-04",1.17
"814","2017-08-07",1.18
"815","2017-08-08",1.17
"816","2017-08-09",1.14
"817","2017-08-10",1.19
"818","2017-08-11",1.17
"819","2017-08-14",1.14
"820","2017-08-15",1.148
"821","2017-08-16",1.087
"822","2017-08-17",1.086
"823","2017-08-18",1.08
"824","2017-08-21",1.07
"825","2017-08-22",1.01
"826","2017-08-23",1
"827","2017-08-24",0.95
"828","2017-08-25",0.83
"829","2017-08-28",0.868
"830","2017-08-29",0.878
"831","2017-08-30",0.9
"832","2017-08-31",0.863
"833","2017-09-01",0.85
"834","2017-09-05",0.838
"835","2017-09-06",0.83
"836","2017-09-07",0.89
"837","2017-09-08",0.9
"838","2017-09-11",0.93
"839","2017-09-12",0.92
"840","2017-09-13",0.97
"841","2017-09-14",0.95
"842","2017-09-15",0.92
"843","2017-09-18",0.9
"844","2017-09-19",0.87
"845","2017-09-20",0.94
"846","2017-09-21",0.96
"847","2017-09-22",0.92
"848","2017-09-25",0.871
"849","2017-09-26",0.87
"850","2017-09-27",0.884
"851","2017-09-28",0.903
"852","2017-09-29",0.87
"853","2017-10-02",0.879
"854","2017-10-03",0.87
"855","2017-10-04",0.87
"856","2017-10-05",0.89
"857","2017-10-06",0.892
"858","2017-10-09",0.87
"859","2017-10-10",0.89
"860","2017-10-11",0.85
"861","2017-10-12",0.84
"862","2017-10-13",0.81
"863","2017-10-16",0.74
"864","2017-10-17",0.68
"865","2017-10-18",0.69
"866","2017-10-19",0.64
"867","2017-10-20",0.62
"868","2017-10-23",0.59
"869","2017-10-24",0.83
"870","2017-10-25",0.79
"871","2017-10-26",0.809
"872","2017-10-27",0.767
"873","2017-10-30",0.78
"874","2017-10-31",0.81
"875","2017-11-01",0.76
"876","2017-11-02",0.82
"877","2017-11-03",0.762
"878","2017-11-06",0.83
"879","2017-11-07",0.89
"880","2017-11-08",0.801
"881","2017-11-09",0.71
"882","2017-11-10",0.77
"883","2017-11-13",0.76
"884","2017-11-14",0.73
"885","2017-11-15",0.69
"886","2017-11-16",0.67
"887","2017-11-17",0.7
"888","2017-11-20",0.7
"889","2017-11-21",0.698
"890","2017-11-22",0.71
"891","2017-11-24",0.705
"892","2017-11-27",0.7
"893","2017-11-28",0.7
"894","2017-11-29",0.67
"895","2017-11-30",0.66
"896","2017-12-01",0.75
"897","2017-12-04",0.685
"898","2017-12-05",0.72
"899","2017-12-06",0.68
"900","2017-12-07",0.69
"901","2017-12-08",0.7
"902","2017-12-11",0.708
"903","2017-12-12",0.67
"904","2017-12-13",0.7
"905","2017-12-14",0.69
"906","2017-12-15",0.68
"907","2017-12-18",0.665
"908","2017-12-19",0.698
"909","2017-12-20",0.665
"910","2017-12-21",0.615
"911","2017-12-22",0.61
"912","2017-12-26",0.59
"913","2017-12-27",0.55
"914","2017-12-28",0.55
"915","2017-12-29",0.55
"916","2018-01-02",0.58
"917","2018-01-03",0.566
"918","2018-01-04",0.59
"919","2018-01-05",0.605
"920","2018-01-08",0.669
"921","2018-01-09",0.68
"922","2018-01-10",0.68
"923","2018-01-11",0.79
"924","2018-01-12",0.78
"925","2018-01-16",0.72
"926","2018-01-17",0.7
"927","2018-01-18",0.705
"928","2018-01-19",0.64
"929","2018-01-22",0.64
"930","2018-01-23",0.62
"931","2018-01-24",0.62
"932","2018-01-25",0.63
"933","2018-01-26",0.681
"934","2018-01-29",0.71
"935","2018-01-30",0.679
"936","2018-01-31",0.69
"937","2018-02-01",0.7
"938","2018-02-02",0.66
"939","2018-02-05",0.59
"940","2018-02-06",0.59
"941","2018-02-07",0.56
"942","2018-02-08",0.56
"943","2018-02-09",0.57
"944","2018-02-12",0.54
"945","2018-02-13",0.519
"946","2018-02-14",0.54
"947","2018-02-15",0.538
"948","2018-02-16",0.557
"949","2018-02-20",0.557
"950","2018-02-21",0.52
"951","2018-02-22",0.52
"952","2018-02-23",0.57
"953","2018-02-26",0.59
"954","2018-02-27",0.6
"955","2018-02-28",0.58
"956","2018-03-01",0.52
"957","2018-03-02",0.59
"958","2018-03-05",0.647
"959","2018-03-06",1.05
"960","2018-03-07",1.12
"961","2018-03-08",1.15
"962","2018-03-09",1.15
"963","2018-03-12",1.12
"964","2018-03-13",1.09
"965","2018-03-14",1.05
"966","2018-03-15",1.12
"967","2018-03-16",2.45
"968","2018-03-19",2.16
"969","2018-03-20",2.1
"970","2018-03-21",1.94
"971","2018-03-22",2.1
"972","2018-03-23",1.95
"973","2018-03-26",1.87
"974","2018-03-27",2.03
"975","2018-03-28",2
"976","2018-03-29",1.7
"977","2018-04-02",1.57
"978","2018-04-03",1.66
"979","2018-04-04",1.51
"980","2018-04-05",1.61
"981","2018-04-06",1.45
"982","2018-04-09",1.36
"983","2018-04-10",1.45
"984","2018-04-11",1.59
"985","2018-04-12",1.69
"986","2018-04-13",1.66
"987","2018-04-16",1.71
"988","2018-04-17",1.8
"989","2018-04-18",1.9
"990","2018-04-19",1.8
"991","2018-04-20",1.705
"992","2018-04-23",1.65
"993","2018-04-24",1.62
"994","2018-04-25",1.68
"995","2018-04-26",1.76
"996","2018-04-27",1.78
"997","2018-04-30",1.72
"998","2018-05-01",1.69
"999","2018-05-02",1.84
"1000","2018-05-03",1.75
