"","date","TWST"
"319","2020-02-07",32.459999
"320","2020-02-10",32.59
"321","2020-02-11",30.5
"322","2020-02-12",30.940001
"323","2020-02-13",30.23
"324","2020-02-14",30.200001
"325","2020-02-18",30.559999
"326","2020-02-19",28.440001
"327","2020-02-20",33.130001
"328","2020-02-21",33.049999
"329","2020-02-24",33.029999
"330","2020-02-25",31.700001
"331","2020-02-26",30.719999
"332","2020-02-27",30.280001
"333","2020-02-28",30.620001
"334","2020-03-02",32.16
"335","2020-03-03",32.580002
"336","2020-03-04",33.16
"337","2020-03-05",33.73
"338","2020-03-06",35.150002
"339","2020-03-09",33.459999
"340","2020-03-10",30.709999
"341","2020-03-11",28.200001
"342","2020-03-12",24.059999
"343","2020-03-13",25.6
"344","2020-03-16",19.75
"345","2020-03-17",22.379999
"346","2020-03-18",19.709999
"347","2020-03-19",22.67
"348","2020-03-20",23.969999
"349","2020-03-23",24.16
"350","2020-03-24",26.74
"351","2020-03-25",27.75
"352","2020-03-26",30.25
"353","2020-03-27",30
"354","2020-03-30",32.200001
"355","2020-03-31",30.58
"356","2020-04-01",28.09
"357","2020-04-02",29.76
"358","2020-04-03",30.040001
"359","2020-04-06",29.73
"360","2020-04-07",26.4
"361","2020-04-08",27.43
"362","2020-04-09",26.9
"363","2020-04-13",26.51
"364","2020-04-14",27.34
"365","2020-04-15",27.799999
"366","2020-04-16",29.84
"367","2020-04-17",30.91
"368","2020-04-20",32.099998
"369","2020-04-21",31.6
"370","2020-04-22",32.959999
"371","2020-04-23",31.709999
"372","2020-04-24",32.27
"373","2020-04-27",33.16
"374","2020-04-28",32.470001
"375","2020-04-29",33
"376","2020-04-30",32.709999
"377","2020-05-01",31.24
"378","2020-05-04",32.93
"379","2020-05-05",33.740002
"380","2020-05-06",37.220001
"381","2020-05-07",36.669998
"382","2020-05-08",39.130001
"383","2020-05-11",39.209999
"384","2020-05-12",38.939999
"385","2020-05-13",38.119999
"386","2020-05-14",38.400002
"387","2020-05-15",40.040001
"388","2020-05-18",41.459999
"389","2020-05-19",40.200001
"390","2020-05-20",39.759998
"391","2020-05-21",39.389999
"392","2020-05-22",39.450001
"393","2020-05-26",37.419998
"394","2020-05-27",37.91
"395","2020-05-28",35.82
"396","2020-05-29",37.950001
"397","2020-06-01",40
"398","2020-06-02",38.93
"399","2020-06-03",37.07
"400","2020-06-04",36.860001
"401","2020-06-05",37.48
"402","2020-06-08",37.549999
"403","2020-06-09",39.060001
"404","2020-06-10",38.959999
"405","2020-06-11",36.009998
"406","2020-06-12",36.860001
"407","2020-06-15",38.98
"408","2020-06-16",38.540001
"409","2020-06-17",39.110001
"410","2020-06-18",40.549999
"411","2020-06-19",39.209999
"412","2020-06-22",41.93
"413","2020-06-23",43.810001
"414","2020-06-24",41.330002
"415","2020-06-25",42.57
"416","2020-06-26",40.740002
"417","2020-06-29",42.009998
"418","2020-06-30",45.299999
"419","2020-07-01",45.459999
"420","2020-07-02",46.16
"421","2020-07-06",46.689999
"422","2020-07-07",48.810001
"423","2020-07-08",54.580002
"424","2020-07-09",56.23
"425","2020-07-10",54.709999
"426","2020-07-13",51.59
"427","2020-07-14",53.369999
"428","2020-07-15",55.650002
"429","2020-07-16",52.630001
"430","2020-07-17",54.5
"431","2020-07-20",56.34
"432","2020-07-21",58.740002
"433","2020-07-22",59.119999
"434","2020-07-23",56.959999
"435","2020-07-24",54.639999
"436","2020-07-27",58.630001
"437","2020-07-28",58.470001
"438","2020-07-29",57.59
"439","2020-07-30",57.849998
"440","2020-07-31",56.040001
"441","2020-08-03",58.98
"442","2020-08-04",62.290001
"443","2020-08-05",66.449997
"444","2020-08-06",65.699997
"445","2020-08-07",61.66
"446","2020-08-10",59.77
"447","2020-08-11",55.599998
"448","2020-08-12",62.07
"449","2020-08-13",65.110001
"450","2020-08-14",66.300003
"451","2020-08-17",70.559998
"452","2020-08-18",69.629997
"453","2020-08-19",65.150002
"454","2020-08-20",67.279999
"455","2020-08-21",67.919998
"456","2020-08-24",66.290001
"457","2020-08-25",67.910004
"458","2020-08-26",67.93
"459","2020-08-27",67.889999
"460","2020-08-28",68.949997
"461","2020-08-31",69.93
"462","2020-09-01",71.720001
"463","2020-09-02",70.5
"464","2020-09-03",67.339996
"465","2020-09-04",63.27
"466","2020-09-08",62.77
"467","2020-09-09",65.970001
"468","2020-09-10",63.040001
"469","2020-09-11",62.509998
"470","2020-09-14",64.879997
"471","2020-09-15",61.720001
"472","2020-09-16",62.970001
"473","2020-09-17",64.769997
"474","2020-09-18",67.809998
"475","2020-09-21",66.989998
"476","2020-09-22",66.720001
"477","2020-09-23",64.709999
"478","2020-09-24",66.489998
"479","2020-09-25",72.639999
"480","2020-09-28",75.019997
"481","2020-09-29",78.790001
"482","2020-09-30",75.970001
"483","2020-10-01",77.870003
"484","2020-10-02",77.309998
"485","2020-10-05",82.339996
"486","2020-10-06",85.110001
"487","2020-10-07",87.459999
"488","2020-10-08",86.970001
"489","2020-10-09",89.639999
"490","2020-10-12",90.330002
"491","2020-10-13",92.809998
"492","2020-10-14",90.199997
"493","2020-10-15",99.889999
"494","2020-10-16",94.919998
"495","2020-10-19",93
"496","2020-10-20",88.760002
"497","2020-10-21",86.230003
"498","2020-10-22",87.059998
"499","2020-10-23",85.970001
"500","2020-10-26",82.580002
"501","2020-10-27",83.580002
"502","2020-10-28",79.550003
"503","2020-10-29",79.360001
"504","2020-10-30",76.639999
"505","2020-11-02",79.370003
"506","2020-11-03",86.300003
"507","2020-11-04",89.93
"508","2020-11-05",96.599998
"509","2020-11-06",99.610001
"510","2020-11-09",95.730003
"511","2020-11-10",96.230003
"512","2020-11-11",102.160004
"513","2020-11-12",106
"514","2020-11-13",107.360001
"515","2020-11-16",104.050003
"516","2020-11-17",108.5
"517","2020-11-18",110.900002
"518","2020-11-19",114.5
"519","2020-11-20",115.559998
"520","2020-11-23",117.190002
"521","2020-11-24",104.169998
"522","2020-11-25",99.639999
"523","2020-11-27",114.669998
