"","date","BKCC"
"386","2009-01-06",10.75
"387","2009-01-07",10.55
"388","2009-01-08",10.98
"389","2009-01-09",10.18
"390","2009-01-12",9.25
"391","2009-01-13",9.85
"392","2009-01-14",9.64
"393","2009-01-15",9.49
"394","2009-01-16",10.28
"395","2009-01-20",9.73
"396","2009-01-21",10.12
"397","2009-01-22",9.91
"398","2009-01-23",9.58
"399","2009-01-26",9.37
"400","2009-01-27",9.43
"401","2009-01-28",9.15
"402","2009-01-29",8.6
"403","2009-01-30",8.48
"404","2009-02-02",8.37
"405","2009-02-03",8.19
"406","2009-02-04",7.52
"407","2009-02-05",7.14
"408","2009-02-06",7.43
"409","2009-02-09",7.35
"410","2009-02-10",6.27
"411","2009-02-11",5.8
"412","2009-02-12",5.71
"413","2009-02-13",5.6
"414","2009-02-17",5.41
"415","2009-02-18",5.12
"416","2009-02-19",4.82
"417","2009-02-20",4.68
"418","2009-02-23",4.22
"419","2009-02-24",4.18
"420","2009-02-25",3.83
"421","2009-02-26",4.14
"422","2009-02-27",3.75
"423","2009-03-02",3.11
"424","2009-03-03",2.5
"425","2009-03-04",2.53
"426","2009-03-05",2.41
"427","2009-03-06",2.72
"428","2009-03-09",2.51
"429","2009-03-10",2.68
"430","2009-03-11",2.6
"431","2009-03-12",3
"432","2009-03-13",3.02
"433","2009-03-16",3.02
"434","2009-03-17",3.27
"435","2009-03-18",3.3
"436","2009-03-19",3.37
"437","2009-03-20",3.2
"438","2009-03-23",4.34
"439","2009-03-24",3.68
"440","2009-03-25",3.85
"441","2009-03-26",3.98
"442","2009-03-27",3.91
"443","2009-03-30",4.08
"444","2009-03-31",4.19
"445","2009-04-01",4.24
"446","2009-04-02",4.48
"447","2009-04-03",4.46
"448","2009-04-06",4.97
"449","2009-04-07",5.44
"450","2009-04-08",6.05
"451","2009-04-09",6.56
"452","2009-04-13",5.99
"453","2009-04-14",5.35
"454","2009-04-15",6.25
"455","2009-04-16",6.42
"456","2009-04-17",6.47
"457","2009-04-20",5.89
"458","2009-04-21",6.49
"459","2009-04-22",5.92
"460","2009-04-23",6.02
"461","2009-04-24",6.28
"462","2009-04-27",6.13
"463","2009-04-28",6.24
"464","2009-04-29",6.35
"465","2009-04-30",5.83
"466","2009-05-01",6.01
"467","2009-05-04",6.92
"468","2009-05-05",6.69
"469","2009-05-06",6.69
"470","2009-05-07",6.46
"471","2009-05-08",6.81
"472","2009-05-11",6.82
"473","2009-05-12",6.61
"474","2009-05-13",6.26
"475","2009-05-14",6.83
"476","2009-05-15",6.13
"477","2009-05-18",6.84
"478","2009-05-19",6.87
"479","2009-05-20",6.56
"480","2009-05-21",6.76
"481","2009-05-22",6.69
"482","2009-05-26",7
"483","2009-05-27",6.52
"484","2009-05-28",6.54
"485","2009-05-29",6.51
"486","2009-06-01",6.71
"487","2009-06-02",6.62
"488","2009-06-03",6.29
"489","2009-06-04",6.7
"490","2009-06-05",6.58
"491","2009-06-08",6.23
"492","2009-06-09",6.2
"493","2009-06-10",6.51
"494","2009-06-11",6.55
"495","2009-06-12",6.88
"496","2009-06-15",6.81
"497","2009-06-16",6.5
"498","2009-06-17",6.67
"499","2009-06-18",6.62
"500","2009-06-19",6.69
"501","2009-06-22",5.97
"502","2009-06-23",5.52
"503","2009-06-24",5.58
"504","2009-06-25",5.99
"505","2009-06-26",5.91
"506","2009-06-29",5.45
"507","2009-06-30",6.23
"508","2009-07-01",6.37
"509","2009-07-02",6.29
"510","2009-07-06",6.48
"511","2009-07-07",6.29
"512","2009-07-08",6.22
"513","2009-07-09",6.04
"514","2009-07-10",5.79
"515","2009-07-13",6.17
"516","2009-07-14",6.46
"517","2009-07-15",6.54
"518","2009-07-16",6.52
"519","2009-07-17",6.45
"520","2009-07-20",6.61
"521","2009-07-21",6.59
"522","2009-07-22",6.76
"523","2009-07-23",7.26
"524","2009-07-24",7.5
"525","2009-07-27",8.08
"526","2009-07-28",8.24
"527","2009-07-29",8.91
"528","2009-07-30",8.78
"529","2009-07-31",8.44
"530","2009-08-03",7.92
"531","2009-08-04",7.63
"532","2009-08-05",7.75
"533","2009-08-06",7.84
"534","2009-08-07",8.11
"535","2009-08-10",8.28
"536","2009-08-11",7.83
"537","2009-08-12",8.11
"538","2009-08-13",8.15
"539","2009-08-14",7.75
"540","2009-08-17",7.93
"541","2009-08-18",8.32
"542","2009-08-19",8.52
"543","2009-08-20",8.53
"544","2009-08-21",8.69
"545","2009-08-24",8.29
"546","2009-08-25",8.49
"547","2009-08-26",8.48
"548","2009-08-27",8.55
"549","2009-08-28",8.19
"550","2009-08-31",7.95
"551","2009-09-01",7.94
"552","2009-09-02",7.99
"553","2009-09-03",8
"554","2009-09-04",7.89
"555","2009-09-08",7.98
"556","2009-09-09",8.57
"557","2009-09-10",8.64
"558","2009-09-11",8.41
"559","2009-09-14",8.54
"560","2009-09-15",8.4
"561","2009-09-16",7.99
"562","2009-09-17",8.02
"563","2009-09-18",8.02
"564","2009-09-21",7.91
"565","2009-09-22",8.02
"566","2009-09-23",7.95
"567","2009-09-24",7.68
"568","2009-09-25",7.59
"569","2009-09-28",7.81
"570","2009-09-29",6.64
"571","2009-09-30",7.42
"572","2009-10-01",7.45
"573","2009-10-02",7.52
"574","2009-10-05",7.81
"575","2009-10-06",7.6
"576","2009-10-07",7.51
"577","2009-10-08",7.36
"578","2009-10-09",7.43
"579","2009-10-12",7.75
"580","2009-10-13",7.69
"581","2009-10-14",7.79
"582","2009-10-15",7.82
"583","2009-10-16",7.61
"584","2009-10-19",7.69
"585","2009-10-20",7.5
"586","2009-10-21",7.23
"587","2009-10-22",7.55
"588","2009-10-23",7.29
"589","2009-10-26",7.48
"590","2009-10-27",7.49
"591","2009-10-28",7.24
"592","2009-10-29",7.54
"593","2009-10-30",7.31
"594","2009-11-02",7.35
"595","2009-11-03",7.32
"596","2009-11-04",7.51
"597","2009-11-05",8.37
"598","2009-11-06",8.19
"599","2009-11-09",8.15
"600","2009-11-10",8.12
"601","2009-11-11",8.1
"602","2009-11-12",8.06
"603","2009-11-13",8.02
"604","2009-11-16",8.11
"605","2009-11-17",8.02
"606","2009-11-18",8.08
"607","2009-11-19",8.05
"608","2009-11-20",8.08
"609","2009-11-23",8.12
"610","2009-11-24",8.1
"611","2009-11-25",8.1
"612","2009-11-27",8.05
"613","2009-11-30",8.02
"614","2009-12-01",8.02
"615","2009-12-02",8.03
"616","2009-12-03",8.06
"617","2009-12-04",8.46
"618","2009-12-07",8.54
"619","2009-12-08",8.45
"620","2009-12-09",8.31
"621","2009-12-10",8.28
"622","2009-12-11",8.56
"623","2009-12-14",8.65
"624","2009-12-15",8.7
"625","2009-12-16",8.75
"626","2009-12-17",8.26
"627","2009-12-18",8.13
"628","2009-12-21",8.17
"629","2009-12-22",8.2
"630","2009-12-23",8.22
"631","2009-12-24",8.26
"632","2009-12-28",8.44
"633","2009-12-29",8.79
"634","2009-12-30",8.76
"635","2009-12-31",8.52
"636","2010-01-04",8.66
"637","2010-01-05",8.58
"638","2010-01-06",8.6
"639","2010-01-07",8.6
"640","2010-01-08",8.66
"641","2010-01-11",8.67
"642","2010-01-12",8.63
"643","2010-01-13",8.67
"644","2010-01-14",8.71
"645","2010-01-15",8.63
"646","2010-01-19",9
"647","2010-01-20",8.86
"648","2010-01-21",8.73
"649","2010-01-22",8.62
"650","2010-01-25",9.05
"651","2010-01-26",8.81
"652","2010-01-27",8.97
"653","2010-01-28",8.97
"654","2010-01-29",8.99
"655","2010-02-01",9.01
"656","2010-02-02",9.02
"657","2010-02-03",9.2
"658","2010-02-04",8.89
"659","2010-02-05",8.88
"660","2010-02-08",8.6
"661","2010-02-09",8.57
"662","2010-02-10",8.52
"663","2010-02-11",8.55
"664","2010-02-12",8.57
"665","2010-02-16",8.8
"666","2010-02-17",8.98
"667","2010-02-18",8.99
"668","2010-02-19",9.02
"669","2010-02-22",9.05
"670","2010-02-23",9.05
"671","2010-02-24",9.1
"672","2010-02-25",9.12
"673","2010-02-26",9.25
"674","2010-03-01",9.4
"675","2010-03-02",9.52
"676","2010-03-03",9.47
"677","2010-03-04",9.79
"678","2010-03-05",9.89
"679","2010-03-08",9.89
"680","2010-03-09",9.9
"681","2010-03-10",9.98
"682","2010-03-11",9.99
"683","2010-03-12",10
"684","2010-03-15",10
"685","2010-03-16",10.03
"686","2010-03-17",10.1
"687","2010-03-18",9.93
"688","2010-03-19",9.68
"689","2010-03-22",9.85
"690","2010-03-23",9.94
"691","2010-03-24",9.89
"692","2010-03-25",9.87
"693","2010-03-26",9.92
"694","2010-03-29",9.99
"695","2010-03-30",9.95
"696","2010-03-31",9.96
"697","2010-04-01",10.12
"698","2010-04-05",10.41
"699","2010-04-06",10.75
"700","2010-04-07",10.82
"701","2010-04-08",10.77
"702","2010-04-09",10.8
"703","2010-04-12",10.96
"704","2010-04-13",11.19
"705","2010-04-14",11.49
"706","2010-04-15",11.31
"707","2010-04-16",11.32
"708","2010-04-19",11.29
"709","2010-04-20",11.5
"710","2010-04-21",11.57
"711","2010-04-22",11.52
"712","2010-04-23",11.58
"713","2010-04-26",11.48
"714","2010-04-27",11.33
"715","2010-04-28",10.78
"716","2010-04-29",10.92
"717","2010-04-30",10.6
"718","2010-05-03",10.76
"719","2010-05-04",10.49
"720","2010-05-05",10.18
"721","2010-05-06",9.72
"722","2010-05-07",10.22
"723","2010-05-10",10.65
"724","2010-05-11",10.76
"725","2010-05-12",11.18
"726","2010-05-13",10.6
"727","2010-05-14",10.25
"728","2010-05-17",10.51
"729","2010-05-18",10.39
"730","2010-05-19",10.21
"731","2010-05-20",9.7
"732","2010-05-21",9.99
"733","2010-05-24",9.93
"734","2010-05-25",9.89
"735","2010-05-26",10.32
"736","2010-05-27",10.6
"737","2010-05-28",10.5
"738","2010-06-01",10.46
"739","2010-06-02",10.6
"740","2010-06-03",10.62
"741","2010-06-04",10
"742","2010-06-07",9.83
"743","2010-06-08",9.93
"744","2010-06-09",10.41
"745","2010-06-10",10.44
"746","2010-06-11",10.54
"747","2010-06-14",10.7
"748","2010-06-15",11.02
"749","2010-06-16",10.3
"750","2010-06-17",10.12
"751","2010-06-18",10.07
"752","2010-06-21",10.07
"753","2010-06-22",10.01
"754","2010-06-23",10.03
"755","2010-06-24",10
"756","2010-06-25",10.16
"757","2010-06-28",10.19
"758","2010-06-29",9.9
"759","2010-06-30",9.87
"760","2010-07-01",9.7
"761","2010-07-02",9.58
"762","2010-07-06",9.66
"763","2010-07-07",10.15
"764","2010-07-08",10.25
"765","2010-07-09",10.33
"766","2010-07-12",10.28
"767","2010-07-13",10.4
"768","2010-07-14",10.41
"769","2010-07-15",10.4
"770","2010-07-16",10.07
"771","2010-07-19",10.25
"772","2010-07-20",10.25
"773","2010-07-21",10.1
"774","2010-07-22",10.3
"775","2010-07-23",10.4
"776","2010-07-26",10.74
"777","2010-07-27",10.61
"778","2010-07-28",10.66
"779","2010-07-29",10.68
"780","2010-07-30",10.67
"781","2010-08-02",10.79
"782","2010-08-03",10.81
"783","2010-08-04",10.81
"784","2010-08-05",10.75
"785","2010-08-06",10.78
"786","2010-08-09",10.8
"787","2010-08-10",10.72
"788","2010-08-11",10.3
"789","2010-08-12",10.42
"790","2010-08-13",10.39
"791","2010-08-16",10.56
"792","2010-08-17",10.71
"793","2010-08-18",10.67
"794","2010-08-19",10.38
"795","2010-08-20",10.69
"796","2010-08-23",10.56
"797","2010-08-24",10.56
"798","2010-08-25",10.74
"799","2010-08-26",10.63
"800","2010-08-27",10.83
"801","2010-08-30",10.66
"802","2010-08-31",10.78
"803","2010-09-01",11.07
"804","2010-09-02",11.08
"805","2010-09-03",11.47
"806","2010-09-07",11.26
"807","2010-09-08",11.49
"808","2010-09-09",11.65
"809","2010-09-10",11.84
"810","2010-09-13",11.93
"811","2010-09-14",11.97
"812","2010-09-15",11.46
"813","2010-09-16",11.28
"814","2010-09-17",11.18
"815","2010-09-20",11.59
"816","2010-09-21",11.47
"817","2010-09-22",11.44
"818","2010-09-23",11.36
"819","2010-09-24",11.61
"820","2010-09-27",11.67
"821","2010-09-28",11.58
"822","2010-09-29",11.63
"823","2010-09-30",11.5
"824","2010-10-01",11.58
"825","2010-10-04",11.7
"826","2010-10-05",11.87
"827","2010-10-06",11.91
"828","2010-10-07",12.09
"829","2010-10-08",12.22
"830","2010-10-11",12.47
"831","2010-10-12",12.48
"832","2010-10-13",12.56
"833","2010-10-14",12.63
"834","2010-10-15",12.52
"835","2010-10-18",12.69
"836","2010-10-19",11.76
"837","2010-10-20",11.8
"838","2010-10-21",11.77
"839","2010-10-22",11.79
"840","2010-10-25",11.82
"841","2010-10-26",11.88
"842","2010-10-27",11.87
"843","2010-10-28",11.84
"844","2010-10-29",11.72
"845","2010-11-01",11.95
"846","2010-11-02",12.02
"847","2010-11-03",11.98
"848","2010-11-04",12.05
"849","2010-11-05",11.86
"850","2010-11-08",11.99
"851","2010-11-09",11.71
"852","2010-11-10",11.92
"853","2010-11-11",11.71
"854","2010-11-12",11.6
"855","2010-11-15",11.56
"856","2010-11-16",10.95
"857","2010-11-17",11.04
"858","2010-11-18",11.22
"859","2010-11-19",11.4
"860","2010-11-22",11.42
"861","2010-11-23",11.28
"862","2010-11-24",11.48
"863","2010-11-26",11.4
"864","2010-11-29",11.44
"865","2010-11-30",11.21
"866","2010-12-01",11.52
"867","2010-12-02",11.72
"868","2010-12-03",11.86
"869","2010-12-06",11.91
"870","2010-12-07",11.91
"871","2010-12-08",11.98
"872","2010-12-09",11.88
"873","2010-12-10",12.15
"874","2010-12-13",12.25
"875","2010-12-14",11.68
"876","2010-12-15",11.8
"877","2010-12-16",11.45
"878","2010-12-17",11.21
"879","2010-12-20",11.27
"880","2010-12-21",11.39
"881","2010-12-22",11.48
"882","2010-12-23",11.38
"883","2010-12-27",11.53
"884","2010-12-28",11.36
"885","2010-12-29",11.29
"886","2010-12-30",11.16
"887","2010-12-31",11.06
"888","2011-01-03",11.45
"889","2011-01-04",11.34
"890","2011-01-05",11.48
"891","2011-01-06",11.43
"892","2011-01-07",11.43
"893","2011-01-10",11.48
"894","2011-01-11",11.51
"895","2011-01-12",11.75
"896","2011-01-13",11.7
"897","2011-01-14",11.76
"898","2011-01-18",11.73
"899","2011-01-19",11.5
"900","2011-01-20",11.4
"901","2011-01-21",11.41
"902","2011-01-24",11.51
"903","2011-01-25",11.66
"904","2011-01-26",11.66
"905","2011-01-27",11.78
"906","2011-01-28",11.54
"907","2011-01-31",11.5
"908","2011-02-01",11.78
"909","2011-02-02",11.81
"910","2011-02-03",11.74
"911","2011-02-04",11.8
"912","2011-02-07",11.9
"913","2011-02-08",11.96
"914","2011-02-09",11.79
"915","2011-02-10",11.77
"916","2011-02-11",11.97
"917","2011-02-14",11.93
"918","2011-02-15",11.98
"919","2011-02-16",12.07
"920","2011-02-17",12.12
"921","2011-02-18",12.14
"922","2011-02-22",11.91
"923","2011-02-23",11.76
"924","2011-02-24",11.99
"925","2011-02-25",12.34
"926","2011-02-28",12.43
"927","2011-03-01",12.2
"928","2011-03-02",12.33
"929","2011-03-03",12.55
"930","2011-03-04",12.75
"931","2011-03-07",12.69
"932","2011-03-08",11.14
"933","2011-03-09",10.33
"934","2011-03-10",10.2
"935","2011-03-11",10.2
"936","2011-03-14",10.06
"937","2011-03-15",10
"938","2011-03-16",9.48
"939","2011-03-17",9.76
"940","2011-03-18",10.06
"941","2011-03-21",10.08
"942","2011-03-22",9.96
"943","2011-03-23",10
"944","2011-03-24",9.98
"945","2011-03-25",9.94
"946","2011-03-28",10.03
"947","2011-03-29",9.99
"948","2011-03-30",9.94
"949","2011-03-31",10.12
"950","2011-04-01",10.19
"951","2011-04-04",10.2
"952","2011-04-05",10.19
"953","2011-04-06",10.37
"954","2011-04-07",10.19
"955","2011-04-08",10.15
"956","2011-04-11",10.07
"957","2011-04-12",9.95
"958","2011-04-13",9.92
"959","2011-04-14",9.92
"960","2011-04-15",9.99
"961","2011-04-18",9.79
"962","2011-04-19",9.67
"963","2011-04-20",9.76
"964","2011-04-21",9.75
"965","2011-04-25",9.74
"966","2011-04-26",9.91
"967","2011-04-27",10.25
"968","2011-04-28",10.31
"969","2011-04-29",10.52
"970","2011-05-02",10.35
"971","2011-05-03",10.36
"972","2011-05-04",10.3
"973","2011-05-05",10.3
"974","2011-05-06",10.29
"975","2011-05-09",9.9
"976","2011-05-10",9.97
"977","2011-05-11",9.81
"978","2011-05-12",9.84
"979","2011-05-13",9.71
"980","2011-05-16",9.65
"981","2011-05-17",9.55
"982","2011-05-18",9.68
"983","2011-05-19",9.79
"984","2011-05-20",9.74
"985","2011-05-23",9.6
"986","2011-05-24",9.62
"987","2011-05-25",9.66
"988","2011-05-26",9.74
"989","2011-05-27",9.71
"990","2011-05-31",9.91
"991","2011-06-01",9.66
"992","2011-06-02",9.8
"993","2011-06-03",9.75
"994","2011-06-06",9.66
"995","2011-06-07",9.67
"996","2011-06-08",9.7
"997","2011-06-09",9.66
"998","2011-06-10",9.48
"999","2011-06-13",9.6
"1000","2011-06-14",9.75
"1001","2011-06-15",9.3
