"","date","FBK"
"1","2016-09-16",20.75
"2","2016-09-19",20.52
"3","2016-09-20",20.5
"4","2016-09-21",20.75
"5","2016-09-22",20.75
"6","2016-09-23",20.809999
"7","2016-09-26",20.5
"8","2016-09-27",20.51
"9","2016-09-28",20.4
"10","2016-09-29",20.32
"11","2016-09-30",20.18
"12","2016-10-03",19.83
"13","2016-10-04",20.940001
"14","2016-10-05",21.85
"15","2016-10-06",21.950001
"16","2016-10-07",21.93
"17","2016-10-10",21.950001
"18","2016-10-11",21.91
"19","2016-10-12",21.57
"20","2016-10-13",21.25
"21","2016-10-14",21.549999
"22","2016-10-17",21.15
"23","2016-10-18",21.17
"24","2016-10-19",21.040001
"25","2016-10-20",21.360001
"26","2016-10-21",21.25
"27","2016-10-24",21.41
"28","2016-10-25",21.75
"29","2016-10-26",21.82
"30","2016-10-27",21.639999
"31","2016-10-28",20.799999
"32","2016-10-31",20.85
"33","2016-11-01",21.059999
"34","2016-11-02",21.049999
"35","2016-11-03",21.48
"36","2016-11-04",21.43
"37","2016-11-07",21.43
"38","2016-11-08",20.84
"39","2016-11-09",21.18
"40","2016-11-10",22.530001
"41","2016-11-11",22.25
"42","2016-11-14",22.33
"43","2016-11-15",22.65
"44","2016-11-16",22.75
"45","2016-11-17",23.42
"46","2016-11-18",23.25
"47","2016-11-21",23.120001
"48","2016-11-22",22.27
"49","2016-11-23",23.4
"50","2016-11-25",23.32
"51","2016-11-28",23.370001
"52","2016-11-29",23.530001
"53","2016-11-30",23.700001
"54","2016-12-01",23.42
"55","2016-12-02",23.85
"56","2016-12-05",23.83
"57","2016-12-06",23.780001
"58","2016-12-07",23.889999
"59","2016-12-08",23.459999
"60","2016-12-09",23.969999
"61","2016-12-12",24.6
"62","2016-12-13",24.030001
"63","2016-12-14",23.610001
"64","2016-12-15",24.719999
"65","2016-12-16",24.879999
"66","2016-12-19",25.719999
"67","2016-12-20",25.809999
"68","2016-12-21",25.82
"69","2016-12-22",25.549999
"70","2016-12-23",25.809999
"71","2016-12-27",26.030001
"72","2016-12-28",26.32
"73","2016-12-29",26.4
"74","2016-12-30",25.950001
"75","2017-01-03",26.059999
"76","2017-01-04",26.809999
"77","2017-01-05",26.9
"78","2017-01-06",27.030001
"79","2017-01-09",26.32
"80","2017-01-10",26.74
"81","2017-01-11",27.65
"82","2017-01-12",26.940001
"83","2017-01-13",26.700001
"84","2017-01-17",26.58
"85","2017-01-18",27.110001
"86","2017-01-19",26.620001
"87","2017-01-20",26.5
"88","2017-01-23",26.059999
"89","2017-01-24",25.620001
"90","2017-01-25",25.209999
"91","2017-01-26",24.99
"92","2017-01-27",25.690001
"93","2017-01-30",24.870001
"94","2017-01-31",25.459999
"95","2017-02-01",25.4
"96","2017-02-02",24.92
"97","2017-02-03",25.16
"98","2017-02-06",24.92
"99","2017-02-07",24.700001
"100","2017-02-08",24.209999
"101","2017-02-09",26.32
"102","2017-02-10",30.08
"103","2017-02-13",30.77
"104","2017-02-14",31.620001
"105","2017-02-15",32.110001
"106","2017-02-16",33.32
"107","2017-02-17",33.110001
"108","2017-02-21",33.029999
"109","2017-02-22",32.93
"110","2017-02-23",32.84
"111","2017-02-24",32.23
"112","2017-02-27",32.470001
"113","2017-02-28",31.75
"114","2017-03-01",31.860001
"115","2017-03-02",31.639999
"116","2017-03-03",31.76
"117","2017-03-06",31.709999
"118","2017-03-07",31.83
"119","2017-03-08",31.42
"120","2017-03-09",31.42
"121","2017-03-10",31.51
"122","2017-03-13",31.360001
"123","2017-03-14",31.42
"124","2017-03-15",33.049999
"125","2017-03-16",33.48
"126","2017-03-17",32.75
"127","2017-03-20",32.220001
"128","2017-03-21",30.790001
"129","2017-03-22",30.76
"130","2017-03-23",31.459999
"131","2017-03-24",31.629999
"132","2017-03-27",31.690001
"133","2017-03-28",32.849998
"134","2017-03-29",32.939999
"135","2017-03-30",34.669998
"136","2017-03-31",35.360001
"137","2017-04-03",34.029999
"138","2017-04-04",33.52
"139","2017-04-05",33.220001
"140","2017-04-06",33.450001
"141","2017-04-07",34.23
"142","2017-04-10",34.540001
"143","2017-04-11",34.59
"144","2017-04-12",33.950001
"145","2017-04-13",32.990002
"146","2017-04-17",33.470001
"147","2017-04-18",33.68
"148","2017-04-19",34.099998
"149","2017-04-20",34.75
"150","2017-04-21",35.16
"151","2017-04-24",35.709999
"152","2017-04-25",37.200001
"153","2017-04-26",35.759998
"154","2017-04-27",37.41
"155","2017-04-28",36.240002
"156","2017-05-01",37.25
"157","2017-05-02",37.009998
"158","2017-05-03",37
"159","2017-05-04",36.950001
"160","2017-05-05",37.669998
"161","2017-05-08",38.07
"162","2017-05-09",38.439999
"163","2017-05-10",38
"164","2017-05-11",37.619999
"165","2017-05-12",36.880001
"166","2017-05-15",37.23
"167","2017-05-16",38.18
"168","2017-05-17",37.189999
"169","2017-05-18",37.860001
"170","2017-05-19",37.860001
"171","2017-05-22",37.990002
"172","2017-05-23",37.889999
"173","2017-05-24",37.240002
"174","2017-05-25",37.330002
"175","2017-05-26",36.91
"176","2017-05-30",34.400002
"177","2017-05-31",34.169998
"178","2017-06-01",34.5
"179","2017-06-02",34.150002
"180","2017-06-05",34.400002
"181","2017-06-06",34.439999
"182","2017-06-07",34.599998
"183","2017-06-08",35.93
"184","2017-06-09",36.860001
"185","2017-06-12",35.900002
"186","2017-06-13",35.98
"187","2017-06-14",35.990002
"188","2017-06-15",36.169998
"189","2017-06-16",36.299999
"190","2017-06-19",36.200001
"191","2017-06-20",36.200001
"192","2017-06-21",36.029999
"193","2017-06-22",36.09
"194","2017-06-23",36.32
"195","2017-06-26",36.290001
"196","2017-06-27",36.130001
"197","2017-06-28",36.32
"198","2017-06-29",36.25
"199","2017-06-30",36.189999
"200","2017-07-03",36.380001
"201","2017-07-05",36.189999
"202","2017-07-06",36.419998
"203","2017-07-07",36.34
"204","2017-07-10",35.830002
"205","2017-07-11",35.759998
"206","2017-07-12",35.720001
"207","2017-07-13",35.5
"208","2017-07-14",34.759998
"209","2017-07-17",34.860001
"210","2017-07-18",34.779999
"211","2017-07-19",34.41
"212","2017-07-20",34
"213","2017-07-21",34.509998
"214","2017-07-24",33.889999
"215","2017-07-25",34.369999
"216","2017-07-26",33.73
"217","2017-07-27",33.619999
"218","2017-07-28",34.099998
"219","2017-07-31",34.369999
"220","2017-08-01",34.419998
"221","2017-08-02",33.299999
"222","2017-08-03",33.709999
"223","2017-08-04",34.080002
"224","2017-08-07",34.130001
"225","2017-08-08",34.720001
"226","2017-08-09",34.48
"227","2017-08-10",33.25
"228","2017-08-11",33
"229","2017-08-14",34.02
"230","2017-08-15",35.09
"231","2017-08-16",34.52
"232","2017-08-17",33.990002
"233","2017-08-18",34.02
"234","2017-08-21",34.049999
"235","2017-08-22",34.27
"236","2017-08-23",34.360001
"237","2017-08-24",34.900002
"238","2017-08-25",34.720001
"239","2017-08-28",34.68
"240","2017-08-29",34.529999
"241","2017-08-30",34.57
"242","2017-08-31",34.75
"243","2017-09-01",35.200001
"244","2017-09-05",34.639999
"245","2017-09-06",34.25
"246","2017-09-07",34.18
"247","2017-09-08",34.060001
"248","2017-09-11",34.790001
"249","2017-09-12",35.330002
"250","2017-09-13",35.549999
"251","2017-09-14",35.720001
"252","2017-09-15",35.580002
"253","2017-09-18",35.369999
"254","2017-09-19",35.610001
"255","2017-09-20",35.93
"256","2017-09-21",36.060001
"257","2017-09-22",36.540001
"258","2017-09-25",36.790001
"259","2017-09-26",36.990002
"260","2017-09-27",38.009998
"261","2017-09-28",37.779999
"262","2017-09-29",37.720001
"263","2017-10-02",38.029999
"264","2017-10-03",38.25
"265","2017-10-04",37.66
"266","2017-10-05",38
"267","2017-10-06",38.009998
"268","2017-10-09",37.93
"269","2017-10-10",38.25
"270","2017-10-11",38.080002
"271","2017-10-12",37.639999
"272","2017-10-13",37.860001
"273","2017-10-16",38.060001
"274","2017-10-17",37.900002
"275","2017-10-18",38.189999
"276","2017-10-19",37.970001
"277","2017-10-20",38.349998
"278","2017-10-23",38.189999
"279","2017-10-24",39.48
"280","2017-10-25",40.119999
"281","2017-10-26",40.75
"282","2017-10-27",41.720001
"283","2017-10-30",40.889999
"284","2017-10-31",40.869999
"285","2017-11-01",40.049999
"286","2017-11-02",40.549999
"287","2017-11-03",40.669998
"288","2017-11-06",41.029999
"289","2017-11-07",40.68
"290","2017-11-08",39.57
"291","2017-11-09",39
"292","2017-11-10",39.02
"293","2017-11-13",39.080002
"294","2017-11-14",39.150002
"295","2017-11-15",39.439999
"296","2017-11-16",39.790001
"297","2017-11-17",40.139999
"298","2017-11-20",40.41
"299","2017-11-21",40.040001
"300","2017-11-22",39.98
"301","2017-11-24",39.860001
"302","2017-11-27",39.889999
"303","2017-11-28",41.259998
