"","date","AFINP"
"101","2019-08-14",25.530001
"102","2019-08-15",25.674999
"103","2019-08-16",25.6
"104","2019-08-19",25.6
"105","2019-08-20",25.58
"106","2019-08-21",25.575001
"107","2019-08-22",25.58
"108","2019-08-23",25.58
"109","2019-08-26",25.65
"110","2019-08-27",25.940001
"111","2019-08-28",25.940001
"112","2019-08-29",25.92
"113","2019-08-30",25.875
"114","2019-09-03",25.950001
"115","2019-09-04",25.27
"116","2019-09-05",25.235001
"117","2019-09-06",25.389999
"118","2019-09-09",25.51
"119","2019-09-10",25.43
"120","2019-09-11",25.610001
"121","2019-09-12",25.57
"122","2019-09-13",25.41
"123","2019-09-16",25.469999
"124","2019-09-17",25.5
"125","2019-09-18",25.559999
"126","2019-09-19",25.59
"127","2019-09-20",25.66
"128","2019-09-23",25.709999
"129","2019-09-24",25.66
"130","2019-09-25",25.65
"131","2019-09-26",25.620001
"132","2019-09-27",25.6
"133","2019-09-30",25.68
"134","2019-10-01",25.690001
"135","2019-10-02",25.610001
"136","2019-10-03",25.219999
"137","2019-10-04",25.299999
"138","2019-10-07",25.280001
"139","2019-10-08",25.205
"140","2019-10-09",25.24
"141","2019-10-10",25.26
"142","2019-10-11",25.24
"143","2019-10-14",25.290001
"144","2019-10-15",25.370001
"145","2019-10-16",25.35
"146","2019-10-17",25.4
"147","2019-10-18",25.379999
"148","2019-10-21",25.408001
"149","2019-10-22",25.389999
"150","2019-10-23",25.43
"151","2019-10-24",25.389999
"152","2019-10-25",25.43
"153","2019-10-28",25.42
"154","2019-10-29",25.33
"155","2019-10-30",25.360001
"156","2019-10-31",25.309999
"157","2019-11-01",25.309999
"158","2019-11-04",25.379999
"159","2019-11-05",25.360001
"160","2019-11-06",25.374001
"161","2019-11-07",25.299999
"162","2019-11-08",25.280001
"163","2019-11-11",25.35
"164","2019-11-12",25.280001
"165","2019-11-13",25.309999
"166","2019-11-14",25.347
"167","2019-11-15",25.34
"168","2019-11-18",25.360001
"169","2019-11-19",25.35
"170","2019-11-20",25.35
"171","2019-11-21",25.32
"172","2019-11-22",25.35
"173","2019-11-25",25.379999
"174","2019-11-26",25.4
"175","2019-11-27",25.549999
"176","2019-11-29",25.549999
"177","2019-12-02",25.540001
"178","2019-12-03",25.540001
"179","2019-12-04",25.440001
"180","2019-12-05",25.280001
"181","2019-12-06",25.27
"182","2019-12-09",25.280001
"183","2019-12-10",25.254999
"184","2019-12-11",25.26
"185","2019-12-12",25.25
"186","2019-12-13",25.27
"187","2019-12-16",25.25
"188","2019-12-17",25.209999
"189","2019-12-18",25.24
"190","2019-12-19",25.24
"191","2019-12-20",25.23
"192","2019-12-23",25.26
"193","2019-12-24",25.26
"194","2019-12-26",25.27
"195","2019-12-27",25.26
"196","2019-12-30",25.26
"197","2019-12-31",25.25
"198","2020-01-02",25.030001
"199","2020-01-03",25.07
"200","2020-01-06",25.08
"201","2020-01-07",25.07
"202","2020-01-08",25.09
"203","2020-01-09",25.09
"204","2020-01-10",25.1
"205","2020-01-13",25.18
"206","2020-01-14",25.24
"207","2020-01-15",25.190001
"208","2020-01-16",25.190001
"209","2020-01-17",25.25
"210","2020-01-21",25.23
"211","2020-01-22",25.23
"212","2020-01-23",25.24
"213","2020-01-24",25.219999
"214","2020-01-27",25.23
"215","2020-01-28",25.32
"216","2020-01-29",25.35
"217","2020-01-30",25.389999
"218","2020-01-31",25.4
"219","2020-02-03",25.57
"220","2020-02-04",25.5
"221","2020-02-05",25.620001
"222","2020-02-06",25.639999
"223","2020-02-07",25.709999
"224","2020-02-10",25.709999
"225","2020-02-11",25.700001
"226","2020-02-12",25.75
"227","2020-02-13",25.870001
"228","2020-02-14",25.75
"229","2020-02-18",25.860001
"230","2020-02-19",25.879999
"231","2020-02-20",26.07
"232","2020-02-21",26.01
"233","2020-02-24",25.68
"234","2020-02-25",25.290001
"235","2020-02-26",25.370001
"236","2020-02-27",25.07
"237","2020-02-28",24.93
"238","2020-03-02",25.190001
"239","2020-03-03",25.049999
"240","2020-03-04",25.433001
"241","2020-03-05",25.18
"242","2020-03-06",25.01
"243","2020-03-09",22.82
"244","2020-03-10",22.15
"245","2020-03-11",20.209999
"246","2020-03-12",15.07
"247","2020-03-13",17.530001
"248","2020-03-16",14.5
"249","2020-03-17",14.5
"250","2020-03-18",11.08
"251","2020-03-19",13.7
"252","2020-03-20",14.694
"253","2020-03-23",12.9
"254","2020-03-24",14.11
"255","2020-03-25",14.26
"256","2020-03-26",17.76
"257","2020-03-27",17.950001
"258","2020-03-30",17.75
"259","2020-03-31",17.870001
"260","2020-04-01",16.690001
"261","2020-04-02",16
"262","2020-04-03",15
"263","2020-04-06",15.3
"264","2020-04-07",16.25
"265","2020-04-08",17.200001
"266","2020-04-09",19.4
"267","2020-04-13",19.469999
"268","2020-04-14",19.5
"269","2020-04-15",19.190001
"270","2020-04-16",19.290001
"271","2020-04-17",19.790001
"272","2020-04-20",19
"273","2020-04-21",18.5
"274","2020-04-22",18.110001
"275","2020-04-23",18.450001
"276","2020-04-24",18.01
"277","2020-04-27",18.299999
"278","2020-04-28",18.799999
"279","2020-04-29",19.610001
"280","2020-04-30",19.91
"281","2020-05-01",19.219999
"282","2020-05-04",18.950001
"283","2020-05-05",19.120001
"284","2020-05-06",19.23
"285","2020-05-07",19.110001
"286","2020-05-08",19.245001
"287","2020-05-11",19.57
"288","2020-05-12",19.450001
"289","2020-05-13",18.91
"290","2020-05-14",17.82
"291","2020-05-15",17.799999
"292","2020-05-18",18.950001
"293","2020-05-19",18.83
"294","2020-05-20",18.83
"295","2020-05-21",19.049999
"296","2020-05-22",19.219999
"297","2020-05-26",19.6
"298","2020-05-27",20
"299","2020-05-28",19.85
"300","2020-05-29",20
"301","2020-06-01",19.950001
"302","2020-06-02",20.18
"303","2020-06-03",20.35
"304","2020-06-04",20.299999
"305","2020-06-05",21.83
"306","2020-06-08",22.926001
"307","2020-06-09",22.73
"308","2020-06-10",22.700001
"309","2020-06-11",21.4
"310","2020-06-12",22.23
"311","2020-06-15",22.4
"312","2020-06-16",22.549999
"313","2020-06-17",22.200001
"314","2020-06-18",22.4
"315","2020-06-19",22.33
"316","2020-06-22",23.290001
"317","2020-06-23",23.629999
"318","2020-06-24",23.309999
"319","2020-06-25",23.26
"320","2020-06-26",23.08
"321","2020-06-29",23.66
"322","2020-06-30",23.469999
"323","2020-07-01",23.280001
"324","2020-07-02",23.059999
"325","2020-07-06",23.18
"326","2020-07-07",22.98
"327","2020-07-08",22.93
"328","2020-07-09",22.15
"329","2020-07-10",21.719999
"330","2020-07-13",21.92
"331","2020-07-14",21.68
"332","2020-07-15",22.08
"333","2020-07-16",22.15
"334","2020-07-17",22.299999
"335","2020-07-20",22.15
"336","2020-07-21",22
"337","2020-07-22",22.040001
"338","2020-07-23",22.17
"339","2020-07-24",22.049999
"340","2020-07-27",22.219999
"341","2020-07-28",22.52
"342","2020-07-29",22.969999
"343","2020-07-30",23.049999
"344","2020-07-31",23.299999
"345","2020-08-03",23.1
"346","2020-08-04",23.09
"347","2020-08-05",23.280001
"348","2020-08-06",23.1
"349","2020-08-07",23.27
"350","2020-08-10",23.35
"351","2020-08-11",23.299999
"352","2020-08-12",23.620001
"353","2020-08-13",23.85
"354","2020-08-14",23.67
"355","2020-08-17",23.879999
"356","2020-08-18",24.07
"357","2020-08-19",24.27
"358","2020-08-20",24.299999
"359","2020-08-21",24.27
"360","2020-08-24",23.700001
"361","2020-08-25",23.110001
"362","2020-08-26",23.360001
"363","2020-08-27",23.68
"364","2020-08-28",23.790001
"365","2020-08-31",23.73
"366","2020-09-01",23.620001
"367","2020-09-02",23.41
"368","2020-09-03",23.139999
"369","2020-09-04",23.18
"370","2020-09-08",23.245001
"371","2020-09-09",23.299999
"372","2020-09-10",23.35
"373","2020-09-11",23.469999
"374","2020-09-14",23.6
"375","2020-09-15",23.700001
"376","2020-09-16",24.139999
"377","2020-09-17",24.110001
"378","2020-09-18",24.120001
"379","2020-09-21",24.120001
"380","2020-09-22",24.370001
"381","2020-09-23",24.15
"382","2020-09-24",24.1
"383","2020-09-25",24.120001
"384","2020-09-28",24.42
"385","2020-09-29",24.450001
"386","2020-09-30",24.280001
"387","2020-10-01",24.530001
"388","2020-10-02",24.280001
"389","2020-10-05",24.030001
"390","2020-10-06",24.24
"391","2020-10-07",24.049999
"392","2020-10-08",24.23
"393","2020-10-09",24.129999
"394","2020-10-12",24.01
"395","2020-10-13",24.110001
"396","2020-10-14",24.047001
"397","2020-10-15",24.040001
"398","2020-10-16",24.1
"399","2020-10-19",24.09
"400","2020-10-20",24.17
"401","2020-10-21",24.219999
"402","2020-10-22",24.25
"403","2020-10-23",24.110001
"404","2020-10-26",24
"405","2020-10-27",23.889999
"406","2020-10-28",23.540001
"407","2020-10-29",23.450001
"408","2020-10-30",23.85
"409","2020-11-02",23.809999
"410","2020-11-03",23.959999
"411","2020-11-04",23.99
"412","2020-11-05",24
"413","2020-11-06",23.889999
"414","2020-11-09",24.459999
"415","2020-11-10",24.940001
"416","2020-11-11",24.950001
"417","2020-11-12",24.969999
"418","2020-11-13",24.940001
"419","2020-11-16",24.959999
"420","2020-11-17",24.93
"421","2020-11-18",24.91
"422","2020-11-19",24.889999
"423","2020-11-20",24.83
"424","2020-11-23",24.879999
"425","2020-11-24",24.889999
"426","2020-11-25",24.84
"427","2020-11-27",24.905001
