"","date","NOVT"
"1","2007-01-03",28.379999
"2","2007-01-04",28.530001
"3","2007-01-05",28.26
"4","2007-01-08",28.17
"5","2007-01-09",28.049999
"6","2007-01-10",27.75
"7","2007-01-11",27.66
"8","2007-01-12",27.299999
"9","2007-01-16",28.290001
"10","2007-01-17",27.48
"11","2007-01-18",27
"12","2007-01-19",26.85
"13","2007-01-22",26.4
"14","2007-01-23",26.1
"15","2007-01-24",27
"16","2007-01-25",26.01
"17","2007-01-26",25.77
"18","2007-01-29",25.68
"19","2007-01-30",24.780001
"20","2007-01-31",25.17
"21","2007-02-01",25.440001
"22","2007-02-02",25.469999
"23","2007-02-05",25.530001
"24","2007-02-06",26.4
"25","2007-02-07",27.18
"26","2007-02-08",27.84
"27","2007-02-09",28.139999
"28","2007-02-12",27.6
"29","2007-02-13",27.93
"30","2007-02-14",28.049999
"31","2007-02-15",28.26
"32","2007-02-16",28.02
"33","2007-02-20",27.870001
"34","2007-02-21",28.02
"35","2007-02-22",28.049999
"36","2007-02-23",28.17
"37","2007-02-26",28.049999
"38","2007-02-27",28.02
"39","2007-02-28",27.959999
"40","2007-03-01",27.66
"41","2007-03-02",27.42
"42","2007-03-05",27.719999
"43","2007-03-06",27.9
"44","2007-03-07",27.93
"45","2007-03-08",28.23
"46","2007-03-09",28.860001
"47","2007-03-12",28.950001
"48","2007-03-13",27.66
"49","2007-03-14",28.41
"50","2007-03-15",28.08
"51","2007-03-16",28.41
"52","2007-03-19",28.08
"53","2007-03-20",28.469999
"54","2007-03-21",28.83
"55","2007-03-22",29.43
"56","2007-03-23",29.49
"57","2007-03-26",29.879999
"58","2007-03-27",29.190001
"59","2007-03-28",28.77
"60","2007-03-29",29.610001
"61","2007-03-30",29.73
"62","2007-04-02",29.34
"63","2007-04-03",29.639999
"64","2007-04-04",29.549999
"65","2007-04-05",29.610001
"66","2007-04-09",29.52
"67","2007-04-10",28.77
"68","2007-04-11",29.49
"69","2007-04-12",29.219999
"70","2007-04-13",29.969999
"71","2007-04-16",29.67
"72","2007-04-17",30.809999
"73","2007-04-18",31.200001
"74","2007-04-19",30.6
"75","2007-04-20",31.23
"76","2007-04-23",31.110001
"77","2007-04-24",31.200001
"78","2007-04-25",31.139999
"79","2007-04-26",31.139999
"80","2007-04-27",30.450001
"81","2007-04-30",30.540001
"82","2007-05-01",30.33
"83","2007-05-02",29.76
"84","2007-05-03",29.4
"85","2007-05-04",30.24
"86","2007-05-07",32.16
"87","2007-05-08",31.889999
"88","2007-05-09",32.220001
"89","2007-05-10",31.59
"90","2007-05-11",30.9
"91","2007-05-14",30.540001
"92","2007-05-15",30.690001
"93","2007-05-16",30.540001
"94","2007-05-17",29.67
"95","2007-05-18",29.85
"96","2007-05-21",29.85
"97","2007-05-22",30.209999
"98","2007-05-23",30.15
"99","2007-05-24",29.85
"100","2007-05-25",30.33
"101","2007-05-29",30.42
"102","2007-05-30",30.389999
"103","2007-05-31",32.400002
"104","2007-06-01",32.099998
"105","2007-06-04",31.440001
"106","2007-06-05",31.559999
"107","2007-06-06",31.59
"108","2007-06-07",31.469999
"109","2007-06-08",31.35
"110","2007-06-11",31.17
"111","2007-06-12",31.139999
"112","2007-06-13",31.200001
"113","2007-06-14",31.17
"114","2007-06-15",31.200001
"115","2007-06-18",30.9
"116","2007-06-19",30.780001
"117","2007-06-20",31.139999
"118","2007-06-21",31.049999
"119","2007-06-22",30.57
"120","2007-06-25",30.51
"121","2007-06-26",29.58
"122","2007-06-27",29.280001
"123","2007-06-28",29.639999
"124","2007-06-29",29.370001
"125","2007-07-02",29.25
"126","2007-07-03",28.950001
"127","2007-07-05",28.83
"128","2007-07-06",28.290001
"129","2007-07-09",28.469999
"130","2007-07-10",28.68
"131","2007-07-11",28.77
"132","2007-07-12",29.549999
"133","2007-07-13",30.870001
"134","2007-07-16",31.469999
"135","2007-07-17",32.34
"136","2007-07-18",32.639999
"137","2007-07-19",32.91
"138","2007-07-20",32.549999
"139","2007-07-23",33.779999
"140","2007-07-24",33.66
"141","2007-07-25",33.09
"142","2007-07-26",32.220001
"143","2007-07-27",31.35
"144","2007-07-30",30.209999
"145","2007-07-31",32.400002
"146","2007-08-01",31.469999
"147","2007-08-02",31.200001
"148","2007-08-03",31.68
"149","2007-08-06",31.950001
"150","2007-08-07",31.68
"151","2007-08-08",29.129999
"152","2007-08-09",28.889999
"153","2007-08-10",33.060001
"154","2007-08-13",30.42
"155","2007-08-14",29.940001
"156","2007-08-15",29.07
"157","2007-08-16",28.469999
"158","2007-08-17",28.02
"159","2007-08-20",28.5
"160","2007-08-21",28.26
"161","2007-08-22",28.68
"162","2007-08-23",28.950001
"163","2007-08-24",29.16
"164","2007-08-27",29.610001
"165","2007-08-28",28.59
"166","2007-08-29",29.43
"167","2007-08-30",29.549999
"168","2007-08-31",29.25
"169","2007-09-04",30.209999
"170","2007-09-05",30.629999
"171","2007-09-06",30.870001
"172","2007-09-07",30
"173","2007-09-10",29.76
"174","2007-09-11",30.450001
"175","2007-09-12",31.200001
"176","2007-09-13",31.17
"177","2007-09-14",30.059999
"178","2007-09-17",29.58
"179","2007-09-18",30.15
"180","2007-09-19",30.33
"181","2007-09-20",30.299999
"182","2007-09-21",30.27
"183","2007-09-24",30.09
"184","2007-09-25",29.82
"185","2007-09-26",30.450001
"186","2007-09-27",33.18
"187","2007-09-28",33.900002
"188","2007-10-01",33.689999
"189","2007-10-02",34.139999
"190","2007-10-03",33.540001
"191","2007-10-04",33.389999
"192","2007-10-05",34.5
"193","2007-10-08",34.23
"194","2007-10-09",34.139999
"195","2007-10-10",34.290001
"196","2007-10-11",34.709999
"197","2007-10-12",34.259998
"198","2007-10-15",33.900002
"199","2007-10-16",33.389999
"200","2007-10-17",31.950001
"201","2007-10-18",32.549999
"202","2007-10-19",31.59
"203","2007-10-22",31.98
"204","2007-10-23",32.400002
"205","2007-10-24",32.970001
"206","2007-10-25",32.400002
"207","2007-10-26",30.99
"208","2007-10-29",29.4
"209","2007-10-30",28.379999
"210","2007-10-31",28.200001
"211","2007-11-01",28.02
"212","2007-11-02",28.26
"213","2007-11-05",28.35
"214","2007-11-06",28.889999
"215","2007-11-07",28.889999
"216","2007-11-08",28.68
"217","2007-11-09",28.68
"218","2007-11-12",29.190001
"219","2007-11-13",29.16
"220","2007-11-14",29.01
"221","2007-11-15",29.73
"222","2007-11-16",29.01
"223","2007-11-19",28.08
"224","2007-11-20",27.75
"225","2007-11-21",27.9
"226","2007-11-23",28.35
"227","2007-11-26",27.51
"228","2007-11-27",27.299999
"229","2007-11-28",28.200001
"230","2007-11-29",28.32
"231","2007-11-30",28.98
"232","2007-12-03",28.139999
"233","2007-12-04",27.93
"234","2007-12-05",28.5
"235","2007-12-06",29.129999
"236","2007-12-07",29.76
"237","2007-12-10",29.25
"238","2007-12-11",29.040001
"239","2007-12-12",28.98
"240","2007-12-13",28.799999
"241","2007-12-14",28.32
"242","2007-12-17",28.469999
"243","2007-12-18",28.110001
"244","2007-12-19",27.99
"245","2007-12-20",27.719999
"246","2007-12-21",28.379999
"247","2007-12-24",28.469999
"248","2007-12-26",28.08
"249","2007-12-27",28.049999
"250","2007-12-28",27.48
