"","date","STKS"
"1","2014-06-27",5
"2","2014-06-30",5
"3","2014-07-01",5
"4","2014-07-02",5
"5","2014-07-03",5
"6","2014-07-07",4.89
"7","2014-07-08",4.8
"8","2014-07-09",4.87
"9","2014-07-10",4.87
"10","2014-07-11",4.87
"11","2014-07-14",4.8
"12","2014-07-15",4.8
"13","2014-07-16",4.8
"14","2014-07-17",4.8
"15","2014-07-18",4.8
"16","2014-07-21",4.8
"17","2014-07-22",4.8
"18","2014-07-23",4.8
"19","2014-07-24",5.25
"20","2014-07-25",5.25
"21","2014-07-28",5.25
"22","2014-07-29",4.8
"23","2014-07-30",4.8
"24","2014-07-31",4.99
"25","2014-08-01",4.99
"26","2014-08-04",4.99
"27","2014-08-05",4.93
"28","2014-08-06",4.93
"29","2014-08-07",4.93
"30","2014-08-08",4.93
"31","2014-08-11",5
"32","2014-08-12",5
"33","2014-08-13",5
"34","2014-08-14",5
"35","2014-08-15",5
"36","2014-08-18",5
"37","2014-08-19",4.8
"38","2014-08-20",4.8
"39","2014-08-21",4.8
"40","2014-08-22",5.15
"41","2014-08-25",5.15
"42","2014-08-26",5.15
"43","2014-08-27",5.14
"44","2014-08-28",5.14
"45","2014-08-29",5.14
"46","2014-09-02",5.14
"47","2014-09-03",5.1
"48","2014-09-04",5.1
"49","2014-09-05",5.07
"50","2014-09-08",5.07
"51","2014-09-09",5
"52","2014-09-10",5
"53","2014-09-11",5.2
"54","2014-09-12",5.23
"55","2014-09-15",5.17
"56","2014-09-16",5.23
"57","2014-09-17",5.24
"58","2014-09-18",5.15
"59","2014-09-19",5.25
"60","2014-09-22",5.25
"61","2014-09-23",5.28
"62","2014-09-24",5.3
"63","2014-09-25",5.4
"64","2014-09-26",5.41
"65","2014-09-29",5.3
"66","2014-09-30",5.3
"67","2014-10-01",5.25
"68","2014-10-02",5.2
"69","2014-10-03",5.2
"70","2014-10-06",5.2
"71","2014-10-07",5.2
"72","2014-10-08",5.2
"73","2014-10-09",5.15
"74","2014-10-10",5.25
"75","2014-10-13",5.15
"76","2014-10-14",5.15
"77","2014-10-15",5.15
"78","2014-10-16",5.15
"79","2014-10-17",5.15
"80","2014-10-20",5.15
"81","2014-10-21",5.15
"82","2014-10-22",5.15
"83","2014-10-23",5.15
"84","2014-10-24",5.15
"85","2014-10-27",5.15
"86","2014-10-28",5.15
"87","2014-10-29",5.15
"88","2014-10-30",5.15
"89","2014-10-31",5
"90","2014-11-03",4.95
"91","2014-11-04",4.951
"92","2014-11-05",4.95
"93","2014-11-06",4.95
"94","2014-11-07",4.95
"95","2014-11-10",4.95
"96","2014-11-11",4.95
"97","2014-11-12",4.95
"98","2014-11-13",4.95
"99","2014-11-14",4.95
"100","2014-11-17",4.9
"101","2014-11-18",4.9
"102","2014-11-19",4.9
"103","2014-11-20",4.9
"104","2014-11-21",4.9
"105","2014-11-24",4.8
"106","2014-11-25",4.8
"107","2014-11-26",4.8
"108","2014-11-28",4.8
"109","2014-12-01",4.8
"110","2014-12-02",4.8
"111","2014-12-03",4.8
"112","2014-12-04",4.8
"113","2014-12-05",4.8
"114","2014-12-08",4.8
"115","2014-12-09",4.8
"116","2014-12-10",4.82
"117","2014-12-11",4.82
"118","2014-12-12",4.75
"119","2014-12-15",4.75
"120","2014-12-16",4.76
"121","2014-12-17",4.75
"122","2014-12-18",4.75
"123","2014-12-19",4.75
"124","2014-12-22",4.74
"125","2014-12-23",4.63
"126","2014-12-24",4.63
"127","2014-12-26",4.9
"128","2014-12-29",4.85
"129","2014-12-30",4.85
"130","2014-12-31",4.85
"131","2015-01-02",4.85
"132","2015-01-05",4.67
"133","2015-01-06",4.67
"134","2015-01-07",4.67
"135","2015-01-08",4.75
"136","2015-01-09",4.75
"137","2015-01-12",4.75
"138","2015-01-13",4.75
"139","2015-01-14",4.6
"140","2015-01-15",4.6
"141","2015-01-16",4.6
"142","2015-01-20",4.75
"143","2015-01-21",4.75
"144","2015-01-22",4.75
"145","2015-01-23",4.8
"146","2015-01-26",4.8
"147","2015-01-27",4.8
"148","2015-01-28",4.8
"149","2015-01-29",4.71
"150","2015-01-30",4.71
"151","2015-02-02",4.7
"152","2015-02-03",5.1
"153","2015-02-04",4.71
"154","2015-02-05",5
"155","2015-02-06",5
"156","2015-02-09",4.95
"157","2015-02-10",4.95
"158","2015-02-11",4.95
"159","2015-02-12",4.66
"160","2015-02-13",4.75
"161","2015-02-17",4.75
"162","2015-02-18",4.64
"163","2015-02-19",4.7
"164","2015-02-20",4.7
"165","2015-02-23",4.55
"166","2015-02-24",4.65
"167","2015-02-25",4.65
"168","2015-02-26",4.65
"169","2015-02-27",4.7
"170","2015-03-02",4.6
"171","2015-03-03",4.6
"172","2015-03-04",4.6
"173","2015-03-05",4.7
"174","2015-03-06",4.7
"175","2015-03-09",4.7
"176","2015-03-10",4.7
"177","2015-03-11",4.7
"178","2015-03-12",4.7
"179","2015-03-13",4.7
"180","2015-03-16",4.9
"181","2015-03-17",4.9
"182","2015-03-18",5
"183","2015-03-19",5
"184","2015-03-20",5
"185","2015-03-23",5
"186","2015-03-24",5
"187","2015-03-25",5
"188","2015-03-26",5
"189","2015-03-27",5
"190","2015-03-30",4.99
"191","2015-03-31",5
"192","2015-04-01",5
"193","2015-04-02",5
"194","2015-04-06",5
"195","2015-04-07",4.95
"196","2015-04-08",5
"197","2015-04-09",4.9
"198","2015-04-10",5
"199","2015-04-13",4.9
"200","2015-04-14",4.92
"201","2015-04-15",4.94
"202","2015-04-16",4.9
"203","2015-04-17",4.9
"204","2015-04-20",4.9
"205","2015-04-21",4.9
"206","2015-04-22",4.9
"207","2015-04-23",4.85
"208","2015-04-24",4.9
"209","2015-04-27",4.89
"210","2015-04-28",4.89
"211","2015-04-29",4.89
"212","2015-04-30",4.89
"213","2015-05-01",4.89
"214","2015-05-04",4.89
"215","2015-05-05",4.85
"216","2015-05-06",4.9
"217","2015-05-07",4.9
"218","2015-05-08",4.9
"219","2015-05-11",4.81
"220","2015-05-12",5
"221","2015-05-13",5
"222","2015-05-14",4.95
"223","2015-05-15",4.943
"224","2015-05-18",4.95
"225","2015-05-19",4.85
"226","2015-05-20",4.884
"227","2015-05-21",4.9
"228","2015-05-22",4.9
"229","2015-05-26",4.9
"230","2015-05-27",4.81
"231","2015-05-28",5
"232","2015-05-29",4.9
"233","2015-06-01",4.9
"234","2015-06-02",4.932
"235","2015-06-03",4.95
"236","2015-06-04",4.9
"237","2015-06-05",4.9
"238","2015-06-08",4.83
"239","2015-06-09",4.76
"240","2015-06-10",4.759
"241","2015-06-11",4.89
"242","2015-06-12",4.95
"243","2015-06-15",4.95
"244","2015-06-16",5
"245","2015-06-17",4.9
"246","2015-06-18",4.85
"247","2015-06-19",4
"248","2015-06-22",4.325
"249","2015-06-23",4.188
"250","2015-06-24",4.25
"251","2015-06-25",4.19
"252","2015-06-26",4.1
"253","2015-06-29",4.14
"254","2015-06-30",4.19
"255","2015-07-01",4.17
"256","2015-07-02",4.01
"257","2015-07-06",4.02
"258","2015-07-07",4.11
"259","2015-07-08",4.12
"260","2015-07-09",4.1
"261","2015-07-10",4.22
"262","2015-07-13",4.38
"263","2015-07-14",4.38
"264","2015-07-15",4.09
"265","2015-07-16",4.15
"266","2015-07-17",4.24
"267","2015-07-20",4.04
"268","2015-07-21",4.07
"269","2015-07-22",4.05
"270","2015-07-23",4.15
"271","2015-07-24",4.05
"272","2015-07-27",4.05
"273","2015-07-28",4.08
"274","2015-07-29",4.02
"275","2015-07-30",4.06
"276","2015-07-31",4.09
"277","2015-08-03",3.92
"278","2015-08-04",4.01
"279","2015-08-05",4.05
"280","2015-08-06",3.99
"281","2015-08-07",3.99
"282","2015-08-10",3.86
"283","2015-08-11",3.86
"284","2015-08-12",3.81
"285","2015-08-13",3.77
"286","2015-08-14",3.57
"287","2015-08-17",3.6
"288","2015-08-18",3.6
"289","2015-08-19",3.14
"290","2015-08-20",3.19
"291","2015-08-21",3.25
"292","2015-08-24",3.47
"293","2015-08-25",3.28
"294","2015-08-26",3.21
"295","2015-08-27",3.25
"296","2015-08-28",3.15
"297","2015-08-31",3.34
"298","2015-09-01",3.34
"299","2015-09-02",3.3
"300","2015-09-03",3.5
"301","2015-09-04",3.53
"302","2015-09-08",4.22
"303","2015-09-09",4.15
"304","2015-09-10",4.1
"305","2015-09-11",4.29
"306","2015-09-14",4.25
"307","2015-09-15",4.25
"308","2015-09-16",4.51
"309","2015-09-17",3.8
"310","2015-09-18",3.81
"311","2015-09-21",3.97
"312","2015-09-22",3.99
"313","2015-09-23",3.98
"314","2015-09-24",3.86
"315","2015-09-25",3.56
"316","2015-09-28",3.52
"317","2015-09-29",3.55
"318","2015-09-30",3.55
"319","2015-10-01",3.55
"320","2015-10-02",3.52
"321","2015-10-05",3.5
"322","2015-10-06",3.65
"323","2015-10-07",3.51
"324","2015-10-08",3.63
"325","2015-10-09",3.63
"326","2015-10-12",3.68
"327","2015-10-13",3.68
"328","2015-10-14",3.51
"329","2015-10-15",3.56
"330","2015-10-16",3.57
"331","2015-10-19",3.6
"332","2015-10-20",3.64
"333","2015-10-21",3.54
"334","2015-10-22",3.5
"335","2015-10-23",3.5
"336","2015-10-26",3.47
"337","2015-10-27",3.47
"338","2015-10-28",3.4
"339","2015-10-29",3.24
"340","2015-10-30",3.13
"341","2015-11-02",3.18
"342","2015-11-03",3.1
"343","2015-11-04",3.1
"344","2015-11-05",3.024
"345","2015-11-06",3.15
"346","2015-11-09",3.03
"347","2015-11-10",3.05
"348","2015-11-11",3.05
"349","2015-11-12",3.05
"350","2015-11-13",3.11
"351","2015-11-16",3.09
"352","2015-11-17",3.24
"353","2015-11-18",3.1
"354","2015-11-19",3.03
