"","date","EVH"
"208","2016-04-01",10.25
"209","2016-04-04",10.33
"210","2016-04-05",9.92
"211","2016-04-06",10.83
"212","2016-04-07",10.82
"213","2016-04-08",10.53
"214","2016-04-11",10.36
"215","2016-04-12",11.25
"216","2016-04-13",11.1
"217","2016-04-14",11.36
"218","2016-04-15",11.12
"219","2016-04-18",11.07
"220","2016-04-19",11.3
"221","2016-04-20",11.48
"222","2016-04-21",11.56
"223","2016-04-22",11.87
"224","2016-04-25",11.39
"225","2016-04-26",12.21
"226","2016-04-27",12.4
"227","2016-04-28",12.64
"228","2016-04-29",12.01
"229","2016-05-02",12.22
"230","2016-05-03",11.69
"231","2016-05-04",11.27
"232","2016-05-05",11.32
"233","2016-05-06",11.64
"234","2016-05-09",11.75
"235","2016-05-10",11.64
"236","2016-05-11",11.17
"237","2016-05-12",10.72
"238","2016-05-13",12.79
"239","2016-05-16",13.43
"240","2016-05-17",12.88
"241","2016-05-18",13.04
"242","2016-05-19",13.04
"243","2016-05-20",13.59
"244","2016-05-23",14.4
"245","2016-05-24",15.28
"246","2016-05-25",15.69
"247","2016-05-26",14.92
"248","2016-05-27",15.06
"249","2016-05-31",15.32
"250","2016-06-01",15.75
"251","2016-06-02",15.85
"252","2016-06-03",15.41
"253","2016-06-06",16.07
"254","2016-06-07",15.88
"255","2016-06-08",16.459999
"256","2016-06-09",16.379999
"257","2016-06-10",16.01
"258","2016-06-13",15.94
"259","2016-06-14",16.200001
"260","2016-06-15",16.43
"261","2016-06-16",16.389999
"262","2016-06-17",16.27
"263","2016-06-20",16.5
"264","2016-06-21",16.5
"265","2016-06-22",17.35
"266","2016-06-23",18.32
"267","2016-06-24",18.309999
"268","2016-06-27",18.209999
"269","2016-06-28",18.190001
"270","2016-06-29",18.67
"271","2016-06-30",19.200001
"272","2016-07-01",18.610001
"273","2016-07-05",18.610001
"274","2016-07-06",18.209999
"275","2016-07-07",18.5
"276","2016-07-08",18.780001
"277","2016-07-11",18.4
"278","2016-07-12",18.68
"279","2016-07-13",22.35
"280","2016-07-14",23.459999
"281","2016-07-15",23.280001
"282","2016-07-18",23.370001
"283","2016-07-19",23.15
"284","2016-07-20",23.450001
"285","2016-07-21",23
"286","2016-07-22",23.99
"287","2016-07-25",24
"288","2016-07-26",24.52
"289","2016-07-27",24.9
"290","2016-07-28",23.360001
"291","2016-07-29",23.540001
"292","2016-08-01",23.690001
"293","2016-08-02",23.530001
"294","2016-08-03",24.18
"295","2016-08-04",23.91
"296","2016-08-05",25.1
"297","2016-08-08",25.65
"298","2016-08-09",26.49
"299","2016-08-10",26.469999
"300","2016-08-11",26.690001
"301","2016-08-12",25.870001
"302","2016-08-15",25.559999
"303","2016-08-16",24.74
"304","2016-08-17",24.290001
"305","2016-08-18",24.18
"306","2016-08-19",24.530001
"307","2016-08-22",24.209999
"308","2016-08-23",24.639999
"309","2016-08-24",23.969999
"310","2016-08-25",24.299999
"311","2016-08-26",24.91
"312","2016-08-29",25.08
"313","2016-08-30",24.809999
"314","2016-08-31",24.870001
"315","2016-09-01",25.030001
"316","2016-09-02",24.940001
"317","2016-09-06",24.66
"318","2016-09-07",23.950001
"319","2016-09-08",23.15
"320","2016-09-09",22.41
"321","2016-09-12",22.780001
"322","2016-09-13",22.25
"323","2016-09-14",22.82
"324","2016-09-15",22.85
"325","2016-09-16",22.91
"326","2016-09-19",22.709999
"327","2016-09-20",22.469999
"328","2016-09-21",22.92
"329","2016-09-22",22.799999
"330","2016-09-23",22.76
"331","2016-09-26",22.639999
"332","2016-09-27",22.530001
"333","2016-09-28",23.58
"334","2016-09-29",23.450001
"335","2016-09-30",24.620001
"336","2016-10-03",24
"337","2016-10-04",24.26
"338","2016-10-05",25.15
"339","2016-10-06",24.84
"340","2016-10-07",25.33
"341","2016-10-10",25.4
"342","2016-10-11",25.360001
"343","2016-10-12",25.5
"344","2016-10-13",25.309999
"345","2016-10-14",24.01
"346","2016-10-17",22.75
"347","2016-10-18",23.01
"348","2016-10-19",23.57
"349","2016-10-20",23.780001
"350","2016-10-21",23.23
"351","2016-10-24",23.5
"352","2016-10-25",23.6
"353","2016-10-26",22
"354","2016-10-27",20.85
"355","2016-10-28",21.15
"356","2016-10-31",21.049999
"357","2016-11-01",19.799999
"358","2016-11-02",19.950001
"359","2016-11-03",19.25
"360","2016-11-04",18.4
"361","2016-11-07",18.9
"362","2016-11-08",19.049999
"363","2016-11-09",18.35
"364","2016-11-10",18.450001
"365","2016-11-11",17.1
"366","2016-11-14",17.200001
"367","2016-11-15",16.65
"368","2016-11-16",17.700001
"369","2016-11-17",18.700001
"370","2016-11-18",18.950001
"371","2016-11-21",20.700001
"372","2016-11-22",20.65
"373","2016-11-23",21
"374","2016-11-25",21.049999
"375","2016-11-28",20.299999
"376","2016-11-29",18.85
"377","2016-11-30",18.799999
"378","2016-12-01",17.4
"379","2016-12-02",17.15
"380","2016-12-05",17.700001
"381","2016-12-06",17.4
"382","2016-12-07",17.049999
"383","2016-12-08",16.35
"384","2016-12-09",16.4
"385","2016-12-12",16.6
"386","2016-12-13",16.299999
"387","2016-12-14",16.549999
"388","2016-12-15",17.4
"389","2016-12-16",16.700001
"390","2016-12-19",16.4
"391","2016-12-20",16.5
"392","2016-12-21",16.299999
"393","2016-12-22",15.85
"394","2016-12-23",15.8
"395","2016-12-27",15.55
"396","2016-12-28",14.85
"397","2016-12-29",14.8
"398","2016-12-30",14.8
"399","2017-01-03",14.9
"400","2017-01-04",15.2
"401","2017-01-05",15.1
"402","2017-01-06",15.9
"403","2017-01-09",15.5
"404","2017-01-10",16.75
"405","2017-01-11",16.75
"406","2017-01-12",17.6
"407","2017-01-13",18.950001
"408","2017-01-17",19
"409","2017-01-18",19
"410","2017-01-19",19.35
"411","2017-01-20",18.799999
"412","2017-01-23",18.450001
"413","2017-01-24",18.200001
"414","2017-01-25",18.25
"415","2017-01-26",18.049999
"416","2017-01-27",18.1
"417","2017-01-30",18.200001
"418","2017-01-31",18.200001
"419","2017-02-01",18.25
"420","2017-02-02",18.1
"421","2017-02-03",18.25
"422","2017-02-06",18.4
"423","2017-02-07",18.15
"424","2017-02-08",17.700001
"425","2017-02-09",18.35
"426","2017-02-10",18.25
"427","2017-02-13",18.450001
"428","2017-02-14",18.65
"429","2017-02-15",20.15
"430","2017-02-16",20.700001
"431","2017-02-17",20.6
"432","2017-02-21",19.950001
"433","2017-02-22",19.6
"434","2017-02-23",19.9
"435","2017-02-24",20.35
"436","2017-02-27",20
"437","2017-02-28",19.700001
"438","2017-03-01",21.15
"439","2017-03-02",20.549999
"440","2017-03-03",20.25
"441","2017-03-06",19.65
"442","2017-03-07",19.049999
"443","2017-03-08",19.65
"444","2017-03-09",19.75
"445","2017-03-10",20.65
"446","2017-03-13",20.450001
"447","2017-03-14",20.200001
"448","2017-03-15",21.25
"449","2017-03-16",21.9
"450","2017-03-17",21.9
"451","2017-03-20",21.65
"452","2017-03-21",20.65
"453","2017-03-22",20.4
"454","2017-03-23",19.9
"455","2017-03-24",20.85
"456","2017-03-27",21.25
"457","2017-03-28",20.549999
"458","2017-03-29",20.799999
"459","2017-03-30",21.6
"460","2017-03-31",22.299999
"461","2017-04-03",23.299999
"462","2017-04-04",22.700001
"463","2017-04-05",22.4
"464","2017-04-06",22.15
"465","2017-04-07",22.049999
"466","2017-04-10",21.85
"467","2017-04-11",22.25
"468","2017-04-12",21.6
"469","2017-04-13",21
"470","2017-04-17",21.950001
"471","2017-04-18",21.75
"472","2017-04-19",21.9
"473","2017-04-20",22.35
"474","2017-04-21",22.299999
"475","2017-04-24",22.65
"476","2017-04-25",22.9
"477","2017-04-26",22.200001
"478","2017-04-27",22.700001
"479","2017-04-28",23.25
"480","2017-05-01",23.049999
"481","2017-05-02",23.6
"482","2017-05-03",23.6
"483","2017-05-04",23.65
"484","2017-05-05",23.4
"485","2017-05-08",23.950001
"486","2017-05-09",24.049999
"487","2017-05-10",24.75
"488","2017-05-11",24.549999
"489","2017-05-12",25.15
"490","2017-05-15",24.950001
"491","2017-05-16",24.049999
"492","2017-05-17",23.1
"493","2017-05-18",23.25
"494","2017-05-19",23.549999
"495","2017-05-22",23.35
"496","2017-05-23",23.35
"497","2017-05-24",23.9
"498","2017-05-25",23.9
"499","2017-05-26",23.5
"500","2017-05-30",22.700001
"501","2017-05-31",22.950001
"502","2017-06-01",24.6
"503","2017-06-02",25.9
"504","2017-06-05",26.049999
"505","2017-06-06",26
"506","2017-06-07",27.1
"507","2017-06-08",27.35
"508","2017-06-09",25.799999
"509","2017-06-12",24.049999
"510","2017-06-13",25.450001
"511","2017-06-14",25.75
"512","2017-06-15",25.1
"513","2017-06-16",26.4
"514","2017-06-19",26.4
"515","2017-06-20",26.5
"516","2017-06-21",26.75
"517","2017-06-22",25.9
"518","2017-06-23",27.1
"519","2017-06-26",26.200001
"520","2017-06-27",25.200001
"521","2017-06-28",25.4
"522","2017-06-29",25.299999
"523","2017-06-30",25.35
"524","2017-07-03",25.15
"525","2017-07-05",25.5
"526","2017-07-06",24.549999
"527","2017-07-07",25.65
"528","2017-07-10",25.4
"529","2017-07-11",25.5
"530","2017-07-12",26.049999
"531","2017-07-13",26.35
"532","2017-07-14",26.700001
"533","2017-07-17",26.85
"534","2017-07-18",26.85
"535","2017-07-19",26.35
"536","2017-07-20",26.35
"537","2017-07-21",26.049999
"538","2017-07-24",26.4
"539","2017-07-25",26.200001
"540","2017-07-26",26.1
"541","2017-07-27",24.85
"542","2017-07-28",24.549999
"543","2017-07-31",24.700001
"544","2017-08-01",24.75
"545","2017-08-02",24.15
"546","2017-08-03",23.75
"547","2017-08-04",24.1
"548","2017-08-07",23.950001
"549","2017-08-08",19.85
"550","2017-08-09",18.15
"551","2017-08-10",17.65
"552","2017-08-11",18.4
"553","2017-08-14",18.75
"554","2017-08-15",17.65
"555","2017-08-16",17.25
"556","2017-08-17",17.049999
"557","2017-08-18",17.049999
"558","2017-08-21",17.25
"559","2017-08-22",17.200001
"560","2017-08-23",17.65
"561","2017-08-24",17.799999
"562","2017-08-25",17.299999
"563","2017-08-28",17.799999
"564","2017-08-29",17.1
"565","2017-08-30",16.549999
"566","2017-08-31",16.700001
"567","2017-09-01",17.15
"568","2017-09-05",17.700001
"569","2017-09-06",17.85
"570","2017-09-07",17.799999
"571","2017-09-08",17.85
"572","2017-09-11",17.9
"573","2017-09-12",17.950001
"574","2017-09-13",17.700001
"575","2017-09-14",17.450001
"576","2017-09-15",17.25
"577","2017-09-18",16.450001
"578","2017-09-19",15.65
"579","2017-09-20",15.95
"580","2017-09-21",16.200001
"581","2017-09-22",16.75
"582","2017-09-25",16.299999
"583","2017-09-26",16.65
"584","2017-09-27",17.5
"585","2017-09-28",18.25
"586","2017-09-29",17.799999
"587","2017-10-02",18.700001
"588","2017-10-03",18.65
"589","2017-10-04",18.6
"590","2017-10-05",18.25
"591","2017-10-06",18.15
"592","2017-10-09",17.35
"593","2017-10-10",16.6
"594","2017-10-11",16.65
"595","2017-10-12",16.700001
"596","2017-10-13",16.5
"597","2017-10-16",16.1
"598","2017-10-17",15.8
"599","2017-10-18",16
"600","2017-10-19",16.35
"601","2017-10-20",17
"602","2017-10-23",17
"603","2017-10-24",17.1
"604","2017-10-25",17
"605","2017-10-26",16.85
"606","2017-10-27",16.6
"607","2017-10-30",16.35
"608","2017-10-31",16.25
"609","2017-11-01",15.3
"610","2017-11-02",14.9
"611","2017-11-03",13.25
"612","2017-11-06",11
"613","2017-11-07",11.1
"614","2017-11-08",11.75
"615","2017-11-09",11.7
"616","2017-11-10",11.15
"617","2017-11-13",11.45
"618","2017-11-14",10.5
"619","2017-11-15",10.75
"620","2017-11-16",11.05
"621","2017-11-17",11.15
"622","2017-11-20",11.15
"623","2017-11-21",11.6
"624","2017-11-22",12.15
"625","2017-11-24",12.05
"626","2017-11-27",12.1
"627","2017-11-28",12.55
"628","2017-11-29",12.65
"629","2017-11-30",12.85
"630","2017-12-01",12.85
"631","2017-12-04",13
"632","2017-12-05",12.95
"633","2017-12-06",12.85
"634","2017-12-07",13.25
"635","2017-12-08",12.95
"636","2017-12-11",12.9
"637","2017-12-12",13
"638","2017-12-13",13
"639","2017-12-14",12.9
"640","2017-12-15",13.05
"641","2017-12-18",13.05
"642","2017-12-19",13.05
"643","2017-12-20",13.55
"644","2017-12-21",13.8
"645","2017-12-22",13.6
"646","2017-12-26",13.45
"647","2017-12-27",13.1
"648","2017-12-28",12.8
"649","2017-12-29",12.3
"650","2018-01-02",12.8
"651","2018-01-03",13.4
"652","2018-01-04",13.25
"653","2018-01-05",12.95
"654","2018-01-08",12.85
"655","2018-01-09",13.2
"656","2018-01-10",13.95
"657","2018-01-11",14.6
"658","2018-01-12",15.05
"659","2018-01-16",14.3
"660","2018-01-17",13.85
"661","2018-01-18",13.8
"662","2018-01-19",14.2
"663","2018-01-22",14.5
"664","2018-01-23",14.9
"665","2018-01-24",14.8
"666","2018-01-25",14.3
"667","2018-01-26",14.65
"668","2018-01-29",14.5
"669","2018-01-30",14.2
"670","2018-01-31",14.1
"671","2018-02-01",13.95
"672","2018-02-02",14.05
"673","2018-02-05",13.5
"674","2018-02-06",13.8
"675","2018-02-07",14.1
"676","2018-02-08",13.8
"677","2018-02-09",14.05
"678","2018-02-12",13.7
"679","2018-02-13",13.65
"680","2018-02-14",13.95
"681","2018-02-15",14.25
"682","2018-02-16",14.25
"683","2018-02-20",14.05
"684","2018-02-21",14
"685","2018-02-22",14.05
"686","2018-02-23",14.45
"687","2018-02-26",14.5
"688","2018-02-27",14
"689","2018-02-28",14.65
"690","2018-03-01",14.3
"691","2018-03-02",15.3
"692","2018-03-05",16.299999
"693","2018-03-06",16.5
"694","2018-03-07",16.15
"695","2018-03-08",15.75
"696","2018-03-09",15.6
"697","2018-03-12",15.95
"698","2018-03-13",15.45
"699","2018-03-14",15.05
"700","2018-03-15",14.8
"701","2018-03-16",14.6
"702","2018-03-19",14.05
"703","2018-03-20",13.9
"704","2018-03-21",14.4
"705","2018-03-22",14.1
"706","2018-03-23",13.9
"707","2018-03-26",14.15
"708","2018-03-27",13.85
"709","2018-03-28",13.9
"710","2018-03-29",14.25
"711","2018-04-02",13.8
"712","2018-04-03",14.2
"713","2018-04-04",14.5
"714","2018-04-05",15
"715","2018-04-06",15
"716","2018-04-09",14.65
"717","2018-04-10",15.3
"718","2018-04-11",15.45
"719","2018-04-12",15.7
"720","2018-04-13",15.7
"721","2018-04-16",15.8
"722","2018-04-17",16.5
"723","2018-04-18",16.450001
"724","2018-04-19",16.299999
"725","2018-04-20",16.85
"726","2018-04-23",16.65
"727","2018-04-24",16.4
"728","2018-04-25",16.549999
"729","2018-04-26",16.6
"730","2018-04-27",16.75
"731","2018-04-30",16.5
"732","2018-05-01",16.5
"733","2018-05-02",16.549999
"734","2018-05-03",16.450001
"735","2018-05-04",16.799999
"736","2018-05-07",16.9
"737","2018-05-08",16.75
"738","2018-05-09",16.6
"739","2018-05-10",18.15
"740","2018-05-11",18.5
"741","2018-05-14",18.9
"742","2018-05-15",19.299999
"743","2018-05-16",19.65
"744","2018-05-17",19.65
"745","2018-05-18",19.5
"746","2018-05-21",19.5
"747","2018-05-22",19.799999
"748","2018-05-23",19.85
"749","2018-05-24",19.75
"750","2018-05-25",19.950001
"751","2018-05-29",20.15
"752","2018-05-30",20.700001
"753","2018-05-31",20.450001
"754","2018-06-01",19.799999
"755","2018-06-04",21
"756","2018-06-05",21.4
"757","2018-06-06",21.65
"758","2018-06-07",22.200001
"759","2018-06-08",22.85
"760","2018-06-11",22.65
"761","2018-06-12",23.25
"762","2018-06-13",22.9
"763","2018-06-14",23.049999
"764","2018-06-15",23.25
"765","2018-06-18",23.299999
"766","2018-06-19",23.450001
"767","2018-06-20",23.950001
"768","2018-06-21",22.799999
"769","2018-06-22",23.15
"770","2018-06-25",22.5
"771","2018-06-26",22.65
"772","2018-06-27",21.6
"773","2018-06-28",21.9
"774","2018-06-29",21.049999
"775","2018-07-02",21.6
"776","2018-07-03",22.4
"777","2018-07-05",22.6
"778","2018-07-06",23
"779","2018-07-09",22.9
"780","2018-07-10",22.65
"781","2018-07-11",22.700001
"782","2018-07-12",23
"783","2018-07-13",22.25
"784","2018-07-16",22.6
"785","2018-07-17",22.799999
"786","2018-07-18",22.950001
"787","2018-07-19",22.9
"788","2018-07-20",23.049999
"789","2018-07-23",23.200001
"790","2018-07-24",21.6
"791","2018-07-25",21.799999
"792","2018-07-26",21.85
"793","2018-07-27",20.85
"794","2018-07-30",20.1
"795","2018-07-31",20.200001
"796","2018-08-01",20.200001
"797","2018-08-02",20.549999
"798","2018-08-03",20.25
"799","2018-08-06",20.9
"800","2018-08-07",20.200001
"801","2018-08-08",21.200001
"802","2018-08-09",21
"803","2018-08-10",21.950001
"804","2018-08-13",23.200001
"805","2018-08-14",24.049999
"806","2018-08-15",23.35
"807","2018-08-16",24
"808","2018-08-17",23.700001
"809","2018-08-20",24.1
"810","2018-08-21",23.950001
"811","2018-08-22",23.549999
"812","2018-08-23",23.549999
"813","2018-08-24",24.049999
"814","2018-08-27",24.35
"815","2018-08-28",23.799999
"816","2018-08-29",24.6
"817","2018-08-30",25.1
"818","2018-08-31",25.5
"819","2018-09-04",25.299999
"820","2018-09-05",24.450001
"821","2018-09-06",24.5
"822","2018-09-07",24.75
"823","2018-09-10",25.35
"824","2018-09-11",25.75
"825","2018-09-12",26.15
"826","2018-09-13",27.6
"827","2018-09-14",27.65
"828","2018-09-17",26.9
"829","2018-09-18",27.15
"830","2018-09-19",27.25
"831","2018-09-20",27.049999
"832","2018-09-21",27.549999
"833","2018-09-24",27.450001
"834","2018-09-25",28.75
"835","2018-09-26",28.549999
"836","2018-09-27",28.200001
"837","2018-09-28",28.4
"838","2018-10-01",27.040001
"839","2018-10-02",26.690001
"840","2018-10-03",26.92
"841","2018-10-04",26.309999
"842","2018-10-05",26.6
"843","2018-10-08",26.290001
"844","2018-10-09",27.200001
"845","2018-10-10",25.43
"846","2018-10-11",24.9
"847","2018-10-12",25.440001
"848","2018-10-15",25.24
"849","2018-10-16",26.200001
"850","2018-10-17",25.23
"851","2018-10-18",24.959999
"852","2018-10-19",23.870001
"853","2018-10-22",24.629999
"854","2018-10-23",23.83
"855","2018-10-24",21.709999
"856","2018-10-25",22.23
"857","2018-10-26",21.66
"858","2018-10-29",21.9
"859","2018-10-30",22.4
"860","2018-10-31",22.200001
"861","2018-11-01",22.969999
"862","2018-11-02",22.82
"863","2018-11-05",22.74
"864","2018-11-06",22.860001
"865","2018-11-07",26.030001
"866","2018-11-08",25.860001
"867","2018-11-09",25.190001
"868","2018-11-12",25.190001
"869","2018-11-13",24.469999
"870","2018-11-14",24.450001
"871","2018-11-15",24.959999
"872","2018-11-16",24.629999
"873","2018-11-19",23.200001
"874","2018-11-20",22.66
"875","2018-11-21",23.67
"876","2018-11-23",24.08
"877","2018-11-26",24.4
"878","2018-11-27",24.6
"879","2018-11-28",26.16
"880","2018-11-29",26.15
"881","2018-11-30",25.700001
"882","2018-12-03",24.5
"883","2018-12-04",22.16
"884","2018-12-06",20.799999
"885","2018-12-07",20.23
"886","2018-12-10",20.5
"887","2018-12-11",20.66
"888","2018-12-12",21.27
"889","2018-12-13",19.809999
"890","2018-12-14",19.200001
"891","2018-12-17",18.389999
"892","2018-12-18",18.58
"893","2018-12-19",18.389999
"894","2018-12-20",17.950001
"895","2018-12-21",17.950001
"896","2018-12-24",17.75
"897","2018-12-26",18.59
"898","2018-12-27",19.389999
"899","2018-12-28",19.709999
"900","2018-12-31",19.950001
"901","2019-01-02",19.700001
"902","2019-01-03",19.299999
"903","2019-01-04",20
"904","2019-01-07",20.92
"905","2019-01-08",20.75
"906","2019-01-09",20.48
"907","2019-01-10",19.200001
"908","2019-01-11",18.26
"909","2019-01-14",18.120001
"910","2019-01-15",18.120001
"911","2019-01-16",18.370001
"912","2019-01-17",18.780001
"913","2019-01-18",18.66
"914","2019-01-22",17.92
"915","2019-01-23",17.540001
"916","2019-01-24",17.59
"917","2019-01-25",17.5
"918","2019-01-28",17.200001
"919","2019-01-29",16.93
"920","2019-01-30",17.190001
"921","2019-01-31",17.68
"922","2019-02-01",17.450001
"923","2019-02-04",17.700001
"924","2019-02-05",17.91
"925","2019-02-06",17.110001
"926","2019-02-07",17.02
"927","2019-02-08",16.879999
"928","2019-02-11",16.959999
"929","2019-02-12",17.25
"930","2019-02-13",17.200001
"931","2019-02-14",16.389999
"932","2019-02-15",16.799999
"933","2019-02-19",14.99
"934","2019-02-20",14.54
"935","2019-02-21",13.98
"936","2019-02-22",14.3
"937","2019-02-25",14.58
"938","2019-02-26",14.67
"939","2019-02-27",14.07
"940","2019-02-28",13.19
"941","2019-03-01",13.29
"942","2019-03-04",14.15
"943","2019-03-05",13.52
"944","2019-03-06",12.54
"945","2019-03-07",12.17
"946","2019-03-08",12.48
"947","2019-03-11",12.5
"948","2019-03-12",12.49
"949","2019-03-13",13.06
"950","2019-03-14",13.01
"951","2019-03-15",13.11
"952","2019-03-18",12.63
"953","2019-03-19",12.9
"954","2019-03-20",13.1
"955","2019-03-21",14
"956","2019-03-22",13.33
"957","2019-03-25",13.46
"958","2019-03-26",13.17
"959","2019-03-27",12.59
"960","2019-03-28",12.51
"961","2019-03-29",12.58
"962","2019-04-01",12.45
"963","2019-04-02",12.45
"964","2019-04-03",12.32
"965","2019-04-04",12.28
"966","2019-04-05",12.4
"967","2019-04-08",12.58
"968","2019-04-09",12.63
"969","2019-04-10",12.69
"970","2019-04-11",13.21
"971","2019-04-12",12.97
"972","2019-04-15",13.47
"973","2019-04-16",13.39
"974","2019-04-17",12.7
"975","2019-04-18",13.23
"976","2019-04-22",13.65
"977","2019-04-23",13.69
"978","2019-04-24",13.61
"979","2019-04-25",13.56
"980","2019-04-26",13.67
"981","2019-04-29",14.13
"982","2019-04-30",13.55
"983","2019-05-01",13.56
"984","2019-05-02",13.83
