"","date","HMLP"
"120","2015-01-28",21.1
"121","2015-01-29",21.68
"122","2015-01-30",21.959999
"123","2015-02-02",21.85
"124","2015-02-03",21.610001
"125","2015-02-04",22.5
"126","2015-02-05",22.639999
"127","2015-02-06",22.799999
"128","2015-02-09",22.92
"129","2015-02-10",23.25
"130","2015-02-11",22.84
"131","2015-02-12",22.68
"132","2015-02-13",22.530001
"133","2015-02-17",22.58
"134","2015-02-18",22.940001
"135","2015-02-19",22.84
"136","2015-02-20",22.9
"137","2015-02-23",22.09
"138","2015-02-24",21.76
"139","2015-02-25",21.639999
"140","2015-02-26",21.950001
"141","2015-02-27",22.450001
"142","2015-03-02",22.209999
"143","2015-03-03",22.379999
"144","2015-03-04",22.15
"145","2015-03-05",21.809999
"146","2015-03-06",22.27
"147","2015-03-09",22.700001
"148","2015-03-10",22.65
"149","2015-03-11",22.610001
"150","2015-03-12",22.4
"151","2015-03-13",22.059999
"152","2015-03-16",21.450001
"153","2015-03-17",21.67
"154","2015-03-18",22.129999
"155","2015-03-19",22
"156","2015-03-20",22.334999
"157","2015-03-23",22.43
"158","2015-03-24",22.209999
"159","2015-03-25",22.219999
"160","2015-03-26",22.18
"161","2015-03-27",22.620001
"162","2015-03-30",22
"163","2015-03-31",21.700001
"164","2015-04-01",21.6
"165","2015-04-02",21.780001
"166","2015-04-06",21.9
"167","2015-04-07",21.85
"168","2015-04-08",21.84
"169","2015-04-09",22.08
"170","2015-04-10",21.879999
"171","2015-04-13",21.08
"172","2015-04-14",21.98
"173","2015-04-15",21.76
"174","2015-04-16",21.799999
"175","2015-04-17",21.43
"176","2015-04-20",20.962
"177","2015-04-21",20.68
"178","2015-04-22",20.715
"179","2015-04-23",21.309999
"180","2015-04-24",21.950001
"181","2015-04-27",22
"182","2015-04-28",22.09
"183","2015-04-29",22.18
"184","2015-04-30",21.700001
"185","2015-05-01",22.16
"186","2015-05-04",22.280001
"187","2015-05-05",21.77
"188","2015-05-06",21.959999
"189","2015-05-07",21.57
"190","2015-05-08",20.639999
"191","2015-05-11",20.549999
"192","2015-05-12",20.040001
"193","2015-05-13",20.15
"194","2015-05-14",20.049999
"195","2015-05-15",21.1
"196","2015-05-18",20.73
"197","2015-05-19",20.59
"198","2015-05-20",20.58
"199","2015-05-21",20.360001
"200","2015-05-22",21.51
"201","2015-05-26",21.5
"202","2015-05-27",21.52
"203","2015-05-28",22.299999
"204","2015-05-29",23
"205","2015-06-01",22.85
"206","2015-06-02",23
"207","2015-06-03",22.860001
"208","2015-06-04",22.860001
"209","2015-06-05",22.6
"210","2015-06-08",22.030001
"211","2015-06-09",21.530001
"212","2015-06-10",21.52
"213","2015-06-11",21.4
"214","2015-06-12",21.42
"215","2015-06-15",21.440001
"216","2015-06-16",21.57
"217","2015-06-17",22.639999
"218","2015-06-18",22.26
"219","2015-06-19",22.530001
"220","2015-06-22",21.950001
"221","2015-06-23",21.76
"222","2015-06-24",22.59
"223","2015-06-25",21.450001
"224","2015-06-26",21.280001
"225","2015-06-29",20.02
"226","2015-06-30",19.1
"227","2015-07-01",18.85
"228","2015-07-02",19.620001
"229","2015-07-06",19.959999
"230","2015-07-07",19.41
"231","2015-07-08",19.84
"232","2015-07-09",21.1
"233","2015-07-10",20.57
"234","2015-07-13",20.110001
"235","2015-07-14",20.110001
"236","2015-07-15",19.17
"237","2015-07-16",18.860001
"238","2015-07-17",18.92
"239","2015-07-20",18.799999
"240","2015-07-21",18.75
"241","2015-07-22",18.799999
"242","2015-07-23",18.9
"243","2015-07-24",18.700001
"244","2015-07-27",19.41
"245","2015-07-28",18.58
"246","2015-07-29",20.209999
"247","2015-07-30",19.549999
"248","2015-07-31",19.620001
"249","2015-08-03",19.129999
"250","2015-08-04",18.620001
"251","2015-08-05",18.629999
"252","2015-08-06",18.280001
"253","2015-08-07",18.43
"254","2015-08-10",19.33
"255","2015-08-11",19.209999
"256","2015-08-12",18.879999
"257","2015-08-13",19
"258","2015-08-14",18.65
"259","2015-08-17",18.85
"260","2015-08-18",18.91
"261","2015-08-19",17.5
"262","2015-08-20",18.049999
"263","2015-08-21",18.209999
"264","2015-08-24",17.809999
"265","2015-08-25",18.25
"266","2015-08-26",18.5
"267","2015-08-27",18.6
"268","2015-08-28",18.99
"269","2015-08-31",18.83
"270","2015-09-01",18.42
"271","2015-09-02",18
"272","2015-09-03",18.040001
"273","2015-09-04",18.040001
"274","2015-09-08",17.879999
"275","2015-09-09",17.870001
"276","2015-09-10",17.870001
"277","2015-09-11",17.41
"278","2015-09-14",17.209999
"279","2015-09-15",17.02
"280","2015-09-16",17.75
"281","2015-09-17",18.219999
"282","2015-09-18",17.73
"283","2015-09-21",17.93
"284","2015-09-22",17.799999
"285","2015-09-23",18.26
"286","2015-09-24",17.33
"287","2015-09-25",17.01
"288","2015-09-28",16.280001
"289","2015-09-29",16.02
"290","2015-09-30",16.25
"291","2015-10-01",16.139999
"292","2015-10-02",15
"293","2015-10-05",15.79
"294","2015-10-06",15.89
"295","2015-10-07",15.96
"296","2015-10-08",15.78
"297","2015-10-09",15.75
"298","2015-10-12",15.73
"299","2015-10-13",15.62
"300","2015-10-14",15.32
"301","2015-10-15",15.31
"302","2015-10-16",15.56
"303","2015-10-19",15.49
"304","2015-10-20",15.6
"305","2015-10-21",15.95
"306","2015-10-22",15.74
"307","2015-10-23",16.709999
"308","2015-10-26",16.200001
"309","2015-10-27",16.110001
"310","2015-10-28",16.049999
"311","2015-10-29",15.85
"312","2015-10-30",16.02
"313","2015-11-02",16.25
"314","2015-11-03",16.24
"315","2015-11-04",15.94
"316","2015-11-05",15.62
"317","2015-11-06",15.87
"318","2015-11-09",16.1
"319","2015-11-10",15.71
"320","2015-11-11",15.57
"321","2015-11-12",15.72
"322","2015-11-13",15.04
"323","2015-11-16",14.88
"324","2015-11-17",14.45
"325","2015-11-18",14.21
"326","2015-11-19",14.41
"327","2015-11-20",14.6
"328","2015-11-23",14.41
"329","2015-11-24",14.86
"330","2015-11-25",14.92
"331","2015-11-27",15.57
"332","2015-11-30",15.9
"333","2015-12-01",16.309999
"334","2015-12-02",15.51
"335","2015-12-03",14.85
"336","2015-12-04",14.24
"337","2015-12-07",13.2
"338","2015-12-08",13.32
"339","2015-12-09",13.8
"340","2015-12-10",14
"341","2015-12-11",12.84
"342","2015-12-14",12.95
"343","2015-12-15",13
"344","2015-12-16",13.54
"345","2015-12-17",13.11
"346","2015-12-18",13.67
"347","2015-12-21",15.07
"348","2015-12-22",15.34
"349","2015-12-23",16.129999
"350","2015-12-24",15.9
"351","2015-12-28",16.85
"352","2015-12-29",17.17
"353","2015-12-30",17.76
"354","2015-12-31",18.620001
"355","2016-01-04",18.18
"356","2016-01-05",18.08
"357","2016-01-06",17.27
"358","2016-01-07",16.99
"359","2016-01-08",17.129999
"360","2016-01-11",15.71
"361","2016-01-12",13.07
"362","2016-01-13",13.43
"363","2016-01-14",13.86
"364","2016-01-15",13.58
"365","2016-01-19",12.75
"366","2016-01-20",12.55
"367","2016-01-21",12.71
"368","2016-01-22",13.68
"369","2016-01-25",14.09
"370","2016-01-26",14.1
"371","2016-01-27",13.68
"372","2016-01-28",14.01
"373","2016-01-29",14.11
"374","2016-02-01",13.9
"375","2016-02-02",13.77
"376","2016-02-03",13.78
"377","2016-02-04",13.9
"378","2016-02-05",13.94
"379","2016-02-08",13.37
"380","2016-02-09",12.72
"381","2016-02-10",13.06
"382","2016-02-11",12.81
"383","2016-02-12",13.51
"384","2016-02-16",13.48
"385","2016-02-17",14.57
"386","2016-02-18",14.8
"387","2016-02-19",14.5
"388","2016-02-22",15.29
"389","2016-02-23",15.33
"390","2016-02-24",14.95
"391","2016-02-25",14.65
"392","2016-02-26",15.07
"393","2016-02-29",15.3
"394","2016-03-01",16.02
"395","2016-03-02",16.35
"396","2016-03-03",16.82
"397","2016-03-04",16.799999
"398","2016-03-07",16.879999
"399","2016-03-08",16.780001
"400","2016-03-09",16.27
"401","2016-03-10",16.35
"402","2016-03-11",16.99
"403","2016-03-14",16.780001
"404","2016-03-15",16.969999
"405","2016-03-16",17.15
"406","2016-03-17",17.059999
"407","2016-03-18",17.1
"408","2016-03-21",17.1
"409","2016-03-22",17.18
"410","2016-03-23",16.139999
"411","2016-03-24",16.120001
"412","2016-03-28",16.700001
"413","2016-03-29",16.34
"414","2016-03-30",17.25
"415","2016-03-31",17.43
"416","2016-04-01",17.200001
"417","2016-04-04",17.219999
"418","2016-04-05",17.24
"419","2016-04-06",17.5
"420","2016-04-07",17.450001
"421","2016-04-08",17.43
"422","2016-04-11",17.360001
"423","2016-04-12",17.58
"424","2016-04-13",17.440001
"425","2016-04-14",16.870001
"426","2016-04-15",17.5
"427","2016-04-18",17.799999
"428","2016-04-19",17.700001
"429","2016-04-20",17.09
"430","2016-04-21",17.42
"431","2016-04-22",17.870001
"432","2016-04-25",18.09
"433","2016-04-26",18.25
"434","2016-04-27",18.059999
"435","2016-04-28",18.24
"436","2016-04-29",18.02
"437","2016-05-02",17.940001
"438","2016-05-03",17.799999
"439","2016-05-04",17.799999
"440","2016-05-05",17.879999
"441","2016-05-06",17.790001
"442","2016-05-09",17.51
"443","2016-05-10",17.280001
"444","2016-05-11",17.66
"445","2016-05-12",17.73
"446","2016-05-13",17.57
"447","2016-05-16",17.610001
"448","2016-05-17",17.620001
"449","2016-05-18",17.219999
"450","2016-05-19",17.309999
"451","2016-05-20",17.5
"452","2016-05-23",17.559999
"453","2016-05-24",17.6
"454","2016-05-25",17.77
"455","2016-05-26",17.6
"456","2016-05-27",17.719999
"457","2016-05-31",17.889999
"458","2016-06-01",18.1
"459","2016-06-02",17.76
"460","2016-06-03",17.9
"461","2016-06-06",17.76
"462","2016-06-07",18.049999
"463","2016-06-08",18.17
"464","2016-06-09",17.98
"465","2016-06-10",18.200001
"466","2016-06-13",17.77
"467","2016-06-14",17.799999
"468","2016-06-15",18.1
"469","2016-06-16",17.629999
"470","2016-06-17",17.629999
"471","2016-06-20",17.65
"472","2016-06-21",17.530001
"473","2016-06-22",17.610001
"474","2016-06-23",17.549999
"475","2016-06-24",17.589001
"476","2016-06-27",17.01
"477","2016-06-28",17.190001
"478","2016-06-29",17.889999
"479","2016-06-30",17.85
"480","2016-07-01",17.66
"481","2016-07-05",17.9
"482","2016-07-06",17.620001
"483","2016-07-07",18.15
"484","2016-07-08",18.072001
"485","2016-07-11",18.08
"486","2016-07-12",18.129999
"487","2016-07-13",18.040001
"488","2016-07-14",18.02
"489","2016-07-15",18.75
"490","2016-07-18",19.1
"491","2016-07-19",19
"492","2016-07-20",19.049999
"493","2016-07-21",18.690001
"494","2016-07-22",18.51
"495","2016-07-25",18.84
"496","2016-07-26",19.120001
"497","2016-07-27",19.23
"498","2016-07-28",19.15
"499","2016-07-29",19.08
"500","2016-08-01",19.15
"501","2016-08-02",19.1
"502","2016-08-03",18.870001
"503","2016-08-04",18.9
"504","2016-08-05",18.99
"505","2016-08-08",19.08
"506","2016-08-09",19
"507","2016-08-10",18.76
"508","2016-08-11",18.76
"509","2016-08-12",19.030001
"510","2016-08-15",19.1
"511","2016-08-16",19
"512","2016-08-17",19
"513","2016-08-18",19.040001
"514","2016-08-19",19.190001
"515","2016-08-22",18.950001
"516","2016-08-23",18.75
"517","2016-08-24",18.42
"518","2016-08-25",18.15
"519","2016-08-26",19.139999
"520","2016-08-29",18.73
"521","2016-08-30",18.549999
"522","2016-08-31",18.639999
"523","2016-09-01",18.618999
"524","2016-09-02",18.700001
"525","2016-09-06",18.889999
"526","2016-09-07",18.99
"527","2016-09-08",18.9
"528","2016-09-09",18.51
"529","2016-09-12",18.27
"530","2016-09-13",17.6
"531","2016-09-14",17.6
"532","2016-09-15",17.719999
"533","2016-09-16",17.549999
"534","2016-09-19",17.66
"535","2016-09-20",17.469999
"536","2016-09-21",17.48
"537","2016-09-22",17.559999
"538","2016-09-23",17.120001
"539","2016-09-26",17.33
"540","2016-09-27",17.25
"541","2016-09-28",17.709999
"542","2016-09-29",18.719999
"543","2016-09-30",18.82
"544","2016-10-03",17.799999
"545","2016-10-04",17.870001
"546","2016-10-05",18.309999
"547","2016-10-06",18.139999
"548","2016-10-07",18.459999
"549","2016-10-10",18.57
"550","2016-10-11",18.969999
"551","2016-10-12",18.48
"552","2016-10-13",18.370001
"553","2016-10-14",18.799999
"554","2016-10-17",18.700001
"555","2016-10-18",18.700001
"556","2016-10-19",18.5
"557","2016-10-20",18.4
"558","2016-10-21",18.35
"559","2016-10-24",18
"560","2016-10-25",18
"561","2016-10-26",17.6
"562","2016-10-27",17.65
"563","2016-10-28",17.9
"564","2016-10-31",17.975
"565","2016-11-01",17.424999
"566","2016-11-02",17.200001
"567","2016-11-03",18.049999
"568","2016-11-04",17.6
"569","2016-11-07",17.6
"570","2016-11-08",17.25
"571","2016-11-09",17.450001
"572","2016-11-10",17.700001
"573","2016-11-11",18.6
"574","2016-11-14",18.65
"575","2016-11-15",18.75
"576","2016-11-16",18.25
"577","2016-11-17",18.549999
"578","2016-11-18",18.35
"579","2016-11-21",18.5
"580","2016-11-22",18.5
"581","2016-11-23",19.049999
"582","2016-11-25",18.921
"583","2016-11-28",18.799999
"584","2016-11-29",18.85
"585","2016-11-30",18.9
"586","2016-12-01",19.15
"587","2016-12-02",17.450001
"588","2016-12-05",17.6
"589","2016-12-06",17.65
"590","2016-12-07",17.700001
"591","2016-12-08",17.9
"592","2016-12-09",17.85
"593","2016-12-12",18.200001
"594","2016-12-13",18
"595","2016-12-14",18.200001
"596","2016-12-15",18.75
"597","2016-12-16",18.700001
"598","2016-12-19",18.549999
"599","2016-12-20",18.65
"600","2016-12-21",18.6
"601","2016-12-22",18.475
"602","2016-12-23",18.5
"603","2016-12-27",18.950001
"604","2016-12-28",18.950001
"605","2016-12-29",19
"606","2016-12-30",19
"607","2017-01-03",19
"608","2017-01-04",18.9
"609","2017-01-05",18.85
"610","2017-01-06",18.9
"611","2017-01-09",19.1
"612","2017-01-10",18.85
"613","2017-01-11",19
"614","2017-01-12",19.1
"615","2017-01-13",19.049999
"616","2017-01-17",19
"617","2017-01-18",19.049999
"618","2017-01-19",19
"619","2017-01-20",19.15
"620","2017-01-23",19
"621","2017-01-24",19.1
"622","2017-01-25",19.25
"623","2017-01-26",19.799999
"624","2017-01-27",19.85
"625","2017-01-30",19.85
"626","2017-01-31",19.549999
"627","2017-02-01",19.450001
"628","2017-02-02",19.299999
"629","2017-02-03",19.4
"630","2017-02-06",19.200001
"631","2017-02-07",19.200001
"632","2017-02-08",19.200001
"633","2017-02-09",19.299999
"634","2017-02-10",19.299999
"635","2017-02-13",19.450001
"636","2017-02-14",19.35
"637","2017-02-15",19.549999
"638","2017-02-16",19.549999
"639","2017-02-17",19.35
"640","2017-02-21",20.25
"641","2017-02-22",19.799999
"642","2017-02-23",19.85
"643","2017-02-24",19.85
"644","2017-02-27",19.35
"645","2017-02-28",19.299999
"646","2017-03-01",19.15
"647","2017-03-02",19.35
"648","2017-03-03",19.25
"649","2017-03-06",19.049999
"650","2017-03-07",19.1
"651","2017-03-08",19.200001
"652","2017-03-09",19.049999
"653","2017-03-10",19.5
"654","2017-03-13",19.5
"655","2017-03-14",19.5
"656","2017-03-15",20
"657","2017-03-16",20
"658","2017-03-17",19.950001
"659","2017-03-20",19.950001
"660","2017-03-21",19.9
"661","2017-03-22",19.4
"662","2017-03-23",19.549999
"663","2017-03-24",19.799999
"664","2017-03-27",19.299999
"665","2017-03-28",19.75
"666","2017-03-29",19.950001
"667","2017-03-30",19.75
"668","2017-03-31",19.65
"669","2017-04-03",19.799999
"670","2017-04-04",19.6
"671","2017-04-05",19.6
"672","2017-04-06",19.65
"673","2017-04-07",19.85
"674","2017-04-10",19.799999
"675","2017-04-11",19.799999
"676","2017-04-12",19.9
"677","2017-04-13",19.9
"678","2017-04-17",19.6
"679","2017-04-18",19.950001
"680","2017-04-19",19.950001
"681","2017-04-20",19.950001
"682","2017-04-21",19.9
"683","2017-04-24",20
"684","2017-04-25",20
"685","2017-04-26",20
"686","2017-04-27",20.1
"687","2017-04-28",20.25
"688","2017-05-01",20.6
"689","2017-05-02",19.950001
"690","2017-05-03",19.9
"691","2017-05-04",19.85
"692","2017-05-05",19.65
"693","2017-05-08",19.799999
"694","2017-05-09",19.4
"695","2017-05-10",19.6
"696","2017-05-11",19.4
"697","2017-05-12",19.25
"698","2017-05-15",19.85
"699","2017-05-16",19.35
"700","2017-05-17",19.049999
"701","2017-05-18",19
"702","2017-05-19",19.1
"703","2017-05-22",19.299999
"704","2017-05-23",19.35
"705","2017-05-24",19.25
"706","2017-05-25",19.25
"707","2017-05-26",19.25
"708","2017-05-30",19.15
"709","2017-05-31",19.1
"710","2017-06-01",19.200001
"711","2017-06-02",19.15
"712","2017-06-05",19.15
"713","2017-06-06",18.950001
"714","2017-06-07",18.684
"715","2017-06-08",18.5
"716","2017-06-09",18.9
"717","2017-06-12",18.700001
"718","2017-06-13",18.75
"719","2017-06-14",18.6
"720","2017-06-15",18.4
"721","2017-06-16",19.1
"722","2017-06-19",18.9
"723","2017-06-20",18.799999
"724","2017-06-21",18.6
"725","2017-06-22",18.6
"726","2017-06-23",18.450001
"727","2017-06-26",18.85
"728","2017-06-27",18.700001
"729","2017-06-28",18.6
"730","2017-06-29",18.75
"731","2017-06-30",19.15
"732","2017-07-03",19.25
"733","2017-07-05",19.049999
"734","2017-07-06",19.049999
"735","2017-07-07",19.1
"736","2017-07-10",19.1
"737","2017-07-11",19.1
"738","2017-07-12",19.049999
"739","2017-07-13",19.049999
"740","2017-07-14",19.200001
"741","2017-07-17",19.35
"742","2017-07-18",19.6
"743","2017-07-19",19.85
"744","2017-07-20",19.799999
"745","2017-07-21",19.799999
"746","2017-07-24",19.9
"747","2017-07-25",19.75
"748","2017-07-26",19.85
"749","2017-07-27",19.75
"750","2017-07-28",19.65
"751","2017-07-31",19.65
"752","2017-08-01",19.200001
"753","2017-08-02",18.9
"754","2017-08-03",18.75
"755","2017-08-04",18.75
"756","2017-08-07",18.799999
"757","2017-08-08",18.6
"758","2017-08-09",18.65
"759","2017-08-10",18.299999
"760","2017-08-11",18.15
"761","2017-08-14",18.35
"762","2017-08-15",18.4
"763","2017-08-16",18.299999
"764","2017-08-17",18.049999
"765","2017-08-18",18.200001
"766","2017-08-21",18.25
"767","2017-08-22",18.35
"768","2017-08-23",18.6
"769","2017-08-24",18.85
"770","2017-08-25",18.75
"771","2017-08-28",18.85
"772","2017-08-29",18.549999
"773","2017-08-30",18.35
"774","2017-08-31",18.450001
"775","2017-09-01",18.549999
"776","2017-09-05",18.549999
"777","2017-09-06",18.6
"778","2017-09-07",18.6
"779","2017-09-08",18.450001
"780","2017-09-11",18.450001
"781","2017-09-12",18.5
"782","2017-09-13",18.450001
"783","2017-09-14",18.450001
"784","2017-09-15",18.450001
"785","2017-09-18",18.450001
"786","2017-09-19",18.4
"787","2017-09-20",18.450001
"788","2017-09-21",18.4
"789","2017-09-22",18.475
"790","2017-09-25",18.4
"791","2017-09-26",18.5
"792","2017-09-27",18.799999
"793","2017-09-28",18.700001
"794","2017-09-29",18.549999
"795","2017-10-02",19.25
"796","2017-10-03",18.85
"797","2017-10-04",18.75
"798","2017-10-05",18.75
"799","2017-10-06",19.200001
"800","2017-10-09",19
"801","2017-10-10",18.950001
"802","2017-10-11",19
"803","2017-10-12",19.299999
"804","2017-10-13",19
"805","2017-10-16",19.200001
"806","2017-10-17",19.200001
"807","2017-10-18",19.25
"808","2017-10-19",19.4
"809","2017-10-20",19.450001
"810","2017-10-23",19.4
"811","2017-10-24",19.4
"812","2017-10-25",18.9
"813","2017-10-26",18.950001
"814","2017-10-27",19.1
"815","2017-10-30",19.1
"816","2017-10-31",18.950001
"817","2017-11-01",18.35
"818","2017-11-02",18.25
"819","2017-11-03",18.299999
"820","2017-11-06",18.4
"821","2017-11-07",18.35
"822","2017-11-08",18.299999
"823","2017-11-09",18.4
"824","2017-11-10",18.15
"825","2017-11-13",17.85
"826","2017-11-14",17.549999
"827","2017-11-15",17.450001
"828","2017-11-16",17.25
"829","2017-11-17",17.35
"830","2017-11-20",17.549999
"831","2017-11-21",17.450001
"832","2017-11-22",17.5
"833","2017-11-24",17.549999
"834","2017-11-27",17.65
"835","2017-11-28",17.450001
"836","2017-11-29",17.299999
"837","2017-11-30",17.5
"838","2017-12-01",17.4
"839","2017-12-04",17.700001
"840","2017-12-05",17.549999
"841","2017-12-06",17.5
"842","2017-12-07",17.450001
"843","2017-12-08",17.450001
"844","2017-12-11",17.450001
"845","2017-12-12",17.35
"846","2017-12-13",17.700001
"847","2017-12-14",17.9
"848","2017-12-15",17.85
"849","2017-12-18",18.15
"850","2017-12-19",18
"851","2017-12-20",17.9
"852","2017-12-21",18
"853","2017-12-22",18.15
"854","2017-12-26",18.299999
"855","2017-12-27",18.5
"856","2017-12-28",18.75
"857","2017-12-29",18.65
"858","2018-01-02",18.950001
"859","2018-01-03",19.299999
"860","2018-01-04",19.5
"861","2018-01-05",19.35
"862","2018-01-08",19.700001
"863","2018-01-09",19.549999
"864","2018-01-10",19.4
"865","2018-01-11",19.25
"866","2018-01-12",19.15
"867","2018-01-16",19.299999
"868","2018-01-17",19.15
"869","2018-01-18",19.1
"870","2018-01-19",19.25
"871","2018-01-22",19.5
"872","2018-01-23",19.5
"873","2018-01-24",19.299999
"874","2018-01-25",19.299999
"875","2018-01-26",19.25
"876","2018-01-29",19.049999
"877","2018-01-30",18.700001
"878","2018-01-31",18.35
"879","2018-02-01",18.299999
"880","2018-02-02",18
"881","2018-02-05",17.9
"882","2018-02-06",18.15
"883","2018-02-07",18.15
"884","2018-02-08",17.5
"885","2018-02-09",17.25
"886","2018-02-12",18.1
"887","2018-02-13",17.65
"888","2018-02-14",18
"889","2018-02-15",18.110001
"890","2018-02-16",17.700001
"891","2018-02-20",17.6
"892","2018-02-21",17.5
"893","2018-02-22",17.4
"894","2018-02-23",17.25
"895","2018-02-26",17.5
"896","2018-02-27",17.4
"897","2018-02-28",17.4
"898","2018-03-01",17.35
"899","2018-03-02",17.35
"900","2018-03-05",17.299999
"901","2018-03-06",17.299999
"902","2018-03-07",17.35
"903","2018-03-08",17.5
"904","2018-03-09",17.450001
"905","2018-03-12",17.450001
"906","2018-03-13",17.4
"907","2018-03-14",16.799999
"908","2018-03-15",16.700001
"909","2018-03-16",16.6
"910","2018-03-19",16.1
"911","2018-03-20",16.25
"912","2018-03-21",16.450001
"913","2018-03-22",16.15
"914","2018-03-23",16.200001
"915","2018-03-26",15.85
"916","2018-03-27",15.85
"917","2018-03-28",15.5
"918","2018-03-29",16.200001
"919","2018-04-02",16.450001
"920","2018-04-03",16.700001
"921","2018-04-04",16.549999
"922","2018-04-05",16.85
"923","2018-04-06",17.200001
"924","2018-04-09",17.450001
"925","2018-04-10",17.6
"926","2018-04-11",17.85
"927","2018-04-12",17.65
"928","2018-04-13",17.6
"929","2018-04-16",17.85
"930","2018-04-17",17.799999
"931","2018-04-18",17.85
"932","2018-04-19",17.700001
"933","2018-04-20",18
"934","2018-04-23",17.9
"935","2018-04-24",17.700001
"936","2018-04-25",17.65
"937","2018-04-26",17.35
"938","2018-04-27",17.6
"939","2018-04-30",17.85
"940","2018-05-01",17.799999
"941","2018-05-02",17.6
"942","2018-05-03",17.049999
"943","2018-05-04",17.25
"944","2018-05-07",17.1
"945","2018-05-08",17.35
"946","2018-05-09",17.450001
"947","2018-05-10",17.5
"948","2018-05-11",17.4
"949","2018-05-14",17.4
"950","2018-05-15",17.35
"951","2018-05-16",17.5
"952","2018-05-17",17.75
"953","2018-05-18",18.35
"954","2018-05-21",18.950001
"955","2018-05-22",18.65
"956","2018-05-23",18.549999
"957","2018-05-24",18.4
"958","2018-05-25",18.9
"959","2018-05-29",18.450001
"960","2018-05-30",18.5
"961","2018-05-31",17.299999
"962","2018-06-01",17.5
"963","2018-06-04",17.65
"964","2018-06-05",18.1
"965","2018-06-06",17.65
"966","2018-06-07",17.75
"967","2018-06-08",17.65
"968","2018-06-11",17.75
"969","2018-06-12",17.65
"970","2018-06-13",17.4
"971","2018-06-14",17.549999
"972","2018-06-15",17.299999
"973","2018-06-18",17.9
"974","2018-06-19",17.950001
"975","2018-06-20",18.049999
"976","2018-06-21",18.200001
"977","2018-06-22",18.450001
"978","2018-06-25",18.1
