"","date","CBFV"
"1","2007-01-03",17.049999
"2","2007-01-04",17.049999
"3","2007-01-05",16.799999
"4","2007-01-08",16.75
"5","2007-01-09",16.75
"6","2007-01-10",16.950001
"7","2007-01-11",17.049999
"8","2007-01-12",17.049999
"9","2007-01-16",17.049999
"10","2007-01-17",16.75
"11","2007-01-18",16.950001
"12","2007-01-19",16.75
"13","2007-01-22",16.75
"14","2007-01-23",16.9
"15","2007-01-24",16.9
"16","2007-01-25",16.9
"17","2007-01-26",16.9
"18","2007-01-29",16.9
"19","2007-01-30",16.9
"20","2007-01-31",16.5
"21","2007-02-01",16.5
"22","2007-02-02",16.75
"23","2007-02-05",16.75
"24","2007-02-06",16.700001
"25","2007-02-07",16.700001
"26","2007-02-08",16.700001
"27","2007-02-09",16.700001
"28","2007-02-12",16.700001
"29","2007-02-13",16.700001
"30","2007-02-14",16.700001
"31","2007-02-15",16.5
"32","2007-02-16",16.5
"33","2007-02-20",16.5
"34","2007-02-21",16.5
"35","2007-02-22",16.549999
"36","2007-02-23",16.549999
"37","2007-02-26",16.85
"38","2007-02-27",16.85
"39","2007-02-28",16.75
"40","2007-03-01",16.6
"41","2007-03-02",16.6
"42","2007-03-05",16.6
"43","2007-03-06",16.6
"44","2007-03-07",16.6
"45","2007-03-08",16.6
"46","2007-03-09",16.6
"47","2007-03-12",16.6
"48","2007-03-13",16.1
"49","2007-03-14",16.5
"50","2007-03-15",16.35
"51","2007-03-16",16.35
"52","2007-03-19",16.5
"53","2007-03-20",16.5
"54","2007-03-21",16.5
"55","2007-03-22",16.75
"56","2007-03-23",16.75
"57","2007-03-26",16.75
"58","2007-03-27",16.5
"59","2007-03-28",16.5
"60","2007-03-29",16.5
"61","2007-03-30",16.5
"62","2007-04-02",16.75
"63","2007-04-03",16.75
"64","2007-04-04",16.75
"65","2007-04-05",16.75
"66","2007-04-09",16.5
"67","2007-04-10",16.5
"68","2007-04-11",16.5
"69","2007-04-12",16.5
"70","2007-04-13",16.700001
"71","2007-04-16",16.700001
"72","2007-04-17",16.5
"73","2007-04-18",16.5
"74","2007-04-19",17
"75","2007-04-20",16.9
"76","2007-04-23",16.9
"77","2007-04-24",16.9
"78","2007-04-25",16.6
"79","2007-04-26",16.51
"80","2007-04-27",16.629999
"81","2007-04-30",16.51
"82","2007-05-01",16.51
"83","2007-05-02",16.65
"84","2007-05-03",16.65
"85","2007-05-04",16.65
"86","2007-05-07",16.65
"87","2007-05-08",16.700001
"88","2007-05-09",16.700001
"89","2007-05-10",16.51
"90","2007-05-11",16.549999
"91","2007-05-14",16.450001
"92","2007-05-15",16.5
"93","2007-05-16",16.5
"94","2007-05-17",16.5
"95","2007-05-18",16.5
"96","2007-05-21",16.5
"97","2007-05-22",16.440001
"98","2007-05-23",16.51
"99","2007-05-24",16.700001
"100","2007-05-25",16.700001
"101","2007-05-29",16.440001
"102","2007-05-30",16.440001
"103","2007-05-31",16.65
"104","2007-06-01",16.65
"105","2007-06-04",16.65
"106","2007-06-05",16.65
"107","2007-06-06",16.5
"108","2007-06-07",17
"109","2007-06-08",17
"110","2007-06-11",17
"111","2007-06-12",17
"112","2007-06-13",17
"113","2007-06-14",16.549999
"114","2007-06-15",16.5
"115","2007-06-18",16.5
"116","2007-06-19",16.5
"117","2007-06-20",16.5
"118","2007-06-21",16.5
"119","2007-06-22",17
"120","2007-06-25",17
"121","2007-06-26",17
"122","2007-06-27",17
"123","2007-06-28",17
"124","2007-06-29",17.15
"125","2007-07-02",17
"126","2007-07-03",17.25
"127","2007-07-05",17.25
"128","2007-07-06",17.5
"129","2007-07-09",17.5
"130","2007-07-10",17.75
"131","2007-07-11",17
"132","2007-07-12",17
"133","2007-07-13",17
"134","2007-07-16",17.25
"135","2007-07-17",17.25
"136","2007-07-18",17.049999
"137","2007-07-19",17.049999
"138","2007-07-20",17.049999
"139","2007-07-23",17.049999
"140","2007-07-24",16.91
"141","2007-07-25",16.65
"142","2007-07-26",16.5
"143","2007-07-27",16.5
"144","2007-07-30",16.5
"145","2007-07-31",16.5
"146","2007-08-01",16.5
"147","2007-08-02",16.5
"148","2007-08-03",16.5
"149","2007-08-06",16.5
"150","2007-08-07",16.5
"151","2007-08-08",16.5
"152","2007-08-09",16.35
"153","2007-08-10",16.35
"154","2007-08-13",16.5
"155","2007-08-14",16.5
"156","2007-08-15",15.5
"157","2007-08-16",15.5
"158","2007-08-17",15.5
"159","2007-08-20",15.5
"160","2007-08-21",15.5
"161","2007-08-22",15.5
"162","2007-08-23",15.5
"163","2007-08-24",15.3
"164","2007-08-27",15.3
"165","2007-08-28",15.45
"166","2007-08-29",15.45
"167","2007-08-30",15.5
"168","2007-08-31",15.25
"169","2007-09-04",15.25
"170","2007-09-05",15.25
"171","2007-09-06",15.25
"172","2007-09-07",15.25
"173","2007-09-10",16.75
"174","2007-09-11",16.6
"175","2007-09-12",16.6
"176","2007-09-13",16.6
"177","2007-09-14",16.5
"178","2007-09-17",16.5
"179","2007-09-18",16.5
"180","2007-09-19",16.549999
"181","2007-09-20",15.9
"182","2007-09-21",15.9
"183","2007-09-24",15.9
"184","2007-09-25",16.4
"185","2007-09-26",16.4
"186","2007-09-27",16.4
"187","2007-09-28",16.4
"188","2007-10-01",16.4
"189","2007-10-02",16.1
"190","2007-10-03",16.450001
"191","2007-10-04",16.450001
"192","2007-10-05",16.450001
"193","2007-10-08",16.450001
"194","2007-10-09",16.450001
"195","2007-10-10",16.450001
"196","2007-10-11",16.450001
"197","2007-10-12",16.450001
"198","2007-10-15",16.450001
"199","2007-10-16",16.450001
"200","2007-10-17",16.450001
"201","2007-10-18",17
"202","2007-10-19",17
"203","2007-10-22",16.5
"204","2007-10-23",16.5
"205","2007-10-24",16.5
"206","2007-10-25",16.5
"207","2007-10-26",16.5
"208","2007-10-29",17
"209","2007-10-30",17
"210","2007-10-31",17
"211","2007-11-01",17
"212","2007-11-02",17
"213","2007-11-05",16.5
"214","2007-11-06",16.5
"215","2007-11-07",16.549999
"216","2007-11-08",16.75
"217","2007-11-09",16.5
"218","2007-11-12",16.5
"219","2007-11-13",16.5
"220","2007-11-14",16.35
"221","2007-11-15",16.35
"222","2007-11-16",16.35
"223","2007-11-19",16.35
"224","2007-11-20",16.5
"225","2007-11-21",16.9
"226","2007-11-23",18
"227","2007-11-26",18
"228","2007-11-27",18
"229","2007-11-28",18
"230","2007-11-29",18
"231","2007-11-30",17.5
"232","2007-12-03",17.5
"233","2007-12-04",17.5
"234","2007-12-05",17.99
"235","2007-12-06",17.99
"236","2007-12-07",17.99
"237","2007-12-10",17.99
"238","2007-12-11",17.99
"239","2007-12-12",17.49
"240","2007-12-13",17.49
"241","2007-12-14",17.49
"242","2007-12-17",17.49
"243","2007-12-18",17.85
"244","2007-12-19",17.299999
"245","2007-12-20",17.299999
"246","2007-12-21",17.299999
"247","2007-12-24",17.299999
"248","2007-12-26",17.299999
"249","2007-12-27",17.9
"250","2007-12-28",18
"251","2007-12-31",17.950001
"252","2008-01-02",17.950001
"253","2008-01-03",17.950001
"254","2008-01-04",17.950001
"255","2008-01-07",17.950001
"256","2008-01-08",17.9
"257","2008-01-09",17.9
"258","2008-01-10",17.6
"259","2008-01-11",17.950001
"260","2008-01-14",17.950001
"261","2008-01-15",17.799999
"262","2008-01-16",17
"263","2008-01-17",17
"264","2008-01-18",17
"265","2008-01-22",17.450001
"266","2008-01-23",17.450001
"267","2008-01-24",17.450001
"268","2008-01-25",17.450001
"269","2008-01-28",17.450001
"270","2008-01-29",17.450001
"271","2008-01-30",17.450001
"272","2008-01-31",17.450001
"273","2008-02-01",17.450001
"274","2008-02-04",17.450001
"275","2008-02-05",17.450001
"276","2008-02-06",17.450001
"277","2008-02-07",17.450001
"278","2008-02-08",17.950001
"279","2008-02-11",17.950001
"280","2008-02-12",17.950001
"281","2008-02-13",17.950001
"282","2008-02-14",17.950001
"283","2008-02-15",17.950001
"284","2008-02-19",17.950001
"285","2008-02-20",17.950001
"286","2008-02-21",17.950001
"287","2008-02-22",17.950001
"288","2008-02-25",17.950001
"289","2008-02-26",17.950001
"290","2008-02-27",17.950001
"291","2008-02-28",17.5
"292","2008-02-29",17.5
"293","2008-03-03",17.5
"294","2008-03-04",17.5
"295","2008-03-05",17.5
"296","2008-03-06",16.5
"297","2008-03-07",17
"298","2008-03-10",17
"299","2008-03-11",17
"300","2008-03-12",17
"301","2008-03-13",16.75
"302","2008-03-14",16.75
"303","2008-03-17",16.75
"304","2008-03-18",16.75
"305","2008-03-19",16.75
"306","2008-03-20",16.75
"307","2008-03-24",16.75
"308","2008-03-25",17
"309","2008-03-26",16.75
"310","2008-03-27",16.75
"311","2008-03-28",16.75
"312","2008-03-31",16.75
"313","2008-04-01",16.75
"314","2008-04-02",16.75
"315","2008-04-03",16.75
"316","2008-04-04",16.75
"317","2008-04-07",16.75
"318","2008-04-08",16.75
"319","2008-04-09",16.75
"320","2008-04-10",16.799999
"321","2008-04-11",16.799999
"322","2008-04-14",16.799999
"323","2008-04-15",16.799999
"324","2008-04-16",16.799999
"325","2008-04-17",16.799999
"326","2008-04-18",16.799999
"327","2008-04-21",16.799999
"328","2008-04-22",16.799999
"329","2008-04-23",16.85
"330","2008-04-24",16.85
"331","2008-04-25",16.85
"332","2008-04-28",16.85
"333","2008-04-29",16.85
"334","2008-04-30",16.85
"335","2008-05-01",16.85
"336","2008-05-02",17.4
"337","2008-05-05",17.450001
"338","2008-05-06",17.450001
"339","2008-05-07",17.450001
"340","2008-05-08",17.450001
"341","2008-05-09",17.450001
"342","2008-05-12",17
"343","2008-05-13",17.35
"344","2008-05-14",17.35
"345","2008-05-15",17.35
"346","2008-05-16",17
"347","2008-05-19",17
"348","2008-05-20",17
"349","2008-05-21",17
"350","2008-05-22",16.6
"351","2008-05-23",16.6
"352","2008-05-27",16.9
"353","2008-05-28",16.9
"354","2008-05-29",16.9
"355","2008-05-30",16.9
"356","2008-06-02",16.9
"357","2008-06-03",16.9
"358","2008-06-04",16.9
"359","2008-06-05",16.9
"360","2008-06-06",16
"361","2008-06-09",16
"362","2008-06-10",16
"363","2008-06-11",16
"364","2008-06-12",16
"365","2008-06-13",16
"366","2008-06-16",16.15
"367","2008-06-17",16.15
"368","2008-06-18",16.15
"369","2008-06-19",16.200001
"370","2008-06-20",16.200001
"371","2008-06-23",16.200001
"372","2008-06-24",15.56
"373","2008-06-25",15.56
"374","2008-06-26",15.56
"375","2008-06-27",15.56
"376","2008-06-30",15.85
"377","2008-07-01",15.85
"378","2008-07-02",15.85
"379","2008-07-03",15.85
"380","2008-07-07",15.85
"381","2008-07-08",15.8
"382","2008-07-09",15.8
"383","2008-07-10",15.8
"384","2008-07-11",15.7
"385","2008-07-14",15.7
"386","2008-07-15",15.5
"387","2008-07-16",15.5
"388","2008-07-17",15.5
"389","2008-07-18",15.5
"390","2008-07-21",15.5
"391","2008-07-22",16.15
"392","2008-07-23",16.15
"393","2008-07-24",16.15
"394","2008-07-25",16.15
"395","2008-07-28",16.15
"396","2008-07-29",16.15
"397","2008-07-30",16.15
"398","2008-07-31",16.15
"399","2008-08-01",15.9
"400","2008-08-04",15.9
"401","2008-08-05",15.9
"402","2008-08-06",15.5
"403","2008-08-07",15.5
"404","2008-08-08",15
"405","2008-08-11",15
"406","2008-08-12",15
"407","2008-08-13",15
"408","2008-08-14",15
"409","2008-08-15",15
"410","2008-08-18",15
"411","2008-08-19",15
"412","2008-08-20",15
"413","2008-08-21",13.15
"414","2008-08-22",13.35
"415","2008-08-25",13.35
"416","2008-08-26",13.35
"417","2008-08-27",16.200001
"418","2008-08-28",16.200001
"419","2008-08-29",15
"420","2008-09-02",15
"421","2008-09-03",15
"422","2008-09-04",15
"423","2008-09-05",15
"424","2008-09-08",14.75
"425","2008-09-09",14.75
"426","2008-09-10",14.75
"427","2008-09-11",14.75
"428","2008-09-12",15
"429","2008-09-15",15
"430","2008-09-16",15
"431","2008-09-17",14.25
"432","2008-09-18",14.25
"433","2008-09-19",14.25
"434","2008-09-22",14.25
"435","2008-09-23",14.25
"436","2008-09-24",14.25
"437","2008-09-25",14.25
"438","2008-09-26",14.25
"439","2008-09-29",14.25
"440","2008-09-30",14.25
"441","2008-10-01",14.25
"442","2008-10-02",14.25
"443","2008-10-03",14.25
"444","2008-10-06",14.25
"445","2008-10-07",14.25
"446","2008-10-08",14.25
"447","2008-10-09",14.25
"448","2008-10-10",14.25
"449","2008-10-13",14.25
"450","2008-10-14",14.25
"451","2008-10-15",14.25
"452","2008-10-16",14.25
"453","2008-10-17",14.25
"454","2008-10-20",14
"455","2008-10-21",14
"456","2008-10-22",14
"457","2008-10-23",14
"458","2008-10-24",14
"459","2008-10-27",14
"460","2008-10-28",14
"461","2008-10-29",14
"462","2008-10-30",14
"463","2008-10-31",14
"464","2008-11-03",14
"465","2008-11-04",14
"466","2008-11-05",14
"467","2008-11-06",14
"468","2008-11-07",14
"469","2008-11-10",14
"470","2008-11-11",14
"471","2008-11-12",14
"472","2008-11-13",14
"473","2008-11-14",13.5
"474","2008-11-17",13.5
"475","2008-11-18",13.5
"476","2008-11-19",13.5
"477","2008-11-20",13.5
"478","2008-11-21",13.75
"479","2008-11-24",13.75
"480","2008-11-25",13.75
"481","2008-11-26",13.25
"482","2008-11-28",13.25
"483","2008-12-01",13.25
"484","2008-12-02",13.25
"485","2008-12-03",13.3
"486","2008-12-04",13.3
"487","2008-12-05",13.3
"488","2008-12-08",13.7
"489","2008-12-09",12.85
"490","2008-12-10",12.4
"491","2008-12-11",12.4
"492","2008-12-12",12.4
"493","2008-12-15",12.5
"494","2008-12-16",12.5
"495","2008-12-17",12.5
"496","2008-12-18",13
"497","2008-12-19",13
"498","2008-12-22",11.5
"499","2008-12-23",12
"500","2008-12-24",12
"501","2008-12-26",12
"502","2008-12-29",12
"503","2008-12-30",12
"504","2008-12-31",13
"505","2009-01-02",13
"506","2009-01-05",13
"507","2009-01-06",13
"508","2009-01-07",13
"509","2009-01-08",13
"510","2009-01-09",13
"511","2009-01-12",12.5
"512","2009-01-13",12.7
"513","2009-01-14",12.7
"514","2009-01-15",12.7
"515","2009-01-16",12.7
"516","2009-01-20",13.9
"517","2009-01-21",13
"518","2009-01-22",13
"519","2009-01-23",13
"520","2009-01-26",13
"521","2009-01-27",13
"522","2009-01-28",13
"523","2009-01-29",13
"524","2009-01-30",13
"525","2009-02-02",13
"526","2009-02-03",13
"527","2009-02-04",13
"528","2009-02-05",13
"529","2009-02-06",13
"530","2009-02-09",13
"531","2009-02-10",13
"532","2009-02-11",13
"533","2009-02-12",13
"534","2009-02-13",12.9
"535","2009-02-17",12.9
"536","2009-02-18",12.9
"537","2009-02-19",12.9
"538","2009-02-20",12.9
"539","2009-02-23",12.8
"540","2009-02-24",12.8
"541","2009-02-25",12.8
"542","2009-02-26",12.8
"543","2009-02-27",12.8
"544","2009-03-02",12.8
"545","2009-03-03",12.8
"546","2009-03-04",12.8
"547","2009-03-05",12.8
"548","2009-03-06",12.8
"549","2009-03-09",12.75
"550","2009-03-10",12.75
"551","2009-03-11",12.75
"552","2009-03-12",12.75
"553","2009-03-13",12.75
"554","2009-03-16",12.75
"555","2009-03-17",14
"556","2009-03-18",14
"557","2009-03-19",14
"558","2009-03-20",14
"559","2009-03-23",14
"560","2009-03-24",14
"561","2009-03-25",14
"562","2009-03-26",14
"563","2009-03-27",14
"564","2009-03-30",14
"565","2009-03-31",14
"566","2009-04-01",14
"567","2009-04-02",14
"568","2009-04-03",14
"569","2009-04-06",14
"570","2009-04-07",14
"571","2009-04-08",14
"572","2009-04-09",13.75
"573","2009-04-13",13.75
"574","2009-04-14",13.74
"575","2009-04-15",13.74
"576","2009-04-16",13.74
"577","2009-04-17",13.74
"578","2009-04-20",13.74
"579","2009-04-21",13.74
"580","2009-04-22",13.74
"581","2009-04-23",13.74
"582","2009-04-24",13.74
"583","2009-04-27",13.7
"584","2009-04-28",13.7
"585","2009-04-29",13.7
"586","2009-04-30",13.7
"587","2009-05-01",13.75
"588","2009-05-04",13.75
"589","2009-05-05",13.4
"590","2009-05-06",13.4
"591","2009-05-07",13.4
"592","2009-05-08",13.4
"593","2009-05-11",13.4
"594","2009-05-12",13.4
"595","2009-05-13",13.4
"596","2009-05-14",13.4
"597","2009-05-15",14
"598","2009-05-18",14
"599","2009-05-19",14
"600","2009-05-20",14
"601","2009-05-21",14
"602","2009-05-22",14
"603","2009-05-26",14
"604","2009-05-27",14
"605","2009-05-28",14
"606","2009-05-29",14
"607","2009-06-01",14
"608","2009-06-02",14
"609","2009-06-03",14
"610","2009-06-04",14
"611","2009-06-05",14
"612","2009-06-08",14
"613","2009-06-09",14
"614","2009-06-10",14
"615","2009-06-11",14
"616","2009-06-12",14
"617","2009-06-15",14
"618","2009-06-16",13.75
