"","date","IKNX"
"311","2008-03-28",9.21
"312","2008-03-31",9.1
"313","2008-04-01",9.1
"314","2008-04-02",9.15
"315","2008-04-03",9.1
"316","2008-04-04",9.6
"317","2008-04-07",9.6
"318","2008-04-08",9.01
"319","2008-04-09",9.01
"320","2008-04-10",9.01
"321","2008-04-11",9
"322","2008-04-14",8.9
"323","2008-04-15",8.9
"324","2008-04-16",9
"325","2008-04-17",8.63
"326","2008-04-18",8.8
"327","2008-04-21",8.7
"328","2008-04-22",8.7
"329","2008-04-23",8.53
"330","2008-04-24",8.04
"331","2008-04-25",8.2
"332","2008-04-28",8.2
"333","2008-04-29",8
"334","2008-04-30",8
"335","2008-05-01",8.01
"336","2008-05-02",8.01
"337","2008-05-05",8.01
"338","2008-05-06",8.1
"339","2008-05-07",8.4
"340","2008-05-08",8.4
"341","2008-05-09",8.08
"342","2008-05-12",8.08
"343","2008-05-13",8.49
"344","2008-05-14",8.5
"345","2008-05-15",8.75
"346","2008-05-16",8.75
"347","2008-05-19",8.02
"348","2008-05-20",8.02
"349","2008-05-21",8.01
"350","2008-05-22",8.01
"351","2008-05-23",8.01
"352","2008-05-27",8.01
"353","2008-05-28",8.01
"354","2008-05-29",8.05
"355","2008-05-30",8.06
"356","2008-06-02",8.13
"357","2008-06-03",8.06
"358","2008-06-04",7.96
"359","2008-06-05",7.96
"360","2008-06-06",7.96
"361","2008-06-09",7.96
"362","2008-06-10",7.96
"363","2008-06-11",7.96
"364","2008-06-12",7.96
"365","2008-06-13",7.96
"366","2008-06-16",7.96
"367","2008-06-17",7.95
"368","2008-06-18",7.95
"369","2008-06-19",7.95
"370","2008-06-20",7.95
"371","2008-06-23",7.95
"372","2008-06-24",7.95
"373","2008-06-25",7.95
"374","2008-06-26",7.95
"375","2008-06-27",7.08
"376","2008-06-30",7.08
"377","2008-07-01",7.13
"378","2008-07-02",7.13
"379","2008-07-03",7.13
"380","2008-07-07",7.4
"381","2008-07-08",7.13
"382","2008-07-09",7.15
"383","2008-07-10",7.13
"384","2008-07-11",7.12
"385","2008-07-14",7.17
"386","2008-07-15",7.05
"387","2008-07-16",7.05
"388","2008-07-17",7.05
"389","2008-07-18",6.86
"390","2008-07-21",6.86
"391","2008-07-22",6.86
"392","2008-07-23",6.85
"393","2008-07-24",6.85
"394","2008-07-25",6.86
"395","2008-07-28",7.18
"396","2008-07-29",7.18
"397","2008-07-30",7.18
"398","2008-07-31",6.71
"399","2008-08-01",7.16
"400","2008-08-04",8.3
"401","2008-08-05",8.3
"402","2008-08-06",8.3
"403","2008-08-07",8.01
"404","2008-08-08",8.5
"405","2008-08-11",8.5
"406","2008-08-12",8.19
"407","2008-08-13",8.19
"408","2008-08-14",8.21
"409","2008-08-15",7.68
"410","2008-08-18",7.7
"411","2008-08-19",7.7
"412","2008-08-20",7.7
"413","2008-08-21",7.7
"414","2008-08-22",7.7
"415","2008-08-25",7.7
"416","2008-08-26",7.7
"417","2008-08-27",8.68
"418","2008-08-28",8.68
"419","2008-08-29",8.68
"420","2008-09-02",8.68
"421","2008-09-03",8.2
"422","2008-09-04",8.2
"423","2008-09-05",8.2
"424","2008-09-08",8.2
"425","2008-09-09",8.11
"426","2008-09-10",7.93
"427","2008-09-11",7.7
"428","2008-09-12",7.31
"429","2008-09-15",7.31
"430","2008-09-16",6.46
"431","2008-09-17",6.46
"432","2008-09-18",7.9
"433","2008-09-19",7.18
"434","2008-09-22",7.01
"435","2008-09-23",7.85
"436","2008-09-24",7.47
"437","2008-09-25",7.47
"438","2008-09-26",7.47
"439","2008-09-29",7.47
"440","2008-09-30",7.36
"441","2008-10-01",6.66
"442","2008-10-02",6.97
"443","2008-10-03",6.54
"444","2008-10-06",6.5
"445","2008-10-07",6.5
"446","2008-10-08",6.51
"447","2008-10-09",6.46
"448","2008-10-10",6
"449","2008-10-13",6.95
"450","2008-10-14",6.95
"451","2008-10-15",6.75
"452","2008-10-16",6.75
"453","2008-10-17",6.95
"454","2008-10-20",6.89
"455","2008-10-21",6.89
"456","2008-10-22",6.5
"457","2008-10-23",6.5
"458","2008-10-24",6.25
"459","2008-10-27",6.26
"460","2008-10-28",6.26
"461","2008-10-29",6.26
"462","2008-10-30",6.26
"463","2008-10-31",6.4
"464","2008-11-03",6.47
"465","2008-11-04",6.5
"466","2008-11-05",6.5
"467","2008-11-06",6.5
"468","2008-11-07",6.4
"469","2008-11-10",6.4
"470","2008-11-11",6.4
"471","2008-11-12",6.4
"472","2008-11-13",6.45
"473","2008-11-14",6.45
"474","2008-11-17",5.9
"475","2008-11-18",6
"476","2008-11-19",6
"477","2008-11-20",5.27
"478","2008-11-21",5.25
"479","2008-11-24",5.25
"480","2008-11-25",5.25
"481","2008-11-26",5.25
"482","2008-11-28",5.25
"483","2008-12-01",5.25
"484","2008-12-02",5.25
"485","2008-12-03",5.25
"486","2008-12-04",5.25
"487","2008-12-05",5.25
"488","2008-12-08",5.48
"489","2008-12-09",5.48
"490","2008-12-10",5.28
"491","2008-12-11",5.28
"492","2008-12-12",5.25
"493","2008-12-15",5.25
"494","2008-12-16",5.25
"495","2008-12-17",5.25
"496","2008-12-18",5.25
"497","2008-12-19",5.71
"498","2008-12-22",5.76
"499","2008-12-23",5.8
"500","2008-12-24",5.8
"501","2008-12-26",5.74
"502","2008-12-29",5.74
"503","2008-12-30",5.74
"504","2008-12-31",5.74
"505","2009-01-02",5.74
"506","2009-01-05",5.75
"507","2009-01-06",5.8
"508","2009-01-07",5.8
"509","2009-01-08",5.8
"510","2009-01-09",5.8
"511","2009-01-12",5.8
"512","2009-01-13",5.8
"513","2009-01-14",5.05
"514","2009-01-15",5.05
"515","2009-01-16",5.05
"516","2009-01-20",5.05
"517","2009-01-21",5.05
"518","2009-01-22",5.18
"519","2009-01-23",5.18
"520","2009-01-26",5.18
"521","2009-01-27",5.18
"522","2009-01-28",5.18
"523","2009-01-29",5.18
"524","2009-01-30",5
"525","2009-02-02",5
"526","2009-02-03",5
"527","2009-02-04",4.8
"528","2009-02-05",4.44
"529","2009-02-06",4.96
"530","2009-02-09",4.62
"531","2009-02-10",4.46
"532","2009-02-11",4.57
"533","2009-02-12",4.57
"534","2009-02-13",4.11
"535","2009-02-17",4.63
"536","2009-02-18",4.04
"537","2009-02-19",4.62
"538","2009-02-20",4.62
"539","2009-02-23",4
"540","2009-02-24",4.25
"541","2009-02-25",4.25
"542","2009-02-26",5.3
"543","2009-02-27",4.95
"544","2009-03-02",4.2
"545","2009-03-03",4.2
"546","2009-03-04",4.51
"547","2009-03-05",4.2
"548","2009-03-06",4.48
"549","2009-03-09",4.15
"550","2009-03-10",4.15
"551","2009-03-11",4.15
"552","2009-03-12",4.25
"553","2009-03-13",4.25
"554","2009-03-16",4.25
"555","2009-03-17",4.25
"556","2009-03-18",4.25
"557","2009-03-19",4.25
"558","2009-03-20",4.25
"559","2009-03-23",4.25
"560","2009-03-24",4.25
"561","2009-03-25",4.25
"562","2009-03-26",4.8
"563","2009-03-27",4.35
"564","2009-03-30",4.35
"565","2009-03-31",4.35
"566","2009-04-01",4.35
"567","2009-04-02",4.5
"568","2009-04-03",4.5
"569","2009-04-06",4.5
"570","2009-04-07",4.5
"571","2009-04-08",4.5
"572","2009-04-09",4.5
"573","2009-04-13",4.5
"574","2009-04-14",4.5
"575","2009-04-15",4.5
"576","2009-04-16",4.5
"577","2009-04-17",4.5
"578","2009-04-20",4.5
"579","2009-04-21",5
"580","2009-04-22",5
"581","2009-04-23",5
"582","2009-04-24",5
"583","2009-04-27",5
"584","2009-04-28",5
"585","2009-04-29",5
"586","2009-04-30",5
"587","2009-05-01",5
"588","2009-05-04",5.07
"589","2009-05-05",5.5
"590","2009-05-06",5.1
"591","2009-05-07",5.2
"592","2009-05-08",5.2
"593","2009-05-11",5.31
"594","2009-05-12",6.34
"595","2009-05-13",6.34
"596","2009-05-14",6.34
"597","2009-05-15",5.68
"598","2009-05-18",6
"599","2009-05-19",6
"600","2009-05-20",5.27
"601","2009-05-21",5.27
"602","2009-05-22",6
"603","2009-05-26",5.3
"604","2009-05-27",5.5
"605","2009-05-28",5.5
"606","2009-05-29",5.5
"607","2009-06-01",6.48
"608","2009-06-02",6.48
"609","2009-06-03",6.48
"610","2009-06-04",6.48
"611","2009-06-05",6.48
"612","2009-06-08",6.48
"613","2009-06-09",6.48
"614","2009-06-10",6.48
"615","2009-06-11",6.48
"616","2009-06-12",6.25
"617","2009-06-15",6.25
"618","2009-06-16",6.25
"619","2009-06-17",6.25
"620","2009-06-18",6.25
"621","2009-06-19",6.79
"622","2009-06-22",6.79
"623","2009-06-23",6.79
"624","2009-06-24",6.79
"625","2009-06-25",6.87
"626","2009-06-26",6.87
"627","2009-06-29",5.5
"628","2009-06-30",5.5
"629","2009-07-01",5.5
"630","2009-07-02",5.62
"631","2009-07-06",5.62
"632","2009-07-07",5.62
"633","2009-07-08",5.62
"634","2009-07-09",5.62
"635","2009-07-10",5.62
"636","2009-07-13",5.62
"637","2009-07-14",5.62
"638","2009-07-15",5.62
"639","2009-07-16",5.62
"640","2009-07-17",5.62
"641","2009-07-20",5.62
"642","2009-07-21",5.62
"643","2009-07-22",5.62
"644","2009-07-23",6
"645","2009-07-24",6
"646","2009-07-27",6
"647","2009-07-28",6
"648","2009-07-29",6
"649","2009-07-30",6
"650","2009-07-31",6
"651","2009-08-03",6
"652","2009-08-04",5.71
"653","2009-08-05",5.71
"654","2009-08-06",5.71
"655","2009-08-07",5.71
"656","2009-08-10",5.71
"657","2009-08-11",5.55
"658","2009-08-12",6.83
"659","2009-08-13",6.83
"660","2009-08-14",6
"661","2009-08-17",5.54
"662","2009-08-18",5.56
"663","2009-08-19",5.56
"664","2009-08-20",5.56
"665","2009-08-21",5.56
"666","2009-08-24",6.83
"667","2009-08-25",6.83
"668","2009-08-26",6.83
"669","2009-08-27",6.83
"670","2009-08-28",6.83
"671","2009-08-31",6.83
"672","2009-09-01",6.5
"673","2009-09-02",6
"674","2009-09-03",6
"675","2009-09-04",6
"676","2009-09-08",6
"677","2009-09-09",6
"678","2009-09-10",6
"679","2009-09-11",6
"680","2009-09-14",6.33
"681","2009-09-15",6.33
"682","2009-09-16",5.55
"683","2009-09-17",5.55
"684","2009-09-18",5.55
"685","2009-09-21",5.55
"686","2009-09-22",5.5
"687","2009-09-23",5.5
"688","2009-09-24",5.7
"689","2009-09-25",5.7
"690","2009-09-28",6.99
"691","2009-09-29",7.8
"692","2009-09-30",7.98
"693","2009-10-01",6.71
"694","2009-10-02",6.71
"695","2009-10-05",6.7
"696","2009-10-06",7.26
"697","2009-10-07",7.26
"698","2009-10-08",6.8
"699","2009-10-09",6.8
"700","2009-10-12",6.8
"701","2009-10-13",6.41
"702","2009-10-14",6.41
"703","2009-10-15",6.45
"704","2009-10-16",6.45
"705","2009-10-19",6.44
"706","2009-10-20",6.6
"707","2009-10-21",6.6
"708","2009-10-22",6.6
"709","2009-10-23",6.6
"710","2009-10-26",7.13
"711","2009-10-27",6.42
"712","2009-10-28",6.31
"713","2009-10-29",6.31
"714","2009-10-30",6.31
"715","2009-11-02",6.31
"716","2009-11-03",6.31
"717","2009-11-04",6.32
"718","2009-11-05",6.32
"719","2009-11-06",6.32
"720","2009-11-09",7.44
"721","2009-11-10",8.29
"722","2009-11-11",6.35
"723","2009-11-12",6.35
"724","2009-11-13",6.59
"725","2009-11-16",6.55
"726","2009-11-17",6.33
"727","2009-11-18",6.48
"728","2009-11-19",6.46
"729","2009-11-20",6.92
"730","2009-11-23",6.95
"731","2009-11-24",6.35
"732","2009-11-25",6.52
"733","2009-11-27",6.66
"734","2009-11-30",6.31
"735","2009-12-01",6.31
"736","2009-12-02",6.31
"737","2009-12-03",6.31
"738","2009-12-04",6.31
"739","2009-12-07",6.31
"740","2009-12-08",6.31
"741","2009-12-09",6.31
"742","2009-12-10",6.31
"743","2009-12-11",6.31
"744","2009-12-14",6.31
"745","2009-12-15",6.31
"746","2009-12-16",6.31
"747","2009-12-17",6.31
"748","2009-12-18",6.31
"749","2009-12-21",6.35
"750","2009-12-22",6.36
"751","2009-12-23",6.36
"752","2009-12-24",6.36
"753","2009-12-28",6.36
"754","2009-12-29",6.35
"755","2009-12-30",6.35
"756","2009-12-31",6.3
"757","2010-01-04",6.3
"758","2010-01-05",6.3
"759","2010-01-06",6.3
"760","2010-01-07",6.3
"761","2010-01-08",6.3
"762","2010-01-11",6.3
"763","2010-01-12",6.53
"764","2010-01-13",6.53
"765","2010-01-14",6.53
"766","2010-01-15",6.4
"767","2010-01-19",6.34
"768","2010-01-20",6.33
"769","2010-01-21",6.33
"770","2010-01-22",6.33
"771","2010-01-25",6.33
"772","2010-01-26",6.33
"773","2010-01-27",6.33
"774","2010-01-28",6.35
"775","2010-01-29",6.35
"776","2010-02-01",6.34
"777","2010-02-02",6.34
"778","2010-02-03",6.89
"779","2010-02-04",6.41
"780","2010-02-05",6.31
"781","2010-02-08",6.31
"782","2010-02-09",6.31
"783","2010-02-10",6.31
"784","2010-02-11",6.31
"785","2010-02-12",6.31
"786","2010-02-16",6.31
"787","2010-02-17",6.33
"788","2010-02-18",6.33
"789","2010-02-19",6.4
"790","2010-02-22",6.4
"791","2010-02-23",6.4
"792","2010-02-24",6.4
"793","2010-02-25",6.45
"794","2010-02-26",6.45
"795","2010-03-01",6.91
"796","2010-03-02",6.91
"797","2010-03-03",6.91
"798","2010-03-04",6.91
"799","2010-03-05",6.89
"800","2010-03-08",6.89
"801","2010-03-09",7.16
"802","2010-03-10",7.16
"803","2010-03-11",7.16
"804","2010-03-12",6.4
"805","2010-03-15",6.68
"806","2010-03-16",6.68
"807","2010-03-17",6.68
"808","2010-03-18",6.68
"809","2010-03-19",6.9
"810","2010-03-22",6.76
"811","2010-03-23",6.73
"812","2010-03-24",6.73
"813","2010-03-25",6.73
"814","2010-03-26",6.73
"815","2010-03-29",6.73
"816","2010-03-30",6.73
"817","2010-03-31",6.73
"818","2010-04-01",6.94
"819","2010-04-05",6.95
"820","2010-04-06",6.95
"821","2010-04-07",6.82
"822","2010-04-08",6.94
"823","2010-04-09",6.95
"824","2010-04-12",6.94
"825","2010-04-13",6.94
"826","2010-04-14",6.94
"827","2010-04-15",6.94
"828","2010-04-16",6.94
"829","2010-04-19",6.94
"830","2010-04-20",6.94
"831","2010-04-21",7.48
"832","2010-04-22",7.48
"833","2010-04-23",7.48
"834","2010-04-26",7.48
"835","2010-04-27",7.5
"836","2010-04-28",7.41
"837","2010-04-29",7.39
"838","2010-04-30",7.39
"839","2010-05-03",7.39
"840","2010-05-04",7.39
"841","2010-05-05",7.38
"842","2010-05-06",7.38
"843","2010-05-07",7.38
"844","2010-05-10",7.38
"845","2010-05-11",7.38
"846","2010-05-12",7.06
"847","2010-05-13",7
"848","2010-05-14",7.1
"849","2010-05-17",7.1
"850","2010-05-18",6.52
"851","2010-05-19",6.52
"852","2010-05-20",6.52
"853","2010-05-21",6.52
"854","2010-05-24",6.81
"855","2010-05-25",6.81
"856","2010-05-26",6.81
"857","2010-05-27",6.81
"858","2010-05-28",6.81
"859","2010-06-01",7.1
"860","2010-06-02",7.1
"861","2010-06-03",6.81
"862","2010-06-04",6.81
"863","2010-06-07",6.81
"864","2010-06-08",6.82
"865","2010-06-09",6.82
"866","2010-06-10",6.9
"867","2010-06-11",6.9
"868","2010-06-14",7.05
"869","2010-06-15",7.05
"870","2010-06-16",6.84
"871","2010-06-17",6.84
"872","2010-06-18",6.84
"873","2010-06-21",6.84
"874","2010-06-22",6.84
"875","2010-06-23",6.84
"876","2010-06-24",6.85
"877","2010-06-25",6.81
"878","2010-06-28",6.81
"879","2010-06-29",6.81
"880","2010-06-30",6.81
"881","2010-07-01",6.81
"882","2010-07-02",6.81
"883","2010-07-06",6.81
"884","2010-07-07",6.81
"885","2010-07-08",6.4
"886","2010-07-09",6.4
"887","2010-07-12",6.4
"888","2010-07-13",6.42
"889","2010-07-14",6.42
"890","2010-07-15",6.42
"891","2010-07-16",6.41
"892","2010-07-19",6.41
"893","2010-07-20",6.41
"894","2010-07-21",6.41
"895","2010-07-22",6.41
"896","2010-07-23",6.45
"897","2010-07-26",6.45
"898","2010-07-27",6.45
"899","2010-07-28",6.45
"900","2010-07-29",7.01
"901","2010-07-30",7.3
"902","2010-08-02",7.08
"903","2010-08-03",7.06
"904","2010-08-04",7
"905","2010-08-05",7.32
"906","2010-08-06",7.32
"907","2010-08-09",7.32
"908","2010-08-10",6.79
"909","2010-08-11",6.79
"910","2010-08-12",6.79
"911","2010-08-13",6.79
"912","2010-08-16",6.88
"913","2010-08-17",6.88
"914","2010-08-18",6.88
"915","2010-08-19",6.88
"916","2010-08-20",6.88
"917","2010-08-23",6.88
"918","2010-08-24",6.86
"919","2010-08-25",6.86
"920","2010-08-26",6.86
"921","2010-08-27",6.88
"922","2010-08-30",6.88
"923","2010-08-31",6.88
"924","2010-09-01",6.88
"925","2010-09-02",6.88
"926","2010-09-03",6.88
"927","2010-09-07",6.88
"928","2010-09-08",6.88
"929","2010-09-09",6.91
"930","2010-09-10",6.91
"931","2010-09-13",6.91
"932","2010-09-14",6.91
"933","2010-09-15",6.92
"934","2010-09-16",6.92
"935","2010-09-17",7
"936","2010-09-20",7
"937","2010-09-21",7
"938","2010-09-22",7.24
"939","2010-09-23",7.24
"940","2010-09-24",7.24
"941","2010-09-27",7.02
"942","2010-09-28",7.02
"943","2010-09-29",7.02
"944","2010-09-30",7.02
"945","2010-10-01",7.02
"946","2010-10-04",7.02
"947","2010-10-05",7.02
"948","2010-10-06",7.02
"949","2010-10-07",7.02
"950","2010-10-08",6.91
"951","2010-10-11",6.91
"952","2010-10-12",7.23
"953","2010-10-13",7.23
"954","2010-10-14",7.23
"955","2010-10-15",7.23
"956","2010-10-18",7
"957","2010-10-19",7
"958","2010-10-20",7
"959","2010-10-21",7
"960","2010-10-22",7
"961","2010-10-25",7.1
"962","2010-10-26",7.6
"963","2010-10-27",7.35
"964","2010-10-28",7.22
"965","2010-10-29",7.26
"966","2010-11-01",7.3
"967","2010-11-02",7.84
"968","2010-11-03",7.84
"969","2010-11-04",7.6
"970","2010-11-05",7.6
"971","2010-11-08",7.6
"972","2010-11-09",7.6
"973","2010-11-10",7.41
"974","2010-11-11",7.53
"975","2010-11-12",7.53
"976","2010-11-15",7.53
"977","2010-11-16",7.53
"978","2010-11-17",7.58
"979","2010-11-18",7.58
"980","2010-11-19",7.95
"981","2010-11-22",7.95
"982","2010-11-23",7.95
"983","2010-11-24",8
"984","2010-11-26",8
"985","2010-11-29",8
"986","2010-11-30",8
"987","2010-12-01",8
"988","2010-12-02",8
"989","2010-12-03",7.93
"990","2010-12-06",7.52
"991","2010-12-07",7.52
"992","2010-12-08",7.51
"993","2010-12-09",7.51
"994","2010-12-10",7.33
"995","2010-12-13",7.33
"996","2010-12-14",7.33
"997","2010-12-15",7.33
"998","2010-12-16",7.33
"999","2010-12-17",7.33
"1000","2010-12-20",7.33
"1001","2010-12-21",7.33
"1002","2010-12-22",7.33
"1003","2010-12-23",7.25
"1004","2010-12-27",7.29
"1005","2010-12-28",7.29
"1006","2010-12-29",7.29
"1007","2010-12-30",7.25
"1008","2010-12-31",7.25
