"","date","CFBI"
"198","2018-02-08",11.29
"199","2018-02-09",11.6
"200","2018-02-12",11.4
"201","2018-02-13",11.64
"202","2018-02-14",11.64
"203","2018-02-15",11.33
"204","2018-02-16",11.3
"205","2018-02-20",11.24
"206","2018-02-21",11.25
"207","2018-02-22",11.25
"208","2018-02-23",11.14
"209","2018-02-26",11.18
"210","2018-02-27",11.353
"211","2018-02-28",11.5
"212","2018-03-01",11.29
"213","2018-03-02",11.19
"214","2018-03-05",11.331
"215","2018-03-06",11.27
"216","2018-03-07",11.26
"217","2018-03-08",11.29
"218","2018-03-09",11.2
"219","2018-03-12",11.25
"220","2018-03-13",11.44
"221","2018-03-14",11.27
"222","2018-03-15",11.35
"223","2018-03-16",11.45
"224","2018-03-19",11.39
"225","2018-03-20",11.3
"226","2018-03-21",11.4
"227","2018-03-22",11.31
"228","2018-03-23",11.51
"229","2018-03-26",11.38
"230","2018-03-27",11.3
"231","2018-03-28",11.25
"232","2018-03-29",11.36
"233","2018-04-02",11.21
"234","2018-04-03",11.23
"235","2018-04-04",11.24
"236","2018-04-05",11.48
"237","2018-04-06",11.25
"238","2018-04-09",11.22
"239","2018-04-10",11.21
"240","2018-04-11",11.23
"241","2018-04-12",11.48
"242","2018-04-13",11.31
"243","2018-04-16",11.3
"244","2018-04-17",11.235
"245","2018-04-18",11.22
"246","2018-04-19",11.26
"247","2018-04-20",11.31
"248","2018-04-23",11.37
"249","2018-04-24",11.23
"250","2018-04-25",11.23
"251","2018-04-26",11.299
"252","2018-04-27",11.22
"253","2018-04-30",11.22
"254","2018-05-01",11.22
"255","2018-05-02",11.35
"256","2018-05-03",11.5
"257","2018-05-04",11.25
"258","2018-05-07",11.25
"259","2018-05-08",11.33
"260","2018-05-09",11.27
"261","2018-05-10",11.26
"262","2018-05-11",11.44
"263","2018-05-14",11.25
"264","2018-05-15",11.24
"265","2018-05-16",11.2
"266","2018-05-17",11.26
"267","2018-05-18",11.263
"268","2018-05-21",11.22
"269","2018-05-22",11.23
"270","2018-05-23",11.28
"271","2018-05-24",11.23
"272","2018-05-25",11.23
"273","2018-05-29",11.25
"274","2018-05-30",11.22
"275","2018-05-31",11.227
"276","2018-06-01",11.24
"277","2018-06-04",11.21
"278","2018-06-05",11.24
"279","2018-06-06",11.22
"280","2018-06-07",11.247
"281","2018-06-08",11.23
"282","2018-06-11",11.21
"283","2018-06-12",11.16
"284","2018-06-13",11.18
"285","2018-06-14",11.18
"286","2018-06-15",11.24
"287","2018-06-18",11.21
"288","2018-06-19",11.22
"289","2018-06-20",11.11
"290","2018-06-21",10.916
"291","2018-06-22",10.7
"292","2018-06-25",10.59
"293","2018-06-26",10.94
"294","2018-06-27",10.85
"295","2018-06-28",10.92
"296","2018-06-29",11.11
"297","2018-07-02",11.25
"298","2018-07-03",11.47
"299","2018-07-05",11.46
"300","2018-07-06",11.33
"301","2018-07-09",11.3
"302","2018-07-10",11.3
"303","2018-07-11",11.39
"304","2018-07-12",11.25
"305","2018-07-13",11.425
"306","2018-07-16",11.67
"307","2018-07-17",11.73
"308","2018-07-18",11.8
"309","2018-07-19",11.46
"310","2018-07-20",11.647
"311","2018-07-23",11.66
"312","2018-07-24",11.45
"313","2018-07-25",11.7
"314","2018-07-26",11.7
"315","2018-07-27",11.7
"316","2018-07-30",11.536
"317","2018-07-31",11.55
"318","2018-08-01",11.715
"319","2018-08-02",11.715
"320","2018-08-03",11.623
"321","2018-08-06",11.652
"322","2018-08-07",11.635
"323","2018-08-08",11.73
"324","2018-08-09",11.683
"325","2018-08-10",11.7
"326","2018-08-13",11.65
"327","2018-08-14",11.65
"328","2018-08-15",11.435
"329","2018-08-16",11.5
"330","2018-08-17",11.555
"331","2018-08-20",11.65
"332","2018-08-21",11.5
"333","2018-08-22",11.609
"334","2018-08-23",11.609
"335","2018-08-24",11.591
"336","2018-08-27",11.5
"337","2018-08-28",11.5
"338","2018-08-29",11.514
"339","2018-08-30",11.514
"340","2018-08-31",11.5
"341","2018-09-04",11.55
"342","2018-09-05",11.64
"343","2018-09-06",11.583
"344","2018-09-07",11.565
"345","2018-09-10",11.5
"346","2018-09-11",11.6
"347","2018-09-12",11.55
"348","2018-09-13",11.55
"349","2018-09-14",11.64
"350","2018-09-17",11.59
"351","2018-09-18",11.6
"352","2018-09-19",11.6
"353","2018-09-20",11.62
"354","2018-09-21",11.6
"355","2018-09-24",11.575
"356","2018-09-25",11.55
"357","2018-09-26",11.78
"358","2018-09-27",11.75
"359","2018-09-28",11.7
"360","2018-10-01",11.745
"361","2018-10-02",11.78
"362","2018-10-03",11.74
"363","2018-10-04",11.66
"364","2018-10-05",11.751
"365","2018-10-08",11.751
"366","2018-10-09",11.75
"367","2018-10-10",11.75
"368","2018-10-11",11.79
"369","2018-10-12",11.524
"370","2018-10-15",11.7
"371","2018-10-16",11.82
"372","2018-10-17",11.82
"373","2018-10-18",11.82
"374","2018-10-19",11.84
"375","2018-10-22",11.463
"376","2018-10-23",11.463
"377","2018-10-24",11.25
"378","2018-10-25",11.06
"379","2018-10-26",10.7
"380","2018-10-29",10.62
"381","2018-10-30",10.25
"382","2018-10-31",10.57
"383","2018-11-01",10.71
"384","2018-11-02",10.57
"385","2018-11-05",10.75
"386","2018-11-06",10.75
"387","2018-11-07",10.632
"388","2018-11-08",10.74
"389","2018-11-09",10.59
"390","2018-11-12",10.56
"391","2018-11-13",10.675
"392","2018-11-14",10.64
"393","2018-11-15",10.6
"394","2018-11-16",10.735
"395","2018-11-19",10.608
"396","2018-11-20",10.685
"397","2018-11-21",10.75
"398","2018-11-23",10.8
"399","2018-11-26",10.85
"400","2018-11-27",10.85
"401","2018-11-28",10.64
"402","2018-11-29",10.64
"403","2018-11-30",10.95
"404","2018-12-03",10.9
"405","2018-12-04",10.667
"406","2018-12-06",10.67
"407","2018-12-07",10.623
"408","2018-12-10",10.785
"409","2018-12-11",10.6
"410","2018-12-12",10.6
"411","2018-12-13",10.63
"412","2018-12-14",10.92
"413","2018-12-17",10.75
"414","2018-12-18",10.8
"415","2018-12-19",10.8
"416","2018-12-20",11.01
"417","2018-12-21",11
"418","2018-12-24",11.05
"419","2018-12-26",11.02
"420","2018-12-27",10.99
"421","2018-12-28",10.99
"422","2018-12-31",11.65
"423","2019-01-02",11.55
"424","2019-01-03",10.732
"425","2019-01-04",10.99
"426","2019-01-07",11.06
"427","2019-01-08",11.04
"428","2019-01-09",10.86
"429","2019-01-10",10.82
"430","2019-01-11",10.723
"431","2019-01-14",10.81
"432","2019-01-15",10.8
"433","2019-01-16",10.89
"434","2019-01-17",10.81
"435","2019-01-18",10.86
"436","2019-01-22",10.65
"437","2019-01-23",10.794
"438","2019-01-24",10.95
"439","2019-01-25",10.7
"440","2019-01-28",10.918
"441","2019-01-29",10.8
"442","2019-01-30",10.74
"443","2019-01-31",10.69
"444","2019-02-01",10.61
"445","2019-02-04",10.51
"446","2019-02-05",10.35
"447","2019-02-06",10.387
"448","2019-02-07",10.33
"449","2019-02-08",10.33
"450","2019-02-11",10.27
"451","2019-02-12",10.26
"452","2019-02-13",10.261
"453","2019-02-14",10.25
"454","2019-02-15",10.31
"455","2019-02-19",10.261
"456","2019-02-20",10.27
"457","2019-02-21",10.25
"458","2019-02-22",10.271
"459","2019-02-25",10.25
"460","2019-02-26",10.26
"461","2019-02-27",10.29
"462","2019-02-28",10.33
"463","2019-03-01",10.303
"464","2019-03-04",10.5
"465","2019-03-05",10.47
"466","2019-03-06",10.47
"467","2019-03-07",10.55
"468","2019-03-08",10.75
"469","2019-03-11",10.31
"470","2019-03-12",10.37
"471","2019-03-13",10.4
"472","2019-03-14",10.4
"473","2019-03-15",10.55
"474","2019-03-18",10.64
"475","2019-03-19",10.6
"476","2019-03-20",10.35
"477","2019-03-21",10.27
"478","2019-03-22",10.3
"479","2019-03-25",10.45
"480","2019-03-26",10.31
"481","2019-03-27",10.31
"482","2019-03-28",10.28
"483","2019-03-29",10.25
"484","2019-04-01",10.25
"485","2019-04-02",10.26
"486","2019-04-03",10.311
"487","2019-04-04",10.2
"488","2019-04-05",10.233
"489","2019-04-08",10.18
"490","2019-04-09",10.2
"491","2019-04-10",10.02
"492","2019-04-11",10.1
"493","2019-04-12",10.1
"494","2019-04-15",10.039
"495","2019-04-16",10
"496","2019-04-17",10
"497","2019-04-18",10.09
"498","2019-04-22",10.07
"499","2019-04-23",10.1
"500","2019-04-24",10.14
"501","2019-04-25",10.15
"502","2019-04-26",10.259
"503","2019-04-29",10.19
"504","2019-04-30",10.19
"505","2019-05-01",10.23
"506","2019-05-02",10.2
"507","2019-05-03",10.141
"508","2019-05-06",10.07
"509","2019-05-07",10.07
"510","2019-05-08",10.08
"511","2019-05-09",10.33
"512","2019-05-10",10.33
"513","2019-05-13",10.001
"514","2019-05-14",10.217
"515","2019-05-15",10.08
"516","2019-05-16",10.1
"517","2019-05-17",10.104
"518","2019-05-20",10.19
"519","2019-05-21",10.067
"520","2019-05-22",10.067
"521","2019-05-23",10.14
"522","2019-05-24",10.07
"523","2019-05-28",10.07
"524","2019-05-29",10.035
"525","2019-05-30",10.02
"526","2019-05-31",10.02
"527","2019-06-03",10
"528","2019-06-04",10
"529","2019-06-05",10.01
"530","2019-06-06",10.1
"531","2019-06-07",9.98
"532","2019-06-10",9.9
"533","2019-06-11",9.92
"534","2019-06-12",9.99
"535","2019-06-13",10.06
"536","2019-06-14",10.035
"537","2019-06-17",10.09
"538","2019-06-18",10.09
"539","2019-06-19",10.01
"540","2019-06-20",9.98
"541","2019-06-21",10
"542","2019-06-24",10.06
"543","2019-06-25",10.15
"544","2019-06-26",10.07
"545","2019-06-27",10.07
"546","2019-06-28",9.93
"547","2019-07-01",9.95
"548","2019-07-02",9.95
"549","2019-07-03",9.925
"550","2019-07-05",9.924
"551","2019-07-08",9.945
"552","2019-07-09",9.952
"553","2019-07-10",9.96
"554","2019-07-11",9.99
"555","2019-07-12",9.96
"556","2019-07-15",9.97
"557","2019-07-16",9.97
"558","2019-07-17",9.95
"559","2019-07-18",9.93
"560","2019-07-19",9.94
"561","2019-07-22",9.96
"562","2019-07-23",9.97
"563","2019-07-24",9.95
"564","2019-07-25",9.95
"565","2019-07-26",9.95
"566","2019-07-29",10
"567","2019-07-30",10.02
"568","2019-07-31",10.05
"569","2019-08-01",10.06
"570","2019-08-02",10.06
"571","2019-08-05",10.03
"572","2019-08-06",10.02
"573","2019-08-07",9.96
"574","2019-08-08",9.95
"575","2019-08-09",9.95
"576","2019-08-12",9.95
"577","2019-08-13",9.95
"578","2019-08-14",9.95
"579","2019-08-15",9.95
"580","2019-08-16",9.95
"581","2019-08-19",10.08
"582","2019-08-20",10
"583","2019-08-21",10.05
"584","2019-08-22",10.03
"585","2019-08-23",10.01
"586","2019-08-26",10.06
"587","2019-08-27",10.045
"588","2019-08-28",10.02
"589","2019-08-29",10.16
"590","2019-08-30",10.17
"591","2019-09-03",10.1
"592","2019-09-04",10.136
"593","2019-09-05",10.2
"594","2019-09-06",10.13
"595","2019-09-09",10.18
"596","2019-09-10",10.159
"597","2019-09-11",10.1
"598","2019-09-12",10.12
"599","2019-09-13",10.19
"600","2019-09-16",10.2
"601","2019-09-17",10.2
"602","2019-09-18",10.11
"603","2019-09-19",10.01
"604","2019-09-20",10.21
"605","2019-09-23",10.12
"606","2019-09-24",10.19
"607","2019-09-25",10.12
"608","2019-09-26",10.2
"609","2019-09-27",10.19
"610","2019-09-30",10.19
"611","2019-10-01",10.14
"612","2019-10-02",10.06
"613","2019-10-03",10.07
"614","2019-10-04",10.18
"615","2019-10-07",10.12
"616","2019-10-08",10.161
"617","2019-10-09",10.23
"618","2019-10-10",10.19
"619","2019-10-11",10.17
"620","2019-10-14",10.18
"621","2019-10-15",10.18
"622","2019-10-16",10.11
"623","2019-10-17",10.11
"624","2019-10-18",10.2
"625","2019-10-21",10.11
"626","2019-10-22",10.23
"627","2019-10-23",10.2
"628","2019-10-24",10.2
"629","2019-10-25",10.25
"630","2019-10-28",10.177
"631","2019-10-29",10.19
"632","2019-10-30",10.17
"633","2019-10-31",10.171
"634","2019-11-01",10.209
"635","2019-11-04",10.3
"636","2019-11-05",10.45
"637","2019-11-06",10.56
"638","2019-11-07",10.56
"639","2019-11-08",10.56
"640","2019-11-11",10.596
"641","2019-11-12",10.73
"642","2019-11-13",10.79
"643","2019-11-14",10.83
"644","2019-11-15",10.998
"645","2019-11-18",11.05
"646","2019-11-19",11.033
"647","2019-11-20",11.09
"648","2019-11-21",11.15
"649","2019-11-22",11.05
"650","2019-11-25",11.09
"651","2019-11-26",11.072
"652","2019-11-27",11.07
"653","2019-11-29",11.06
"654","2019-12-02",11.2
"655","2019-12-03",11.14
"656","2019-12-04",11.08
"657","2019-12-05",11.38
"658","2019-12-06",11.3
"659","2019-12-09",11.35
"660","2019-12-10",11.35
"661","2019-12-11",11.35
"662","2019-12-12",11.155
"663","2019-12-13",11.257
"664","2019-12-16",11.14
"665","2019-12-17",11
"666","2019-12-18",11
"667","2019-12-19",11.231
"668","2019-12-20",11.5
"669","2019-12-23",11.35
"670","2019-12-24",11.21
"671","2019-12-26",11.39
"672","2019-12-27",11.3
"673","2019-12-30",11.35
"674","2019-12-31",11.45
"675","2020-01-02",11.69
"676","2020-01-03",11.32
"677","2020-01-06",11.67
"678","2020-01-07",11.388
"679","2020-01-08",12
"680","2020-01-09",12
"681","2020-01-10",11.942
"682","2020-01-13",11.862
"683","2020-01-14",12
"684","2020-01-15",11.862
"685","2020-01-16",11.897
"686","2020-01-17",12.01
"687","2020-01-21",12
"688","2020-01-22",12
"689","2020-01-23",11.788
"690","2020-01-24",11.97
"691","2020-01-27",11.96
"692","2020-01-28",11.99
"693","2020-01-29",11.99
"694","2020-01-30",11.98
"695","2020-01-31",11.74
"696","2020-02-03",11.94
"697","2020-02-04",11.92
"698","2020-02-05",11.743
"699","2020-02-06",11.6
"700","2020-02-07",11.669
"701","2020-02-10",11.8
"702","2020-02-11",11.737
"703","2020-02-12",11.733
"704","2020-02-13",11.6
"705","2020-02-14",11.57
"706","2020-02-18",11.12
"707","2020-02-19",11.35
"708","2020-02-20",11.31
"709","2020-02-21",11.31
"710","2020-02-24",11.36
"711","2020-02-25",11.35
"712","2020-02-26",11.32
"713","2020-02-27",11.212
"714","2020-02-28",11.212
"715","2020-03-02",10.76
"716","2020-03-03",11.1
"717","2020-03-04",10.5
"718","2020-03-05",10.74
"719","2020-03-06",11.27
"720","2020-03-09",10.05
"721","2020-03-10",10.1
"722","2020-03-11",9.23
"723","2020-03-12",8.75
"724","2020-03-13",8.361
"725","2020-03-16",8.21
"726","2020-03-17",7.72
"727","2020-03-18",7.19
"728","2020-03-19",7.1
"729","2020-03-20",7.1
"730","2020-03-23",6.99
"731","2020-03-24",7.91
"732","2020-03-25",7.3
"733","2020-03-26",7.862
"734","2020-03-27",7.36
"735","2020-03-30",7.432
"736","2020-03-31",7.432
"737","2020-04-01",7.432
"738","2020-04-02",6.25
"739","2020-04-03",6.5
"740","2020-04-06",6.28
"741","2020-04-07",6.28
"742","2020-04-08",6.545
"743","2020-04-09",7.235
"744","2020-04-13",7.212
"745","2020-04-14",6.75
"746","2020-04-15",6.975
"747","2020-04-16",6.5
"748","2020-04-17",6.75
"749","2020-04-20",7
"750","2020-04-21",7.16
"751","2020-04-22",7.09
"752","2020-04-23",7.111
"753","2020-04-24",7.15
"754","2020-04-27",7.17
"755","2020-04-28",7.15
"756","2020-04-29",7.051
"757","2020-04-30",7.051
"758","2020-05-01",7.29
"759","2020-05-04",7.29
"760","2020-05-05",7.29
"761","2020-05-06",7.05
"762","2020-05-07",7.05
"763","2020-05-08",6.639
"764","2020-05-11",7
"765","2020-05-12",7
"766","2020-05-13",7
"767","2020-05-14",7
"768","2020-05-15",6.85
"769","2020-05-18",6.884
"770","2020-05-19",6.86
"771","2020-05-20",7.081
"772","2020-05-21",7
"773","2020-05-22",7.06
"774","2020-05-26",7.136
"775","2020-05-27",7.42
"776","2020-05-28",7.11
"777","2020-05-29",7.2
"778","2020-06-01",7.15
"779","2020-06-02",7.15
"780","2020-06-03",7.2
"781","2020-06-04",7.88
"782","2020-06-05",7.552
"783","2020-06-08",7.51
"784","2020-06-09",8.18
"785","2020-06-10",9
"786","2020-06-11",9.29
"787","2020-06-12",9
"788","2020-06-15",8.6
"789","2020-06-16",9
"790","2020-06-17",9.6
"791","2020-06-18",9.39
"792","2020-06-19",9.39
"793","2020-06-22",9.12
"794","2020-06-23",9.24
"795","2020-06-24",8.539
"796","2020-06-25",8.69
"797","2020-06-26",7.85
"798","2020-06-29",8.33
"799","2020-06-30",8.33
"800","2020-07-01",7.864
"801","2020-07-02",7.52
"802","2020-07-06",7.52
"803","2020-07-07",7.755
"804","2020-07-08",7.555
"805","2020-07-09",7.53
"806","2020-07-10",7.741
"807","2020-07-13",7.51
"808","2020-07-14",7.2
"809","2020-07-15",7.115
"810","2020-07-16",7.136
"811","2020-07-17",7.1
"812","2020-07-20",7.06
"813","2020-07-21",7
"814","2020-07-22",7
"815","2020-07-23",7.05
"816","2020-07-24",7
"817","2020-07-27",7.1
"818","2020-07-28",7.1
"819","2020-07-29",7.11
"820","2020-07-30",7.11
"821","2020-07-31",7.1
"822","2020-08-03",7.133
"823","2020-08-04",6.844
"824","2020-08-05",7
"825","2020-08-06",7.01
"826","2020-08-07",7.09
"827","2020-08-10",6.762
"828","2020-08-11",6.931
"829","2020-08-12",7.01
"830","2020-08-13",7.01
"831","2020-08-14",6.74
"832","2020-08-17",6.88
"833","2020-08-18",7.09
"834","2020-08-19",6.81
"835","2020-08-20",6.81
"836","2020-08-21",6.695
"837","2020-08-24",6.59
"838","2020-08-25",6.59
"839","2020-08-26",6.618
"840","2020-08-27",6.57
"841","2020-08-28",6.57
"842","2020-08-31",6.56
"843","2020-09-01",6.625
"844","2020-09-02",6.625
"845","2020-09-03",6.679
"846","2020-09-04",6.6
"847","2020-09-08",6.53
"848","2020-09-09",7.78
"849","2020-09-10",7.73
"850","2020-09-11",7.82
"851","2020-09-14",7.67
"852","2020-09-15",7.64
"853","2020-09-16",7.69
"854","2020-09-17",7.9
"855","2020-09-18",7.95
"856","2020-09-21",7.772
"857","2020-09-22",7.6
"858","2020-09-23",7.66
"859","2020-09-24",7.436
"860","2020-09-25",7.436
"861","2020-09-28",7.47
"862","2020-09-29",7.18
"863","2020-09-30",7.15
"864","2020-10-01",7.19
"865","2020-10-02",7.19
"866","2020-10-05",7.16
"867","2020-10-06",6.68
"868","2020-10-07",7.24
"869","2020-10-08",7.144
"870","2020-10-09",7.144
"871","2020-10-12",7.165
"872","2020-10-13",7.2
"873","2020-10-14",7.18
"874","2020-10-15",7.18
"875","2020-10-16",7.25
"876","2020-10-19",7.25
"877","2020-10-20",7.298
"878","2020-10-21",7.26
"879","2020-10-22",7.32
"880","2020-10-23",7.76
"881","2020-10-26",7.7
"882","2020-10-27",7.7
"883","2020-10-28",7.514
"884","2020-10-29",7.405
"885","2020-10-30",7.405
"886","2020-11-02",7.68
"887","2020-11-03",7.68
"888","2020-11-04",7.62
"889","2020-11-05",7.7
"890","2020-11-06",7.69
"891","2020-11-09",7.8
"892","2020-11-10",7.997
"893","2020-11-11",8.3
"894","2020-11-12",8.25
"895","2020-11-13",8.298
"896","2020-11-16",8.36
"897","2020-11-17",8.95
"898","2020-11-18",9.175
"899","2020-11-19",9.13
"900","2020-11-20",9.175
"901","2020-11-23",9.6
"902","2020-11-24",9.754
"903","2020-11-25",9.8
"904","2020-11-27",9.77
