"","date","TCON"
"1","2015-01-30",94
"2","2015-02-02",95
"3","2015-02-03",95
"4","2015-02-04",93.800003
"5","2015-02-05",93.300003
"6","2015-02-06",92.900002
"7","2015-02-09",91
"8","2015-02-10",90.800003
"9","2015-02-11",94.900002
"10","2015-02-12",95
"11","2015-02-13",93.400002
"12","2015-02-17",92.599998
"13","2015-02-18",102
"14","2015-02-19",99.699997
"15","2015-02-20",101.400002
"16","2015-02-23",101.5
"17","2015-02-24",125.199997
"18","2015-02-25",134
"19","2015-02-26",144.699997
"20","2015-02-27",134.300003
"21","2015-03-02",174.199997
"22","2015-03-03",184.399994
"23","2015-03-04",163.800003
"24","2015-03-05",172.100006
"25","2015-03-06",175.699997
"26","2015-03-09",173.800003
"27","2015-03-10",161.899994
"28","2015-03-11",163.399994
"29","2015-03-12",142.5
"30","2015-03-13",137.5
"31","2015-03-16",150.100006
"32","2015-03-17",164.600006
"33","2015-03-18",165.600006
"34","2015-03-19",156
"35","2015-03-20",142
"36","2015-03-23",157.199997
"37","2015-03-24",153.199997
"38","2015-03-25",146.199997
"39","2015-03-26",143.399994
"40","2015-03-27",143
"41","2015-03-30",143.100006
"42","2015-03-31",140.399994
"43","2015-04-01",144.100006
"44","2015-04-02",139
"45","2015-04-06",139.600006
"46","2015-04-07",136
"47","2015-04-08",135
"48","2015-04-09",127.599998
"49","2015-04-10",124
"50","2015-04-13",122.400002
"51","2015-04-14",128.899994
"52","2015-04-15",127.199997
"53","2015-04-16",124.400002
"54","2015-04-17",124.5
"55","2015-04-20",127.400002
"56","2015-04-21",123.900002
"57","2015-04-22",124.800003
"58","2015-04-23",121.5
"59","2015-04-24",117.400002
"60","2015-04-27",119.800003
"61","2015-04-28",114.099998
"62","2015-04-29",115
"63","2015-04-30",109.099998
"64","2015-05-01",111
"65","2015-05-04",111.800003
"66","2015-05-05",111.400002
"67","2015-05-06",103.5
"68","2015-05-07",101.900002
"69","2015-05-08",102.5
"70","2015-05-11",106.199997
"71","2015-05-12",113.300003
"72","2015-05-13",112.199997
"73","2015-05-14",108.599998
"74","2015-05-15",122.699997
"75","2015-05-18",124
"76","2015-05-19",119.599998
"77","2015-05-20",109.800003
"78","2015-05-21",108.599998
"79","2015-05-22",108.699997
"80","2015-05-26",110.300003
"81","2015-05-27",109.199997
"82","2015-05-28",111.900002
"83","2015-05-29",113.599998
"84","2015-06-01",111.599998
"85","2015-06-02",109.800003
"86","2015-06-03",109.5
"87","2015-06-04",106.699997
"88","2015-06-05",107.699997
"89","2015-06-08",106.5
"90","2015-06-09",103.5
"91","2015-06-10",104.5
"92","2015-06-11",102.5
"93","2015-06-12",104.199997
"94","2015-06-15",103.199997
"95","2015-06-16",113.699997
"96","2015-06-17",113.599998
"97","2015-06-18",113.800003
"98","2015-06-19",132
"99","2015-06-22",139.800003
"100","2015-06-23",131.899994
"101","2015-06-24",127.900002
"102","2015-06-25",128.300003
"103","2015-06-26",125
"104","2015-06-29",115.099998
"105","2015-06-30",113.300003
"106","2015-07-01",116.900002
"107","2015-07-02",117.099998
"108","2015-07-06",116.400002
"109","2015-07-07",112.699997
"110","2015-07-08",106.699997
"111","2015-07-09",106.699997
"112","2015-07-10",108
"113","2015-07-13",109.400002
"114","2015-07-14",107
"115","2015-07-15",133.399994
"116","2015-07-16",120.400002
"117","2015-07-17",124.800003
"118","2015-07-20",131.300003
"119","2015-07-21",131.300003
"120","2015-07-22",131.600006
"121","2015-07-23",130.199997
"122","2015-07-24",125.400002
"123","2015-07-27",122.599998
"124","2015-07-28",125.800003
"125","2015-07-29",132.199997
"126","2015-07-30",131.699997
"127","2015-07-31",136.199997
"128","2015-08-03",131
"129","2015-08-04",128.800003
"130","2015-08-05",129.100006
"131","2015-08-06",117.900002
"132","2015-08-07",113
"133","2015-08-10",114.300003
"134","2015-08-11",114.199997
"135","2015-08-12",117.900002
"136","2015-08-13",114.400002
"137","2015-08-14",118
"138","2015-08-17",118.800003
"139","2015-08-18",113.900002
"140","2015-08-19",116
"141","2015-08-20",108.900002
"142","2015-08-21",108.099998
"143","2015-08-24",105.099998
"144","2015-08-25",96.599998
"145","2015-08-26",96.699997
"146","2015-08-27",103.300003
"147","2015-08-28",105.300003
"148","2015-08-31",104.900002
"149","2015-09-01",105
"150","2015-09-02",104.900002
"151","2015-09-03",107.199997
"152","2015-09-04",106.099998
"153","2015-09-08",104.599998
"154","2015-09-09",111.800003
"155","2015-09-10",119.900002
"156","2015-09-11",119.400002
"157","2015-09-14",120.099998
"158","2015-09-15",115.800003
"159","2015-09-16",118.400002
"160","2015-09-17",117.300003
"161","2015-09-18",159.600006
"162","2015-09-21",145.100006
"163","2015-09-22",135.300003
"164","2015-09-23",127.699997
"165","2015-09-24",120.800003
"166","2015-09-25",105
"167","2015-09-28",94.199997
"168","2015-09-29",93.900002
"169","2015-09-30",97.699997
"170","2015-10-01",94.400002
"171","2015-10-02",101.099998
"172","2015-10-05",99.099998
"173","2015-10-06",98.599998
"174","2015-10-07",102.199997
"175","2015-10-08",100.199997
"176","2015-10-09",99.900002
"177","2015-10-12",97.5
"178","2015-10-13",96.300003
"179","2015-10-14",95.900002
"180","2015-10-15",101.099998
"181","2015-10-16",98.800003
"182","2015-10-19",99.400002
"183","2015-10-20",97.5
"184","2015-10-21",95.599998
"185","2015-10-22",91
"186","2015-10-23",94
"187","2015-10-26",96.5
"188","2015-10-27",98.400002
"189","2015-10-28",107.300003
"190","2015-10-29",104.300003
"191","2015-10-30",105
"192","2015-11-02",109.099998
"193","2015-11-03",108.699997
"194","2015-11-04",102.800003
"195","2015-11-05",99.099998
"196","2015-11-06",98.900002
"197","2015-11-09",95.599998
"198","2015-11-10",97.199997
"199","2015-11-11",94.800003
