"","date","AVCT"
"286","2018-09-25",9.96
"287","2018-09-26",9.96
"288","2018-09-27",9.96
"289","2018-09-28",9.96
"290","2018-10-01",9.98
"291","2018-10-02",9.98
"292","2018-10-03",9.96
"293","2018-10-04",9.96
"294","2018-10-05",9.96
"295","2018-10-08",9.96
"296","2018-10-09",9.96
"297","2018-10-10",9.97
"298","2018-10-11",9.98
"299","2018-10-12",9.99
"300","2018-10-15",10.01
"301","2018-10-16",10.01
"302","2018-10-17",10
"303","2018-10-18",10
"304","2018-10-19",10
"305","2018-10-22",10
"306","2018-10-23",10.02
"307","2018-10-24",10
"308","2018-10-25",10
"309","2018-10-26",10.01
"310","2018-10-29",10.02
"311","2018-10-30",10.02
"312","2018-10-31",10.02
"313","2018-11-01",10.02
"314","2018-11-02",10
"315","2018-11-05",10
"316","2018-11-06",10.05
"317","2018-11-07",10.05
"318","2018-11-08",10.05
"319","2018-11-09",10.08
"320","2018-11-12",10.08
"321","2018-11-13",10.05
"322","2018-11-14",10.07
"323","2018-11-15",10.07
"324","2018-11-16",10
"325","2018-11-19",10.09
"326","2018-11-20",10.08
"327","2018-11-21",10.08
"328","2018-11-23",10.1
"329","2018-11-26",10.09
"330","2018-11-27",10.08
"331","2018-11-28",10.08
"332","2018-11-29",10.08
"333","2018-11-30",10.09
"334","2018-12-03",10.1
"335","2018-12-04",10.09
"336","2018-12-06",10.05
"337","2018-12-07",10.08
"338","2018-12-10",10.08
"339","2018-12-11",10.089
"340","2018-12-12",10.06
"341","2018-12-13",10.08
"342","2018-12-14",10.08
"343","2018-12-17",10.06
"344","2018-12-18",10.08
"345","2018-12-19",10.09
"346","2018-12-20",10.09
"347","2018-12-21",10.1
"348","2018-12-24",10.1
"349","2018-12-26",10.1
"350","2018-12-27",10.11
"351","2018-12-28",10.11
"352","2018-12-31",10.13
"353","2019-01-02",10.13
"354","2019-01-03",10.12
"355","2019-01-04",10.13
"356","2019-01-07",10.117
"357","2019-01-08",10.12
"358","2019-01-09",10.12
"359","2019-01-10",10.12
"360","2019-01-11",10.13
"361","2019-01-14",10.13
"362","2019-01-15",10.14
"363","2019-01-16",10.13
"364","2019-01-17",10.18
"365","2019-01-18",10.18
"366","2019-01-22",10.181
"367","2019-01-23",10.19
"368","2019-01-24",10.19
"369","2019-01-25",10.16
"370","2019-01-28",10.19
"371","2019-01-29",10.188
"372","2019-01-30",10.183
"373","2019-01-31",10.18
"374","2019-02-01",10.2
"375","2019-02-04",10.2
"376","2019-02-05",10.2
"377","2019-02-06",10.19
"378","2019-02-07",10.18
"379","2019-02-08",10.202
"380","2019-02-11",10.18
"381","2019-02-12",10.22
"382","2019-02-13",10.22
"383","2019-02-14",10.21
"384","2019-02-15",10.246
"385","2019-02-19",10.246
"386","2019-02-20",10.25
"387","2019-02-21",10.25
"388","2019-02-22",10.25
"389","2019-02-25",10.25
"390","2019-02-26",10.25
"391","2019-02-27",10.24
"392","2019-02-28",10.25
"393","2019-03-01",10.23
"394","2019-03-04",10.23
"395","2019-03-05",10.23
"396","2019-03-06",10.25
"397","2019-03-07",10.24
"398","2019-03-08",10.229
"399","2019-03-11",10.24
"400","2019-03-12",10.25
"401","2019-03-13",10.23
"402","2019-03-14",10.26
"403","2019-03-15",10.25
"404","2019-03-18",10.25
"405","2019-03-19",10.24
"406","2019-03-20",10.25
"407","2019-03-21",10.24
"408","2019-03-22",10.25
"409","2019-03-25",10.25
"410","2019-03-26",10.25
"411","2019-03-27",10.25
"412","2019-03-28",10.27
"413","2019-03-29",10.25
"414","2019-04-01",10.26
"415","2019-04-02",10.26
"416","2019-04-03",10.26
"417","2019-04-04",10.29
"418","2019-04-05",10.295
"419","2019-04-08",10.29
"420","2019-04-09",10.287
"421","2019-04-10",10.3
"422","2019-04-11",10.27
"423","2019-04-12",10.3
"424","2019-04-15",10.3
"425","2019-04-16",10.27
"426","2019-04-17",10.285
"427","2019-04-18",10.29
"428","2019-04-22",10.28
"429","2019-04-23",10.32
"430","2019-04-24",10.33
"431","2019-04-25",10.33
"432","2019-04-26",10.33
"433","2019-04-29",10.32
"434","2019-04-30",10.38
"435","2019-05-01",10.34
"436","2019-05-02",10.34
"437","2019-05-03",10.32
"438","2019-05-06",10.32
"439","2019-05-07",10.32
"440","2019-05-08",10.32
"441","2019-05-09",10.32
"442","2019-05-10",10.335
"443","2019-05-13",10.33
"444","2019-05-14",10.32
"445","2019-05-15",10.32
"446","2019-05-16",10.32
"447","2019-05-17",10.32
"448","2019-05-20",10.321
"449","2019-05-21",10.34
"450","2019-05-22",10.38
"451","2019-05-23",10.37
"452","2019-05-24",10.349
"453","2019-05-28",10.349
"454","2019-05-29",10.349
"455","2019-05-30",10.34
"456","2019-05-31",10.34
"457","2019-06-03",10.36
"458","2019-06-04",10.36
"459","2019-06-05",10.36
"460","2019-06-06",10.36
"461","2019-06-07",10.4
"462","2019-06-10",10.36
"463","2019-06-11",10.36
"464","2019-06-12",10.36
"465","2019-06-13",10.36
"466","2019-06-14",10.5
"467","2019-06-17",10.5
"468","2019-06-18",10.5
"469","2019-06-19",10.5
"470","2019-06-20",10.5
"471","2019-06-21",10.7
"472","2019-06-24",10.36
"473","2019-06-25",10.36
"474","2019-06-26",10.39
"475","2019-06-27",10.39
"476","2019-06-28",10.38
"477","2019-07-01",10.435
"478","2019-07-02",10.435
"479","2019-07-03",10.38
"480","2019-07-05",10.38
"481","2019-07-08",10.45
"482","2019-07-09",10.3
"483","2019-07-10",10.36
"484","2019-07-11",10.36
"485","2019-07-12",10.36
"486","2019-07-15",10.36
"487","2019-07-16",10.38
"488","2019-07-17",10.38
"489","2019-07-18",10.38
"490","2019-07-19",10.38
"491","2019-07-22",10.38
"492","2019-07-23",10.38
"493","2019-07-24",10.49
"494","2019-07-25",10.43
"495","2019-07-26",10.43
"496","2019-07-29",10.43
"497","2019-07-30",10.43
"498","2019-07-31",10.43
"499","2019-08-01",10.43
"500","2019-08-02",10.43
"501","2019-08-05",10.43
"502","2019-08-06",10.43
"503","2019-08-07",10.369
"504","2019-08-08",10.369
"505","2019-08-09",10.31
"506","2019-08-12",10.31
"507","2019-08-13",10.31
"508","2019-08-14",10.38
"509","2019-08-15",10.38
"510","2019-08-16",10.32
"511","2019-08-19",10.32
"512","2019-08-20",10.32
"513","2019-08-21",10.32
"514","2019-08-22",10.32
"515","2019-08-23",10.32
"516","2019-08-26",10.32
"517","2019-08-27",9.5
"518","2019-08-28",10.25
"519","2019-08-29",10.25
"520","2019-08-30",10.25
"521","2019-09-03",10.25
"522","2019-09-04",8.06
"523","2019-09-05",8.06
"524","2019-09-06",8.06
"525","2019-09-09",8.06
"526","2019-09-10",8.06
"527","2019-09-11",8.06
"528","2019-09-12",10.331
"529","2019-09-13",10.331
"530","2019-09-16",10.331
"531","2019-09-17",10.331
"532","2019-09-18",10.331
"533","2019-09-19",10.33
"534","2019-09-20",10.33
"535","2019-09-23",10.159
"536","2019-09-24",10.159
"537","2019-09-25",10.159
"538","2019-09-26",10.159
"539","2019-09-27",10.159
"540","2019-09-30",10.159
"541","2019-10-01",10.159
"542","2019-10-02",10.07
"543","2019-10-03",10.01
"544","2019-10-04",10.02
"545","2019-10-07",10.02
"546","2019-10-08",10.02
"547","2019-10-09",10.05
"548","2019-10-10",10.3
"549","2019-10-11",10.3
"550","2019-10-14",10.3
"551","2019-10-15",10.3
"552","2019-10-16",10.3
"553","2019-10-17",10.3
"554","2019-10-18",10.3
"555","2019-10-21",10.3
"556","2019-10-22",10.3
"557","2019-10-23",10.3
"558","2019-10-24",10.32
"559","2019-10-25",10.32
"560","2019-10-28",10.83
"561","2019-10-29",10.83
"562","2019-10-30",10.611
"563","2019-10-31",10.35
"564","2019-11-01",10.83
"565","2019-11-04",10.83
"566","2019-11-05",10.83
"567","2019-11-06",10.83
"568","2019-11-07",10.83
"569","2019-11-08",10.83
"570","2019-11-11",10.83
"571","2019-11-12",10.83
"572","2019-11-13",10.83
"573","2019-11-14",10.83
"574","2019-11-15",10.83
"575","2019-11-18",10.83
"576","2019-11-19",10.83
"577","2019-11-20",10.83
"578","2019-11-21",10.83
"579","2019-11-22",10.3
"580","2019-11-25",10.3
"581","2019-11-26",10.3
"582","2019-11-27",10.3
"583","2019-11-29",10.3
"584","2019-12-02",10.3
"585","2019-12-03",10.3
"586","2019-12-04",10.3
"587","2019-12-05",10.3
"588","2019-12-06",10.3
"589","2019-12-09",10.3
"590","2019-12-10",11.21
"591","2019-12-11",10.55
"592","2019-12-12",10.55
"593","2019-12-13",10.55
"594","2019-12-16",10.55
"595","2019-12-17",10.55
"596","2019-12-18",10.55
"597","2019-12-19",10.55
"598","2019-12-20",10.25
"599","2019-12-23",10.25
"600","2019-12-24",10.25
"601","2019-12-26",9.4
"602","2019-12-27",9.4
"603","2019-12-30",10.2
"604","2019-12-31",10.637
"605","2020-01-02",10.637
"606","2020-01-03",10.637
"607","2020-01-06",8.805
"608","2020-01-07",8.805
"609","2020-01-08",8.805
"610","2020-01-09",8.805
"611","2020-01-10",8.805
"612","2020-01-13",8.805
"613","2020-01-14",10.05
"614","2020-01-15",10.05
"615","2020-01-16",10.05
"616","2020-01-17",10.05
"617","2020-01-21",10.05
"618","2020-01-22",10.05
"619","2020-01-23",10.05
"620","2020-01-24",10.05
"621","2020-01-27",10.501
"622","2020-01-28",10.501
"623","2020-01-29",10.501
"624","2020-01-30",10.5
"625","2020-01-31",10.5
"626","2020-02-03",10.5
"627","2020-02-04",10.5
"628","2020-02-05",10.5
"629","2020-02-06",10.5
"630","2020-02-07",10.5
"631","2020-02-10",10.538
"632","2020-02-11",10.538
"633","2020-02-12",10.538
"634","2020-02-13",10.538
"635","2020-02-14",10.538
"636","2020-02-18",10.788
"637","2020-02-19",10.788
"638","2020-02-20",10.788
"639","2020-02-21",10.788
"640","2020-02-24",9.927
"641","2020-02-25",9.927
"642","2020-02-26",10.9
"643","2020-02-27",11.25
"644","2020-02-28",11.25
"645","2020-03-02",11.25
"646","2020-03-03",11.25
"647","2020-03-04",11.25
"648","2020-03-05",11.25
"649","2020-03-06",11.25
"650","2020-03-09",11.25
"651","2020-03-10",11.25
"652","2020-03-11",11
"653","2020-03-12",9.03
"654","2020-03-13",9.9
"655","2020-03-16",7.49
"656","2020-03-17",7.49
"657","2020-03-18",7.49
"658","2020-03-19",7.49
"659","2020-03-20",4.8
"660","2020-03-23",5
"661","2020-03-24",5
"662","2020-03-25",5
"663","2020-03-26",5
"664","2020-03-27",5.1
"665","2020-03-30",5.1
"666","2020-03-31",5.1
"667","2020-04-01",5.1
"668","2020-04-02",5.1
"669","2020-04-03",2.7
"670","2020-04-06",3.88
"671","2020-04-07",2.68
"672","2020-04-08",2
"673","2020-04-09",1.87
"674","2020-04-13",1.722
"675","2020-04-14",2.18
"676","2020-04-15",2.15
"677","2020-04-16",2.03
"678","2020-04-17",2.055
"679","2020-04-20",1.85
"680","2020-04-21",1.77
"681","2020-04-22",1.774
"682","2020-04-23",1.67
"683","2020-04-24",1.75
"684","2020-04-27",2
"685","2020-04-28",1.99
"686","2020-04-29",1.85
"687","2020-04-30",1.78
"688","2020-05-01",1.67
"689","2020-05-04",1.715
"690","2020-05-05",1.71
"691","2020-05-06",1.69
"692","2020-05-07",1.6
"693","2020-05-08",1.63
"694","2020-05-11",1.7
"695","2020-05-12",1.64
"696","2020-05-13",1.57
"697","2020-05-14",1.57
"698","2020-05-15",1.58
"699","2020-05-18",1.64
"700","2020-05-19",1.58
"701","2020-05-20",1.58
"702","2020-05-21",1.58
"703","2020-05-22",1.58
"704","2020-05-26",1.55
"705","2020-05-27",1.536
"706","2020-05-28",1.57
"707","2020-05-29",1.62
"708","2020-06-01",1.76
"709","2020-06-02",1.84
"710","2020-06-03",1.76
"711","2020-06-04",1.97
"712","2020-06-05",2.12
"713","2020-06-08",2.11
"714","2020-06-09",2.18
"715","2020-06-10",3.36
"716","2020-06-11",4.06
"717","2020-06-12",4.55
"718","2020-06-15",3.96
"719","2020-06-16",4
"720","2020-06-17",3.75
"721","2020-06-18",3.52
"722","2020-06-19",4.08
"723","2020-06-22",3.95
"724","2020-06-23",3.97
"725","2020-06-24",3.86
"726","2020-06-25",3.74
"727","2020-06-26",3.86
"728","2020-06-29",3.66
"729","2020-06-30",3.31
"730","2020-07-01",3.18
"731","2020-07-02",3.55
"732","2020-07-06",3.43
"733","2020-07-07",3.09
"734","2020-07-08",3.15
"735","2020-07-09",3.15
"736","2020-07-10",3.04
"737","2020-07-13",3.01
"738","2020-07-14",2.83
"739","2020-07-15",3.29
"740","2020-07-16",3.28
"741","2020-07-17",3.48
"742","2020-07-20",3.49
"743","2020-07-21",4.12
"744","2020-07-22",4.04
"745","2020-07-23",3.74
"746","2020-07-24",3.65
"747","2020-07-27",3.96
"748","2020-07-28",4.06
"749","2020-07-29",4.33
"750","2020-07-30",4.23
"751","2020-07-31",4.25
"752","2020-08-03",4.35
"753","2020-08-04",4.55
"754","2020-08-05",4.84
"755","2020-08-06",8.35
"756","2020-08-07",7.84
"757","2020-08-10",6.58
"758","2020-08-11",7.03
"759","2020-08-12",6.83
"760","2020-08-13",6.29
"761","2020-08-14",5.01
"762","2020-08-17",4.99
"763","2020-08-18",4.9
"764","2020-08-19",4.52
"765","2020-08-20",4.62
"766","2020-08-21",4.81
"767","2020-08-24",5.44
"768","2020-08-25",5.59
"769","2020-08-26",5.48
"770","2020-08-27",4.62
"771","2020-08-28",4.75
"772","2020-08-31",4.98
"773","2020-09-01",5.19
"774","2020-09-02",4.87
"775","2020-09-03",4.64
"776","2020-09-04",4.97
"777","2020-09-08",4.84
"778","2020-09-09",4.61
"779","2020-09-10",4.23
"780","2020-09-11",4.09
"781","2020-09-14",3.94
"782","2020-09-15",3.96
"783","2020-09-16",4.07
"784","2020-09-17",4.31
"785","2020-09-18",4.16
"786","2020-09-21",4.36
"787","2020-09-22",4.26
"788","2020-09-23",3.95
"789","2020-09-24",3.85
"790","2020-09-25",4
"791","2020-09-28",4.01
"792","2020-09-29",4.05
"793","2020-09-30",4.19
"794","2020-10-01",4.34
"795","2020-10-02",4.36
"796","2020-10-05",4.15
"797","2020-10-06",4.24
"798","2020-10-07",4.17
"799","2020-10-08",4.18
"800","2020-10-09",4.15
"801","2020-10-12",4.28
"802","2020-10-13",4.19
"803","2020-10-14",4.35
"804","2020-10-15",4.37
"805","2020-10-16",4.18
"806","2020-10-19",4.31
"807","2020-10-20",4.3
"808","2020-10-21",4.25
"809","2020-10-22",4.17
"810","2020-10-23",4.37
"811","2020-10-26",4.13
"812","2020-10-27",4.12
"813","2020-10-28",3.79
"814","2020-10-29",3.94
"815","2020-10-30",3.9
"816","2020-11-02",3.98
"817","2020-11-03",4.01
"818","2020-11-04",3.9
"819","2020-11-05",4.15
"820","2020-11-06",4.14
"821","2020-11-09",4.09
"822","2020-11-10",3.92
"823","2020-11-11",3.96
"824","2020-11-12",3.95
"825","2020-11-13",3.98
"826","2020-11-16",4.15
"827","2020-11-17",4.18
"828","2020-11-18",5.29
"829","2020-11-19",4.69
"830","2020-11-20",4.49
"831","2020-11-23",4.52
"832","2020-11-24",4.64
"833","2020-11-25",5.1
"834","2020-11-27",4.92
