"","date","TUP"
"1","2007-01-03",22.48
"2","2007-01-04",22.66
"3","2007-01-05",22.299999
"4","2007-01-08",22.49
"5","2007-01-09",22.639999
"6","2007-01-10",22.65
"7","2007-01-11",23.16
"8","2007-01-12",23.25
"9","2007-01-16",23.290001
"10","2007-01-17",23.18
"11","2007-01-18",23.059999
"12","2007-01-19",23.4
"13","2007-01-22",23
"14","2007-01-23",23.110001
"15","2007-01-24",23.450001
"16","2007-01-25",23.09
"17","2007-01-26",23.059999
"18","2007-01-29",23.110001
"19","2007-01-30",23.4
"20","2007-01-31",23.33
"21","2007-02-01",23.34
"22","2007-02-02",23.219999
"23","2007-02-05",23.33
"24","2007-02-06",23.26
"25","2007-02-07",23.379999
"26","2007-02-08",23.370001
"27","2007-02-09",23.190001
"28","2007-02-12",23.43
"29","2007-02-13",23.610001
"30","2007-02-14",23.85
"31","2007-02-15",23.889999
"32","2007-02-16",23.9
"33","2007-02-20",24.469999
"34","2007-02-21",24.120001
"35","2007-02-22",24.16
"36","2007-02-23",24.09
"37","2007-02-26",24.059999
"38","2007-02-27",23.41
"39","2007-02-28",23.41
"40","2007-03-01",23.51
"41","2007-03-02",23.33
"42","2007-03-05",23.040001
"43","2007-03-06",23.469999
"44","2007-03-07",23.49
"45","2007-03-08",23.549999
"46","2007-03-09",23.870001
"47","2007-03-12",24.040001
"48","2007-03-13",23.200001
"49","2007-03-14",23.43
"50","2007-03-15",23.85
"51","2007-03-16",23.559999
"52","2007-03-19",23.83
"53","2007-03-20",24.059999
"54","2007-03-21",24.59
"55","2007-03-22",24.719999
"56","2007-03-23",24.620001
"57","2007-03-26",24.6
"58","2007-03-27",24.59
"59","2007-03-28",24.52
"60","2007-03-29",24.98
"61","2007-03-30",24.93
"62","2007-04-02",24.879999
"63","2007-04-03",24.799999
"64","2007-04-04",24.879999
"65","2007-04-05",24.870001
"66","2007-04-09",24.83
"67","2007-04-10",25.049999
"68","2007-04-11",24.77
"69","2007-04-12",24.940001
"70","2007-04-13",24.99
"71","2007-04-16",25.379999
"72","2007-04-17",25.559999
"73","2007-04-18",25.280001
"74","2007-04-19",25.43
"75","2007-04-20",25.9
"76","2007-04-23",25.690001
"77","2007-04-24",25.85
"78","2007-04-25",25.76
"79","2007-04-26",27.75
"80","2007-04-27",27.950001
"81","2007-04-30",28.120001
"82","2007-05-01",28.15
"83","2007-05-02",28.09
"84","2007-05-03",28.370001
"85","2007-05-04",28.48
"86","2007-05-07",28.43
"87","2007-05-08",28.370001
"88","2007-05-09",28.52
"89","2007-05-10",27.950001
"90","2007-05-11",28.24
"91","2007-05-14",27.959999
"92","2007-05-15",27.74
"93","2007-05-16",28.309999
"94","2007-05-17",28.32
"95","2007-05-18",28.33
"96","2007-05-21",28.43
"97","2007-05-22",28.34
"98","2007-05-23",28.02
"99","2007-05-24",27.870001
"100","2007-05-25",28.110001
"101","2007-05-29",28.309999
"102","2007-05-30",28.629999
"103","2007-05-31",28.91
"104","2007-06-01",29.059999
"105","2007-06-04",29.379999
"106","2007-06-05",29.09
"107","2007-06-06",29.01
"108","2007-06-07",28.440001
"109","2007-06-08",28.85
"110","2007-06-11",28.76
"111","2007-06-12",28.280001
"112","2007-06-13",28.379999
"113","2007-06-14",28.82
"114","2007-06-15",29.15
"115","2007-06-18",29
"116","2007-06-19",28.799999
"117","2007-06-20",28.620001
"118","2007-06-21",28.5
"119","2007-06-22",28.309999
"120","2007-06-25",28.02
"121","2007-06-26",28.76
"122","2007-06-27",29.18
"123","2007-06-28",29.42
"124","2007-06-29",28.74
"125","2007-07-02",29.370001
"126","2007-07-03",29.4
"127","2007-07-05",29.43
"128","2007-07-06",29.65
"129","2007-07-09",29.809999
"130","2007-07-10",28.9
"131","2007-07-11",28.82
"132","2007-07-12",29.139999
"133","2007-07-13",29.120001
"134","2007-07-16",28.98
"135","2007-07-17",28.91
"136","2007-07-18",28.58
"137","2007-07-19",28.76
"138","2007-07-20",28.110001
"139","2007-07-23",28.049999
"140","2007-07-24",27.610001
"141","2007-07-25",27.950001
