"","date","AOSL"
"390","2011-11-10",8.86
"391","2011-11-11",9.03
"392","2011-11-14",8.95
"393","2011-11-15",9.05
"394","2011-11-16",9.34
"395","2011-11-17",9.29
"396","2011-11-18",9.68
"397","2011-11-21",9.18
"398","2011-11-22",8.94
"399","2011-11-23",8.8
"400","2011-11-25",8.49
"401","2011-11-28",8.93
"402","2011-11-29",8.87
"403","2011-11-30",8.76
"404","2011-12-01",8.51
"405","2011-12-02",8.81
"406","2011-12-05",8.89
"407","2011-12-06",8.84
"408","2011-12-07",8.57
"409","2011-12-08",8.22
"410","2011-12-09",8.42
"411","2011-12-12",7.93
"412","2011-12-13",7.79
"413","2011-12-14",7.74
"414","2011-12-15",7.47
"415","2011-12-16",7.56
"416","2011-12-19",7.48
"417","2011-12-20",7.7
"418","2011-12-21",7.64
"419","2011-12-22",7.77
"420","2011-12-23",7.68
"421","2011-12-27",7.53
"422","2011-12-28",7.38
"423","2011-12-29",7.21
"424","2011-12-30",7.31
"425","2012-01-03",8.01
"426","2012-01-04",7.45
"427","2012-01-05",7.49
"428","2012-01-06",7.46
"429","2012-01-09",7.35
"430","2012-01-10",7.53
"431","2012-01-11",7.84
"432","2012-01-12",7.9
"433","2012-01-13",7.84
"434","2012-01-17",7.72
"435","2012-01-18",8
"436","2012-01-19",7.9
"437","2012-01-20",8.04
"438","2012-01-23",8.05
"439","2012-01-24",8.12
"440","2012-01-25",8.19
"441","2012-01-26",9.02
"442","2012-01-27",9.08
"443","2012-01-30",9.05
"444","2012-01-31",9.28
"445","2012-02-01",9.57
"446","2012-02-02",9.59
"447","2012-02-03",10.19
"448","2012-02-06",10.23
"449","2012-02-07",10.36
"450","2012-02-08",10.15
"451","2012-02-09",9.99
"452","2012-02-10",9.95
"453","2012-02-13",10.24
"454","2012-02-14",10.17
"455","2012-02-15",10.13
"456","2012-02-16",10.66
"457","2012-02-17",10.62
"458","2012-02-21",10.61
"459","2012-02-22",10.44
"460","2012-02-23",10.66
"461","2012-02-24",10.48
"462","2012-02-27",10.29
"463","2012-02-28",10.26
"464","2012-02-29",9.91
"465","2012-03-01",9.93
"466","2012-03-02",9.63
"467","2012-03-05",9.65
"468","2012-03-06",9.5
"469","2012-03-07",9.43
"470","2012-03-08",9.39
"471","2012-03-09",9.52
"472","2012-03-12",9.38
"473","2012-03-13",9.5
"474","2012-03-14",9.33
"475","2012-03-15",9.43
"476","2012-03-16",9.4
"477","2012-03-19",9.72
"478","2012-03-20",9.95
"479","2012-03-21",10.06
"480","2012-03-22",10.03
"481","2012-03-23",10.1
"482","2012-03-26",10.23
"483","2012-03-27",10.1
"484","2012-03-28",10.01
"485","2012-03-29",9.97
"486","2012-03-30",9.62
"487","2012-04-02",9.62
"488","2012-04-03",9.47
"489","2012-04-04",9.38
"490","2012-04-05",9.39
"491","2012-04-09",9.41
"492","2012-04-10",9.04
"493","2012-04-11",9.19
"494","2012-04-12",9.25
"495","2012-04-13",8.89
"496","2012-04-16",8.73
"497","2012-04-17",9.41
"498","2012-04-18",9.44
"499","2012-04-19",9.31
"500","2012-04-20",9.23
"501","2012-04-23",8.94
"502","2012-04-24",9.28
"503","2012-04-25",9.33
"504","2012-04-26",9.9
"505","2012-04-27",10.1
"506","2012-04-30",9.89
"507","2012-05-01",10.09
"508","2012-05-02",10.14
"509","2012-05-03",10.1
"510","2012-05-04",10.04
"511","2012-05-07",9.94
"512","2012-05-08",9.97
"513","2012-05-09",9.87
"514","2012-05-10",9.75
"515","2012-05-11",9.74
"516","2012-05-14",9.8
"517","2012-05-15",9.81
"518","2012-05-16",9.76
"519","2012-05-17",9.7
"520","2012-05-18",9.73
"521","2012-05-21",9.75
"522","2012-05-22",9.72
"523","2012-05-23",9.71
"524","2012-05-24",9.41
"525","2012-05-25",9.03
"526","2012-05-29",9.06
"527","2012-05-30",8.89
"528","2012-05-31",8.97
"529","2012-06-01",8.61
"530","2012-06-04",8.72
"531","2012-06-05",9.18
"532","2012-06-06",9.69
"533","2012-06-07",9.45
"534","2012-06-08",9.32
"535","2012-06-11",9.64
"536","2012-06-12",9.84
"537","2012-06-13",9.21
"538","2012-06-14",9.11
"539","2012-06-15",9.36
"540","2012-06-18",9.53
"541","2012-06-19",9.49
"542","2012-06-20",9.35
"543","2012-06-21",8.89
"544","2012-06-22",9.21
"545","2012-06-25",8.89
"546","2012-06-26",8.91
"547","2012-06-27",9.02
"548","2012-06-28",9.02
"549","2012-06-29",9.15
"550","2012-07-02",9.26
"551","2012-07-03",9.3
"552","2012-07-05",9.2
"553","2012-07-06",8.93
"554","2012-07-09",8.96
"555","2012-07-10",8.96
"556","2012-07-11",8.85
"557","2012-07-12",8.93
"558","2012-07-13",8.95
"559","2012-07-16",8.27
"560","2012-07-17",8.35
"561","2012-07-18",8.38
"562","2012-07-19",8.26
"563","2012-07-20",8.17
"564","2012-07-23",7.82
"565","2012-07-24",7.82
"566","2012-07-25",7.6
"567","2012-07-26",7.81
"568","2012-07-27",7.79
"569","2012-07-30",7.69
"570","2012-07-31",7.71
"571","2012-08-01",7.34
"572","2012-08-02",7.02
"573","2012-08-03",7.19
"574","2012-08-06",7.31
"575","2012-08-07",7.92
"576","2012-08-08",8.12
"577","2012-08-09",8.47
"578","2012-08-10",8.57
"579","2012-08-13",8.69
"580","2012-08-14",8.71
"581","2012-08-15",10.34
"582","2012-08-16",9.88
"583","2012-08-17",9.9
"584","2012-08-20",9.99
"585","2012-08-21",9.93
"586","2012-08-22",9.78
"587","2012-08-23",9.81
"588","2012-08-24",9.89
"589","2012-08-27",9.85
"590","2012-08-28",9.8
"591","2012-08-29",9.74
"592","2012-08-30",9.47
"593","2012-08-31",9.49
"594","2012-09-04",9.54
"595","2012-09-05",9.66
"596","2012-09-06",9.84
"597","2012-09-07",9.68
"598","2012-09-10",9.6
"599","2012-09-11",9.4
"600","2012-09-12",9.32
"601","2012-09-13",9.38
"602","2012-09-14",9.4
"603","2012-09-17",9.3
"604","2012-09-18",9.26
"605","2012-09-19",9.04
"606","2012-09-20",8.89
"607","2012-09-21",8.93
"608","2012-09-24",8.78
"609","2012-09-25",8.85
"610","2012-09-26",8.72
"611","2012-09-27",8.94
"612","2012-09-28",8.61
"613","2012-10-01",8.9
"614","2012-10-02",8.91
"615","2012-10-03",8.62
"616","2012-10-04",8.85
"617","2012-10-05",8.96
"618","2012-10-08",8.95
"619","2012-10-09",8.94
"620","2012-10-10",8.83
"621","2012-10-11",8.8
"622","2012-10-12",8.57
"623","2012-10-15",8.45
"624","2012-10-16",8.31
"625","2012-10-17",8.12
"626","2012-10-18",7.89
"627","2012-10-19",7.61
"628","2012-10-22",7.59
"629","2012-10-23",7.5
"630","2012-10-24",7.6
"631","2012-10-25",7.93
"632","2012-10-26",7.89
"633","2012-10-31",8.52
"634","2012-11-01",8.8
"635","2012-11-02",8.58
"636","2012-11-05",8.79
"637","2012-11-06",8.8
"638","2012-11-07",8.63
"639","2012-11-08",8.62
"640","2012-11-09",8.53
"641","2012-11-12",8.61
"642","2012-11-13",8.31
"643","2012-11-14",8.08
"644","2012-11-15",7.97
"645","2012-11-16",7.91
"646","2012-11-19",8.13
"647","2012-11-20",8.24
"648","2012-11-21",8.27
"649","2012-11-23",8.41
"650","2012-11-26",8.65
"651","2012-11-27",8.61
"652","2012-11-28",8.63
"653","2012-11-29",8.7
"654","2012-11-30",8.7
"655","2012-12-03",8.73
"656","2012-12-04",8.76
"657","2012-12-05",8.76
"658","2012-12-06",8.75
"659","2012-12-07",8.77
"660","2012-12-10",8.8
"661","2012-12-11",8.81
"662","2012-12-12",8.72
"663","2012-12-13",8.59
"664","2012-12-14",8.12
"665","2012-12-17",8.18
"666","2012-12-18",8.38
"667","2012-12-19",8.43
"668","2012-12-20",8.3
"669","2012-12-21",8
"670","2012-12-24",7.96
"671","2012-12-26",7.99
"672","2012-12-27",8
"673","2012-12-28",8
"674","2012-12-31",8.4
"675","2013-01-02",8.99
"676","2013-01-03",8.76
"677","2013-01-04",8.77
"678","2013-01-07",8.88
"679","2013-01-08",8.89
"680","2013-01-09",8.84
"681","2013-01-10",8.83
"682","2013-01-11",8.78
"683","2013-01-14",8.75
"684","2013-01-15",8.98
"685","2013-01-16",8.93
"686","2013-01-17",9
"687","2013-01-18",8.96
"688","2013-01-22",8.96
"689","2013-01-23",8.94
"690","2013-01-24",8.85
"691","2013-01-25",8.78
"692","2013-01-28",9
"693","2013-01-29",9.2
"694","2013-01-30",8.86
"695","2013-01-31",8.11
"696","2013-02-01",8.34
"697","2013-02-04",8.1
"698","2013-02-05",8.28
"699","2013-02-06",8.36
"700","2013-02-07",8.22
"701","2013-02-08",8.14
"702","2013-02-11",8.5
"703","2013-02-12",8.73
"704","2013-02-13",8.8
"705","2013-02-14",8.45
"706","2013-02-15",8.38
"707","2013-02-19",8.7
"708","2013-02-20",8.35
"709","2013-02-21",8.18
"710","2013-02-22",8.26
"711","2013-02-25",8.11
"712","2013-02-26",8.12
"713","2013-02-27",8.07
"714","2013-02-28",8.06
"715","2013-03-01",8.13
"716","2013-03-04",8.16
"717","2013-03-05",8.32
"718","2013-03-06",8.36
"719","2013-03-07",8.32
"720","2013-03-08",8.36
"721","2013-03-11",8.26
"722","2013-03-12",8.32
"723","2013-03-13",8.41
"724","2013-03-14",8.48
"725","2013-03-15",8.43
"726","2013-03-18",8.75
"727","2013-03-19",9.06
"728","2013-03-20",9.3
"729","2013-03-21",9.1
"730","2013-03-22",9
"731","2013-03-25",9.06
"732","2013-03-26",8.98
"733","2013-03-27",8.87
"734","2013-03-28",8.88
"735","2013-04-01",8.96
"736","2013-04-02",8.8
"737","2013-04-03",8.83
"738","2013-04-04",8.88
"739","2013-04-05",8.95
"740","2013-04-08",8.89
"741","2013-04-09",8.86
"742","2013-04-10",9.19
"743","2013-04-11",8.87
"744","2013-04-12",8.86
"745","2013-04-15",8.62
"746","2013-04-16",8.92
"747","2013-04-17",8.9
"748","2013-04-18",8.59
"749","2013-04-19",8.67
"750","2013-04-22",8.54
"751","2013-04-23",8.87
"752","2013-04-24",8.82
"753","2013-04-25",8.69
"754","2013-04-26",8.51
"755","2013-04-29",8.6
"756","2013-04-30",7.24
"757","2013-05-01",7.18
"758","2013-05-02",7.24
"759","2013-05-03",7.5
"760","2013-05-06",7.71
"761","2013-05-07",7.67
"762","2013-05-08",7.79
"763","2013-05-09",7.81
"764","2013-05-10",7.89
"765","2013-05-13",7.73
"766","2013-05-14",7.44
"767","2013-05-15",7.48
"768","2013-05-16",7.69
"769","2013-05-17",7.74
"770","2013-05-20",7.88
"771","2013-05-21",7.84
"772","2013-05-22",7.51
"773","2013-05-23",7.52
"774","2013-05-24",7.42
"775","2013-05-28",7.82
"776","2013-05-29",7.9
"777","2013-05-30",7.98
"778","2013-05-31",7.89
"779","2013-06-03",8.08
"780","2013-06-04",8.08
"781","2013-06-05",7.7
"782","2013-06-06",8.08
"783","2013-06-07",8.12
"784","2013-06-10",7.96
"785","2013-06-11",7.99
"786","2013-06-12",7.1
"787","2013-06-13",7.46
"788","2013-06-14",7.69
"789","2013-06-17",7.47
"790","2013-06-18",7.75
"791","2013-06-19",7.47
"792","2013-06-20",7.66
"793","2013-06-21",7.64
"794","2013-06-24",7.47
"795","2013-06-25",7.72
"796","2013-06-26",7.65
"797","2013-06-27",7.65
"798","2013-06-28",7.64
"799","2013-07-01",7.85
"800","2013-07-02",7.89
"801","2013-07-03",7.85
"802","2013-07-05",7.5
"803","2013-07-08",7.81
"804","2013-07-09",7.87
"805","2013-07-10",7.87
"806","2013-07-11",7.88
"807","2013-07-12",7.79
"808","2013-07-15",7.91
"809","2013-07-16",7.87
"810","2013-07-17",7.85
"811","2013-07-18",7.81
"812","2013-07-19",7.87
"813","2013-07-22",7.87
"814","2013-07-23",7.85
"815","2013-07-24",7.79
"816","2013-07-25",7.78
"817","2013-07-26",7.73
"818","2013-07-29",7.68
"819","2013-07-30",7.64
"820","2013-07-31",7.65
"821","2013-08-01",7.68
"822","2013-08-02",7.69
"823","2013-08-05",7.69
"824","2013-08-06",7.63
"825","2013-08-07",7.61
"826","2013-08-08",7.62
"827","2013-08-09",7.5
"828","2013-08-12",7.59
"829","2013-08-13",7.55
"830","2013-08-14",7.45
"831","2013-08-15",7.46
"832","2013-08-16",7.43
"833","2013-08-19",7.35
"834","2013-08-20",7.49
"835","2013-08-21",7.4
"836","2013-08-22",7.48
"837","2013-08-23",7.48
"838","2013-08-26",7.44
"839","2013-08-27",7.31
"840","2013-08-28",7.31
"841","2013-08-29",7.34
"842","2013-08-30",7.08
"843","2013-09-03",7.21
"844","2013-09-04",7.29
"845","2013-09-05",7.59
"846","2013-09-06",7.7
"847","2013-09-09",8.2
"848","2013-09-10",8.41
"849","2013-09-11",8.24
"850","2013-09-12",8.24
"851","2013-09-13",8.3
"852","2013-09-16",8.41
"853","2013-09-17",8.4
"854","2013-09-18",8.68
"855","2013-09-19",8.65
"856","2013-09-20",8.65
"857","2013-09-23",8.74
"858","2013-09-24",8.7
"859","2013-09-25",8.65
"860","2013-09-26",8.56
"861","2013-09-27",8.34
"862","2013-09-30",8.41
"863","2013-10-01",8.39
"864","2013-10-02",8.35
"865","2013-10-03",8.18
"866","2013-10-04",8.2
"867","2013-10-07",8.14
"868","2013-10-08",7.97
"869","2013-10-09",7.81
"870","2013-10-10",7.86
"871","2013-10-11",8.13
"872","2013-10-14",8.13
"873","2013-10-15",7.95
"874","2013-10-16",7.89
"875","2013-10-17",7.97
"876","2013-10-18",7.94
"877","2013-10-21",7.94
"878","2013-10-22",7.9
"879","2013-10-23",7.9
"880","2013-10-24",7.95
"881","2013-10-25",7.93
"882","2013-10-28",7.93
"883","2013-10-29",7.94
"884","2013-10-30",7.73
"885","2013-10-31",7.36
"886","2013-11-01",7.38
"887","2013-11-04",7.49
"888","2013-11-05",7.52
"889","2013-11-06",7.54
"890","2013-11-07",7.41
"891","2013-11-08",7.64
"892","2013-11-11",7.56
"893","2013-11-12",7.45
"894","2013-11-13",7.58
"895","2013-11-14",7.46
"896","2013-11-15",7.29
"897","2013-11-18",7.2
"898","2013-11-19",7.15
"899","2013-11-20",7.39
"900","2013-11-21",7.49
"901","2013-11-22",7.4
"902","2013-11-25",7.42
"903","2013-11-26",7.46
"904","2013-11-27",7.51
"905","2013-11-29",7.75
"906","2013-12-02",7.42
"907","2013-12-03",7.44
"908","2013-12-04",7.25
"909","2013-12-05",7.29
"910","2013-12-06",7.26
"911","2013-12-09",7.25
"912","2013-12-10",7.21
"913","2013-12-11",7.22
"914","2013-12-12",7.16
"915","2013-12-13",7.14
"916","2013-12-16",7.27
"917","2013-12-17",7.47
"918","2013-12-18",7.64
"919","2013-12-19",7.55
"920","2013-12-20",7.98
"921","2013-12-23",8.31
"922","2013-12-24",8.37
"923","2013-12-26",8.14
"924","2013-12-27",7.9
"925","2013-12-30",8.02
"926","2013-12-31",7.71
"927","2014-01-02",7.58
"928","2014-01-03",7.7
"929","2014-01-06",7.52
"930","2014-01-07",7.54
"931","2014-01-08",7.43
"932","2014-01-09",7.42
"933","2014-01-10",7.41
"934","2014-01-13",7.45
"935","2014-01-14",7.58
"936","2014-01-15",7.94
"937","2014-01-16",7.66
"938","2014-01-17",7.79
"939","2014-01-21",7.74
"940","2014-01-22",7.79
"941","2014-01-23",7.68
"942","2014-01-24",7.37
"943","2014-01-27",7.35
"944","2014-01-28",7.35
"945","2014-01-29",7.21
"946","2014-01-30",7.24
"947","2014-01-31",7.26
"948","2014-02-03",7.1
"949","2014-02-04",7.01
"950","2014-02-05",6.83
"951","2014-02-06",6.96
"952","2014-02-07",6.99
"953","2014-02-10",7.12
"954","2014-02-11",7.29
"955","2014-02-12",7.21
"956","2014-02-13",7.21
"957","2014-02-14",7.25
"958","2014-02-18",7.36
"959","2014-02-19",7.18
"960","2014-02-20",7.08
"961","2014-02-21",7.12
"962","2014-02-24",7.33
"963","2014-02-25",7.28
"964","2014-02-26",7.47
"965","2014-02-27",7.36
"966","2014-02-28",7.29
"967","2014-03-03",7.43
"968","2014-03-04",7.65
"969","2014-03-05",7.67
"970","2014-03-06",7.65
"971","2014-03-07",7.8
"972","2014-03-10",7.75
"973","2014-03-11",7.52
"974","2014-03-12",7.52
"975","2014-03-13",7.2
"976","2014-03-14",7.26
"977","2014-03-17",7.44
"978","2014-03-18",7.43
"979","2014-03-19",7.35
"980","2014-03-20",7.56
"981","2014-03-21",7.6
"982","2014-03-24",7.63
"983","2014-03-25",7.5
"984","2014-03-26",7.21
"985","2014-03-27",7.2
"986","2014-03-28",7.19
"987","2014-03-31",7.36
"988","2014-04-01",7.46
"989","2014-04-02",7.55
"990","2014-04-03",7.48
"991","2014-04-04",7.23
"992","2014-04-07",7.25
"993","2014-04-08",7.34
"994","2014-04-09",7.41
"995","2014-04-10",7.17
"996","2014-04-11",7.2
"997","2014-04-14",7.28
"998","2014-04-15",7.3
"999","2014-04-16",7.22
"1000","2014-04-17",7.31
