"","date","FCBC"
"1","2007-01-03",39.27
"2","2007-01-04",39.5
"3","2007-01-05",38.799999
"4","2007-01-08",37.740002
"5","2007-01-09",37.029999
"6","2007-01-10",36.48
"7","2007-01-11",36.66
"8","2007-01-12",37.34
"9","2007-01-16",37.349998
"10","2007-01-17",37.060001
"11","2007-01-18",36.310001
"12","2007-01-19",37.029999
"13","2007-01-22",36.349998
"14","2007-01-23",36.970001
"15","2007-01-24",38.84
"16","2007-01-25",38.82
"17","2007-01-26",39.360001
"18","2007-01-29",40.470001
"19","2007-01-30",39.990002
"20","2007-01-31",40.639999
"21","2007-02-01",40.919998
"22","2007-02-02",40.610001
"23","2007-02-05",40.720001
"24","2007-02-06",40.700001
"25","2007-02-07",41.950001
"26","2007-02-08",41.900002
"27","2007-02-09",41.610001
"28","2007-02-12",41.790001
"29","2007-02-13",42.099998
"30","2007-02-14",41.220001
"31","2007-02-15",40.639999
"32","2007-02-16",40.189999
"33","2007-02-20",40.700001
"34","2007-02-21",40.66
"35","2007-02-22",40.66
"36","2007-02-23",39.630001
"37","2007-02-26",39.389999
"38","2007-02-27",38.049999
"39","2007-02-28",37.91
"40","2007-03-01",37.41
"41","2007-03-02",36.009998
"42","2007-03-05",35.560001
"43","2007-03-06",36.990002
"44","2007-03-07",36.889999
"45","2007-03-08",36.599998
"46","2007-03-09",37.209999
"47","2007-03-12",37.610001
"48","2007-03-13",35.5
"49","2007-03-14",36.099998
"50","2007-03-15",36.470001
"51","2007-03-16",36.580002
"52","2007-03-19",37.900002
"53","2007-03-20",38.639999
"54","2007-03-21",40.049999
"55","2007-03-22",39.799999
"56","2007-03-23",39.119999
"57","2007-03-26",39.650002
"58","2007-03-27",38.200001
"59","2007-03-28",37.400002
"60","2007-03-29",37.740002
"61","2007-03-30",39
"62","2007-04-02",37.709999
"63","2007-04-03",38.77
"64","2007-04-04",38.259998
"65","2007-04-05",38.400002
"66","2007-04-09",36.939999
"67","2007-04-10",37
"68","2007-04-11",36.450001
"69","2007-04-12",36.75
"70","2007-04-13",36.98
"71","2007-04-16",38.450001
"72","2007-04-17",38.380001
"73","2007-04-18",37.759998
"74","2007-04-19",37.66
"75","2007-04-20",37.540001
"76","2007-04-23",35.779999
"77","2007-04-24",35.25
"78","2007-04-25",35.610001
"79","2007-04-26",35.240002
"80","2007-04-27",34.509998
"81","2007-04-30",32.869999
"82","2007-05-01",32.799999
"83","2007-05-02",33.25
"84","2007-05-03",33.5
"85","2007-05-04",33.93
"86","2007-05-07",32.66
"87","2007-05-08",31.52
"88","2007-05-09",32.080002
"89","2007-05-10",31
"90","2007-05-11",31.66
"91","2007-05-14",31.48
"92","2007-05-15",31.68
"93","2007-05-16",31.629999
"94","2007-05-17",31
"95","2007-05-18",30.98
"96","2007-05-21",32.310001
"97","2007-05-22",32.759998
"98","2007-05-23",32.09
"99","2007-05-24",30.99
"100","2007-05-25",30.879999
"101","2007-05-29",31.639999
"102","2007-05-30",32
"103","2007-05-31",31.290001
"104","2007-06-01",31.719999
"105","2007-06-04",31.42
"106","2007-06-05",30.74
"107","2007-06-06",30.860001
"108","2007-06-07",29.67
"109","2007-06-08",30.58
"110","2007-06-11",29.9
"111","2007-06-12",29.190001
"112","2007-06-13",29.82
"113","2007-06-14",29.959999
"114","2007-06-15",30.700001
"115","2007-06-18",30.75
"116","2007-06-19",31.91
"117","2007-06-20",31.34
"118","2007-06-21",30.82
"119","2007-06-22",31.059999
"120","2007-06-25",29.48
"121","2007-06-26",29.41
"122","2007-06-27",30.67
"123","2007-06-28",31.809999
"124","2007-06-29",31.190001
"125","2007-07-02",31.35
"126","2007-07-03",30.940001
"127","2007-07-05",30.690001
"128","2007-07-06",30.440001
"129","2007-07-09",30.290001
"130","2007-07-10",29.059999
"131","2007-07-11",29.200001
"132","2007-07-12",30.799999
"133","2007-07-13",30.18
"134","2007-07-16",29.450001
"135","2007-07-17",29.469999
"136","2007-07-18",29.120001
"137","2007-07-19",29.1
"138","2007-07-20",27.75
"139","2007-07-23",26.93
"140","2007-07-24",25.52
"141","2007-07-25",27.83
"142","2007-07-26",27.030001
"143","2007-07-27",26.959999
"144","2007-07-30",28.540001
"145","2007-07-31",26.9
"146","2007-08-01",28.35
"147","2007-08-02",28.940001
"148","2007-08-03",27.120001
"149","2007-08-06",28.629999
"150","2007-08-07",28.879999
"151","2007-08-08",32.169998
"152","2007-08-09",31.280001
"153","2007-08-10",31.92
"154","2007-08-13",30.700001
"155","2007-08-14",29.1
"156","2007-08-15",30.049999
"157","2007-08-16",33.119999
"158","2007-08-17",34.119999
"159","2007-08-20",34.59
"160","2007-08-21",34.080002
"161","2007-08-22",35.209999
"162","2007-08-23",33.91
"163","2007-08-24",33.68
"164","2007-08-27",31.889999
"165","2007-08-28",30.870001
"166","2007-08-29",32.73
"167","2007-08-30",32.02
"168","2007-08-31",33.150002
"169","2007-09-04",35.93
"170","2007-09-05",34.549999
"171","2007-09-06",34.139999
"172","2007-09-07",32.310001
"173","2007-09-10",32.529999
"174","2007-09-11",33.57
"175","2007-09-12",32.549999
"176","2007-09-13",33.919998
"177","2007-09-14",34.880001
"178","2007-09-17",33.040001
"179","2007-09-18",36.459999
"180","2007-09-19",35.91
"181","2007-09-20",35.759998
"182","2007-09-21",35.580002
"183","2007-09-24",34.259998
"184","2007-09-25",34.189999
"185","2007-09-26",36.060001
"186","2007-09-27",37.029999
"187","2007-09-28",36.23
"188","2007-10-01",37.43
"189","2007-10-02",38.709999
"190","2007-10-03",36.59
"191","2007-10-04",36.360001
"192","2007-10-05",38
"193","2007-10-08",37.669998
"194","2007-10-09",37.299999
"195","2007-10-10",37.48
"196","2007-10-11",36.650002
"197","2007-10-12",37.349998
"198","2007-10-15",35.16
"199","2007-10-16",34.84
"200","2007-10-17",34.779999
"201","2007-10-18",34.07
"202","2007-10-19",31.059999
"203","2007-10-22",33.02
"204","2007-10-23",32.400002
"205","2007-10-24",33
"206","2007-10-25",32.75
"207","2007-10-26",34.259998
"208","2007-10-29",34.700001
"209","2007-10-30",34.68
"210","2007-10-31",34.34
"211","2007-11-01",30.08
"212","2007-11-02",31.940001
"213","2007-11-05",31.530001
"214","2007-11-06",33.060001
"215","2007-11-07",31.139999
"216","2007-11-08",33.09
"217","2007-11-09",33.98
"218","2007-11-12",35.5
"219","2007-11-13",38.07
"220","2007-11-14",37.419998
"221","2007-11-15",36.080002
"222","2007-11-16",34.66
"223","2007-11-19",33.82
"224","2007-11-20",34.5
"225","2007-11-21",35.240002
"226","2007-11-23",35.75
"227","2007-11-26",32.490002
"228","2007-11-27",32.310001
"229","2007-11-28",33.630001
"230","2007-11-29",32.639999
"231","2007-11-30",32.110001
"232","2007-12-03",31.93
"233","2007-12-04",31.610001
"234","2007-12-05",32.669998
"235","2007-12-06",34.43
"236","2007-12-07",34.349998
"237","2007-12-10",34.25
"238","2007-12-11",33.209999
"239","2007-12-12",33.169998
"240","2007-12-13",33.259998
"241","2007-12-14",33.299999
"242","2007-12-17",30.98
"243","2007-12-18",32.970001
"244","2007-12-19",32.669998
"245","2007-12-20",33.299999
"246","2007-12-21",35.689999
"247","2007-12-24",35.919998
"248","2007-12-26",36.75
"249","2007-12-27",33.700001
"250","2007-12-28",32.599998
"251","2007-12-31",31.889999
"252","2008-01-02",30.809999
"253","2008-01-03",30.219999
"254","2008-01-04",30.09
"255","2008-01-07",30.74
"256","2008-01-08",29.280001
"257","2008-01-09",31.129999
"258","2008-01-10",32.360001
"259","2008-01-11",29.780001
"260","2008-01-14",30
"261","2008-01-15",29.780001
"262","2008-01-16",31.23
"263","2008-01-17",29.26
"264","2008-01-18",28.84
"265","2008-01-22",30.629999
"266","2008-01-23",33.119999
"267","2008-01-24",33.459999
"268","2008-01-25",32.48
"269","2008-01-28",33.049999
"270","2008-01-29",33.830002
"271","2008-01-30",33.130001
"272","2008-01-31",34.57
"273","2008-02-01",35.279999
"274","2008-02-04",34.790001
"275","2008-02-05",33.07
"276","2008-02-06",33.32
"277","2008-02-07",34.48
"278","2008-02-08",33.490002
"279","2008-02-11",33.369999
"280","2008-02-12",34.279999
"281","2008-02-13",34.950001
"282","2008-02-14",33.669998
"283","2008-02-15",33.560001
"284","2008-02-19",34.799999
"285","2008-02-20",35.220001
"286","2008-02-21",34.349998
"287","2008-02-22",34.310001
"288","2008-02-25",35.450001
"289","2008-02-26",34.689999
"290","2008-02-27",34.650002
"291","2008-02-28",33.41
"292","2008-02-29",31.65
"293","2008-03-03",30.719999
"294","2008-03-04",30.639999
"295","2008-03-05",30.440001
"296","2008-03-06",29.610001
"297","2008-03-07",30.450001
"298","2008-03-10",30.190001
"299","2008-03-11",34.380001
"300","2008-03-12",35.720001
"301","2008-03-13",35.150002
"302","2008-03-14",34.240002
"303","2008-03-17",34.939999
"304","2008-03-18",37.060001
"305","2008-03-19",35.869999
"306","2008-03-20",37.459999
"307","2008-03-24",38.009998
"308","2008-03-25",38
"309","2008-03-26",37.509998
"310","2008-03-27",36.939999
"311","2008-03-28",36.68
"312","2008-03-31",36.419998
"313","2008-04-01",38.07
"314","2008-04-02",37.860001
"315","2008-04-03",37.490002
"316","2008-04-04",37.34
"317","2008-04-07",37.790001
"318","2008-04-08",37.73
"319","2008-04-09",36.740002
"320","2008-04-10",37.32
"321","2008-04-11",35.599998
"322","2008-04-14",35.98
"323","2008-04-15",36.75
"324","2008-04-16",37.860001
"325","2008-04-17",37.66
"326","2008-04-18",38.27
"327","2008-04-21",37.400002
"328","2008-04-22",36.5
"329","2008-04-23",35.220001
"330","2008-04-24",37.25
"331","2008-04-25",35.810001
"332","2008-04-28",35.299999
"333","2008-04-29",34.310001
"334","2008-04-30",33.419998
"335","2008-05-01",34.040001
"336","2008-05-02",33.529999
"337","2008-05-05",33.32
"338","2008-05-06",33.439999
"339","2008-05-07",31.040001
"340","2008-05-08",31.110001
"341","2008-05-09",31.24
"342","2008-05-12",32.66
"343","2008-05-13",32.459999
"344","2008-05-14",32.209999
"345","2008-05-15",32.779999
"346","2008-05-16",32.25
"347","2008-05-19",32.18
"348","2008-05-20",31.950001
"349","2008-05-21",31.6
"350","2008-05-22",32.5
"351","2008-05-23",32.310001
"352","2008-05-27",33.939999
"353","2008-05-28",34.25
"354","2008-05-29",34.720001
"355","2008-05-30",33.990002
"356","2008-06-02",33.5
"357","2008-06-03",33.009998
"358","2008-06-04",33.98
"359","2008-06-05",34.599998
"360","2008-06-06",32.41
"361","2008-06-09",31.77
"362","2008-06-10",32.27
"363","2008-06-11",30.809999
"364","2008-06-12",31.1
"365","2008-06-13",31.02
"366","2008-06-16",32.5
"367","2008-06-17",30.610001
"368","2008-06-18",30.290001
"369","2008-06-19",30.73
"370","2008-06-20",30.389999
"371","2008-06-23",29.34
"372","2008-06-24",29.07
"373","2008-06-25",29.33
"374","2008-06-26",28.57
"375","2008-06-27",29.33
"376","2008-06-30",28.200001
"377","2008-07-01",28.41
"378","2008-07-02",27.35
"379","2008-07-03",26.59
"380","2008-07-07",26.24
"381","2008-07-08",28.809999
"382","2008-07-09",26.209999
"383","2008-07-10",27.690001
"384","2008-07-11",28.43
