"","date","PAYC"
"128","2014-10-15",16.26
"129","2014-10-16",16.76
"130","2014-10-17",16.43
"131","2014-10-20",16.34
"132","2014-10-21",16.67
"133","2014-10-22",16.48
"134","2014-10-23",16.530001
"135","2014-10-24",16.51
"136","2014-10-27",16.57
"137","2014-10-28",16.91
"138","2014-10-29",16.77
"139","2014-10-30",17.43
"140","2014-10-31",17.75
"141","2014-11-03",17.68
"142","2014-11-04",17.73
"143","2014-11-05",21.15
"144","2014-11-06",21.59
"145","2014-11-07",21.42
"146","2014-11-10",22.07
"147","2014-11-11",22.5
"148","2014-11-12",22.35
"149","2014-11-13",22.6
"150","2014-11-14",23.690001
"151","2014-11-17",24.85
"152","2014-11-18",24.84
"153","2014-11-19",25.690001
"154","2014-11-20",26.1
"155","2014-11-21",26.93
"156","2014-11-24",27.469999
"157","2014-11-25",27.68
"158","2014-11-26",28.290001
"159","2014-11-28",28.75
"160","2014-12-01",28.379999
"161","2014-12-02",27.6
"162","2014-12-03",26.92
"163","2014-12-04",27.27
"164","2014-12-05",27.33
"165","2014-12-08",26.42
"166","2014-12-09",27.389999
"167","2014-12-10",26.59
"168","2014-12-11",25.639999
"169","2014-12-12",24.459999
"170","2014-12-15",24.24
"171","2014-12-16",26.59
"172","2014-12-17",27.309999
"173","2014-12-18",27.58
"174","2014-12-19",27.209999
"175","2014-12-22",28.43
"176","2014-12-23",27.370001
"177","2014-12-24",26.49
"178","2014-12-26",26.68
"179","2014-12-29",26.24
"180","2014-12-30",26.07
"181","2014-12-31",26.33
"182","2015-01-02",26.059999
"183","2015-01-05",25.18
"184","2015-01-06",24.559999
"185","2015-01-07",25.34
"186","2015-01-08",26.42
"187","2015-01-09",25.43
"188","2015-01-12",24.68
"189","2015-01-13",23.610001
"190","2015-01-14",23.18
"191","2015-01-15",23.610001
"192","2015-01-16",23.49
"193","2015-01-20",23.24
"194","2015-01-21",25.26
"195","2015-01-22",26.280001
"196","2015-01-23",27.040001
"197","2015-01-26",27.41
"198","2015-01-27",28.120001
"199","2015-01-28",28.76
"200","2015-01-29",27.4
"201","2015-01-30",26.17
"202","2015-02-02",26.09
"203","2015-02-03",27.58
"204","2015-02-04",27.08
"205","2015-02-05",28
"206","2015-02-06",28.049999
"207","2015-02-09",29.76
"208","2015-02-10",31.700001
"209","2015-02-11",31.450001
"210","2015-02-12",33.080002
"211","2015-02-13",32.369999
"212","2015-02-17",33.560001
"213","2015-02-18",32.630001
"214","2015-02-19",33.389999
"215","2015-02-20",33.77
"216","2015-02-23",32.91
"217","2015-02-24",33.189999
"218","2015-02-25",32.939999
"219","2015-02-26",32.84
"220","2015-02-27",31.879999
"221","2015-03-02",31.870001
"222","2015-03-03",31.92
"223","2015-03-04",31.639999
"224","2015-03-05",32.349998
"225","2015-03-06",32.16
"226","2015-03-09",30.65
"227","2015-03-10",30.879999
"228","2015-03-11",31.49
"229","2015-03-12",31.870001
"230","2015-03-13",31.4
"231","2015-03-16",31.950001
"232","2015-03-17",32.669998
"233","2015-03-18",34.220001
"234","2015-03-19",35.110001
"235","2015-03-20",33.77
"236","2015-03-23",33.189999
"237","2015-03-24",31.620001
"238","2015-03-25",30.469999
"239","2015-03-26",31.83
"240","2015-03-27",31.84
"241","2015-03-30",32.09
"242","2015-03-31",32.060001
"243","2015-04-01",31.66
"244","2015-04-02",31.5
"245","2015-04-06",31.969999
"246","2015-04-07",32.360001
"247","2015-04-08",32.279999
"248","2015-04-09",31.969999
"249","2015-04-10",31.77
"250","2015-04-13",31.469999
"251","2015-04-14",30.49
"252","2015-04-15",31.1
"253","2015-04-16",30.82
"254","2015-04-17",30.110001
"255","2015-04-20",32.200001
"256","2015-04-21",33.110001
"257","2015-04-22",32.950001
"258","2015-04-23",33.049999
"259","2015-04-24",32.91
"260","2015-04-27",32.209999
"261","2015-04-28",32.91
"262","2015-04-29",32.380001
"263","2015-04-30",31.610001
"264","2015-05-01",31.93
"265","2015-05-04",32.959999
"266","2015-05-05",31.33
"267","2015-05-06",33.049999
"268","2015-05-07",35.330002
"269","2015-05-08",35.700001
"270","2015-05-11",38.290001
"271","2015-05-12",38.950001
"272","2015-05-13",38.150002
"273","2015-05-14",39.240002
"274","2015-05-15",35.290001
"275","2015-05-18",35.349998
"276","2015-05-19",35.669998
"277","2015-05-20",35.799999
"278","2015-05-21",36.209999
"279","2015-05-22",35.669998
"280","2015-05-26",35.169998
"281","2015-05-27",35.189999
"282","2015-05-28",34.709999
"283","2015-05-29",34.759998
"284","2015-06-01",34.75
"285","2015-06-02",35.380001
"286","2015-06-03",35.330002
"287","2015-06-04",35.23
"288","2015-06-05",35.400002
"289","2015-06-08",36.299999
"290","2015-06-09",36.060001
"291","2015-06-10",36.029999
"292","2015-06-11",35.759998
"293","2015-06-12",35.919998
"294","2015-06-15",36.490002
"295","2015-06-16",38.240002
"296","2015-06-17",38.150002
"297","2015-06-18",38.360001
"298","2015-06-19",37.709999
"299","2015-06-22",38.349998
"300","2015-06-23",38.09
"301","2015-06-24",36.75
"302","2015-06-25",37.369999
"303","2015-06-26",35.75
"304","2015-06-29",34.380001
"305","2015-06-30",34.150002
"306","2015-07-01",34.48
"307","2015-07-02",34.029999
"308","2015-07-06",34.470001
"309","2015-07-07",33.52
"310","2015-07-08",33.330002
"311","2015-07-09",34.200001
"312","2015-07-10",34.459999
"313","2015-07-13",34.560001
"314","2015-07-14",35.099998
"315","2015-07-15",34.82
"316","2015-07-16",35.119999
"317","2015-07-17",35.07
"318","2015-07-20",35.73
"319","2015-07-21",35.560001
"320","2015-07-22",35.720001
"321","2015-07-23",35.950001
"322","2015-07-24",33.75
"323","2015-07-27",31.6
"324","2015-07-28",31.27
"325","2015-07-29",31.959999
"326","2015-07-30",32.220001
"327","2015-07-31",32
"328","2015-08-03",31.440001
"329","2015-08-04",32.049999
"330","2015-08-05",37.849998
"331","2015-08-06",36.959999
"332","2015-08-07",37.41
"333","2015-08-10",37.75
"334","2015-08-11",38.009998
"335","2015-08-12",37.540001
"336","2015-08-13",37.880001
"337","2015-08-14",38.349998
"338","2015-08-17",40.91
"339","2015-08-18",40
"340","2015-08-19",40.07
"341","2015-08-20",38.41
"342","2015-08-21",37.93
"343","2015-08-24",37.459999
"344","2015-08-25",36.919998
"345","2015-08-26",38.200001
"346","2015-08-27",38.43
"347","2015-08-28",38.310001
"348","2015-08-31",38.540001
"349","2015-09-01",37.25
"350","2015-09-02",38.029999
"351","2015-09-03",37.59
"352","2015-09-04",36.75
"353","2015-09-08",37.990002
"354","2015-09-09",37.860001
"355","2015-09-10",37.75
"356","2015-09-11",38.41
"357","2015-09-14",38.759998
"358","2015-09-15",40.599998
"359","2015-09-16",38
"360","2015-09-17",37.939999
"361","2015-09-18",37.830002
"362","2015-09-21",38.029999
"363","2015-09-22",37.75
"364","2015-09-23",38.049999
"365","2015-09-24",36.029999
"366","2015-09-25",34.310001
"367","2015-09-28",34.02
"368","2015-09-29",34.549999
"369","2015-09-30",35.91
"370","2015-10-01",35.98
"371","2015-10-02",37.049999
"372","2015-10-05",38.34
"373","2015-10-06",38.169998
"374","2015-10-07",39.400002
"375","2015-10-08",39.360001
"376","2015-10-09",40.330002
"377","2015-10-12",40.5
"378","2015-10-13",39.380001
"379","2015-10-14",39.75
"380","2015-10-15",40.389999
"381","2015-10-16",41.860001
"382","2015-10-19",40.84
"383","2015-10-20",38.57
"384","2015-10-21",38.290001
"385","2015-10-22",38.630001
"386","2015-10-23",37.68
"387","2015-10-26",37.419998
"388","2015-10-27",36.16
"389","2015-10-28",38.959999
"390","2015-10-29",38.889999
"391","2015-10-30",38.009998
"392","2015-11-02",38.98
"393","2015-11-03",39.150002
"394","2015-11-04",45.73
"395","2015-11-05",44.299999
"396","2015-11-06",44.880001
"397","2015-11-09",43.459999
"398","2015-11-10",43.119999
"399","2015-11-11",43.529999
"400","2015-11-12",44.349998
"401","2015-11-13",41.040001
"402","2015-11-16",41.220001
"403","2015-11-17",41.580002
"404","2015-11-18",42
"405","2015-11-19",42.630001
"406","2015-11-20",42.189999
"407","2015-11-23",41.73
"408","2015-11-24",42.759998
"409","2015-11-25",43.220001
"410","2015-11-27",43.68
"411","2015-11-30",43.599998
"412","2015-12-01",44.139999
"413","2015-12-02",41.419998
"414","2015-12-03",40.110001
"415","2015-12-04",40.16
"416","2015-12-07",39.48
"417","2015-12-08",39
"418","2015-12-09",37.869999
"419","2015-12-10",38.68
"420","2015-12-11",37.720001
"421","2015-12-14",37.459999
"422","2015-12-15",38.66
"423","2015-12-16",38.650002
"424","2015-12-17",37.91
"425","2015-12-18",37.77
"426","2015-12-21",38.529999
"427","2015-12-22",38.5
"428","2015-12-23",39.25
"429","2015-12-24",38.5
"430","2015-12-28",38.5
"431","2015-12-29",38.720001
"432","2015-12-30",38.32
"433","2015-12-31",37.630001
"434","2016-01-04",35.970001
"435","2016-01-05",34.869999
"436","2016-01-06",34.990002
"437","2016-01-07",35.540001
"438","2016-01-08",33.259998
"439","2016-01-11",32.959999
"440","2016-01-12",33.23
"441","2016-01-13",30.9
"442","2016-01-14",31.809999
"443","2016-01-15",32.02
"444","2016-01-19",31.040001
"445","2016-01-20",30.82
"446","2016-01-21",31.42
"447","2016-01-22",32.299999
"448","2016-01-25",31.24
"449","2016-01-26",30.5
"450","2016-01-27",28.780001
"451","2016-01-28",29.219999
"452","2016-01-29",30.15
"453","2016-02-01",31.34
"454","2016-02-02",30.9
"455","2016-02-03",30.27
"456","2016-02-04",30.969999
"457","2016-02-05",26.51
"458","2016-02-08",24.24
"459","2016-02-09",22.5
"460","2016-02-10",23.58
"461","2016-02-11",24.360001
"462","2016-02-12",24.33
"463","2016-02-16",26.040001
"464","2016-02-17",27.26
"465","2016-02-18",27.809999
"466","2016-02-19",27.950001
"467","2016-02-22",29.27
"468","2016-02-23",29.309999
"469","2016-02-24",30.209999
"470","2016-02-25",30.26
"471","2016-02-26",31.84
"472","2016-02-29",31.879999
"473","2016-03-01",33.139999
"474","2016-03-02",33.259998
"475","2016-03-03",32.630001
"476","2016-03-04",32.709999
"477","2016-03-07",33.060001
"478","2016-03-08",31.879999
"479","2016-03-09",32.310001
"480","2016-03-10",31.58
"481","2016-03-11",32.049999
"482","2016-03-14",32.740002
"483","2016-03-15",31.629999
"484","2016-03-16",32.380001
"485","2016-03-17",33.470001
"486","2016-03-18",33.900002
"487","2016-03-21",34.049999
"488","2016-03-22",33.939999
"489","2016-03-23",33.59
"490","2016-03-24",33.700001
"491","2016-03-28",34.080002
"492","2016-03-29",35.02
"493","2016-03-30",35.240002
"494","2016-03-31",35.599998
"495","2016-04-01",35.43
"496","2016-04-04",35.799999
"497","2016-04-05",34.43
"498","2016-04-06",35.52
"499","2016-04-07",34.150002
"500","2016-04-08",34.299999
"501","2016-04-11",33.139999
"502","2016-04-12",33.560001
"503","2016-04-13",34.82
"504","2016-04-14",35.049999
"505","2016-04-15",34.700001
"506","2016-04-18",35.529999
"507","2016-04-19",36.66
"508","2016-04-20",36.860001
"509","2016-04-21",37.470001
"510","2016-04-22",37.41
"511","2016-04-25",36.59
"512","2016-04-26",37.110001
"513","2016-04-27",37.950001
"514","2016-04-28",38.259998
"515","2016-04-29",38.209999
"516","2016-05-02",38.950001
"517","2016-05-03",38.279999
"518","2016-05-04",40.049999
"519","2016-05-05",38.689999
"520","2016-05-06",37.459999
"521","2016-05-09",38.540001
"522","2016-05-10",39.650002
"523","2016-05-11",39.57
"524","2016-05-12",38.84
"525","2016-05-13",39.279999
"526","2016-05-16",39.959999
"527","2016-05-17",39.400002
"528","2016-05-18",40.740002
"529","2016-05-19",40.110001
"530","2016-05-20",40.880001
"531","2016-05-23",40.790001
"532","2016-05-24",41.650002
"533","2016-05-25",39.810001
"534","2016-05-26",41.25
"535","2016-05-27",40.84
"536","2016-05-31",40.439999
"537","2016-06-01",41.07
"538","2016-06-02",41.099998
"539","2016-06-03",40.950001
"540","2016-06-06",40.799999
"541","2016-06-07",41.32
"542","2016-06-08",41.610001
"543","2016-06-09",41.41
"544","2016-06-10",41.07
"545","2016-06-13",41.18
"546","2016-06-14",41.400002
"547","2016-06-15",42.110001
"548","2016-06-16",41.98
"549","2016-06-17",41.860001
"550","2016-06-20",42.43
"551","2016-06-21",42.599998
"552","2016-06-22",41.75
"553","2016-06-23",43.16
"554","2016-06-24",40.869999
"555","2016-06-27",39.32
"556","2016-06-28",40.389999
"557","2016-06-29",41.650002
"558","2016-06-30",43.209999
"559","2016-07-01",43.580002
"560","2016-07-05",43.400002
"561","2016-07-06",44.040001
"562","2016-07-07",44.849998
"563","2016-07-08",45.48
"564","2016-07-11",46.049999
"565","2016-07-12",46.490002
"566","2016-07-13",45.650002
"567","2016-07-14",46.25
"568","2016-07-15",46.200001
"569","2016-07-18",46.709999
"570","2016-07-19",46.290001
"571","2016-07-20",47.389999
"572","2016-07-21",45.330002
"573","2016-07-22",46.810001
"574","2016-07-25",47.049999
"575","2016-07-26",47.299999
"576","2016-07-27",47.279999
"577","2016-07-28",47.68
"578","2016-07-29",47.209999
"579","2016-08-01",47.82
"580","2016-08-02",47.34
"581","2016-08-03",50.990002
"582","2016-08-04",51.290001
"583","2016-08-05",51.5
"584","2016-08-08",50.740002
"585","2016-08-09",50.41
"586","2016-08-10",50.110001
"587","2016-08-11",50.380001
"588","2016-08-12",50.779999
"589","2016-08-15",51.220001
"590","2016-08-16",50.709999
"591","2016-08-17",49.389999
"592","2016-08-18",49.43
"593","2016-08-19",48.98
"594","2016-08-22",49.150002
"595","2016-08-23",49.970001
"596","2016-08-24",50.470001
"597","2016-08-25",51.110001
"598","2016-08-26",51.279999
"599","2016-08-29",51.18
"600","2016-08-30",51.459999
"601","2016-08-31",51.34
"602","2016-09-01",51.349998
"603","2016-09-02",52.099998
"604","2016-09-06",52
"605","2016-09-07",52.419998
"606","2016-09-08",52.029999
"607","2016-09-09",49.5
"608","2016-09-12",50.07
"609","2016-09-13",48.130001
"610","2016-09-14",48.07
"611","2016-09-15",48.84
"612","2016-09-16",48.560001
"613","2016-09-19",47.16
"614","2016-09-20",46.52
"615","2016-09-21",47.919998
"616","2016-09-22",50.240002
"617","2016-09-23",49.990002
"618","2016-09-26",50.43
"619","2016-09-27",51.080002
"620","2016-09-28",50.470001
"621","2016-09-29",49.990002
"622","2016-09-30",50.130001
"623","2016-10-03",49.91
"624","2016-10-04",49.34
"625","2016-10-05",48.830002
"626","2016-10-06",49.91
"627","2016-10-07",49.639999
"628","2016-10-10",50.509998
"629","2016-10-11",49.330002
"630","2016-10-12",49.650002
"631","2016-10-13",49.93
"632","2016-10-14",49.700001
"633","2016-10-17",49.82
"634","2016-10-18",50.009998
"635","2016-10-19",49.139999
"636","2016-10-20",48.75
"637","2016-10-21",49.970001
"638","2016-10-24",52.439999
"639","2016-10-25",51.959999
"640","2016-10-26",51.73
"641","2016-10-27",50.650002
"642","2016-10-28",51.639999
"643","2016-10-31",51.73
"644","2016-11-01",52
"645","2016-11-02",43.700001
"646","2016-11-03",43.130001
"647","2016-11-04",42.98
"648","2016-11-07",44.610001
"649","2016-11-08",45.68
"650","2016-11-09",42.310001
"651","2016-11-10",39.360001
"652","2016-11-11",41.52
"653","2016-11-14",41.77
"654","2016-11-15",41.580002
"655","2016-11-16",43.220001
"656","2016-11-17",43.389999
"657","2016-11-18",43.790001
"658","2016-11-21",43.709999
"659","2016-11-22",43.139999
"660","2016-11-23",43.279999
"661","2016-11-25",43.32
"662","2016-11-28",42.77
"663","2016-11-29",43.720001
"664","2016-11-30",44.869999
"665","2016-12-01",42.610001
"666","2016-12-02",43.540001
"667","2016-12-05",44.400002
"668","2016-12-06",45.939999
"669","2016-12-07",46.709999
"670","2016-12-08",46.84
"671","2016-12-09",46.919998
"672","2016-12-12",46.029999
"673","2016-12-13",45.5
"674","2016-12-14",45.360001
"675","2016-12-15",44.689999
"676","2016-12-16",45.919998
"677","2016-12-19",46.439999
"678","2016-12-20",46.299999
"679","2016-12-21",45.740002
"680","2016-12-22",44.580002
"681","2016-12-23",45.700001
"682","2016-12-27",46.900002
"683","2016-12-28",46.110001
"684","2016-12-29",46.130001
"685","2016-12-30",45.490002
"686","2017-01-03",46.470001
"687","2017-01-04",47.34
"688","2017-01-05",47
"689","2017-01-06",47.490002
"690","2017-01-09",48.400002
"691","2017-01-10",48.209999
"692","2017-01-11",48.790001
"693","2017-01-12",48.09
"694","2017-01-13",48.720001
"695","2017-01-17",47.900002
"696","2017-01-18",48.07
"697","2017-01-19",47.880001
"698","2017-01-20",49.189999
"699","2017-01-23",49.889999
"700","2017-01-24",50.32
"701","2017-01-25",50.009998
"702","2017-01-26",48.619999
"703","2017-01-27",49.209999
"704","2017-01-30",47.060001
"705","2017-01-31",46.240002
"706","2017-02-01",43.93
"707","2017-02-02",44.32
"708","2017-02-03",45.990002
"709","2017-02-06",44.599998
"710","2017-02-07",45.400002
"711","2017-02-08",45.259998
"712","2017-02-09",51.32
"713","2017-02-10",52.330002
"714","2017-02-13",51.84
"715","2017-02-14",52.200001
"716","2017-02-15",52.790001
"717","2017-02-16",52.419998
"718","2017-02-17",53.380001
"719","2017-02-21",53.110001
"720","2017-02-22",53.549999
"721","2017-02-23",54.060001
"722","2017-02-24",55.299999
"723","2017-02-27",54.709999
"724","2017-02-28",53.830002
"725","2017-03-01",55.709999
"726","2017-03-02",55.200001
"727","2017-03-03",56.5
"728","2017-03-06",56.669998
"729","2017-03-07",56.75
"730","2017-03-08",56.029999
"731","2017-03-09",55.849998
"732","2017-03-10",56.18
"733","2017-03-13",56.459999
"734","2017-03-14",56.060001
"735","2017-03-15",56.310001
"736","2017-03-16",56.59
"737","2017-03-17",56.470001
"738","2017-03-20",56.439999
"739","2017-03-21",54.869999
"740","2017-03-22",55.279999
"741","2017-03-23",54.09
"742","2017-03-24",54.939999
"743","2017-03-27",55.869999
"744","2017-03-28",56.48
"745","2017-03-29",56.970001
"746","2017-03-30",57.189999
"747","2017-03-31",57.509998
"748","2017-04-03",57.790001
"749","2017-04-04",58.02
"750","2017-04-05",57.240002
"751","2017-04-06",57.900002
"752","2017-04-07",57.849998
"753","2017-04-10",57.400002
"754","2017-04-11",57.959999
"755","2017-04-12",57.869999
"756","2017-04-13",57.740002
"757","2017-04-17",58.330002
"758","2017-04-18",59.040001
"759","2017-04-19",59.439999
"760","2017-04-20",59.490002
"761","2017-04-21",59.279999
"762","2017-04-24",60.02
"763","2017-04-25",60.5
"764","2017-04-26",59.970001
"765","2017-04-27",60.450001
"766","2017-04-28",60.25
"767","2017-05-01",60.759998
"768","2017-05-02",60.52
"769","2017-05-03",63.299999
"770","2017-05-04",63.580002
"771","2017-05-05",64.720001
"772","2017-05-08",65.120003
"773","2017-05-09",64.470001
"774","2017-05-10",64.449997
"775","2017-05-11",64.080002
"776","2017-05-12",65.010002
"777","2017-05-15",65.410004
"778","2017-05-16",65.57
"779","2017-05-17",63.200001
"780","2017-05-18",64.220001
"781","2017-05-19",64.889999
"782","2017-05-22",65
"783","2017-05-23",64.599998
"784","2017-05-24",65.089996
"785","2017-05-25",65.910004
"786","2017-05-26",65.959999
"787","2017-05-30",66.080002
"788","2017-05-31",65.440002
"789","2017-06-01",67.110001
"790","2017-06-02",67.870003
"791","2017-06-05",68.32
"792","2017-06-06",68.150002
"793","2017-06-07",68.639999
"794","2017-06-08",69.010002
"795","2017-06-09",65.559998
"796","2017-06-12",66.57
"797","2017-06-13",67.5
"798","2017-06-14",66.580002
"799","2017-06-15",68.040001
"800","2017-06-16",69.360001
"801","2017-06-19",70.839996
"802","2017-06-20",70.349998
"803","2017-06-21",71.580002
"804","2017-06-22",71.790001
"805","2017-06-23",73.029999
"806","2017-06-26",71.769997
"807","2017-06-27",69.410004
"808","2017-06-28",69.720001
"809","2017-06-29",67.540001
"810","2017-06-30",68.410004
"811","2017-07-03",65.989998
"812","2017-07-05",66.720001
"813","2017-07-06",66.419998
"814","2017-07-07",67.639999
"815","2017-07-10",67.089996
"816","2017-07-11",68.230003
"817","2017-07-12",69.800003
"818","2017-07-13",68.480003
"819","2017-07-14",68.739998
"820","2017-07-17",69
"821","2017-07-18",69.370003
"822","2017-07-19",69.589996
"823","2017-07-20",70.050003
"824","2017-07-21",69.639999
"825","2017-07-24",71.699997
"826","2017-07-25",70.980003
"827","2017-07-26",70.769997
"828","2017-07-27",69.260002
"829","2017-07-28",70.459999
"830","2017-07-31",70.089996
"831","2017-08-01",71.190002
"832","2017-08-02",68.110001
"833","2017-08-03",69.389999
"834","2017-08-04",69.480003
"835","2017-08-07",69.989998
"836","2017-08-08",69.900002
"837","2017-08-09",69.529999
"838","2017-08-10",68.120003
"839","2017-08-11",68.959999
"840","2017-08-14",71.029999
"841","2017-08-15",71.529999
"842","2017-08-16",71.410004
"843","2017-08-17",70.449997
"844","2017-08-18",70.25
"845","2017-08-21",71.269997
"846","2017-08-22",73.839996
"847","2017-08-23",73.980003
"848","2017-08-24",73.459999
"849","2017-08-25",72.769997
"850","2017-08-28",72.739998
"851","2017-08-29",71.93
"852","2017-08-30",73.349998
"853","2017-08-31",74.610001
"854","2017-09-01",74.769997
"855","2017-09-05",74.650002
"856","2017-09-06",73.290001
"857","2017-09-07",73.860001
"858","2017-09-08",73.629997
"859","2017-09-11",75.269997
"860","2017-09-12",74.730003
"861","2017-09-13",74.919998
"862","2017-09-14",74.959999
"863","2017-09-15",74.790001
"864","2017-09-18",75.080002
"865","2017-09-19",74.779999
"866","2017-09-20",74.82
"867","2017-09-21",75.790001
"868","2017-09-22",76.080002
"869","2017-09-25",74.220001
"870","2017-09-26",73.449997
"871","2017-09-27",75.010002
"872","2017-09-28",74.75
"873","2017-09-29",74.959999
"874","2017-10-02",74.82
"875","2017-10-03",75.050003
"876","2017-10-04",74.459999
"877","2017-10-05",76.029999
"878","2017-10-06",77.790001
"879","2017-10-09",78.209999
"880","2017-10-10",78.410004
"881","2017-10-11",78.800003
"882","2017-10-12",79.25
"883","2017-10-13",79.889999
"884","2017-10-16",78.989998
"885","2017-10-17",78.879997
"886","2017-10-18",79.580002
"887","2017-10-19",79.239998
"888","2017-10-20",80.07
"889","2017-10-23",79.480003
"890","2017-10-24",80.07
"891","2017-10-25",79.769997
"892","2017-10-26",80.980003
"893","2017-10-27",82.010002
"894","2017-10-30",80.129997
"895","2017-10-31",82.199997
"896","2017-11-01",77.300003
"897","2017-11-02",79.269997
"898","2017-11-03",80.290001
"899","2017-11-06",81.870003
"900","2017-11-07",79.870003
"901","2017-11-08",79.410004
"902","2017-11-09",78.480003
"903","2017-11-10",78.900002
"904","2017-11-13",79.480003
"905","2017-11-14",79.889999
"906","2017-11-15",78.5
"907","2017-11-16",81.43
"908","2017-11-17",81.989998
"909","2017-11-20",83.440002
"910","2017-11-21",85.139999
"911","2017-11-22",84.779999
"912","2017-11-24",85.589996
"913","2017-11-27",84.129997
"914","2017-11-28",84.529999
"915","2017-11-29",80.849998
"916","2017-11-30",82
"917","2017-12-01",80.529999
"918","2017-12-04",76.660004
"919","2017-12-05",76.260002
"920","2017-12-06",77.050003
"921","2017-12-07",78.269997
"922","2017-12-08",78.660004
"923","2017-12-11",79.540001
"924","2017-12-12",77.919998
"925","2017-12-13",79.449997
"926","2017-12-14",79.57
"927","2017-12-15",81.339996
"928","2017-12-18",82.769997
"929","2017-12-19",82.510002
"930","2017-12-20",82.330002
"931","2017-12-21",81.660004
"932","2017-12-22",80.720001
"933","2017-12-26",80.709999
"934","2017-12-27",81.279999
"935","2017-12-28",80.75
"936","2017-12-29",80.330002
"937","2018-01-02",80.440002
"938","2018-01-03",81.029999
"939","2018-01-04",83.110001
"940","2018-01-05",83.879997
"941","2018-01-08",84.639999
"942","2018-01-09",84.720001
"943","2018-01-10",84.379997
"944","2018-01-11",84.5
"945","2018-01-12",88.75
"946","2018-01-16",86.949997
"947","2018-01-17",88.349998
"948","2018-01-18",89.120003
"949","2018-01-19",91.190002
"950","2018-01-22",92.309998
"951","2018-01-23",91.980003
"952","2018-01-24",90.57
"953","2018-01-25",89.889999
"954","2018-01-26",92.940002
"955","2018-01-29",92.650002
"956","2018-01-30",91.400002
"957","2018-01-31",91.639999
"958","2018-02-01",90.169998
"959","2018-02-02",88.550003
