"","date","TXG"
"1","2019-09-12",52.75
"2","2019-09-13",52.27
"3","2019-09-16",55.200001
"4","2019-09-17",56.779999
"5","2019-09-18",62
"6","2019-09-19",61.119999
"7","2019-09-20",60.5
"8","2019-09-23",60.330002
"9","2019-09-24",54.299999
"10","2019-09-25",52.759998
"11","2019-09-26",49.990002
"12","2019-09-27",51.029999
"13","2019-09-30",50.400002
"14","2019-10-01",47.029999
"15","2019-10-02",46.07
"16","2019-10-03",48.119999
"17","2019-10-04",51.450001
"18","2019-10-07",50.360001
"19","2019-10-08",49.549999
"20","2019-10-09",50.009998
"21","2019-10-10",48.439999
"22","2019-10-11",49.299999
"23","2019-10-14",50.259998
"24","2019-10-15",48.66
"25","2019-10-16",51.130001
"26","2019-10-17",51.889999
"27","2019-10-18",52.5
"28","2019-10-21",53.360001
"29","2019-10-22",54.630001
"30","2019-10-23",58.630001
"31","2019-10-24",56.82
"32","2019-10-25",52.5
"33","2019-10-28",56.049999
"34","2019-10-29",54.759998
"35","2019-10-30",57.700001
"36","2019-10-31",58
"37","2019-11-01",58.25
"38","2019-11-04",57.830002
"39","2019-11-05",55.330002
"40","2019-11-06",54.060001
"41","2019-11-07",55.279999
"42","2019-11-08",55.720001
"43","2019-11-11",60.299999
"44","2019-11-12",59.650002
"45","2019-11-13",60.950001
"46","2019-11-14",63.5
"47","2019-11-15",67.849998
"48","2019-11-18",61.34
"49","2019-11-19",64.410004
"50","2019-11-20",63.549999
"51","2019-11-21",61.810001
"52","2019-11-22",63.860001
"53","2019-11-25",66
"54","2019-11-26",64.040001
"55","2019-11-27",62.560001
"56","2019-11-29",64.889999
"57","2019-12-02",64.75
"58","2019-12-03",64.959999
"59","2019-12-04",63.549999
"60","2019-12-05",62.610001
"61","2019-12-06",63.41
"62","2019-12-09",63.200001
"63","2019-12-10",65.949997
"64","2019-12-11",65.160004
"65","2019-12-12",61.540001
"66","2019-12-13",60.970001
"67","2019-12-16",61.990002
"68","2019-12-17",62.02
"69","2019-12-18",69.709999
"70","2019-12-19",61.73
"71","2019-12-20",73.82
"72","2019-12-23",79.540001
"73","2019-12-24",79.440002
"74","2019-12-26",74.449997
"75","2019-12-27",78.150002
"76","2019-12-30",76.129997
"77","2019-12-31",76.25
"78","2020-01-02",72.830002
"79","2020-01-03",75.559998
"80","2020-01-06",75.550003
"81","2020-01-07",75.980003
"82","2020-01-08",74.839996
"83","2020-01-09",77.169998
"84","2020-01-10",79.75
"85","2020-01-13",83.720001
"86","2020-01-14",84.610001
"87","2020-01-15",85.800003
"88","2020-01-16",85.889999
"89","2020-01-17",83.629997
"90","2020-01-21",87.75
"91","2020-01-22",91.809998
"92","2020-01-23",95.059998
"93","2020-01-24",100.790001
"94","2020-01-27",103.209999
"95","2020-01-28",106.620003
"96","2020-01-29",99.290001
"97","2020-01-30",93.550003
"98","2020-01-31",91.389999
"99","2020-02-03",93.82
"100","2020-02-04",90.720001
"101","2020-02-05",92.010002
"102","2020-02-06",91.190002
"103","2020-02-07",88.980003
"104","2020-02-10",88.370003
"105","2020-02-11",87.25
"106","2020-02-12",86.660004
"107","2020-02-13",86.769997
"108","2020-02-14",92.57
"109","2020-02-18",90.220001
"110","2020-02-19",90.599998
"111","2020-02-20",85.440002
"112","2020-02-21",82
"113","2020-02-24",79.949997
"114","2020-02-25",73.57
"115","2020-02-26",75.18
"116","2020-02-27",72.730003
"117","2020-02-28",79.699997
"118","2020-03-02",79.370003
"119","2020-03-03",76.949997
"120","2020-03-04",77.419998
"121","2020-03-05",72.589996
"122","2020-03-06",71.279999
"123","2020-03-09",65.290001
"124","2020-03-10",66.5
"125","2020-03-11",60.759998
"126","2020-03-12",59.599998
"127","2020-03-13",57.360001
"128","2020-03-16",55.549999
"129","2020-03-17",59.880001
"130","2020-03-18",58
"131","2020-03-19",55
"132","2020-03-20",55.779999
"133","2020-03-23",51.57
"134","2020-03-24",57.110001
"135","2020-03-25",59.990002
"136","2020-03-26",61.040001
"137","2020-03-27",59.990002
"138","2020-03-30",62.799999
"139","2020-03-31",62.32
"140","2020-04-01",58.389999
"141","2020-04-02",59.740002
"142","2020-04-03",58.689999
"143","2020-04-06",62.27
"144","2020-04-07",60.849998
"145","2020-04-08",64.32
"146","2020-04-09",65.919998
"147","2020-04-13",64.889999
"148","2020-04-14",66.75
"149","2020-04-15",66.800003
"150","2020-04-16",68.5
"151","2020-04-17",71.160004
"152","2020-04-20",74.199997
"153","2020-04-21",74.580002
"154","2020-04-22",76
"155","2020-04-23",73.940002
"156","2020-04-24",74
"157","2020-04-27",76.190002
"158","2020-04-28",76.260002
"159","2020-04-29",81.75
"160","2020-04-30",79.870003
"161","2020-05-01",78.410004
"162","2020-05-04",77.910004
"163","2020-05-05",78.169998
"164","2020-05-06",78.699997
"165","2020-05-07",80.809998
"166","2020-05-08",82.959999
"167","2020-05-11",82.099998
"168","2020-05-12",82.589996
"169","2020-05-13",80.080002
"170","2020-05-14",78.970001
"171","2020-05-15",77.949997
"172","2020-05-18",77.199997
"173","2020-05-19",78.199997
"174","2020-05-20",78
"175","2020-05-21",76
"176","2020-05-22",74.849998
"177","2020-05-26",76
"178","2020-05-27",77.660004
"179","2020-05-28",76.290001
"180","2020-05-29",77.970001
"181","2020-06-01",81.949997
"182","2020-06-02",80.5
"183","2020-06-03",85.910004
"184","2020-06-04",79.699997
"185","2020-06-05",82.379997
"186","2020-06-08",81
"187","2020-06-09",83.089996
"188","2020-06-10",85.5
"189","2020-06-11",81.989998
"190","2020-06-12",83.260002
"191","2020-06-15",88.419998
"192","2020-06-16",88.459999
"193","2020-06-17",88.300003
"194","2020-06-18",88.839996
"195","2020-06-19",88.139999
"196","2020-06-22",89.129997
"197","2020-06-23",89.169998
"198","2020-06-24",87.949997
"199","2020-06-25",87.089996
"200","2020-06-26",86.25
"201","2020-06-29",84.650002
"202","2020-06-30",89.309998
"203","2020-07-01",88
"204","2020-07-02",89.989998
"205","2020-07-06",90.139999
"206","2020-07-07",88.660004
"207","2020-07-08",91.190002
"208","2020-07-09",92.290001
"209","2020-07-10",91.059998
"210","2020-07-13",87.440002
"211","2020-07-14",88.910004
"212","2020-07-15",90.93
"213","2020-07-16",89.190002
"214","2020-07-17",91.870003
"215","2020-07-20",93
"216","2020-07-21",95.209999
"217","2020-07-22",94.610001
"218","2020-07-23",95.849998
"219","2020-07-24",94.650002
"220","2020-07-27",95.809998
"221","2020-07-28",95.5
"222","2020-07-29",98.879997
"223","2020-07-30",97.510002
"224","2020-07-31",98.370003
"225","2020-08-03",99.010002
"226","2020-08-04",99.029999
"227","2020-08-05",100
"228","2020-08-06",99.209999
"229","2020-08-07",96.129997
"230","2020-08-10",96.900002
"231","2020-08-11",96.900002
"232","2020-08-12",97.510002
"233","2020-08-13",104.764999
"234","2020-08-14",102.709999
"235","2020-08-17",105.610001
"236","2020-08-18",105.419998
"237","2020-08-19",108.779999
"238","2020-08-20",109.5
"239","2020-08-21",109.629997
"240","2020-08-24",105.830002
"241","2020-08-25",108.419998
"242","2020-08-26",110.330002
"243","2020-08-27",110.290001
"244","2020-08-28",110.309998
"245","2020-08-31",114.620003
"246","2020-09-01",113.730003
"247","2020-09-02",111.379997
"248","2020-09-03",107.769997
"249","2020-09-04",106.330002
"250","2020-09-08",108.269997
"251","2020-09-09",113
"252","2020-09-10",113.510002
"253","2020-09-11",125
"254","2020-09-14",120.910004
"255","2020-09-15",118.790001
"256","2020-09-16",122.389999
"257","2020-09-17",120.139999
"258","2020-09-18",121.889999
"259","2020-09-21",121.870003
"260","2020-09-22",122.620003
"261","2020-09-23",120.300003
"262","2020-09-24",121.400002
"263","2020-09-25",124.279999
"264","2020-09-28",124.82
"265","2020-09-29",124.970001
"266","2020-09-30",124.68
"267","2020-10-01",126.470001
"268","2020-10-02",128.119995
"269","2020-10-05",130.740005
"270","2020-10-06",136.779999
"271","2020-10-07",145.839996
"272","2020-10-08",152.009995
"273","2020-10-09",154.490005
"274","2020-10-12",157.039993
"275","2020-10-13",160.929993
"276","2020-10-14",161.470001
"277","2020-10-15",161.949997
"278","2020-10-16",163.699997
"279","2020-10-19",163.070007
"280","2020-10-20",152.960007
"281","2020-10-21",143
"282","2020-10-22",145.649994
"283","2020-10-23",142.270004
"284","2020-10-26",141.240005
"285","2020-10-27",142.929993
"286","2020-10-28",141.029999
