"","date","AIT"
"1","2007-01-03",26.43
"2","2007-01-04",26.57
"3","2007-01-05",25.85
"4","2007-01-08",25.77
"5","2007-01-09",26.16
"6","2007-01-10",25.76
"7","2007-01-11",26.559999
"8","2007-01-12",26.65
"9","2007-01-16",26.51
"10","2007-01-17",26.690001
"11","2007-01-18",24.16
"12","2007-01-19",23.66
"13","2007-01-22",23.5
"14","2007-01-23",23.83
"15","2007-01-24",24.299999
"16","2007-01-25",24.26
"17","2007-01-26",24.58
"18","2007-01-29",24.299999
"19","2007-01-30",24.42
"20","2007-01-31",24.52
"21","2007-02-01",25.1
"22","2007-02-02",24.969999
"23","2007-02-05",24.559999
"24","2007-02-06",24.9
"25","2007-02-07",25.15
"26","2007-02-08",25.219999
"27","2007-02-09",24.639999
"28","2007-02-12",25.200001
"29","2007-02-13",24.82
"30","2007-02-14",24.92
"31","2007-02-15",25.299999
"32","2007-02-16",25.27
"33","2007-02-20",25.93
"34","2007-02-21",26.110001
"35","2007-02-22",26.26
"36","2007-02-23",26.219999
"37","2007-02-26",25.549999
"38","2007-02-27",24.200001
"39","2007-02-28",24
"40","2007-03-01",24
"41","2007-03-02",23.25
"42","2007-03-05",22.92
"43","2007-03-06",23.33
"44","2007-03-07",23.530001
"45","2007-03-08",24.17
"46","2007-03-09",24.25
"47","2007-03-12",24.200001
"48","2007-03-13",23.860001
"49","2007-03-14",24.08
"50","2007-03-15",24.43
"51","2007-03-16",24.139999
"52","2007-03-19",24.58
"53","2007-03-20",24.65
"54","2007-03-21",25.299999
"55","2007-03-22",25.26
"56","2007-03-23",25.469999
"57","2007-03-26",25.16
"58","2007-03-27",24.790001
"59","2007-03-28",24.67
"60","2007-03-29",24.690001
"61","2007-03-30",24.540001
"62","2007-04-02",24.43
"63","2007-04-03",24.66
"64","2007-04-04",24.82
"65","2007-04-05",24.719999
"66","2007-04-09",24.51
"67","2007-04-10",24.75
"68","2007-04-11",24.530001
"69","2007-04-12",24.82
"70","2007-04-13",25.41
"71","2007-04-16",26.940001
"72","2007-04-17",27.209999
"73","2007-04-18",27.84
"74","2007-04-19",26.9
"75","2007-04-20",28.15
"76","2007-04-23",27.690001
"77","2007-04-24",27.34
"78","2007-04-25",27.690001
"79","2007-04-26",27.67
"80","2007-04-27",27.860001
"81","2007-04-30",26.870001
"82","2007-05-01",26.48
"83","2007-05-02",26.68
"84","2007-05-03",26.709999
"85","2007-05-04",27.030001
"86","2007-05-07",26.639999
"87","2007-05-08",26.91
"88","2007-05-09",27.6
"89","2007-05-10",27.049999
"90","2007-05-11",27.49
"91","2007-05-14",27.17
"92","2007-05-15",27.530001
"93","2007-05-16",27.620001
"94","2007-05-17",27.299999
"95","2007-05-18",27.530001
"96","2007-05-21",28.16
"97","2007-05-22",28.82
"98","2007-05-23",28.360001
"99","2007-05-24",27.48
"100","2007-05-25",27.67
"101","2007-05-29",28.6
"102","2007-05-30",28.6
"103","2007-05-31",29.26
"104","2007-06-01",29.35
"105","2007-06-04",29.690001
"106","2007-06-05",29.280001
"107","2007-06-06",28.76
"108","2007-06-07",28.24
"109","2007-06-08",27.83
"110","2007-06-11",28.379999
"111","2007-06-12",27.799999
"112","2007-06-13",28.190001
"113","2007-06-14",28.1
"114","2007-06-15",28.889999
"115","2007-06-18",28.99
"116","2007-06-19",28.99
"117","2007-06-20",29.48
"118","2007-06-21",29.809999
"119","2007-06-22",30.200001
"120","2007-06-25",29.959999
"121","2007-06-26",29.530001
"122","2007-06-27",29.790001
"123","2007-06-28",29.73
"124","2007-06-29",29.5
"125","2007-07-02",30.1
"126","2007-07-03",30.860001
"127","2007-07-05",30.200001
"128","2007-07-06",30.219999
"129","2007-07-09",30.5
"130","2007-07-10",29.969999
"131","2007-07-11",30.049999
"132","2007-07-12",31.18
"133","2007-07-13",30.690001
"134","2007-07-16",30.309999
"135","2007-07-17",31.299999
"136","2007-07-18",31.049999
"137","2007-07-19",31.790001
"138","2007-07-20",30.5
"139","2007-07-23",30.799999
"140","2007-07-24",29.549999
"141","2007-07-25",30.65
"142","2007-07-26",28.9
"143","2007-07-27",28.09
"144","2007-07-30",28.77
"145","2007-07-31",28.389999
"146","2007-08-01",28.700001
"147","2007-08-02",28.440001
"148","2007-08-03",27.15
"149","2007-08-06",27.639999
"150","2007-08-07",27.57
"151","2007-08-08",27.5
"152","2007-08-09",25.440001
"153","2007-08-10",29.93
"154","2007-08-13",29.629999
"155","2007-08-14",28.129999
"156","2007-08-15",27.219999
"157","2007-08-16",28.209999
"158","2007-08-17",28.6
"159","2007-08-20",29.93
"160","2007-08-21",29.629999
"161","2007-08-22",30.91
"162","2007-08-23",31.25
"163","2007-08-24",31.950001
"164","2007-08-27",31.93
"165","2007-08-28",30.959999
"166","2007-08-29",31.530001
"167","2007-08-30",31.15
"168","2007-08-31",31.98
"169","2007-09-04",32.669998
"170","2007-09-05",31.110001
"171","2007-09-06",31.280001
"172","2007-09-07",29.540001
"173","2007-09-10",30.43
"174","2007-09-11",30.93
"175","2007-09-12",29.68
"176","2007-09-13",29.620001
"177","2007-09-14",30.280001
"178","2007-09-17",29.440001
"179","2007-09-18",32
"180","2007-09-19",32.349998
"181","2007-09-20",31
"182","2007-09-21",31.209999
"183","2007-09-24",30.469999
"184","2007-09-25",30.690001
"185","2007-09-26",31.629999
"186","2007-09-27",31.42
"187","2007-09-28",30.83
"188","2007-10-01",31.9
"189","2007-10-02",32.439999
"190","2007-10-03",30.76
"191","2007-10-04",30.889999
"192","2007-10-05",32.009998
"193","2007-10-08",31.32
"194","2007-10-09",31.52
"195","2007-10-10",32.049999
"196","2007-10-11",30.65
"197","2007-10-12",31.41
"198","2007-10-15",30.860001
"199","2007-10-16",30.540001
"200","2007-10-17",30.120001
"201","2007-10-18",30.280001
"202","2007-10-19",28.51
"203","2007-10-22",29.700001
"204","2007-10-23",32.240002
"205","2007-10-24",32.470001
"206","2007-10-25",32.799999
"207","2007-10-26",33.389999
"208","2007-10-29",34.040001
"209","2007-10-30",33.810001
"210","2007-10-31",35.450001
"211","2007-11-01",33.32
"212","2007-11-02",33.490002
"213","2007-11-05",33.59
"214","2007-11-06",33.84
"215","2007-11-07",33.049999
"216","2007-11-08",33.419998
"217","2007-11-09",32.060001
"218","2007-11-12",31.120001
"219","2007-11-13",30.940001
"220","2007-11-14",31.540001
"221","2007-11-15",30.370001
"222","2007-11-16",29.32
"223","2007-11-19",28.48
"224","2007-11-20",28.75
"225","2007-11-21",28.139999
"226","2007-11-23",29.469999
"227","2007-11-26",28.129999
"228","2007-11-27",29.200001
"229","2007-11-28",30.49
"230","2007-11-29",30.4
"231","2007-11-30",30.209999
"232","2007-12-03",28.99
"233","2007-12-04",29.43
"234","2007-12-05",29.790001
"235","2007-12-06",31.34
"236","2007-12-07",30.549999
"237","2007-12-10",30.33
"238","2007-12-11",28.77
"239","2007-12-12",29.16
"240","2007-12-13",30.049999
"241","2007-12-14",29.110001
"242","2007-12-17",28.51
"243","2007-12-18",29.700001
"244","2007-12-19",30.51
"245","2007-12-20",30.51
"246","2007-12-21",31.1
"247","2007-12-24",31.110001
"248","2007-12-26",31.26
"249","2007-12-27",29.18
"250","2007-12-28",29.32
"251","2007-12-31",29.02
"252","2008-01-02",27.549999
"253","2008-01-03",27.690001
"254","2008-01-04",26.43
"255","2008-01-07",26.9
"256","2008-01-08",25.620001
"257","2008-01-09",25.92
"258","2008-01-10",25.809999
"259","2008-01-11",25.1
"260","2008-01-14",25.6
"261","2008-01-15",25.530001
"262","2008-01-16",25.09
"263","2008-01-17",22.4
"264","2008-01-18",24
"265","2008-01-22",24.24
"266","2008-01-23",27.719999
"267","2008-01-24",28.190001
"268","2008-01-25",28
"269","2008-01-28",29.26
"270","2008-01-29",28.48
"271","2008-01-30",28.940001
"272","2008-01-31",30.15
"273","2008-02-01",30.35
"274","2008-02-04",30
"275","2008-02-05",28.299999
"276","2008-02-06",28.33
"277","2008-02-07",29.23
"278","2008-02-08",28.450001
"279","2008-02-11",28.620001
"280","2008-02-12",27.950001
"281","2008-02-13",30.02
"282","2008-02-14",28.809999
