"","date","FOCS"
"97","2018-12-12",28.34
"98","2018-12-13",28.68
"99","2018-12-14",28.65
"100","2018-12-17",27.860001
"101","2018-12-18",28.5
"102","2018-12-19",28
"103","2018-12-20",25.51
"104","2018-12-21",24.09
"105","2018-12-24",23.25
"106","2018-12-26",24.4
"107","2018-12-27",25.07
"108","2018-12-28",25.549999
"109","2018-12-31",26.33
"110","2019-01-02",26.26
"111","2019-01-03",24.780001
"112","2019-01-04",25.309999
"113","2019-01-07",26
"114","2019-01-08",26.75
"115","2019-01-09",27.26
"116","2019-01-10",27.469999
"117","2019-01-11",26.73
"118","2019-01-14",26.379999
"119","2019-01-15",26.52
"120","2019-01-16",27.6
"121","2019-01-17",27.360001
"122","2019-01-18",27.360001
"123","2019-01-22",27.870001
"124","2019-01-23",27.48
"125","2019-01-24",27.790001
"126","2019-01-25",28.389999
"127","2019-01-28",28.639999
"128","2019-01-29",29.1
"129","2019-01-30",28.610001
"130","2019-01-31",28.120001
"131","2019-02-01",28.559999
"132","2019-02-04",29.059999
"133","2019-02-05",29.719999
"134","2019-02-06",29.950001
"135","2019-02-07",28.629999
"136","2019-02-08",28.190001
"137","2019-02-11",28.780001
"138","2019-02-12",29.01
"139","2019-02-13",28.99
"140","2019-02-14",29.530001
"141","2019-02-15",30.49
"142","2019-02-19",30.33
"143","2019-02-20",30.66
"144","2019-02-21",32.349998
"145","2019-02-22",33.91
"146","2019-02-25",35.389999
"147","2019-02-26",36.639999
"148","2019-02-27",37.860001
"149","2019-02-28",37.849998
"150","2019-03-01",39.150002
"151","2019-03-04",38.790001
"152","2019-03-05",38.919998
"153","2019-03-06",38.099998
"154","2019-03-07",36.41
"155","2019-03-08",36.830002
"156","2019-03-11",36.5
"157","2019-03-12",36.900002
"158","2019-03-13",36.98
"159","2019-03-14",37.029999
"160","2019-03-15",36.43
"161","2019-03-18",36.209999
"162","2019-03-19",34.599998
"163","2019-03-20",34.009998
"164","2019-03-21",33.84
"165","2019-03-22",32
"166","2019-03-25",32.709999
"167","2019-03-26",34.259998
"168","2019-03-27",34.700001
"169","2019-03-28",34.779999
"170","2019-03-29",35.639999
"171","2019-04-01",36.639999
"172","2019-04-02",36.790001
"173","2019-04-03",35.779999
"174","2019-04-04",36.549999
"175","2019-04-05",36.610001
"176","2019-04-08",36.91
"177","2019-04-09",36.52
"178","2019-04-10",37.279999
"179","2019-04-11",36.880001
"180","2019-04-12",37.380001
"181","2019-04-15",37.389999
"182","2019-04-16",37.5
"183","2019-04-17",37.419998
"184","2019-04-18",36.799999
"185","2019-04-22",37.360001
"186","2019-04-23",37.5
"187","2019-04-24",37.5
"188","2019-04-25",37.5
"189","2019-04-26",37.5
"190","2019-04-29",37.5
"191","2019-04-30",37.5
"192","2019-05-01",37.099998
"193","2019-05-02",37.48
"194","2019-05-03",38.75
"195","2019-05-06",38
"196","2019-05-07",37.369999
"197","2019-05-08",37.439999
"198","2019-05-09",34.080002
"199","2019-05-10",34.080002
"200","2019-05-13",32.189999
"201","2019-05-14",32.259998
"202","2019-05-15",32.02
"203","2019-05-16",32.040001
"204","2019-05-17",31.360001
"205","2019-05-20",30.48
"206","2019-05-21",30.700001
"207","2019-05-22",30.33
"208","2019-05-23",29.799999
"209","2019-05-24",29.43
"210","2019-05-28",29.68
"211","2019-05-29",29.75
"212","2019-05-30",29
"213","2019-05-31",28.049999
"214","2019-06-03",27.59
"215","2019-06-04",28.559999
"216","2019-06-05",27.98
"217","2019-06-06",27.35
"218","2019-06-07",27.6
"219","2019-06-10",28.280001
"220","2019-06-11",27.379999
"221","2019-06-12",27.870001
"222","2019-06-13",27.889999
"223","2019-06-14",27.75
"224","2019-06-17",27.65
"225","2019-06-18",27.85
"226","2019-06-19",27.940001
"227","2019-06-20",27.85
"228","2019-06-21",28
"229","2019-06-24",27.139999
"230","2019-06-25",26.950001
"231","2019-06-26",26.9
"232","2019-06-27",27.5
"233","2019-06-28",27.309999
"234","2019-07-01",27.9
"235","2019-07-02",27.870001
"236","2019-07-03",28.07
"237","2019-07-05",27.799999
"238","2019-07-08",27.68
"239","2019-07-09",27.700001
"240","2019-07-10",27.799999
"241","2019-07-11",28.01
"242","2019-07-12",29.25
"243","2019-07-15",28.76
"244","2019-07-16",29
"245","2019-07-17",28.129999
"246","2019-07-18",28.059999
"247","2019-07-19",28.540001
"248","2019-07-22",28.450001
"249","2019-07-23",29.040001
"250","2019-07-24",29.82
"251","2019-07-25",29.120001
"252","2019-07-26",29.49
"253","2019-07-29",28.57
"254","2019-07-30",28.129999
"255","2019-07-31",27.91
"256","2019-08-01",26.290001
"257","2019-08-02",26.67
"258","2019-08-05",25.42
"259","2019-08-06",25.450001
"260","2019-08-07",24.93
"261","2019-08-08",24.200001
"262","2019-08-09",24.120001
"263","2019-08-12",22.75
"264","2019-08-13",23.4
"265","2019-08-14",21.9
"266","2019-08-15",21.41
"267","2019-08-16",21.75
"268","2019-08-19",21.75
"269","2019-08-20",21.76
"270","2019-08-21",21.620001
"271","2019-08-22",21.190001
"272","2019-08-23",20.200001
"273","2019-08-26",20.280001
"274","2019-08-27",20.120001
"275","2019-08-28",19.870001
"276","2019-08-29",20.15
"277","2019-08-30",20.52
"278","2019-09-03",19.780001
"279","2019-09-04",19.58
"280","2019-09-05",20.23
"281","2019-09-06",20.23
"282","2019-09-09",21.120001
"283","2019-09-10",22.34
"284","2019-09-11",22.879999
"285","2019-09-12",22.879999
"286","2019-09-13",23.25
"287","2019-09-16",23.6
"288","2019-09-17",23.52
"289","2019-09-18",23.48
"290","2019-09-19",23.6
"291","2019-09-20",23.99
"292","2019-09-23",24.02
"293","2019-09-24",23.65
"294","2019-09-25",23.940001
"295","2019-09-26",23.700001
"296","2019-09-27",23.77
"297","2019-09-30",23.799999
"298","2019-10-01",23.76
"299","2019-10-02",23.290001
"300","2019-10-03",22.530001
"301","2019-10-04",22.139999
"302","2019-10-07",21.530001
"303","2019-10-08",21.280001
"304","2019-10-09",21.75
"305","2019-10-10",22
"306","2019-10-11",22.68
"307","2019-10-14",22.6
"308","2019-10-15",22.99
"309","2019-10-16",22.4
"310","2019-10-17",22.25
"311","2019-10-18",22.23
"312","2019-10-21",22.59
"313","2019-10-22",22.379999
"314","2019-10-23",22.129999
"315","2019-10-24",21.67
"316","2019-10-25",21.99
"317","2019-10-28",22.67
"318","2019-10-29",22.57
"319","2019-10-30",22.09
"320","2019-10-31",21.879999
"321","2019-11-01",22.57
"322","2019-11-04",23.34
"323","2019-11-05",23.25
"324","2019-11-06",23.77
"325","2019-11-07",26.15
"326","2019-11-08",26.73
"327","2019-11-11",26.51
"328","2019-11-12",26.26
"329","2019-11-13",26.5
"330","2019-11-14",26.610001
"331","2019-11-15",26.74
"332","2019-11-18",26.290001
"333","2019-11-19",26.809999
"334","2019-11-20",26.08
"335","2019-11-21",26.620001
"336","2019-11-22",26.99
"337","2019-11-25",27.92
"338","2019-11-26",27.57
"339","2019-11-27",27.98
"340","2019-11-29",28.110001
"341","2019-12-02",27.91
"342","2019-12-03",27.290001
"343","2019-12-04",27.24
"344","2019-12-05",26.969999
"345","2019-12-06",27.200001
"346","2019-12-09",26.809999
"347","2019-12-10",27.5
"348","2019-12-11",27.9
"349","2019-12-12",28.200001
"350","2019-12-13",28.719999
"351","2019-12-16",28.99
"352","2019-12-17",28.07
"353","2019-12-18",29.379999
"354","2019-12-19",29.85
"355","2019-12-20",29.74
"356","2019-12-23",29.58
"357","2019-12-24",29.780001
"358","2019-12-26",30.219999
"359","2019-12-27",29.639999
"360","2019-12-30",29.76
"361","2019-12-31",29.469999
"362","2020-01-02",29.620001
"363","2020-01-03",29.299999
"364","2020-01-06",29.879999
"365","2020-01-07",30.059999
"366","2020-01-08",30.360001
"367","2020-01-09",30.530001
"368","2020-01-10",29.620001
"369","2020-01-13",30.25
"370","2020-01-14",29.74
"371","2020-01-15",28.65
"372","2020-01-16",27.09
"373","2020-01-17",28.26
"374","2020-01-21",28.91
"375","2020-01-22",29.76
"376","2020-01-23",29.459999
"377","2020-01-24",28
"378","2020-01-27",27.91
"379","2020-01-28",28.139999
"380","2020-01-29",28.370001
"381","2020-01-30",28.690001
"382","2020-01-31",28.25
"383","2020-02-03",28.950001
"384","2020-02-04",29.120001
"385","2020-02-05",29.42
"386","2020-02-06",29
"387","2020-02-07",28.219999
"388","2020-02-10",29.07
"389","2020-02-11",29.49
"390","2020-02-12",29.75
"391","2020-02-13",29.799999
"392","2020-02-14",29.68
"393","2020-02-18",29.950001
"394","2020-02-19",31.01
"395","2020-02-20",34.040001
"396","2020-02-21",33.91
"397","2020-02-24",31.66
"398","2020-02-25",30.290001
"399","2020-02-26",29.08
"400","2020-02-27",27.84
"401","2020-02-28",27.190001
"402","2020-03-02",28.24
"403","2020-03-03",26.98
"404","2020-03-04",27.450001
"405","2020-03-05",25.67
"406","2020-03-06",25.219999
"407","2020-03-09",23.35
"408","2020-03-10",23.540001
"409","2020-03-11",21.59
"410","2020-03-12",17.639999
"411","2020-03-13",19.08
"412","2020-03-16",15.79
"413","2020-03-17",15.88
"414","2020-03-18",13.88
"415","2020-03-19",16.459999
"416","2020-03-20",17.129999
"417","2020-03-23",16.799999
"418","2020-03-24",20.32
"419","2020-03-25",21.280001
"420","2020-03-26",23.32
"421","2020-03-27",22.219999
"422","2020-03-30",22.540001
"423","2020-03-31",23.01
"424","2020-04-01",20.889999
"425","2020-04-02",19.620001
"426","2020-04-03",18.66
"427","2020-04-06",19.459999
"428","2020-04-07",20.049999
"429","2020-04-08",20.32
"430","2020-04-09",20.75
"431","2020-04-13",18.91
"432","2020-04-14",19.73
"433","2020-04-15",19.540001
"434","2020-04-16",18.790001
"435","2020-04-17",20.700001
"436","2020-04-20",19.860001
"437","2020-04-21",19.32
"438","2020-04-22",19.42
"439","2020-04-23",19.82
"440","2020-04-24",19.92
"441","2020-04-27",21.889999
"442","2020-04-28",24.209999
"443","2020-04-29",25.48
"444","2020-04-30",23.860001
"445","2020-05-01",22.629999
"446","2020-05-04",23.26
"447","2020-05-05",22.76
"448","2020-05-06",22.82
"449","2020-05-07",24.049999
"450","2020-05-08",24.75
"451","2020-05-11",23.09
"452","2020-05-12",21.77
"453","2020-05-13",20.35
"454","2020-05-14",21.719999
"455","2020-05-15",22.5
"456","2020-05-18",24.17
"457","2020-05-19",23.73
"458","2020-05-20",25.809999
"459","2020-05-21",28.549999
"460","2020-05-22",27.940001
"461","2020-05-26",28.200001
"462","2020-05-27",29.43
"463","2020-05-28",28.48
"464","2020-05-29",27.84
"465","2020-06-01",27.42
"466","2020-06-02",27.49
"467","2020-06-03",29.73
"468","2020-06-04",29.219999
"469","2020-06-05",29.610001
"470","2020-06-08",30.450001
"471","2020-06-09",30.43
"472","2020-06-10",29.42
"473","2020-06-11",27.01
"474","2020-06-12",27.950001
"475","2020-06-15",29.1
"476","2020-06-16",29.92
"477","2020-06-17",29.73
"478","2020-06-18",30.030001
"479","2020-06-19",30.129999
"480","2020-06-22",29.75
"481","2020-06-23",32.599998
"482","2020-06-24",29.75
"483","2020-06-25",30.01
"484","2020-06-26",28.59
"485","2020-06-29",30.18
"486","2020-06-30",33.049999
"487","2020-07-01",33.349998
"488","2020-07-02",33.860001
"489","2020-07-06",33.93
"490","2020-07-07",33.57
"491","2020-07-08",35.009998
"492","2020-07-09",34.369999
"493","2020-07-10",35.240002
"494","2020-07-13",34.82
"495","2020-07-14",35.470001
"496","2020-07-15",36.919998
"497","2020-07-16",38.439999
"498","2020-07-17",37.75
"499","2020-07-20",38.869999
"500","2020-07-21",38.490002
"501","2020-07-22",38.490002
"502","2020-07-23",37.880001
"503","2020-07-24",37.610001
"504","2020-07-27",38.009998
"505","2020-07-28",36.799999
"506","2020-07-29",37.119999
"507","2020-07-30",37.259998
"508","2020-07-31",36.950001
"509","2020-08-03",37.139999
"510","2020-08-04",37.040001
"511","2020-08-05",39.169998
"512","2020-08-06",39.939999
"513","2020-08-07",38.73
"514","2020-08-10",39.669998
"515","2020-08-11",38.459999
"516","2020-08-12",38.830002
"517","2020-08-13",38.5
"518","2020-08-14",39.099998
"519","2020-08-17",37.709999
"520","2020-08-18",37.25
"521","2020-08-19",37.110001
"522","2020-08-20",36.59
"523","2020-08-21",35.799999
"524","2020-08-24",36.740002
"525","2020-08-25",35.98
"526","2020-08-26",35.48
"527","2020-08-27",35.689999
"528","2020-08-28",35.240002
"529","2020-08-31",35.389999
"530","2020-09-01",36.34
"531","2020-09-02",36.939999
"532","2020-09-03",34.349998
"533","2020-09-04",33.91
"534","2020-09-08",31.639999
"535","2020-09-09",31.790001
"536","2020-09-10",31.09
"537","2020-09-11",31.639999
"538","2020-09-14",31.57
"539","2020-09-15",30.42
"540","2020-09-16",30.459999
"541","2020-09-17",30.690001
"542","2020-09-18",31.32
"543","2020-09-21",31.799999
"544","2020-09-22",32.650002
"545","2020-09-23",31.18
"546","2020-09-24",30.48
"547","2020-09-25",31.51
"548","2020-09-28",32.32
"549","2020-09-29",32.880001
"550","2020-09-30",32.790001
"551","2020-10-01",32.93
"552","2020-10-02",32.950001
"553","2020-10-05",33.529999
"554","2020-10-06",34.150002
"555","2020-10-07",35.650002
"556","2020-10-08",37.560001
"557","2020-10-09",37.470001
"558","2020-10-12",38.299999
"559","2020-10-13",38.110001
"560","2020-10-14",38.049999
"561","2020-10-15",39
"562","2020-10-16",39.220001
"563","2020-10-19",38.610001
"564","2020-10-20",39.099998
"565","2020-10-21",39
"566","2020-10-22",40.41
"567","2020-10-23",39.990002
"568","2020-10-26",38.240002
"569","2020-10-27",37.630001
"570","2020-10-28",36.650002
"571","2020-10-29",37.869999
"572","2020-10-30",36.509998
"573","2020-11-02",38.209999
"574","2020-11-03",38.869999
"575","2020-11-04",39.970001
"576","2020-11-05",39.240002
"577","2020-11-06",37.490002
"578","2020-11-09",38.07
"579","2020-11-10",37.720001
"580","2020-11-11",38.07
"581","2020-11-12",37.529999
"582","2020-11-13",37.529999
"583","2020-11-16",38.349998
"584","2020-11-17",38.700001
"585","2020-11-18",38.290001
"586","2020-11-19",38.970001
"587","2020-11-20",38.610001
"588","2020-11-23",39.599998
"589","2020-11-24",39.790001
"590","2020-11-25",39.560001
"591","2020-11-27",40.630001
